CAN Message; 0x1a7:0000e6b9a3976870
1739209619.2892637;-45.120503652039325
1739209619.2892735;-38.13080360867914
1739209619.289283;-38.13080360867914
1739209619.2892928;-32.81601443825658
1739209619.2893023;-35.57807855764607
1739209619.2893121;-38.13080360867914
1739209619.2893217;-45.120503652039325
1739209619.2893314;-33.981070128970906
1739209619.289341;-38.13080360867914
1739209619.2893507;-35.57807855764607
1739209619.2893603;-32.816014438256545
1739209619.28937;-28.992665084841942
1739209619.2893796;-45.120503652039325
1739209619.2893894;-35.57807855764607
1739209619.2893991;-35.57807855764607
1739209619.2894087;-38.13080360867914
1739209619.2894185;-45.120503652039325
1739209619.289428;-38.13080360867914
1739209619.2894378;-45.120503652039325
1739209619.2894473;-33.981070128970956
1739209619.289457;-45.120503652039325
1739209619.2894666;-45.120503652039325
1739209619.2894764;-45.120503652039325
1739209619.289486;-38.13080360867914
1739209619.2894957;-38.13080360867914
1739209619.2895052;-38.13080360867914
1739209619.289515;-38.13080360867914
1739209619.2895246;-28.58837851428586
1739209619.2895343;-38.13080360867914
1739209619.2895439;-45.120503652039325
1739209619.2895536;-45.120503652039325
1739209619.2895632;-45.120503652039325
1739209619.289573;-45.120503652039325
1739209619.2895827;-45.120503652039325
1739209619.2895923;-45.120503652039325
1739209619.289602;-38.13080360867914
1739209619.2896116;-45.120503652039325
1739209619.2896214;-45.120503652039325
1739209619.289631;-45.120503652039325
1739209619.2896407;-45.120503652039325
1739209619.2896502;-38.13080360867914
1739209619.28966;-38.13080360867914
1739209619.2896695;-38.13080360867914
1739209619.2896793;-29.438486411369333
1739209619.2896888;-35.57807855764607
1739209619.2896986;-45.120503652039325
1739209619.2897081;-33.981070128970906
1739209619.289718;-38.13080360867914
1739209619.2897274;-45.120503652039325
1739209619.2897372;-45.120503652039325
1739209619.2897468;-45.120503652039325
1739209619.2897565;-45.120503652039325
1739209619.2897663;-45.120503652039325
1739209619.2897758;-45.120503652039325
1739209619.2897856;-45.120503652039325
1739209619.2897952;-31.141103565318893
1739209619.289805;-35.57807855764607
1739209619.2898145;-38.13080360867914
1739209619.2898242;-38.13080360867914
1739209619.2898338;-38.13080360867914
1739209619.2898436;-38.13080360867914
1739209619.289853;-45.120503652039325
1739209619.2898629;-45.120503652039325
1739209619.2898724;-38.13080360867914
1739209619.2898822;-45.120503652039325
1739209619.2898917;-35.57807855764607
1739209619.2899015;-38.13080360867914
1739209619.289911;-45.120503652039325
1739209619.2899208;-38.13080360867914
1739209619.2899303;-38.13080360867914
1739209619.28994;-45.120503652039325
1739209619.28995;-32.816014438256545
1739209619.2899594;-38.13080360867914
1739209619.2899692;-38.13080360867914
1739209619.2899787;-38.13080360867914
1739209619.2899885;-45.120503652039325
1739209619.289998;-45.120503652039325
1739209619.2900078;-35.57807855764607
1739209619.2900174;-38.13080360867914
1739209619.2900271;-45.120503652039325
1739209619.2900367;-38.13080360867914
1739209619.2900465;-35.57807855764607
1739209619.290056;-38.13080360867914
1739209619.2900658;-35.57807855764607
1739209619.2900753;-35.57807855764607
1739209619.290085;-45.120503652039325
1739209619.2900946;-38.13080360867914
1739209619.2901044;-45.120503652039325
1739209619.290114;-45.120503652039325
1739209619.2901237;-32.816014438256545
1739209619.2901335;-35.57807855764607
1739209619.290143;-38.13080360867914
1739209619.2901528;-38.13080360867914
1739209619.2901623;-38.13080360867914
1739209619.290172;-38.13080360867914
1739209619.2901816;-38.13080360867914
1739209619.2901914;-38.13080360867914
1739209619.290201;-38.13080360867914
1739209619.2902107;-38.13080360867914
1739209619.2902203;-45.120503652039325
1739209619.29023;-33.981070128970906
1739209619.2902396;-32.816014438256545
1739209619.2902493;-38.13080360867914
1739209619.290259;-45.120503652039325
1739209619.2902687;-38.13080360867914
1739209619.2902782;-38.13080360867914
1739209619.290288;-45.120503652039325
1739209619.2902975;-38.13080360867914
1739209619.2903073;-38.13080360867914
1739209619.290317;-38.13080360867914
1739209619.2903266;-38.13080360867914
1739209619.2903364;-45.120503652039325
1739209619.290346;-38.13080360867914
1739209619.2903557;-35.57807855764607
1739209619.2903652;-38.13080360867914
1739209619.290375;-45.120503652039325
1739209619.2903845;-33.981070128970906
1739209619.2903943;-45.120503652039325
1739209619.2904038;-45.120503652039325
1739209619.2904136;-45.120503652039325
1739209619.2904232;-33.981070128970906
1739209619.290433;-38.13080360867914
1739209619.2904425;-45.120503652039325
1739209619.2904522;-45.120503652039325
1739209619.2904618;-45.120503652039325
1739209619.2904716;-45.120503652039325
1739209619.290481;-38.13080360867914
1739209619.2904909;-45.120503652039325
1739209619.2905006;-45.120503652039325
1739209619.2905102;-35.57807855764607
1739209619.29052;-38.13080360867914
1739209619.2905295;-38.13080360867914
1739209619.2905393;-38.13080360867914
1739209619.2905488;-45.120503652039325
1739209619.2905586;-45.120503652039325
1739209619.290568;-45.120503652039325
1739209619.290578;-33.981070128970906
1739209619.2905874;-35.57807855764607
1739209619.2905972;-38.13080360867914
1739209619.2906067;-38.13080360867914
1739209619.2906165;-38.13080360867914
1739209619.290626;-38.13080360867914
1739209619.2906358;-45.120503652039325
1739209619.2906454;-45.120503652039325
1739209619.2906551;-45.120503652039325
1739209619.2906647;-45.120503652039325
1739209619.2906744;-45.120503652039325
1739209619.2906842;-38.13080360867914
1739209619.2906938;-31.141103565318915
1739209619.2907035;-33.981070128970906
1739209619.290713;-45.120503652039325
1739209619.2907228;-32.816014438256545
1739209619.2907324;-32.816014438256545
1739209619.2907422;-38.13080360867914
1739209619.2907517;-38.13080360867914
1739209619.2907615;-45.120503652039325
1739209619.290771;-33.981070128970906
1739209619.2907808;-33.981070128970906
1739209619.2907903;-35.57807855764607
1739209619.2908;-45.120503652039325
1739209619.2908096;-45.120503652039325
1739209619.2908194;-35.57807855764607
1739209619.290829;-38.13080360867914
1739209619.2908387;-38.13080360867914
1739209619.2908483;-35.57807855764607
1739209619.290858;-31.141103565318915
1739209619.2908678;-45.120503652039325
1739209619.2908773;-35.57807855764607
1739209619.290887;-35.57807855764607
1739209619.2908967;-38.13080360867914
1739209619.2909064;-45.120503652039325
1739209619.290916;-45.120503652039325
1739209619.2909257;-33.981070128970906
1739209619.2909353;-32.816014438256545
1739209619.290945;-33.981070128970906
1739209619.2909546;-45.120503652039325
1739209619.2909644;-45.120503652039325
1739209619.290974;-38.13080360867914
1739209619.2909837;-33.981070128970906
1739209619.2909932;-45.120503652039325
1739209619.291003;-33.981070128970906
1739209619.2910125;-27.267205301931607
1739209619.2910223;-38.13080360867914
1739209619.2910318;-38.13080360867914
1739209619.2910416;-38.13080360867914
1739209619.2910514;-38.13080360867914
1739209619.291061;-38.13080360867914
1739209619.2910707;-38.13080360867914
1739209619.2910802;-45.120503652039325
1739209619.29109;-45.120503652039325
1739209619.2910995;-45.120503652039325
1739209619.2911093;-45.120503652039325
1739209619.2911189;-45.120503652039325
1739209619.2911286;-35.57807855764607
1739209619.2911382;-38.13080360867914
1739209619.291148;-45.120503652039325
1739209619.2911575;-38.13080360867914
1739209619.2911673;-38.13080360867914
1739209619.2911768;-38.13080360867914
1739209619.2911866;-45.120503652039325
1739209619.291196;-45.120503652039325
1739209619.291206;-38.13080360867914
1739209619.2912154;-38.13080360867914
1739209619.2912252;-45.120503652039325
1739209619.291235;-45.120503652039325
1739209619.2912445;-30.49652367304973
1739209619.2912543;-38.13080360867914
1739209619.2912638;-38.13080360867914
1739209619.2912736;-38.13080360867914
1739209619.2912831;-32.816014438256545
1739209619.291293;-45.120503652039325
1739209619.2913024;-45.120503652039325
1739209619.2913122;-38.13080360867914
1739209619.2913218;-45.120503652039325
1739209619.2913315;-38.13080360867914
1739209619.291341;-45.120503652039325
1739209619.2913508;-38.13080360867914
1739209619.2913604;-45.120503652039325
1739209619.2913702;-38.13080360867914
1739209619.2913797;-45.120503652039325
1739209619.2913895;-38.13080360867914
1739209619.291399;-29.438486411369333
1739209619.2914088;-38.13080360867914
1739209619.2914186;-38.13080360867914
1739209619.291428;-38.13080360867914
1739209619.2914379;-38.13080360867914
1739209619.2914474;-45.120503652039325
1739209619.2914572;-38.13080360867914
1739209619.2914667;-38.13080360867914
1739209619.2914765;-33.981070128970956
1739209619.291486;-45.120503652039325
1739209619.2914958;-38.13080360867914
1739209619.2915053;-38.13080360867914
1739209619.291515;-45.120503652039325
1739209619.2915246;-38.13080360867914
1739209619.2915344;-38.13080360867914
1739209619.291544;-38.13080360867914
1739209619.2915537;-29.438486411369333
1739209619.2915633;-38.13080360867914
1739209619.291573;-45.120503652039325
1739209619.2915826;-33.981070128970906
1739209619.2915924;-35.57807855764607
1739209619.2916021;-45.120503652039325
1739209619.2916117;-45.120503652039325
1739209619.2916214;-38.13080360867914
1739209619.291631;-38.13080360867914
1739209619.2916408;-45.120503652039325
1739209619.2916503;-38.13080360867914
1739209619.29166;-38.13080360867914
1739209619.2916696;-45.120503652039325
1739209619.2916794;-38.13080360867914
1739209619.291689;-45.120503652039325
1739209619.2916987;-45.120503652039325
1739209619.2917082;-30.49652367304973
1739209619.291718;-38.13080360867914
1739209619.2917275;-38.13080360867914
1739209619.2917373;-38.13080360867914
1739209619.2917469;-38.13080360867914
1739209619.2917566;-45.120503652039325
1739209619.2917662;-45.120503652039325
1739209619.291776;-38.13080360867914
1739209619.2917857;-38.13080360867914
1739209619.2917953;-45.120503652039325
1739209619.291805;-45.120503652039325
1739209619.2918146;-45.120503652039325
1739209619.2918243;-45.120503652039325
1739209619.2918339;-38.13080360867914
1739209619.2918437;-45.120503652039325
1739209619.2918532;-38.13080360867914
1739209619.291863;-38.13080360867914
1739209619.2918725;-45.120503652039325
1739209619.2918823;-45.120503652039325
1739209619.2918918;-38.13080360867914
1739209619.2919016;-38.13080360867914
1739209619.2919111;-33.981070128970906
1739209619.291921;-45.120503652039325
1739209619.2919304;-45.120503652039325
1739209619.2919402;-32.816014438256545
1739209619.2919497;-35.57807855764607
1739209619.2919595;-45.120503652039325
1739209619.2919693;-45.120503652039325
1739209619.2919788;-30.49652367304973
1739209619.2919886;-38.13080360867914
1739209619.2919981;-45.120503652039325
1739209619.292008;-38.13080360867914
1739209619.2920175;-45.120503652039325
1739209619.2920272;-45.120503652039325
1739209619.2920368;-38.13080360867914
1739209619.2920465;-38.13080360867914
1739209619.292056;-45.120503652039325
1739209619.2920659;-38.13080360867914
1739209619.2920754;-45.120503652039325
1739209619.2920852;-45.120503652039325
1739209619.2920947;-38.13080360867914
1739209619.2921045;-35.57807855764607
1739209619.292114;-38.13080360867914
1739209619.2921238;-45.120503652039325
1739209619.2921333;-38.13080360867914
1739209619.292143;-33.981070128970906
1739209619.292153;-33.981070128970906
1739209619.2921624;-33.981070128970906
1739209619.2921722;-45.120503652039325
1739209619.2921817;-45.120503652039325
1739209619.2921915;-38.13080360867914
1739209619.292201;-45.120503652039325
1739209619.2922108;-45.120503652039325
1739209619.2922204;-38.13080360867914
1739209619.2922301;-38.13080360867914
1739209619.2922397;-45.120503652039325
1739209619.2922494;-45.120503652039325
1739209619.292259;-38.13080360867914
1739209619.2922688;-38.13080360867914
1739209619.2922783;-45.120503652039325
1739209619.292288;-45.120503652039325
1739209619.2922976;-38.13080360867914
1739209619.2923074;-38.13080360867914
1739209619.292317;-45.120503652039325
1739209619.2923267;-45.120503652039325
1739209619.2923365;-45.120503652039325
1739209619.292346;-45.120503652039325
1739209619.2923558;-45.120503652039325
1739209619.2923653;-45.120503652039325
1739209619.292375;-33.981070128970906
1739209619.2923846;-45.120503652039325
1739209619.2923944;-45.120503652039325
1739209619.292404;-45.120503652039325
1739209619.2924137;-38.13080360867914
1739209619.2924232;-38.13080360867914
1739209619.292433;-38.13080360867914
1739209619.2924426;-38.13080360867914
1739209619.2924523;-45.120503652039325
1739209619.2924619;-38.13080360867914
1739209619.2924716;-38.13080360867914
1739209619.2924812;-45.120503652039325
1739209619.292491;-38.13080360867914
1739209619.2925007;-38.13080360867914
1739209619.2925103;-38.13080360867914
1739209619.29252;-45.120503652039325
1739209619.2925296;-33.981070128970906
1739209619.2925394;-45.120503652039325
1739209619.292549;-45.120503652039325
1739209619.2925587;-38.13080360867914
1739209619.2925682;-45.120503652039325
1739209619.292578;-38.13080360867914
1739209619.2925875;-38.13080360867914
1739209619.2925973;-35.57807855764607
1739209619.2926068;-45.120503652039325
1739209619.2926166;-45.120503652039325
1739209619.2926261;-45.120503652039325
1739209619.292636;-35.57807855764607
1739209619.2926455;-38.13080360867914
1739209619.2926552;-38.13080360867914
1739209619.2926648;-45.120503652039325
1739209619.2926745;-45.120503652039325
1739209619.2926843;-35.57807855764607
1739209619.2926939;-38.13080360867914
1739209619.2927036;-38.13080360867914
1739209619.2927132;-38.13080360867914
1739209619.292723;-38.13080360867914
1739209619.2927325;-38.13080360867914
1739209619.2927423;-38.13080360867914
1739209619.2927518;-45.120503652039325
1739209619.2927616;-33.981070128970906
1739209619.292771;-38.13080360867914
1739209619.2927809;-45.120503652039325
1739209619.2927904;-35.57807855764607
1739209619.2928002;-38.13080360867914
1739209619.2928097;-45.120503652039325
1739209619.2928195;-38.13080360867914
1739209619.292829;-35.57807855764607
1739209619.2928388;-35.57807855764607
1739209619.2928483;-33.981070128970906
1739209619.2928581;-45.120503652039325
1739209619.292868;-45.120503652039325
1739209619.2928774;-35.57807855764607
1739209619.2928872;-31.141103565318915
1739209619.2928967;-45.120503652039325
1739209619.2929065;-45.120503652039325
1739209619.292916;-45.120503652039325
1739209619.2929258;-38.13080360867914
1739209619.2929354;-45.120503652039325
1739209619.2929451;-45.120503652039325
1739209619.2929547;-45.120503652039325
1739209619.2929645;-33.981070128970956
1739209619.292974;-45.120503652039325
1739209619.2929838;-38.13080360867914
1739209619.2929933;-45.120503652039325
1739209619.293003;-38.13080360867914
1739209619.2930126;-38.13080360867914
1739209619.2930224;-45.120503652039325
1739209619.293032;-38.13080360867914
1739209619.2930417;-28.58837851428586
1739209619.2930515;-33.981070128970906
1739209619.293061;-45.120503652039325
1739209619.2930708;-45.120503652039325
1739209619.2930803;-33.981070128970906
1739209619.29309;-45.120503652039325
1739209619.2930996;-45.120503652039325
1739209619.2931094;-45.120503652039325
1739209619.293119;-38.13080360867914
1739209619.2931287;-45.120503652039325
1739209619.2931383;-38.13080360867914
1739209619.293148;-45.120503652039325
1739209619.2931576;-45.120503652039325
1739209619.2931674;-45.120503652039325
1739209619.293177;-45.120503652039325
1739209619.2931867;-38.13080360867914
1739209619.2931962;-27.8777449560314
1739209619.293206;-38.13080360867914
1739209619.2932155;-45.120503652039325
1739209619.2932253;-38.13080360867914
1739209619.293235;-30.49652367304973
1739209619.2932446;-38.13080360867914
1739209619.2932544;-45.120503652039325
1739209619.293264;-45.120503652039325
1739209619.2932737;-45.120503652039325
1739209619.2932832;-38.13080360867914
1739209619.293293;-45.120503652039325
1739209619.2933025;-45.120503652039325
1739209619.2933123;-45.120503652039325
1739209619.2933218;-45.120503652039325
1739209619.2933316;-45.120503652039325
1739209619.2933412;-45.120503652039325
1739209619.293351;-45.120503652039325
1739209619.2933605;-38.13080360867914
1739209619.2933702;-45.120503652039325
1739209619.2933798;-45.120503652039325
1739209619.2933896;-45.120503652039325
1739209619.293399;-38.13080360867914
1739209619.2934089;-38.13080360867914
1739209619.2934186;-45.120503652039325
1739209619.2934282;-29.438486411369333
1739209619.293438;-35.57807855764607
1739209619.2934475;-45.120503652039325
1739209619.2934573;-38.13080360867914
1739209619.2934668;-32.816014438256545
1739209619.2934766;-38.13080360867914
1739209619.293486;-35.57807855764607
1739209619.293496;-35.57807855764607
1739209619.2935054;-35.57807855764607
1739209619.2935152;-45.120503652039325
1739209619.2935247;-38.13080360867914
1739209619.2935345;-45.120503652039325
1739209619.293544;-45.120503652039325
1739209619.2935538;-45.120503652039325
1739209619.2935634;-35.57807855764607
1739209619.2935731;-38.13080360867914
1739209619.2935827;-31.141103565318893
1739209619.2935925;-30.49652367304973
1739209619.2936022;-45.120503652039325
1739209619.2936118;-38.13080360867914
1739209619.2936215;-45.120503652039325
1739209619.293631;-38.13080360867914
1739209619.2936409;-38.13080360867914
1739209619.2936504;-38.13080360867914
1739209619.2936602;-45.120503652039325
1739209619.2936697;-45.120503652039325
1739209619.2936795;-38.13080360867914
1739209619.293689;-45.120503652039325
1739209619.2936988;-45.120503652039325
1739209619.2937083;-38.13080360867914
1739209619.293718;-38.13080360867914
1739209619.2937276;-33.981070128970906
1739209619.2937374;-35.57807855764607
1739209619.293747;-45.120503652039325
1739209619.2937567;-35.57807855764607
1739209619.2937663;-38.13080360867914
1739209619.293776;-45.120503652039325
1739209619.2937858;-45.120503652039325
1739209619.2937953;-45.120503652039325
1739209619.2938051;-45.120503652039325
1739209619.2938147;-38.13080360867914
1739209619.2938244;-38.13080360867914
1739209619.293834;-45.120503652039325
1739209619.2938437;-45.120503652039325
1739209619.2938533;-32.816014438256545
1739209619.293863;-38.13080360867914
1739209619.2938726;-38.13080360867914
1739209619.2938824;-32.816014438256545
1739209619.293892;-45.120503652039325
1739209619.2939017;-45.120503652039325
1739209619.2939112;-38.13080360867914
1739209619.293921;-38.13080360867914
1739209619.2939305;-45.120503652039325
1739209619.2939403;-45.120503652039325
1739209619.2939498;-35.57807855764607
1739209619.2939596;-38.13080360867914
1739209619.2939694;-45.120503652039325
1739209619.293979;-38.13080360867914
1739209619.2939887;-33.981070128970906
1739209619.2939982;-38.13080360867914
1739209619.294008;-38.13080360867914
1739209619.2940176;-38.13080360867914
1739209619.2940273;-38.13080360867914
1739209619.2940369;-33.981070128970906
1739209619.2940466;-45.120503652039325
1739209619.2940562;-45.120503652039325
1739209619.294066;-38.13080360867914
1739209619.2940755;-38.13080360867914
1739209619.2940853;-45.120503652039325
1739209619.2940948;-45.120503652039325
1739209619.2941046;-45.120503652039325
1739209619.294114;-45.120503652039325
1739209619.294124;-38.13080360867914
1739209619.2941334;-38.13080360867914
1739209619.2941432;-45.120503652039325
1739209619.294153;-38.13080360867914
1739209619.2941625;-38.13080360867914
1739209619.2941723;-38.13080360867914
1739209619.2941818;-45.120503652039325
1739209619.2941916;-38.13080360867914
1739209619.2942011;-45.120503652039325
1739209619.294211;-45.120503652039325
1739209619.2942204;-38.13080360867914
1739209619.2942302;-45.120503652039325
1739209619.2942398;-38.13080360867914
1739209619.2942495;-33.981070128970906
1739209619.294259;-38.13080360867914
1739209619.2942688;-33.981070128970906
1739209619.2942784;-45.120503652039325
1739209619.2942882;-38.13080360867914
1739209619.2942977;-38.13080360867914
1739209619.2943075;-38.13080360867914
1739209619.294317;-45.120503652039325
1739209619.2943268;-45.120503652039325
1739209619.2943366;-45.120503652039325
1739209619.294346;-45.120503652039325
1739209619.2943559;-45.120503652039325
1739209619.2943654;-38.13080360867914
1739209619.2943752;-38.13080360867914
1739209619.2943847;-45.120503652039325
1739209619.2943945;-35.57807855764607
1739209619.294404;-35.57807855764607
1739209619.2944138;-38.13080360867914
1739209619.2944233;-38.13080360867914
1739209619.294433;-38.13080360867914
1739209619.2944427;-38.13080360867914
1739209619.2944524;-45.120503652039325
1739209619.294462;-38.13080360867914
1739209619.2944717;-32.816014438256545
1739209619.2944813;-38.13080360867914
1739209619.294491;-45.120503652039325
1739209619.2945006;-45.120503652039325
1739209619.2945104;-45.120503652039325
1739209619.2945201;-45.120503652039325
1739209619.2945297;-45.120503652039325
1739209619.2945395;-45.120503652039325
1739209619.294549;-45.120503652039325
1739209619.2945588;-38.13080360867914
1739209619.2945683;-38.13080360867914
1739209619.294578;-45.120503652039325
1739209619.2945876;-45.120503652039325
1739209619.2945974;-33.981070128970906
1739209619.294607;-31.141103565318915
1739209619.2946167;-38.13080360867914
1739209619.2946262;-45.120503652039325
1739209619.294636;-45.120503652039325
1739209619.2946455;-45.120503652039325
1739209619.2946553;-45.120503652039325
1739209619.2946649;-45.120503652039325
1739209619.2946746;-45.120503652039325
1739209619.2946842;-33.981070128970956
1739209619.294694;-38.13080360867914
1739209619.2947037;-45.120503652039325
1739209619.2947133;-45.120503652039325
1739209619.294723;-38.13080360867914
1739209619.2947326;-45.120503652039325
1739209619.2947423;-38.13080360867914
1739209619.294752;-33.981070128970906
1739209619.2947617;-27.267205301931607
1739209619.2947712;-33.981070128970906
1739209619.294781;-45.120503652039325
1739209619.2947905;-45.120503652039325
1739209619.2948003;-35.57807855764607
1739209619.2948098;-38.13080360867914
1739209619.2948196;-45.120503652039325
1739209619.2948291;-45.120503652039325
1739209619.294839;-33.981070128970956
1739209619.2948484;-45.120503652039325
1739209619.2948582;-45.120503652039325
1739209619.2948678;-45.120503652039325
1739209619.2948775;-45.120503652039325
1739209619.2948873;-35.57807855764607
1739209619.2948968;-30.49652367304973
1739209619.2949066;-27.267205301931607
1739209619.2949162;-45.120503652039325
1739209619.294926;-38.13080360867914
1739209619.2949355;-35.57807855764607
1739209619.2949452;-35.57807855764607
