CAN Message; 0x1b8:020085693742d017
Timestamp;Amplitude
1739209780.1614892;-38.13080360867914
1739209780.1614919;-33.981070128970906
1739209780.1614945;-38.13080360867914
1739209780.161497;-45.120503652039325
1739209780.1614997;-38.13080360867914
1739209780.1615026;-38.13080360867914
1739209780.1615052;-35.57807855764607
1739209780.1615078;-38.13080360867914
1739209780.1615105;-45.120503652039325
1739209780.161513;-45.120503652039325
1739209780.1615157;-45.120503652039325
1739209780.1615183;-33.981070128970906
1739209780.161521;-45.120503652039325
1739209780.1615236;-45.120503652039325
1739209780.1615262;-45.120503652039325
1739209780.1615288;-45.120503652039325
1739209780.1615314;-45.120503652039325
1739209780.1615343;-38.13080360867914
1739209780.161537;-35.57807855764607
1739209780.1615396;-38.13080360867914
1739209780.1615422;-45.120503652039325
1739209780.1615448;-38.13080360867914
1739209780.1615474;-31.141103565318893
1739209780.16155;-38.13080360867914
1739209780.1615527;-45.120503652039325
1739209780.1615553;-38.13080360867914
1739209780.161558;-32.816014438256545
1739209780.1615605;-45.120503652039325
1739209780.1615634;-38.13080360867914
1739209780.161566;-38.13080360867914
1739209780.1615686;-45.120503652039325
1739209780.1615713;-45.120503652039325
1739209780.161574;-45.120503652039325
1739209780.1615765;-38.13080360867914
1739209780.1615791;-45.120503652039325
1739209780.1615818;-33.981070128970906
1739209780.1615844;-45.120503652039325
1739209780.161587;-35.57807855764607
1739209780.1615896;-26.035653463252796
1739209780.1615922;-33.981070128970906
1739209780.161595;-45.120503652039325
1739209780.1615977;-45.120503652039325
1739209780.1616004;-35.57807855764607
1739209780.161603;-45.120503652039325
1739209780.1616056;-38.13080360867914
1739209780.1616082;-45.120503652039325
1739209780.1616108;-32.81601443825658
1739209780.1616135;-33.981070128970906
1739209780.161616;-38.13080360867914
1739209780.1616187;-45.120503652039325
1739209780.1616213;-45.120503652039325
1739209780.1616242;-45.120503652039325
1739209780.1616268;-38.13080360867914
1739209780.1616294;-38.13080360867914
1739209780.161632;-35.57807855764607
1739209780.1616347;-38.13080360867914
1739209780.1616373;-35.57807855764607
1739209780.16164;-38.13080360867914
1739209780.1616426;-45.120503652039325
1739209780.1616452;-38.13080360867914
1739209780.1616478;-45.120503652039325
1739209780.1616504;-38.13080360867914
1739209780.161653;-38.13080360867914
1739209780.161656;-38.13080360867914
1739209780.1616585;-38.13080360867914
1739209780.1616611;-45.120503652039325
1739209780.1616638;-45.120503652039325
1739209780.1616664;-45.120503652039325
1739209780.161669;-45.120503652039325
1739209780.1616716;-45.120503652039325
1739209780.1616743;-45.120503652039325
1739209780.161677;-45.120503652039325
1739209780.1616795;-35.57807855764607
1739209780.1616821;-38.13080360867914
1739209780.161685;-38.13080360867914
1739209780.1616876;-38.13080360867914
1739209780.1616902;-29.438486411369333
1739209780.1616929;-33.981070128970906
1739209780.1616955;-30.49652367304973
1739209780.161698;-33.981070128970906
1739209780.1617007;-38.13080360867914
1739209780.1617033;-38.13080360867914
1739209780.161706;-38.13080360867914
1739209780.1617086;-38.13080360867914
1739209780.1617112;-45.120503652039325
1739209780.1617138;-35.57807855764607
1739209780.1617167;-33.981070128970956
1739209780.1617193;-45.120503652039325
1739209780.161722;-33.981070128970906
1739209780.1617246;-45.120503652039325
1739209780.1617272;-45.120503652039325
1739209780.1617298;-38.13080360867914
1739209780.1617324;-45.120503652039325
1739209780.161735;-38.13080360867914
1739209780.1617377;-28.58837851428586
1739209780.1617403;-31.141103565318915
1739209780.161743;-38.13080360867914
1739209780.1617458;-45.120503652039325
1739209780.1617484;-32.816014438256545
1739209780.161751;-38.13080360867914
1739209780.1617537;-38.13080360867914
1739209780.1617563;-38.13080360867914
1739209780.161759;-45.120503652039325
1739209780.1617615;-45.120503652039325
1739209780.1617641;-45.120503652039325
1739209780.1617668;-45.120503652039325
1739209780.1617694;-45.120503652039325
1739209780.161772;-45.120503652039325
1739209780.1617746;-45.120503652039325
1739209780.1617775;-45.120503652039325
1739209780.16178;-38.13080360867914
1739209780.1617827;-28.992665084841942
1739209780.1617854;-38.13080360867914
1739209780.161788;-45.120503652039325
1739209780.1617906;-35.57807855764607
1739209780.1617932;-38.13080360867914
1739209780.1617959;-45.120503652039325
1739209780.1617985;-45.120503652039325
1739209780.161801;-45.120503652039325
1739209780.1618037;-45.120503652039325
1739209780.1618066;-45.120503652039325
1739209780.1618092;-38.13080360867914
1739209780.1618118;-45.120503652039325
1739209780.1618145;-45.120503652039325
1739209780.161817;-38.13080360867914
1739209780.1618197;-45.120503652039325
1739209780.1618223;-38.13080360867914
1739209780.161825;-33.981070128970906
1739209780.1618276;-35.57807855764607
1739209780.1618302;-33.981070128970906
1739209780.1618328;-45.120503652039325
1739209780.1618354;-33.981070128970906
1739209780.1618383;-45.120503652039325
1739209780.161841;-45.120503652039325
1739209780.1618435;-45.120503652039325
1739209780.1618462;-45.120503652039325
1739209780.1618488;-45.120503652039325
1739209780.1618514;-38.13080360867914
1739209780.161854;-45.120503652039325
1739209780.1618567;-33.981070128970906
1739209780.1618593;-38.13080360867914
1739209780.161862;-38.13080360867914
1739209780.1618645;-45.120503652039325
1739209780.1618674;-45.120503652039325
1739209780.16187;-45.120503652039325
1739209780.1618726;-38.13080360867914
1739209780.1618752;-45.120503652039325
1739209780.1618779;-33.981070128970906
1739209780.1618805;-35.57807855764607
1739209780.161883;-35.57807855764607
1739209780.1618857;-45.120503652039325
1739209780.1618884;-38.13080360867914
1739209780.161891;-31.141103565318893
1739209780.1618936;-38.13080360867914
1739209780.1618962;-38.13080360867914
1739209780.161899;-35.57807855764607
1739209780.1619017;-32.816014438256545
1739209780.1619043;-38.13080360867914
1739209780.161907;-45.120503652039325
1739209780.1619096;-38.13080360867914
1739209780.1619122;-38.13080360867914
1739209780.1619148;-45.120503652039325
1739209780.1619174;-45.120503652039325
1739209780.16192;-45.120503652039325
1739209780.1619227;-38.13080360867914
1739209780.1619253;-35.57807855764607
1739209780.1619282;-32.816014438256545
1739209780.1619308;-38.13080360867914
1739209780.1619334;-45.120503652039325
1739209780.161936;-38.13080360867914
1739209780.1619387;-38.13080360867914
1739209780.1619413;-38.13080360867914
1739209780.161944;-38.13080360867914
1739209780.1619465;-45.120503652039325
1739209780.1619492;-45.120503652039325
1739209780.1619518;-45.120503652039325
1739209780.1619544;-45.120503652039325
1739209780.161957;-45.120503652039325
1739209780.16196;-38.13080360867914
1739209780.1619625;-38.13080360867914
1739209780.1619651;-45.120503652039325
1739209780.1619678;-45.120503652039325
1739209780.1619704;-45.120503652039325
1739209780.161973;-45.120503652039325
1739209780.1619756;-45.120503652039325
1739209780.1619782;-38.13080360867914
1739209780.1619809;-38.13080360867914
1739209780.1619835;-38.13080360867914
1739209780.161986;-38.13080360867914
1739209780.161989;-38.13080360867914
1739209780.1619916;-35.57807855764607
1739209780.1619942;-38.13080360867914
1739209780.1619968;-33.981070128970906
1739209780.1619995;-38.13080360867914
1739209780.162002;-32.816014438256545
1739209780.1620047;-33.981070128970906
1739209780.1620073;-45.120503652039325
1739209780.16201;-45.120503652039325
1739209780.1620126;-45.120503652039325
1739209780.1620152;-45.120503652039325
1739209780.1620178;-45.120503652039325
1739209780.1620207;-38.13080360867914
1739209780.1620233;-38.13080360867914
1739209780.162026;-38.13080360867914
1739209780.1620286;-45.120503652039325
1739209780.1620312;-45.120503652039325
1739209780.1620338;-38.13080360867914
1739209780.1620364;-33.981070128970906
1739209780.162039;-32.816014438256545
1739209780.1620417;-38.13080360867914
1739209780.1620443;-45.120503652039325
1739209780.162047;-45.120503652039325
1739209780.1620498;-38.13080360867914
1739209780.1620524;-45.120503652039325
1739209780.162055;-45.120503652039325
1739209780.1620576;-38.13080360867914
1739209780.1620603;-45.120503652039325
1739209780.162063;-45.120503652039325
1739209780.1620655;-45.120503652039325
1739209780.1620681;-45.120503652039325
1739209780.1620708;-45.120503652039325
1739209780.1620734;-45.120503652039325
1739209780.162076;-45.120503652039325
1739209780.1620786;-45.120503652039325
1739209780.1620815;-32.816014438256545
1739209780.162084;-38.13080360867914
1739209780.1620867;-38.13080360867914
1739209780.1620893;-45.120503652039325
1739209780.162092;-38.13080360867914
1739209780.1620946;-35.57807855764607
1739209780.1620972;-45.120503652039325
1739209780.1620998;-38.13080360867914
1739209780.1621025;-45.120503652039325
1739209780.162105;-33.981070128970906
1739209780.1621077;-45.120503652039325
1739209780.1621106;-38.13080360867914
1739209780.1621132;-45.120503652039325
1739209780.1621158;-45.120503652039325
1739209780.1621184;-38.13080360867914
1739209780.162121;-45.120503652039325
1739209780.1621237;-38.13080360867914
1739209780.1621263;-45.120503652039325
1739209780.162129;-45.120503652039325
1739209780.1621315;-45.120503652039325
1739209780.1621342;-32.816014438256545
1739209780.1621368;-38.13080360867914
1739209780.1621394;-45.120503652039325
1739209780.1621423;-45.120503652039325
1739209780.162145;-38.13080360867914
1739209780.1621475;-35.57807855764607
1739209780.1621501;-45.120503652039325
1739209780.1621528;-45.120503652039325
1739209780.1621554;-38.13080360867914
1739209780.162158;-33.981070128970906
1739209780.1621606;-45.120503652039325
1739209780.1621633;-38.13080360867914
1739209780.1621659;-45.120503652039325
1739209780.1621685;-38.13080360867914
1739209780.1621714;-45.120503652039325
1739209780.162174;-33.981070128970906
1739209780.1621766;-32.816014438256545
1739209780.1621792;-38.13080360867914
1739209780.1621819;-38.13080360867914
1739209780.1621845;-45.120503652039325
1739209780.162187;-30.49652367304973
1739209780.1621897;-33.981070128970906
1739209780.1621923;-45.120503652039325
1739209780.162195;-38.13080360867914
1739209780.1621976;-45.120503652039325
1739209780.1622002;-38.13080360867914
1739209780.162203;-38.13080360867914
1739209780.1622057;-33.981070128970906
1739209780.1622083;-38.13080360867914
1739209780.162211;-45.120503652039325
1739209780.1622136;-38.13080360867914
1739209780.1622162;-38.13080360867914
1739209780.1622188;-45.120503652039325
1739209780.1622214;-45.120503652039325
1739209780.162224;-45.120503652039325
1739209780.1622267;-45.120503652039325
1739209780.1622293;-31.141103565318915
1739209780.1622322;-28.58837851428586
1739209780.1622348;-45.120503652039325
1739209780.1622374;-45.120503652039325
1739209780.16224;-38.13080360867914
1739209780.1622427;-35.57807855764607
1739209780.1622453;-38.13080360867914
1739209780.162248;-33.981070128970906
1739209780.1622505;-38.13080360867914
1739209780.1622531;-35.57807855764607
1739209780.1622558;-35.57807855764607
1739209780.1622584;-38.13080360867914
1739209780.162261;-45.120503652039325
1739209780.1622639;-33.981070128970906
1739209780.1622665;-45.120503652039325
1739209780.162269;-38.13080360867914
1739209780.1622717;-35.57807855764607
1739209780.1622744;-31.141103565318915
1739209780.162277;-38.13080360867914
1739209780.1622796;-38.13080360867914
1739209780.1622822;-45.120503652039325
1739209780.1622849;-45.120503652039325
1739209780.1622875;-45.120503652039325
1739209780.16229;-45.120503652039325
1739209780.162293;-45.120503652039325
1739209780.1622956;-38.13080360867914
1739209780.1622982;-45.120503652039325
1739209780.1623008;-45.120503652039325
1739209780.1623034;-38.13080360867914
1739209780.162306;-45.120503652039325
1739209780.1623087;-45.120503652039325
1739209780.1623113;-38.13080360867914
1739209780.162314;-38.13080360867914
1739209780.1623166;-38.13080360867914
1739209780.1623192;-38.13080360867914
1739209780.1623218;-33.981070128970906
1739209780.1623247;-32.816014438256545
1739209780.1623273;-45.120503652039325
1739209780.16233;-45.120503652039325
1739209780.1623325;-38.13080360867914
1739209780.1623352;-45.120503652039325
1739209780.1623378;-31.141103565318915
1739209780.1623404;-45.120503652039325
1739209780.162343;-38.13080360867914
1739209780.1623456;-35.57807855764607
1739209780.1623483;-38.13080360867914
1739209780.162351;-45.120503652039325
1739209780.1623538;-38.13080360867914
1739209780.1623564;-38.13080360867914
1739209780.162359;-38.13080360867914
1739209780.1623616;-45.120503652039325
1739209780.1623642;-45.120503652039325
1739209780.1623669;-45.120503652039325
1739209780.1623695;-38.13080360867914
1739209780.162372;-45.120503652039325
1739209780.1623747;-38.13080360867914
1739209780.1623774;-38.13080360867914
1739209780.16238;-27.877744956031414
1739209780.1623826;-38.13080360867914
1739209780.1623855;-38.13080360867914
1739209780.162388;-45.120503652039325
1739209780.1623907;-38.13080360867914
1739209780.1623933;-38.13080360867914
1739209780.162396;-38.13080360867914
1739209780.1623986;-45.120503652039325
1739209780.1624012;-28.992665084841942
1739209780.1624038;-38.13080360867914
1739209780.1624064;-45.120503652039325
1739209780.162409;-38.13080360867914
1739209780.1624117;-38.13080360867914
1739209780.1624146;-38.13080360867914
1739209780.1624172;-38.13080360867914
1739209780.1624198;-45.120503652039325
1739209780.1624224;-38.13080360867914
1739209780.162425;-38.13080360867914
1739209780.1624277;-38.13080360867914
1739209780.1624303;-45.120503652039325
1739209780.162433;-45.120503652039325
1739209780.1624355;-35.57807855764607
1739209780.1624382;-38.13080360867914
1739209780.1624408;-45.120503652039325
1739209780.1624434;-33.981070128970906
1739209780.1624463;-35.57807855764607
1739209780.162449;-38.13080360867914
1739209780.1624515;-45.120503652039325
1739209780.1624541;-38.13080360867914
1739209780.1624568;-38.13080360867914
1739209780.1624594;-45.120503652039325
1739209780.162462;-45.120503652039325
1739209780.1624646;-45.120503652039325
1739209780.1624672;-35.57807855764607
1739209780.1624699;-35.57807855764607
1739209780.1624725;-45.120503652039325
1739209780.1624753;-35.57807855764607
1739209780.162478;-32.816014438256545
1739209780.1624806;-38.13080360867914
1739209780.1624832;-38.13080360867914
1739209780.1624858;-38.13080360867914
1739209780.1624885;-32.816014438256545
1739209780.162491;-38.13080360867914
1739209780.1624937;-38.13080360867914
1739209780.1624963;-38.13080360867914
1739209780.162499;-45.120503652039325
1739209780.1625016;-38.13080360867914
1739209780.1625042;-35.57807855764607
1739209780.162507;-38.13080360867914
1739209780.1625097;-45.120503652039325
1739209780.1625123;-38.13080360867914
1739209780.162515;-45.120503652039325
1739209780.1625175;-45.120503652039325
1739209780.1625202;-45.120503652039325
1739209780.1625228;-45.120503652039325
1739209780.1625254;-35.57807855764607
1739209780.162528;-45.120503652039325
1739209780.1625307;-45.120503652039325
1739209780.1625333;-38.13080360867914
1739209780.1625361;-45.120503652039325
1739209780.1625388;-45.120503652039325
1739209780.1625414;-38.13080360867914
1739209780.162544;-33.981070128970906
1739209780.1625466;-35.57807855764607
1739209780.1625493;-38.13080360867914
1739209780.1625519;-38.13080360867914
1739209780.1625545;-33.981070128970906
1739209780.1625571;-32.816014438256545
1739209780.1625597;-32.816014438256545
1739209780.1625624;-45.120503652039325
1739209780.162565;-45.120503652039325
1739209780.1625679;-32.816014438256545
1739209780.1625705;-45.120503652039325
1739209780.162573;-45.120503652039325
1739209780.1625757;-45.120503652039325
1739209780.1625783;-38.13080360867914
1739209780.162581;-45.120503652039325
1739209780.1625836;-38.13080360867914
1739209780.1625862;-32.816014438256545
1739209780.1625888;-45.120503652039325
1739209780.1625915;-35.57807855764607
1739209780.162594;-38.13080360867914
1739209780.162597;-45.120503652039325
1739209780.1625996;-35.57807855764607
1739209780.1626022;-38.13080360867914
1739209780.1626048;-38.13080360867914
1739209780.1626074;-45.120503652039325
1739209780.16261;-45.120503652039325
1739209780.1626127;-45.120503652039325
1739209780.1626153;-35.57807855764607
1739209780.162618;-38.13080360867914
1739209780.1626205;-45.120503652039325
1739209780.1626232;-33.981070128970906
1739209780.1626258;-26.991370085610736
1739209780.1626287;-33.981070128970906
1739209780.1626313;-45.120503652039325
1739209780.162634;-45.120503652039325
1739209780.1626365;-33.981070128970906
1739209780.1626391;-38.13080360867914
1739209780.1626418;-45.120503652039325
1739209780.1626444;-38.13080360867914
1739209780.162647;-45.120503652039325
1739209780.1626496;-33.981070128970906
1739209780.1626523;-38.13080360867914
1739209780.1626549;-38.13080360867914
1739209780.1626577;-45.120503652039325
1739209780.1626604;-38.13080360867914
1739209780.162663;-38.13080360867914
1739209780.1626656;-38.13080360867914
1739209780.1626682;-38.13080360867914
1739209780.1626709;-45.120503652039325
1739209780.1626735;-45.120503652039325
1739209780.162676;-45.120503652039325
1739209780.1626787;-38.13080360867914
1739209780.1626813;-38.13080360867914
1739209780.162684;-35.57807855764607
1739209780.1626866;-38.13080360867914
1739209780.1626894;-45.120503652039325
1739209780.162692;-38.13080360867914
1739209780.1626947;-45.120503652039325
1739209780.1626973;-38.13080360867914
1739209780.1627;-45.120503652039325
1739209780.1627026;-33.981070128970906
1739209780.1627052;-35.57807855764607
1739209780.1627078;-38.13080360867914
1739209780.1627104;-45.120503652039325
1739209780.162713;-38.13080360867914
1739209780.1627157;-38.13080360867914
1739209780.1627185;-35.57807855764607
1739209780.1627212;-38.13080360867914
1739209780.1627238;-33.981070128970906
1739209780.1627264;-38.13080360867914
1739209780.162729;-38.13080360867914
1739209780.1627316;-38.13080360867914
1739209780.1627343;-38.13080360867914
1739209780.162737;-45.120503652039325
1739209780.1627395;-38.13080360867914
1739209780.1627421;-45.120503652039325
1739209780.1627448;-38.13080360867914
1739209780.1627474;-45.120503652039325
1739209780.1627502;-45.120503652039325
1739209780.1627529;-45.120503652039325
1739209780.1627555;-45.120503652039325
1739209780.162758;-35.57807855764607
1739209780.1627607;-45.120503652039325
1739209780.1627634;-38.13080360867914
1739209780.162766;-45.120503652039325
1739209780.1627686;-32.816014438256545
1739209780.1627712;-38.13080360867914
1739209780.1627738;-45.120503652039325
1739209780.1627765;-45.120503652039325
1739209780.1627793;-45.120503652039325
1739209780.162782;-33.981070128970906
1739209780.1627846;-38.13080360867914
1739209780.1627872;-33.981070128970906
1739209780.1627898;-35.57807855764607
1739209780.1627924;-38.13080360867914
1739209780.162795;-45.120503652039325
1739209780.1627977;-45.120503652039325
1739209780.1628003;-35.57807855764607
1739209780.162803;-38.13080360867914
1739209780.1628056;-45.120503652039325
1739209780.1628082;-29.438486411369347
1739209780.162811;-45.120503652039325
1739209780.1628137;-38.13080360867914
1739209780.1628163;-38.13080360867914
1739209780.162819;-38.13080360867914
1739209780.1628215;-38.13080360867914
1739209780.1628242;-45.120503652039325
1739209780.1628268;-33.981070128970906
1739209780.1628294;-28.992665084841942
1739209780.162832;-38.13080360867914
1739209780.1628346;-38.13080360867914
1739209780.1628373;-45.120503652039325
1739209780.16284;-38.13080360867914
1739209780.1628428;-35.57807855764607
1739209780.1628454;-38.13080360867914
1739209780.162848;-45.120503652039325
1739209780.1628506;-33.981070128970906
1739209780.1628532;-38.13080360867914
1739209780.1628559;-45.120503652039325
1739209780.1628585;-45.120503652039325
1739209780.162861;-38.13080360867914
1739209780.1628637;-45.120503652039325
1739209780.1628664;-45.120503652039325
1739209780.162869;-45.120503652039325
1739209780.1628718;-38.13080360867914
1739209780.1628745;-45.120503652039325
1739209780.162877;-38.13080360867914
1739209780.1628797;-35.57807855764607
1739209780.1628823;-38.13080360867914
1739209780.162885;-38.13080360867914
1739209780.1628876;-38.13080360867914
1739209780.1628902;-45.120503652039325
1739209780.1628928;-38.13080360867914
1739209780.1628954;-38.13080360867914
1739209780.162898;-38.13080360867914
1739209780.1629007;-32.816014438256545
1739209780.1629035;-45.120503652039325
1739209780.1629062;-45.120503652039325
1739209780.1629088;-45.120503652039325
1739209780.1629114;-45.120503652039325
1739209780.162914;-28.992665084841942
1739209780.1629167;-38.13080360867914
1739209780.1629193;-38.13080360867914
1739209780.162922;-38.13080360867914
1739209780.1629245;-38.13080360867914
1739209780.1629272;-45.120503652039325
1739209780.1629298;-38.13080360867914
1739209780.1629326;-38.13080360867914
1739209780.1629353;-32.816014438256545
1739209780.1629379;-38.13080360867914
1739209780.1629405;-45.120503652039325
1739209780.1629431;-45.120503652039325
1739209780.1629457;-38.13080360867914
1739209780.1629484;-35.57807855764607
1739209780.162951;-38.13080360867914
1739209780.1629536;-45.120503652039325
1739209780.1629562;-45.120503652039325
1739209780.1629589;-38.13080360867914
1739209780.1629615;-33.981070128970906
1739209780.1629643;-45.120503652039325
1739209780.162967;-45.120503652039325
1739209780.1629696;-32.816014438256545
1739209780.1629722;-38.13080360867914
1739209780.1629748;-45.120503652039325
1739209780.1629775;-38.13080360867914
1739209780.16298;-38.13080360867914
1739209780.1629827;-38.13080360867914
1739209780.1629853;-45.120503652039325
1739209780.162988;-38.13080360867914
1739209780.1629906;-45.120503652039325
1739209780.1629934;-45.120503652039325
1739209780.162996;-45.120503652039325
1739209780.1629987;-45.120503652039325
1739209780.1630013;-35.57807855764607
