CAN Message; 0x1b8:020085693742d017
1739209780.163004;-38.13080360867914
1739209780.1630065;-45.120503652039325
1739209780.1630092;-45.120503652039325
1739209780.1630118;-32.816014438256545
1739209780.1630144;-38.13080360867914
1739209780.163017;-45.120503652039325
1739209780.1630197;-35.57807855764607
1739209780.1630223;-38.13080360867914
1739209780.1630251;-45.120503652039325
1739209780.1630278;-45.120503652039325
1739209780.1630304;-38.13080360867914
1739209780.163033;-45.120503652039325
1739209780.1630356;-45.120503652039325
1739209780.1630383;-38.13080360867914
1739209780.1630409;-45.120503652039325
1739209780.1630435;-45.120503652039325
1739209780.1630461;-38.13080360867914
1739209780.1630487;-45.120503652039325
1739209780.1630514;-45.120503652039325
1739209780.1630542;-45.120503652039325
1739209780.1630569;-38.13080360867914
1739209780.1630595;-45.120503652039325
1739209780.163062;-45.120503652039325
1739209780.1630647;-38.13080360867914
1739209780.1630673;-38.13080360867914
1739209780.16307;-45.120503652039325
1739209780.1630726;-38.13080360867914
1739209780.1630752;-38.13080360867914
1739209780.1630778;-38.13080360867914
1739209780.1630805;-38.13080360867914
1739209780.163083;-35.57807855764607
1739209780.163086;-38.13080360867914
1739209780.1630886;-38.13080360867914
1739209780.1630912;-38.13080360867914
1739209780.1630938;-35.57807855764607
1739209780.1630964;-38.13080360867914
1739209780.163099;-45.120503652039325
1739209780.1631017;-32.816014438256545
1739209780.1631043;-38.13080360867914
1739209780.163107;-33.981070128970906
1739209780.1631095;-35.57807855764607
1739209780.1631122;-45.120503652039325
1739209780.163115;-45.120503652039325
1739209780.1631176;-38.13080360867914
1739209780.1631203;-38.13080360867914
1739209780.163123;-45.120503652039325
1739209780.1631255;-38.13080360867914
1739209780.1631281;-45.120503652039325
1739209780.1631308;-45.120503652039325
1739209780.1631334;-38.13080360867914
1739209780.163136;-45.120503652039325
1739209780.1631386;-45.120503652039325
1739209780.1631413;-45.120503652039325
1739209780.1631439;-45.120503652039325
1739209780.1631467;-45.120503652039325
1739209780.1631494;-45.120503652039325
1739209780.163152;-33.981070128970906
1739209780.1631546;-38.13080360867914
1739209780.1631572;-45.120503652039325
1739209780.1631598;-31.141103565318893
1739209780.1631625;-38.13080360867914
1739209780.163165;-35.57807855764607
1739209780.1631677;-38.13080360867914
1739209780.1631703;-28.58837851428586
1739209780.163173;-31.141103565318915
1739209780.1631758;-45.120503652039325
1739209780.1631784;-38.13080360867914
1739209780.163181;-35.57807855764607
1739209780.1631837;-38.13080360867914
1739209780.1631863;-45.120503652039325
1739209780.163189;-35.57807855764607
1739209780.1631916;-45.120503652039325
1739209780.1631942;-38.13080360867914
1739209780.1631968;-38.13080360867914
1739209780.1631994;-38.13080360867914
1739209780.163202;-38.13080360867914
1739209780.1632047;-45.120503652039325
1739209780.1632075;-45.120503652039325
1739209780.1632102;-45.120503652039325
1739209780.1632128;-32.816014438256545
1739209780.1632154;-33.981070128970906
1739209780.163218;-45.120503652039325
1739209780.1632206;-38.13080360867914
1739209780.1632233;-35.57807855764607
1739209780.163226;-38.13080360867914
1739209780.1632285;-45.120503652039325
1739209780.1632311;-45.120503652039325
1739209780.1632338;-38.13080360867914
1739209780.1632366;-35.57807855764607
1739209780.1632392;-45.120503652039325
1739209780.1632419;-45.120503652039325
1739209780.1632445;-38.13080360867914
1739209780.163247;-38.13080360867914
1739209780.1632497;-38.13080360867914
1739209780.1632524;-35.57807855764607
1739209780.163255;-45.120503652039325
1739209780.1632576;-32.81601443825658
1739209780.1632602;-35.57807855764607
1739209780.1632628;-45.120503652039325
1739209780.1632655;-45.120503652039325
1739209780.1632683;-45.120503652039325
1739209780.163271;-38.13080360867914
1739209780.1632736;-45.120503652039325
1739209780.1632762;-33.981070128970906
1739209780.1632788;-31.141103565318915
1739209780.1632814;-35.57807855764607
1739209780.163284;-38.13080360867914
1739209780.1632867;-45.120503652039325
1739209780.1632893;-33.981070128970906
1739209780.163292;-45.120503652039325
1739209780.1632946;-45.120503652039325
1739209780.1632974;-45.120503652039325
1739209780.1633;-38.13080360867914
1739209780.1633027;-38.13080360867914
1739209780.1633053;-45.120503652039325
1739209780.163308;-38.13080360867914
1739209780.1633105;-38.13080360867914
1739209780.1633132;-45.120503652039325
1739209780.1633158;-38.13080360867914
1739209780.1633184;-38.13080360867914
1739209780.163321;-45.120503652039325
1739209780.1633236;-45.120503652039325
1739209780.1633263;-45.120503652039325
1739209780.1633291;-45.120503652039325
1739209780.1633317;-45.120503652039325
1739209780.1633344;-45.120503652039325
1739209780.163337;-38.13080360867914
1739209780.1633396;-38.13080360867914
1739209780.1633422;-33.981070128970906
1739209780.1633449;-45.120503652039325
1739209780.1633475;-45.120503652039325
1739209780.16335;-38.13080360867914
1739209780.1633527;-32.816014438256545
1739209780.1633554;-45.120503652039325
1739209780.1633582;-45.120503652039325
1739209780.1633608;-38.13080360867914
1739209780.1633635;-45.120503652039325
1739209780.163366;-45.120503652039325
1739209780.1633687;-38.13080360867914
1739209780.1633713;-38.13080360867914
1739209780.163374;-45.120503652039325
1739209780.1633766;-45.120503652039325
1739209780.1633792;-33.981070128970906
1739209780.1633818;-35.57807855764607
1739209780.1633844;-38.13080360867914
1739209780.163387;-45.120503652039325
1739209780.16339;-38.13080360867914
1739209780.1633925;-35.57807855764607
1739209780.1633952;-35.57807855764607
1739209780.1633978;-45.120503652039325
1739209780.1634004;-38.13080360867914
1739209780.163403;-35.57807855764607
1739209780.1634057;-35.57807855764607
1739209780.1634083;-33.981070128970906
1739209780.163411;-45.120503652039325
1739209780.1634135;-35.57807855764607
1739209780.1634161;-33.981070128970906
1739209780.163419;-38.13080360867914
1739209780.1634216;-38.13080360867914
1739209780.1634243;-38.13080360867914
1739209780.1634269;-45.120503652039325
1739209780.1634295;-38.13080360867914
1739209780.1634321;-38.13080360867914
1739209780.1634347;-45.120503652039325
1739209780.1634374;-38.13080360867914
1739209780.16344;-45.120503652039325
1739209780.1634426;-38.13080360867914
1739209780.1634452;-35.57807855764607
1739209780.1634479;-38.13080360867914
1739209780.1634507;-33.981070128970906
1739209780.1634533;-45.120503652039325
1739209780.163456;-45.120503652039325
1739209780.1634586;-35.57807855764607
1739209780.1634612;-35.57807855764607
1739209780.1634638;-45.120503652039325
1739209780.1634665;-45.120503652039325
1739209780.163469;-45.120503652039325
1739209780.1634717;-45.120503652039325
1739209780.1634743;-45.120503652039325
1739209780.163477;-45.120503652039325
1739209780.1634798;-45.120503652039325
1739209780.1634824;-45.120503652039325
1739209780.163485;-38.13080360867914
1739209780.1634877;-45.120503652039325
1739209780.1634903;-38.13080360867914
1739209780.163493;-38.13080360867914
1739209780.1634955;-45.120503652039325
1739209780.1634982;-45.120503652039325
1739209780.1635008;-38.13080360867914
1739209780.1635034;-38.13080360867914
1739209780.163506;-45.120503652039325
1739209780.1635087;-45.120503652039325
1739209780.1635115;-38.13080360867914
1739209780.1635141;-31.141103565318893
1739209780.1635168;-45.120503652039325
1739209780.1635194;-45.120503652039325
1739209780.163522;-38.13080360867914
1739209780.1635246;-45.120503652039325
1739209780.1635273;-45.120503652039325
1739209780.1635299;-45.120503652039325
1739209780.1635325;-38.13080360867914
1739209780.163535;-45.120503652039325
1739209780.1635377;-45.120503652039325
1739209780.1635406;-45.120503652039325
1739209780.1635432;-38.13080360867914
1739209780.1635458;-45.120503652039325
1739209780.1635485;-38.13080360867914
1739209780.163551;-35.57807855764607
1739209780.1635537;-35.57807855764607
1739209780.1635563;-26.991370085610736
1739209780.163559;-38.13080360867914
1739209780.1635616;-45.120503652039325
