CAN Message; 0x1bb:00009a71d862d5be
1739209780.5230072;-38.13080360867914
1739209780.523015;-45.120503652039325
1739209780.5230231;-38.13080360867914
1739209780.5230312;-45.120503652039325
1739209780.523039;-33.981070128970906
1739209780.5230472;-38.13080360867914
1739209780.5230553;-45.120503652039325
1739209780.5230632;-32.816014438256545
1739209780.5230713;-45.120503652039325
1739209780.5230794;-38.13080360867914
1739209780.5230873;-38.13080360867914
1739209780.5230954;-35.57807855764607
1739209780.5231035;-31.141103565318915
1739209780.5231113;-45.120503652039325
1739209780.5231194;-38.13080360867914
1739209780.5231276;-38.13080360867914
1739209780.5231354;-38.13080360867914
1739209780.5231435;-45.120503652039325
1739209780.5231516;-38.13080360867914
1739209780.5231595;-38.13080360867914
1739209780.5231676;-38.13080360867914
1739209780.5231757;-45.120503652039325
1739209780.5231836;-45.120503652039325
1739209780.5231917;-38.13080360867914
1739209780.5231998;-45.120503652039325
1739209780.5232077;-45.120503652039325
1739209780.5232158;-38.13080360867914
1739209780.5232239;-35.57807855764607
1739209780.5232317;-38.13080360867914
1739209780.5232399;-45.120503652039325
1739209780.523248;-38.13080360867914
1739209780.5232558;-32.816014438256545
1739209780.523264;-38.13080360867914
1739209780.523272;-38.13080360867914
1739209780.52328;-33.981070128970906
1739209780.523288;-35.57807855764607
1739209780.523296;-28.992665084841942
1739209780.523304;-45.120503652039325
1739209780.523312;-38.13080360867914
1739209780.5233202;-38.13080360867914
1739209780.523328;-45.120503652039325
1739209780.5233362;-32.816014438256545
1739209780.5233443;-45.120503652039325
1739209780.5233521;-38.13080360867914
1739209780.5233603;-31.14110356531892
1739209780.5233684;-45.120503652039325
1739209780.5233762;-38.13080360867914
1739209780.5233843;-45.120503652039325
1739209780.5233924;-38.13080360867914
1739209780.5234003;-38.13080360867914
1739209780.5234084;-38.13080360867914
1739209780.5234165;-45.120503652039325
1739209780.5234244;-31.141103565318915
1739209780.5234325;-45.120503652039325
1739209780.5234406;-45.120503652039325
1739209780.5234485;-45.120503652039325
1739209780.5234566;-35.57807855764607
1739209780.5234647;-32.816014438256545
1739209780.5234725;-45.120503652039325
1739209780.5234807;-45.120503652039325
1739209780.5234888;-38.13080360867914
1739209780.5234966;-38.13080360867914
1739209780.5235047;-38.13080360867914
1739209780.5235128;-45.120503652039325
1739209780.5235207;-38.13080360867914
1739209780.5235288;-35.57807855764607
1739209780.523537;-38.13080360867914
1739209780.5235448;-38.13080360867914
1739209780.523553;-38.13080360867914
1739209780.523561;-32.816014438256545
1739209780.5235689;-32.816014438256545
1739209780.523577;-38.13080360867914
1739209780.523585;-38.13080360867914
1739209780.523593;-45.120503652039325
1739209780.523601;-45.120503652039325
1739209780.5236092;-33.981070128970906
1739209780.523617;-32.816014438256545
1739209780.5236251;-38.13080360867914
1739209780.5236332;-38.13080360867914
1739209780.523641;-35.57807855764607
1739209780.5236492;-33.981070128970906
1739209780.5236573;-45.120503652039325
1739209780.5236652;-38.13080360867914
1739209780.5236733;-35.57807855764607
1739209780.5236814;-33.981070128970906
1739209780.5236893;-38.13080360867914
1739209780.5236974;-45.120503652039325
1739209780.5237055;-38.13080360867914
1739209780.5237134;-38.13080360867914
1739209780.5237215;-45.120503652039325
1739209780.5237296;-38.13080360867914
1739209780.5237377;-33.981070128970906
1739209780.5237455;-38.13080360867914
1739209780.5237536;-38.13080360867914
1739209780.5237617;-38.13080360867914
1739209780.5237696;-38.13080360867914
1739209780.5237777;-38.13080360867914
1739209780.5237858;-45.120503652039325
1739209780.5237937;-45.120503652039325
1739209780.5238018;-35.57807855764607
1739209780.52381;-38.13080360867914
1739209780.5238178;-45.120503652039325
1739209780.523826;-45.120503652039325
1739209780.523834;-45.120503652039325
1739209780.5238419;-45.120503652039325
1739209780.52385;-35.57807855764607
1739209780.523858;-45.120503652039325
1739209780.523866;-45.120503652039325
1739209780.523874;-33.981070128970906
1739209780.5238822;-38.13080360867914
1739209780.52389;-38.13080360867914
1739209780.5238981;-45.120503652039325
1739209780.5239062;-33.981070128970906
1739209780.523914;-38.13080360867914
1739209780.5239222;-45.120503652039325
1739209780.5239303;-45.120503652039325
1739209780.5239382;-45.120503652039325
1739209780.5239463;-45.120503652039325
1739209780.5239544;-45.120503652039325
1739209780.5239623;-45.120503652039325
1739209780.5239704;-45.120503652039325
1739209780.5239785;-31.141103565318893
1739209780.5239863;-38.13080360867914
1739209780.5239944;-45.120503652039325
1739209780.5240026;-33.981070128970906
1739209780.5240104;-32.816014438256545
1739209780.5240185;-38.13080360867914
1739209780.5240266;-45.120503652039325
1739209780.5240345;-38.13080360867914
1739209780.5240426;-38.13080360867914
1739209780.5240507;-38.13080360867914
1739209780.5240586;-45.120503652039325
1739209780.5240667;-45.120503652039325
1739209780.5240748;-45.120503652039325
1739209780.5240827;-38.13080360867914
1739209780.5240908;-35.57807855764607
1739209780.5240989;-35.57807855764607
1739209780.5241067;-38.13080360867914
1739209780.5241148;-38.13080360867914
1739209780.524123;-45.120503652039325
1739209780.5241308;-45.120503652039325
1739209780.524139;-32.816014438256545
1739209780.524147;-38.13080360867914
1739209780.524155;-45.120503652039325
1739209780.524163;-45.120503652039325
1739209780.524171;-45.120503652039325
1739209780.524179;-38.13080360867914
1739209780.524187;-38.13080360867914
1739209780.5241952;-35.57807855764607
1739209780.524203;-45.120503652039325
1739209780.5242112;-38.13080360867914
1739209780.5242193;-35.57807855764607
1739209780.5242271;-38.13080360867914
1739209780.5242352;-45.120503652039325
1739209780.5242434;-38.13080360867914
1739209780.5242512;-38.13080360867914
1739209780.5242593;-38.13080360867914
1739209780.5242674;-45.120503652039325
1739209780.5242753;-45.120503652039325
1739209780.5242834;-35.57807855764607
1739209780.5242915;-33.981070128970906
1739209780.5242994;-45.120503652039325
1739209780.5243075;-38.13080360867914
1739209780.5243156;-32.816014438256545
1739209780.5243235;-38.13080360867914
1739209780.5243316;-32.816014438256545
1739209780.5243397;-35.57807855764607
1739209780.5243475;-45.120503652039325
1739209780.5243556;-38.13080360867914
1739209780.5243638;-45.120503652039325
1739209780.5243716;-38.13080360867914
1739209780.5243797;-33.981070128970906
1739209780.5243878;-45.120503652039325
1739209780.5243957;-38.13080360867914
1739209780.5244038;-45.120503652039325
1739209780.524412;-35.57807855764607
1739209780.5244198;-33.981070128970906
1739209780.524428;-45.120503652039325
1739209780.524436;-45.120503652039325
1739209780.5244439;-35.57807855764607
1739209780.524452;-45.120503652039325
1739209780.52446;-30.49652367304973
1739209780.524468;-32.816014438256545
1739209780.524476;-35.57807855764607
1739209780.5244842;-38.13080360867914
1739209780.524492;-35.57807855764607
1739209780.5245001;-38.13080360867914
1739209780.5245082;-45.120503652039325
1739209780.524516;-38.13080360867914
1739209780.5245242;-45.120503652039325
1739209780.5245323;-45.120503652039325
1739209780.5245404;-35.57807855764607
1739209780.5245483;-38.13080360867914
1739209780.5245564;-45.120503652039325
1739209780.5245645;-45.120503652039325
1739209780.5245724;-45.120503652039325
1739209780.5245805;-45.120503652039325
1739209780.5245886;-45.120503652039325
1739209780.5245965;-45.120503652039325
1739209780.5246046;-45.120503652039325
1739209780.5246127;-35.57807855764607
1739209780.5246205;-35.57807855764607
1739209780.5246286;-45.120503652039325
1739209780.5246367;-38.13080360867914
1739209780.5246446;-38.13080360867914
1739209780.5246527;-33.981070128970906
1739209780.5246608;-28.992665084841942
1739209780.5246687;-45.120503652039325
1739209780.5246768;-38.13080360867914
1739209780.524685;-38.13080360867914
1739209780.5246928;-35.57807855764607
1739209780.5247009;-45.120503652039325
1739209780.524709;-45.120503652039325
1739209780.5247169;-38.13080360867914
1739209780.524725;-45.120503652039325
1739209780.524733;-38.13080360867914
1739209780.524741;-38.13080360867914
1739209780.524749;-45.120503652039325
1739209780.5247571;-38.13080360867914
1739209780.524765;-38.13080360867914
1739209780.5247731;-35.57807855764607
1739209780.5247812;-35.57807855764607
1739209780.524789;-45.120503652039325
1739209780.5247972;-38.13080360867914
1739209780.5248053;-38.13080360867914
1739209780.5248132;-45.120503652039325
1739209780.5248213;-45.120503652039325
1739209780.5248294;-38.13080360867914
1739209780.5248373;-45.120503652039325
1739209780.5248454;-38.13080360867914
1739209780.5248535;-35.57807855764607
1739209780.5248613;-38.13080360867914
1739209780.5248694;-45.120503652039325
1739209780.5248775;-45.120503652039325
1739209780.5248854;-38.13080360867914
1739209780.5248935;-35.57807855764607
1739209780.5249016;-38.13080360867914
1739209780.5249095;-45.120503652039325
1739209780.5249176;-38.13080360867914
1739209780.5249257;-32.816014438256545
1739209780.5249336;-33.981070128970906
1739209780.5249417;-45.120503652039325
1739209780.5249498;-38.13080360867914
1739209780.5249577;-38.13080360867914
1739209780.5249658;-38.13080360867914
1739209780.5249739;-45.120503652039325
1739209780.5249817;-45.120503652039325
1739209780.5249898;-38.13080360867914
1739209780.524998;-38.13080360867914
1739209780.5250058;-38.13080360867914
1739209780.525014;-38.13080360867914
1739209780.525022;-38.13080360867914
1739209780.52503;-45.120503652039325
1739209780.525038;-45.120503652039325
1739209780.525046;-33.981070128970906
1739209780.525054;-38.13080360867914
1739209780.525062;-45.120503652039325
1739209780.5250702;-45.120503652039325
1739209780.525078;-38.13080360867914
1739209780.5250862;-38.13080360867914
1739209780.5250943;-38.13080360867914
1739209780.5251021;-38.13080360867914
1739209780.5251102;-45.120503652039325
1739209780.5251184;-38.13080360867914
1739209780.5251262;-38.13080360867914
1739209780.5251343;-45.120503652039325
1739209780.5251424;-45.120503652039325
1739209780.5251503;-45.120503652039325
1739209780.5251584;-45.120503652039325
1739209780.5251665;-38.13080360867914
1739209780.5251744;-38.13080360867914
1739209780.5251825;-38.13080360867914
1739209780.5251906;-45.120503652039325
1739209780.5251985;-38.13080360867914
1739209780.5252066;-38.13080360867914
1739209780.5252147;-38.13080360867914
1739209780.5252225;-45.120503652039325
1739209780.5252306;-35.57807855764607
1739209780.5252388;-33.981070128970906
1739209780.5252466;-45.120503652039325
1739209780.5252547;-45.120503652039325
1739209780.5252628;-35.57807855764607
1739209780.5252707;-38.13080360867914
1739209780.5252788;-38.13080360867914
1739209780.525287;-38.13080360867914
1739209780.5252948;-35.57807855764607
1739209780.525303;-38.13080360867914
1739209780.525311;-38.13080360867914
1739209780.5253189;-33.981070128970906
1739209780.525327;-33.981070128970906
1739209780.525335;-45.120503652039325
1739209780.525343;-45.120503652039325
1739209780.525351;-33.981070128970906
1739209780.5253592;-45.120503652039325
1739209780.5253673;-32.816014438256545
1739209780.5253751;-28.58837851428586
1739209780.5253832;-38.13080360867914
1739209780.5253913;-38.13080360867914
1739209780.5253992;-45.120503652039325
1739209780.5254073;-32.816014438256545
1739209780.5254154;-38.13080360867914
1739209780.5254233;-45.120503652039325
1739209780.5254314;-45.120503652039325
1739209780.5254395;-38.13080360867914
1739209780.5254474;-38.13080360867914
1739209780.5254555;-45.120503652039325
1739209780.5254636;-45.120503652039325
1739209780.5254714;-45.120503652039325
1739209780.5254796;-45.120503652039325
1739209780.5254877;-45.120503652039325
1739209780.5254955;-45.120503652039325
1739209780.5255036;-38.13080360867914
1739209780.5255117;-38.13080360867914
1739209780.5255196;-45.120503652039325
1739209780.5255277;-45.120503652039325
1739209780.5255358;-38.13080360867914
1739209780.5255437;-32.816014438256545
1739209780.5255518;-45.120503652039325
1739209780.52556;-38.13080360867914
1739209780.5255678;-26.991370085610722
1739209780.5255759;-45.120503652039325
1739209780.525584;-45.120503652039325
1739209780.5255919;-38.13080360867914
1739209780.5256;-35.57807855764607
1739209780.525608;-35.57807855764607
1739209780.525616;-38.13080360867914
1739209780.525624;-45.120503652039325
1739209780.5256321;-45.120503652039325
1739209780.52564;-45.120503652039325
1739209780.525648;-45.120503652039325
1739209780.5256562;-38.13080360867914
1739209780.525664;-35.57807855764607
1739209780.5256722;-33.981070128970906
1739209780.5256803;-45.120503652039325
1739209780.5256882;-38.13080360867914
1739209780.5256963;-35.57807855764607
1739209780.5257044;-35.57807855764607
1739209780.5257123;-45.120503652039325
1739209780.5257204;-38.13080360867914
1739209780.5257285;-33.981070128970906
1739209780.5257363;-38.13080360867914
1739209780.5257444;-45.120503652039325
1739209780.5257525;-38.13080360867914
1739209780.5257604;-33.981070128970906
1739209780.5257685;-45.120503652039325
1739209780.5257766;-45.120503652039325
1739209780.5257845;-45.120503652039325
1739209780.5257926;-35.57807855764607
1739209780.5258007;-38.13080360867914
1739209780.5258086;-45.120503652039325
1739209780.5258167;-45.120503652039325
1739209780.5258248;-45.120503652039325
1739209780.5258327;-45.120503652039325
1739209780.5258408;-45.120503652039325
1739209780.5258489;-45.120503652039325
1739209780.5258567;-45.120503652039325
1739209780.5258648;-38.13080360867914
1739209780.525873;-38.13080360867914
1739209780.5258808;-38.13080360867914
1739209780.525889;-38.13080360867914
1739209780.525897;-38.13080360867914
1739209780.525905;-45.120503652039325
1739209780.525913;-38.13080360867914
1739209780.525921;-45.120503652039325
1739209780.525929;-45.120503652039325
1739209780.525937;-45.120503652039325
1739209780.5259452;-38.13080360867914
1739209780.525953;-38.13080360867914
1739209780.5259612;-38.13080360867914
1739209780.5259693;-45.120503652039325
1739209780.5259771;-45.120503652039325
1739209780.5259852;-38.13080360867914
1739209780.5259933;-38.13080360867914
1739209780.5260012;-45.120503652039325
1739209780.5260093;-45.120503652039325
1739209780.5260174;-38.13080360867914
1739209780.5260253;-32.816014438256545
1739209780.5260334;-31.141103565318915
1739209780.5260415;-45.120503652039325
1739209780.5260494;-45.120503652039325
1739209780.5260575;-33.981070128970906
1739209780.5260656;-45.120503652039325
1739209780.5260735;-45.120503652039325
1739209780.5260816;-45.120503652039325
1739209780.5260897;-38.13080360867914
1739209780.5260975;-38.13080360867914
1739209780.5261056;-45.120503652039325
1739209780.5261137;-45.120503652039325
1739209780.5261216;-45.120503652039325
1739209780.5261297;-45.120503652039325
1739209780.5261378;-45.120503652039325
1739209780.5261457;-38.13080360867914
1739209780.5261538;-33.981070128970906
1739209780.526162;-38.13080360867914
1739209780.5261698;-38.13080360867914
1739209780.526178;-35.57807855764607
1739209780.526186;-38.13080360867914
1739209780.526194;-45.120503652039325
1739209780.526202;-45.120503652039325
1739209780.52621;-38.13080360867914
1739209780.5262182;-28.992665084841942
1739209780.526226;-45.120503652039325
1739209780.5262341;-38.13080360867914
1739209780.5262423;-45.120503652039325
1739209780.5262501;-33.981070128970906
1739209780.5262582;-45.120503652039325
1739209780.5262663;-38.13080360867914
1739209780.5262742;-33.981070128970906
1739209780.5262823;-35.57807855764607
1739209780.5262904;-45.120503652039325
1739209780.5262983;-38.13080360867914
1739209780.5263064;-38.13080360867914
1739209780.5263145;-45.120503652039325
1739209780.5263224;-45.120503652039325
1739209780.5263305;-45.120503652039325
1739209780.5263386;-38.13080360867914
1739209780.5263464;-33.981070128970906
1739209780.5263546;-45.120503652039325
1739209780.5263627;-38.13080360867914
1739209780.5263705;-32.816014438256545
1739209780.5263786;-33.981070128970906
1739209780.5263867;-45.120503652039325
1739209780.5263946;-45.120503652039325
1739209780.5264027;-38.13080360867914
1739209780.5264108;-38.13080360867914
1739209780.5264187;-45.120503652039325
1739209780.5264268;-38.13080360867914
1739209780.526435;-45.120503652039325
1739209780.5264428;-33.981070128970906
1739209780.5264509;-45.120503652039325
1739209780.526459;-45.120503652039325
1739209780.5264668;-38.13080360867914
1739209780.526475;-27.877744956031414
1739209780.526483;-38.13080360867914
1739209780.526491;-38.13080360867914
1739209780.526499;-45.120503652039325
1739209780.5265071;-38.13080360867914
1739209780.526515;-45.120503652039325
1739209780.526523;-45.120503652039325
1739209780.5265312;-45.120503652039325
1739209780.526539;-38.13080360867914
1739209780.5265472;-45.120503652039325
1739209780.5265553;-45.120503652039325
1739209780.5265632;-45.120503652039325
1739209780.5265713;-38.13080360867914
1739209780.5265794;-35.57807855764607
1739209780.5265872;-38.13080360867914
1739209780.5265954;-45.120503652039325
1739209780.5266035;-45.120503652039325
1739209780.5266113;-38.13080360867914
1739209780.5266194;-38.13080360867914
1739209780.5266275;-38.13080360867914
1739209780.5266354;-38.13080360867914
1739209780.5266435;-38.13080360867914
1739209780.5266516;-38.13080360867914
1739209780.5266595;-45.120503652039325
1739209780.5266676;-38.13080360867914
1739209780.5266757;-35.57807855764607
1739209780.5266836;-38.13080360867914
1739209780.5266917;-45.120503652039325
1739209780.5266998;-38.13080360867914
1739209780.5267076;-45.120503652039325
1739209780.5267158;-38.13080360867914
1739209780.5267239;-45.120503652039325
1739209780.5267317;-45.120503652039325
1739209780.5267398;-38.13080360867914
1739209780.526748;-45.120503652039325
1739209780.5267558;-38.13080360867914
1739209780.526764;-35.57807855764607
1739209780.526772;-35.57807855764607
1739209780.52678;-38.13080360867914
1739209780.526788;-45.120503652039325
1739209780.526796;-45.120503652039325
1739209780.526804;-32.816014438256545
1739209780.526812;-45.120503652039325
1739209780.5268202;-45.120503652039325
1739209780.526828;-38.13080360867914
1739209780.5268362;-45.120503652039325
1739209780.5268443;-45.120503652039325
1739209780.5268521;-32.816014438256545
1739209780.5268602;-38.13080360867914
1739209780.5268683;-45.120503652039325
1739209780.5268762;-45.120503652039325
1739209780.5268843;-45.120503652039325
1739209780.5268924;-38.13080360867914
1739209780.5269003;-45.120503652039325
1739209780.5269084;-45.120503652039325
1739209780.5269165;-45.120503652039325
1739209780.5269244;-45.120503652039325
1739209780.5269325;-32.816014438256545
1739209780.5269406;-38.13080360867914
1739209780.5269485;-45.120503652039325
1739209780.5269566;-45.120503652039325
1739209780.5269647;-35.57807855764607
1739209780.5269725;-38.13080360867914
1739209780.5269806;-45.120503652039325
1739209780.5269887;-45.120503652039325
1739209780.5269966;-45.120503652039325
1739209780.5270047;-45.120503652039325
1739209780.5270128;-38.13080360867914
1739209780.527021;-45.120503652039325
1739209780.5270288;-45.120503652039325
1739209780.527037;-45.120503652039325
1739209780.527045;-38.13080360867914
1739209780.5270529;-38.13080360867914
1739209780.527061;-38.13080360867914
1739209780.527069;-45.120503652039325
1739209780.527077;-38.13080360867914
1739209780.527085;-38.13080360867914
1739209780.5270932;-35.57807855764607
1739209780.527101;-38.13080360867914
1739209780.5271091;-38.13080360867914
1739209780.5271173;-38.13080360867914
1739209780.5271251;-45.120503652039325
1739209780.5271332;-38.13080360867914
1739209780.5271413;-38.13080360867914
1739209780.5271492;-45.120503652039325
1739209780.5271573;-45.120503652039325
1739209780.5271654;-38.13080360867914
1739209780.5271733;-45.120503652039325
1739209780.5271814;-38.13080360867914
1739209780.5271895;-45.120503652039325
1739209780.5271974;-45.120503652039325
1739209780.5272055;-45.120503652039325
1739209780.5272136;-45.120503652039325
1739209780.5272214;-38.13080360867914
1739209780.5272295;-38.13080360867914
1739209780.5272377;-35.57807855764607
1739209780.5272455;-38.13080360867914
1739209780.5272536;-33.981070128970906
1739209780.5272617;-35.57807855764607
1739209780.5272696;-38.13080360867914
1739209780.5272777;-38.13080360867914
1739209780.5272858;-45.120503652039325
1739209780.5272937;-38.13080360867914
1739209780.5273018;-45.120503652039325
1739209780.52731;-38.13080360867914
1739209780.5273178;-45.120503652039325
1739209780.5273259;-45.120503652039325
1739209780.527334;-32.816014438256545
1739209780.5273418;-38.13080360867914
1739209780.52735;-45.120503652039325
1739209780.527358;-45.120503652039325
1739209780.527366;-35.57807855764607
1739209780.527374;-45.120503652039325
1739209780.5273821;-29.438486411369333
1739209780.52739;-32.816014438256545
1739209780.527398;-45.120503652039325
1739209780.5274062;-38.13080360867914
1739209780.527414;-35.57807855764607
1739209780.5274222;-38.13080360867914
1739209780.5274303;-45.120503652039325
1739209780.5274382;-45.120503652039325
1739209780.5274463;-45.120503652039325
1739209780.5274544;-45.120503652039325
1739209780.5274622;-45.120503652039325
1739209780.5274704;-38.13080360867914
1739209780.5274785;-45.120503652039325
1739209780.5274863;-45.120503652039325
1739209780.5274944;-45.120503652039325
1739209780.5275025;-45.120503652039325
1739209780.5275104;-45.120503652039325
1739209780.5275185;-45.120503652039325
1739209780.5275266;-45.120503652039325
1739209780.5275345;-38.13080360867914
1739209780.5275426;-45.120503652039325
1739209780.5275507;-38.13080360867914
1739209780.5275586;-45.120503652039325
1739209780.5275667;-45.120503652039325
1739209780.5275748;-33.981070128970906
1739209780.5275826;-31.141103565318915
1739209780.5275908;-45.120503652039325
1739209780.5275989;-45.120503652039325
1739209780.5276067;-38.13080360867914
1739209780.5276148;-35.57807855764607
1739209780.527623;-45.120503652039325
1739209780.5276308;-38.13080360867914
1739209780.527639;-38.13080360867914
1739209780.527647;-32.81601443825658
1739209780.527655;-45.120503652039325
1739209780.527663;-45.120503652039325
1739209780.527671;-45.120503652039325
1739209780.527679;-45.120503652039325
1739209780.527687;-33.981070128970906
1739209780.5276952;-38.13080360867914
1739209780.527703;-31.141103565318893
1739209780.5277112;-33.981070128970906
1739209780.5277193;-38.13080360867914
1739209780.5277271;-38.13080360867914
1739209780.5277352;-45.120503652039325
1739209780.5277433;-33.981070128970906
1739209780.5277512;-33.981070128970906
1739209780.5277593;-38.13080360867914
1739209780.5277674;-45.120503652039325
1739209780.5277753;-38.13080360867914
1739209780.5277834;-35.57807855764607
1739209780.5277915;-38.13080360867914
1739209780.5277994;-38.13080360867914
1739209780.5278075;-38.13080360867914
1739209780.5278156;-38.13080360867914
1739209780.5278234;-33.981070128970906
1739209780.5278316;-38.13080360867914
1739209780.5278397;-45.120503652039325
1739209780.5278478;-33.981070128970906
1739209780.5278556;-35.57807855764607
1739209780.5278637;-45.120503652039325
1739209780.5278718;-45.120503652039325
1739209780.5278797;-33.981070128970906
1739209780.5278878;-45.120503652039325
1739209780.527896;-45.120503652039325
1739209780.5279038;-33.981070128970906
1739209780.527912;-45.120503652039325
1739209780.52792;-45.120503652039325
1739209780.5279279;-45.120503652039325
1739209780.527936;-32.816014438256545
1739209780.527944;-33.981070128970906
1739209780.527952;-38.13080360867914
1739209780.52796;-38.13080360867914
1739209780.5279682;-38.13080360867914
1739209780.527976;-38.13080360867914
1739209780.5279841;-45.120503652039325
1739209780.5279922;-45.120503652039325
1739209780.528;-45.120503652039325
1739209780.5280082;-38.13080360867914
1739209780.5280163;-45.120503652039325
1739209780.5280242;-45.120503652039325
1739209780.5280323;-38.13080360867914
1739209780.5280404;-45.120503652039325
1739209780.5280483;-38.13080360867914
1739209780.5280564;-45.120503652039325
1739209780.5280645;-45.120503652039325
1739209780.5280724;-45.120503652039325
1739209780.5280805;-45.120503652039325
1739209780.5280886;-45.120503652039325
1739209780.5280964;-35.57807855764607
1739209780.5281045;-33.981070128970906
1739209780.5281126;-38.13080360867914
1739209780.5281205;-38.13080360867914
1739209780.5281286;-38.13080360867914
1739209780.5281367;-32.816014438256545
1739209780.5281446;-38.13080360867914
1739209780.5281527;-32.816014438256545
1739209780.5281608;-38.13080360867914
1739209780.5281687;-45.120503652039325
1739209780.5281768;-38.13080360867914
1739209780.528185;-35.57807855764607
1739209780.5281928;-38.13080360867914
1739209780.5282009;-45.120503652039325
1739209780.528209;-38.13080360867914
1739209780.5282168;-45.120503652039325
1739209780.528225;-38.13080360867914
1739209780.528233;-35.57807855764607
1739209780.528241;-38.13080360867914
1739209780.528249;-45.120503652039325
1739209780.5282571;-33.981070128970906
1739209780.528265;-38.13080360867914
1739209780.528273;-33.981070128970906
1739209780.5282812;-45.120503652039325
1739209780.528289;-33.981070128970906
1739209780.5282972;-26.487275050834715
1739209780.5283053;-38.13080360867914
1739209780.5283132;-45.120503652039325
1739209780.5283213;-38.13080360867914
1739209780.5283294;-38.13080360867914
1739209780.5283372;-45.120503652039325
1739209780.5283453;-38.13080360867914
1739209780.5283535;-45.120503652039325
1739209780.5283613;-38.13080360867914
1739209780.5283694;-38.13080360867914
1739209780.5283775;-45.120503652039325
1739209780.5283854;-45.120503652039325
1739209780.5283935;-45.120503652039325
1739209780.5284016;-38.13080360867914
1739209780.5284095;-45.120503652039325
1739209780.5284176;-38.13080360867914
1739209780.5284257;-35.57807855764607
1739209780.5284336;-38.13080360867914
1739209780.5284417;-45.120503652039325
1739209780.5284498;-38.13080360867914
1739209780.5284576;-45.120503652039325
1739209780.5284657;-45.120503652039325
1739209780.5284739;-45.120503652039325
1739209780.5284817;-38.13080360867914
1739209780.5284898;-27.8777449560314
1739209780.528498;-33.981070128970906
1739209780.5285058;-45.120503652039325
1739209780.528514;-45.120503652039325
1739209780.528522;-38.13080360867914
1739209780.52853;-45.120503652039325
1739209780.528538;-32.816014438256545
1739209780.528546;-38.13080360867914
1739209780.528554;-38.13080360867914
1739209780.528562;-45.120503652039325
1739209780.5285702;-35.57807855764607
1739209780.528578;-45.120503652039325
1739209780.5285861;-45.120503652039325
1739209780.5285943;-38.13080360867914
1739209780.5286021;-38.13080360867914
1739209780.5286102;-45.120503652039325
1739209780.5286183;-31.141103565318893
1739209780.5286262;-35.57807855764607
1739209780.5286343;-45.120503652039325
1739209780.5286424;-45.120503652039325
1739209780.5286503;-45.120503652039325
1739209780.5286584;-45.120503652039325
1739209780.5286665;-45.120503652039325
1739209780.5286746;-45.120503652039325
1739209780.5286825;-45.120503652039325
1739209780.5286906;-45.120503652039325
1739209780.5286987;-45.120503652039325
1739209780.5287066;-45.120503652039325
1739209780.5287147;-38.13080360867914
1739209780.5287228;-45.120503652039325
1739209780.5287306;-38.13080360867914
1739209780.5287387;-45.120503652039325
1739209780.5287468;-45.120503652039325
1739209780.5287547;-38.13080360867914
1739209780.5287628;-32.816014438256545
1739209780.528771;-45.120503652039325
1739209780.5287788;-38.13080360867914
