CAN Message; 0x1d3:00001af0b69be672
Timestamp;Amplitude
1739209904.03517;-38.13080360867914
1739209904.035174;-35.57807855764607
1739209904.0351775;-45.120503652039325
1739209904.0351813;-45.120503652039325
1739209904.0351849;-38.13080360867914
1739209904.0351887;-31.141103565318915
1739209904.0351923;-38.13080360867914
1739209904.035196;-45.120503652039325
1739209904.0351996;-38.13080360867914
1739209904.0352035;-33.981070128970906
1739209904.035207;-38.13080360867914
1739209904.0352108;-45.120503652039325
1739209904.0352144;-38.13080360867914
1739209904.035218;-32.816014438256545
1739209904.0352218;-45.120503652039325
1739209904.0352254;-45.120503652039325
1739209904.0352292;-38.13080360867914
1739209904.0352328;-38.13080360867914
1739209904.0352366;-45.120503652039325
1739209904.0352402;-45.120503652039325
1739209904.035244;-45.120503652039325
1739209904.0352476;-27.267205301931607
1739209904.0352514;-31.141103565318915
1739209904.035255;-45.120503652039325
1739209904.0352588;-38.13080360867914
1739209904.0352623;-35.57807855764607
1739209904.0352662;-45.120503652039325
1739209904.0352697;-45.120503652039325
1739209904.0352733;-38.13080360867914
1739209904.0352771;-38.13080360867914
1739209904.0352807;-38.13080360867914
1739209904.0352845;-45.120503652039325
1739209904.035288;-45.120503652039325
1739209904.035292;-32.816014438256545
1739209904.0352955;-38.13080360867914
1739209904.0352993;-45.120503652039325
1739209904.0353029;-38.13080360867914
1739209904.0353067;-35.57807855764607
1739209904.0353103;-38.13080360867914
1739209904.035314;-45.120503652039325
1739209904.0353177;-38.13080360867914
1739209904.0353215;-38.13080360867914
1739209904.035325;-38.13080360867914
1739209904.0353286;-38.13080360867914
1739209904.0353324;-38.13080360867914
1739209904.035336;-32.816014438256545
1739209904.0353398;-33.981070128970906
1739209904.0353434;-45.120503652039325
1739209904.0353472;-45.120503652039325
1739209904.0353508;-45.120503652039325
1739209904.0353546;-33.981070128970906
1739209904.0353582;-38.13080360867914
1739209904.035362;-45.120503652039325
1739209904.0353656;-38.13080360867914
1739209904.0353694;-45.120503652039325
1739209904.035373;-45.120503652039325
1739209904.0353768;-45.120503652039325
1739209904.0353804;-38.13080360867914
1739209904.035384;-38.13080360867914
1739209904.0353878;-45.120503652039325
1739209904.0353913;-38.13080360867914
1739209904.0353951;-38.13080360867914
1739209904.0353987;-45.120503652039325
1739209904.0354025;-45.120503652039325
1739209904.035406;-35.57807855764607
1739209904.03541;-35.57807855764607
1739209904.0354135;-31.141103565318915
1739209904.0354173;-38.13080360867914
1739209904.035421;-38.13080360867914
1739209904.0354247;-35.57807855764607
1739209904.0354283;-38.13080360867914
1739209904.0354319;-38.13080360867914
1739209904.0354357;-38.13080360867914
1739209904.0354393;-38.13080360867914
1739209904.035443;-38.13080360867914
1739209904.0354466;-45.120503652039325
1739209904.0354505;-38.13080360867914
1739209904.035454;-32.816014438256545
1739209904.0354578;-45.120503652039325
1739209904.0354614;-45.120503652039325
1739209904.0354652;-38.13080360867914
1739209904.0354688;-38.13080360867914
1739209904.0354726;-45.120503652039325
1739209904.0354762;-45.120503652039325
1739209904.03548;-45.120503652039325
1739209904.0354836;-33.981070128970906
1739209904.0354872;-32.816014438256545
1739209904.035491;-35.57807855764607
1739209904.0354946;-45.120503652039325
1739209904.0354984;-33.981070128970906
1739209904.035502;-38.13080360867914
1739209904.0355058;-38.13080360867914
1739209904.0355093;-38.13080360867914
1739209904.0355132;-35.57807855764607
1739209904.0355167;-45.120503652039325
1739209904.0355206;-45.120503652039325
1739209904.0355241;-45.120503652039325
1739209904.035528;-45.120503652039325
1739209904.0355315;-45.120503652039325
1739209904.0355353;-38.13080360867914
1739209904.035539;-38.13080360867914
1739209904.0355425;-45.120503652039325
1739209904.0355463;-45.120503652039325
1739209904.0355499;-45.120503652039325
1739209904.0355537;-45.120503652039325
1739209904.0355573;-45.120503652039325
1739209904.035561;-32.816014438256545
1739209904.0355647;-35.57807855764607
1739209904.0355685;-35.57807855764607
1739209904.035572;-38.13080360867914
1739209904.0355759;-35.57807855764607
1739209904.0355794;-33.981070128970906
1739209904.0355833;-45.120503652039325
1739209904.0355868;-38.13080360867914
1739209904.0355906;-45.120503652039325
1739209904.0355942;-45.120503652039325
1739209904.0355978;-45.120503652039325
1739209904.0356016;-38.13080360867914
1739209904.0356052;-45.120503652039325
1739209904.035609;-45.120503652039325
1739209904.0356126;-33.981070128970906
1739209904.0356164;-35.57807855764607
1739209904.03562;-38.13080360867914
1739209904.0356238;-38.13080360867914
1739209904.0356274;-45.120503652039325
1739209904.0356312;-38.13080360867914
1739209904.0356348;-32.816014438256545
1739209904.0356386;-29.438486411369333
1739209904.0356421;-45.120503652039325
1739209904.035646;-35.57807855764607
1739209904.0356495;-35.57807855764607
1739209904.035653;-35.57807855764607
1739209904.035657;-38.13080360867914
1739209904.0356605;-32.816014438256545
1739209904.0356643;-45.120503652039325
1739209904.035668;-45.120503652039325
1739209904.0356717;-38.13080360867914
1739209904.0356753;-38.13080360867914
1739209904.035679;-45.120503652039325
1739209904.0356827;-45.120503652039325
1739209904.0356865;-38.13080360867914
1739209904.03569;-38.13080360867914
1739209904.035694;-38.13080360867914
1739209904.0356975;-38.13080360867914
1739209904.035701;-38.13080360867914
1739209904.0357049;-35.57807855764607
1739209904.0357084;-38.13080360867914
1739209904.0357122;-45.120503652039325
1739209904.0357158;-45.120503652039325
1739209904.0357196;-38.13080360867914
1739209904.0357232;-38.13080360867914
1739209904.035727;-35.57807855764607
1739209904.0357306;-38.13080360867914
1739209904.0357344;-38.13080360867914
1739209904.035738;-33.981070128970906
1739209904.0357418;-32.816014438256545
1739209904.0357454;-45.120503652039325
1739209904.0357492;-45.120503652039325
1739209904.0357528;-45.120503652039325
1739209904.0357563;-33.981070128970956
1739209904.0357602;-38.13080360867914
1739209904.0357637;-38.13080360867914
1739209904.0357676;-38.13080360867914
1739209904.0357711;-45.120503652039325
1739209904.035775;-33.981070128970906
1739209904.0357785;-35.57807855764607
1739209904.0357823;-35.57807855764607
1739209904.035786;-27.8777449560314
1739209904.0357897;-38.13080360867914
1739209904.0357933;-35.57807855764607
1739209904.035797;-38.13080360867914
1739209904.0358007;-38.13080360867914
1739209904.0358045;-38.13080360867914
1739209904.035808;-33.981070128970906
1739209904.0358117;-38.13080360867914
1739209904.0358155;-45.120503652039325
1739209904.035819;-45.120503652039325
1739209904.0358229;-45.120503652039325
1739209904.0358264;-38.13080360867914
1739209904.0358303;-45.120503652039325
1739209904.0358338;-38.13080360867914
1739209904.0358377;-35.57807855764607
1739209904.0358412;-38.13080360867914
1739209904.035845;-45.120503652039325
1739209904.0358486;-38.13080360867914
1739209904.0358524;-38.13080360867914
1739209904.035856;-45.120503652039325
1739209904.0358598;-45.120503652039325
1739209904.0358634;-38.13080360867914
1739209904.035867;-35.57807855764607
1739209904.0358708;-45.120503652039325
1739209904.0358744;-45.120503652039325
1739209904.0358782;-38.13080360867914
1739209904.0358818;-45.120503652039325
1739209904.0358856;-45.120503652039325
1739209904.0358891;-38.13080360867914
1739209904.035893;-45.120503652039325
1739209904.0358965;-45.120503652039325
1739209904.0359004;-45.120503652039325
1739209904.035904;-45.120503652039325
1739209904.0359077;-38.13080360867914
1739209904.0359113;-32.816014438256545
1739209904.0359151;-45.120503652039325
1739209904.0359187;-45.120503652039325
1739209904.0359223;-38.13080360867914
1739209904.035926;-45.120503652039325
1739209904.0359297;-45.120503652039325
1739209904.0359335;-45.120503652039325
1739209904.035937;-38.13080360867914
1739209904.035941;-38.13080360867914
1739209904.0359445;-38.13080360867914
1739209904.0359483;-45.120503652039325
1739209904.0359519;-33.981070128970906
1739209904.0359557;-38.13080360867914
1739209904.0359592;-38.13080360867914
1739209904.035963;-45.120503652039325
1739209904.0359666;-38.13080360867914
1739209904.0359702;-33.981070128970906
1739209904.035974;-45.120503652039325
1739209904.0359776;-38.13080360867914
1739209904.0359814;-38.13080360867914
1739209904.035985;-38.13080360867914
1739209904.0359888;-38.13080360867914
1739209904.0359924;-45.120503652039325
1739209904.0359962;-45.120503652039325
1739209904.0359998;-38.13080360867914
1739209904.0360036;-38.13080360867914
1739209904.0360072;-45.120503652039325
1739209904.036011;-45.120503652039325
1739209904.0360146;-35.57807855764607
1739209904.0360184;-45.120503652039325
1739209904.036022;-45.120503652039325
1739209904.0360255;-28.992665084841942
1739209904.0360293;-35.57807855764607
1739209904.036033;-38.13080360867914
1739209904.0360367;-45.120503652039325
1739209904.0360403;-35.57807855764607
1739209904.0360441;-38.13080360867914
1739209904.0360477;-45.120503652039325
1739209904.0360515;-45.120503652039325
1739209904.036055;-45.120503652039325
1739209904.036059;-45.120503652039325
1739209904.0360625;-38.13080360867914
1739209904.0360663;-45.120503652039325
1739209904.0360699;-45.120503652039325
1739209904.0360737;-38.13080360867914
1739209904.0360773;-45.120503652039325
1739209904.0360808;-45.120503652039325
1739209904.0360847;-33.981070128970906
1739209904.0360882;-45.120503652039325
1739209904.036092;-33.981070128970906
1739209904.0360956;-45.120503652039325
1739209904.0360994;-33.981070128970906
1739209904.036103;-45.120503652039325
1739209904.0361068;-45.120503652039325
1739209904.0361104;-45.120503652039325
1739209904.0361142;-33.981070128970906
1739209904.0361178;-38.13080360867914
1739209904.0361216;-45.120503652039325
1739209904.0361252;-45.120503652039325
1739209904.036129;-45.120503652039325
1739209904.0361326;-45.120503652039325
1739209904.0361362;-45.120503652039325
1739209904.03614;-45.120503652039325
1739209904.0361435;-45.120503652039325
1739209904.0361474;-45.120503652039325
1739209904.036151;-38.13080360867914
1739209904.0361547;-45.120503652039325
1739209904.0361583;-45.120503652039325
1739209904.0361621;-38.13080360867914
1739209904.0361657;-38.13080360867914
1739209904.0361695;-45.120503652039325
1739209904.036173;-25.826314394896357
1739209904.036177;-32.816014438256545
1739209904.0361805;-38.13080360867914
1739209904.0361843;-45.120503652039325
1739209904.036188;-33.981070128970906
1739209904.0361915;-35.57807855764607
1739209904.0361953;-38.13080360867914
1739209904.0361989;-38.13080360867914
1739209904.0362027;-45.120503652039325
1739209904.0362062;-38.13080360867914
1739209904.03621;-38.13080360867914
1739209904.0362136;-45.120503652039325
1739209904.0362175;-45.120503652039325
1739209904.036221;-33.981070128970906
1739209904.0362248;-45.120503652039325
1739209904.0362284;-38.13080360867914
1739209904.0362322;-30.49652367304973
1739209904.0362358;-38.13080360867914
1739209904.0362396;-38.13080360867914
1739209904.0362432;-38.13080360867914
1739209904.0362468;-38.13080360867914
1739209904.0362506;-45.120503652039325
1739209904.0362542;-45.120503652039325
1739209904.036258;-45.120503652039325
1739209904.0362616;-38.13080360867914
1739209904.0362654;-38.13080360867914
1739209904.036269;-45.120503652039325
1739209904.0362728;-45.120503652039325
1739209904.0362763;-38.13080360867914
1739209904.0362802;-33.981070128970906
1739209904.0362837;-45.120503652039325
1739209904.0362875;-45.120503652039325
1739209904.0362911;-45.120503652039325
1739209904.0362947;-45.120503652039325
1739209904.0362985;-38.13080360867914
1739209904.036302;-45.120503652039325
1739209904.036306;-45.120503652039325
1739209904.0363095;-45.120503652039325
1739209904.0363133;-38.13080360867914
1739209904.0363169;-45.120503652039325
1739209904.0363207;-30.49652367304973
1739209904.0363243;-28.21854285175415
1739209904.036328;-45.120503652039325
1739209904.0363317;-38.13080360867914
1739209904.0363355;-35.57807855764607
1739209904.036339;-35.57807855764607
1739209904.0363429;-45.120503652039325
1739209904.0363464;-38.13080360867914
1739209904.03635;-45.120503652039325
1739209904.0363538;-45.120503652039325
1739209904.0363574;-45.120503652039325
1739209904.0363612;-45.120503652039325
1739209904.0363648;-45.120503652039325
1739209904.0363686;-45.120503652039325
1739209904.0363722;-38.13080360867914
1739209904.036376;-45.120503652039325
1739209904.0363796;-30.49652367304973
1739209904.0363834;-28.21854285175415
1739209904.036387;-45.120503652039325
1739209904.0363908;-45.120503652039325
1739209904.0363944;-38.13080360867914
1739209904.0363982;-38.13080360867914
1739209904.0364017;-45.120503652039325
1739209904.0364053;-45.120503652039325
1739209904.0364091;-45.120503652039325
1739209904.0364127;-45.120503652039325
1739209904.0364165;-45.120503652039325
1739209904.03642;-45.120503652039325
1739209904.036424;-38.13080360867914
1739209904.0364275;-33.981070128970906
1739209904.0364313;-38.13080360867914
1739209904.036435;-45.120503652039325
1739209904.0364387;-33.981070128970906
1739209904.0364423;-32.816014438256545
1739209904.036446;-38.13080360867914
1739209904.0364497;-45.120503652039325
1739209904.0364535;-38.13080360867914
1739209904.036457;-38.13080360867914
1739209904.0364606;-45.120503652039325
1739209904.0364645;-45.120503652039325
1739209904.036468;-38.13080360867914
1739209904.0364718;-35.57807855764607
1739209904.0364754;-45.120503652039325
1739209904.0364792;-45.120503652039325
1739209904.0364828;-38.13080360867914
1739209904.0364866;-35.57807855764607
1739209904.0364902;-38.13080360867914
1739209904.036494;-45.120503652039325
1739209904.0364976;-31.141103565318915
1739209904.0365014;-45.120503652039325
1739209904.036505;-38.13080360867914
1739209904.0365088;-38.13080360867914
1739209904.0365124;-33.981070128970906
1739209904.036516;-45.120503652039325
1739209904.0365198;-38.13080360867914
1739209904.0365233;-38.13080360867914
1739209904.0365272;-45.120503652039325
1739209904.0365307;-30.49652367304973
1739209904.0365345;-45.120503652039325
1739209904.0365381;-45.120503652039325
1739209904.036542;-33.981070128970906
1739209904.0365455;-31.141103565318893
1739209904.0365493;-45.120503652039325
1739209904.036553;-45.120503652039325
1739209904.0365567;-38.13080360867914
1739209904.0365603;-45.120503652039325
1739209904.0365639;-38.13080360867914
1739209904.0365677;-45.120503652039325
1739209904.0365713;-38.13080360867914
1739209904.036575;-45.120503652039325
1739209904.0365787;-38.13080360867914
1739209904.0365825;-45.120503652039325
1739209904.036586;-35.57807855764607
1739209904.0365899;-38.13080360867914
1739209904.0365934;-38.13080360867914
1739209904.0365973;-35.57807855764607
1739209904.0366008;-38.13080360867914
1739209904.0366046;-38.13080360867914
1739209904.0366082;-45.120503652039325
1739209904.036612;-35.57807855764607
1739209904.0366156;-45.120503652039325
1739209904.0366192;-35.57807855764607
1739209904.036623;-38.13080360867914
1739209904.0366266;-45.120503652039325
1739209904.0366304;-45.120503652039325
1739209904.036634;-38.13080360867914
1739209904.0366378;-38.13080360867914
1739209904.0366414;-45.120503652039325
1739209904.0366452;-45.120503652039325
1739209904.0366488;-45.120503652039325
1739209904.0366526;-38.13080360867914
1739209904.0366561;-38.13080360867914
1739209904.03666;-38.13080360867914
1739209904.0366635;-45.120503652039325
1739209904.0366673;-38.13080360867914
1739209904.036671;-45.120503652039325
1739209904.0366745;-45.120503652039325
1739209904.0366783;-38.13080360867914
1739209904.036682;-31.141103565318915
1739209904.0366857;-38.13080360867914
1739209904.0366893;-45.120503652039325
1739209904.036693;-38.13080360867914
1739209904.0366967;-38.13080360867914
1739209904.0367005;-33.981070128970906
1739209904.036704;-45.120503652039325
1739209904.0367079;-45.120503652039325
1739209904.0367115;-45.120503652039325
1739209904.0367153;-38.13080360867914
1739209904.0367188;-38.13080360867914
1739209904.0367227;-45.120503652039325
1739209904.0367262;-38.13080360867914
1739209904.0367298;-38.13080360867914
1739209904.0367336;-38.13080360867914
1739209904.0367372;-45.120503652039325
1739209904.036741;-38.13080360867914
1739209904.0367446;-35.57807855764607
1739209904.0367484;-45.120503652039325
1739209904.036752;-45.120503652039325
1739209904.0367558;-45.120503652039325
1739209904.0367594;-38.13080360867914
1739209904.0367632;-45.120503652039325
1739209904.0367668;-38.13080360867914
1739209904.0367706;-27.267205301931607
1739209904.0367742;-32.816014438256545
1739209904.036778;-45.120503652039325
1739209904.0367815;-38.13080360867914
1739209904.0367851;-38.13080360867914
1739209904.036789;-45.120503652039325
1739209904.0367925;-38.13080360867914
1739209904.0367963;-38.13080360867914
1739209904.0368;-35.57807855764607
1739209904.0368037;-38.13080360867914
1739209904.0368073;-45.120503652039325
1739209904.036811;-45.120503652039325
1739209904.0368147;-38.13080360867914
1739209904.0368185;-38.13080360867914
1739209904.036822;-38.13080360867914
1739209904.036826;-45.120503652039325
1739209904.0368295;-33.981070128970906
1739209904.0368333;-38.13080360867914
1739209904.0368369;-38.13080360867914
1739209904.0368404;-38.13080360867914
1739209904.0368443;-38.13080360867914
1739209904.0368478;-45.120503652039325
1739209904.0368516;-38.13080360867914
1739209904.0368552;-38.13080360867914
1739209904.036859;-28.992665084841942
1739209904.0368626;-33.981070128970906
1739209904.0368664;-38.13080360867914
1739209904.03687;-35.57807855764607
1739209904.0368738;-33.981070128970906
1739209904.0368774;-45.120503652039325
1739209904.0368812;-45.120503652039325
1739209904.0368848;-35.57807855764607
1739209904.0368884;-38.13080360867914
1739209904.0368922;-45.120503652039325
1739209904.0368958;-35.57807855764607
1739209904.0368996;-45.120503652039325
1739209904.0369031;-38.13080360867914
1739209904.036907;-35.57807855764607
1739209904.0369105;-45.120503652039325
1739209904.0369143;-38.13080360867914
1739209904.036918;-35.57807855764607
1739209904.0369217;-35.57807855764607
1739209904.0369253;-38.13080360867914
1739209904.0369291;-45.120503652039325
1739209904.0369327;-45.120503652039325
1739209904.0369365;-38.13080360867914
1739209904.03694;-38.13080360867914
1739209904.0369437;-45.120503652039325
1739209904.0369475;-38.13080360867914
1739209904.036951;-38.13080360867914
1739209904.0369549;-45.120503652039325
1739209904.0369585;-45.120503652039325
1739209904.0369623;-33.981070128970906
1739209904.0369658;-45.120503652039325
1739209904.0369697;-45.120503652039325
1739209904.0369732;-45.120503652039325
1739209904.036977;-45.120503652039325
1739209904.0369806;-38.13080360867914
1739209904.0369844;-45.120503652039325
1739209904.036988;-45.120503652039325
1739209904.0369918;-38.13080360867914
1739209904.0369954;-30.49652367304973
1739209904.036999;-45.120503652039325
1739209904.0370028;-45.120503652039325
1739209904.0370064;-32.816014438256545
1739209904.0370102;-35.57807855764607
1739209904.0370138;-45.120503652039325
1739209904.0370176;-45.120503652039325
1739209904.0370212;-38.13080360867914
1739209904.037025;-45.120503652039325
1739209904.0370286;-45.120503652039325
1739209904.0370324;-45.120503652039325
1739209904.037036;-45.120503652039325
1739209904.0370398;-38.13080360867914
1739209904.0370433;-38.13080360867914
1739209904.0370471;-45.120503652039325
1739209904.0370507;-38.13080360867914
1739209904.0370543;-35.57807855764607
1739209904.037058;-45.120503652039325
1739209904.0370617;-45.120503652039325
1739209904.0370655;-45.120503652039325
1739209904.037069;-38.13080360867914
1739209904.037073;-45.120503652039325
1739209904.0370765;-45.120503652039325
1739209904.0370803;-38.13080360867914
1739209904.0370839;-45.120503652039325
1739209904.0370877;-45.120503652039325
1739209904.0370913;-45.120503652039325
1739209904.037095;-38.13080360867914
1739209904.0370986;-45.120503652039325
1739209904.0371025;-45.120503652039325
1739209904.037106;-45.120503652039325
1739209904.0371096;-35.57807855764607
1739209904.0371134;-38.13080360867914
1739209904.037117;-45.120503652039325
1739209904.0371208;-38.13080360867914
1739209904.0371244;-38.13080360867914
1739209904.0371282;-30.49652367304973
1739209904.0371318;-38.13080360867914
1739209904.0371356;-45.120503652039325
1739209904.0371392;-45.120503652039325
1739209904.037143;-33.981070128970906
1739209904.0371466;-38.13080360867914
1739209904.0371504;-45.120503652039325
1739209904.037154;-38.13080360867914
1739209904.0371575;-35.57807855764607
1739209904.0371614;-38.13080360867914
1739209904.037165;-45.120503652039325
1739209904.0371687;-38.13080360867914
1739209904.0371723;-45.120503652039325
1739209904.0371761;-45.120503652039325
1739209904.0371797;-45.120503652039325
1739209904.0371835;-45.120503652039325
1739209904.037187;-45.120503652039325
1739209904.037191;-45.120503652039325
1739209904.0371945;-45.120503652039325
1739209904.0371983;-45.120503652039325
1739209904.037202;-33.981070128970906
1739209904.0372057;-45.120503652039325
1739209904.0372093;-45.120503652039325
1739209904.0372128;-38.13080360867914
1739209904.0372167;-28.992665084841942
1739209904.0372202;-33.981070128970906
1739209904.037224;-38.13080360867914
1739209904.0372276;-38.13080360867914
1739209904.0372314;-45.120503652039325
1739209904.037235;-45.120503652039325
1739209904.0372388;-45.120503652039325
1739209904.0372424;-38.13080360867914
1739209904.0372462;-33.981070128970956
1739209904.0372498;-38.13080360867914
1739209904.0372536;-45.120503652039325
1739209904.0372572;-45.120503652039325
1739209904.037261;-38.13080360867914
1739209904.0372646;-45.120503652039325
1739209904.0372682;-45.120503652039325
1739209904.037272;-45.120503652039325
1739209904.0372756;-38.13080360867914
1739209904.0372794;-45.120503652039325
1739209904.037283;-38.13080360867914
1739209904.0372868;-38.13080360867914
1739209904.0372903;-38.13080360867914
1739209904.0372941;-45.120503652039325
1739209904.0372977;-45.120503652039325
1739209904.0373015;-33.981070128970906
1739209904.037305;-33.981070128970906
1739209904.037309;-32.816014438256545
1739209904.0373125;-38.13080360867914
1739209904.0373163;-45.120503652039325
1739209904.03732;-33.981070128970906
1739209904.0373235;-38.13080360867914
1739209904.0373273;-38.13080360867914
1739209904.0373309;-35.57807855764607
1739209904.0373347;-33.981070128970906
1739209904.0373383;-33.981070128970906
1739209904.037342;-45.120503652039325
1739209904.0373456;-38.13080360867914
1739209904.0373495;-45.120503652039325
1739209904.037353;-45.120503652039325
1739209904.0373569;-45.120503652039325
1739209904.0373604;-38.13080360867914
1739209904.0373642;-33.981070128970906
1739209904.0373678;-33.981070128970906
1739209904.0373716;-45.120503652039325
1739209904.0373752;-45.120503652039325
1739209904.0373788;-38.13080360867914
1739209904.0373826;-38.13080360867914
1739209904.0373862;-38.13080360867914
1739209904.03739;-38.13080360867914
1739209904.0373936;-45.120503652039325
1739209904.0373974;-45.120503652039325
1739209904.037401;-45.120503652039325
1739209904.0374048;-45.120503652039325
1739209904.0374084;-38.13080360867914
1739209904.0374122;-45.120503652039325
1739209904.0374157;-45.120503652039325
1739209904.0374196;-45.120503652039325
1739209904.0374231;-45.120503652039325
1739209904.0374267;-38.13080360867914
1739209904.0374305;-38.13080360867914
1739209904.037434;-45.120503652039325
1739209904.037438;-38.13080360867914
1739209904.0374415;-45.120503652039325
1739209904.0374453;-45.120503652039325
1739209904.037449;-33.981070128970906
1739209904.0374527;-45.120503652039325
1739209904.0374563;-38.13080360867914
1739209904.03746;-38.13080360867914
1739209904.0374637;-38.13080360867914
1739209904.0374675;-45.120503652039325
1739209904.037471;-33.981070128970906
1739209904.0374749;-35.57807855764607
1739209904.0374784;-38.13080360867914
1739209904.037482;-38.13080360867914
1739209904.0374858;-38.13080360867914
1739209904.0374894;-45.120503652039325
1739209904.0374932;-38.13080360867914
1739209904.0374968;-35.57807855764607
1739209904.0375006;-38.13080360867914
1739209904.0375042;-45.120503652039325
1739209904.037508;-38.13080360867914
1739209904.0375116;-45.120503652039325
1739209904.0375154;-45.120503652039325
1739209904.037519;-38.13080360867914
1739209904.0375228;-35.57807855764607
1739209904.0375264;-38.13080360867914
1739209904.0375302;-38.13080360867914
1739209904.0375338;-45.120503652039325
1739209904.0375373;-33.981070128970906
1739209904.0375412;-38.13080360867914
1739209904.0375447;-38.13080360867914
1739209904.0375485;-38.13080360867914
1739209904.037552;-45.120503652039325
1739209904.037556;-38.13080360867914
1739209904.0375595;-38.13080360867914
1739209904.0375633;-35.57807855764607
1739209904.037567;-38.13080360867914
1739209904.0375707;-35.57807855764607
1739209904.0375743;-38.13080360867914
1739209904.037578;-45.120503652039325
1739209904.0375817;-38.13080360867914
1739209904.0375855;-45.120503652039325
1739209904.037589;-45.120503652039325
1739209904.0375926;-45.120503652039325
1739209904.0375965;-38.13080360867914
1739209904.0376;-45.120503652039325
1739209904.0376039;-38.13080360867914
1739209904.0376074;-38.13080360867914
1739209904.0376112;-45.120503652039325
1739209904.0376148;-38.13080360867914
1739209904.0376186;-38.13080360867914
1739209904.0376222;-35.57807855764607
1739209904.037626;-45.120503652039325
1739209904.0376296;-45.120503652039325
1739209904.0376334;-38.13080360867914
1739209904.037637;-38.13080360867914
1739209904.0376408;-38.13080360867914
1739209904.0376444;-35.57807855764607
1739209904.037648;-45.120503652039325
1739209904.0376518;-45.120503652039325
1739209904.0376554;-38.13080360867914
1739209904.0376592;-45.120503652039325
1739209904.0376627;-45.120503652039325
1739209904.0376666;-45.120503652039325
1739209904.0376701;-45.120503652039325
1739209904.037674;-38.13080360867914
1739209904.0376775;-38.13080360867914
1739209904.0376813;-45.120503652039325
1739209904.037685;-35.57807855764607
1739209904.0376887;-45.120503652039325
1739209904.0376923;-32.816014438256545
1739209904.0376961;-29.438486411369333
1739209904.0376997;-38.13080360867914
1739209904.0377033;-35.57807855764607
1739209904.037707;-45.120503652039325
1739209904.0377107;-35.57807855764607
1739209904.0377145;-38.13080360867914
1739209904.037718;-35.57807855764607
1739209904.0377219;-45.120503652039325
1739209904.0377254;-45.120503652039325
1739209904.0377293;-45.120503652039325
1739209904.0377328;-45.120503652039325
1739209904.0377367;-45.120503652039325
1739209904.0377402;-45.120503652039325
1739209904.037744;-38.13080360867914
1739209904.0377476;-38.13080360867914
1739209904.0377512;-35.57807855764607
1739209904.037755;-32.816014438256545
1739209904.0377586;-38.13080360867914
1739209904.0377624;-38.13080360867914
1739209904.037766;-38.13080360867914
1739209904.0377698;-38.13080360867914
1739209904.0377734;-38.13080360867914
1739209904.0377772;-32.816014438256545
1739209904.0377808;-45.120503652039325
1739209904.0377846;-45.120503652039325
1739209904.0377882;-45.120503652039325
1739209904.037792;-38.13080360867914
1739209904.0377955;-38.13080360867914
1739209904.0377994;-45.120503652039325
1739209904.037803;-38.13080360867914
1739209904.0378065;-45.120503652039325
1739209904.0378103;-38.13080360867914
1739209904.037814;-38.13080360867914
1739209904.0378177;-45.120503652039325
1739209904.0378213;-38.13080360867914
1739209904.037825;-38.13080360867914
1739209904.0378287;-38.13080360867914
1739209904.0378325;-45.120503652039325
1739209904.037836;-38.13080360867914
