CAN Message; 0x24:0c28fa657a996cb1
1739209692.8366113;-38.13080360867914
1739209692.8366213;-33.981070128970906
1739209692.836631;-35.57807855764607
1739209692.836641;-45.120503652039325
1739209692.836651;-45.120503652039325
1739209692.836661;-45.120503652039325
1739209692.836671;-45.120503652039325
1739209692.836681;-33.981070128970906
1739209692.836691;-35.57807855764607
1739209692.836701;-45.120503652039325
1739209692.836711;-45.120503652039325
1739209692.8367207;-38.13080360867914
1739209692.8367307;-38.13080360867914
1739209692.8367407;-38.13080360867914
1739209692.8367507;-31.141103565318893
1739209692.8367605;-38.13080360867914
1739209692.8367705;-38.13080360867914
1739209692.8367805;-38.13080360867914
1739209692.8367906;-35.57807855764607
1739209692.8368006;-38.13080360867914
1739209692.8368104;-35.57807855764607
1739209692.8368204;-38.13080360867914
1739209692.8368304;-45.120503652039325
1739209692.8368404;-38.13080360867914
1739209692.8368502;-32.816014438256545
1739209692.8368602;-38.13080360867914
1739209692.8368702;-45.120503652039325
1739209692.8368802;-38.13080360867914
1739209692.83689;-38.13080360867914
1739209692.8369;-35.57807855764607
1739209692.83691;-45.120503652039325
1739209692.83692;-45.120503652039325
1739209692.8369298;-32.816014438256545
1739209692.8369398;-38.13080360867914
1739209692.8369498;-38.13080360867914
1739209692.8369598;-33.981070128970906
1739209692.8369699;-33.981070128970906
1739209692.8369796;-45.120503652039325
1739209692.8369896;-45.120503652039325
1739209692.8369997;-38.13080360867914
1739209692.8370097;-35.57807855764607
1739209692.8370194;-38.13080360867914
1739209692.8370295;-45.120503652039325
1739209692.8370395;-38.13080360867914
1739209692.8370495;-45.120503652039325
1739209692.8370593;-45.120503652039325
1739209692.8370693;-45.120503652039325
1739209692.8370793;-38.13080360867914
1739209692.8370893;-38.13080360867914
1739209692.8370993;-33.981070128970906
1739209692.837109;-33.981070128970906
1739209692.837119;-45.120503652039325
1739209692.837129;-38.13080360867914
1739209692.8371391;-45.120503652039325
1739209692.837149;-31.141103565318893
1739209692.837159;-45.120503652039325
1739209692.837169;-45.120503652039325
1739209692.837179;-45.120503652039325
1739209692.8371887;-45.120503652039325
1739209692.8371987;-38.13080360867914
1739209692.8372087;-38.13080360867914
1739209692.8372188;-45.120503652039325
1739209692.8372285;-45.120503652039325
1739209692.8372386;-38.13080360867914
1739209692.8372486;-45.120503652039325
1739209692.8372586;-38.13080360867914
1739209692.8372686;-38.13080360867914
1739209692.8372784;-45.120503652039325
1739209692.8372884;-45.120503652039325
1739209692.8372984;-38.13080360867914
1739209692.8373084;-25.826314394896354
1739209692.8373182;-35.57807855764607
1739209692.8373282;-38.13080360867914
1739209692.8373382;-38.13080360867914
1739209692.8373482;-38.13080360867914
1739209692.837358;-45.120503652039325
1739209692.837368;-45.120503652039325
1739209692.837378;-38.13080360867914
1739209692.837388;-45.120503652039325
1739209692.837398;-45.120503652039325
1739209692.8374078;-45.120503652039325
1739209692.8374178;-38.13080360867914
1739209692.8374279;-38.13080360867914
1739209692.8374379;-38.13080360867914
1739209692.8374476;-45.120503652039325
1739209692.8374577;-38.13080360867914
1739209692.8374677;-26.991370085610736
1739209692.8374777;-38.13080360867914
1739209692.8374875;-45.120503652039325
1739209692.8374975;-38.13080360867914
1739209692.8375075;-31.141103565318893
1739209692.8375175;-38.13080360867914
1739209692.8375273;-45.120503652039325
1739209692.8375373;-45.120503652039325
1739209692.8375473;-45.120503652039325
1739209692.8375573;-45.120503652039325
1739209692.8375673;-38.13080360867914
1739209692.837577;-38.13080360867914
1739209692.837587;-45.120503652039325
1739209692.8375971;-45.120503652039325
1739209692.8376071;-45.120503652039325
1739209692.837617;-45.120503652039325
1739209692.837627;-35.57807855764607
1739209692.837637;-38.13080360867914
1739209692.837647;-45.120503652039325
1739209692.8376567;-45.120503652039325
1739209692.8376667;-45.120503652039325
1739209692.8376768;-45.120503652039325
1739209692.8376868;-45.120503652039325
1739209692.8376968;-38.13080360867914
1739209692.8377066;-33.981070128970906
1739209692.8377166;-38.13080360867914
1739209692.8377266;-45.120503652039325
1739209692.8377366;-38.13080360867914
1739209692.8377464;-35.57807855764607
1739209692.8377564;-33.981070128970906
1739209692.8377664;-38.13080360867914
1739209692.8377764;-33.981070128970906
1739209692.8377862;-33.981070128970956
1739209692.8377962;-35.57807855764607
1739209692.8378062;-38.13080360867914
1739209692.8378162;-45.120503652039325
1739209692.837826;-45.120503652039325
1739209692.837836;-45.120503652039325
1739209692.837846;-32.816014438256545
1739209692.837856;-38.13080360867914
1739209692.837866;-30.49652367304973
1739209692.8378758;-33.981070128970906
1739209692.8378859;-38.13080360867914
1739209692.8378959;-38.13080360867914
1739209692.837906;-38.13080360867914
1739209692.8379157;-38.13080360867914
1739209692.8379257;-45.120503652039325
1739209692.8379357;-38.13080360867914
1739209692.8379457;-45.120503652039325
1739209692.8379555;-38.13080360867914
1739209692.8379655;-35.57807855764607
1739209692.8379755;-45.120503652039325
1739209692.8379855;-38.13080360867914
1739209692.8379955;-38.13080360867914
1739209692.8380053;-38.13080360867914
1739209692.8380153;-45.120503652039325
1739209692.8380253;-35.57807855764607
1739209692.8380353;-45.120503652039325
1739209692.8380451;-38.13080360867914
1739209692.8380551;-38.13080360867914
1739209692.8380651;-45.120503652039325
1739209692.8380752;-45.120503652039325
1739209692.838085;-45.120503652039325
1739209692.838095;-45.120503652039325
1739209692.838105;-38.13080360867914
1739209692.838115;-38.13080360867914
1739209692.8381248;-45.120503652039325
1739209692.8381348;-45.120503652039325
1739209692.8381448;-33.981070128970906
1739209692.8381548;-33.981070128970906
1739209692.8381648;-38.13080360867914
1739209692.8381746;-38.13080360867914
1739209692.8381846;-38.13080360867914
1739209692.8381946;-45.120503652039325
1739209692.8382046;-45.120503652039325
1739209692.8382144;-45.120503652039325
1739209692.8382244;-45.120503652039325
1739209692.8382344;-45.120503652039325
1739209692.8382444;-45.120503652039325
1739209692.8382542;-38.13080360867914
1739209692.8382642;-38.13080360867914
1739209692.8382742;-33.981070128970906
1739209692.8382843;-45.120503652039325
1739209692.8382943;-45.120503652039325
1739209692.838304;-38.13080360867914
1739209692.838314;-32.816014438256545
1739209692.838324;-38.13080360867914
1739209692.838334;-45.120503652039325
1739209692.8383439;-45.120503652039325
1739209692.8383539;-45.120503652039325
1739209692.838364;-45.120503652039325
1739209692.838374;-45.120503652039325
1739209692.8383837;-45.120503652039325
1739209692.8383937;-45.120503652039325
1739209692.8384037;-45.120503652039325
1739209692.8384137;-45.120503652039325
1739209692.8384235;-45.120503652039325
1739209692.8384335;-38.13080360867914
1739209692.8384435;-45.120503652039325
1739209692.8384535;-45.120503652039325
1739209692.8384635;-45.120503652039325
1739209692.8384733;-33.981070128970906
1739209692.8384833;-32.816014438256545
1739209692.8384933;-38.13080360867914
1739209692.8385034;-45.120503652039325
1739209692.8385131;-38.13080360867914
1739209692.8385231;-38.13080360867914
1739209692.8385332;-45.120503652039325
1739209692.8385432;-45.120503652039325
1739209692.838553;-45.120503652039325
1739209692.838563;-35.57807855764607
1739209692.838573;-38.13080360867914
1739209692.838583;-45.120503652039325
1739209692.838593;-45.120503652039325
1739209692.8386028;-45.120503652039325
1739209692.8386128;-38.13080360867914
1739209692.8386228;-45.120503652039325
1739209692.8386328;-38.13080360867914
1739209692.8386426;-35.57807855764607
1739209692.8386526;-38.13080360867914
1739209692.8386626;-45.120503652039325
1739209692.8386726;-35.57807855764607
1739209692.8386824;-32.816014438256545
1739209692.8386924;-38.13080360867914
1739209692.8387024;-45.120503652039325
1739209692.8387125;-38.13080360867914
1739209692.8387222;-35.57807855764607
1739209692.8387322;-45.120503652039325
1739209692.8387423;-45.120503652039325
1739209692.8387523;-45.120503652039325
1739209692.8387623;-45.120503652039325
1739209692.838772;-38.13080360867914
1739209692.838782;-45.120503652039325
1739209692.838792;-33.981070128970906
1739209692.838802;-38.13080360867914
1739209692.8388119;-38.13080360867914
1739209692.838822;-45.120503652039325
1739209692.838832;-38.13080360867914
1739209692.838842;-29.438486411369333
1739209692.8388517;-38.13080360867914
1739209692.8388617;-45.120503652039325
1739209692.8388717;-38.13080360867914
1739209692.8388817;-35.57807855764607
1739209692.8388917;-45.120503652039325
1739209692.8389015;-35.57807855764607
1739209692.8389115;-45.120503652039325
1739209692.8389215;-45.120503652039325
1739209692.8389316;-45.120503652039325
1739209692.8389413;-45.120503652039325
1739209692.8389513;-45.120503652039325
1739209692.8389614;-45.120503652039325
1739209692.8389714;-45.120503652039325
1739209692.8389812;-45.120503652039325
1739209692.8389912;-38.13080360867914
1739209692.8390012;-45.120503652039325
1739209692.8390112;-45.120503652039325
1739209692.839021;-45.120503652039325
1739209692.839031;-35.57807855764607
1739209692.839041;-38.13080360867914
1739209692.839051;-38.13080360867914
1739209692.839061;-38.13080360867914
1739209692.8390708;-38.13080360867914
1739209692.8390808;-26.991370085610736
1739209692.8390908;-45.120503652039325
1739209692.8391008;-35.57807855764607
1739209692.8391106;-38.13080360867914
1739209692.8391206;-35.57807855764607
1739209692.8391306;-45.120503652039325
1739209692.8391407;-35.57807855764607
1739209692.8391504;-45.120503652039325
1739209692.8391604;-31.141103565318943
1739209692.8391705;-45.120503652039325
1739209692.8391805;-45.120503652039325
1739209692.8391905;-45.120503652039325
1739209692.8392003;-45.120503652039325
1739209692.8392103;-45.120503652039325
1739209692.8392203;-38.13080360867914
1739209692.8392303;-38.13080360867914
1739209692.83924;-26.991370085610736
1739209692.83925;-33.981070128970906
1739209692.83926;-45.120503652039325
1739209692.83927;-45.120503652039325
1739209692.83928;-35.57807855764607
1739209692.83929;-38.13080360867914
1739209692.8393;-45.120503652039325
1739209692.83931;-45.120503652039325
1739209692.8393197;-45.120503652039325
1739209692.8393297;-45.120503652039325
1739209692.8393397;-45.120503652039325
1739209692.8393497;-45.120503652039325
1739209692.8393598;-45.120503652039325
1739209692.8393695;-45.120503652039325
1739209692.8393795;-38.13080360867914
1739209692.8393896;-38.13080360867914
1739209692.8393996;-32.816014438256545
1739209692.8394094;-33.981070128970906
1739209692.8394194;-45.120503652039325
1739209692.8394294;-38.13080360867914
1739209692.8394394;-45.120503652039325
1739209692.8394492;-45.120503652039325
1739209692.8394592;-45.120503652039325
1739209692.8394692;-45.120503652039325
1739209692.8394792;-35.57807855764607
1739209692.8394892;-35.57807855764607
1739209692.839499;-45.120503652039325
1739209692.839509;-38.13080360867914
1739209692.839519;-38.13080360867914
1739209692.839529;-33.981070128970906
1739209692.8395388;-45.120503652039325
1739209692.8395488;-38.13080360867914
1739209692.8395588;-45.120503652039325
1739209692.8395689;-45.120503652039325
1739209692.8395786;-33.981070128970906
1739209692.8395886;-45.120503652039325
1739209692.8395987;-45.120503652039325
1739209692.8396087;-45.120503652039325
1739209692.8396184;-38.13080360867914
1739209692.8396285;-45.120503652039325
1739209692.8396385;-31.141103565318915
1739209692.8396485;-33.981070128970906
1739209692.8396585;-45.120503652039325
1739209692.8396683;-45.120503652039325
1739209692.8396783;-33.981070128970906
1739209692.8396883;-35.57807855764607
1739209692.8396983;-38.13080360867914
1739209692.839708;-38.13080360867914
1739209692.839718;-38.13080360867914
1739209692.839728;-38.13080360867914
1739209692.8397381;-45.120503652039325
1739209692.839748;-38.13080360867914
1739209692.839758;-45.120503652039325
1739209692.839768;-38.13080360867914
1739209692.839778;-32.816014438256545
1739209692.839788;-45.120503652039325
1739209692.8397977;-31.141103565318915
1739209692.8398077;-28.992665084841942
1739209692.8398178;-45.120503652039325
1739209692.8398278;-38.13080360867914
1739209692.8398376;-38.13080360867914
1739209692.8398476;-35.57807855764607
1739209692.8398576;-45.120503652039325
1739209692.8398676;-38.13080360867914
1739209692.8398774;-38.13080360867914
1739209692.8398874;-35.57807855764607
1739209692.8398974;-38.13080360867914
1739209692.8399074;-38.13080360867914
1739209692.8399172;-38.13080360867914
1739209692.8399272;-45.120503652039325
1739209692.8399372;-38.13080360867914
1739209692.8399472;-45.120503652039325
1739209692.8399572;-38.13080360867914
1739209692.839967;-31.141103565318915
1739209692.839977;-35.57807855764607
1739209692.839987;-33.981070128970906
1739209692.839997;-45.120503652039325
1739209692.8400068;-45.120503652039325
1739209692.8400168;-38.13080360867914
1739209692.8400269;-38.13080360867914
1739209692.8400369;-45.120503652039325
1739209692.8400466;-38.13080360867914
1739209692.8400567;-35.57807855764607
1739209692.8400667;-38.13080360867914
1739209692.8400767;-45.120503652039325
1739209692.8400867;-33.981070128970906
1739209692.8400965;-38.13080360867914
1739209692.8401065;-45.120503652039325
1739209692.8401165;-38.13080360867914
1739209692.8401265;-45.120503652039325
1739209692.8401363;-45.120503652039325
1739209692.8401463;-38.13080360867914
1739209692.8401563;-38.13080360867914
1739209692.8401663;-45.120503652039325
1739209692.840176;-45.120503652039325
1739209692.840186;-38.13080360867914
1739209692.8401961;-35.57807855764607
1739209692.8402061;-38.13080360867914
1739209692.840216;-45.120503652039325
1739209692.840226;-45.120503652039325
1739209692.840236;-38.13080360867914
1739209692.840246;-33.981070128970906
1739209692.840256;-45.120503652039325
1739209692.8402658;-45.120503652039325
1739209692.8402758;-38.13080360867914
1739209692.8402858;-38.13080360867914
1739209692.8402958;-45.120503652039325
1739209692.8403056;-38.13080360867914
1739209692.8403156;-38.13080360867914
1739209692.8403256;-45.120503652039325
1739209692.8403356;-45.120503652039325
1739209692.8403454;-38.13080360867914
1739209692.8403554;-35.57807855764607
1739209692.8403654;-33.981070128970906
1739209692.8403754;-45.120503652039325
1739209692.8403854;-45.120503652039325
1739209692.8403952;-38.13080360867914
1739209692.8404052;-33.981070128970906
1739209692.8404152;-38.13080360867914
1739209692.8404253;-38.13080360867914
1739209692.840435;-38.13080360867914
1739209692.840445;-38.13080360867914
1739209692.840455;-45.120503652039325
1739209692.840465;-38.13080360867914
1739209692.8404748;-45.120503652039325
1739209692.8404849;-45.120503652039325
1739209692.8404949;-45.120503652039325
1739209692.840505;-45.120503652039325
1739209692.8405147;-45.120503652039325
1739209692.8405247;-45.120503652039325
1739209692.8405347;-38.13080360867914
1739209692.8405447;-45.120503652039325
1739209692.8405547;-45.120503652039325
1739209692.8405645;-38.13080360867914
1739209692.8405745;-35.57807855764607
1739209692.8405845;-38.13080360867914
1739209692.8405945;-45.120503652039325
1739209692.8406043;-35.57807855764607
1739209692.8406143;-38.13080360867914
1739209692.8406243;-45.120503652039325
1739209692.8406343;-45.120503652039325
1739209692.8406441;-45.120503652039325
1739209692.8406541;-35.57807855764607
1739209692.8406641;-45.120503652039325
1739209692.8406742;-38.13080360867914
1739209692.840684;-45.120503652039325
1739209692.840694;-45.120503652039325
1739209692.840704;-38.13080360867914
1739209692.840714;-45.120503652039325
1739209692.840724;-35.57807855764607
1739209692.8407338;-45.120503652039325
1739209692.8407438;-38.13080360867914
1739209692.8407538;-38.13080360867914
1739209692.8407638;-32.816014438256545
1739209692.8407736;-32.816014438256545
1739209692.8407836;-45.120503652039325
1739209692.8407936;-45.120503652039325
1739209692.8408036;-38.13080360867914
1739209692.8408134;-35.57807855764607
1739209692.8408234;-45.120503652039325
1739209692.8408334;-45.120503652039325
1739209692.8408434;-45.120503652039325
1739209692.8408535;-45.120503652039325
1739209692.8408632;-45.120503652039325
1739209692.8408732;-45.120503652039325
1739209692.8408833;-45.120503652039325
1739209692.8408933;-45.120503652039325
1739209692.840903;-45.120503652039325
1739209692.840913;-45.120503652039325
1739209692.840923;-38.13080360867914
1739209692.840933;-45.120503652039325
1739209692.8409429;-45.120503652039325
1739209692.8409529;-45.120503652039325
1739209692.840963;-33.981070128970906
1739209692.840973;-32.816014438256545
1739209692.8409827;-38.13080360867914
1739209692.8409927;-45.120503652039325
1739209692.8410027;-38.13080360867914
1739209692.8410127;-32.816014438256545
1739209692.8410227;-38.13080360867914
1739209692.8410325;-45.120503652039325
1739209692.8410425;-45.120503652039325
1739209692.8410525;-45.120503652039325
1739209692.8410625;-38.13080360867914
1739209692.8410723;-45.120503652039325
1739209692.8410823;-38.13080360867914
1739209692.8410923;-45.120503652039325
1739209692.8411024;-45.120503652039325
1739209692.8411121;-38.13080360867914
1739209692.8411222;-35.57807855764607
1739209692.8411322;-38.13080360867914
1739209692.8411422;-38.13080360867914
1739209692.8411522;-45.120503652039325
1739209692.841162;-45.120503652039325
1739209692.841172;-29.438486411369333
1739209692.841182;-38.13080360867914
1739209692.841192;-45.120503652039325
1739209692.8412018;-38.13080360867914
1739209692.8412118;-45.120503652039325
1739209692.8412218;-38.13080360867914
1739209692.8412318;-38.13080360867914
1739209692.8412416;-38.13080360867914
1739209692.8412516;-38.13080360867914
1739209692.8412616;-45.120503652039325
1739209692.8412716;-32.816014438256545
1739209692.8412814;-38.13080360867914
1739209692.8412914;-45.120503652039325
1739209692.8413014;-45.120503652039325
1739209692.8413115;-35.57807855764607
1739209692.8413215;-45.120503652039325
1739209692.8413312;-28.58837851428586
1739209692.8413413;-32.816014438256545
1739209692.8413513;-35.57807855764607
1739209692.8413613;-38.13080360867914
1739209692.841371;-45.120503652039325
1739209692.841381;-33.981070128970906
1739209692.841391;-35.57807855764607
1739209692.841401;-33.981070128970906
1739209692.8414109;-33.981070128970956
1739209692.841421;-38.13080360867914
1739209692.841431;-35.57807855764607
1739209692.841441;-45.120503652039325
1739209692.841451;-45.120503652039325
1739209692.8414607;-38.13080360867914
1739209692.8414707;-35.57807855764607
1739209692.8414807;-45.120503652039325
1739209692.8414907;-28.992665084841942
1739209692.8415005;-30.49652367304973
1739209692.8415105;-45.120503652039325
1739209692.8415205;-45.120503652039325
1739209692.8415306;-38.13080360867914
1739209692.8415403;-35.57807855764607
1739209692.8415504;-38.13080360867914
1739209692.8415604;-38.13080360867914
1739209692.8415704;-38.13080360867914
1739209692.8415802;-35.57807855764607
1739209692.8415902;-45.120503652039325
1739209692.8416002;-38.13080360867914
1739209692.8416102;-38.13080360867914
1739209692.8416202;-45.120503652039325
1739209692.84163;-38.13080360867914
1739209692.84164;-38.13080360867914
1739209692.84165;-32.816014438256545
1739209692.84166;-31.141103565318915
1739209692.8416698;-45.120503652039325
1739209692.8416798;-38.13080360867914
1739209692.8416898;-35.57807855764607
1739209692.8416998;-35.57807855764607
1739209692.8417096;-38.13080360867914
1739209692.8417196;-38.13080360867914
1739209692.8417296;-35.57807855764607
1739209692.8417397;-45.120503652039325
1739209692.8417497;-38.13080360867914
1739209692.8417594;-38.13080360867914
1739209692.8417695;-45.120503652039325
1739209692.8417795;-45.120503652039325
1739209692.8417895;-45.120503652039325
1739209692.8417993;-38.13080360867914
1739209692.8418093;-35.57807855764607
1739209692.8418193;-38.13080360867914
1739209692.8418293;-45.120503652039325
1739209692.841839;-38.13080360867914
1739209692.841849;-35.57807855764607
1739209692.841859;-45.120503652039325
1739209692.841869;-38.13080360867914
1739209692.841879;-38.13080360867914
1739209692.841889;-38.13080360867914
1739209692.841899;-31.141103565318915
1739209692.841909;-38.13080360867914
1739209692.841919;-45.120503652039325
1739209692.8419287;-38.13080360867914
1739209692.8419387;-38.13080360867914
1739209692.8419487;-45.120503652039325
1739209692.8419588;-45.120503652039325
1739209692.8419685;-45.120503652039325
1739209692.8419785;-28.58837851428586
1739209692.8419886;-45.120503652039325
1739209692.8419986;-38.13080360867914
1739209692.8420084;-38.13080360867914
1739209692.8420184;-45.120503652039325
1739209692.8420284;-45.120503652039325
1739209692.8420384;-45.120503652039325
1739209692.8420484;-38.13080360867914
1739209692.8420582;-30.49652367304973
1739209692.8420682;-45.120503652039325
1739209692.8420782;-38.13080360867914
1739209692.8420882;-45.120503652039325
1739209692.842098;-45.120503652039325
1739209692.842108;-32.816014438256545
1739209692.842118;-38.13080360867914
1739209692.842128;-45.120503652039325
1739209692.8421378;-33.981070128970906
1739209692.8421478;-38.13080360867914
1739209692.8421578;-45.120503652039325
1739209692.8421679;-45.120503652039325
1739209692.8421776;-45.120503652039325
1739209692.8421876;-45.120503652039325
1739209692.8421977;-38.13080360867914
1739209692.8422077;-45.120503652039325
1739209692.8422177;-38.13080360867914
1739209692.8422275;-45.120503652039325
1739209692.8422375;-45.120503652039325
1739209692.8422475;-38.13080360867914
1739209692.8422575;-33.981070128970906
1739209692.8422673;-35.57807855764607
1739209692.8422773;-38.13080360867914
1739209692.8422873;-45.120503652039325
1739209692.8422973;-38.13080360867914
1739209692.842307;-35.57807855764607
1739209692.842317;-38.13080360867914
1739209692.842327;-45.120503652039325
1739209692.8423371;-45.120503652039325
1739209692.8423471;-45.120503652039325
1739209692.842357;-45.120503652039325
1739209692.842367;-45.120503652039325
1739209692.842377;-33.981070128970906
1739209692.842387;-35.57807855764607
1739209692.8423967;-38.13080360867914
1739209692.8424067;-45.120503652039325
1739209692.8424168;-33.981070128970906
1739209692.8424268;-35.57807855764607
1739209692.8424366;-38.13080360867914
1739209692.8424466;-38.13080360867914
1739209692.8424566;-38.13080360867914
1739209692.8424666;-35.57807855764607
1739209692.8424764;-38.13080360867914
1739209692.8424864;-45.120503652039325
1739209692.8424964;-45.120503652039325
1739209692.8425064;-35.57807855764607
1739209692.8425164;-45.120503652039325
1739209692.8425262;-45.120503652039325
1739209692.8425362;-31.141103565318915
1739209692.8425462;-38.13080360867914
1739209692.8425562;-38.13080360867914
1739209692.842566;-45.120503652039325
1739209692.842576;-45.120503652039325
1739209692.842586;-45.120503652039325
1739209692.842596;-35.57807855764607
1739209692.8426058;-45.120503652039325
1739209692.8426158;-38.13080360867914
1739209692.8426259;-38.13080360867914
1739209692.8426359;-45.120503652039325
1739209692.842646;-45.120503652039325
1739209692.8426557;-45.120503652039325
1739209692.8426657;-38.13080360867914
1739209692.8426757;-38.13080360867914
1739209692.8426857;-45.120503652039325
1739209692.8426955;-35.57807855764607
1739209692.8427055;-38.13080360867914
1739209692.8427155;-38.13080360867914
1739209692.8427255;-32.816014438256545
1739209692.8427353;-38.13080360867914
1739209692.8427453;-45.120503652039325
1739209692.8427553;-38.13080360867914
1739209692.8427653;-32.816014438256545
1739209692.842775;-38.13080360867914
1739209692.8427851;-38.13080360867914
1739209692.8427951;-38.13080360867914
1739209692.8428051;-45.120503652039325
1739209692.8428152;-45.120503652039325
1739209692.842825;-38.13080360867914
1739209692.842835;-38.13080360867914
1739209692.842845;-45.120503652039325
1739209692.842855;-45.120503652039325
1739209692.8428648;-45.120503652039325
1739209692.8428748;-45.120503652039325
1739209692.8428848;-35.57807855764607
1739209692.8428948;-38.13080360867914
1739209692.8429046;-45.120503652039325
1739209692.8429146;-38.13080360867914
1739209692.8429246;-35.57807855764607
1739209692.8429346;-38.13080360867914
1739209692.8429446;-45.120503652039325
1739209692.8429544;-45.120503652039325
1739209692.8429644;-38.13080360867914
1739209692.8429744;-38.13080360867914
1739209692.8429844;-38.13080360867914
1739209692.8429942;-38.13080360867914
1739209692.8430042;-35.57807855764607
1739209692.8430142;-38.13080360867914
1739209692.8430243;-33.981070128970906
1739209692.843034;-38.13080360867914
1739209692.843044;-45.120503652039325
1739209692.843054;-45.120503652039325
1739209692.843064;-45.120503652039325
1739209692.8430738;-33.981070128970906
1739209692.8430839;-45.120503652039325
1739209692.8430939;-45.120503652039325
1739209692.843104;-45.120503652039325
1739209692.843114;-38.13080360867914
1739209692.8431237;-45.120503652039325
1739209692.8431337;-38.13080360867914
1739209692.8431437;-38.13080360867914
1739209692.8431537;-45.120503652039325
1739209692.8431635;-45.120503652039325
1739209692.8431735;-38.13080360867914
1739209692.8431835;-35.57807855764607
1739209692.8431935;-45.120503652039325
1739209692.8432033;-45.120503652039325
1739209692.8432133;-38.13080360867914
1739209692.8432233;-29.438486411369333
1739209692.8432333;-33.981070128970906
1739209692.8432434;-45.120503652039325
1739209692.8432531;-38.13080360867914
1739209692.8432631;-32.816014438256545
1739209692.8432732;-38.13080360867914
1739209692.8432832;-45.120503652039325
1739209692.843293;-38.13080360867914
1739209692.843303;-38.13080360867914
1739209692.843313;-45.120503652039325
1739209692.843323;-45.120503652039325
1739209692.8433328;-38.13080360867914
1739209692.8433428;-38.13080360867914
1739209692.8433528;-45.120503652039325
1739209692.8433628;-45.120503652039325
1739209692.8433726;-45.120503652039325
1739209692.8433826;-32.816014438256545
1739209692.8433926;-38.13080360867914
1739209692.8434026;-45.120503652039325
