CAN Message; 0x1bb:00000c3316f0ef36
1739209747.1075065;-35.57807855764607
1739209747.1075084;-38.13080360867914
1739209747.1075106;-45.120503652039325
1739209747.1075125;-45.120503652039325
1739209747.1075144;-38.13080360867914
1739209747.1075163;-38.13080360867914
1739209747.1075182;-38.13080360867914
1739209747.1075203;-45.120503652039325
1739209747.1075222;-38.13080360867914
1739209747.1075242;-45.120503652039325
1739209747.107526;-38.13080360867914
1739209747.107528;-45.120503652039325
1739209747.10753;-45.120503652039325
1739209747.1091156;-35.57807855764607
1739209747.1091175;-45.120503652039325
1739209747.1091197;-45.120503652039325
1739209747.1091216;-38.13080360867914
1739209747.1091237;-38.13080360867914
1739209747.1091259;-45.120503652039325
1739209747.1091278;-38.13080360867914
1739209747.10913;-38.13080360867914
1739209747.1091318;-38.13080360867914
1739209747.109134;-38.13080360867914
1739209747.109136;-38.13080360867914
1739209747.109138;-33.981070128970906
1739209747.1091402;-45.120503652039325
1739209747.109142;-38.13080360867914
1739209747.1091442;-38.13080360867914
1739209747.1091464;-33.981070128970906
1739209747.1091483;-35.57807855764607
1739209747.1091504;-32.816014438256545
1739209747.1091523;-38.13080360867914
1739209747.1091545;-45.120503652039325
1739209747.1091566;-45.120503652039325
1739209747.1091585;-38.13080360867914
1739209747.1091607;-35.57807855764607
1739209747.1091626;-45.120503652039325
1739209747.1091647;-45.120503652039325
1739209747.1091669;-45.120503652039325
1739209747.1091688;-45.120503652039325
1739209747.109171;-45.120503652039325
1739209747.1091728;-45.120503652039325
1739209747.109175;-45.120503652039325
1739209747.109177;-45.120503652039325
1739209747.109179;-33.981070128970906
1739209747.1091812;-35.57807855764607
1739209747.109183;-38.13080360867914
1739209747.1091852;-45.120503652039325
1739209747.1091874;-45.120503652039325
1739209747.1091893;-38.13080360867914
1739209747.1091914;-38.13080360867914
1739209747.1091933;-38.13080360867914
1739209747.1091955;-45.120503652039325
1739209747.1091976;-45.120503652039325
1739209747.1091995;-45.120503652039325
1739209747.1092017;-45.120503652039325
1739209747.1092036;-45.120503652039325
1739209747.1092057;-45.120503652039325
1739209747.1092076;-38.13080360867914
1739209747.1092098;-33.981070128970906
1739209747.109212;-45.120503652039325
1739209747.1092138;-45.120503652039325
1739209747.109216;-38.13080360867914
1739209747.109218;-38.13080360867914
1739209747.10922;-35.57807855764607
1739209747.1092222;-35.57807855764607
1739209747.109224;-32.816014438256545
1739209747.1092262;-35.57807855764607
1739209747.1092281;-35.57807855764607
1739209747.1092303;-31.141103565318915
1739209747.1092324;-45.120503652039325
1739209747.1092343;-38.13080360867914
1739209747.1092365;-45.120503652039325
1739209747.1092384;-38.13080360867914
1739209747.1092405;-45.120503652039325
1739209747.1092427;-38.13080360867914
1739209747.1092446;-45.120503652039325
1739209747.1092467;-38.13080360867914
1739209747.1092486;-45.120503652039325
1739209747.1092508;-38.13080360867914
1739209747.109253;-35.57807855764607
1739209747.1092548;-45.120503652039325
1739209747.109257;-45.120503652039325
1739209747.109259;-38.13080360867914
1739209747.109261;-31.141103565318915
1739209747.1092632;-27.267205301931607
1739209747.109265;-45.120503652039325
1739209747.1092672;-38.13080360867914
1739209747.1092691;-38.13080360867914
1739209747.1092713;-33.981070128970906
1739209747.1092734;-45.120503652039325
1739209747.1092753;-45.120503652039325
1739209747.1092775;-45.120503652039325
1739209747.1092794;-35.57807855764607
1739209747.1092815;-38.13080360867914
1739209747.1092837;-38.13080360867914
1739209747.1092856;-45.120503652039325
1739209747.1092877;-38.13080360867914
1739209747.1092896;-32.816014438256545
1739209747.1092918;-38.13080360867914
1739209747.109294;-35.57807855764607
1739209747.1092958;-33.981070128970906
1739209747.109298;-38.13080360867914
1739209747.1093;-38.13080360867914
1739209747.109302;-38.13080360867914
1739209747.1093042;-38.13080360867914
1739209747.109306;-45.120503652039325
1739209747.1093082;-38.13080360867914
1739209747.1093102;-35.57807855764607
1739209747.1093123;-38.13080360867914
1739209747.1093144;-45.120503652039325
1739209747.1093163;-45.120503652039325
1739209747.1093185;-45.120503652039325
1739209747.1093204;-38.13080360867914
1739209747.1093225;-45.120503652039325
1739209747.1093247;-45.120503652039325
1739209747.1093266;-38.13080360867914
1739209747.1093287;-30.49652367304973
1739209747.1093307;-45.120503652039325
1739209747.1093328;-45.120503652039325
1739209747.109335;-38.13080360867914
1739209747.1093369;-45.120503652039325
1739209747.109339;-45.120503652039325
1739209747.109341;-35.57807855764607
1739209747.109343;-35.57807855764607
1739209747.1093452;-28.58837851428586
1739209747.109347;-45.120503652039325
1739209747.1093493;-38.13080360867914
1739209747.1093512;-35.57807855764607
1739209747.1093533;-38.13080360867914
1739209747.1093554;-38.13080360867914
1739209747.1093574;-38.13080360867914
1739209747.1093595;-45.120503652039325
1739209747.1093614;-38.13080360867914
1739209747.1093636;-45.120503652039325
1739209747.1093657;-38.13080360867914
1739209747.1093676;-45.120503652039325
1739209747.1093698;-45.120503652039325
1739209747.1093717;-38.13080360867914
1739209747.1093738;-38.13080360867914
1739209747.109376;-45.120503652039325
1739209747.1093779;-33.981070128970906
1739209747.10938;-32.816014438256545
1739209747.109382;-38.13080360867914
1739209747.109384;-35.57807855764607
1739209747.109386;-33.981070128970906
1739209747.109388;-45.120503652039325
1739209747.1093903;-38.13080360867914
1739209747.1093922;-35.57807855764607
1739209747.1093943;-33.981070128970906
1739209747.1093962;-38.13080360867914
1739209747.1093984;-33.981070128970906
1739209747.1094005;-38.13080360867914
1739209747.1094024;-33.981070128970906
1739209747.1094046;-35.57807855764607
1739209747.1094065;-45.120503652039325
1739209747.1094086;-45.120503652039325
1739209747.1094108;-38.13080360867914
1739209747.1094127;-45.120503652039325
1739209747.1094148;-45.120503652039325
1739209747.1094167;-38.13080360867914
1739209747.1094189;-38.13080360867914
1739209747.109421;-45.120503652039325
1739209747.109423;-45.120503652039325
1739209747.109425;-45.120503652039325
1739209747.109427;-38.13080360867914
1739209747.1094291;-38.13080360867914
1739209747.1094313;-38.13080360867914
1739209747.1094332;-45.120503652039325
1739209747.1094353;-38.13080360867914
1739209747.1094372;-45.120503652039325
1739209747.1094394;-33.981070128970906
1739209747.1094415;-38.13080360867914
1739209747.1094434;-35.57807855764607
1739209747.1094456;-32.816014438256545
1739209747.1094475;-38.13080360867914
1739209747.1094496;-38.13080360867914
1739209747.1094518;-45.120503652039325
1739209747.1094537;-32.816014438256545
1739209747.1094558;-45.120503652039325
1739209747.1094577;-45.120503652039325
1739209747.1094599;-38.13080360867914
1739209747.109462;-45.120503652039325
1739209747.109464;-45.120503652039325
1739209747.109466;-45.120503652039325
1739209747.109468;-45.120503652039325
1739209747.1094701;-45.120503652039325
1739209747.1094723;-38.13080360867914
1739209747.1094742;-45.120503652039325
1739209747.1094763;-38.13080360867914
1739209747.1094782;-38.13080360867914
1739209747.1094804;-38.13080360867914
1739209747.1094825;-45.120503652039325
1739209747.1094844;-38.13080360867914
1739209747.1094866;-35.57807855764607
1739209747.1094885;-38.13080360867914
1739209747.1094906;-45.120503652039325
1739209747.1094928;-38.13080360867914
1739209747.1094947;-32.816014438256545
1739209747.1094968;-38.13080360867914
1739209747.1094987;-38.13080360867914
1739209747.109501;-45.120503652039325
1739209747.109503;-45.120503652039325
1739209747.109505;-45.120503652039325
1739209747.109507;-38.13080360867914
1739209747.109509;-45.120503652039325
1739209747.1095111;-35.57807855764607
1739209747.1095133;-45.120503652039325
1739209747.1095152;-38.13080360867914
1739209747.1095173;-45.120503652039325
1739209747.1095192;-45.120503652039325
1739209747.1095214;-45.120503652039325
1739209747.1095235;-38.13080360867914
1739209747.1095254;-38.13080360867914
1739209747.1095276;-31.141103565318893
1739209747.1095295;-38.13080360867914
1739209747.1095316;-45.120503652039325
1739209747.1095338;-38.13080360867914
1739209747.1095357;-35.57807855764607
1739209747.1095378;-38.13080360867914
1739209747.1095397;-38.13080360867914
1739209747.109542;-38.13080360867914
1739209747.109544;-45.120503652039325
1739209747.109546;-45.120503652039325
1739209747.109548;-35.57807855764607
1739209747.10955;-38.13080360867914
1739209747.1095521;-45.120503652039325
1739209747.109554;-45.120503652039325
1739209747.1095562;-45.120503652039325
1739209747.1095583;-45.120503652039325
1739209747.1095603;-33.981070128970906
1739209747.1095624;-45.120503652039325
1739209747.1095643;-38.13080360867914
1739209747.1095665;-33.981070128970906
1739209747.1095686;-45.120503652039325
1739209747.1095705;-38.13080360867914
1739209747.1095726;-35.57807855764607
1739209747.1095746;-38.13080360867914
1739209747.1095767;-35.57807855764607
1739209747.1095788;-38.13080360867914
1739209747.1095808;-35.57807855764607
1739209747.109583;-38.13080360867914
1739209747.1095848;-38.13080360867914
1739209747.109587;-38.13080360867914
1739209747.109589;-45.120503652039325
1739209747.109591;-33.981070128970906
1739209747.1095932;-38.13080360867914
1739209747.109595;-45.120503652039325
1739209747.1095972;-35.57807855764607
1739209747.1095994;-45.120503652039325
1739209747.1096013;-45.120503652039325
1739209747.1096034;-38.13080360867914
1739209747.1096053;-35.57807855764607
1739209747.1096075;-45.120503652039325
1739209747.1096096;-30.49652367304973
1739209747.1096115;-31.141103565318915
1739209747.1096137;-45.120503652039325
1739209747.1096156;-38.13080360867914
1739209747.1096177;-45.120503652039325
1739209747.1096199;-33.981070128970906
1739209747.1096218;-38.13080360867914
1739209747.109624;-45.120503652039325
1739209747.1096258;-45.120503652039325
1739209747.109628;-45.120503652039325
1739209747.10963;-45.120503652039325
1739209747.109632;-45.120503652039325
1739209747.1096342;-33.981070128970906
1739209747.109636;-38.13080360867914
1739209747.1096382;-45.120503652039325
1739209747.1096404;-33.981070128970906
1739209747.1096423;-45.120503652039325
1739209747.1096444;-45.120503652039325
1739209747.1096463;-45.120503652039325
1739209747.1096485;-45.120503652039325
1739209747.1096506;-38.13080360867914
1739209747.1096525;-38.13080360867914
1739209747.1096547;-45.120503652039325
1739209747.1096566;-38.13080360867914
1739209747.1096587;-32.816014438256545
1739209747.1096609;-35.57807855764607
1739209747.1096628;-38.13080360867914
1739209747.109665;-45.120503652039325
1739209747.1096668;-32.816014438256545
1739209747.109669;-35.57807855764607
1739209747.109671;-45.120503652039325
1739209747.109673;-45.120503652039325
1739209747.1096752;-33.981070128970906
1739209747.109677;-45.120503652039325
1739209747.1096792;-45.120503652039325
1739209747.1096814;-45.120503652039325
1739209747.1096833;-45.120503652039325
1739209747.1096854;-38.13080360867914
1739209747.1096873;-45.120503652039325
1739209747.1096895;-38.13080360867914
1739209747.1096916;-35.57807855764607
1739209747.1096935;-38.13080360867914
1739209747.1096957;-45.120503652039325
1739209747.1096976;-45.120503652039325
1739209747.1096997;-38.13080360867914
1739209747.1097019;-33.981070128970906
1739209747.1097038;-33.981070128970906
1739209747.109706;-45.120503652039325
1739209747.1097078;-45.120503652039325
1739209747.10971;-45.120503652039325
1739209747.1097121;-45.120503652039325
1739209747.109714;-45.120503652039325
1739209747.1097162;-38.13080360867914
1739209747.109718;-38.13080360867914
1739209747.1097202;-35.57807855764607
1739209747.1097224;-38.13080360867914
1739209747.1097243;-45.120503652039325
1739209747.1097264;-45.120503652039325
1739209747.1097283;-45.120503652039325
1739209747.1097305;-45.120503652039325
1739209747.1097324;-45.120503652039325
1739209747.1097345;-45.120503652039325
1739209747.1097367;-38.13080360867914
1739209747.1097386;-38.13080360867914
1739209747.1097407;-45.120503652039325
1739209747.1097426;-31.141103565318915
1739209747.1097448;-32.816014438256545
1739209747.109747;-38.13080360867914
1739209747.1097488;-45.120503652039325
1739209747.109751;-38.13080360867914
1739209747.109753;-32.816014438256545
1739209747.109755;-38.13080360867914
1739209747.1097572;-45.120503652039325
1739209747.109759;-45.120503652039325
1739209747.1097612;-45.120503652039325
1739209747.1097631;-45.120503652039325
1739209747.1097653;-38.13080360867914
1739209747.1097674;-45.120503652039325
1739209747.1097693;-45.120503652039325
1739209747.1097715;-38.13080360867914
1739209747.1097734;-45.120503652039325
1739209747.1097755;-45.120503652039325
1739209747.1097777;-45.120503652039325
1739209747.1097796;-35.57807855764607
1739209747.1097817;-38.13080360867914
1739209747.1097836;-38.13080360867914
1739209747.1097858;-38.13080360867914
1739209747.109788;-45.120503652039325
1739209747.1097898;-45.120503652039325
1739209747.109792;-38.13080360867914
1739209747.109794;-32.816014438256545
1739209747.109796;-38.13080360867914
1739209747.1097982;-38.13080360867914
1739209747.1098;-38.13080360867914
1739209747.1098022;-38.13080360867914
1739209747.1098042;-38.13080360867914
1739209747.1098063;-31.141103565318893
1739209747.1098084;-38.13080360867914
1739209747.1098104;-38.13080360867914
1739209747.1098125;-38.13080360867914
1739209747.1098144;-35.57807855764607
1739209747.1098166;-38.13080360867914
1739209747.1098187;-45.120503652039325
1739209747.1098206;-45.120503652039325
1739209747.1098228;-45.120503652039325
1739209747.1098247;-38.13080360867914
1739209747.1098268;-29.438486411369333
1739209747.109829;-38.13080360867914
1739209747.1098309;-38.13080360867914
1739209747.109833;-33.981070128970906
1739209747.109835;-45.120503652039325
1739209747.109837;-45.120503652039325
1739209747.1098392;-32.816014438256545
1739209747.109841;-45.120503652039325
1739209747.1098433;-33.981070128970956
1739209747.1098452;-38.13080360867914
1739209747.1098473;-38.13080360867914
1739209747.1098495;-38.13080360867914
1739209747.1098514;-45.120503652039325
1739209747.1098535;-45.120503652039325
1739209747.1098554;-45.120503652039325
1739209747.1098576;-38.13080360867914
1739209747.1098597;-30.49652367304973
1739209747.1098616;-38.13080360867914
1739209747.1098638;-45.120503652039325
1739209747.1098657;-33.981070128970906
1739209747.1098678;-33.981070128970906
1739209747.10987;-45.120503652039325
1739209747.1098719;-45.120503652039325
1739209747.109874;-38.13080360867914
1739209747.109876;-38.13080360867914
1739209747.109878;-38.13080360867914
1739209747.1098802;-45.120503652039325
1739209747.109882;-45.120503652039325
1739209747.1098843;-31.141103565318893
1739209747.1098862;-38.13080360867914
1739209747.1098883;-45.120503652039325
1739209747.1098905;-45.120503652039325
1739209747.1098924;-35.57807855764607
1739209747.1098945;-45.120503652039325
1739209747.1098964;-32.816014438256545
1739209747.1098986;-45.120503652039325
1739209747.1099005;-45.120503652039325
1739209747.1099026;-38.13080360867914
1739209747.1099048;-45.120503652039325
1739209747.1099067;-45.120503652039325
1739209747.1099088;-27.8777449560314
1739209747.1099107;-38.13080360867914
1739209747.1099129;-35.57807855764607
1739209747.109915;-38.13080360867914
1739209747.109917;-33.981070128970906
1739209747.109919;-45.120503652039325
1739209747.109921;-45.120503652039325
1739209747.1099231;-45.120503652039325
1739209747.1099253;-45.120503652039325
1739209747.1099272;-45.120503652039325
1739209747.1099293;-38.13080360867914
1739209747.1099312;-38.13080360867914
1739209747.1099334;-35.57807855764607
1739209747.1099355;-38.13080360867914
1739209747.1099374;-45.120503652039325
1739209747.1099396;-45.120503652039325
1739209747.1099415;-45.120503652039325
1739209747.1099436;-45.120503652039325
1739209747.1099458;-45.120503652039325
1739209747.1099477;-38.13080360867914
1739209747.1099498;-45.120503652039325
1739209747.1099517;-38.13080360867914
1739209747.1099539;-45.120503652039325
1739209747.109956;-45.120503652039325
1739209747.109958;-31.141103565318893
1739209747.10996;-38.13080360867914
1739209747.109962;-45.120503652039325
1739209747.1099641;-38.13080360867914
1739209747.1099663;-32.816014438256545
1739209747.1099682;-38.13080360867914
1739209747.1099703;-45.120503652039325
1739209747.1099722;-45.120503652039325
1739209747.1099744;-45.120503652039325
1739209747.1099765;-38.13080360867914
1739209747.1099784;-38.13080360867914
1739209747.1099806;-45.120503652039325
1739209747.1099825;-35.57807855764607
1739209747.1099846;-38.13080360867914
1739209747.1099868;-45.120503652039325
1739209747.1099887;-38.13080360867914
1739209747.1099908;-38.13080360867914
1739209747.1099927;-38.13080360867914
1739209747.109995;-38.13080360867914
1739209747.109997;-38.13080360867914
1739209747.109999;-38.13080360867914
1739209747.110001;-38.13080360867914
1739209747.110003;-45.120503652039325
1739209747.1100051;-45.120503652039325
1739209747.1100073;-45.120503652039325
1739209747.1100092;-38.13080360867914
1739209747.1100113;-45.120503652039325
1739209747.1100132;-38.13080360867914
1739209747.1100154;-35.57807855764607
1739209747.1100175;-38.13080360867914
1739209747.1100194;-45.120503652039325
1739209747.1100216;-33.981070128970906
1739209747.1100235;-38.13080360867914
1739209747.1100256;-33.981070128970906
1739209747.1100278;-45.120503652039325
1739209747.1100297;-45.120503652039325
1739209747.1100318;-45.120503652039325
1739209747.1100338;-38.13080360867914
1739209747.110036;-45.120503652039325
1739209747.110038;-45.120503652039325
1739209747.11004;-45.120503652039325
1739209747.110042;-33.981070128970906
1739209747.110044;-45.120503652039325
1739209747.1100461;-45.120503652039325
1739209747.1100483;-38.13080360867914
1739209747.1100502;-45.120503652039325
1739209747.1100523;-45.120503652039325
1739209747.1100543;-38.13080360867914
1739209747.1100564;-45.120503652039325
1739209747.1100585;-38.13080360867914
1739209747.1100605;-35.57807855764607
1739209747.1100626;-45.120503652039325
1739209747.1100645;-38.13080360867914
1739209747.1100667;-38.13080360867914
1739209747.1100688;-45.120503652039325
1739209747.1100707;-45.120503652039325
1739209747.1100729;-38.13080360867914
1739209747.1100748;-45.120503652039325
1739209747.110077;-38.13080360867914
1739209747.1100788;-38.13080360867914
1739209747.110081;-45.120503652039325
1739209747.110083;-38.13080360867914
1739209747.110085;-45.120503652039325
1739209747.1100872;-38.13080360867914
1739209747.110089;-38.13080360867914
1739209747.1100912;-33.981070128970906
1739209747.1100934;-38.13080360867914
1739209747.1100953;-45.120503652039325
1739209747.1100974;-35.57807855764607
1739209747.1100993;-45.120503652039325
1739209747.1101015;-45.120503652039325
1739209747.1101036;-45.120503652039325
1739209747.1101055;-45.120503652039325
1739209747.1101077;-32.816014438256545
1739209747.1101096;-38.13080360867914
1739209747.1101117;-38.13080360867914
1739209747.1101139;-45.120503652039325
1739209747.1101158;-45.120503652039325
1739209747.110118;-35.57807855764607
1739209747.1101198;-35.57807855764607
1739209747.110122;-38.13080360867914
1739209747.110124;-31.141103565318915
1739209747.110126;-33.981070128970906
1739209747.1101282;-33.981070128970906
1739209747.11013;-45.120503652039325
1739209747.1101322;-33.981070128970906
1739209747.1101344;-45.120503652039325
1739209747.1101363;-45.120503652039325
1739209747.1101384;-33.981070128970906
1739209747.1101403;-38.13080360867914
1739209747.1101425;-45.120503652039325
1739209747.1101446;-38.13080360867914
1739209747.1101465;-45.120503652039325
1739209747.1101487;-45.120503652039325
1739209747.1101506;-45.120503652039325
1739209747.1101527;-45.120503652039325
1739209747.1101549;-38.13080360867914
1739209747.1101568;-38.13080360867914
1739209747.110159;-45.120503652039325
1739209747.1101608;-45.120503652039325
1739209747.110163;-38.13080360867914
1739209747.110165;-38.13080360867914
1739209747.110167;-45.120503652039325
1739209747.1101692;-38.13080360867914
1739209747.110171;-45.120503652039325
1739209747.1101732;-31.141103565318915
1739209747.1101754;-33.981070128970906
1739209747.1101773;-45.120503652039325
1739209747.1101794;-32.816014438256545
1739209747.1101813;-38.13080360867914
1739209747.1101835;-45.120503652039325
1739209747.1101856;-45.120503652039325
1739209747.1101875;-33.981070128970906
1739209747.1101897;-45.120503652039325
1739209747.1101916;-38.13080360867914
1739209747.1101937;-38.13080360867914
1739209747.1101959;-45.120503652039325
1739209747.1101978;-45.120503652039325
1739209747.1102;-38.13080360867914
1739209747.1102018;-38.13080360867914
1739209747.110204;-35.57807855764607
1739209747.1102061;-32.816014438256545
1739209747.110208;-30.49652367304973
1739209747.1102102;-38.13080360867914
1739209747.110212;-38.13080360867914
1739209747.1102142;-45.120503652039325
1739209747.1102164;-45.120503652039325
1739209747.1102183;-38.13080360867914
1739209747.1102204;-38.13080360867914
1739209747.1102223;-45.120503652039325
1739209747.1102245;-38.13080360867914
1739209747.1102266;-38.13080360867914
1739209747.1102285;-35.57807855764607
1739209747.1102307;-38.13080360867914
1739209747.1102326;-38.13080360867914
1739209747.1102347;-45.120503652039325
1739209747.110237;-38.13080360867914
1739209747.1102388;-38.13080360867914
1739209747.110241;-45.120503652039325
1739209747.1102428;-38.13080360867914
1739209747.110245;-45.120503652039325
1739209747.1102471;-45.120503652039325
1739209747.110249;-45.120503652039325
1739209747.1102512;-38.13080360867914
1739209747.110253;-45.120503652039325
1739209747.1102552;-38.13080360867914
1739209747.1102571;-33.981070128970906
1739209747.1102593;-38.13080360867914
1739209747.1102614;-38.13080360867914
1739209747.1102633;-38.13080360867914
1739209747.1102655;-38.13080360867914
1739209747.1102674;-45.120503652039325
1739209747.1102695;-38.13080360867914
1739209747.1102717;-45.120503652039325
1739209747.1102736;-45.120503652039325
1739209747.1102757;-33.981070128970906
1739209747.1102777;-45.120503652039325
1739209747.1102798;-38.13080360867914
1739209747.110282;-32.816014438256545
