CAN Message; 0x62:0800083103f1db40
Timestamp;Amplitude
1739209868.129524;-35.57807855764607
1739209868.1295264;-38.13080360867914
1739209868.1295288;-45.120503652039325
1739209868.1295311;-38.13080360867914
1739209868.1295335;-45.120503652039325
1739209868.129536;-45.120503652039325
1739209868.1295383;-45.120503652039325
1739209868.1295407;-45.120503652039325
1739209868.129543;-45.120503652039325
1739209868.1295455;-38.13080360867914
1739209868.1295478;-35.57807855764607
1739209868.1295502;-38.13080360867914
1739209868.1295526;-45.120503652039325
1739209868.129555;-38.13080360867914
1739209868.1295574;-32.816014438256545
1739209868.12956;-38.13080360867914
1739209868.1295624;-45.120503652039325
1739209868.1295648;-38.13080360867914
1739209868.1295671;-35.57807855764607
1739209868.1295695;-45.120503652039325
1739209868.129572;-45.120503652039325
1739209868.1295743;-38.13080360867914
1739209868.1295767;-38.13080360867914
1739209868.129579;-38.13080360867914
1739209868.1295815;-35.57807855764607
1739209868.1295838;-45.120503652039325
1739209868.1295862;-35.57807855764607
1739209868.1295886;-38.13080360867914
1739209868.129591;-45.120503652039325
1739209868.1295934;-45.120503652039325
1739209868.1295958;-38.13080360867914
1739209868.1295981;-38.13080360867914
1739209868.1296005;-38.13080360867914
1739209868.129603;-38.13080360867914
1739209868.1296053;-45.120503652039325
1739209868.1296077;-38.13080360867914
1739209868.12961;-45.120503652039325
1739209868.1296124;-45.120503652039325
1739209868.1296148;-45.120503652039325
1739209868.1296172;-38.13080360867914
1739209868.1296196;-45.120503652039325
1739209868.129622;-45.120503652039325
1739209868.1296244;-35.57807855764607
1739209868.1296268;-45.120503652039325
1739209868.1296291;-45.120503652039325
1739209868.1296315;-45.120503652039325
1739209868.129634;-38.13080360867914
1739209868.1296363;-38.13080360867914
1739209868.129639;-38.13080360867914
1739209868.1296413;-38.13080360867914
1739209868.1296437;-38.13080360867914
1739209868.129646;-38.13080360867914
1739209868.1296484;-38.13080360867914
1739209868.1296508;-45.120503652039325
1739209868.1296532;-45.120503652039325
1739209868.1296556;-45.120503652039325
1739209868.129658;-38.13080360867914
1739209868.1296604;-38.13080360867914
1739209868.1296628;-45.120503652039325
1739209868.1296651;-33.981070128970906
1739209868.1296675;-35.57807855764607
1739209868.12967;-45.120503652039325
1739209868.1296723;-38.13080360867914
1739209868.1296747;-33.981070128970906
1739209868.129677;-45.120503652039325
1739209868.1296794;-45.120503652039325
1739209868.1296818;-38.13080360867914
1739209868.1296842;-38.13080360867914
1739209868.1296866;-45.120503652039325
1739209868.129689;-45.120503652039325
1739209868.1296914;-38.13080360867914
1739209868.1296937;-29.438486411369347
1739209868.1296961;-38.13080360867914
1739209868.1296985;-35.57807855764607
1739209868.129701;-38.13080360867914
1739209868.1297033;-45.120503652039325
1739209868.1297057;-38.13080360867914
1739209868.129708;-45.120503652039325
1739209868.1297104;-45.120503652039325
1739209868.129713;-28.992665084841942
1739209868.1297154;-35.57807855764607
1739209868.1297178;-33.981070128970906
1739209868.1297202;-35.57807855764607
1739209868.1297226;-33.981070128970906
1739209868.129725;-45.120503652039325
1739209868.1297274;-45.120503652039325
1739209868.1297297;-38.13080360867914
1739209868.1297321;-35.57807855764607
1739209868.1297345;-45.120503652039325
1739209868.129737;-38.13080360867914
1739209868.1297393;-35.57807855764607
1739209868.1297417;-38.13080360867914
1739209868.129744;-45.120503652039325
1739209868.1297464;-45.120503652039325
1739209868.1297488;-38.13080360867914
1739209868.1297512;-38.13080360867914
1739209868.1297536;-38.13080360867914
1739209868.129756;-38.13080360867914
1739209868.1297584;-45.120503652039325
1739209868.1297607;-38.13080360867914
1739209868.1297631;-38.13080360867914
1739209868.1297655;-38.13080360867914
1739209868.129768;-45.120503652039325
1739209868.1297703;-27.267205301931607
1739209868.1297727;-33.981070128970906
1739209868.129775;-45.120503652039325
1739209868.1297774;-38.13080360867914
1739209868.1297798;-33.981070128970906
1739209868.1297822;-45.120503652039325
1739209868.1297846;-38.13080360867914
1739209868.129787;-32.816014438256545
1739209868.1297894;-33.981070128970956
1739209868.129792;-38.13080360867914
1739209868.1297944;-33.981070128970906
1739209868.1297967;-35.57807855764607
1739209868.1297991;-38.13080360867914
1739209868.1298015;-45.120503652039325
1739209868.129804;-45.120503652039325
1739209868.1298063;-45.120503652039325
1739209868.1298087;-31.141103565318915
1739209868.129811;-33.981070128970906
1739209868.1298134;-45.120503652039325
1739209868.1298158;-38.13080360867914
1739209868.1298182;-38.13080360867914
1739209868.1298206;-45.120503652039325
1739209868.129823;-45.120503652039325
1739209868.1298254;-38.13080360867914
1739209868.1298277;-45.120503652039325
1739209868.1298301;-45.120503652039325
1739209868.1298325;-38.13080360867914
1739209868.129835;-38.13080360867914
1739209868.1298373;-45.120503652039325
1739209868.1298397;-45.120503652039325
1739209868.129842;-38.13080360867914
1739209868.1298444;-35.57807855764607
1739209868.1298468;-45.120503652039325
1739209868.1298492;-45.120503652039325
1739209868.1298516;-38.13080360867914
1739209868.129854;-32.816014438256545
1739209868.1298563;-45.120503652039325
1739209868.1298587;-38.13080360867914
1739209868.129861;-38.13080360867914
1739209868.1298635;-45.120503652039325
