CAN Message; 0x1a7:0000391a6b59eb34
1739209642.9765835;-45.120503652039325
1739209642.976585;-45.120503652039325
1739209642.976586;-38.13080360867914
1739209642.9765875;-45.120503652039325
1739209642.976589;-38.13080360867914
1739209642.9765902;-38.13080360867914
1739209642.9765916;-45.120503652039325
1739209642.9765928;-38.13080360867914
1739209642.9765942;-38.13080360867914
1739209642.9765954;-45.120503652039325
1739209642.9765968;-45.120503652039325
1739209642.976598;-45.120503652039325
1739209642.9765995;-45.120503652039325
1739209642.9766006;-38.13080360867914
1739209642.976602;-38.13080360867914
1739209642.9766033;-33.981070128970906
1739209642.9766047;-45.120503652039325
1739209642.976606;-45.120503652039325
1739209642.9766073;-38.13080360867914
1739209642.9766085;-35.57807855764607
1739209642.97661;-32.816014438256545
1739209642.9766111;-33.981070128970906
1739209642.9766126;-45.120503652039325
1739209642.9766138;-38.13080360867914
1739209642.9766152;-35.57807855764607
1739209642.9766164;-38.13080360867914
1739209642.9766178;-45.120503652039325
1739209642.976619;-33.981070128970906
1739209642.9766204;-38.13080360867914
1739209642.9766216;-38.13080360867914
1739209642.976623;-45.120503652039325
1739209642.9766243;-45.120503652039325
1739209642.9766257;-45.120503652039325
1739209642.9766269;-45.120503652039325
1739209642.9766283;-38.13080360867914
1739209642.9766295;-38.13080360867914
1739209642.976631;-30.49652367304973
1739209642.976632;-33.981070128970906
1739209642.9766335;-45.120503652039325
1739209642.976635;-35.57807855764607
1739209642.9766362;-33.981070128970906
1739209642.9766376;-38.13080360867914
1739209642.9766388;-45.120503652039325
1739209642.9766402;-45.120503652039325
1739209642.9766414;-45.120503652039325
1739209642.9766428;-45.120503652039325
1739209642.976644;-38.13080360867914
1739209642.9766455;-33.981070128970906
1739209642.9766467;-33.981070128970906
1739209642.976648;-38.13080360867914
1739209642.9766493;-38.13080360867914
1739209642.9766507;-38.13080360867914
1739209642.976652;-35.57807855764607
1739209642.9766533;-38.13080360867914
1739209642.9766545;-45.120503652039325
1739209642.976656;-45.120503652039325
1739209642.9766572;-38.13080360867914
1739209642.9766586;-45.120503652039325
1739209642.9766598;-45.120503652039325
1739209642.9766612;-38.13080360867914
1739209642.9766624;-45.120503652039325
1739209642.9766638;-45.120503652039325
1739209642.976665;-45.120503652039325
1739209642.9766665;-38.13080360867914
1739209642.9766676;-33.981070128970906
1739209642.976669;-45.120503652039325
1739209642.9766703;-45.120503652039325
1739209642.9766717;-45.120503652039325
1739209642.976673;-45.120503652039325
1739209642.9766743;-45.120503652039325
1739209642.9766755;-38.13080360867914
1739209642.976677;-38.13080360867914
1739209642.9766784;-38.13080360867914
1739209642.9766796;-33.981070128970906
1739209642.976681;-45.120503652039325
1739209642.9766822;-45.120503652039325
1739209642.9766836;-45.120503652039325
1739209642.9766848;-38.13080360867914
1739209642.9766862;-45.120503652039325
1739209642.9766874;-45.120503652039325
1739209642.9766889;-38.13080360867914
1739209642.97669;-45.120503652039325
1739209642.9766915;-45.120503652039325
1739209642.9766927;-38.13080360867914
1739209642.976694;-38.13080360867914
1739209642.9766953;-45.120503652039325
1739209642.9766967;-45.120503652039325
1739209642.976698;-45.120503652039325
1739209642.9766994;-38.13080360867914
1739209642.9767005;-38.13080360867914
1739209642.976702;-45.120503652039325
1739209642.9767032;-38.13080360867914
1739209642.9767046;-38.13080360867914
1739209642.9767058;-35.57807855764607
1739209642.9767072;-38.13080360867914
1739209642.9767084;-38.13080360867914
1739209642.9767098;-45.120503652039325
1739209642.976711;-38.13080360867914
1739209642.9767125;-38.13080360867914
1739209642.9767137;-45.120503652039325
1739209642.976715;-45.120503652039325
1739209642.9767163;-45.120503652039325
1739209642.9767177;-38.13080360867914
1739209642.976719;-38.13080360867914
1739209642.9767203;-35.57807855764607
1739209642.9767215;-33.981070128970906
1739209642.976723;-38.13080360867914
1739209642.9767244;-35.57807855764607
1739209642.9767256;-38.13080360867914
1739209642.976727;-26.991370085610736
1739209642.9767282;-38.13080360867914
1739209642.9767296;-45.120503652039325
1739209642.9767308;-35.57807855764607
1739209642.9767323;-32.816014438256545
1739209642.9767334;-33.981070128970906
1739209642.9767349;-38.13080360867914
1739209642.976736;-38.13080360867914
1739209642.9767375;-35.57807855764607
1739209642.9767387;-45.120503652039325
1739209642.9767401;-35.57807855764607
1739209642.9767413;-45.120503652039325
1739209642.9767427;-45.120503652039325
1739209642.976744;-38.13080360867914
1739209642.9767454;-38.13080360867914
1739209642.9767466;-45.120503652039325
1739209642.976748;-31.141103565318893
1739209642.9767492;-35.57807855764607
1739209642.9767506;-45.120503652039325
1739209642.9767518;-38.13080360867914
1739209642.9767532;-38.13080360867914
1739209642.9767544;-45.120503652039325
1739209642.9767559;-38.13080360867914
1739209642.976757;-38.13080360867914
1739209642.9767585;-45.120503652039325
1739209642.9767597;-45.120503652039325
1739209642.976761;-45.120503652039325
1739209642.9767623;-38.13080360867914
1739209642.9767637;-45.120503652039325
1739209642.976765;-45.120503652039325
1739209642.9767663;-38.13080360867914
1739209642.9767675;-38.13080360867914
1739209642.976769;-35.57807855764607
1739209642.9767704;-45.120503652039325
1739209642.9767716;-38.13080360867914
1739209642.976773;-38.13080360867914
1739209642.9767742;-38.13080360867914
1739209642.9767756;-38.13080360867914
1739209642.9767768;-35.57807855764607
1739209642.9767783;-38.13080360867914
1739209642.9767795;-45.120503652039325
1739209642.976781;-45.120503652039325
1739209642.976782;-45.120503652039325
1739209642.9767835;-38.13080360867914
1739209642.9767847;-45.120503652039325
1739209642.9767861;-45.120503652039325
1739209642.9767873;-45.120503652039325
1739209642.9767888;-45.120503652039325
1739209642.97679;-45.120503652039325
1739209642.9767914;-38.13080360867914
1739209642.9767926;-35.57807855764607
1739209642.976794;-45.120503652039325
1739209642.9767952;-45.120503652039325
1739209642.9767966;-38.13080360867914
1739209642.9767978;-38.13080360867914
1739209642.9767992;-45.120503652039325
1739209642.9768004;-33.981070128970906
1739209642.9768019;-33.981070128970906
1739209642.976803;-38.13080360867914
1739209642.9768045;-38.13080360867914
1739209642.9768057;-38.13080360867914
1739209642.976807;-35.57807855764607
1739209642.9768083;-38.13080360867914
1739209642.9768097;-33.981070128970906
1739209642.976811;-45.120503652039325
1739209642.9768124;-35.57807855764607
1739209642.9768138;-35.57807855764607
1739209642.976815;-38.13080360867914
1739209642.9768164;-45.120503652039325
1739209642.9768176;-45.120503652039325
1739209642.976819;-35.57807855764607
1739209642.9768202;-38.13080360867914
1739209642.9768217;-38.13080360867914
1739209642.9768229;-28.992665084841942
1739209642.9768243;-38.13080360867914
1739209642.9768255;-38.13080360867914
1739209642.976827;-38.13080360867914
1739209642.976828;-35.57807855764607
1739209642.9768295;-38.13080360867914
1739209642.9768307;-38.13080360867914
1739209642.9768322;-45.120503652039325
1739209642.9768333;-31.14110356531892
1739209642.9768348;-35.57807855764607
1739209642.976836;-45.120503652039325
1739209642.9768374;-45.120503652039325
1739209642.9768386;-45.120503652039325
1739209642.97684;-38.13080360867914
1739209642.9768412;-45.120503652039325
1739209642.9768426;-33.981070128970906
1739209642.9768438;-27.267205301931607
1739209642.9768453;-38.13080360867914
1739209642.9768465;-38.13080360867914
1739209642.976848;-38.13080360867914
1739209642.976849;-32.816014438256545
1739209642.9768505;-38.13080360867914
1739209642.9768517;-38.13080360867914
1739209642.9768531;-38.13080360867914
1739209642.9768543;-31.14110356531892
1739209642.9768558;-45.120503652039325
1739209642.976857;-45.120503652039325
1739209642.9768584;-45.120503652039325
1739209642.9768598;-45.120503652039325
1739209642.976861;-45.120503652039325
1739209642.9768624;-45.120503652039325
1739209642.9768636;-38.13080360867914
1739209642.976865;-31.141103565318915
1739209642.9768662;-38.13080360867914
1739209642.9768677;-38.13080360867914
1739209642.9768689;-38.13080360867914
1739209642.9768703;-35.57807855764607
1739209642.9768715;-38.13080360867914
1739209642.976873;-38.13080360867914
1739209642.976874;-45.120503652039325
1739209642.9768755;-33.981070128970906
1739209642.9768767;-32.816014438256545
1739209642.9768782;-45.120503652039325
1739209642.9768794;-45.120503652039325
1739209642.9768808;-45.120503652039325
1739209642.976882;-45.120503652039325
1739209642.9768834;-45.120503652039325
1739209642.9768846;-45.120503652039325
1739209642.976886;-38.13080360867914
1739209642.9768872;-38.13080360867914
1739209642.9768887;-38.13080360867914
1739209642.9768898;-45.120503652039325
1739209642.9768913;-38.13080360867914
1739209642.9768925;-45.120503652039325
1739209642.976894;-38.13080360867914
1739209642.976895;-45.120503652039325
1739209642.9768965;-45.120503652039325
1739209642.9768977;-38.13080360867914
1739209642.9768991;-38.13080360867914
1739209642.9769003;-45.120503652039325
1739209642.9769018;-38.13080360867914
1739209642.9769032;-35.57807855764607
1739209642.9769044;-45.120503652039325
1739209642.9769058;-38.13080360867914
1739209642.976907;-38.13080360867914
1739209642.9769084;-38.13080360867914
1739209642.9769096;-38.13080360867914
1739209642.976911;-45.120503652039325
1739209642.9769123;-38.13080360867914
1739209642.9769137;-45.120503652039325
1739209642.976915;-38.13080360867914
1739209642.9769163;-45.120503652039325
1739209642.9769175;-38.13080360867914
1739209642.976919;-38.13080360867914
1739209642.9769201;-45.120503652039325
1739209642.9769216;-45.120503652039325
1739209642.9769228;-45.120503652039325
1739209642.9769242;-35.57807855764607
1739209642.9769254;-38.13080360867914
1739209642.9769268;-45.120503652039325
1739209642.976928;-33.981070128970906
1739209642.9769294;-35.57807855764607
1739209642.9769306;-38.13080360867914
1739209642.976932;-45.120503652039325
1739209642.9769332;-31.141103565318915
1739209642.9769347;-38.13080360867914
1739209642.9769359;-38.13080360867914
1739209642.9769373;-38.13080360867914
1739209642.9769385;-45.120503652039325
1739209642.97694;-35.57807855764607
1739209642.976941;-45.120503652039325
1739209642.9769425;-45.120503652039325
1739209642.9769437;-45.120503652039325
1739209642.9769452;-35.57807855764607
1739209642.9769464;-35.57807855764607
1739209642.9769478;-45.120503652039325
1739209642.9769492;-38.13080360867914
1739209642.9769504;-32.816014438256545
1739209642.9769518;-45.120503652039325
1739209642.976953;-45.120503652039325
1739209642.9769545;-38.13080360867914
1739209642.9769557;-45.120503652039325
1739209642.976957;-38.13080360867914
1739209642.9769583;-45.120503652039325
1739209642.9769597;-45.120503652039325
1739209642.976961;-38.13080360867914
1739209642.9769623;-38.13080360867914
1739209642.9769635;-45.120503652039325
1739209642.976965;-45.120503652039325
1739209642.9769661;-38.13080360867914
1739209642.9769676;-38.13080360867914
1739209642.9769688;-45.120503652039325
1739209642.9769702;-38.13080360867914
1739209642.9769714;-38.13080360867914
1739209642.9769728;-45.120503652039325
1739209642.976974;-45.120503652039325
1739209642.9769754;-35.57807855764607
1739209642.9769766;-38.13080360867914
1739209642.976978;-45.120503652039325
1739209642.9769793;-45.120503652039325
1739209642.9769807;-45.120503652039325
1739209642.9769819;-38.13080360867914
1739209642.9769833;-35.57807855764607
1739209642.9769845;-38.13080360867914
1739209642.976986;-38.13080360867914
1739209642.9769871;-38.13080360867914
1739209642.9769886;-38.13080360867914
1739209642.9769897;-45.120503652039325
1739209642.9769912;-35.57807855764607
1739209642.9769926;-35.57807855764607
1739209642.9769938;-45.120503652039325
1739209642.9769952;-45.120503652039325
1739209642.9769964;-33.981070128970906
1739209642.9769979;-38.13080360867914
1739209642.976999;-45.120503652039325
1739209642.9770005;-45.120503652039325
1739209642.9770017;-45.120503652039325
1739209642.977003;-45.120503652039325
1739209642.9770043;-45.120503652039325
1739209642.9770057;-45.120503652039325
1739209642.977007;-38.13080360867914
1739209642.9770083;-35.57807855764607
1739209642.9770095;-35.57807855764607
1739209642.977011;-38.13080360867914
1739209642.9770122;-35.57807855764607
1739209642.9770136;-35.57807855764607
1739209642.9770148;-45.120503652039325
1739209642.9770162;-45.120503652039325
1739209642.9770174;-45.120503652039325
1739209642.9770188;-38.13080360867914
1739209642.97702;-38.13080360867914
1739209642.9770215;-38.13080360867914
1739209642.9770226;-45.120503652039325
1739209642.977024;-45.120503652039325
1739209642.9770253;-45.120503652039325
1739209642.9770267;-45.120503652039325
1739209642.977028;-45.120503652039325
1739209642.9770293;-38.13080360867914
1739209642.9770305;-38.13080360867914
1739209642.977032;-45.120503652039325
1739209642.9770331;-45.120503652039325
1739209642.9770346;-35.57807855764607
1739209642.9770358;-38.13080360867914
1739209642.9770372;-38.13080360867914
1739209642.9770386;-38.13080360867914
1739209642.9770398;-38.13080360867914
1739209642.9770412;-38.13080360867914
1739209642.9770424;-45.120503652039325
1739209642.9770439;-38.13080360867914
1739209642.977045;-35.57807855764607
1739209642.9770465;-45.120503652039325
1739209642.9770477;-45.120503652039325
1739209642.977049;-38.13080360867914
1739209642.9770503;-38.13080360867914
1739209642.9770517;-33.981070128970906
1739209642.977053;-45.120503652039325
1739209642.9770544;-45.120503652039325
1739209642.9770555;-38.13080360867914
1739209642.977057;-38.13080360867914
1739209642.9770582;-45.120503652039325
1739209642.9770596;-38.13080360867914
1739209642.9770608;-38.13080360867914
1739209642.9770622;-45.120503652039325
1739209642.9770634;-45.120503652039325
1739209642.9770648;-45.120503652039325
1739209642.977066;-45.120503652039325
1739209642.9770675;-38.13080360867914
1739209642.9770687;-45.120503652039325
1739209642.97707;-38.13080360867914
1739209642.9770713;-35.57807855764607
1739209642.9770727;-35.57807855764607
1739209642.977074;-45.120503652039325
1739209642.9770753;-38.13080360867914
1739209642.9770765;-38.13080360867914
1739209642.977078;-38.13080360867914
1739209642.9770792;-38.13080360867914
1739209642.9770806;-38.13080360867914
1739209642.9770818;-38.13080360867914
1739209642.9770832;-38.13080360867914
1739209642.9770846;-38.13080360867914
1739209642.9770858;-38.13080360867914
1739209642.9770873;-45.120503652039325
1739209642.9770885;-33.981070128970906
1739209642.97709;-35.57807855764607
1739209642.977091;-45.120503652039325
1739209642.9770925;-32.816014438256545
1739209642.9770937;-33.981070128970906
1739209642.9770951;-45.120503652039325
1739209642.9770963;-45.120503652039325
1739209642.9770977;-38.13080360867914
1739209642.977099;-38.13080360867914
1739209642.9771004;-45.120503652039325
1739209642.9771016;-38.13080360867914
1739209642.977103;-35.57807855764607
1739209642.9771042;-45.120503652039325
1739209642.9771056;-45.120503652039325
1739209642.9771068;-38.13080360867914
1739209642.9771082;-38.13080360867914
1739209642.9771094;-33.981070128970906
1739209642.9771109;-38.13080360867914
1739209642.977112;-38.13080360867914
1739209642.9771135;-38.13080360867914
1739209642.9771147;-38.13080360867914
1739209642.977116;-45.120503652039325
1739209642.9771173;-38.13080360867914
1739209642.9771187;-35.57807855764607
1739209642.97712;-32.816014438256545
1739209642.9771214;-33.981070128970906
1739209642.9771225;-33.981070128970906
1739209642.977124;-38.13080360867914
1739209642.9771252;-45.120503652039325
1739209642.9771266;-38.13080360867914
1739209642.977128;-38.13080360867914
1739209642.9771292;-38.13080360867914
1739209642.9771307;-31.141103565318915
1739209642.9771318;-33.981070128970906
1739209642.9771333;-45.120503652039325
1739209642.9771345;-38.13080360867914
1739209642.977136;-35.57807855764607
1739209642.977137;-38.13080360867914
1739209642.9771385;-45.120503652039325
1739209642.9771397;-45.120503652039325
1739209642.9771411;-45.120503652039325
1739209642.9771423;-38.13080360867914
1739209642.9771438;-35.57807855764607
1739209642.977145;-38.13080360867914
1739209642.9771464;-45.120503652039325
1739209642.9771476;-32.816014438256545
1739209642.977149;-45.120503652039325
1739209642.9771502;-38.13080360867914
1739209642.9771516;-32.816014438256545
1739209642.9771528;-38.13080360867914
1739209642.9771543;-35.57807855764607
1739209642.9771554;-45.120503652039325
1739209642.9771569;-38.13080360867914
1739209642.977158;-32.816014438256545
1739209642.9771595;-38.13080360867914
1739209642.9771607;-45.120503652039325
1739209642.9771621;-45.120503652039325
1739209642.9771633;-38.13080360867914
1739209642.9771647;-38.13080360867914
1739209642.977166;-45.120503652039325
1739209642.9771674;-45.120503652039325
1739209642.9771686;-38.13080360867914
1739209642.97717;-38.13080360867914
1739209642.9771712;-45.120503652039325
1739209642.9771726;-38.13080360867914
1739209642.977174;-32.816014438256545
1739209642.9771752;-38.13080360867914
1739209642.9771767;-45.120503652039325
1739209642.9771779;-35.57807855764607
1739209642.9771793;-32.816014438256545
1739209642.9771805;-45.120503652039325
1739209642.977182;-45.120503652039325
1739209642.977183;-45.120503652039325
1739209642.9771845;-45.120503652039325
1739209642.9771857;-45.120503652039325
1739209642.9771872;-45.120503652039325
1739209642.9771883;-35.57807855764607
1739209642.9771898;-38.13080360867914
1739209642.977191;-38.13080360867914
1739209642.9771924;-45.120503652039325
1739209642.9771936;-45.120503652039325
1739209642.977195;-28.21854285175415
1739209642.9771962;-35.57807855764607
1739209642.9771976;-45.120503652039325
1739209642.9771988;-45.120503652039325
1739209642.9772003;-35.57807855764607
1739209642.9772015;-45.120503652039325
1739209642.977203;-35.57807855764607
1739209642.977204;-38.13080360867914
1739209642.9772055;-45.120503652039325
1739209642.9772067;-45.120503652039325
1739209642.9772081;-45.120503652039325
1739209642.9772093;-38.13080360867914
1739209642.9772108;-45.120503652039325
1739209642.977212;-45.120503652039325
1739209642.9772134;-45.120503652039325
1739209642.9772146;-45.120503652039325
1739209642.977216;-28.21854285175415
1739209642.9772174;-35.57807855764607
1739209642.9772186;-38.13080360867914
1739209642.97722;-38.13080360867914
1739209642.9772213;-32.816014438256545
1739209642.9772227;-38.13080360867914
1739209642.9772239;-45.120503652039325
1739209642.9772253;-33.981070128970906
1739209642.9772265;-45.120503652039325
1739209642.977228;-45.120503652039325
1739209642.977229;-32.816014438256545
1739209642.9772305;-45.120503652039325
1739209642.9772317;-45.120503652039325
1739209642.9772332;-45.120503652039325
1739209642.9772344;-45.120503652039325
1739209642.9772358;-45.120503652039325
1739209642.977237;-35.57807855764607
1739209642.9772384;-38.13080360867914
1739209642.9772396;-35.57807855764607
1739209642.977241;-38.13080360867914
1739209642.9772422;-35.57807855764607
1739209642.9772437;-35.57807855764607
1739209642.9772449;-38.13080360867914
1739209642.9772463;-38.13080360867914
1739209642.9772475;-45.120503652039325
1739209642.977249;-45.120503652039325
1739209642.97725;-35.57807855764607
1739209642.9772515;-33.981070128970906
1739209642.9772527;-45.120503652039325
1739209642.9772542;-45.120503652039325
1739209642.9772553;-45.120503652039325
1739209642.9772568;-45.120503652039325
1739209642.977258;-45.120503652039325
1739209642.9772594;-45.120503652039325
1739209642.9772606;-45.120503652039325
1739209642.977262;-45.120503652039325
1739209642.9772635;-31.141103565318893
1739209642.9772646;-35.57807855764607
1739209642.977266;-45.120503652039325
1739209642.9772673;-45.120503652039325
1739209642.9772687;-30.49652367304973
1739209642.97727;-33.981070128970906
1739209642.9772713;-45.120503652039325
1739209642.9772725;-38.13080360867914
1739209642.977274;-45.120503652039325
1739209642.9772751;-45.120503652039325
1739209642.9772766;-45.120503652039325
1739209642.9772778;-45.120503652039325
1739209642.9772792;-38.13080360867914
1739209642.9772804;-45.120503652039325
1739209642.9772818;-45.120503652039325
1739209642.977283;-38.13080360867914
1739209642.9772844;-38.13080360867914
1739209642.9772856;-45.120503652039325
1739209642.977287;-38.13080360867914
1739209642.9772882;-45.120503652039325
1739209642.9772897;-30.49652367304973
1739209642.9772909;-28.992665084841942
1739209642.9772923;-38.13080360867914
1739209642.9772935;-35.57807855764607
1739209642.977295;-45.120503652039325
1739209642.977296;-38.13080360867914
1739209642.9772975;-35.57807855764607
1739209642.9772987;-38.13080360867914
1739209642.9773002;-45.120503652039325
1739209642.9773014;-45.120503652039325
1739209642.9773028;-38.13080360867914
1739209642.977304;-45.120503652039325
1739209642.9773054;-38.13080360867914
1739209642.9773068;-38.13080360867914
1739209642.977308;-38.13080360867914
1739209642.9773095;-45.120503652039325
1739209642.9773107;-38.13080360867914
1739209642.977312;-27.267205301931607
1739209642.9773133;-38.13080360867914
1739209642.9773147;-38.13080360867914
1739209642.977316;-45.120503652039325
1739209642.9773173;-45.120503652039325
1739209642.9773185;-38.13080360867914
1739209642.97732;-45.120503652039325
1739209642.9773211;-45.120503652039325
1739209642.9773226;-32.816014438256545
1739209642.9773238;-45.120503652039325
1739209642.9773252;-45.120503652039325
1739209642.9773264;-45.120503652039325
1739209642.9773278;-33.981070128970906
1739209642.977329;-38.13080360867914
1739209642.9773304;-38.13080360867914
1739209642.9773316;-35.57807855764607
1739209642.977333;-28.992665084841942
1739209642.9773343;-45.120503652039325
1739209642.9773357;-45.120503652039325
1739209642.977337;-45.120503652039325
1739209642.9773383;-45.120503652039325
1739209642.9773395;-45.120503652039325
1739209642.977341;-45.120503652039325
1739209642.9773421;-45.120503652039325
1739209642.9773436;-31.14110356531892
1739209642.9773448;-45.120503652039325
1739209642.9773462;-45.120503652039325
1739209642.9773474;-45.120503652039325
1739209642.9773488;-38.13080360867914
1739209642.97735;-45.120503652039325
1739209642.9773514;-38.13080360867914
1739209642.9773529;-45.120503652039325
1739209642.977354;-28.992665084841942
1739209642.9773555;-45.120503652039325
1739209642.9773567;-45.120503652039325
1739209642.977358;-45.120503652039325
1739209642.9773593;-38.13080360867914
1739209642.9773607;-38.13080360867914
1739209642.977362;-45.120503652039325
1739209642.9773633;-45.120503652039325
1739209642.9773645;-28.58837851428586
1739209642.977366;-38.13080360867914
1739209642.9773672;-45.120503652039325
1739209642.9773686;-45.120503652039325
1739209642.9773698;-38.13080360867914
1739209642.9773712;-45.120503652039325
1739209642.9773724;-45.120503652039325
1739209642.9773738;-35.57807855764607
1739209642.977375;-28.58837851428586
1739209642.9773765;-45.120503652039325
1739209642.9773777;-38.13080360867914
1739209642.977379;-38.13080360867914
1739209642.9773803;-33.981070128970906
1739209642.9773817;-35.57807855764607
1739209642.977383;-38.13080360867914
1739209642.9773843;-35.57807855764607
1739209642.9773855;-33.981070128970906
1739209642.977387;-38.13080360867914
1739209642.9773881;-45.120503652039325
1739209642.9773896;-38.13080360867914
1739209642.9773908;-38.13080360867914
1739209642.9773922;-45.120503652039325
1739209642.9773934;-45.120503652039325
1739209642.9773948;-32.816014438256545
1739209642.9773962;-32.816014438256545
1739209642.9773974;-38.13080360867914
1739209642.9773989;-38.13080360867914
1739209642.9774;-35.57807855764607
1739209642.9774015;-33.981070128970906
1739209642.9774027;-38.13080360867914
1739209642.977404;-45.120503652039325
1739209642.9774053;-38.13080360867914
1739209642.9774067;-35.57807855764607
1739209642.977408;-38.13080360867914
1739209642.9774094;-45.120503652039325
1739209642.9774106;-45.120503652039325
1739209642.977412;-45.120503652039325
1739209642.9774132;-38.13080360867914
1739209642.9774146;-38.13080360867914
1739209642.9774158;-45.120503652039325
1739209642.9774172;-33.981070128970906
1739209642.9774184;-45.120503652039325
1739209642.9774199;-38.13080360867914
1739209642.977421;-38.13080360867914
1739209642.9774225;-38.13080360867914
1739209642.9774237;-45.120503652039325
1739209642.977425;-45.120503652039325
1739209642.9774263;-32.816014438256545
1739209642.9774277;-38.13080360867914
1739209642.977429;-38.13080360867914
1739209642.9774303;-38.13080360867914
1739209642.9774315;-35.57807855764607
1739209642.977433;-35.57807855764607
1739209642.9774342;-45.120503652039325
1739209642.9774356;-38.13080360867914
1739209642.9774368;-35.57807855764607
1739209642.9774382;-32.816014438256545
1739209642.9774394;-31.141103565318915
