CAN Message; 0x1bb:000097728928a81b
1739209773.1778252;-32.816014438256545
1739209773.1778302;-26.487275050834715
1739209773.177835;-38.13080360867914
1739209773.17784;-38.13080360867914
1739209773.1778448;-38.13080360867914
1739209773.1778498;-38.13080360867914
1739209773.1778548;-45.120503652039325
1739209773.1778595;-35.57807855764607
1739209773.1778646;-38.13080360867914
1739209773.1778696;-38.13080360867914
1739209773.1778743;-45.120503652039325
1739209773.1778793;-35.57807855764607
1739209773.1778843;-45.120503652039325
1739209773.177889;-45.120503652039325
1739209773.177894;-45.120503652039325
1739209773.177899;-45.120503652039325
1739209773.177904;-38.13080360867914
1739209773.177909;-32.816014438256545
1739209773.1779137;-45.120503652039325
1739209773.1779187;-45.120503652039325
1739209773.1779237;-45.120503652039325
1739209773.1779284;-45.120503652039325
1739209773.1779335;-45.120503652039325
1739209773.1779385;-38.13080360867914
1739209773.1779432;-38.13080360867914
1739209773.1779482;-45.120503652039325
1739209773.177953;-45.120503652039325
1739209773.177958;-45.120503652039325
1739209773.177963;-45.120503652039325
1739209773.1779678;-38.13080360867914
1739209773.1779728;-45.120503652039325
1739209773.1779778;-45.120503652039325
1739209773.1779826;-38.13080360867914
1739209773.1779876;-45.120503652039325
1739209773.1779923;-33.981070128970906
1739209773.1779974;-45.120503652039325
1739209773.1780024;-38.13080360867914
1739209773.1780071;-35.57807855764607
1739209773.1780121;-33.981070128970906
1739209773.1780171;-45.120503652039325
1739209773.178022;-45.120503652039325
1739209773.178027;-32.816014438256545
1739209773.178032;-45.120503652039325
1739209773.1780367;-45.120503652039325
1739209773.1780417;-38.13080360867914
1739209773.1780465;-32.816014438256545
1739209773.1780515;-45.120503652039325
1739209773.1780565;-38.13080360867914
1739209773.1780612;-38.13080360867914
1739209773.1780663;-45.120503652039325
1739209773.1780713;-45.120503652039325
1739209773.178076;-38.13080360867914
1739209773.178081;-38.13080360867914
1739209773.178086;-45.120503652039325
1739209773.1780908;-38.13080360867914
1739209773.1780958;-38.13080360867914
1739209773.1781006;-38.13080360867914
1739209773.1781056;-45.120503652039325
1739209773.1781106;-45.120503652039325
1739209773.1781154;-38.13080360867914
1739209773.1781204;-38.13080360867914
1739209773.1781254;-45.120503652039325
1739209773.1781301;-38.13080360867914
1739209773.1781352;-38.13080360867914
1739209773.1781402;-38.13080360867914
1739209773.178145;-38.13080360867914
1739209773.17815;-33.981070128970906
1739209773.1781547;-38.13080360867914
1739209773.1781597;-38.13080360867914
1739209773.1781647;-38.13080360867914
1739209773.1781695;-38.13080360867914
1739209773.1781745;-35.57807855764607
1739209773.1781795;-38.13080360867914
1739209773.1781843;-45.120503652039325
1739209773.1781893;-33.981070128970906
1739209773.178194;-38.13080360867914
1739209773.178199;-38.13080360867914
1739209773.178204;-45.120503652039325
1739209773.1782088;-38.13080360867914
1739209773.1782138;-38.13080360867914
1739209773.1782188;-38.13080360867914
1739209773.1782236;-45.120503652039325
1739209773.1782286;-38.13080360867914
1739209773.1782336;-35.57807855764607
1739209773.1782384;-38.13080360867914
1739209773.1782434;-38.13080360867914
1739209773.1782482;-33.981070128970906
1739209773.1782532;-35.57807855764607
1739209773.1782582;-38.13080360867914
1739209773.178263;-45.120503652039325
1739209773.178268;-38.13080360867914
1739209773.178273;-35.57807855764607
1739209773.1782777;-38.13080360867914
1739209773.1782827;-38.13080360867914
1739209773.1782877;-38.13080360867914
1739209773.1782925;-45.120503652039325
1739209773.1782975;-33.981070128970906
1739209773.1783023;-45.120503652039325
1739209773.1783073;-38.13080360867914
1739209773.1783123;-38.13080360867914
1739209773.178317;-38.13080360867914
1739209773.178322;-45.120503652039325
1739209773.178327;-45.120503652039325
1739209773.1783319;-38.13080360867914
1739209773.1783369;-38.13080360867914
1739209773.1783416;-45.120503652039325
1739209773.1783466;-28.58837851428586
1739209773.1783516;-38.13080360867914
1739209773.1783564;-38.13080360867914
1739209773.1783614;-45.120503652039325
1739209773.1783664;-38.13080360867914
1739209773.1783712;-45.120503652039325
1739209773.1783762;-38.13080360867914
1739209773.1783812;-38.13080360867914
1739209773.178386;-30.49652367304973
1739209773.178391;-38.13080360867914
1739209773.1783957;-38.13080360867914
1739209773.1784008;-45.120503652039325
1739209773.1784058;-33.981070128970906
1739209773.1784105;-45.120503652039325
1739209773.1784155;-38.13080360867914
1739209773.1784205;-35.57807855764607
1739209773.1784253;-28.992665084841942
1739209773.1784303;-33.981070128970906
1739209773.1784353;-45.120503652039325
1739209773.17844;-38.13080360867914
1739209773.178445;-38.13080360867914
1739209773.1784499;-45.120503652039325
1739209773.1784549;-38.13080360867914
1739209773.17846;-38.13080360867914
1739209773.1784647;-38.13080360867914
1739209773.1784697;-45.120503652039325
1739209773.1784747;-33.981070128970906
1739209773.1784794;-45.120503652039325
1739209773.1784844;-38.13080360867914
1739209773.1784894;-38.13080360867914
1739209773.1784942;-38.13080360867914
1739209773.1784992;-38.13080360867914
1739209773.178504;-45.120503652039325
1739209773.178509;-38.13080360867914
1739209773.178514;-38.13080360867914
1739209773.1785188;-38.13080360867914
1739209773.1785238;-38.13080360867914
1739209773.1785288;-45.120503652039325
1739209773.1785336;-33.981070128970906
1739209773.1785386;-45.120503652039325
1739209773.1785433;-31.141103565318915
1739209773.1785483;-33.981070128970906
1739209773.1785533;-45.120503652039325
1739209773.178558;-35.57807855764607
1739209773.178563;-38.13080360867914
1739209773.1785681;-38.13080360867914
1739209773.178573;-45.120503652039325
1739209773.178578;-38.13080360867914
1739209773.178583;-35.57807855764607
1739209773.1785877;-38.13080360867914
1739209773.1785927;-33.981070128970906
1739209773.1785975;-38.13080360867914
1739209773.1786025;-38.13080360867914
1739209773.1786075;-38.13080360867914
1739209773.1786122;-45.120503652039325
1739209773.1786172;-38.13080360867914
1739209773.1786222;-32.816014438256545
1739209773.178627;-30.49652367304973
1739209773.178632;-45.120503652039325
1739209773.178637;-38.13080360867914
1739209773.1786418;-38.13080360867914
1739209773.1786468;-38.13080360867914
1739209773.1786516;-38.13080360867914
1739209773.1786566;-45.120503652039325
1739209773.1786616;-45.120503652039325
1739209773.1786664;-45.120503652039325
1739209773.1786714;-38.13080360867914
1739209773.1786764;-45.120503652039325
1739209773.1786811;-38.13080360867914
1739209773.1786861;-35.57807855764607
1739209773.178691;-38.13080360867914
1739209773.178696;-45.120503652039325
1739209773.178701;-45.120503652039325
1739209773.1787057;-35.57807855764607
1739209773.1787107;-38.13080360867914
1739209773.1787157;-45.120503652039325
1739209773.1787205;-45.120503652039325
1739209773.1787255;-45.120503652039325
1739209773.1787305;-45.120503652039325
1739209773.1787353;-45.120503652039325
1739209773.1787403;-38.13080360867914
1739209773.178745;-32.816014438256545
1739209773.17875;-38.13080360867914
1739209773.178755;-38.13080360867914
1739209773.1787598;-35.57807855764607
1739209773.1787648;-38.13080360867914
1739209773.1787698;-38.13080360867914
1739209773.1787746;-45.120503652039325
1739209773.1787796;-45.120503652039325
1739209773.1787846;-38.13080360867914
1739209773.1787894;-38.13080360867914
1739209773.1787944;-45.120503652039325
1739209773.1787992;-38.13080360867914
1739209773.1788042;-38.13080360867914
1739209773.1788092;-38.13080360867914
1739209773.178814;-45.120503652039325
1739209773.178819;-38.13080360867914
1739209773.178824;-32.816014438256545
1739209773.1788287;-38.13080360867914
1739209773.1788337;-45.120503652039325
1739209773.1788387;-38.13080360867914
1739209773.1788435;-38.13080360867914
1739209773.1788485;-38.13080360867914
1739209773.1788533;-45.120503652039325
1739209773.1788583;-33.981070128970906
1739209773.1788633;-45.120503652039325
1739209773.178868;-45.120503652039325
1739209773.178873;-45.120503652039325
1739209773.178878;-38.13080360867914
1739209773.1788828;-32.816014438256545
1739209773.1788878;-45.120503652039325
1739209773.1788926;-45.120503652039325
1739209773.1788976;-38.13080360867914
1739209773.1789026;-32.816014438256545
1739209773.1789074;-31.141103565318915
1739209773.1789124;-45.120503652039325
1739209773.1789174;-45.120503652039325
1739209773.1789222;-38.13080360867914
1739209773.1789272;-38.13080360867914
1739209773.1789322;-45.120503652039325
1739209773.178937;-38.13080360867914
1739209773.178942;-45.120503652039325
1739209773.1789467;-45.120503652039325
1739209773.1789517;-32.816014438256545
1739209773.1789567;-45.120503652039325
1739209773.1789615;-45.120503652039325
1739209773.1789665;-45.120503652039325
1739209773.1789715;-38.13080360867914
1739209773.1789763;-45.120503652039325
1739209773.1789813;-45.120503652039325
1739209773.1789863;-45.120503652039325
1739209773.178991;-45.120503652039325
1739209773.178996;-38.13080360867914
1739209773.1790009;-32.816014438256545
1739209773.1790059;-45.120503652039325
1739209773.1790109;-45.120503652039325
1739209773.1790156;-45.120503652039325
1739209773.1790206;-38.13080360867914
1739209773.1790257;-33.981070128970906
1739209773.1790304;-38.13080360867914
1739209773.1790354;-33.981070128970906
1739209773.1790402;-45.120503652039325
1739209773.1790452;-38.13080360867914
1739209773.1790502;-38.13080360867914
1739209773.179055;-38.13080360867914
1739209773.17906;-38.13080360867914
1739209773.179065;-35.57807855764607
1739209773.1790698;-38.13080360867914
1739209773.1790748;-45.120503652039325
1739209773.1790798;-38.13080360867914
1739209773.1790845;-35.57807855764607
1739209773.1790895;-45.120503652039325
1739209773.1790943;-45.120503652039325
1739209773.1790993;-33.981070128970906
1739209773.1791043;-28.992665084841942
1739209773.179109;-45.120503652039325
1739209773.179114;-38.13080360867914
1739209773.179119;-45.120503652039325
1739209773.1791239;-38.13080360867914
1739209773.179129;-35.57807855764607
1739209773.179134;-33.981070128970906
1739209773.1791387;-45.120503652039325
1739209773.1791437;-32.816014438256545
1739209773.1791484;-38.13080360867914
1739209773.1791534;-45.120503652039325
1739209773.1791584;-45.120503652039325
1739209773.1791632;-38.13080360867914
1739209773.1791682;-38.13080360867914
1739209773.1791732;-45.120503652039325
1739209773.179178;-38.13080360867914
1739209773.179183;-28.992665084841942
1739209773.179188;-45.120503652039325
1739209773.1791928;-45.120503652039325
1739209773.1791978;-45.120503652039325
1739209773.1792026;-38.13080360867914
1739209773.1792076;-35.57807855764607
1739209773.1792126;-45.120503652039325
1739209773.1792173;-45.120503652039325
1739209773.1792223;-38.13080360867914
1739209773.1792274;-38.13080360867914
1739209773.1792321;-45.120503652039325
1739209773.1792371;-45.120503652039325
1739209773.179242;-45.120503652039325
1739209773.179247;-38.13080360867914
1739209773.179252;-38.13080360867914
1739209773.1792567;-45.120503652039325
1739209773.1792617;-31.141103565318915
1739209773.1792667;-35.57807855764607
1739209773.1792715;-38.13080360867914
1739209773.1792765;-45.120503652039325
1739209773.1792815;-38.13080360867914
1739209773.1792862;-38.13080360867914
1739209773.1792912;-38.13080360867914
1739209773.179296;-35.57807855764607
1739209773.179301;-31.141103565318915
1739209773.179306;-38.13080360867914
1739209773.1793108;-45.120503652039325
1739209773.1793158;-45.120503652039325
1739209773.1793208;-45.120503652039325
1739209773.1793256;-35.57807855764607
1739209773.1793306;-38.13080360867914
1739209773.1793356;-38.13080360867914
1739209773.1793404;-28.992665084841942
1739209773.1793454;-38.13080360867914
1739209773.1793501;-45.120503652039325
1739209773.1793551;-45.120503652039325
1739209773.1793602;-45.120503652039325
1739209773.179365;-45.120503652039325
1739209773.17937;-45.120503652039325
1739209773.179375;-45.120503652039325
1739209773.1793797;-32.816014438256545
1739209773.1793847;-45.120503652039325
1739209773.1793895;-33.981070128970906
1739209773.1793945;-45.120503652039325
1739209773.1793995;-38.13080360867914
1739209773.1794043;-45.120503652039325
1739209773.1794093;-38.13080360867914
1739209773.1794143;-35.57807855764607
1739209773.179419;-38.13080360867914
1739209773.179424;-45.120503652039325
1739209773.179429;-38.13080360867914
1739209773.1794338;-38.13080360867914
1739209773.1794388;-38.13080360867914
1739209773.1794436;-45.120503652039325
1739209773.1794486;-45.120503652039325
1739209773.1794536;-45.120503652039325
1739209773.1794584;-45.120503652039325
1739209773.1794634;-45.120503652039325
1739209773.1794684;-38.13080360867914
1739209773.1794732;-38.13080360867914
1739209773.1794782;-38.13080360867914
1739209773.1794832;-45.120503652039325
1739209773.179488;-45.120503652039325
1739209773.179493;-45.120503652039325
1739209773.1794977;-33.981070128970906
1739209773.1795027;-38.13080360867914
1739209773.1795077;-38.13080360867914
1739209773.1795125;-45.120503652039325
1739209773.1795175;-38.13080360867914
1739209773.1795225;-38.13080360867914
1739209773.1795273;-28.992665084841942
1739209773.1795323;-38.13080360867914
1739209773.1795373;-35.57807855764607
1739209773.179542;-33.981070128970906
1739209773.179547;-45.120503652039325
1739209773.1795518;-38.13080360867914
1739209773.1795568;-38.13080360867914
1739209773.1795619;-38.13080360867914
1739209773.1795666;-38.13080360867914
1739209773.1795716;-35.57807855764607
1739209773.1795766;-45.120503652039325
1739209773.1795814;-45.120503652039325
1739209773.1795864;-38.13080360867914
1739209773.1795912;-35.57807855764607
1739209773.1795962;-38.13080360867914
1739209773.1796012;-38.13080360867914
1739209773.179606;-45.120503652039325
1739209773.179611;-45.120503652039325
1739209773.179616;-38.13080360867914
1739209773.1796207;-38.13080360867914
1739209773.1796257;-45.120503652039325
1739209773.1796308;-38.13080360867914
1739209773.1796355;-45.120503652039325
1739209773.1796405;-45.120503652039325
1739209773.1796453;-38.13080360867914
1739209773.1796503;-38.13080360867914
1739209773.1796553;-45.120503652039325
1739209773.17966;-45.120503652039325
1739209773.179665;-38.13080360867914
1739209773.17967;-45.120503652039325
1739209773.1796749;-38.13080360867914
1739209773.1796799;-33.981070128970906
1739209773.1796849;-45.120503652039325
1739209773.1796896;-38.13080360867914
1739209773.1796947;-38.13080360867914
1739209773.1796994;-33.981070128970906
1739209773.1797044;-38.13080360867914
1739209773.1797094;-45.120503652039325
1739209773.1797142;-45.120503652039325
1739209773.1797192;-45.120503652039325
1739209773.1797242;-45.120503652039325
1739209773.179729;-45.120503652039325
1739209773.179734;-38.13080360867914
1739209773.1797388;-38.13080360867914
1739209773.1797438;-45.120503652039325
1739209773.1797488;-45.120503652039325
1739209773.1797535;-38.13080360867914
1739209773.1797585;-38.13080360867914
1739209773.1797636;-45.120503652039325
1739209773.1797683;-45.120503652039325
1739209773.1797733;-45.120503652039325
1739209773.1797783;-32.816014438256545
1739209773.179783;-38.13080360867914
1739209773.179788;-45.120503652039325
1739209773.179793;-38.13080360867914
1739209773.179798;-35.57807855764607
1739209773.179803;-38.13080360867914
1739209773.1798077;-45.120503652039325
1739209773.1798127;-45.120503652039325
1739209773.1798177;-45.120503652039325
1739209773.1798224;-45.120503652039325
1739209773.1798275;-45.120503652039325
1739209773.1798325;-38.13080360867914
1739209773.1798372;-45.120503652039325
1739209773.1798422;-45.120503652039325
1739209773.179847;-45.120503652039325
1739209773.179852;-38.13080360867914
1739209773.179857;-38.13080360867914
1739209773.1798618;-45.120503652039325
1739209773.1798668;-45.120503652039325
1739209773.1798718;-45.120503652039325
1739209773.1798766;-35.57807855764607
1739209773.1798816;-38.13080360867914
1739209773.1798863;-45.120503652039325
1739209773.1798913;-38.13080360867914
1739209773.1798964;-38.13080360867914
1739209773.1799011;-35.57807855764607
1739209773.1799061;-45.120503652039325
1739209773.1799111;-45.120503652039325
1739209773.179916;-45.120503652039325
1739209773.179921;-45.120503652039325
1739209773.179926;-45.120503652039325
1739209773.1799307;-33.981070128970906
1739209773.1799357;-45.120503652039325
1739209773.1799405;-38.13080360867914
1739209773.1799455;-38.13080360867914
1739209773.1799505;-38.13080360867914
1739209773.1799552;-38.13080360867914
1739209773.1799603;-38.13080360867914
1739209773.1799653;-33.981070128970906
1739209773.17997;-38.13080360867914
1739209773.179975;-38.13080360867914
1739209773.17998;-33.981070128970906
1739209773.1799848;-38.13080360867914
1739209773.1799898;-35.57807855764607
1739209773.1799946;-45.120503652039325
1739209773.1799996;-45.120503652039325
1739209773.1800046;-32.816014438256545
1739209773.1800094;-33.981070128970906
1739209773.1800144;-38.13080360867914
1739209773.1800194;-31.14110356531892
1739209773.1800241;-35.57807855764607
1739209773.1800292;-45.120503652039325
1739209773.1800342;-45.120503652039325
1739209773.180039;-38.13080360867914
1739209773.180044;-38.13080360867914
1739209773.1800487;-45.120503652039325
1739209773.1800537;-45.120503652039325
1739209773.1800587;-38.13080360867914
1739209773.1800635;-38.13080360867914
1739209773.1800685;-45.120503652039325
1739209773.1800735;-45.120503652039325
1739209773.1800783;-38.13080360867914
1739209773.1800833;-38.13080360867914
1739209773.180088;-38.13080360867914
1739209773.180093;-45.120503652039325
1739209773.180098;-32.816014438256545
1739209773.1801028;-45.120503652039325
1739209773.1801078;-45.120503652039325
1739209773.1801128;-45.120503652039325
1739209773.1801176;-38.13080360867914
1739209773.1801226;-35.57807855764607
1739209773.1801276;-45.120503652039325
1739209773.1801324;-45.120503652039325
1739209773.1801374;-38.13080360867914
1739209773.1801422;-45.120503652039325
1739209773.1801472;-45.120503652039325
1739209773.1801522;-38.13080360867914
1739209773.180157;-38.13080360867914
1739209773.180162;-45.120503652039325
1739209773.180167;-45.120503652039325
1739209773.1801717;-45.120503652039325
1739209773.1801767;-38.13080360867914
1739209773.1801817;-38.13080360867914
1739209773.1801865;-45.120503652039325
1739209773.1801915;-45.120503652039325
1739209773.1801963;-45.120503652039325
1739209773.1802013;-45.120503652039325
1739209773.1802063;-45.120503652039325
1739209773.180211;-45.120503652039325
1739209773.180216;-31.141103565318915
1739209773.180221;-38.13080360867914
1739209773.1802258;-45.120503652039325
1739209773.1802309;-35.57807855764607
1739209773.1802356;-38.13080360867914
1739209773.1802406;-45.120503652039325
1739209773.1802456;-38.13080360867914
1739209773.1802504;-32.816014438256545
1739209773.1802554;-29.438486411369347
1739209773.1802604;-38.13080360867914
1739209773.1802652;-38.13080360867914
1739209773.1802702;-45.120503652039325
1739209773.1802752;-38.13080360867914
1739209773.18028;-38.13080360867914
1739209773.180285;-45.120503652039325
1739209773.1802897;-38.13080360867914
1739209773.1802948;-31.141103565318915
1739209773.1802998;-33.981070128970906
1739209773.1803045;-45.120503652039325
1739209773.1803095;-38.13080360867914
1739209773.1803145;-38.13080360867914
1739209773.1803193;-45.120503652039325
1739209773.1803243;-45.120503652039325
1739209773.1803293;-33.981070128970906
1739209773.180334;-38.13080360867914
1739209773.180339;-38.13080360867914
1739209773.1803439;-38.13080360867914
1739209773.1803489;-45.120503652039325
1739209773.1803539;-45.120503652039325
1739209773.1803586;-35.57807855764607
1739209773.1803637;-38.13080360867914
1739209773.1803687;-45.120503652039325
1739209773.1803734;-33.981070128970906
1739209773.1803784;-38.13080360867914
1739209773.1803834;-45.120503652039325
1739209773.1803882;-45.120503652039325
1739209773.1803932;-45.120503652039325
1739209773.180398;-38.13080360867914
1739209773.180403;-38.13080360867914
1739209773.180408;-45.120503652039325
1739209773.1804128;-33.981070128970906
1739209773.1804178;-38.13080360867914
1739209773.1804228;-45.120503652039325
1739209773.1804276;-38.13080360867914
1739209773.1804326;-38.13080360867914
1739209773.1804373;-45.120503652039325
1739209773.1804423;-45.120503652039325
1739209773.1804473;-45.120503652039325
1739209773.180452;-45.120503652039325
1739209773.180457;-38.13080360867914
1739209773.1804621;-38.13080360867914
1739209773.180467;-45.120503652039325
1739209773.180472;-38.13080360867914
1739209773.180477;-32.816014438256545
1739209773.1804817;-38.13080360867914
1739209773.1804867;-45.120503652039325
1739209773.1804914;-38.13080360867914
1739209773.1804965;-38.13080360867914
1739209773.1805015;-45.120503652039325
1739209773.1805062;-45.120503652039325
1739209773.1805112;-45.120503652039325
1739209773.1805162;-45.120503652039325
1739209773.180521;-38.13080360867914
1739209773.180526;-38.13080360867914
1739209773.180531;-45.120503652039325
1739209773.1805358;-38.13080360867914
1739209773.1805408;-38.13080360867914
1739209773.1805456;-35.57807855764607
1739209773.1805506;-38.13080360867914
1739209773.1805556;-45.120503652039325
1739209773.1805604;-33.981070128970906
1739209773.1805654;-38.13080360867914
1739209773.1805704;-38.13080360867914
1739209773.1805751;-45.120503652039325
1739209773.1805801;-45.120503652039325
1739209773.180585;-45.120503652039325
1739209773.18059;-45.120503652039325
1739209773.180595;-45.120503652039325
1739209773.1805997;-45.120503652039325
1739209773.1806047;-38.13080360867914
1739209773.1806097;-38.13080360867914
1739209773.1806145;-45.120503652039325
1739209773.1806195;-45.120503652039325
1739209773.1806245;-38.13080360867914
1739209773.1806293;-38.13080360867914
1739209773.1806343;-38.13080360867914
1739209773.180639;-45.120503652039325
1739209773.180644;-38.13080360867914
1739209773.180649;-38.13080360867914
1739209773.1806538;-32.816014438256545
1739209773.1806588;-35.57807855764607
1739209773.1806638;-45.120503652039325
1739209773.1806686;-45.120503652039325
1739209773.1806736;-38.13080360867914
1739209773.1806786;-35.57807855764607
1739209773.1806834;-38.13080360867914
1739209773.1806884;-38.13080360867914
1739209773.1806931;-45.120503652039325
1739209773.1806982;-45.120503652039325
1739209773.1807032;-35.57807855764607
1739209773.180708;-38.13080360867914
1739209773.180713;-38.13080360867914
1739209773.180718;-45.120503652039325
1739209773.1807227;-32.816014438256545
1739209773.1807277;-38.13080360867914
1739209773.1807327;-38.13080360867914
1739209773.1807375;-38.13080360867914
1739209773.1807425;-38.13080360867914
1739209773.1807473;-38.13080360867914
1739209773.1807523;-38.13080360867914
1739209773.1807573;-38.13080360867914
1739209773.180762;-45.120503652039325
1739209773.180767;-45.120503652039325
1739209773.180772;-45.120503652039325
1739209773.1807768;-38.13080360867914
1739209773.1807818;-38.13080360867914
1739209773.1807866;-38.13080360867914
1739209773.1807916;-45.120503652039325
1739209773.1807966;-45.120503652039325
1739209773.1808014;-45.120503652039325
1739209773.1808064;-45.120503652039325
1739209773.1808114;-38.13080360867914
1739209773.1808162;-38.13080360867914
1739209773.1808212;-38.13080360867914
1739209773.1808262;-45.120503652039325
1739209773.180831;-32.816014438256545
1739209773.180836;-45.120503652039325
1739209773.1808407;-38.13080360867914
1739209773.1808457;-38.13080360867914
1739209773.1808507;-30.49652367304973
1739209773.1808555;-28.992665084841942
1739209773.1808605;-45.120503652039325
1739209773.1808655;-38.13080360867914
1739209773.1808703;-45.120503652039325
1739209773.1808753;-33.981070128970906
1739209773.1808803;-45.120503652039325
