CAN Message; 0x1b8:0100a6f6be8251da
1739209746.4497821;-38.13080360867914
1739209746.4497876;-45.120503652039325
1739209746.4497929;-45.120503652039325
1739209746.4497983;-45.120503652039325
1739209746.4498036;-35.57807855764607
1739209746.449809;-35.57807855764607
1739209746.4498146;-38.13080360867914
1739209746.4498198;-45.120503652039325
1739209746.4498253;-33.981070128970906
1739209746.4498305;-38.13080360867914
1739209746.449836;-32.816014438256545
1739209746.4498413;-32.816014438256545
1739209746.4498467;-38.13080360867914
1739209746.449852;-45.120503652039325
1739209746.4498575;-31.141103565318893
1739209746.4498627;-33.981070128970906
1739209746.4498682;-45.120503652039325
1739209746.4498734;-38.13080360867914
1739209746.449879;-45.120503652039325
1739209746.4498842;-45.120503652039325
1739209746.4498897;-45.120503652039325
1739209746.449895;-38.13080360867914
1739209746.4499004;-45.120503652039325
1739209746.4499056;-38.13080360867914
1739209746.449911;-35.57807855764607
1739209746.4499164;-45.120503652039325
1739209746.4499218;-35.57807855764607
1739209746.449927;-38.13080360867914
1739209746.4499326;-45.120503652039325
1739209746.4499378;-45.120503652039325
1739209746.4499433;-45.120503652039325
1739209746.4499485;-45.120503652039325
1739209746.449954;-38.13080360867914
1739209746.4499593;-38.13080360867914
1739209746.4499648;-45.120503652039325
1739209746.44997;-38.13080360867914
1739209746.4499755;-45.120503652039325
1739209746.4499807;-45.120503652039325
1739209746.4499862;-45.120503652039325
1739209746.4499915;-33.981070128970906
1739209746.449997;-38.13080360867914
1739209746.4500022;-38.13080360867914
1739209746.4500077;-45.120503652039325
1739209746.450013;-45.120503652039325
1739209746.4500184;-35.57807855764607
1739209746.4500237;-45.120503652039325
1739209746.4500291;-38.13080360867914
1739209746.4500344;-38.13080360867914
1739209746.4500399;-38.13080360867914
1739209746.450045;-38.13080360867914
1739209746.4500506;-45.120503652039325
1739209746.4500558;-38.13080360867914
1739209746.4500613;-38.13080360867914
1739209746.4500666;-35.57807855764607
1739209746.450072;-45.120503652039325
1739209746.4500773;-38.13080360867914
1739209746.4500828;-45.120503652039325
1739209746.450088;-38.13080360867914
1739209746.4500935;-38.13080360867914
1739209746.4500988;-33.981070128970906
1739209746.4501042;-45.120503652039325
1739209746.4501095;-45.120503652039325
1739209746.450115;-45.120503652039325
1739209746.4501202;-38.13080360867914
1739209746.4501257;-45.120503652039325
1739209746.450131;-45.120503652039325
1739209746.4501364;-45.120503652039325
1739209746.4501417;-31.141103565318915
1739209746.4501472;-38.13080360867914
1739209746.4501524;-45.120503652039325
1739209746.4501579;-35.57807855764607
1739209746.4501631;-38.13080360867914
1739209746.4501686;-45.120503652039325
1739209746.4501739;-33.981070128970906
1739209746.4501793;-38.13080360867914
1739209746.4501846;-31.141103565318915
1739209746.45019;-38.13080360867914
1739209746.4501953;-45.120503652039325
1739209746.4502008;-38.13080360867914
1739209746.450206;-45.120503652039325
1739209746.4502115;-38.13080360867914
1739209746.4502168;-45.120503652039325
1739209746.4502223;-38.13080360867914
1739209746.4502275;-38.13080360867914
1739209746.450233;-45.120503652039325
1739209746.4502382;-38.13080360867914
1739209746.4502437;-45.120503652039325
1739209746.450249;-38.13080360867914
1739209746.4502544;-32.816014438256545
1739209746.4502597;-38.13080360867914
1739209746.4502652;-38.13080360867914
1739209746.4502707;-31.141103565318915
1739209746.450276;-33.981070128970906
1739209746.4502814;-38.13080360867914
1739209746.4502866;-38.13080360867914
1739209746.450292;-38.13080360867914
1739209746.4502974;-38.13080360867914
1739209746.4503028;-38.13080360867914
1739209746.450308;-45.120503652039325
1739209746.4503136;-33.981070128970906
1739209746.4503188;-31.141103565318915
1739209746.4503243;-45.120503652039325
1739209746.4503295;-38.13080360867914
1739209746.450335;-45.120503652039325
1739209746.4503403;-38.13080360867914
1739209746.4503458;-38.13080360867914
1739209746.450351;-38.13080360867914
1739209746.4503565;-45.120503652039325
1739209746.4503617;-38.13080360867914
1739209746.4503672;-38.13080360867914
1739209746.4503725;-45.120503652039325
1739209746.450378;-45.120503652039325
1739209746.4503832;-38.13080360867914
1739209746.4503887;-45.120503652039325
1739209746.450394;-38.13080360867914
1739209746.4503994;-38.13080360867914
1739209746.4504046;-38.13080360867914
1739209746.4504101;-33.981070128970906
1739209746.4504154;-45.120503652039325
1739209746.4504209;-45.120503652039325
1739209746.450426;-38.13080360867914
1739209746.4504316;-45.120503652039325
1739209746.4504368;-45.120503652039325
1739209746.4504423;-33.981070128970906
1739209746.4504476;-33.981070128970906
1739209746.450453;-35.57807855764607
1739209746.4504583;-38.13080360867914
1739209746.4504638;-38.13080360867914
1739209746.450469;-38.13080360867914
1739209746.4504745;-45.120503652039325
1739209746.4504797;-45.120503652039325
1739209746.4504852;-45.120503652039325
1739209746.4504905;-38.13080360867914
1739209746.450496;-38.13080360867914
1739209746.4505012;-45.120503652039325
1739209746.4505067;-45.120503652039325
1739209746.450512;-35.57807855764607
1739209746.4505174;-38.13080360867914
1739209746.4505227;-45.120503652039325
1739209746.4505281;-45.120503652039325
1739209746.4505334;-35.57807855764607
1739209746.4505389;-38.13080360867914
1739209746.450544;-45.120503652039325
1739209746.4505496;-45.120503652039325
1739209746.4505548;-45.120503652039325
1739209746.4505603;-38.13080360867914
1739209746.4505656;-45.120503652039325
1739209746.450571;-45.120503652039325
1739209746.4505763;-45.120503652039325
1739209746.4505818;-45.120503652039325
1739209746.450587;-38.13080360867914
1739209746.4505925;-38.13080360867914
1739209746.4505978;-38.13080360867914
1739209746.4506032;-38.13080360867914
1739209746.4506085;-35.57807855764607
1739209746.450614;-38.13080360867914
1739209746.4506192;-32.816014438256545
1739209746.4506247;-32.816014438256545
1739209746.45063;-35.57807855764607
1739209746.4506354;-45.120503652039325
1739209746.4506407;-38.13080360867914
1739209746.4506462;-35.57807855764607
1739209746.4506514;-45.120503652039325
1739209746.450657;-33.981070128970906
1739209746.4506621;-45.120503652039325
1739209746.4506676;-38.13080360867914
1739209746.4506729;-35.57807855764607
1739209746.4506783;-38.13080360867914
1739209746.4506836;-45.120503652039325
1739209746.450689;-38.13080360867914
1739209746.4506943;-35.57807855764607
1739209746.4506998;-45.120503652039325
1739209746.450705;-45.120503652039325
1739209746.4507105;-38.13080360867914
1739209746.4507158;-38.13080360867914
1739209746.4507213;-45.120503652039325
1739209746.4507265;-35.57807855764607
1739209746.450732;-35.57807855764607
1739209746.4507375;-38.13080360867914
1739209746.4507427;-45.120503652039325
1739209746.4507482;-32.816014438256545
1739209746.4507535;-30.49652367304973
1739209746.450759;-38.13080360867914
1739209746.4507642;-38.13080360867914
1739209746.4507697;-45.120503652039325
1739209746.450775;-45.120503652039325
1739209746.4507804;-45.120503652039325
1739209746.4507856;-35.57807855764607
1739209746.4507911;-38.13080360867914
1739209746.4507964;-38.13080360867914
1739209746.4508018;-38.13080360867914
1739209746.450807;-45.120503652039325
1739209746.4508126;-38.13080360867914
1739209746.4508178;-45.120503652039325
1739209746.4508233;-38.13080360867914
1739209746.4508286;-38.13080360867914
1739209746.450834;-29.438486411369333
1739209746.4508393;-27.267205301931607
1739209746.4508448;-45.120503652039325
1739209746.45085;-45.120503652039325
1739209746.4508555;-35.57807855764607
1739209746.4508607;-33.981070128970906
1739209746.4508662;-45.120503652039325
1739209746.4508715;-38.13080360867914
1739209746.450877;-33.981070128970906
1739209746.4508822;-45.120503652039325
1739209746.4508877;-45.120503652039325
1739209746.450893;-38.13080360867914
1739209746.4508984;-38.13080360867914
1739209746.4509037;-38.13080360867914
1739209746.4509091;-38.13080360867914
1739209746.4509144;-38.13080360867914
1739209746.4509199;-35.57807855764607
1739209746.450925;-38.13080360867914
1739209746.4509306;-45.120503652039325
1739209746.4509358;-45.120503652039325
1739209746.4509413;-45.120503652039325
1739209746.4509466;-45.120503652039325
1739209746.450952;-45.120503652039325
1739209746.4509573;-38.13080360867914
1739209746.4509628;-35.57807855764607
1739209746.450968;-31.141103565318915
1739209746.4509735;-35.57807855764607
1739209746.4509788;-45.120503652039325
1739209746.4509842;-38.13080360867914
1739209746.4509895;-35.57807855764607
1739209746.450995;-38.13080360867914
1739209746.4510002;-38.13080360867914
1739209746.4510057;-45.120503652039325
1739209746.451011;-32.816014438256545
1739209746.4510164;-45.120503652039325
1739209746.4510217;-45.120503652039325
1739209746.4510272;-45.120503652039325
1739209746.4510324;-38.13080360867914
1739209746.451038;-35.57807855764607
1739209746.4510431;-38.13080360867914
1739209746.4510486;-38.13080360867914
1739209746.4510539;-33.981070128970906
1739209746.4510593;-38.13080360867914
1739209746.4510646;-45.120503652039325
1739209746.45107;-45.120503652039325
1739209746.4510753;-45.120503652039325
1739209746.4510808;-38.13080360867914
1739209746.451086;-38.13080360867914
1739209746.4510915;-38.13080360867914
1739209746.4510968;-45.120503652039325
1739209746.4511023;-45.120503652039325
1739209746.4511075;-38.13080360867914
1739209746.451113;-38.13080360867914
1739209746.4511182;-38.13080360867914
1739209746.4511237;-38.13080360867914
1739209746.451129;-38.13080360867914
1739209746.4511344;-35.57807855764607
1739209746.4511397;-45.120503652039325
1739209746.4511452;-45.120503652039325
1739209746.4511504;-38.13080360867914
1739209746.451156;-38.13080360867914
1739209746.4511611;-38.13080360867914
1739209746.4511666;-45.120503652039325
1739209746.4511719;-38.13080360867914
1739209746.4511774;-38.13080360867914
1739209746.4511826;-31.141103565318915
1739209746.451188;-38.13080360867914
1739209746.4511936;-38.13080360867914
1739209746.4511988;-38.13080360867914
1739209746.4512043;-38.13080360867914
1739209746.4512095;-38.13080360867914
1739209746.451215;-45.120503652039325
1739209746.4512203;-35.57807855764607
1739209746.4512258;-38.13080360867914
1739209746.451231;-45.120503652039325
1739209746.4512365;-45.120503652039325
1739209746.4512417;-45.120503652039325
1739209746.4512472;-45.120503652039325
1739209746.4512525;-45.120503652039325
1739209746.451258;-38.13080360867914
1739209746.4512632;-38.13080360867914
1739209746.4512687;-38.13080360867914
1739209746.451274;-38.13080360867914
1739209746.4512794;-38.13080360867914
1739209746.4512846;-45.120503652039325
1739209746.4512901;-38.13080360867914
1739209746.4512954;-38.13080360867914
1739209746.4513009;-45.120503652039325
1739209746.451306;-45.120503652039325
1739209746.4513116;-38.13080360867914
1739209746.4513168;-35.57807855764607
1739209746.4513223;-38.13080360867914
1739209746.4513276;-45.120503652039325
1739209746.451333;-45.120503652039325
1739209746.4513383;-32.816014438256545
1739209746.4513438;-38.13080360867914
1739209746.451349;-45.120503652039325
1739209746.4513545;-38.13080360867914
1739209746.4513597;-45.120503652039325
1739209746.4513652;-38.13080360867914
1739209746.4513705;-45.120503652039325
1739209746.451376;-45.120503652039325
1739209746.4513812;-45.120503652039325
1739209746.4513867;-45.120503652039325
1739209746.451392;-45.120503652039325
1739209746.4513974;-38.13080360867914
1739209746.4514027;-32.816014438256545
1739209746.4514081;-38.13080360867914
1739209746.4514134;-38.13080360867914
1739209746.4514189;-38.13080360867914
1739209746.4514241;-38.13080360867914
1739209746.4514296;-38.13080360867914
1739209746.4514349;-45.120503652039325
1739209746.4514403;-45.120503652039325
1739209746.4514456;-45.120503652039325
1739209746.451451;-45.120503652039325
1739209746.4514563;-35.57807855764607
1739209746.4514618;-35.57807855764607
1739209746.451467;-38.13080360867914
1739209746.4514725;-45.120503652039325
1739209746.4514778;-45.120503652039325
1739209746.4514832;-38.13080360867914
1739209746.4514885;-32.816014438256545
1739209746.451494;-33.981070128970906
1739209746.4514992;-45.120503652039325
1739209746.4515047;-45.120503652039325
1739209746.45151;-32.816014438256545
1739209746.4515154;-33.981070128970906
1739209746.4515207;-45.120503652039325
1739209746.4515262;-45.120503652039325
1739209746.4515314;-45.120503652039325
1739209746.451537;-38.13080360867914
1739209746.4515421;-35.57807855764607
1739209746.4515476;-38.13080360867914
1739209746.4515529;-45.120503652039325
1739209746.4515584;-38.13080360867914
1739209746.4515636;-35.57807855764607
1739209746.451569;-38.13080360867914
1739209746.4515743;-38.13080360867914
1739209746.4515798;-38.13080360867914
1739209746.451585;-38.13080360867914
1739209746.4515905;-38.13080360867914
1739209746.4515958;-32.816014438256545
1739209746.4516013;-38.13080360867914
1739209746.4516065;-35.57807855764607
1739209746.451612;-38.13080360867914
1739209746.4516172;-45.120503652039325
1739209746.4516227;-45.120503652039325
1739209746.451628;-35.57807855764607
1739209746.4516335;-38.13080360867914
1739209746.4516387;-45.120503652039325
1739209746.4516442;-45.120503652039325
1739209746.4516497;-45.120503652039325
1739209746.451655;-38.13080360867914
1739209746.4516604;-45.120503652039325
1739209746.4516656;-45.120503652039325
1739209746.4516711;-35.57807855764607
1739209746.4516764;-38.13080360867914
1739209746.4516819;-38.13080360867914
1739209746.451687;-38.13080360867914
1739209746.4516926;-38.13080360867914
1739209746.4516978;-45.120503652039325
1739209746.4517033;-38.13080360867914
1739209746.4517086;-35.57807855764607
1739209746.451714;-35.57807855764607
1739209746.4517193;-33.981070128970906
1739209746.4517248;-45.120503652039325
1739209746.45173;-38.13080360867914
1739209746.4517355;-33.981070128970906
1739209746.4517407;-38.13080360867914
1739209746.4517462;-45.120503652039325
1739209746.4517515;-38.13080360867914
1739209746.451757;-38.13080360867914
1739209746.4517622;-38.13080360867914
1739209746.4517677;-35.57807855764607
1739209746.451773;-45.120503652039325
1739209746.4517784;-38.13080360867914
1739209746.4517837;-38.13080360867914
1739209746.4517891;-31.141103565318915
1739209746.4517944;-27.267205301931607
1739209746.4517999;-45.120503652039325
1739209746.451805;-38.13080360867914
1739209746.4518106;-35.57807855764607
1739209746.4518158;-33.981070128970906
1739209746.4518213;-45.120503652039325
1739209746.4518266;-38.13080360867914
1739209746.451832;-45.120503652039325
1739209746.4518373;-38.13080360867914
1739209746.4518428;-45.120503652039325
1739209746.451848;-45.120503652039325
1739209746.4518535;-38.13080360867914
1739209746.4518588;-45.120503652039325
1739209746.4518642;-45.120503652039325
1739209746.4518695;-38.13080360867914
1739209746.451875;-35.57807855764607
1739209746.4518802;-31.141103565318915
1739209746.4518857;-45.120503652039325
1739209746.451891;-45.120503652039325
1739209746.4518964;-38.13080360867914
1739209746.4519017;-33.981070128970906
1739209746.4519072;-38.13080360867914
1739209746.4519124;-38.13080360867914
1739209746.451918;-45.120503652039325
1739209746.4519231;-35.57807855764607
1739209746.4519286;-45.120503652039325
1739209746.4519339;-45.120503652039325
1739209746.4519393;-45.120503652039325
1739209746.4519446;-45.120503652039325
1739209746.45195;-38.13080360867914
1739209746.4519553;-38.13080360867914
1739209746.4519608;-45.120503652039325
1739209746.451966;-38.13080360867914
1739209746.4519715;-35.57807855764607
1739209746.4519768;-33.981070128970906
1739209746.4519823;-45.120503652039325
1739209746.4519875;-38.13080360867914
1739209746.451993;-38.13080360867914
1739209746.4519982;-45.120503652039325
1739209746.4520037;-45.120503652039325
1739209746.452009;-31.141103565318915
1739209746.4520144;-35.57807855764607
1739209746.4520197;-38.13080360867914
1739209746.4520252;-45.120503652039325
1739209746.4520304;-35.57807855764607
1739209746.452036;-33.981070128970906
1739209746.4520411;-38.13080360867914
1739209746.4520466;-45.120503652039325
1739209746.4520519;-27.877744956031414
1739209746.4520574;-33.981070128970906
1739209746.4520626;-45.120503652039325
1739209746.452068;-45.120503652039325
1739209746.4520733;-45.120503652039325
1739209746.4520788;-38.13080360867914
1739209746.452084;-38.13080360867914
1739209746.4520895;-45.120503652039325
1739209746.4520948;-31.141103565318915
1739209746.4521003;-38.13080360867914
1739209746.4521058;-35.57807855764607
1739209746.452111;-45.120503652039325
1739209746.4521165;-45.120503652039325
1739209746.4521217;-45.120503652039325
1739209746.4521272;-38.13080360867914
1739209746.4521325;-38.13080360867914
1739209746.452138;-45.120503652039325
1739209746.4521432;-45.120503652039325
1739209746.4521487;-38.13080360867914
1739209746.452154;-38.13080360867914
1739209746.4521594;-33.981070128970906
1739209746.4521646;-35.57807855764607
1739209746.4521701;-38.13080360867914
1739209746.4521754;-38.13080360867914
1739209746.4521809;-38.13080360867914
1739209746.452186;-45.120503652039325
1739209746.4521916;-45.120503652039325
1739209746.4521968;-35.57807855764607
1739209746.4522023;-45.120503652039325
1739209746.4522076;-45.120503652039325
1739209746.452213;-38.13080360867914
1739209746.4522183;-45.120503652039325
1739209746.4522238;-33.981070128970906
1739209746.452229;-45.120503652039325
1739209746.4522345;-38.13080360867914
1739209746.4522398;-33.981070128970906
1739209746.4522452;-38.13080360867914
1739209746.4522505;-33.981070128970906
1739209746.452256;-38.13080360867914
1739209746.4522612;-45.120503652039325
1739209746.4522667;-45.120503652039325
1739209746.452272;-45.120503652039325
1739209746.4522774;-45.120503652039325
1739209746.4522827;-45.120503652039325
1739209746.4522882;-45.120503652039325
1739209746.4522934;-38.13080360867914
1739209746.4522989;-45.120503652039325
1739209746.4523041;-38.13080360867914
1739209746.4523096;-38.13080360867914
1739209746.4523149;-45.120503652039325
1739209746.4523203;-38.13080360867914
1739209746.4523256;-45.120503652039325
1739209746.452331;-38.13080360867914
1739209746.4523363;-45.120503652039325
1739209746.4523418;-33.981070128970906
1739209746.452347;-45.120503652039325
1739209746.4523525;-38.13080360867914
1739209746.4523578;-30.49652367304973
1739209746.4523633;-38.13080360867914
1739209746.4523685;-45.120503652039325
1739209746.452374;-38.13080360867914
1739209746.4523792;-35.57807855764607
1739209746.4523847;-38.13080360867914
1739209746.45239;-38.13080360867914
1739209746.4523954;-38.13080360867914
1739209746.4524007;-45.120503652039325
1739209746.4524062;-38.13080360867914
1739209746.4524114;-45.120503652039325
1739209746.452417;-38.13080360867914
1739209746.4524221;-45.120503652039325
1739209746.4524276;-38.13080360867914
1739209746.4524329;-45.120503652039325
1739209746.4524384;-38.13080360867914
1739209746.4524436;-29.438486411369333
1739209746.452449;-38.13080360867914
1739209746.4524543;-45.120503652039325
1739209746.4524598;-35.57807855764607
1739209746.452465;-33.981070128970906
1739209746.4524705;-38.13080360867914
1739209746.4524758;-45.120503652039325
1739209746.4524813;-45.120503652039325
1739209746.4524865;-45.120503652039325
1739209746.452492;-45.120503652039325
1739209746.4524972;-32.816014438256545
1739209746.4525027;-38.13080360867914
1739209746.452508;-45.120503652039325
1739209746.4525135;-45.120503652039325
1739209746.4525187;-38.13080360867914
1739209746.4525242;-38.13080360867914
1739209746.4525294;-45.120503652039325
1739209746.452535;-38.13080360867914
1739209746.4525402;-38.13080360867914
1739209746.4525456;-45.120503652039325
1739209746.452551;-35.57807855764607
1739209746.4525564;-38.13080360867914
1739209746.4525619;-38.13080360867914
1739209746.452567;-45.120503652039325
1739209746.4525726;-45.120503652039325
1739209746.4525778;-45.120503652039325
1739209746.4525833;-45.120503652039325
1739209746.4525886;-38.13080360867914
1739209746.452594;-45.120503652039325
1739209746.4525993;-38.13080360867914
1739209746.4526048;-38.13080360867914
1739209746.45261;-45.120503652039325
1739209746.4526155;-45.120503652039325
1739209746.4526207;-38.13080360867914
1739209746.4526262;-35.57807855764607
1739209746.4526315;-38.13080360867914
1739209746.452637;-32.816014438256545
1739209746.4526422;-38.13080360867914
1739209746.4526477;-38.13080360867914
1739209746.452653;-38.13080360867914
1739209746.4526584;-29.438486411369333
1739209746.4526637;-32.816014438256545
1739209746.4526691;-45.120503652039325
1739209746.4526744;-45.120503652039325
1739209746.4526799;-38.13080360867914
1739209746.452685;-38.13080360867914
1739209746.4526906;-45.120503652039325
1739209746.4526958;-45.120503652039325
1739209746.4527013;-45.120503652039325
1739209746.4527066;-45.120503652039325
1739209746.452712;-45.120503652039325
1739209746.4527173;-45.120503652039325
1739209746.4527228;-45.120503652039325
1739209746.452728;-38.13080360867914
1739209746.4527335;-45.120503652039325
1739209746.4527388;-38.13080360867914
1739209746.4527442;-29.438486411369333
1739209746.4527495;-31.141103565318915
1739209746.452755;-45.120503652039325
1739209746.4527602;-38.13080360867914
1739209746.4527657;-35.57807855764607
1739209746.452771;-33.981070128970906
1739209746.4527764;-45.120503652039325
1739209746.4527817;-33.981070128970906
1739209746.4527872;-45.120503652039325
1739209746.4527924;-45.120503652039325
1739209746.452798;-45.120503652039325
1739209746.4528031;-38.13080360867914
1739209746.4528086;-38.13080360867914
1739209746.4528139;-45.120503652039325
1739209746.4528193;-45.120503652039325
1739209746.4528246;-45.120503652039325
1739209746.45283;-38.13080360867914
1739209746.4528353;-38.13080360867914
1739209746.4528408;-45.120503652039325
1739209746.452846;-45.120503652039325
1739209746.4528515;-38.13080360867914
1739209746.4528568;-38.13080360867914
1739209746.4528623;-45.120503652039325
1739209746.4528675;-45.120503652039325
1739209746.452873;-45.120503652039325
1739209746.4528782;-38.13080360867914
1739209746.4528837;-45.120503652039325
1739209746.452889;-45.120503652039325
1739209746.4528944;-45.120503652039325
1739209746.4528997;-45.120503652039325
1739209746.4529052;-45.120503652039325
1739209746.4529104;-38.13080360867914
1739209746.452916;-45.120503652039325
1739209746.4529212;-35.57807855764607
1739209746.4529266;-45.120503652039325
1739209746.452932;-38.13080360867914
1739209746.4529374;-45.120503652039325
1739209746.4529426;-45.120503652039325
1739209746.452948;-45.120503652039325
1739209746.4529533;-38.13080360867914
1739209746.4529588;-45.120503652039325
1739209746.452964;-31.141103565318915
1739209746.4529696;-35.57807855764607
1739209746.4529748;-38.13080360867914
1739209746.4529803;-45.120503652039325
1739209746.4529855;-35.57807855764607
1739209746.452991;-38.13080360867914
1739209746.4529963;-38.13080360867914
1739209746.4530017;-45.120503652039325
1739209746.453007;-31.14110356531892
1739209746.4530125;-45.120503652039325
1739209746.453018;-45.120503652039325
1739209746.4530232;-45.120503652039325
1739209746.4530287;-45.120503652039325
1739209746.453034;-45.120503652039325
1739209746.4530394;-45.120503652039325
1739209746.4530447;-38.13080360867914
1739209746.4530501;-27.267205301931607
1739209746.4530554;-38.13080360867914
1739209746.4530609;-45.120503652039325
1739209746.453066;-45.120503652039325
1739209746.4530716;-35.57807855764607
1739209746.4530768;-38.13080360867914
1739209746.4530823;-45.120503652039325
1739209746.4530876;-45.120503652039325
1739209746.453093;-32.816014438256545
1739209746.4530983;-38.13080360867914
1739209746.4531038;-45.120503652039325
1739209746.453109;-45.120503652039325
1739209746.4531145;-45.120503652039325
1739209746.4531198;-45.120503652039325
1739209746.4531252;-38.13080360867914
1739209746.4531305;-38.13080360867914
1739209746.453136;-38.13080360867914
1739209746.4531412;-38.13080360867914
1739209746.4531467;-38.13080360867914
1739209746.453152;-35.57807855764607
1739209746.4531574;-38.13080360867914
1739209746.4531627;-45.120503652039325
1739209746.4531682;-38.13080360867914
1739209746.4531734;-32.816014438256545
1739209746.453179;-38.13080360867914
1739209746.4531841;-45.120503652039325
1739209746.4531896;-45.120503652039325
1739209746.4531949;-45.120503652039325
1739209746.4532003;-38.13080360867914
1739209746.4532056;-45.120503652039325
1739209746.453211;-38.13080360867914
1739209746.4532163;-38.13080360867914
1739209746.4532218;-38.13080360867914
1739209746.453227;-45.120503652039325
1739209746.4532325;-45.120503652039325
1739209746.4532378;-38.13080360867914
1739209746.4532433;-38.13080360867914
1739209746.4532485;-45.120503652039325
1739209746.453254;-38.13080360867914
1739209746.4532592;-33.981070128970906
1739209746.4532647;-33.981070128970906
1739209746.45327;-38.13080360867914
1739209746.4532754;-45.120503652039325
1739209746.4532807;-38.13080360867914
1739209746.4532862;-38.13080360867914
1739209746.4532914;-38.13080360867914
1739209746.453297;-38.13080360867914
1739209746.4533021;-38.13080360867914
1739209746.4533076;-35.57807855764607
1739209746.4533129;-45.120503652039325
1739209746.4533184;-45.120503652039325
1739209746.4533236;-45.120503652039325
1739209746.453329;-45.120503652039325
1739209746.4533343;-45.120503652039325
1739209746.4533398;-45.120503652039325
1739209746.453345;-38.13080360867914
1739209746.4533505;-45.120503652039325
1739209746.4533558;-45.120503652039325
1739209746.4533613;-33.981070128970906
1739209746.4533665;-45.120503652039325
1739209746.453372;-33.981070128970906
1739209746.4533772;-38.13080360867914
1739209746.4533827;-45.120503652039325
1739209746.453388;-45.120503652039325
1739209746.4533935;-45.120503652039325
1739209746.4533987;-32.816014438256545
1739209746.4534042;-35.57807855764607
1739209746.4534094;-45.120503652039325
1739209746.453415;-45.120503652039325
1739209746.4534202;-35.57807855764607
1739209746.4534256;-45.120503652039325
1739209746.453431;-35.57807855764607
1739209746.4534364;-38.13080360867914
1739209746.4534416;-45.120503652039325
1739209746.453447;-45.120503652039325
1739209746.4534523;-45.120503652039325
1739209746.4534578;-45.120503652039325
1739209746.453463;-45.120503652039325
1739209746.4534686;-45.120503652039325
1739209746.453474;-38.13080360867914
1739209746.4534793;-38.13080360867914
1739209746.4534848;-45.120503652039325
1739209746.45349;-38.13080360867914
1739209746.4534955;-45.120503652039325
1739209746.4535007;-38.13080360867914
1739209746.4535062;-35.57807855764607
1739209746.4535115;-45.120503652039325
1739209746.453517;-35.57807855764607
1739209746.4535222;-38.13080360867914
1739209746.4535277;-38.13080360867914
1739209746.453533;-38.13080360867914
1739209746.4535384;-38.13080360867914
1739209746.4535437;-38.13080360867914
1739209746.4535491;-45.120503652039325
1739209746.4535544;-45.120503652039325
1739209746.4535599;-35.57807855764607
