CAN Message; 0x24:0cf5db445cd60095
Timestamp;Amplitude
1739209585.5039809;-38.13080360867914
1739209585.5039847;-38.13080360867914
1739209585.5039885;-45.120503652039325
1739209585.5039923;-38.13080360867914
1739209585.5039961;-38.13080360867914
1739209585.5039997;-45.120503652039325
1739209585.5040035;-38.13080360867914
1739209585.5040073;-38.13080360867914
1739209585.5040112;-38.13080360867914
1739209585.504015;-45.120503652039325
1739209585.5040188;-35.57807855764607
1739209585.5040226;-38.13080360867914
1739209585.5040264;-38.13080360867914
1739209585.5040302;-38.13080360867914
1739209585.504034;-45.120503652039325
1739209585.5040379;-33.981070128970906
1739209585.5040417;-38.13080360867914
1739209585.5040452;-45.120503652039325
1739209585.504049;-45.120503652039325
1739209585.5040529;-38.13080360867914
1739209585.5040567;-38.13080360867914
1739209585.5040605;-45.120503652039325
1739209585.5040643;-45.120503652039325
1739209585.5040681;-45.120503652039325
1739209585.504072;-38.13080360867914
1739209585.5040758;-38.13080360867914
1739209585.5040796;-35.57807855764607
1739209585.5040834;-38.13080360867914
1739209585.5040872;-38.13080360867914
1739209585.5040908;-38.13080360867914
1739209585.5040946;-35.57807855764607
1739209585.5040984;-38.13080360867914
1739209585.5041022;-38.13080360867914
1739209585.504106;-45.120503652039325
1739209585.5041099;-38.13080360867914
1739209585.5041137;-35.57807855764607
1739209585.5041175;-38.13080360867914
1739209585.5041213;-38.13080360867914
1739209585.504125;-45.120503652039325
1739209585.504129;-38.13080360867914
1739209585.5041327;-38.13080360867914
1739209585.5041363;-45.120503652039325
1739209585.5041401;-45.120503652039325
1739209585.504144;-45.120503652039325
1739209585.5041478;-38.13080360867914
1739209585.5041516;-45.120503652039325
1739209585.5041554;-32.816014438256545
1739209585.5041592;-38.13080360867914
1739209585.504163;-38.13080360867914
1739209585.5041668;-45.120503652039325
1739209585.5041707;-38.13080360867914
1739209585.5041745;-32.816014438256545
1739209585.5041783;-45.120503652039325
1739209585.5041819;-38.13080360867914
1739209585.5041857;-45.120503652039325
1739209585.5041895;-38.13080360867914
1739209585.5041933;-38.13080360867914
1739209585.5041971;-38.13080360867914
1739209585.504201;-45.120503652039325
1739209585.5042048;-45.120503652039325
1739209585.5042086;-45.120503652039325
1739209585.5042124;-45.120503652039325
1739209585.5042162;-45.120503652039325
1739209585.50422;-45.120503652039325
1739209585.5042238;-38.13080360867914
1739209585.5042274;-38.13080360867914
1739209585.5042312;-35.57807855764607
1739209585.504235;-27.8777449560314
1739209585.5042388;-38.13080360867914
1739209585.5042427;-45.120503652039325
1739209585.5042465;-33.981070128970906
1739209585.5042503;-32.816014438256545
1739209585.504254;-45.120503652039325
1739209585.504258;-45.120503652039325
1739209585.5042617;-45.120503652039325
1739209585.5042655;-45.120503652039325
1739209585.5042694;-45.120503652039325
1739209585.504273;-45.120503652039325
1739209585.5042768;-38.13080360867914
1739209585.5042806;-45.120503652039325
1739209585.5042844;-45.120503652039325
1739209585.5042882;-45.120503652039325
1739209585.504292;-38.13080360867914
1739209585.5042958;-45.120503652039325
1739209585.5042996;-45.120503652039325
1739209585.5043035;-45.120503652039325
1739209585.5043073;-38.13080360867914
1739209585.504311;-45.120503652039325
1739209585.504315;-38.13080360867914
1739209585.5043185;-35.57807855764607
1739209585.5043223;-38.13080360867914
1739209585.504326;-32.816014438256545
1739209585.50433;-38.13080360867914
1739209585.5043337;-45.120503652039325
1739209585.5043375;-45.120503652039325
1739209585.5043414;-33.981070128970906
1739209585.5043452;-45.120503652039325
1739209585.504349;-38.13080360867914
1739209585.5043528;-33.981070128970906
1739209585.5043566;-33.981070128970956
1739209585.5043604;-45.120503652039325
1739209585.504364;-45.120503652039325
1739209585.5043678;-45.120503652039325
1739209585.5043716;-45.120503652039325
1739209585.5043755;-45.120503652039325
1739209585.5043793;-45.120503652039325
1739209585.504383;-38.13080360867914
1739209585.504387;-26.991370085610722
1739209585.5043907;-33.981070128970906
1739209585.5043945;-45.120503652039325
1739209585.5043983;-45.120503652039325
1739209585.5044022;-32.816014438256545
1739209585.504406;-38.13080360867914
1739209585.5044096;-45.120503652039325
1739209585.5044134;-30.49652367304973
1739209585.5044172;-33.981070128970906
1739209585.504421;-45.120503652039325
1739209585.5044248;-35.57807855764607
1739209585.5044286;-38.13080360867914
1739209585.5044324;-33.981070128970906
1739209585.5044363;-45.120503652039325
1739209585.50444;-38.13080360867914
1739209585.504444;-38.13080360867914
1739209585.5044477;-33.981070128970906
1739209585.5044515;-38.13080360867914
1739209585.504455;-45.120503652039325
1739209585.504459;-38.13080360867914
1739209585.5044627;-38.13080360867914
1739209585.5044665;-38.13080360867914
1739209585.5044703;-38.13080360867914
1739209585.5044742;-33.981070128970906
1739209585.504478;-32.816014438256545
1739209585.5044818;-38.13080360867914
1739209585.5044856;-45.120503652039325
1739209585.5044894;-45.120503652039325
1739209585.5044932;-38.13080360867914
1739209585.5044968;-38.13080360867914
