CAN Message; 0x150:0300bf50d0640924
Timestamp;Amplitude
1739209663.6873937;-38.13080360867914
1739209663.6873984;-38.13080360867914
1739209663.6874032;-38.13080360867914
1739209663.687408;-38.13080360867914
1739209663.6874127;-33.981070128970906
1739209663.6874175;-45.120503652039325
1739209663.6874223;-38.13080360867914
1739209663.687427;-32.816014438256545
1739209663.6874318;-38.13080360867914
1739209663.6874368;-45.120503652039325
1739209663.6874416;-33.981070128970906
1739209663.6874464;-32.816014438256545
1739209663.6874511;-38.13080360867914
1739209663.687456;-45.120503652039325
1739209663.6874607;-38.13080360867914
1739209663.6874654;-38.13080360867914
1739209663.6874702;-38.13080360867914
1739209663.687475;-45.120503652039325
1739209663.6874797;-45.120503652039325
1739209663.6874845;-45.120503652039325
1739209663.6874893;-45.120503652039325
1739209663.687494;-45.120503652039325
1739209663.6874988;-38.13080360867914
1739209663.6875036;-38.13080360867914
1739209663.6875083;-38.13080360867914
1739209663.687513;-45.120503652039325
1739209663.687518;-33.981070128970906
1739209663.6875226;-29.438486411369333
1739209663.6875277;-38.13080360867914
1739209663.6875324;-45.120503652039325
1739209663.6875372;-38.13080360867914
1739209663.687542;-32.816014438256545
1739209663.6875467;-38.13080360867914
1739209663.6875515;-45.120503652039325
1739209663.6875563;-45.120503652039325
1739209663.687561;-45.120503652039325
1739209663.6875658;-45.120503652039325
1739209663.6875706;-45.120503652039325
1739209663.6875753;-45.120503652039325
1739209663.68758;-38.13080360867914
1739209663.6875849;-38.13080360867914
1739209663.6875896;-45.120503652039325
1739209663.6875944;-38.13080360867914
1739209663.6875992;-35.57807855764607
1739209663.687604;-38.13080360867914
1739209663.6876087;-45.120503652039325
1739209663.6876135;-38.13080360867914
1739209663.6876185;-38.13080360867914
1739209663.6876233;-38.13080360867914
1739209663.687628;-45.120503652039325
1739209663.6876328;-38.13080360867914
1739209663.6876376;-38.13080360867914
1739209663.6876423;-38.13080360867914
1739209663.687647;-38.13080360867914
1739209663.6876519;-38.13080360867914
1739209663.6876566;-45.120503652039325
1739209663.6876614;-45.120503652039325
1739209663.6876662;-45.120503652039325
1739209663.687671;-45.120503652039325
1739209663.6876757;-45.120503652039325
1739209663.6876805;-38.13080360867914
1739209663.6876853;-38.13080360867914
1739209663.68769;-35.57807855764607
1739209663.6876948;-32.816014438256545
1739209663.6876996;-38.13080360867914
1739209663.6877043;-35.57807855764607
1739209663.6877093;-35.57807855764607
1739209663.687714;-30.49652367304973
1739209663.6877189;-38.13080360867914
1739209663.6877236;-35.57807855764607
1739209663.6877284;-38.13080360867914
1739209663.6877332;-35.57807855764607
1739209663.687738;-45.120503652039325
1739209663.6877427;-45.120503652039325
1739209663.6877475;-45.120503652039325
1739209663.6877522;-31.141103565318943
1739209663.687757;-38.13080360867914
1739209663.6877618;-32.816014438256545
1739209663.6877666;-38.13080360867914
1739209663.6877713;-45.120503652039325
1739209663.687776;-45.120503652039325
1739209663.6877809;-38.13080360867914
1739209663.6877856;-38.13080360867914
1739209663.6877904;-28.21854285175415
1739209663.6877952;-45.120503652039325
1739209663.6878002;-38.13080360867914
1739209663.687805;-35.57807855764607
1739209663.6878097;-38.13080360867914
1739209663.6878145;-38.13080360867914
1739209663.6878192;-38.13080360867914
1739209663.687824;-38.13080360867914
1739209663.6878288;-38.13080360867914
1739209663.6878335;-38.13080360867914
1739209663.6878383;-35.57807855764607
1739209663.687843;-45.120503652039325
1739209663.6878479;-45.120503652039325
1739209663.6878526;-45.120503652039325
1739209663.6878574;-45.120503652039325
1739209663.6878622;-38.13080360867914
1739209663.687867;-35.57807855764607
1739209663.6878717;-45.120503652039325
1739209663.6878765;-32.816014438256545
1739209663.6878812;-38.13080360867914
1739209663.687886;-45.120503652039325
1739209663.687891;-38.13080360867914
1739209663.6878958;-38.13080360867914
1739209663.6879005;-35.57807855764607
1739209663.6879053;-28.21854285175415
1739209663.68791;-38.13080360867914
1739209663.6879148;-45.120503652039325
1739209663.6879196;-38.13080360867914
1739209663.6879244;-38.13080360867914
1739209663.6879292;-38.13080360867914
1739209663.687934;-35.57807855764607
1739209663.6879387;-38.13080360867914
1739209663.6879435;-45.120503652039325
1739209663.6879482;-38.13080360867914
1739209663.687953;-35.57807855764607
1739209663.6879578;-38.13080360867914
1739209663.6879625;-45.120503652039325
1739209663.6879673;-45.120503652039325
1739209663.687972;-38.13080360867914
1739209663.6879768;-38.13080360867914
1739209663.6879818;-45.120503652039325
1739209663.6879866;-38.13080360867914
1739209663.6879914;-35.57807855764607
1739209663.6879961;-33.981070128970906
1739209663.688001;-45.120503652039325
1739209663.6880057;-45.120503652039325
1739209663.6880105;-32.816014438256545
1739209663.6880152;-45.120503652039325
1739209663.68802;-32.816014438256545
1739209663.6880248;-38.13080360867914
1739209663.6880295;-45.120503652039325
1739209663.6880343;-45.120503652039325
1739209663.688039;-35.57807855764607
1739209663.6880438;-38.13080360867914
1739209663.6880486;-35.57807855764607
1739209663.6880534;-38.13080360867914
1739209663.6880581;-45.120503652039325
1739209663.688063;-45.120503652039325
1739209663.6880677;-45.120503652039325
1739209663.6880727;-38.13080360867914
1739209663.6880774;-45.120503652039325
1739209663.6880822;-38.13080360867914
1739209663.688087;-35.57807855764607
1739209663.6880918;-45.120503652039325
1739209663.6880965;-35.57807855764607
1739209663.6881013;-38.13080360867914
1739209663.688106;-45.120503652039325
1739209663.6881108;-45.120503652039325
1739209663.6881156;-45.120503652039325
1739209663.6881204;-45.120503652039325
1739209663.6881251;-38.13080360867914
1739209663.68813;-38.13080360867914
1739209663.6881347;-45.120503652039325
1739209663.6881394;-38.13080360867914
1739209663.6881442;-45.120503652039325
1739209663.688149;-45.120503652039325
1739209663.6881537;-35.57807855764607
1739209663.6881585;-33.981070128970906
1739209663.6881635;-45.120503652039325
1739209663.6881683;-45.120503652039325
1739209663.688173;-45.120503652039325
1739209663.6881778;-33.981070128970906
1739209663.6881826;-45.120503652039325
1739209663.6881874;-38.13080360867914
1739209663.6881921;-38.13080360867914
1739209663.688197;-38.13080360867914
1739209663.6882017;-35.57807855764607
1739209663.6882064;-38.13080360867914
1739209663.6882112;-35.57807855764607
1739209663.688216;-33.981070128970906
1739209663.6882207;-45.120503652039325
1739209663.6882255;-45.120503652039325
1739209663.6882303;-38.13080360867914
1739209663.688235;-38.13080360867914
1739209663.6882398;-45.120503652039325
1739209663.6882446;-45.120503652039325
1739209663.6882493;-45.120503652039325
1739209663.6882544;-45.120503652039325
1739209663.6882591;-45.120503652039325
1739209663.688264;-38.13080360867914
1739209663.6882687;-38.13080360867914
1739209663.6882734;-38.13080360867914
1739209663.6882782;-45.120503652039325
1739209663.688283;-38.13080360867914
1739209663.6882877;-38.13080360867914
1739209663.6882925;-31.141103565318915
1739209663.6882973;-38.13080360867914
1739209663.688302;-38.13080360867914
1739209663.6883068;-38.13080360867914
1739209663.6883116;-38.13080360867914
1739209663.6883163;-33.981070128970906
1739209663.688321;-33.981070128970906
1739209663.688326;-45.120503652039325
1739209663.6883307;-38.13080360867914
1739209663.6883354;-38.13080360867914
1739209663.6883402;-45.120503652039325
1739209663.6883452;-45.120503652039325
1739209663.68835;-38.13080360867914
1739209663.6883547;-38.13080360867914
1739209663.6883595;-45.120503652039325
1739209663.6883643;-45.120503652039325
1739209663.688369;-38.13080360867914
1739209663.6883738;-45.120503652039325
1739209663.6883786;-45.120503652039325
1739209663.6883833;-38.13080360867914
1739209663.688388;-38.13080360867914
1739209663.6883929;-38.13080360867914
1739209663.6883976;-38.13080360867914
1739209663.6884024;-38.13080360867914
1739209663.6884072;-38.13080360867914
1739209663.688412;-38.13080360867914
1739209663.6884167;-38.13080360867914
1739209663.6884215;-35.57807855764607
1739209663.6884263;-38.13080360867914
1739209663.688431;-45.120503652039325
1739209663.688436;-38.13080360867914
1739209663.6884408;-35.57807855764607
1739209663.6884456;-33.981070128970906
1739209663.6884503;-38.13080360867914
1739209663.688455;-45.120503652039325
1739209663.6884599;-38.13080360867914
1739209663.6884646;-35.57807855764607
1739209663.6884694;-45.120503652039325
1739209663.6884742;-38.13080360867914
1739209663.688479;-38.13080360867914
1739209663.6884837;-35.57807855764607
1739209663.6884885;-35.57807855764607
1739209663.6884933;-38.13080360867914
1739209663.688498;-38.13080360867914
1739209663.6885028;-38.13080360867914
1739209663.6885076;-45.120503652039325
1739209663.6885123;-38.13080360867914
1739209663.688517;-45.120503652039325
1739209663.6885219;-38.13080360867914
1739209663.6885269;-38.13080360867914
1739209663.6885316;-45.120503652039325
1739209663.6885364;-38.13080360867914
1739209663.6885412;-38.13080360867914
1739209663.688546;-45.120503652039325
1739209663.6885507;-45.120503652039325
1739209663.6885555;-45.120503652039325
1739209663.6885602;-45.120503652039325
1739209663.688565;-45.120503652039325
1739209663.6885698;-45.120503652039325
1739209663.6885746;-45.120503652039325
1739209663.6885793;-38.13080360867914
1739209663.688584;-38.13080360867914
1739209663.6885889;-45.120503652039325
1739209663.6885936;-38.13080360867914
1739209663.6885984;-45.120503652039325
1739209663.6886032;-38.13080360867914
1739209663.688608;-35.57807855764607
1739209663.688613;-38.13080360867914
1739209663.6886177;-45.120503652039325
1739209663.6886225;-30.49652367304973
1739209663.6886272;-33.981070128970906
1739209663.688632;-45.120503652039325
1739209663.6886368;-38.13080360867914
1739209663.6886415;-32.816014438256545
1739209663.6886463;-45.120503652039325
1739209663.688651;-45.120503652039325
1739209663.6886559;-38.13080360867914
1739209663.6886606;-45.120503652039325
1739209663.6886654;-38.13080360867914
1739209663.6886702;-45.120503652039325
1739209663.688675;-45.120503652039325
1739209663.6886797;-38.13080360867914
1739209663.6886845;-38.13080360867914
1739209663.6886892;-45.120503652039325
1739209663.688694;-38.13080360867914
1739209663.6886988;-33.981070128970906
1739209663.6887038;-38.13080360867914
1739209663.6887085;-38.13080360867914
1739209663.6887133;-38.13080360867914
1739209663.688718;-35.57807855764607
1739209663.6887228;-38.13080360867914
1739209663.6887276;-45.120503652039325
1739209663.6887324;-38.13080360867914
1739209663.6887372;-45.120503652039325
1739209663.688742;-38.13080360867914
1739209663.6887467;-45.120503652039325
1739209663.6887515;-38.13080360867914
1739209663.6887562;-38.13080360867914
1739209663.688761;-38.13080360867914
1739209663.6887658;-45.120503652039325
1739209663.6887705;-38.13080360867914
1739209663.6887753;-35.57807855764607
1739209663.68878;-45.120503652039325
1739209663.6887848;-45.120503652039325
1739209663.6887896;-38.13080360867914
1739209663.6887946;-32.816014438256545
1739209663.6887994;-33.981070128970906
1739209663.6888041;-45.120503652039325
1739209663.688809;-45.120503652039325
1739209663.6888137;-45.120503652039325
1739209663.6888185;-38.13080360867914
1739209663.6888232;-45.120503652039325
1739209663.688828;-38.13080360867914
1739209663.6888328;-38.13080360867914
1739209663.6888375;-38.13080360867914
1739209663.6888423;-45.120503652039325
1739209663.688847;-38.13080360867914
1739209663.6888518;-38.13080360867914
1739209663.6888566;-45.120503652039325
1739209663.6888614;-38.13080360867914
1739209663.6888661;-45.120503652039325
1739209663.688871;-33.981070128970906
1739209663.6888757;-33.981070128970906
1739209663.6888804;-45.120503652039325
1739209663.6888855;-38.13080360867914
1739209663.6888902;-38.13080360867914
1739209663.688895;-33.981070128970906
1739209663.6888998;-38.13080360867914
1739209663.6889045;-38.13080360867914
1739209663.6889093;-38.13080360867914
1739209663.688914;-45.120503652039325
1739209663.6889188;-38.13080360867914
1739209663.6889236;-38.13080360867914
1739209663.6889284;-45.120503652039325
1739209663.6889331;-45.120503652039325
1739209663.688938;-38.13080360867914
1739209663.6889427;-45.120503652039325
1739209663.6889474;-45.120503652039325
1739209663.6889522;-45.120503652039325
1739209663.688957;-45.120503652039325
1739209663.6889617;-45.120503652039325
1739209663.6889665;-32.816014438256545
1739209663.6889713;-38.13080360867914
1739209663.6889763;-45.120503652039325
1739209663.688981;-38.13080360867914
1739209663.6889858;-32.816014438256545
1739209663.6889906;-31.141103565318915
1739209663.6889954;-45.120503652039325
1739209663.6890001;-38.13080360867914
1739209663.689005;-38.13080360867914
1739209663.6890097;-45.120503652039325
1739209663.6890144;-45.120503652039325
1739209663.6890192;-38.13080360867914
1739209663.689024;-38.13080360867914
1739209663.6890287;-30.49652367304973
1739209663.6890335;-38.13080360867914
1739209663.6890383;-45.120503652039325
1739209663.689043;-32.816014438256545
1739209663.6890478;-38.13080360867914
1739209663.6890526;-45.120503652039325
1739209663.6890574;-38.13080360867914
1739209663.689062;-38.13080360867914
1739209663.6890671;-28.992665084841942
1739209663.689072;-38.13080360867914
1739209663.6890767;-45.120503652039325
1739209663.6890814;-38.13080360867914
1739209663.6890862;-38.13080360867914
1739209663.689091;-45.120503652039325
1739209663.6890957;-38.13080360867914
1739209663.6891005;-38.13080360867914
1739209663.6891053;-38.13080360867914
1739209663.68911;-45.120503652039325
1739209663.6891148;-38.13080360867914
1739209663.6891196;-45.120503652039325
1739209663.6891243;-45.120503652039325
1739209663.689129;-45.120503652039325
1739209663.689134;-45.120503652039325
1739209663.6891387;-45.120503652039325
1739209663.6891434;-33.981070128970906
1739209663.6891482;-38.13080360867914
1739209663.689153;-38.13080360867914
1739209663.689158;-45.120503652039325
1739209663.6891627;-45.120503652039325
1739209663.6891675;-45.120503652039325
1739209663.6891723;-45.120503652039325
1739209663.689177;-38.13080360867914
1739209663.6891818;-28.992665084841942
1739209663.6891866;-38.13080360867914
1739209663.6891913;-45.120503652039325
1739209663.689196;-38.13080360867914
1739209663.6892009;-38.13080360867914
1739209663.6892056;-45.120503652039325
1739209663.6892104;-45.120503652039325
1739209663.6892152;-45.120503652039325
1739209663.68922;-31.141103565318915
1739209663.6892247;-38.13080360867914
1739209663.6892295;-38.13080360867914
1739209663.6892343;-45.120503652039325
1739209663.689239;-45.120503652039325
1739209663.6892438;-45.120503652039325
1739209663.6892488;-38.13080360867914
1739209663.6892536;-45.120503652039325
1739209663.6892583;-38.13080360867914
1739209663.689263;-45.120503652039325
1739209663.6892679;-45.120503652039325
1739209663.6892726;-45.120503652039325
1739209663.6892774;-38.13080360867914
1739209663.6892822;-38.13080360867914
1739209663.689287;-45.120503652039325
1739209663.6892917;-45.120503652039325
1739209663.6892965;-33.981070128970906
1739209663.6893013;-45.120503652039325
1739209663.689306;-45.120503652039325
1739209663.6893108;-45.120503652039325
1739209663.6893156;-38.13080360867914
1739209663.6893203;-35.57807855764607
1739209663.689325;-45.120503652039325
1739209663.6893299;-45.120503652039325
1739209663.6893346;-33.981070128970906
1739209663.6893396;-38.13080360867914
1739209663.6893444;-45.120503652039325
1739209663.6893492;-45.120503652039325
1739209663.689354;-38.13080360867914
1739209663.6893587;-45.120503652039325
1739209663.6893635;-33.981070128970906
1739209663.6893682;-38.13080360867914
1739209663.689373;-38.13080360867914
1739209663.6893778;-35.57807855764607
1739209663.6893826;-38.13080360867914
1739209663.6893873;-45.120503652039325
1739209663.689392;-38.13080360867914
1739209663.6893969;-35.57807855764607
1739209663.6894016;-45.120503652039325
1739209663.6894064;-45.120503652039325
1739209663.6894112;-33.981070128970906
1739209663.689416;-35.57807855764607
1739209663.6894207;-38.13080360867914
1739209663.6894255;-45.120503652039325
1739209663.6894305;-38.13080360867914
1739209663.6894352;-35.57807855764607
1739209663.68944;-38.13080360867914
1739209663.6894448;-45.120503652039325
1739209663.6894495;-38.13080360867914
1739209663.6894543;-38.13080360867914
1739209663.689459;-38.13080360867914
1739209663.6894639;-45.120503652039325
1739209663.6894686;-35.57807855764607
1739209663.6894734;-35.57807855764607
1739209663.6894782;-38.13080360867914
1739209663.689483;-45.120503652039325
1739209663.6894877;-45.120503652039325
1739209663.6894925;-29.438486411369333
1739209663.6894972;-35.57807855764607
1739209663.689502;-45.120503652039325
1739209663.6895068;-38.13080360867914
1739209663.6895115;-35.57807855764607
1739209663.6895163;-38.13080360867914
1739209663.6895213;-45.120503652039325
1739209663.689526;-45.120503652039325
1739209663.6895308;-45.120503652039325
1739209663.6895356;-38.13080360867914
1739209663.6895404;-45.120503652039325
1739209663.6895452;-45.120503652039325
1739209663.68955;-45.120503652039325
1739209663.6895547;-38.13080360867914
1739209663.6895595;-45.120503652039325
1739209663.6895642;-45.120503652039325
1739209663.689569;-45.120503652039325
1739209663.6895738;-45.120503652039325
1739209663.6895785;-45.120503652039325
1739209663.6895833;-38.13080360867914
1739209663.689588;-32.816014438256545
1739209663.6895928;-45.120503652039325
1739209663.6895976;-38.13080360867914
1739209663.6896024;-38.13080360867914
