CAN Message; 0x1bb:0000a3c9f79896fb
1739209840.2526073;-38.13080360867914
1739209840.2526112;-38.13080360867914
1739209840.2526152;-45.120503652039325
1739209840.252619;-45.120503652039325
1739209840.2526228;-45.120503652039325
1739209840.2526267;-38.13080360867914
1739209840.2526305;-45.120503652039325
1739209840.2526343;-45.120503652039325
1739209840.252638;-38.13080360867914
1739209840.252642;-38.13080360867914
1739209840.2526457;-35.57807855764607
1739209840.2526495;-38.13080360867914
1739209840.2526534;-35.57807855764607
1739209840.2526572;-45.120503652039325
1739209840.2526612;-32.816014438256545
1739209840.252665;-29.438486411369333
1739209840.2526689;-45.120503652039325
1739209840.2526727;-45.120503652039325
1739209840.2526765;-38.13080360867914
1739209840.2526803;-38.13080360867914
1739209840.252684;-38.13080360867914
1739209840.252688;-32.816014438256545
1739209840.2526917;-45.120503652039325
1739209840.2526956;-45.120503652039325
1739209840.2526994;-38.13080360867914
1739209840.2527034;-38.13080360867914
1739209840.2527072;-45.120503652039325
1739209840.252711;-45.120503652039325
1739209840.2527149;-38.13080360867914
1739209840.2527187;-38.13080360867914
1739209840.2527225;-32.816014438256545
1739209840.2527263;-29.438486411369333
1739209840.2527301;-45.120503652039325
1739209840.252734;-45.120503652039325
1739209840.2527378;-35.57807855764607
1739209840.2527416;-35.57807855764607
1739209840.2527454;-45.120503652039325
1739209840.2527494;-33.981070128970906
1739209840.2527533;-45.120503652039325
1739209840.252757;-45.120503652039325
1739209840.252761;-35.57807855764607
1739209840.2527647;-45.120503652039325
1739209840.2527685;-38.13080360867914
1739209840.2527723;-38.13080360867914
1739209840.2527761;-33.981070128970906
1739209840.25278;-45.120503652039325
1739209840.2527838;-35.57807855764607
1739209840.2527876;-30.49652367304973
1739209840.2527916;-45.120503652039325
1739209840.2527955;-45.120503652039325
1739209840.2527993;-35.57807855764607
1739209840.252803;-32.816014438256545
1739209840.252807;-45.120503652039325
1739209840.2528107;-45.120503652039325
1739209840.2528145;-45.120503652039325
1739209840.2528183;-38.13080360867914
1739209840.2528222;-38.13080360867914
1739209840.252826;-38.13080360867914
1739209840.2528298;-38.13080360867914
1739209840.2528336;-45.120503652039325
1739209840.2528377;-38.13080360867914
1739209840.2528415;-45.120503652039325
1739209840.2528453;-38.13080360867914
1739209840.252849;-45.120503652039325
1739209840.252853;-45.120503652039325
1739209840.2528567;-45.120503652039325
1739209840.2528605;-38.13080360867914
1739209840.2528644;-45.120503652039325
1739209840.2528682;-38.13080360867914
1739209840.252872;-45.120503652039325
1739209840.2528758;-33.981070128970906
1739209840.2528799;-38.13080360867914
1739209840.2528837;-45.120503652039325
1739209840.2528875;-38.13080360867914
1739209840.2528913;-35.57807855764607
1739209840.252895;-45.120503652039325
1739209840.252899;-45.120503652039325
1739209840.2529027;-38.13080360867914
1739209840.2529066;-38.13080360867914
1739209840.2529104;-38.13080360867914
1739209840.2529142;-38.13080360867914
1739209840.252918;-45.120503652039325
1739209840.2529218;-38.13080360867914
1739209840.2529259;-45.120503652039325
1739209840.2529297;-38.13080360867914
1739209840.2529335;-35.57807855764607
1739209840.2529373;-45.120503652039325
1739209840.2529411;-27.267205301931607
1739209840.252945;-33.981070128970906
1739209840.2529488;-35.57807855764607
1739209840.2529526;-38.13080360867914
1739209840.2529564;-33.981070128970906
1739209840.2529602;-38.13080360867914
1739209840.252964;-38.13080360867914
1739209840.252968;-38.13080360867914
1739209840.252972;-38.13080360867914
1739209840.2529757;-45.120503652039325
1739209840.2529795;-38.13080360867914
1739209840.2529833;-35.57807855764607
1739209840.2529871;-38.13080360867914
1739209840.252991;-38.13080360867914
1739209840.2529948;-45.120503652039325
1739209840.2529986;-38.13080360867914
1739209840.2530024;-38.13080360867914
1739209840.2530062;-45.120503652039325
1739209840.25301;-45.120503652039325
1739209840.253014;-45.120503652039325
1739209840.253018;-38.13080360867914
1739209840.2530217;-45.120503652039325
1739209840.2530255;-45.120503652039325
1739209840.2530293;-33.981070128970906
1739209840.2530332;-33.981070128970906
1739209840.253037;-38.13080360867914
1739209840.2530408;-45.120503652039325
1739209840.2530446;-45.120503652039325
1739209840.2530484;-38.13080360867914
1739209840.2530522;-45.120503652039325
1739209840.2530563;-45.120503652039325
1739209840.25306;-38.13080360867914
1739209840.253064;-38.13080360867914
1739209840.2530677;-45.120503652039325
1739209840.2530715;-45.120503652039325
1739209840.2530754;-38.13080360867914
1739209840.2530792;-45.120503652039325
1739209840.253083;-45.120503652039325
1739209840.2530868;-45.120503652039325
1739209840.2530906;-38.13080360867914
1739209840.2530944;-38.13080360867914
1739209840.2530982;-38.13080360867914
1739209840.2531023;-35.57807855764607
1739209840.253106;-38.13080360867914
1739209840.25311;-45.120503652039325
1739209840.2531137;-33.981070128970906
1739209840.2531176;-38.13080360867914
1739209840.2531214;-45.120503652039325
1739209840.2531252;-45.120503652039325
1739209840.253129;-45.120503652039325
1739209840.2531328;-45.120503652039325
1739209840.2531366;-45.120503652039325
1739209840.2531404;-45.120503652039325
1739209840.2531445;-38.13080360867914
1739209840.2531483;-38.13080360867914
1739209840.2531521;-45.120503652039325
1739209840.253156;-45.120503652039325
1739209840.2531598;-45.120503652039325
1739209840.2531636;-45.120503652039325
1739209840.2531674;-45.120503652039325
1739209840.2531712;-38.13080360867914
1739209840.253175;-38.13080360867914
1739209840.2531788;-38.13080360867914
1739209840.2531826;-38.13080360867914
1739209840.2531865;-45.120503652039325
1739209840.2531905;-33.981070128970906
1739209840.2531943;-38.13080360867914
1739209840.2531981;-45.120503652039325
1739209840.253202;-45.120503652039325
1739209840.2532058;-32.816014438256545
1739209840.2532096;-35.57807855764607
1739209840.2532134;-45.120503652039325
1739209840.2532172;-38.13080360867914
1739209840.253221;-45.120503652039325
1739209840.2532248;-38.13080360867914
1739209840.2532287;-38.13080360867914
1739209840.2532327;-35.57807855764607
1739209840.2532365;-45.120503652039325
1739209840.2532403;-45.120503652039325
1739209840.2532442;-38.13080360867914
1739209840.253248;-45.120503652039325
1739209840.2532518;-31.141103565318893
1739209840.2532556;-35.57807855764607
1739209840.2532594;-38.13080360867914
1739209840.2532632;-38.13080360867914
1739209840.253267;-33.981070128970906
1739209840.2532709;-33.981070128970906
1739209840.2532747;-45.120503652039325
1739209840.2532787;-38.13080360867914
1739209840.2532825;-45.120503652039325
1739209840.2532864;-45.120503652039325
1739209840.2532902;-45.120503652039325
1739209840.253294;-45.120503652039325
1739209840.2532978;-45.120503652039325
1739209840.2533016;-45.120503652039325
1739209840.2533054;-32.816014438256545
1739209840.2533092;-38.13080360867914
1739209840.253313;-35.57807855764607
1739209840.2533169;-38.13080360867914
1739209840.253321;-38.13080360867914
1739209840.2533247;-38.13080360867914
1739209840.2533286;-38.13080360867914
1739209840.2533324;-38.13080360867914
1739209840.2533362;-38.13080360867914
1739209840.25334;-32.816014438256545
1739209840.2533438;-45.120503652039325
1739209840.2533476;-45.120503652039325
1739209840.2533514;-38.13080360867914
1739209840.2533553;-45.120503652039325
1739209840.253359;-45.120503652039325
1739209840.253363;-45.120503652039325
1739209840.253367;-38.13080360867914
1739209840.2533708;-33.981070128970906
1739209840.2533746;-45.120503652039325
1739209840.2533784;-45.120503652039325
1739209840.2533822;-38.13080360867914
1739209840.253386;-45.120503652039325
1739209840.2533898;-45.120503652039325
1739209840.2533937;-45.120503652039325
1739209840.2533975;-45.120503652039325
1739209840.2534013;-45.120503652039325
1739209840.253405;-35.57807855764607
1739209840.2534091;-30.49652367304973
1739209840.253413;-35.57807855764607
1739209840.2534168;-38.13080360867914
1739209840.2534206;-45.120503652039325
1739209840.2534244;-38.13080360867914
1739209840.2534282;-45.120503652039325
1739209840.253432;-38.13080360867914
1739209840.2534359;-45.120503652039325
1739209840.2534397;-45.120503652039325
1739209840.2534435;-38.13080360867914
1739209840.2534473;-45.120503652039325
1739209840.253451;-38.13080360867914
1739209840.2534552;-38.13080360867914
1739209840.253459;-38.13080360867914
1739209840.2534628;-45.120503652039325
1739209840.2534666;-32.816014438256545
1739209840.2534704;-26.991370085610722
1739209840.2534742;-45.120503652039325
1739209840.253478;-45.120503652039325
1739209840.2534819;-35.57807855764607
1739209840.2534857;-32.816014438256545
1739209840.2534895;-45.120503652039325
1739209840.2534933;-38.13080360867914
1739209840.2534974;-38.13080360867914
1739209840.2535012;-38.13080360867914
1739209840.253505;-45.120503652039325
1739209840.2535088;-45.120503652039325
1739209840.2535126;-45.120503652039325
1739209840.2535164;-45.120503652039325
1739209840.2535203;-45.120503652039325
1739209840.253524;-45.120503652039325
1739209840.2535279;-35.57807855764607
1739209840.2535317;-25.62660358559016
1739209840.2535355;-45.120503652039325
1739209840.2535393;-38.13080360867914
1739209840.2535434;-38.13080360867914
1739209840.2535472;-38.13080360867914
1739209840.253551;-35.57807855764607
1739209840.2535548;-38.13080360867914
1739209840.2535586;-45.120503652039325
1739209840.2535625;-33.981070128970956
1739209840.2535663;-45.120503652039325
1739209840.25357;-38.13080360867914
1739209840.253574;-45.120503652039325
1739209840.2535777;-45.120503652039325
1739209840.2535815;-38.13080360867914
1739209840.2535856;-32.816014438256545
1739209840.2535894;-38.13080360867914
1739209840.2535932;-31.141103565318915
1739209840.253597;-35.57807855764607
1739209840.2536008;-32.816014438256545
1739209840.2536047;-38.13080360867914
1739209840.2536085;-38.13080360867914
1739209840.2536123;-38.13080360867914
1739209840.253616;-38.13080360867914
1739209840.25362;-45.120503652039325
1739209840.2536237;-45.120503652039325
1739209840.2536275;-38.13080360867914
1739209840.2536316;-38.13080360867914
1739209840.2536354;-38.13080360867914
1739209840.2536392;-45.120503652039325
1739209840.253643;-32.816014438256545
1739209840.2536469;-38.13080360867914
1739209840.2536507;-45.120503652039325
1739209840.2536545;-38.13080360867914
1739209840.2536583;-38.13080360867914
1739209840.253662;-45.120503652039325
1739209840.253666;-45.120503652039325
1739209840.2536697;-45.120503652039325
1739209840.2536738;-38.13080360867914
1739209840.2536776;-38.13080360867914
1739209840.2536814;-45.120503652039325
1739209840.2536852;-27.267205301931607
1739209840.253689;-33.981070128970906
1739209840.2536929;-38.13080360867914
1739209840.2536967;-38.13080360867914
1739209840.2537005;-38.13080360867914
1739209840.2537043;-45.120503652039325
1739209840.2537081;-45.120503652039325
1739209840.253712;-38.13080360867914
1739209840.2537158;-38.13080360867914
1739209840.2537198;-38.13080360867914
1739209840.2537236;-45.120503652039325
1739209840.2537274;-38.13080360867914
1739209840.2537313;-45.120503652039325
1739209840.253735;-38.13080360867914
1739209840.2537389;-45.120503652039325
1739209840.2537427;-45.120503652039325
1739209840.2537465;-38.13080360867914
1739209840.2537503;-45.120503652039325
1739209840.2537541;-45.120503652039325
1739209840.253758;-38.13080360867914
1739209840.2537618;-38.13080360867914
1739209840.2537658;-45.120503652039325
1739209840.2537696;-45.120503652039325
1739209840.2537735;-45.120503652039325
1739209840.2537773;-45.120503652039325
1739209840.253781;-35.57807855764607
1739209840.253785;-35.57807855764607
1739209840.2537887;-45.120503652039325
1739209840.2537925;-45.120503652039325
1739209840.2537963;-32.816014438256545
1739209840.2538002;-32.816014438256545
1739209840.253804;-45.120503652039325
1739209840.253808;-38.13080360867914
1739209840.2538118;-38.13080360867914
1739209840.2538157;-45.120503652039325
1739209840.2538195;-38.13080360867914
1739209840.2538233;-38.13080360867914
1739209840.253827;-38.13080360867914
1739209840.253831;-33.981070128970906
1739209840.2538347;-45.120503652039325
1739209840.2538385;-45.120503652039325
1739209840.2538424;-32.816014438256545
1739209840.2538462;-38.13080360867914
1739209840.25385;-45.120503652039325
1739209840.253854;-45.120503652039325
1739209840.2538579;-35.57807855764607
1739209840.2538617;-35.57807855764607
1739209840.2538655;-38.13080360867914
1739209840.2538693;-38.13080360867914
1739209840.253873;-38.13080360867914
1739209840.253877;-38.13080360867914
1739209840.2538807;-45.120503652039325
1739209840.2538846;-38.13080360867914
1739209840.2538884;-45.120503652039325
1739209840.2538922;-45.120503652039325
1739209840.2538962;-45.120503652039325
1739209840.2539;-38.13080360867914
1739209840.2539039;-38.13080360867914
1739209840.2539077;-35.57807855764607
1739209840.2539115;-38.13080360867914
1739209840.2539153;-38.13080360867914
1739209840.2539191;-35.57807855764607
1739209840.253923;-38.13080360867914
1739209840.2539268;-45.120503652039325
1739209840.2539306;-45.120503652039325
1739209840.2539344;-45.120503652039325
1739209840.2539382;-38.13080360867914
1739209840.2539423;-38.13080360867914
1739209840.253946;-35.57807855764607
1739209840.2539499;-45.120503652039325
1739209840.2539537;-45.120503652039325
1739209840.2539575;-32.816014438256545
1739209840.2539613;-38.13080360867914
1739209840.2539651;-45.120503652039325
1739209840.253969;-45.120503652039325
1739209840.2539728;-45.120503652039325
1739209840.2539766;-38.13080360867914
1739209840.2539804;-38.13080360867914
1739209840.2539845;-38.13080360867914
1739209840.2539883;-32.816014438256545
1739209840.253992;-35.57807855764607
1739209840.253996;-38.13080360867914
1739209840.2539997;-45.120503652039325
1739209840.2540035;-45.120503652039325
1739209840.2540073;-38.13080360867914
1739209840.2540112;-38.13080360867914
1739209840.254015;-45.120503652039325
1739209840.2540188;-45.120503652039325
1739209840.2540226;-33.981070128970906
1739209840.2540264;-45.120503652039325
1739209840.2540305;-45.120503652039325
1739209840.2540343;-38.13080360867914
1739209840.254038;-45.120503652039325
1739209840.254042;-38.13080360867914
1739209840.2540457;-45.120503652039325
1739209840.2540495;-33.981070128970906
1739209840.2540534;-45.120503652039325
1739209840.2540572;-35.57807855764607
1739209840.254061;-28.58837851428586
1739209840.2540648;-38.13080360867914
1739209840.2540686;-38.13080360867914
1739209840.2540727;-38.13080360867914
1739209840.2540765;-35.57807855764607
1739209840.2540803;-38.13080360867914
1739209840.254084;-45.120503652039325
1739209840.254088;-45.120503652039325
1739209840.2540917;-45.120503652039325
1739209840.2540956;-38.13080360867914
1739209840.2540994;-45.120503652039325
1739209840.2541032;-38.13080360867914
1739209840.254107;-38.13080360867914
1739209840.2541108;-45.120503652039325
1739209840.2541146;-45.120503652039325
1739209840.2541187;-45.120503652039325
1739209840.2541225;-31.141103565318915
1739209840.2541263;-45.120503652039325
1739209840.2541301;-45.120503652039325
1739209840.254134;-38.13080360867914
1739209840.2541378;-31.141103565318915
1739209840.2541416;-45.120503652039325
1739209840.2541454;-38.13080360867914
1739209840.2541492;-38.13080360867914
1739209840.254153;-45.120503652039325
1739209840.2541568;-38.13080360867914
1739209840.254161;-38.13080360867914
1739209840.2541647;-38.13080360867914
1739209840.2541685;-45.120503652039325
1739209840.2541723;-45.120503652039325
1739209840.2541761;-45.120503652039325
1739209840.25418;-38.13080360867914
1739209840.2541838;-35.57807855764607
1739209840.2541876;-45.120503652039325
1739209840.2541914;-45.120503652039325
1739209840.2541952;-35.57807855764607
1739209840.254199;-33.981070128970906
1739209840.2542028;-45.120503652039325
1739209840.254207;-45.120503652039325
1739209840.2542107;-45.120503652039325
1739209840.2542145;-38.13080360867914
1739209840.2542183;-35.57807855764607
1739209840.2542222;-38.13080360867914
1739209840.254226;-45.120503652039325
1739209840.2542298;-45.120503652039325
1739209840.2542336;-45.120503652039325
1739209840.2542374;-45.120503652039325
1739209840.2542412;-45.120503652039325
1739209840.254245;-38.13080360867914
1739209840.254249;-45.120503652039325
1739209840.254253;-45.120503652039325
1739209840.2542567;-38.13080360867914
1739209840.2542605;-35.57807855764607
1739209840.2542644;-45.120503652039325
1739209840.2542682;-45.120503652039325
1739209840.254272;-45.120503652039325
1739209840.2542758;-45.120503652039325
1739209840.2542796;-45.120503652039325
1739209840.2542834;-38.13080360867914
1739209840.2542872;-45.120503652039325
1739209840.254291;-45.120503652039325
1739209840.254295;-35.57807855764607
1739209840.254299;-45.120503652039325
1739209840.2543027;-45.120503652039325
1739209840.2543066;-38.13080360867914
1739209840.2543104;-38.13080360867914
1739209840.2543142;-45.120503652039325
1739209840.254318;-45.120503652039325
1739209840.2543218;-38.13080360867914
1739209840.2543256;-45.120503652039325
1739209840.2543294;-38.13080360867914
1739209840.2543333;-45.120503652039325
1739209840.2543373;-31.141103565318915
1739209840.2543411;-38.13080360867914
1739209840.254345;-38.13080360867914
1739209840.2543488;-45.120503652039325
1739209840.2543526;-45.120503652039325
1739209840.2543564;-45.120503652039325
1739209840.2543602;-38.13080360867914
1739209840.254364;-45.120503652039325
1739209840.2543678;-38.13080360867914
1739209840.2543716;-33.981070128970906
1739209840.2543755;-32.816014438256545
1739209840.2543793;-38.13080360867914
1739209840.2543833;-38.13080360867914
1739209840.2543871;-45.120503652039325
1739209840.254391;-45.120503652039325
1739209840.2543948;-45.120503652039325
1739209840.2543986;-33.981070128970906
1739209840.2544024;-33.981070128970906
1739209840.2544062;-38.13080360867914
1739209840.25441;-38.13080360867914
1739209840.2544138;-45.120503652039325
1739209840.2544177;-35.57807855764607
1739209840.2544215;-38.13080360867914
1739209840.2544255;-38.13080360867914
1739209840.2544293;-33.981070128970906
1739209840.2544332;-45.120503652039325
1739209840.254437;-45.120503652039325
1739209840.2544408;-45.120503652039325
1739209840.2544446;-33.981070128970906
1739209840.2544484;-45.120503652039325
1739209840.2544522;-45.120503652039325
1739209840.254456;-38.13080360867914
1739209840.2544599;-33.981070128970906
1739209840.2544637;-32.816014438256545
1739209840.2544675;-38.13080360867914
1739209840.2544715;-38.13080360867914
1739209840.2544754;-45.120503652039325
1739209840.2544792;-38.13080360867914
1739209840.254483;-45.120503652039325
1739209840.2544868;-35.57807855764607
1739209840.2544906;-31.141103565318915
1739209840.2544944;-31.141103565318915
1739209840.2544982;-45.120503652039325
1739209840.254502;-33.981070128970906
1739209840.2545059;-45.120503652039325
1739209840.2545097;-45.120503652039325
1739209840.2545137;-38.13080360867914
1739209840.2545176;-35.57807855764607
1739209840.2545214;-33.981070128970906
1739209840.2545252;-38.13080360867914
1739209840.254529;-38.13080360867914
1739209840.2545328;-38.13080360867914
1739209840.2545366;-38.13080360867914
1739209840.2545404;-45.120503652039325
1739209840.2545443;-45.120503652039325
1739209840.254548;-45.120503652039325
1739209840.254552;-38.13080360867914
1739209840.2545557;-38.13080360867914
1739209840.2545598;-38.13080360867914
1739209840.2545636;-38.13080360867914
1739209840.2545674;-45.120503652039325
1739209840.2545712;-35.57807855764607
1739209840.254575;-35.57807855764607
1739209840.2545788;-45.120503652039325
1739209840.2545826;-38.13080360867914
1739209840.2545865;-38.13080360867914
1739209840.2545903;-38.13080360867914
1739209840.254594;-38.13080360867914
1739209840.254598;-45.120503652039325
1739209840.254602;-35.57807855764607
1739209840.2546058;-38.13080360867914
1739209840.2546096;-33.981070128970906
1739209840.2546134;-38.13080360867914
1739209840.2546172;-38.13080360867914
1739209840.254621;-45.120503652039325
1739209840.2546248;-45.120503652039325
1739209840.2546287;-45.120503652039325
1739209840.2546325;-38.13080360867914
1739209840.2546363;-45.120503652039325
1739209840.25464;-45.120503652039325
1739209840.254644;-38.13080360867914
1739209840.254648;-27.267205301931607
1739209840.2546518;-45.120503652039325
1739209840.2546556;-45.120503652039325
1739209840.2546594;-45.120503652039325
1739209840.2546632;-38.13080360867914
1739209840.254667;-45.120503652039325
1739209840.2546709;-38.13080360867914
1739209840.2546747;-38.13080360867914
1739209840.2546785;-38.13080360867914
1739209840.2546823;-45.120503652039325
1739209840.254686;-38.13080360867914
1739209840.2546902;-45.120503652039325
1739209840.254694;-45.120503652039325
1739209840.2546978;-45.120503652039325
1739209840.2547016;-38.13080360867914
1739209840.2547054;-38.13080360867914
1739209840.2547092;-38.13080360867914
1739209840.254713;-38.13080360867914
1739209840.2547169;-38.13080360867914
1739209840.2547207;-38.13080360867914
1739209840.2547245;-38.13080360867914
1739209840.2547283;-38.13080360867914
1739209840.2547321;-38.13080360867914
1739209840.2547362;-45.120503652039325
1739209840.25474;-45.120503652039325
1739209840.2547438;-45.120503652039325
1739209840.2547476;-45.120503652039325
1739209840.2547514;-45.120503652039325
1739209840.2547553;-33.981070128970906
1739209840.254759;-45.120503652039325
1739209840.254763;-45.120503652039325
1739209840.2547667;-45.120503652039325
1739209840.2547705;-45.120503652039325
1739209840.2547743;-38.13080360867914
1739209840.2547784;-38.13080360867914
1739209840.2547822;-45.120503652039325
1739209840.254786;-45.120503652039325
1739209840.2547898;-31.141103565318915
1739209840.2547936;-35.57807855764607
1739209840.2547975;-38.13080360867914
1739209840.2548013;-33.981070128970906
1739209840.254805;-38.13080360867914
