CAN Message; 0x150:0200d050e27d1239
1739209716.6752093;-45.120503652039325
1739209716.6752186;-38.13080360867914
1739209716.6752276;-38.13080360867914
1739209716.6752367;-35.57807855764607
1739209716.6752458;-45.120503652039325
1739209716.6752548;-45.120503652039325
1739209716.6752641;-38.13080360867914
1739209716.6752732;-33.981070128970906
1739209716.6752822;-38.13080360867914
1739209716.6752913;-45.120503652039325
1739209716.6753006;-45.120503652039325
1739209716.6753097;-33.981070128970906
1739209716.6753187;-38.13080360867914
1739209716.6753278;-38.13080360867914
1739209716.675337;-45.120503652039325
1739209716.6753461;-45.120503652039325
1739209716.6753552;-45.120503652039325
1739209716.6753643;-45.120503652039325
1739209716.6753736;-38.13080360867914
1739209716.6753826;-33.981070128970906
1739209716.6753917;-28.992665084841942
1739209716.6754007;-33.981070128970906
1739209716.67541;-38.13080360867914
1739209716.675419;-35.57807855764607
1739209716.6754282;-33.981070128970906
1739209716.6754372;-45.120503652039325
1739209716.6754465;-45.120503652039325
1739209716.6754556;-33.981070128970906
1739209716.6754646;-30.49652367304973
1739209716.6754737;-35.57807855764607
1739209716.675483;-33.981070128970906
1739209716.675492;-45.120503652039325
1739209716.675501;-38.13080360867914
1739209716.6755102;-38.13080360867914
1739209716.6755195;-45.120503652039325
1739209716.6755285;-38.13080360867914
1739209716.6755376;-31.141103565318915
1739209716.6755466;-45.120503652039325
1739209716.675556;-45.120503652039325
1739209716.675565;-45.120503652039325
1739209716.675574;-38.13080360867914
1739209716.6755831;-38.13080360867914
1739209716.6755924;-45.120503652039325
1739209716.6756015;-38.13080360867914
1739209716.6756105;-33.981070128970906
1739209716.6756196;-38.13080360867914
1739209716.675629;-45.120503652039325
1739209716.675638;-38.13080360867914
1739209716.675647;-38.13080360867914
1739209716.675656;-45.120503652039325
1739209716.6756654;-45.120503652039325
1739209716.6756744;-45.120503652039325
1739209716.6756835;-35.57807855764607
1739209716.6756926;-45.120503652039325
1739209716.6757019;-45.120503652039325
1739209716.675711;-38.13080360867914
1739209716.67572;-38.13080360867914
1739209716.675729;-35.57807855764607
1739209716.6757383;-38.13080360867914
1739209716.6757474;-38.13080360867914
1739209716.6757565;-26.991370085610722
1739209716.6757655;-35.57807855764607
1739209716.6757748;-45.120503652039325
1739209716.6757839;-38.13080360867914
1739209716.675793;-38.13080360867914
1739209716.675802;-45.120503652039325
1739209716.6758113;-45.120503652039325
1739209716.6758204;-45.120503652039325
1739209716.6758294;-45.120503652039325
1739209716.6758385;-45.120503652039325
1739209716.6758478;-33.981070128970906
1739209716.6758568;-38.13080360867914
1739209716.675866;-35.57807855764607
1739209716.675875;-38.13080360867914
1739209716.6758842;-45.120503652039325
1739209716.6758933;-38.13080360867914
1739209716.6759024;-38.13080360867914
1739209716.6759114;-38.13080360867914
1739209716.6759207;-45.120503652039325
1739209716.6759298;-45.120503652039325
1739209716.6759388;-45.120503652039325
1739209716.675948;-45.120503652039325
1739209716.6759572;-45.120503652039325
1739209716.6759663;-38.13080360867914
1739209716.6759753;-35.57807855764607
1739209716.6759844;-45.120503652039325
1739209716.6759937;-45.120503652039325
1739209716.6760027;-45.120503652039325
1739209716.6760118;-45.120503652039325
1739209716.6760209;-45.120503652039325
1739209716.67603;-35.57807855764607
1739209716.6760392;-35.57807855764607
1739209716.6760483;-45.120503652039325
1739209716.6760573;-45.120503652039325
1739209716.6760664;-45.120503652039325
1739209716.6760757;-38.13080360867914
1739209716.6760848;-45.120503652039325
1739209716.6760938;-33.981070128970906
1739209716.6761029;-45.120503652039325
1739209716.6761122;-45.120503652039325
1739209716.6761212;-38.13080360867914
1739209716.6761303;-45.120503652039325
1739209716.6761394;-45.120503652039325
1739209716.6761487;-38.13080360867914
1739209716.6761577;-38.13080360867914
1739209716.6761668;-45.120503652039325
1739209716.6761758;-45.120503652039325
1739209716.6761851;-45.120503652039325
1739209716.6761942;-38.13080360867914
1739209716.6762033;-45.120503652039325
1739209716.6762123;-35.57807855764607
1739209716.6762216;-35.57807855764607
1739209716.6762307;-45.120503652039325
1739209716.6762397;-38.13080360867914
1739209716.6762488;-38.13080360867914
1739209716.676258;-38.13080360867914
1739209716.6762671;-38.13080360867914
1739209716.6762762;-45.120503652039325
1739209716.6762853;-45.120503652039325
1739209716.6762946;-45.120503652039325
1739209716.6763036;-45.120503652039325
1739209716.6763127;-45.120503652039325
1739209716.6763217;-35.57807855764607
1739209716.676331;-38.13080360867914
1739209716.67634;-38.13080360867914
1739209716.6763492;-38.13080360867914
1739209716.6763582;-45.120503652039325
1739209716.6763675;-38.13080360867914
1739209716.6763766;-45.120503652039325
1739209716.6763856;-38.13080360867914
1739209716.6763947;-31.141103565318915
1739209716.676404;-45.120503652039325
1739209716.676413;-45.120503652039325
1739209716.676422;-38.13080360867914
1739209716.6764312;-38.13080360867914
1739209716.6764405;-35.57807855764607
1739209716.6764495;-45.120503652039325
1739209716.6764586;-45.120503652039325
1739209716.6764677;-35.57807855764607
1739209716.676477;-38.13080360867914
1739209716.676486;-38.13080360867914
1739209716.676495;-38.13080360867914
1739209716.6765041;-38.13080360867914
1739209716.6765134;-45.120503652039325
1739209716.6765225;-38.13080360867914
1739209716.6765316;-45.120503652039325
1739209716.6765406;-45.120503652039325
1739209716.67655;-45.120503652039325
1739209716.676559;-45.120503652039325
1739209716.676568;-33.981070128970906
1739209716.676577;-45.120503652039325
1739209716.6765864;-45.120503652039325
1739209716.6765954;-38.13080360867914
1739209716.6766045;-38.13080360867914
1739209716.6766136;-38.13080360867914
1739209716.6766229;-38.13080360867914
1739209716.676632;-45.120503652039325
1739209716.676641;-45.120503652039325
1739209716.67665;-35.57807855764607
1739209716.6766593;-38.13080360867914
1739209716.6766684;-45.120503652039325
1739209716.6766775;-45.120503652039325
1739209716.6766865;-45.120503652039325
1739209716.6766958;-45.120503652039325
1739209716.676705;-45.120503652039325
1739209716.676714;-38.13080360867914
1739209716.676723;-45.120503652039325
1739209716.6767323;-45.120503652039325
1739209716.6767414;-45.120503652039325
1739209716.6767504;-33.981070128970906
1739209716.6767595;-45.120503652039325
1739209716.6767688;-45.120503652039325
1739209716.6767778;-32.816014438256545
1739209716.676787;-31.141103565318915
1739209716.676796;-38.13080360867914
1739209716.676805;-45.120503652039325
1739209716.6768143;-38.13080360867914
1739209716.6768234;-45.120503652039325
1739209716.6768324;-38.13080360867914
1739209716.6768415;-38.13080360867914
1739209716.6768508;-45.120503652039325
1739209716.6768599;-33.981070128970906
1739209716.676869;-33.981070128970906
1739209716.676878;-45.120503652039325
1739209716.6768873;-38.13080360867914
1739209716.6768963;-38.13080360867914
1739209716.6769054;-45.120503652039325
1739209716.6769145;-45.120503652039325
1739209716.6769238;-33.981070128970906
1739209716.6769328;-31.141103565318915
1739209716.6769419;-32.816014438256545
1739209716.676951;-35.57807855764607
1739209716.6769602;-38.13080360867914
1739209716.6769693;-45.120503652039325
1739209716.6769783;-45.120503652039325
1739209716.6769874;-38.13080360867914
1739209716.6769967;-38.13080360867914
1739209716.6770058;-33.981070128970906
1739209716.6770148;-31.141103565318915
1739209716.677024;-38.13080360867914
1739209716.6770332;-35.57807855764607
1739209716.6770422;-35.57807855764607
1739209716.6770513;-38.13080360867914
1739209716.6770604;-45.120503652039325
1739209716.6770697;-33.981070128970906
1739209716.6770787;-31.141103565318915
1739209716.6770878;-35.57807855764607
1739209716.6770968;-38.13080360867914
1739209716.6771061;-35.57807855764607
1739209716.6771152;-38.13080360867914
1739209716.6771243;-45.120503652039325
1739209716.6771333;-45.120503652039325
1739209716.6771426;-45.120503652039325
1739209716.6771517;-45.120503652039325
1739209716.6771607;-38.13080360867914
1739209716.6771698;-38.13080360867914
1739209716.677179;-38.13080360867914
1739209716.6771882;-38.13080360867914
1739209716.6771972;-45.120503652039325
1739209716.6772063;-45.120503652039325
1739209716.6772156;-38.13080360867914
1739209716.6772246;-38.13080360867914
1739209716.6772337;-38.13080360867914
1739209716.6772428;-45.120503652039325
1739209716.677252;-45.120503652039325
1739209716.677261;-45.120503652039325
1739209716.6772702;-38.13080360867914
1739209716.6772792;-38.13080360867914
1739209716.6772885;-38.13080360867914
1739209716.6772976;-45.120503652039325
1739209716.6773067;-33.981070128970956
1739209716.6773157;-45.120503652039325
1739209716.677325;-45.120503652039325
1739209716.677334;-45.120503652039325
1739209716.6773431;-33.981070128970906
1739209716.6773522;-33.981070128970906
1739209716.6773615;-45.120503652039325
1739209716.6773705;-38.13080360867914
1739209716.6773796;-27.267205301931607
1739209716.6773887;-38.13080360867914
1739209716.677398;-45.120503652039325
1739209716.677407;-35.57807855764607
1739209716.677416;-31.141103565318915
1739209716.6774251;-45.120503652039325
1739209716.6774344;-45.120503652039325
1739209716.6774435;-45.120503652039325
1739209716.6774526;-33.981070128970956
1739209716.6774616;-38.13080360867914
1739209716.677471;-38.13080360867914
1739209716.67748;-45.120503652039325
1739209716.677489;-38.13080360867914
1739209716.677498;-32.816014438256545
1739209716.6775074;-45.120503652039325
1739209716.6775165;-45.120503652039325
1739209716.6775255;-30.49652367304973
1739209716.6775346;-35.57807855764607
1739209716.6775439;-45.120503652039325
1739209716.677553;-38.13080360867914
1739209716.677562;-38.13080360867914
1739209716.677571;-45.120503652039325
1739209716.67758;-45.120503652039325
1739209716.6775894;-45.120503652039325
1739209716.6775985;-45.120503652039325
1739209716.6776075;-38.13080360867914
1739209716.6776166;-38.13080360867914
1739209716.677626;-45.120503652039325
1739209716.677635;-33.981070128970906
1739209716.677644;-38.13080360867914
1739209716.677653;-45.120503652039325
1739209716.6776624;-45.120503652039325
1739209716.6776714;-45.120503652039325
1739209716.6776805;-38.13080360867914
1739209716.6776896;-45.120503652039325
1739209716.6776989;-45.120503652039325
1739209716.677708;-38.13080360867914
1739209716.677717;-32.816014438256545
1739209716.677726;-45.120503652039325
1739209716.6777353;-45.120503652039325
1739209716.6777444;-30.49652367304973
1739209716.6777534;-38.13080360867914
1739209716.6777625;-45.120503652039325
1739209716.6777718;-38.13080360867914
1739209716.6777809;-33.981070128970906
1739209716.67779;-45.120503652039325
1739209716.677799;-38.13080360867914
1739209716.6778083;-45.120503652039325
1739209716.6778173;-45.120503652039325
1739209716.6778264;-33.981070128970906
1739209716.6778355;-45.120503652039325
1739209716.6778448;-45.120503652039325
1739209716.6778538;-45.120503652039325
1739209716.677863;-31.141103565318915
1739209716.677872;-38.13080360867914
1739209716.6778812;-45.120503652039325
1739209716.6778903;-35.57807855764607
1739209716.6778994;-45.120503652039325
1739209716.6779084;-45.120503652039325
1739209716.6779177;-38.13080360867914
1739209716.6779268;-38.13080360867914
1739209716.6779358;-45.120503652039325
1739209716.677945;-45.120503652039325
1739209716.6779542;-38.13080360867914
1739209716.6779633;-45.120503652039325
1739209716.6779723;-45.120503652039325
1739209716.6779814;-45.120503652039325
1739209716.6779907;-45.120503652039325
1739209716.6779997;-38.13080360867914
1739209716.6780088;-32.816014438256545
1739209716.6780179;-45.120503652039325
1739209716.6780272;-38.13080360867914
1739209716.6780362;-38.13080360867914
1739209716.6780453;-38.13080360867914
1739209716.6780543;-45.120503652039325
1739209716.6780636;-45.120503652039325
1739209716.6780727;-45.120503652039325
1739209716.6780818;-45.120503652039325
1739209716.6780908;-38.13080360867914
1739209716.6781;-45.120503652039325
1739209716.6781092;-45.120503652039325
1739209716.6781182;-45.120503652039325
1739209716.6781273;-38.13080360867914
1739209716.6781366;-38.13080360867914
1739209716.6781456;-38.13080360867914
1739209716.6781547;-33.981070128970906
1739209716.6781638;-38.13080360867914
1739209716.678173;-33.981070128970906
1739209716.6781821;-45.120503652039325
1739209716.6781912;-33.981070128970906
1739209716.6782002;-45.120503652039325
1739209716.6782095;-38.13080360867914
1739209716.6782186;-38.13080360867914
1739209716.6782277;-38.13080360867914
1739209716.6782367;-38.13080360867914
1739209716.678246;-38.13080360867914
1739209716.678255;-45.120503652039325
1739209716.6782641;-38.13080360867914
1739209716.6782732;-38.13080360867914
1739209716.6782825;-38.13080360867914
1739209716.6782916;-38.13080360867914
1739209716.6783006;-38.13080360867914
1739209716.6783097;-33.981070128970906
1739209716.678319;-45.120503652039325
1739209716.678328;-35.57807855764607
1739209716.678337;-35.57807855764607
1739209716.6783462;-45.120503652039325
1739209716.6783552;-45.120503652039325
1739209716.6783645;-38.13080360867914
1739209716.6783736;-32.816014438256545
1739209716.6783826;-35.57807855764607
1739209716.6783917;-33.981070128970906
1739209716.678401;-45.120503652039325
1739209716.67841;-33.981070128970906
1739209716.678419;-32.816014438256545
1739209716.6784282;-35.57807855764607
1739209716.6784375;-45.120503652039325
1739209716.6784465;-45.120503652039325
1739209716.6784556;-45.120503652039325
1739209716.6784647;-38.13080360867914
1739209716.678474;-38.13080360867914
1739209716.678483;-31.14110356531892
1739209716.678492;-33.981070128970906
1739209716.6785011;-33.981070128970906
1739209716.6785104;-45.120503652039325
1739209716.6785195;-38.13080360867914
1739209716.6785285;-45.120503652039325
1739209716.6785376;-45.120503652039325
1739209716.678547;-38.13080360867914
1739209716.678556;-31.141103565318915
1739209716.678565;-33.981070128970906
1739209716.678574;-45.120503652039325
1739209716.6785834;-38.13080360867914
1739209716.6785924;-33.981070128970906
1739209716.6786015;-45.120503652039325
1739209716.6786106;-45.120503652039325
1739209716.6786199;-45.120503652039325
1739209716.678629;-33.981070128970906
1739209716.678638;-33.981070128970906
1739209716.678647;-45.120503652039325
1739209716.6786563;-45.120503652039325
1739209716.6786654;-45.120503652039325
1739209716.6786745;-38.13080360867914
1739209716.6786835;-38.13080360867914
1739209716.6786928;-33.981070128970906
1739209716.6787019;-35.57807855764607
1739209716.678711;-38.13080360867914
1739209716.67872;-45.120503652039325
1739209716.6787293;-45.120503652039325
1739209716.6787384;-38.13080360867914
1739209716.6787474;-45.120503652039325
1739209716.6787565;-45.120503652039325
1739209716.6787658;-38.13080360867914
1739209716.6787748;-33.981070128970906
1739209716.678784;-32.816014438256545
1739209716.678793;-45.120503652039325
1739209716.6788023;-38.13080360867914
1739209716.6788113;-31.141103565318915
1739209716.6788204;-38.13080360867914
1739209716.6788294;-45.120503652039325
1739209716.6788387;-38.13080360867914
1739209716.6788478;-33.981070128970906
1739209716.6788568;-33.981070128970906
1739209716.678866;-45.120503652039325
1739209716.6788752;-38.13080360867914
1739209716.6788843;-38.13080360867914
1739209716.6788933;-45.120503652039325
1739209716.6789024;-45.120503652039325
1739209716.6789117;-45.120503652039325
1739209716.6789207;-38.13080360867914
1739209716.6789298;-45.120503652039325
1739209716.6789389;-45.120503652039325
1739209716.6789482;-38.13080360867914
1739209716.6789572;-38.13080360867914
1739209716.6789663;-38.13080360867914
1739209716.6789753;-45.120503652039325
1739209716.6789846;-45.120503652039325
1739209716.6789937;-38.13080360867914
1739209716.6790028;-38.13080360867914
1739209716.6790118;-45.120503652039325
1739209716.6790211;-35.57807855764607
1739209716.6790302;-38.13080360867914
1739209716.6790392;-38.13080360867914
1739209716.6790483;-38.13080360867914
1739209716.6790576;-45.120503652039325
1739209716.6790667;-38.13080360867914
1739209716.6790757;-38.13080360867914
1739209716.6790848;-38.13080360867914
1739209716.679094;-38.13080360867914
1739209716.6791031;-38.13080360867914
1739209716.6791122;-45.120503652039325
1739209716.6791213;-45.120503652039325
1739209716.6791306;-35.57807855764607
1739209716.6791396;-45.120503652039325
1739209716.6791487;-45.120503652039325
1739209716.6791577;-45.120503652039325
1739209716.6791668;-45.120503652039325
1739209716.679176;-45.120503652039325
1739209716.6791852;-35.57807855764607
1739209716.6791942;-35.57807855764607
1739209716.6792033;-45.120503652039325
1739209716.6792126;-45.120503652039325
1739209716.6792216;-32.816014438256545
1739209716.6792307;-35.57807855764607
1739209716.6792397;-45.120503652039325
1739209716.679249;-45.120503652039325
1739209716.679258;-38.13080360867914
1739209716.6792672;-38.13080360867914
1739209716.6792762;-38.13080360867914
1739209716.6792855;-38.13080360867914
1739209716.6792946;-45.120503652039325
1739209716.6793036;-45.120503652039325
1739209716.6793127;-38.13080360867914
1739209716.679322;-35.57807855764607
1739209716.679331;-33.981070128970906
1739209716.6793401;-45.120503652039325
1739209716.6793492;-38.13080360867914
1739209716.6793585;-38.13080360867914
1739209716.6793675;-32.816014438256545
1739209716.6793766;-33.981070128970906
1739209716.6793857;-45.120503652039325
1739209716.679395;-45.120503652039325
1739209716.679404;-38.13080360867914
1739209716.679413;-33.981070128970906
1739209716.6794221;-45.120503652039325
1739209716.6794314;-45.120503652039325
1739209716.6794405;-45.120503652039325
1739209716.6794496;-45.120503652039325
1739209716.6794586;-45.120503652039325
1739209716.679468;-45.120503652039325
1739209716.679477;-45.120503652039325
1739209716.679486;-45.120503652039325
1739209716.679495;-45.120503652039325
1739209716.6795044;-45.120503652039325
1739209716.6795135;-35.57807855764607
1739209716.6795225;-38.13080360867914
1739209716.6795316;-45.120503652039325
1739209716.6795409;-45.120503652039325
1739209716.67955;-30.49652367304973
1739209716.679559;-35.57807855764607
1739209716.679568;-45.120503652039325
1739209716.6795774;-45.120503652039325
1739209716.6795864;-31.141103565318893
1739209716.6795955;-30.49652367304973
1739209716.6796045;-45.120503652039325
1739209716.6796138;-45.120503652039325
1739209716.679623;-45.120503652039325
1739209716.679632;-38.13080360867914
1739209716.679641;-38.13080360867914
1739209716.6796503;-38.13080360867914
1739209716.6796594;-45.120503652039325
1739209716.6796684;-38.13080360867914
1739209716.6796775;-38.13080360867914
1739209716.6796868;-45.120503652039325
1739209716.6796958;-38.13080360867914
1739209716.679705;-45.120503652039325
1739209716.679714;-45.120503652039325
1739209716.6797233;-45.120503652039325
1739209716.6797323;-33.981070128970906
1739209716.6797414;-28.58837851428586
1739209716.6797504;-38.13080360867914
1739209716.6797597;-38.13080360867914
1739209716.6797688;-45.120503652039325
1739209716.6797779;-35.57807855764607
1739209716.679787;-38.13080360867914
1739209716.6797962;-38.13080360867914
1739209716.6798053;-45.120503652039325
1739209716.6798143;-33.981070128970956
1739209716.6798234;-32.816014438256545
1739209716.6798327;-32.816014438256545
1739209716.6798418;-45.120503652039325
1739209716.6798508;-45.120503652039325
1739209716.6798599;-32.816014438256545
1739209716.6798692;-38.13080360867914
1739209716.6798782;-38.13080360867914
1739209716.6798873;-30.49652367304973
1739209716.6798964;-35.57807855764607
1739209716.6799057;-38.13080360867914
1739209716.6799147;-38.13080360867914
1739209716.6799238;-38.13080360867914
1739209716.6799328;-33.981070128970906
1739209716.679942;-38.13080360867914
1739209716.6799512;-45.120503652039325
1739209716.6799603;-45.120503652039325
1739209716.6799693;-38.13080360867914
1739209716.6799784;-35.57807855764607
1739209716.6799877;-45.120503652039325
1739209716.6799967;-45.120503652039325
1739209716.6800058;-45.120503652039325
1739209716.6800148;-38.13080360867914
1739209716.6800241;-38.13080360867914
1739209716.6800332;-45.120503652039325
1739209716.6800423;-45.120503652039325
1739209716.6800513;-45.120503652039325
1739209716.6800606;-33.981070128970906
1739209716.6800697;-45.120503652039325
1739209716.6800787;-38.13080360867914
1739209716.6800878;-35.57807855764607
1739209716.680097;-45.120503652039325
1739209716.6801062;-28.992665084841942
1739209716.6801152;-38.13080360867914
1739209716.6801243;-45.120503652039325
1739209716.6801336;-45.120503652039325
1739209716.6801426;-38.13080360867914
1739209716.6801517;-38.13080360867914
1739209716.6801608;-45.120503652039325
1739209716.68017;-38.13080360867914
1739209716.680179;-35.57807855764607
1739209716.6801882;-45.120503652039325
1739209716.6801972;-45.120503652039325
1739209716.6802065;-45.120503652039325
1739209716.6802156;-45.120503652039325
1739209716.6802247;-45.120503652039325
1739209716.6802337;-45.120503652039325
1739209716.680243;-45.120503652039325
1739209716.680252;-28.992665084841942
1739209716.6802611;-33.981070128970906
1739209716.6802702;-38.13080360867914
1739209716.6802795;-45.120503652039325
1739209716.6802886;-38.13080360867914
1739209716.6802976;-38.13080360867914
1739209716.6803067;-38.13080360867914
1739209716.680316;-38.13080360867914
1739209716.680325;-45.120503652039325
1739209716.680334;-38.13080360867914
1739209716.6803432;-38.13080360867914
1739209716.6803524;-35.57807855764607
1739209716.6803615;-38.13080360867914
1739209716.6803706;-38.13080360867914
1739209716.6803796;-35.57807855764607
1739209716.680389;-45.120503652039325
1739209716.680398;-45.120503652039325
1739209716.680407;-45.120503652039325
1739209716.680416;-38.13080360867914
1739209716.6804254;-35.57807855764607
1739209716.6804345;-38.13080360867914
1739209716.6804435;-45.120503652039325
1739209716.6804526;-38.13080360867914
1739209716.680462;-33.981070128970906
1739209716.680471;-38.13080360867914
1739209716.68048;-33.981070128970906
1739209716.680489;-38.13080360867914
1739209716.6804984;-38.13080360867914
1739209716.6805074;-38.13080360867914
1739209716.6805165;-31.141103565318915
1739209716.6805255;-45.120503652039325
1739209716.6805348;-38.13080360867914
1739209716.680544;-38.13080360867914
1739209716.680553;-38.13080360867914
1739209716.680562;-45.120503652039325
1739209716.6805713;-45.120503652039325
1739209716.6805804;-45.120503652039325
1739209716.6805894;-45.120503652039325
1739209716.6805985;-38.13080360867914
1739209716.6806078;-45.120503652039325
1739209716.6806169;-45.120503652039325
1739209716.680626;-35.57807855764607
1739209716.680635;-38.13080360867914
1739209716.6806443;-45.120503652039325
1739209716.6806533;-45.120503652039325
1739209716.6806624;-30.49652367304973
1739209716.6806715;-35.57807855764607
1739209716.6806808;-45.120503652039325
1739209716.6806898;-38.13080360867914
1739209716.6806989;-38.13080360867914
1739209716.680708;-38.13080360867914
1739209716.680717;-38.13080360867914
1739209716.6807263;-45.120503652039325
1739209716.6807353;-35.57807855764607
1739209716.6807444;-35.57807855764607
1739209716.6807535;-45.120503652039325
1739209716.6807628;-38.13080360867914
1739209716.6807718;-38.13080360867914
1739209716.680781;-38.13080360867914
1739209716.68079;-38.13080360867914
1739209716.6807992;-35.57807855764607
1739209716.6808083;-38.13080360867914
1739209716.6808174;-38.13080360867914
1739209716.6808264;-45.120503652039325
1739209716.6808357;-45.120503652039325
1739209716.6808448;-32.816014438256545
