CAN Message; 0x1bb:0000c3e590194df1
1739209658.3606725;-45.120503652039325
1739209658.3606749;-45.120503652039325
1739209658.360677;-45.120503652039325
1739209658.3606794;-33.981070128970906
1739209658.3606818;-45.120503652039325
1739209658.360684;-38.13080360867914
1739209658.3606863;-38.13080360867914
1739209658.3606884;-33.981070128970906
1739209658.3606908;-45.120503652039325
1739209658.3606932;-45.120503652039325
1739209658.3606954;-32.816014438256545
1739209658.3606977;-38.13080360867914
1739209658.3607;-45.120503652039325
1739209658.3607023;-45.120503652039325
1739209658.3607047;-45.120503652039325
1739209658.3607068;-38.13080360867914
1739209658.3607092;-45.120503652039325
1739209658.3607113;-38.13080360867914
1739209658.3607137;-45.120503652039325
1739209658.360716;-38.13080360867914
1739209658.3607183;-45.120503652039325
1739209658.3607206;-45.120503652039325
1739209658.3607228;-38.13080360867914
1739209658.3607252;-38.13080360867914
1739209658.3607275;-45.120503652039325
1739209658.3607297;-38.13080360867914
1739209658.360732;-35.57807855764607
1739209658.3607345;-38.13080360867914
1739209658.3607366;-38.13080360867914
1739209658.360739;-45.120503652039325
1739209658.3607411;-38.13080360867914
1739209658.3607435;-45.120503652039325
1739209658.360746;-38.13080360867914
1739209658.360748;-45.120503652039325
1739209658.3607504;-45.120503652039325
1739209658.3607526;-45.120503652039325
1739209658.360755;-45.120503652039325
1739209658.3607574;-45.120503652039325
1739209658.3607595;-38.13080360867914
1739209658.360762;-38.13080360867914
1739209658.360764;-45.120503652039325
1739209658.3607664;-45.120503652039325
1739209658.3607688;-38.13080360867914
1739209658.360771;-38.13080360867914
1739209658.3607733;-45.120503652039325
1739209658.3607755;-38.13080360867914
1739209658.3607779;-38.13080360867914
1739209658.3607802;-45.120503652039325
1739209658.3607824;-45.120503652039325
1739209658.3607848;-45.120503652039325
1739209658.360787;-45.120503652039325
1739209658.3607893;-33.981070128970906
1739209658.3607917;-38.13080360867914
1739209658.3607938;-45.120503652039325
1739209658.3607962;-45.120503652039325
1739209658.3607984;-38.13080360867914
1739209658.3608007;-45.120503652039325
1739209658.3608031;-45.120503652039325
1739209658.3608053;-45.120503652039325
1739209658.3608077;-33.981070128970906
1739209658.3608098;-35.57807855764607
1739209658.3608122;-38.13080360867914
1739209658.3608146;-45.120503652039325
1739209658.3608167;-45.120503652039325
1739209658.360819;-38.13080360867914
1739209658.3608215;-45.120503652039325
1739209658.3608236;-45.120503652039325
1739209658.360826;-32.816014438256545
1739209658.3608282;-33.981070128970906
1739209658.3608305;-35.57807855764607
1739209658.360833;-38.13080360867914
1739209658.360835;-38.13080360867914
1739209658.3608375;-45.120503652039325
1739209658.3608396;-38.13080360867914
1739209658.360842;-45.120503652039325
1739209658.3608444;-45.120503652039325
1739209658.3608465;-38.13080360867914
1739209658.360849;-38.13080360867914
1739209658.360851;-45.120503652039325
1739209658.3608534;-38.13080360867914
1739209658.3608558;-38.13080360867914
1739209658.360858;-45.120503652039325
1739209658.3608603;-45.120503652039325
1739209658.3608625;-38.13080360867914
1739209658.3608649;-35.57807855764607
1739209658.3608673;-38.13080360867914
1739209658.3608694;-45.120503652039325
1739209658.3608718;-33.981070128970906
1739209658.360874;-38.13080360867914
1739209658.3608763;-45.120503652039325
1739209658.3608787;-45.120503652039325
1739209658.3608809;-45.120503652039325
1739209658.3608832;-38.13080360867914
1739209658.3608854;-45.120503652039325
1739209658.3608878;-45.120503652039325
1739209658.3608902;-38.13080360867914
1739209658.3608923;-38.13080360867914
1739209658.3608947;-38.13080360867914
1739209658.360897;-35.57807855764607
1739209658.3608992;-38.13080360867914
1739209658.3609016;-45.120503652039325
1739209658.3609037;-45.120503652039325
1739209658.3609061;-38.13080360867914
1739209658.3609085;-38.13080360867914
1739209658.3609107;-38.13080360867914
1739209658.360913;-38.13080360867914
1739209658.3609152;-38.13080360867914
1739209658.3609176;-38.13080360867914
1739209658.36092;-38.13080360867914
1739209658.360922;-45.120503652039325
1739209658.3609245;-45.120503652039325
1739209658.3609266;-33.981070128970906
1739209658.360929;-45.120503652039325
1739209658.3609314;-45.120503652039325
1739209658.3609335;-32.816014438256545
1739209658.360936;-33.981070128970906
1739209658.360938;-38.13080360867914
1739209658.3609405;-38.13080360867914
1739209658.3609428;-38.13080360867914
1739209658.360945;-45.120503652039325
1739209658.3609474;-45.120503652039325
1739209658.3609495;-38.13080360867914
1739209658.360952;-45.120503652039325
1739209658.3609543;-33.981070128970906
1739209658.3609564;-33.981070128970906
1739209658.3609588;-45.120503652039325
1739209658.360961;-38.13080360867914
1739209658.3609633;-38.13080360867914
1739209658.3609657;-45.120503652039325
1739209658.3609679;-45.120503652039325
1739209658.3609703;-38.13080360867914
1739209658.3609724;-38.13080360867914
1739209658.3609748;-31.141103565318943
1739209658.3609772;-45.120503652039325
1739209658.3609793;-45.120503652039325
1739209658.3609817;-38.13080360867914
1739209658.360984;-45.120503652039325
1739209658.3609862;-35.57807855764607
1739209658.3609886;-38.13080360867914
1739209658.3609908;-32.816014438256545
1739209658.3609931;-28.992665084841942
1739209658.3609955;-45.120503652039325
1739209658.3609977;-45.120503652039325
1739209658.361;-45.120503652039325
1739209658.3610022;-45.120503652039325
1739209658.3610046;-45.120503652039325
1739209658.361007;-35.57807855764607
1739209658.3610091;-33.981070128970906
1739209658.3610115;-38.13080360867914
1739209658.3610137;-45.120503652039325
1739209658.361016;-45.120503652039325
1739209658.3610184;-45.120503652039325
1739209658.3610206;-38.13080360867914
1739209658.361023;-45.120503652039325
1739209658.361025;-45.120503652039325
1739209658.3610275;-45.120503652039325
1739209658.3610299;-45.120503652039325
1739209658.361032;-38.13080360867914
1739209658.3610344;-45.120503652039325
1739209658.3610365;-38.13080360867914
1739209658.361039;-38.13080360867914
1739209658.3610413;-45.120503652039325
1739209658.3610435;-38.13080360867914
1739209658.3610458;-35.57807855764607
1739209658.361048;-28.58837851428586
1739209658.3610504;-38.13080360867914
1739209658.3610528;-45.120503652039325
1739209658.361055;-38.13080360867914
1739209658.3610573;-35.57807855764607
1739209658.3610594;-38.13080360867914
1739209658.3610618;-38.13080360867914
1739209658.3610642;-38.13080360867914
1739209658.3610663;-45.120503652039325
1739209658.3610687;-45.120503652039325
1739209658.361071;-38.13080360867914
1739209658.3610733;-45.120503652039325
1739209658.3610756;-45.120503652039325
1739209658.3610778;-38.13080360867914
1739209658.3610802;-45.120503652039325
1739209658.3610826;-45.120503652039325
1739209658.3610847;-26.991370085610736
1739209658.361087;-35.57807855764607
1739209658.3610892;-45.120503652039325
1739209658.3610916;-35.57807855764607
1739209658.361094;-32.816014438256545
1739209658.3610961;-45.120503652039325
1739209658.3610985;-45.120503652039325
1739209658.3611007;-45.120503652039325
1739209658.361103;-38.13080360867914
1739209658.3611054;-45.120503652039325
1739209658.3611076;-38.13080360867914
1739209658.36111;-38.13080360867914
1739209658.361112;-45.120503652039325
1739209658.3611145;-38.13080360867914
1739209658.361117;-45.120503652039325
1739209658.361119;-45.120503652039325
1739209658.3611214;-28.21854285175415
1739209658.3611236;-32.816014438256545
1739209658.361126;-45.120503652039325
1739209658.3611283;-38.13080360867914
1739209658.3611305;-35.57807855764607
1739209658.3611329;-38.13080360867914
1739209658.361135;-45.120503652039325
1739209658.3611374;-35.57807855764607
1739209658.3611398;-45.120503652039325
1739209658.361142;-45.120503652039325
1739209658.3611443;-45.120503652039325
1739209658.3611465;-45.120503652039325
1739209658.3611488;-45.120503652039325
1739209658.3611512;-45.120503652039325
1739209658.3611534;-35.57807855764607
1739209658.3611557;-45.120503652039325
1739209658.3611581;-29.438486411369333
1739209658.3611603;-32.816014438256545
1739209658.3611627;-45.120503652039325
1739209658.3611648;-38.13080360867914
1739209658.3611672;-38.13080360867914
1739209658.3611696;-38.13080360867914
1739209658.3611717;-45.120503652039325
1739209658.361174;-32.816014438256545
1739209658.3611763;-45.120503652039325
1739209658.3611786;-45.120503652039325
1739209658.361181;-32.816014438256545
1739209658.3611832;-38.13080360867914
1739209658.3611856;-45.120503652039325
1739209658.3611877;-45.120503652039325
1739209658.36119;-38.13080360867914
1739209658.3611925;-45.120503652039325
1739209658.3611946;-38.13080360867914
1739209658.361197;-45.120503652039325
1739209658.3611991;-45.120503652039325
1739209658.3612015;-33.981070128970906
1739209658.361204;-45.120503652039325
1739209658.361206;-45.120503652039325
1739209658.3612084;-35.57807855764607
1739209658.3612106;-35.57807855764607
1739209658.361213;-45.120503652039325
1739209658.3612154;-45.120503652039325
1739209658.3612175;-33.981070128970906
1739209658.36122;-38.13080360867914
1739209658.361222;-45.120503652039325
1739209658.3612244;-38.13080360867914
1739209658.3612268;-29.438486411369333
1739209658.361229;-35.57807855764607
1739209658.3612313;-45.120503652039325
1739209658.3612337;-45.120503652039325
1739209658.3612359;-35.57807855764607
1739209658.3612382;-35.57807855764607
1739209658.3612404;-38.13080360867914
1739209658.3612428;-45.120503652039325
1739209658.3612452;-38.13080360867914
1739209658.3612473;-38.13080360867914
1739209658.3612497;-38.13080360867914
1739209658.3612518;-35.57807855764607
1739209658.3612542;-38.13080360867914
1739209658.3612566;-45.120503652039325
1739209658.3612587;-38.13080360867914
1739209658.3612611;-35.57807855764607
1739209658.3612633;-38.13080360867914
1739209658.3612657;-45.120503652039325
1739209658.361268;-45.120503652039325
1739209658.3612702;-45.120503652039325
1739209658.3612726;-45.120503652039325
1739209658.3612747;-45.120503652039325
1739209658.361277;-45.120503652039325
1739209658.3612795;-45.120503652039325
1739209658.3612816;-32.816014438256545
1739209658.361284;-45.120503652039325
1739209658.3612862;-32.816014438256545
1739209658.3612885;-33.981070128970906
1739209658.361291;-45.120503652039325
1739209658.361293;-38.13080360867914
1739209658.3612955;-45.120503652039325
1739209658.3612976;-45.120503652039325
1739209658.3613;-38.13080360867914
1739209658.3613024;-38.13080360867914
1739209658.3613045;-38.13080360867914
1739209658.361307;-38.13080360867914
1739209658.361309;-45.120503652039325
1739209658.3613114;-38.13080360867914
1739209658.3613138;-35.57807855764607
1739209658.361316;-38.13080360867914
1739209658.3613183;-45.120503652039325
1739209658.3613207;-38.13080360867914
1739209658.3613229;-38.13080360867914
1739209658.3613253;-45.120503652039325
1739209658.3613274;-45.120503652039325
1739209658.3613298;-38.13080360867914
1739209658.3613322;-38.13080360867914
1739209658.3613343;-45.120503652039325
1739209658.3613367;-45.120503652039325
1739209658.3613389;-45.120503652039325
1739209658.3613412;-45.120503652039325
1739209658.3613436;-38.13080360867914
1739209658.3613458;-45.120503652039325
1739209658.3613482;-45.120503652039325
1739209658.3613503;-38.13080360867914
1739209658.3613527;-38.13080360867914
1739209658.361355;-45.120503652039325
1739209658.3613572;-45.120503652039325
1739209658.3613596;-45.120503652039325
1739209658.3613617;-45.120503652039325
1739209658.3613641;-45.120503652039325
1739209658.3613665;-38.13080360867914
1739209658.3613687;-38.13080360867914
1739209658.361371;-38.13080360867914
1739209658.3613732;-45.120503652039325
1739209658.3613756;-38.13080360867914
1739209658.361378;-38.13080360867914
1739209658.36138;-38.13080360867914
1739209658.3613825;-32.816014438256545
1739209658.3613846;-38.13080360867914
1739209658.361387;-45.120503652039325
1739209658.3613894;-38.13080360867914
1739209658.3613915;-35.57807855764607
1739209658.361394;-45.120503652039325
1739209658.361396;-38.13080360867914
1739209658.3613985;-45.120503652039325
1739209658.3614008;-45.120503652039325
1739209658.361403;-45.120503652039325
1739209658.3614054;-38.13080360867914
1739209658.3614078;-33.981070128970906
1739209658.36141;-45.120503652039325
1739209658.3614123;-38.13080360867914
1739209658.3614144;-45.120503652039325
1739209658.3614168;-38.13080360867914
1739209658.3614192;-30.49652367304973
1739209658.3614213;-38.13080360867914
1739209658.3614237;-45.120503652039325
1739209658.3614259;-45.120503652039325
1739209658.3614283;-35.57807855764607
1739209658.3614306;-38.13080360867914
1739209658.3614328;-38.13080360867914
1739209658.3614352;-45.120503652039325
1739209658.3614373;-45.120503652039325
1739209658.3614397;-45.120503652039325
1739209658.361442;-45.120503652039325
1739209658.3614442;-45.120503652039325
1739209658.3614466;-45.120503652039325
1739209658.3614488;-38.13080360867914
1739209658.3614511;-38.13080360867914
1739209658.3614535;-45.120503652039325
1739209658.3614557;-29.438486411369333
1739209658.361458;-33.981070128970906
1739209658.3614602;-45.120503652039325
1739209658.3614626;-38.13080360867914
1739209658.361465;-33.981070128970906
1739209658.3614671;-45.120503652039325
1739209658.3614695;-45.120503652039325
1739209658.3614717;-38.13080360867914
1739209658.361474;-45.120503652039325
1739209658.3614764;-45.120503652039325
1739209658.3614786;-38.13080360867914
1739209658.361481;-38.13080360867914
1739209658.3614833;-45.120503652039325
1739209658.3614855;-45.120503652039325
1739209658.3614879;-45.120503652039325
1739209658.36149;-45.120503652039325
1739209658.3614924;-38.13080360867914
1739209658.3614948;-38.13080360867914
1739209658.361497;-45.120503652039325
1739209658.3614993;-45.120503652039325
1739209658.3615015;-35.57807855764607
1739209658.3615038;-35.57807855764607
1739209658.3615062;-38.13080360867914
1739209658.3615084;-38.13080360867914
1739209658.3615108;-38.13080360867914
1739209658.361513;-35.57807855764607
1739209658.3615153;-38.13080360867914
1739209658.3615177;-38.13080360867914
1739209658.3615198;-45.120503652039325
1739209658.3615222;-45.120503652039325
1739209658.3615243;-45.120503652039325
1739209658.3615267;-45.120503652039325
1739209658.361529;-45.120503652039325
1739209658.3615313;-45.120503652039325
1739209658.3615336;-45.120503652039325
1739209658.3615358;-45.120503652039325
1739209658.3615382;-35.57807855764607
1739209658.3615406;-45.120503652039325
1739209658.3615427;-38.13080360867914
1739209658.361545;-45.120503652039325
1739209658.3615472;-35.57807855764607
1739209658.3615496;-35.57807855764607
1739209658.361552;-45.120503652039325
1739209658.3615541;-33.981070128970906
1739209658.3615565;-45.120503652039325
1739209658.3615587;-38.13080360867914
1739209658.361561;-45.120503652039325
1739209658.3615634;-33.981070128970906
1739209658.3615656;-45.120503652039325
1739209658.361568;-45.120503652039325
1739209658.3615704;-38.13080360867914
1739209658.3615725;-45.120503652039325
1739209658.361575;-45.120503652039325
1739209658.361577;-45.120503652039325
1739209658.3615794;-45.120503652039325
1739209658.3615818;-38.13080360867914
1739209658.361584;-32.816014438256545
1739209658.3615863;-30.49652367304973
1739209658.3615885;-45.120503652039325
1739209658.3615909;-38.13080360867914
1739209658.3615932;-45.120503652039325
1739209658.3615954;-45.120503652039325
1739209658.3615978;-45.120503652039325
1739209658.3616;-33.981070128970906
1739209658.3616023;-45.120503652039325
1739209658.3616047;-33.981070128970956
1739209658.3616068;-38.13080360867914
1739209658.3616092;-45.120503652039325
1739209658.3616114;-45.120503652039325
1739209658.3616138;-45.120503652039325
1739209658.3616161;-35.57807855764607
1739209658.3616183;-45.120503652039325
1739209658.3616207;-38.13080360867914
1739209658.3616228;-32.816014438256545
1739209658.3616252;-38.13080360867914
1739209658.3616276;-38.13080360867914
1739209658.3616297;-38.13080360867914
1739209658.361632;-38.13080360867914
1739209658.3616343;-45.120503652039325
1739209658.3616366;-45.120503652039325
1739209658.361639;-45.120503652039325
1739209658.3616412;-38.13080360867914
1739209658.3616436;-38.13080360867914
1739209658.3616457;-38.13080360867914
1739209658.361648;-45.120503652039325
1739209658.3616505;-38.13080360867914
1739209658.3616526;-35.57807855764607
1739209658.361655;-38.13080360867914
1739209658.3616574;-45.120503652039325
1739209658.3616595;-38.13080360867914
1739209658.361662;-45.120503652039325
1739209658.361664;-38.13080360867914
1739209658.3616664;-38.13080360867914
1739209658.3616688;-45.120503652039325
1739209658.361671;-38.13080360867914
1739209658.3616734;-38.13080360867914
1739209658.3616755;-45.120503652039325
1739209658.361678;-33.981070128970906
1739209658.3616803;-45.120503652039325
1739209658.3616824;-45.120503652039325
1739209658.3616848;-45.120503652039325
1739209658.361687;-38.13080360867914
1739209658.3616893;-38.13080360867914
1739209658.3616917;-38.13080360867914
1739209658.3616939;-45.120503652039325
1739209658.3616962;-38.13080360867914
1739209658.3616984;-45.120503652039325
1739209658.3617008;-45.120503652039325
1739209658.3617032;-35.57807855764607
1739209658.3617053;-35.57807855764607
1739209658.3617077;-45.120503652039325
1739209658.3617098;-38.13080360867914
1739209658.3617122;-35.57807855764607
1739209658.3617146;-27.267205301931607
1739209658.3617167;-45.120503652039325
1739209658.3617191;-33.981070128970906
1739209658.3617213;-38.13080360867914
1739209658.3617237;-33.981070128970906
1739209658.361726;-45.120503652039325
1739209658.3617282;-45.120503652039325
1739209658.3617306;-38.13080360867914
1739209658.361733;-33.981070128970906
1739209658.361735;-45.120503652039325
1739209658.3617375;-45.120503652039325
1739209658.3617396;-32.816014438256545
1739209658.361742;-35.57807855764607
1739209658.3617444;-45.120503652039325
1739209658.3617465;-38.13080360867914
1739209658.361749;-32.816014438256545
1739209658.361751;-26.991370085610722
1739209658.3617535;-33.981070128970906
1739209658.3617558;-38.13080360867914
1739209658.361758;-35.57807855764607
1739209658.3617604;-33.981070128970906
1739209658.3617625;-45.120503652039325
1739209658.361765;-38.13080360867914
1739209658.3617673;-38.13080360867914
1739209658.3617694;-33.981070128970906
1739209658.3617718;-45.120503652039325
1739209658.361774;-45.120503652039325
1739209658.3617764;-35.57807855764607
1739209658.3617787;-38.13080360867914
1739209658.361781;-45.120503652039325
1739209658.3617833;-38.13080360867914
1739209658.3617854;-35.57807855764607
1739209658.3617878;-33.981070128970906
1739209658.3617902;-45.120503652039325
1739209658.3617923;-38.13080360867914
1739209658.3617947;-45.120503652039325
1739209658.3617969;-45.120503652039325
1739209658.3617992;-38.13080360867914
1739209658.3618016;-45.120503652039325
1739209658.3618038;-38.13080360867914
1739209658.3618062;-38.13080360867914
1739209658.3618083;-38.13080360867914
1739209658.3618107;-45.120503652039325
1739209658.361813;-45.120503652039325
1739209658.3618152;-38.13080360867914
1739209658.3618176;-38.13080360867914
1739209658.36182;-45.120503652039325
1739209658.3618221;-45.120503652039325
1739209658.3618245;-38.13080360867914
1739209658.3618267;-38.13080360867914
1739209658.361829;-45.120503652039325
1739209658.3618314;-45.120503652039325
1739209658.3618336;-45.120503652039325
1739209658.361836;-45.120503652039325
1739209658.361838;-38.13080360867914
1739209658.3618405;-33.981070128970906
1739209658.3618429;-45.120503652039325
1739209658.361845;-33.981070128970906
1739209658.3618474;-38.13080360867914
1739209658.3618495;-38.13080360867914
1739209658.361852;-38.13080360867914
1739209658.3618543;-32.816014438256545
1739209658.3618565;-45.120503652039325
1739209658.3618588;-38.13080360867914
1739209658.361861;-33.981070128970906
1739209658.3618634;-33.981070128970906
1739209658.3618658;-38.13080360867914
1739209658.361868;-38.13080360867914
1739209658.3618703;-33.981070128970906
1739209658.3618724;-38.13080360867914
1739209658.3618748;-45.120503652039325
1739209658.3618772;-45.120503652039325
1739209658.3618793;-45.120503652039325
1739209658.3618817;-35.57807855764607
1739209658.3618839;-35.57807855764607
1739209658.3618863;-45.120503652039325
1739209658.3618886;-45.120503652039325
1739209658.3618908;-35.57807855764607
1739209658.3618932;-35.57807855764607
1739209658.3618953;-45.120503652039325
1739209658.3618977;-38.13080360867914
1739209658.3619;-32.816014438256545
1739209658.3619022;-38.13080360867914
1739209658.3619046;-45.120503652039325
1739209658.361907;-45.120503652039325
1739209658.3619092;-45.120503652039325
1739209658.3619115;-38.13080360867914
1739209658.3619137;-45.120503652039325
1739209658.361916;-38.13080360867914
1739209658.3619184;-45.120503652039325
1739209658.3619206;-45.120503652039325
1739209658.361923;-45.120503652039325
1739209658.3619251;-45.120503652039325
1739209658.3619275;-32.816014438256545
1739209658.36193;-45.120503652039325
1739209658.361932;-45.120503652039325
1739209658.3619344;-38.13080360867914
1739209658.3619366;-35.57807855764607
1739209658.361939;-38.13080360867914
1739209658.3619413;-45.120503652039325
1739209658.3619435;-45.120503652039325
1739209658.3619459;-45.120503652039325
1739209658.361948;-45.120503652039325
1739209658.3619504;-45.120503652039325
1739209658.3619528;-38.13080360867914
1739209658.361955;-45.120503652039325
1739209658.3619573;-38.13080360867914
1739209658.3619595;-38.13080360867914
1739209658.3619618;-45.120503652039325
1739209658.3619642;-38.13080360867914
1739209658.3619664;-45.120503652039325
1739209658.3619688;-45.120503652039325
1739209658.361971;-45.120503652039325
1739209658.3619733;-38.13080360867914
1739209658.3619757;-38.13080360867914
1739209658.3619778;-45.120503652039325
1739209658.3619802;-35.57807855764607
1739209658.3619823;-45.120503652039325
1739209658.3619847;-38.13080360867914
1739209658.361987;-38.13080360867914
1739209658.3619893;-38.13080360867914
1739209658.3619916;-38.13080360867914
1739209658.361994;-45.120503652039325
1739209658.3619962;-35.57807855764607
1739209658.3619986;-45.120503652039325
1739209658.3620007;-38.13080360867914
1739209658.362003;-38.13080360867914
1739209658.3620055;-45.120503652039325
1739209658.3620076;-45.120503652039325
1739209658.36201;-45.120503652039325
1739209658.3620121;-38.13080360867914
1739209658.3620145;-45.120503652039325
1739209658.362017;-45.120503652039325
1739209658.362019;-45.120503652039325
1739209658.3620214;-45.120503652039325
1739209658.3620236;-35.57807855764607
1739209658.362026;-33.981070128970906
1739209658.3620284;-45.120503652039325
1739209658.3620305;-38.13080360867914
1739209658.362033;-38.13080360867914
1739209658.362035;-45.120503652039325
1739209658.3620374;-45.120503652039325
1739209658.3620398;-38.13080360867914
1739209658.362042;-35.57807855764607
1739209658.3620443;-38.13080360867914
1739209658.3620465;-38.13080360867914
1739209658.3620489;-38.13080360867914
1739209658.3620512;-35.57807855764607
1739209658.3620534;-38.13080360867914
1739209658.3620558;-45.120503652039325
1739209658.362058;-33.981070128970906
1739209658.3620603;-45.120503652039325
1739209658.3620627;-45.120503652039325
1739209658.3620648;-45.120503652039325
