CAN Message; 0x39:09eb3bc5598c6d29
1739209917.5374231;-45.120503652039325
1739209917.537433;-45.120503652039325
1739209917.5374424;-45.120503652039325
1739209917.5374522;-38.13080360867914
1739209917.537462;-45.120503652039325
1739209917.5374718;-38.13080360867914
1739209917.5374813;-45.120503652039325
1739209917.537491;-38.13080360867914
1739209917.5375009;-45.120503652039325
1739209917.5375106;-38.13080360867914
1739209917.5375202;-31.141103565318915
1739209917.53753;-45.120503652039325
1739209917.5375397;-35.57807855764607
1739209917.5375495;-45.120503652039325
1739209917.537559;-33.981070128970906
1739209917.5375688;-45.120503652039325
1739209917.5375786;-45.120503652039325
1739209917.5375881;-45.120503652039325
1739209917.537598;-45.120503652039325
1739209917.5376077;-45.120503652039325
1739209917.5376174;-45.120503652039325
1739209917.537627;-45.120503652039325
1739209917.5376368;-38.13080360867914
1739209917.5376465;-35.57807855764607
1739209917.5376563;-38.13080360867914
1739209917.5376658;-45.120503652039325
1739209917.5376756;-45.120503652039325
1739209917.5376854;-45.120503652039325
1739209917.5376952;-35.57807855764607
1739209917.5377047;-35.57807855764607
1739209917.5377145;-38.13080360867914
1739209917.5377243;-45.120503652039325
1739209917.537734;-45.120503652039325
1739209917.5377436;-38.13080360867914
1739209917.5377533;-32.816014438256545
1739209917.537763;-45.120503652039325
1739209917.537773;-45.120503652039325
1739209917.5377824;-45.120503652039325
1739209917.5377922;-45.120503652039325
1739209917.537802;-38.13080360867914
1739209917.5378118;-35.57807855764607
1739209917.5378213;-38.13080360867914
1739209917.537831;-33.981070128970956
1739209917.5378408;-45.120503652039325
1739209917.5378506;-38.13080360867914
1739209917.5378602;-45.120503652039325
1739209917.53787;-45.120503652039325
1739209917.5378797;-45.120503652039325
1739209917.5378895;-45.120503652039325
1739209917.537899;-38.13080360867914
1739209917.5379088;-28.58837851428586
1739209917.5379186;-45.120503652039325
1739209917.537928;-45.120503652039325
1739209917.5379379;-33.981070128970906
1739209917.5379477;-31.141103565318915
1739209917.5379574;-38.13080360867914
1739209917.537967;-38.13080360867914
1739209917.5379767;-38.13080360867914
1739209917.5379865;-32.816014438256545
1739209917.5379963;-38.13080360867914
1739209917.5380058;-45.120503652039325
1739209917.5380156;-38.13080360867914
1739209917.5380254;-45.120503652039325
1739209917.5380352;-38.13080360867914
1739209917.5380447;-45.120503652039325
1739209917.5380545;-35.57807855764607
1739209917.5380642;-45.120503652039325
1739209917.538074;-45.120503652039325
1739209917.5380836;-38.13080360867914
1739209917.5380933;-45.120503652039325
1739209917.538103;-45.120503652039325
1739209917.5381129;-38.13080360867914
1739209917.5381224;-38.13080360867914
1739209917.5381322;-33.981070128970906
1739209917.538142;-28.21854285175415
1739209917.5381517;-31.141103565318893
1739209917.5381613;-45.120503652039325
1739209917.538171;-38.13080360867914
1739209917.5381808;-45.120503652039325
1739209917.5381906;-45.120503652039325
1739209917.5382001;-45.120503652039325
1739209917.53821;-38.13080360867914
1739209917.5382197;-45.120503652039325
1739209917.5382295;-45.120503652039325
1739209917.538239;-45.120503652039325
1739209917.5382488;-45.120503652039325
1739209917.5382586;-35.57807855764607
1739209917.5382683;-45.120503652039325
1739209917.5382779;-45.120503652039325
1739209917.5382876;-38.13080360867914
1739209917.5382974;-38.13080360867914
1739209917.538307;-45.120503652039325
1739209917.5383167;-45.120503652039325
1739209917.5383265;-38.13080360867914
1739209917.5383363;-45.120503652039325
1739209917.5383458;-33.981070128970906
1739209917.5383556;-45.120503652039325
1739209917.5383654;-45.120503652039325
1739209917.5383751;-32.816014438256545
1739209917.5383847;-35.57807855764607
1739209917.5383945;-45.120503652039325
1739209917.5384042;-38.13080360867914
1739209917.538414;-35.57807855764607
1739209917.5384235;-38.13080360867914
1739209917.5384333;-45.120503652039325
1739209917.538443;-45.120503652039325
1739209917.5384529;-45.120503652039325
1739209917.5384624;-45.120503652039325
1739209917.5384722;-45.120503652039325
1739209917.538482;-38.13080360867914
1739209917.5384917;-38.13080360867914
1739209917.5385013;-33.981070128970906
1739209917.538511;-45.120503652039325
1739209917.5385208;-45.120503652039325
1739209917.5385306;-45.120503652039325
1739209917.5385401;-35.57807855764607
1739209917.53855;-35.57807855764607
1739209917.5385597;-45.120503652039325
1739209917.5385695;-38.13080360867914
1739209917.538579;-45.120503652039325
1739209917.5385888;-45.120503652039325
1739209917.5385985;-45.120503652039325
1739209917.5386083;-45.120503652039325
1739209917.5386178;-38.13080360867914
1739209917.5386276;-35.57807855764607
1739209917.5386374;-45.120503652039325
1739209917.538647;-45.120503652039325
1739209917.5386567;-35.57807855764607
1739209917.5386665;-45.120503652039325
1739209917.5386763;-45.120503652039325
1739209917.5386858;-38.13080360867914
1739209917.5386956;-33.981070128970906
1739209917.5387053;-38.13080360867914
1739209917.5387151;-38.13080360867914
1739209917.5387247;-38.13080360867914
1739209917.5387344;-45.120503652039325
1739209917.5387442;-38.13080360867914
1739209917.538754;-45.120503652039325
1739209917.5387635;-45.120503652039325
1739209917.5387733;-33.981070128970906
1739209917.538783;-38.13080360867914
1739209917.5387928;-38.13080360867914
1739209917.5388024;-45.120503652039325
1739209917.5388122;-38.13080360867914
1739209917.538822;-38.13080360867914
1739209917.5388317;-38.13080360867914
1739209917.5388412;-45.120503652039325
1739209917.538851;-38.13080360867914
1739209917.5388608;-38.13080360867914
1739209917.5388706;-45.120503652039325
1739209917.53888;-45.120503652039325
1739209917.53889;-38.13080360867914
1739209917.5388997;-45.120503652039325
1739209917.5389094;-45.120503652039325
1739209917.538919;-35.57807855764607
1739209917.5389287;-38.13080360867914
1739209917.5389385;-38.13080360867914
1739209917.5389483;-45.120503652039325
1739209917.5389578;-45.120503652039325
1739209917.5389676;-38.13080360867914
1739209917.5389774;-32.816014438256545
1739209917.5389872;-38.13080360867914
1739209917.5389967;-45.120503652039325
1739209917.5390065;-38.13080360867914
1739209917.5390162;-38.13080360867914
1739209917.5390258;-45.120503652039325
1739209917.5390356;-45.120503652039325
1739209917.5390453;-38.13080360867914
1739209917.539055;-45.120503652039325
1739209917.5390646;-38.13080360867914
1739209917.5390744;-45.120503652039325
1739209917.5390842;-45.120503652039325
1739209917.539094;-38.13080360867914
1739209917.5391035;-31.141103565318915
1739209917.5391133;-45.120503652039325
1739209917.539123;-33.981070128970906
1739209917.5391328;-45.120503652039325
1739209917.5391424;-38.13080360867914
1739209917.5391521;-45.120503652039325
1739209917.539162;-33.981070128970906
1739209917.5391717;-28.992665084841942
1739209917.5391812;-38.13080360867914
1739209917.539191;-45.120503652039325
1739209917.5392008;-38.13080360867914
1739209917.5392106;-38.13080360867914
1739209917.53922;-38.13080360867914
1739209917.5392299;-45.120503652039325
1739209917.5392396;-38.13080360867914
1739209917.5392494;-38.13080360867914
1739209917.539259;-38.13080360867914
1739209917.5392687;-38.13080360867914
1739209917.5392785;-45.120503652039325
1739209917.5392883;-38.13080360867914
1739209917.5392978;-38.13080360867914
1739209917.5393076;-45.120503652039325
1739209917.5393174;-38.13080360867914
1739209917.5393271;-33.981070128970906
1739209917.5393367;-38.13080360867914
1739209917.5393465;-38.13080360867914
1739209917.5393562;-38.13080360867914
1739209917.5393658;-38.13080360867914
1739209917.5393755;-32.816014438256545
1739209917.5393853;-38.13080360867914
1739209917.539395;-45.120503652039325
1739209917.5394046;-32.816014438256545
1739209917.5394144;-38.13080360867914
1739209917.5394242;-45.120503652039325
1739209917.539434;-38.13080360867914
1739209917.5394435;-38.13080360867914
1739209917.5394533;-45.120503652039325
1739209917.539463;-38.13080360867914
1739209917.5394728;-45.120503652039325
1739209917.5394824;-45.120503652039325
1739209917.5394921;-45.120503652039325
1739209917.539502;-45.120503652039325
1739209917.5395117;-45.120503652039325
1739209917.5395212;-38.13080360867914
1739209917.539531;-35.57807855764607
1739209917.5395408;-45.120503652039325
1739209917.5395505;-33.981070128970906
1739209917.53956;-26.991370085610722
1739209917.5395699;-35.57807855764607
1739209917.5395796;-45.120503652039325
1739209917.5395894;-38.13080360867914
1739209917.539599;-33.981070128970906
1739209917.5396087;-45.120503652039325
1739209917.5396185;-35.57807855764607
1739209917.5396283;-45.120503652039325
1739209917.5396378;-38.13080360867914
1739209917.5396476;-45.120503652039325
1739209917.5396574;-38.13080360867914
1739209917.5396671;-45.120503652039325
1739209917.5396767;-38.13080360867914
1739209917.5396864;-35.57807855764607
1739209917.5396962;-38.13080360867914
1739209917.5397058;-45.120503652039325
1739209917.5397155;-35.57807855764607
1739209917.5397253;-35.57807855764607
1739209917.539735;-38.13080360867914
1739209917.5397446;-26.03565346325281
1739209917.5397544;-31.141103565318915
1739209917.5397642;-38.13080360867914
1739209917.539774;-45.120503652039325
1739209917.5397835;-45.120503652039325
1739209917.5397933;-38.13080360867914
1739209917.539803;-45.120503652039325
1739209917.5398128;-38.13080360867914
1739209917.5398223;-33.981070128970906
1739209917.539832;-33.981070128970906
1739209917.539842;-32.816014438256545
1739209917.5398517;-38.13080360867914
1739209917.5398612;-27.877744956031417
1739209917.539871;-31.141103565318915
1739209917.5398808;-38.13080360867914
1739209917.5398905;-45.120503652039325
1739209917.5399;-38.13080360867914
1739209917.5399098;-45.120503652039325
1739209917.5399196;-28.992665084841942
1739209917.5399294;-45.120503652039325
1739209917.539939;-45.120503652039325
1739209917.5399487;-27.8777449560314
1739209917.5399585;-45.120503652039325
1739209917.5399683;-38.13080360867914
1739209917.5399778;-45.120503652039325
1739209917.5399876;-45.120503652039325
1739209917.5399973;-45.120503652039325
1739209917.540007;-45.120503652039325
1739209917.5400167;-45.120503652039325
1739209917.5400264;-45.120503652039325
1739209917.5400362;-33.981070128970906
1739209917.540046;-45.120503652039325
1739209917.5400555;-45.120503652039325
1739209917.5400653;-31.141103565318915
1739209917.540075;-32.816014438256545
1739209917.5400846;-45.120503652039325
1739209917.5400944;-28.992665084841942
1739209917.5401042;-25.826314394896357
1739209917.540114;-45.120503652039325
1739209917.5401235;-45.120503652039325
1739209917.5401332;-45.120503652039325
1739209917.540143;-45.120503652039325
1739209917.5401528;-38.13080360867914
1739209917.5401623;-45.120503652039325
1739209917.540172;-45.120503652039325
1739209917.5401819;-38.13080360867914
1739209917.5401917;-38.13080360867914
1739209917.5402012;-45.120503652039325
1739209917.540211;-35.57807855764607
1739209917.5402207;-38.13080360867914
1739209917.543962;-45.120503652039325
1739209917.5439634;-45.120503652039325
1739209917.5439649;-38.13080360867914
1739209917.5439663;-38.13080360867914
1739209917.5439677;-45.120503652039325
1739209917.5439692;-45.120503652039325
1739209917.5439706;-45.120503652039325
1739209917.543972;-38.13080360867914
1739209917.5439734;-45.120503652039325
1739209917.5439749;-38.13080360867914
1739209917.5439763;-29.438486411369333
1739209917.5439777;-38.13080360867914
1739209917.5439792;-38.13080360867914
1739209917.5439806;-38.13080360867914
1739209917.543982;-32.816014438256545
1739209917.5439835;-45.120503652039325
1739209917.543985;-45.120503652039325
1739209917.5439863;-45.120503652039325
1739209917.5439878;-35.57807855764607
1739209917.5439892;-45.120503652039325
1739209917.5439906;-45.120503652039325
1739209917.543992;-45.120503652039325
1739209917.5439935;-45.120503652039325
1739209917.543995;-38.13080360867914
1739209917.5439963;-38.13080360867914
1739209917.5439978;-38.13080360867914
1739209917.5439992;-29.438486411369333
1739209917.5440006;-35.57807855764607
1739209917.544002;-38.13080360867914
1739209917.5440035;-45.120503652039325
1739209917.544005;-45.120503652039325
1739209917.5440063;-38.13080360867914
1739209917.5440078;-38.13080360867914
1739209917.5440092;-45.120503652039325
1739209917.5440106;-38.13080360867914
1739209917.544012;-38.13080360867914
1739209917.5440135;-35.57807855764607
1739209917.544015;-45.120503652039325
1739209917.5440164;-38.13080360867914
1739209917.5440178;-45.120503652039325
1739209917.5440192;-45.120503652039325
1739209917.5440207;-45.120503652039325
1739209917.544022;-45.120503652039325
1739209917.5440235;-38.13080360867914
1739209917.544025;-35.57807855764607
1739209917.5440264;-38.13080360867914
1739209917.5440278;-45.120503652039325
1739209917.5440292;-38.13080360867914
1739209917.5440307;-45.120503652039325
1739209917.544032;-45.120503652039325
1739209917.5440335;-32.816014438256545
1739209917.544035;-35.57807855764607
1739209917.5440364;-45.120503652039325
1739209917.5440378;-35.57807855764607
1739209917.5440392;-45.120503652039325
1739209917.5440407;-45.120503652039325
1739209917.544042;-45.120503652039325
1739209917.5440435;-45.120503652039325
1739209917.544045;-45.120503652039325
1739209917.5440464;-45.120503652039325
1739209917.5440478;-38.13080360867914
1739209917.5440493;-38.13080360867914
1739209917.5440507;-45.120503652039325
1739209917.5440521;-35.57807855764607
1739209917.5440536;-38.13080360867914
1739209917.544055;-38.13080360867914
1739209917.5440564;-45.120503652039325
1739209917.5440578;-38.13080360867914
1739209917.5440593;-35.57807855764607
1739209917.5440607;-45.120503652039325
1739209917.5440621;-45.120503652039325
1739209917.5440636;-38.13080360867914
1739209917.544065;-38.13080360867914
1739209917.5440664;-38.13080360867914
1739209917.5440679;-35.57807855764607
1739209917.5440693;-33.981070128970906
1739209917.5440707;-38.13080360867914
1739209917.5440722;-45.120503652039325
1739209917.5440736;-45.120503652039325
1739209917.544075;-38.13080360867914
1739209917.5440764;-45.120503652039325
1739209917.5440779;-38.13080360867914
1739209917.5440793;-45.120503652039325
1739209917.5440807;-33.981070128970906
1739209917.5440822;-45.120503652039325
1739209917.5440834;-33.981070128970906
1739209917.5440848;-45.120503652039325
1739209917.5440862;-38.13080360867914
1739209917.5440876;-45.120503652039325
1739209917.544089;-45.120503652039325
1739209917.5440905;-45.120503652039325
1739209917.544092;-38.13080360867914
1739209917.5440934;-38.13080360867914
1739209917.5440948;-38.13080360867914
1739209917.5440962;-38.13080360867914
1739209917.5440977;-38.13080360867914
1739209917.544099;-38.13080360867914
1739209917.5441005;-45.120503652039325
1739209917.544102;-35.57807855764607
1739209917.5441034;-38.13080360867914
1739209917.5441048;-38.13080360867914
1739209917.5441062;-38.13080360867914
1739209917.5441077;-38.13080360867914
1739209917.544109;-38.13080360867914
1739209917.5441105;-45.120503652039325
1739209917.544112;-45.120503652039325
1739209917.5441134;-35.57807855764607
1739209917.5441148;-27.877744956031414
1739209917.5441163;-45.120503652039325
1739209917.5441177;-45.120503652039325
1739209917.5441191;-45.120503652039325
1739209917.5441206;-33.981070128970906
1739209917.544122;-38.13080360867914
1739209917.5441234;-38.13080360867914
1739209917.5441248;-38.13080360867914
1739209917.5441263;-38.13080360867914
1739209917.5441277;-38.13080360867914
1739209917.5441291;-38.13080360867914
1739209917.5441306;-45.120503652039325
1739209917.544132;-45.120503652039325
1739209917.5441334;-35.57807855764607
1739209917.5441349;-38.13080360867914
1739209917.5441363;-45.120503652039325
1739209917.5441377;-28.58837851428586
1739209917.5441391;-31.141103565318915
1739209917.5441406;-33.981070128970906
1739209917.544142;-45.120503652039325
1739209917.5441434;-33.981070128970906
1739209917.5441449;-45.120503652039325
1739209917.5441463;-38.13080360867914
1739209917.5441477;-45.120503652039325
1739209917.5441492;-33.981070128970906
1739209917.5441506;-33.981070128970906
1739209917.544152;-32.816014438256545
1739209917.5441535;-45.120503652039325
1739209917.544155;-38.13080360867914
1739209917.5441563;-33.981070128970906
1739209917.5441577;-45.120503652039325
1739209917.5441592;-45.120503652039325
1739209917.5441606;-45.120503652039325
1739209917.544162;-45.120503652039325
1739209917.5441635;-45.120503652039325
1739209917.544165;-45.120503652039325
1739209917.5441663;-38.13080360867914
1739209917.5441678;-38.13080360867914
