CAN Message; 0x39:09eb3bc5598c6d29
Timestamp;Amplitude
1739209917.5340233;-38.13080360867914
1739209917.5340328;-45.120503652039325
1739209917.5340426;-45.120503652039325
1739209917.5340524;-45.120503652039325
1739209917.5340621;-35.57807855764607
1739209917.5340717;-45.120503652039325
1739209917.5340815;-38.13080360867914
1739209917.5340912;-35.57807855764607
1739209917.534101;-38.13080360867914
1739209917.5341105;-45.120503652039325
1739209917.5341203;-45.120503652039325
1739209917.53413;-38.13080360867914
1739209917.5341399;-38.13080360867914
1739209917.5341494;-45.120503652039325
1739209917.5341592;-45.120503652039325
1739209917.534169;-45.120503652039325
1739209917.5341787;-38.13080360867914
1739209917.5341883;-38.13080360867914
1739209917.534198;-45.120503652039325
1739209917.5342078;-38.13080360867914
1739209917.5342176;-33.981070128970906
1739209917.5342271;-38.13080360867914
1739209917.534237;-35.57807855764607
1739209917.5342467;-45.120503652039325
1739209917.5342565;-33.981070128970906
1739209917.534266;-45.120503652039325
1739209917.5342758;-45.120503652039325
1739209917.5342855;-38.13080360867914
1739209917.5342953;-38.13080360867914
1739209917.5343049;-45.120503652039325
1739209917.5343146;-38.13080360867914
1739209917.5343244;-45.120503652039325
1739209917.5343342;-38.13080360867914
1739209917.5343437;-35.57807855764607
1739209917.5343535;-45.120503652039325
1739209917.5343633;-45.120503652039325
1739209917.5343728;-45.120503652039325
1739209917.5343826;-38.13080360867914
1739209917.5343924;-38.13080360867914
1739209917.5344021;-38.13080360867914
1739209917.5344117;-45.120503652039325
1739209917.5344214;-45.120503652039325
1739209917.5344312;-38.13080360867914
1739209917.534441;-38.13080360867914
1739209917.5344505;-38.13080360867914
1739209917.5344603;-45.120503652039325
1739209917.53447;-45.120503652039325
1739209917.5344799;-38.13080360867914
1739209917.5344894;-38.13080360867914
1739209917.5344992;-45.120503652039325
1739209917.534509;-45.120503652039325
1739209917.5345187;-45.120503652039325
1739209917.5345283;-38.13080360867914
1739209917.534538;-32.816014438256545
1739209917.5345478;-45.120503652039325
1739209917.5345576;-38.13080360867914
1739209917.534567;-45.120503652039325
1739209917.534577;-35.57807855764607
1739209917.5345867;-45.120503652039325
1739209917.5345964;-38.13080360867914
1739209917.534606;-33.981070128970906
1739209917.5346158;-45.120503652039325
1739209917.5346255;-45.120503652039325
1739209917.5346353;-45.120503652039325
1739209917.5346448;-35.57807855764607
1739209917.5346546;-45.120503652039325
1739209917.5346644;-45.120503652039325
1739209917.5346742;-38.13080360867914
1739209917.5346837;-35.57807855764607
1739209917.5346935;-33.981070128970906
1739209917.5347033;-45.120503652039325
1739209917.534713;-38.13080360867914
1739209917.5347226;-35.57807855764607
1739209917.5347323;-33.981070128970906
1739209917.534742;-38.13080360867914
1739209917.5347517;-45.120503652039325
1739209917.5347614;-35.57807855764607
1739209917.5347712;-38.13080360867914
1739209917.534781;-45.120503652039325
1739209917.5347905;-45.120503652039325
1739209917.5348003;-45.120503652039325
1739209917.53481;-45.120503652039325
1739209917.5348198;-45.120503652039325
1739209917.5348294;-45.120503652039325
1739209917.5348392;-38.13080360867914
1739209917.534849;-45.120503652039325
1739209917.5348587;-38.13080360867914
1739209917.5348682;-38.13080360867914
1739209917.534878;-35.57807855764607
1739209917.5348878;-33.981070128970906
1739209917.5348976;-45.120503652039325
1739209917.534907;-45.120503652039325
1739209917.5349169;-33.981070128970906
1739209917.5349267;-28.992665084841942
1739209917.5349364;-45.120503652039325
1739209917.534946;-45.120503652039325
1739209917.5349557;-38.13080360867914
1739209917.5349655;-38.13080360867914
1739209917.5349753;-45.120503652039325
1739209917.5349848;-38.13080360867914
1739209917.5349946;-38.13080360867914
1739209917.5350044;-35.57807855764607
1739209917.5350142;-33.981070128970906
1739209917.5350237;-45.120503652039325
1739209917.5350335;-45.120503652039325
1739209917.5350432;-38.13080360867914
1739209917.535053;-35.57807855764607
1739209917.5350626;-45.120503652039325
1739209917.5350723;-35.57807855764607
1739209917.535082;-27.267205301931607
1739209917.5350916;-45.120503652039325
1739209917.5351014;-45.120503652039325
1739209917.5351112;-45.120503652039325
1739209917.535121;-33.981070128970906
1739209917.5351305;-45.120503652039325
1739209917.5351403;-45.120503652039325
1739209917.53515;-45.120503652039325
1739209917.5351598;-45.120503652039325
1739209917.5351694;-45.120503652039325
1739209917.5351791;-45.120503652039325
1739209917.535189;-45.120503652039325
1739209917.5351987;-38.13080360867914
1739209917.5352082;-45.120503652039325
1739209917.535218;-38.13080360867914
1739209917.5352278;-38.13080360867914
1739209917.5352376;-38.13080360867914
1739209917.535247;-45.120503652039325
1739209917.5352569;-45.120503652039325
1739209917.5352666;-35.57807855764607
1739209917.5352764;-38.13080360867914
1739209917.535286;-35.57807855764607
1739209917.5352957;-45.120503652039325
1739209917.5353055;-38.13080360867914
1739209917.5353153;-31.141103565318915
1739209917.5353248;-38.13080360867914
1739209917.5353346;-45.120503652039325
1739209917.5353444;-45.120503652039325
1739209917.5353541;-33.981070128970906
1739209917.5353637;-45.120503652039325
1739209917.5353734;-45.120503652039325
1739209917.5353832;-38.13080360867914
1739209917.535393;-31.141103565318915
1739209917.5354025;-38.13080360867914
1739209917.5354123;-45.120503652039325
1739209917.535422;-45.120503652039325
1739209917.5354319;-45.120503652039325
1739209917.5354414;-45.120503652039325
1739209917.5354512;-45.120503652039325
1739209917.535461;-45.120503652039325
1739209917.5354705;-31.141103565318915
1739209917.5354803;-33.981070128970906
1739209917.53549;-35.57807855764607
1739209917.5354998;-38.13080360867914
1739209917.5355093;-33.981070128970906
1739209917.5355191;-35.57807855764607
1739209917.535529;-38.13080360867914
1739209917.5355387;-45.120503652039325
1739209917.5355482;-31.141103565318915
1739209917.535558;-31.141103565318915
1739209917.5355678;-38.13080360867914
1739209917.5355775;-38.13080360867914
1739209917.535587;-45.120503652039325
1739209917.5355968;-45.120503652039325
1739209917.5356066;-38.13080360867914
1739209917.5356164;-38.13080360867914
1739209917.535626;-38.13080360867914
1739209917.5356357;-38.13080360867914
1739209917.5356455;-38.13080360867914
1739209917.5356553;-45.120503652039325
1739209917.5356648;-38.13080360867914
1739209917.5356746;-33.981070128970906
1739209917.5356843;-38.13080360867914
1739209917.5356941;-45.120503652039325
1739209917.5357037;-38.13080360867914
1739209917.5357134;-38.13080360867914
1739209917.5357232;-38.13080360867914
1739209917.535733;-35.57807855764607
1739209917.5357425;-45.120503652039325
1739209917.5357523;-38.13080360867914
1739209917.535762;-38.13080360867914
1739209917.5357718;-45.120503652039325
1739209917.5357814;-38.13080360867914
1739209917.5357912;-38.13080360867914
1739209917.535801;-38.13080360867914
1739209917.5358105;-38.13080360867914
1739209917.5358202;-35.57807855764607
1739209917.53583;-45.120503652039325
1739209917.5358398;-45.120503652039325
1739209917.5358493;-45.120503652039325
1739209917.535859;-38.13080360867914
1739209917.535869;-38.13080360867914
1739209917.5358787;-45.120503652039325
1739209917.5358882;-38.13080360867914
1739209917.535898;-38.13080360867914
1739209917.5359077;-38.13080360867914
1739209917.5359175;-38.13080360867914
1739209917.535927;-45.120503652039325
1739209917.5359368;-38.13080360867914
1739209917.5359466;-38.13080360867914
1739209917.5359564;-45.120503652039325
1739209917.535966;-35.57807855764607
1739209917.5359757;-35.57807855764607
1739209917.5359855;-45.120503652039325
1739209917.5359952;-45.120503652039325
1739209917.5360048;-45.120503652039325
1739209917.5360146;-45.120503652039325
1739209917.5360243;-45.120503652039325
1739209917.536034;-45.120503652039325
1739209917.5360436;-45.120503652039325
1739209917.5360534;-38.13080360867914
1739209917.5360632;-45.120503652039325
1739209917.536073;-45.120503652039325
1739209917.5360825;-35.57807855764607
1739209917.5360923;-38.13080360867914
1739209917.536102;-45.120503652039325
1739209917.5361118;-38.13080360867914
1739209917.5361214;-45.120503652039325
1739209917.5361311;-38.13080360867914
1739209917.536141;-45.120503652039325
1739209917.5361505;-45.120503652039325
1739209917.5361602;-45.120503652039325
1739209917.53617;-38.13080360867914
1739209917.5361798;-45.120503652039325
1739209917.5361893;-45.120503652039325
1739209917.536199;-32.816014438256545
1739209917.5362089;-45.120503652039325
1739209917.5362186;-45.120503652039325
1739209917.5362282;-45.120503652039325
1739209917.536238;-45.120503652039325
1739209917.5362477;-45.120503652039325
1739209917.5362575;-45.120503652039325
1739209917.536267;-45.120503652039325
1739209917.5362768;-38.13080360867914
1739209917.5362866;-38.13080360867914
1739209917.5362964;-31.141103565318893
1739209917.536306;-35.57807855764607
1739209917.5363157;-38.13080360867914
1739209917.5363255;-45.120503652039325
1739209917.5363352;-38.13080360867914
1739209917.5363448;-35.57807855764607
1739209917.5363545;-45.120503652039325
1739209917.5363643;-38.13080360867914
1739209917.536374;-45.120503652039325
1739209917.5363836;-45.120503652039325
1739209917.5363934;-45.120503652039325
1739209917.5364032;-45.120503652039325
1739209917.536413;-45.120503652039325
1739209917.5364225;-38.13080360867914
1739209917.5364323;-38.13080360867914
1739209917.536442;-38.13080360867914
1739209917.5364518;-38.13080360867914
1739209917.5364614;-45.120503652039325
1739209917.5364711;-38.13080360867914
1739209917.536481;-38.13080360867914
1739209917.5364907;-31.141103565318893
1739209917.5365002;-30.49652367304973
1739209917.53651;-45.120503652039325
1739209917.5365198;-38.13080360867914
1739209917.5365293;-32.816014438256545
1739209917.536539;-32.816014438256545
1739209917.5365489;-45.120503652039325
1739209917.5365586;-38.13080360867914
1739209917.5365682;-45.120503652039325
1739209917.536578;-45.120503652039325
1739209917.5365877;-35.57807855764607
1739209917.5365975;-38.13080360867914
1739209917.536607;-45.120503652039325
1739209917.5366168;-45.120503652039325
1739209917.5366266;-38.13080360867914
1739209917.5366364;-35.57807855764607
1739209917.536646;-38.13080360867914
1739209917.5366557;-45.120503652039325
1739209917.5366654;-38.13080360867914
1739209917.5366752;-38.13080360867914
1739209917.5366848;-45.120503652039325
1739209917.5366945;-45.120503652039325
1739209917.5367043;-38.13080360867914
1739209917.536714;-45.120503652039325
1739209917.5367236;-38.13080360867914
1739209917.5367334;-28.992665084841942
1739209917.5367432;-45.120503652039325
1739209917.536753;-45.120503652039325
1739209917.5367625;-38.13080360867914
1739209917.5367723;-38.13080360867914
1739209917.536782;-38.13080360867914
1739209917.5367918;-33.981070128970906
1739209917.5368013;-45.120503652039325
1739209917.536811;-45.120503652039325
1739209917.536821;-45.120503652039325
1739209917.5368307;-38.13080360867914
1739209917.5368402;-33.981070128970906
1739209917.53685;-38.13080360867914
1739209917.5368598;-38.13080360867914
1739209917.5368693;-45.120503652039325
1739209917.536879;-35.57807855764607
1739209917.5368888;-33.981070128970906
1739209917.5368986;-45.120503652039325
1739209917.5369081;-38.13080360867914
1739209917.536918;-35.57807855764607
1739209917.5369277;-38.13080360867914
1739209917.5369375;-45.120503652039325
1739209917.536947;-38.13080360867914
1739209917.5369568;-38.13080360867914
1739209917.5369666;-33.981070128970906
1739209917.5369763;-45.120503652039325
1739209917.5369859;-45.120503652039325
1739209917.5369956;-38.13080360867914
1739209917.5370054;-28.58837851428586
1739209917.5370152;-38.13080360867914
1739209917.5370247;-45.120503652039325
1739209917.5370345;-35.57807855764607
1739209917.5370443;-38.13080360867914
1739209917.537054;-45.120503652039325
1739209917.5370636;-45.120503652039325
1739209917.5370734;-38.13080360867914
1739209917.5370831;-45.120503652039325
1739209917.537093;-45.120503652039325
1739209917.5371025;-45.120503652039325
1739209917.5371122;-38.13080360867914
1739209917.537122;-31.141103565318915
1739209917.5371318;-38.13080360867914
1739209917.5371413;-38.13080360867914
1739209917.537151;-35.57807855764607
1739209917.5371609;-33.981070128970906
1739209917.5371706;-38.13080360867914
1739209917.5371802;-45.120503652039325
1739209917.53719;-35.57807855764607
1739209917.5371997;-35.57807855764607
1739209917.5372095;-45.120503652039325
1739209917.537219;-45.120503652039325
1739209917.5372288;-35.57807855764607
1739209917.5372386;-38.13080360867914
1739209917.5372481;-45.120503652039325
1739209917.537258;-38.13080360867914
1739209917.5372677;-45.120503652039325
1739209917.5372775;-45.120503652039325
1739209917.537287;-45.120503652039325
1739209917.5372968;-38.13080360867914
1739209917.5373065;-45.120503652039325
1739209917.5373163;-45.120503652039325
1739209917.5373259;-45.120503652039325
1739209917.5373356;-45.120503652039325
1739209917.5373454;-45.120503652039325
1739209917.5373552;-45.120503652039325
1739209917.5373647;-45.120503652039325
1739209917.5373745;-45.120503652039325
1739209917.5373843;-38.13080360867914
1739209917.537394;-38.13080360867914
1739209917.5374036;-45.120503652039325
1739209917.5374134;-45.120503652039325
