CAN Message; 0x39:0f84f45112b89931
Timestamp;Amplitude
1739209772.8567414;-38.13080360867914
1739209772.8567452;-45.120503652039325
1739209772.8567493;-38.13080360867914
1739209772.856753;-38.13080360867914
1739209772.856757;-45.120503652039325
1739209772.856761;-38.13080360867914
1739209772.8567648;-45.120503652039325
1739209772.8567688;-45.120503652039325
1739209772.8567727;-45.120503652039325
1739209772.8567765;-32.816014438256545
1739209772.8567805;-45.120503652039325
1739209772.8567843;-45.120503652039325
1739209772.8567884;-38.13080360867914
1739209772.8567922;-38.13080360867914
1739209772.8567963;-45.120503652039325
1739209772.8568;-38.13080360867914
1739209772.856804;-38.13080360867914
1739209772.856808;-38.13080360867914
1739209772.8568118;-33.981070128970906
1739209772.8568158;-45.120503652039325
1739209772.8568196;-45.120503652039325
1739209772.8568234;-38.13080360867914
1739209772.8568275;-38.13080360867914
1739209772.8568313;-35.57807855764607
1739209772.8568354;-45.120503652039325
1739209772.8568392;-35.57807855764607
1739209772.8568432;-38.13080360867914
1739209772.856847;-38.13080360867914
1739209772.8568509;-38.13080360867914
1739209772.856855;-38.13080360867914
1739209772.8568587;-38.13080360867914
1739209772.8568628;-45.120503652039325
1739209772.8568666;-38.13080360867914
1739209772.8568704;-38.13080360867914
1739209772.8568745;-38.13080360867914
1739209772.8568783;-45.120503652039325
1739209772.8568823;-38.13080360867914
1739209772.8568861;-45.120503652039325
1739209772.85689;-33.981070128970906
1739209772.856894;-32.816014438256545
1739209772.8568978;-35.57807855764607
1739209772.856902;-38.13080360867914
1739209772.8569057;-38.13080360867914
1739209772.8569098;-38.13080360867914
1739209772.8569136;-38.13080360867914
1739209772.8569174;-38.13080360867914
1739209772.8569214;-38.13080360867914
1739209772.8569252;-45.120503652039325
1739209772.8569293;-38.13080360867914
1739209772.856933;-38.13080360867914
1739209772.856937;-45.120503652039325
1739209772.856941;-45.120503652039325
1739209772.8569448;-45.120503652039325
1739209772.8569489;-45.120503652039325
1739209772.8569527;-38.13080360867914
1739209772.8569565;-45.120503652039325
1739209772.8569605;-45.120503652039325
1739209772.8569643;-45.120503652039325
1739209772.8569684;-38.13080360867914
1739209772.8569722;-38.13080360867914
1739209772.8569763;-45.120503652039325
1739209772.85698;-45.120503652039325
1739209772.856984;-45.120503652039325
1739209772.856988;-31.141103565318893
1739209772.8569918;-38.13080360867914
1739209772.8569958;-45.120503652039325
1739209772.8569996;-45.120503652039325
1739209772.8570035;-32.816014438256545
1739209772.8570075;-38.13080360867914
1739209772.8570113;-45.120503652039325
1739209772.8570154;-38.13080360867914
1739209772.8570192;-38.13080360867914
1739209772.8570232;-45.120503652039325
1739209772.857027;-38.13080360867914
1739209772.8570309;-38.13080360867914
1739209772.857035;-45.120503652039325
1739209772.8570387;-45.120503652039325
1739209772.8570428;-38.13080360867914
1739209772.8570466;-38.13080360867914
1739209772.8570504;-26.991370085610736
1739209772.8570545;-32.816014438256545
1739209772.8570583;-45.120503652039325
1739209772.8570623;-38.13080360867914
1739209772.8570662;-35.57807855764607
1739209772.85707;-45.120503652039325
1739209772.857074;-38.13080360867914
1739209772.8570778;-35.57807855764607
1739209772.857082;-45.120503652039325
1739209772.8570857;-45.120503652039325
1739209772.8570898;-45.120503652039325
1739209772.8570936;-45.120503652039325
1739209772.8570974;-45.120503652039325
1739209772.8571014;-38.13080360867914
1739209772.8571053;-38.13080360867914
1739209772.8571093;-38.13080360867914
1739209772.8571131;-31.141103565318893
1739209772.857117;-33.981070128970906
1739209772.857121;-45.120503652039325
1739209772.8571248;-45.120503652039325
1739209772.8571289;-38.13080360867914
1739209772.8571327;-45.120503652039325
1739209772.8571365;-45.120503652039325
1739209772.8571405;-45.120503652039325
1739209772.8571444;-38.13080360867914
1739209772.8571484;-38.13080360867914
1739209772.8571522;-45.120503652039325
1739209772.8571563;-38.13080360867914
1739209772.85716;-38.13080360867914
1739209772.857164;-38.13080360867914
1739209772.857168;-38.13080360867914
1739209772.8571718;-38.13080360867914
1739209772.8571758;-45.120503652039325
1739209772.8571796;-45.120503652039325
1739209772.8571835;-35.57807855764607
1739209772.8571875;-45.120503652039325
1739209772.8571913;-38.13080360867914
1739209772.8571954;-45.120503652039325
1739209772.8571992;-32.816014438256545
1739209772.8572032;-38.13080360867914
1739209772.857207;-33.981070128970906
1739209772.8572109;-28.992665084841942
1739209772.857215;-35.57807855764607
1739209772.8572187;-38.13080360867914
1739209772.8572228;-38.13080360867914
1739209772.8572266;-35.57807855764607
1739209772.8572304;-38.13080360867914
1739209772.8572345;-33.981070128970906
1739209772.8572383;-45.120503652039325
1739209772.8572423;-45.120503652039325
1739209772.8572462;-38.13080360867914
1739209772.85725;-45.120503652039325
1739209772.857254;-45.120503652039325
1739209772.8572578;-45.120503652039325
1739209772.857262;-45.120503652039325
1739209772.8572657;-45.120503652039325
1739209772.8572698;-45.120503652039325
1739209772.8572736;-45.120503652039325
1739209772.8572774;-38.13080360867914
1739209772.8572814;-45.120503652039325
1739209772.8572853;-45.120503652039325
1739209772.8572893;-45.120503652039325
1739209772.8572931;-38.13080360867914
1739209772.857297;-38.13080360867914
1739209772.857301;-38.13080360867914
1739209772.8573048;-33.981070128970906
1739209772.8573089;-38.13080360867914
1739209772.8573127;-38.13080360867914
1739209772.8573165;-33.981070128970906
1739209772.8573205;-32.816014438256545
1739209772.8573244;-38.13080360867914
1739209772.8573284;-45.120503652039325
1739209772.8573322;-45.120503652039325
1739209772.8573363;-38.13080360867914
1739209772.85734;-35.57807855764607
1739209772.857344;-38.13080360867914
1739209772.857348;-45.120503652039325
1739209772.8573518;-45.120503652039325
1739209772.8573558;-38.13080360867914
1739209772.8573596;-38.13080360867914
1739209772.8573635;-35.57807855764607
1739209772.8573675;-35.57807855764607
1739209772.8573713;-35.57807855764607
1739209772.8573754;-38.13080360867914
1739209772.8573792;-38.13080360867914
1739209772.8573833;-38.13080360867914
1739209772.857387;-35.57807855764607
1739209772.8573909;-38.13080360867914
1739209772.857395;-38.13080360867914
1739209772.8573987;-38.13080360867914
1739209772.8574028;-38.13080360867914
1739209772.8574066;-45.120503652039325
1739209772.8574104;-38.13080360867914
1739209772.8574145;-33.981070128970906
1739209772.8574183;-45.120503652039325
1739209772.8574224;-45.120503652039325
1739209772.8574262;-38.13080360867914
1739209772.85743;-45.120503652039325
1739209772.857434;-45.120503652039325
1739209772.8574378;-45.120503652039325
1739209772.857442;-45.120503652039325
1739209772.8574457;-38.13080360867914
1739209772.8574498;-38.13080360867914
1739209772.8574536;-38.13080360867914
1739209772.8574574;-45.120503652039325
1739209772.8574615;-35.57807855764607
1739209772.8574653;-35.57807855764607
1739209772.8574693;-45.120503652039325
1739209772.8574731;-45.120503652039325
1739209772.857477;-35.57807855764607
1739209772.857481;-38.13080360867914
1739209772.8574848;-45.120503652039325
1739209772.8574889;-45.120503652039325
1739209772.8574927;-45.120503652039325
1739209772.8574965;-45.120503652039325
1739209772.8575006;-38.13080360867914
1739209772.8575044;-38.13080360867914
1739209772.8575084;-45.120503652039325
1739209772.8575122;-45.120503652039325
1739209772.8575163;-45.120503652039325
1739209772.85752;-45.120503652039325
1739209772.857524;-45.120503652039325
1739209772.857528;-38.13080360867914
1739209772.8575318;-35.57807855764607
1739209772.8575358;-45.120503652039325
1739209772.8575397;-38.13080360867914
1739209772.8575435;-38.13080360867914
1739209772.8575475;-38.13080360867914
1739209772.8575513;-35.57807855764607
1739209772.8575554;-33.981070128970906
1739209772.8575592;-28.58837851428586
1739209772.8575633;-45.120503652039325
1739209772.857567;-38.13080360867914
1739209772.857571;-38.13080360867914
1739209772.857575;-45.120503652039325
1739209772.8575788;-38.13080360867914
1739209772.8575828;-45.120503652039325
1739209772.8575866;-45.120503652039325
1739209772.8575904;-45.120503652039325
1739209772.8575945;-45.120503652039325
1739209772.8575983;-45.120503652039325
1739209772.8576024;-45.120503652039325
1739209772.8576062;-45.120503652039325
1739209772.85761;-45.120503652039325
1739209772.857614;-45.120503652039325
1739209772.8576179;-35.57807855764607
1739209772.857622;-27.8777449560314
1739209772.8576257;-38.13080360867914
1739209772.8576298;-38.13080360867914
1739209772.8576336;-38.13080360867914
1739209772.8576374;-38.13080360867914
1739209772.8576415;-45.120503652039325
1739209772.8576453;-35.57807855764607
1739209772.8576493;-38.13080360867914
1739209772.8576531;-45.120503652039325
1739209772.857657;-45.120503652039325
1739209772.857661;-38.13080360867914
1739209772.8576648;-38.13080360867914
1739209772.8576689;-45.120503652039325
1739209772.8576727;-38.13080360867914
1739209772.8576765;-38.13080360867914
1739209772.8576806;-45.120503652039325
1739209772.8576844;-45.120503652039325
1739209772.8576884;-38.13080360867914
1739209772.8576922;-33.981070128970906
1739209772.8576963;-45.120503652039325
1739209772.8577;-45.120503652039325
1739209772.857704;-38.13080360867914
1739209772.857708;-35.57807855764607
1739209772.8577118;-38.13080360867914
1739209772.8577158;-26.991370085610736
1739209772.8577197;-35.57807855764607
1739209772.8577235;-45.120503652039325
1739209772.8577275;-38.13080360867914
1739209772.8577313;-38.13080360867914
1739209772.8577354;-38.13080360867914
1739209772.8577392;-38.13080360867914
1739209772.8577433;-38.13080360867914
1739209772.857747;-45.120503652039325
1739209772.857751;-38.13080360867914
1739209772.857755;-45.120503652039325
1739209772.8577588;-45.120503652039325
1739209772.8577628;-32.816014438256545
1739209772.8577666;-35.57807855764607
1739209772.8577704;-45.120503652039325
1739209772.8577745;-38.13080360867914
1739209772.8577783;-38.13080360867914
1739209772.8577824;-33.981070128970906
1739209772.8577862;-45.120503652039325
1739209772.85779;-45.120503652039325
1739209772.857794;-45.120503652039325
1739209772.8577979;-38.13080360867914
1739209772.857802;-45.120503652039325
1739209772.8578057;-38.13080360867914
1739209772.8578098;-32.816014438256545
1739209772.8578136;-35.57807855764607
1739209772.8578174;-45.120503652039325
1739209772.8578215;-45.120503652039325
1739209772.8578253;-31.141103565318893
1739209772.8578293;-38.13080360867914
1739209772.8578331;-45.120503652039325
1739209772.857837;-38.13080360867914
1739209772.857841;-45.120503652039325
1739209772.8578448;-38.13080360867914
1739209772.857849;-45.120503652039325
1739209772.8578527;-45.120503652039325
1739209772.8578565;-45.120503652039325
1739209772.8578606;-31.141103565318915
1739209772.8578644;-45.120503652039325
1739209772.8578684;-45.120503652039325
1739209772.8578722;-35.57807855764607
1739209772.8578763;-45.120503652039325
1739209772.85788;-45.120503652039325
1739209772.857884;-45.120503652039325
1739209772.857888;-38.13080360867914
1739209772.8578918;-45.120503652039325
1739209772.8578959;-45.120503652039325
1739209772.8578997;-38.13080360867914
1739209772.8579035;-45.120503652039325
1739209772.8579075;-38.13080360867914
1739209772.8579113;-38.13080360867914
1739209772.8579154;-38.13080360867914
1739209772.8579192;-45.120503652039325
1739209772.8579233;-45.120503652039325
1739209772.857927;-45.120503652039325
1739209772.857931;-38.13080360867914
1739209772.857935;-38.13080360867914
1739209772.8579388;-38.13080360867914
1739209772.8579428;-45.120503652039325
1739209772.8579466;-38.13080360867914
1739209772.8579504;-38.13080360867914
1739209772.8579545;-45.120503652039325
1739209772.8579583;-45.120503652039325
1739209772.8579624;-38.13080360867914
1739209772.8579662;-35.57807855764607
1739209772.85797;-38.13080360867914
1739209772.857974;-45.120503652039325
1739209772.8579779;-38.13080360867914
1739209772.857982;-32.816014438256545
1739209772.8579857;-33.981070128970906
1739209772.8579898;-45.120503652039325
1739209772.8579936;-38.13080360867914
1739209772.8579974;-35.57807855764607
1739209772.8580015;-38.13080360867914
1739209772.8580053;-45.120503652039325
1739209772.8580093;-38.13080360867914
1739209772.8580132;-38.13080360867914
1739209772.858017;-45.120503652039325
1739209772.858021;-45.120503652039325
1739209772.8580248;-45.120503652039325
1739209772.858029;-38.13080360867914
1739209772.8580327;-33.981070128970906
1739209772.8580365;-38.13080360867914
1739209772.8580406;-38.13080360867914
1739209772.8580444;-32.816014438256545
1739209772.8580484;-32.816014438256545
1739209772.8580523;-45.120503652039325
1739209772.8580563;-45.120503652039325
1739209772.8580601;-35.57807855764607
1739209772.858064;-33.981070128970906
1739209772.858068;-45.120503652039325
1739209772.8580718;-45.120503652039325
1739209772.8580759;-38.13080360867914
1739209772.8580797;-33.981070128970906
1739209772.8580835;-45.120503652039325
1739209772.8580875;-45.120503652039325
1739209772.8580914;-45.120503652039325
1739209772.8580954;-45.120503652039325
1739209772.8580992;-38.13080360867914
1739209772.8581033;-45.120503652039325
1739209772.858107;-32.816014438256545
1739209772.858111;-45.120503652039325
1739209772.858115;-45.120503652039325
1739209772.8581188;-45.120503652039325
1739209772.8581228;-35.57807855764607
1739209772.8581266;-32.816014438256545
1739209772.8581305;-38.13080360867914
1739209772.8581345;-45.120503652039325
1739209772.8581383;-32.816014438256545
1739209772.8581424;-31.141103565318915
1739209772.8581462;-45.120503652039325
1739209772.85815;-38.13080360867914
1739209772.858154;-33.981070128970906
1739209772.8581579;-32.816014438256545
1739209772.858162;-35.57807855764607
1739209772.8581657;-38.13080360867914
1739209772.8581698;-35.57807855764607
1739209772.8581736;-38.13080360867914
1739209772.8581774;-38.13080360867914
1739209772.8581815;-45.120503652039325
1739209772.8581853;-45.120503652039325
1739209772.8581893;-28.992665084841942
1739209772.8581932;-31.141103565318915
1739209772.858197;-45.120503652039325
1739209772.858201;-45.120503652039325
1739209772.8582048;-33.981070128970906
1739209772.858209;-38.13080360867914
1739209772.8582127;-45.120503652039325
1739209772.8582168;-45.120503652039325
1739209772.8582206;-45.120503652039325
1739209772.8582244;-32.816014438256545
1739209772.8582284;-45.120503652039325
1739209772.8582323;-45.120503652039325
1739209772.8582363;-38.13080360867914
1739209772.8582401;-38.13080360867914
1739209772.858244;-38.13080360867914
1739209772.858248;-45.120503652039325
1739209772.8582518;-45.120503652039325
1739209772.8582559;-38.13080360867914
1739209772.8582597;-35.57807855764607
1739209772.8582635;-45.120503652039325
1739209772.8582675;-38.13080360867914
1739209772.8582714;-38.13080360867914
1739209772.8582754;-45.120503652039325
1739209772.8582792;-45.120503652039325
1739209772.8582833;-33.981070128970906
1739209772.858287;-28.58837851428586
1739209772.858291;-38.13080360867914
1739209772.858295;-38.13080360867914
1739209772.8582988;-38.13080360867914
1739209772.8583028;-38.13080360867914
1739209772.8583066;-45.120503652039325
1739209772.8583105;-45.120503652039325
1739209772.8583145;-45.120503652039325
1739209772.8583183;-45.120503652039325
1739209772.8583224;-38.13080360867914
1739209772.8583262;-45.120503652039325
1739209772.85833;-38.13080360867914
1739209772.858334;-45.120503652039325
1739209772.8583379;-38.13080360867914
1739209772.858342;-45.120503652039325
1739209772.8583457;-45.120503652039325
1739209772.8583498;-32.816014438256545
1739209772.8583536;-33.981070128970906
1739209772.8583574;-45.120503652039325
1739209772.8583615;-38.13080360867914
1739209772.8583653;-38.13080360867914
1739209772.8583694;-35.57807855764607
1739209772.8583732;-38.13080360867914
1739209772.858377;-35.57807855764607
1739209772.858381;-33.981070128970906
1739209772.8583848;-38.13080360867914
1739209772.858389;-38.13080360867914
1739209772.8583927;-35.57807855764607
1739209772.8583968;-38.13080360867914
1739209772.8584006;-45.120503652039325
1739209772.8584044;-45.120503652039325
1739209772.8584085;-45.120503652039325
1739209772.8584123;-45.120503652039325
1739209772.8584163;-45.120503652039325
1739209772.8584201;-35.57807855764607
1739209772.858424;-38.13080360867914
1739209772.858428;-45.120503652039325
1739209772.8584318;-35.57807855764607
1739209772.8584359;-38.13080360867914
1739209772.8584397;-38.13080360867914
1739209772.8584435;-35.57807855764607
1739209772.8584476;-38.13080360867914
1739209772.8584514;-38.13080360867914
1739209772.8584554;-38.13080360867914
1739209772.8584592;-45.120503652039325
1739209772.8584633;-38.13080360867914
1739209772.858467;-35.57807855764607
1739209772.858471;-45.120503652039325
1739209772.858475;-45.120503652039325
1739209772.8584788;-45.120503652039325
1739209772.8584828;-45.120503652039325
1739209772.8584867;-45.120503652039325
1739209772.8584905;-38.13080360867914
1739209772.8584945;-38.13080360867914
1739209772.8584983;-38.13080360867914
1739209772.8585024;-38.13080360867914
1739209772.8585062;-38.13080360867914
1739209772.85851;-45.120503652039325
1739209772.858514;-45.120503652039325
1739209772.858518;-45.120503652039325
1739209772.858522;-45.120503652039325
1739209772.8585258;-38.13080360867914
1739209772.8585298;-35.57807855764607
1739209772.8585336;-38.13080360867914
1739209772.8585374;-45.120503652039325
1739209772.8585415;-45.120503652039325
1739209772.8585453;-38.13080360867914
1739209772.8585494;-33.981070128970906
1739209772.8585532;-35.57807855764607
1739209772.858557;-45.120503652039325
1739209772.858561;-35.57807855764607
1739209772.8585649;-45.120503652039325
1739209772.858569;-38.13080360867914
1739209772.8585727;-33.981070128970906
1739209772.8585768;-45.120503652039325
1739209772.8585806;-45.120503652039325
1739209772.8585844;-45.120503652039325
1739209772.8585885;-33.981070128970906
1739209772.8585923;-45.120503652039325
1739209772.8585963;-45.120503652039325
1739209772.8586001;-38.13080360867914
1739209772.858604;-45.120503652039325
1739209772.858608;-38.13080360867914
1739209772.8586118;-45.120503652039325
1739209772.8586159;-45.120503652039325
1739209772.8586197;-45.120503652039325
1739209772.8586235;-35.57807855764607
1739209772.8586276;-38.13080360867914
1739209772.8586314;-35.57807855764607
1739209772.8586354;-38.13080360867914
1739209772.8586392;-45.120503652039325
1739209772.8586433;-38.13080360867914
1739209772.858647;-35.57807855764607
1739209772.858651;-38.13080360867914
1739209772.858655;-38.13080360867914
1739209772.8586588;-38.13080360867914
1739209772.8586628;-45.120503652039325
1739209772.8586667;-33.981070128970906
1739209772.8586705;-45.120503652039325
1739209772.8586745;-45.120503652039325
1739209772.8586783;-45.120503652039325
1739209772.8586824;-45.120503652039325
1739209772.8586862;-45.120503652039325
1739209772.85869;-38.13080360867914
1739209772.858694;-38.13080360867914
1739209772.858698;-33.981070128970906
1739209772.858702;-45.120503652039325
1739209772.8587058;-45.120503652039325
1739209772.8587098;-32.816014438256545
1739209772.8587136;-38.13080360867914
1739209772.8587174;-45.120503652039325
1739209772.8587215;-38.13080360867914
1739209772.8587253;-35.57807855764607
1739209772.8587294;-27.267205301931607
1739209772.8587332;-38.13080360867914
1739209772.858737;-38.13080360867914
1739209772.858741;-38.13080360867914
1739209772.8587449;-33.981070128970906
1739209772.858749;-38.13080360867914
1739209772.8587527;-45.120503652039325
1739209772.8587568;-45.120503652039325
1739209772.8587606;-32.816014438256545
1739209772.8587644;-45.120503652039325
1739209772.8587685;-45.120503652039325
1739209772.8587723;-45.120503652039325
1739209772.8587763;-45.120503652039325
1739209772.8587801;-45.120503652039325
1739209772.858784;-38.13080360867914
1739209772.858788;-35.57807855764607
1739209772.8587918;-38.13080360867914
1739209772.858796;-45.120503652039325
1739209772.8587997;-45.120503652039325
1739209772.8588035;-45.120503652039325
1739209772.8588076;-38.13080360867914
1739209772.8588114;-45.120503652039325
1739209772.8588154;-45.120503652039325
1739209772.8588192;-38.13080360867914
1739209772.8588233;-33.981070128970906
1739209772.858827;-38.13080360867914
1739209772.858831;-38.13080360867914
1739209772.858835;-45.120503652039325
1739209772.8588388;-38.13080360867914
1739209772.8588428;-38.13080360867914
1739209772.8588467;-45.120503652039325
1739209772.8588505;-38.13080360867914
1739209772.8588545;-28.992665084841942
1739209772.8588583;-38.13080360867914
1739209772.8588624;-38.13080360867914
1739209772.8588662;-38.13080360867914
1739209772.85887;-38.13080360867914
1739209772.858874;-45.120503652039325
1739209772.858878;-33.981070128970906
1739209772.858882;-45.120503652039325
1739209772.8588858;-32.816014438256545
1739209772.8588898;-33.981070128970906
1739209772.8588936;-45.120503652039325
1739209772.8588974;-45.120503652039325
1739209772.8589015;-35.57807855764607
1739209772.8589053;-38.13080360867914
1739209772.8589094;-45.120503652039325
1739209772.8589132;-45.120503652039325
1739209772.858917;-38.13080360867914
1739209772.858921;-38.13080360867914
1739209772.8589249;-45.120503652039325
1739209772.858929;-45.120503652039325
1739209772.8589327;-45.120503652039325
1739209772.8589368;-35.57807855764607
1739209772.8589406;-45.120503652039325
1739209772.8589444;-45.120503652039325
1739209772.8589485;-33.981070128970906
1739209772.8589523;-32.816014438256545
1739209772.8589563;-38.13080360867914
1739209772.8589602;-38.13080360867914
1739209772.858964;-33.981070128970906
1739209772.858968;-38.13080360867914
1739209772.8589718;-33.981070128970906
1739209772.858976;-45.120503652039325
1739209772.8589797;-38.13080360867914
1739209772.8589835;-32.816014438256545
1739209772.8589876;-38.13080360867914
1739209772.8589914;-45.120503652039325
1739209772.8589954;-38.13080360867914
1739209772.8589993;-38.13080360867914
1739209772.8590033;-45.120503652039325
1739209772.8590071;-45.120503652039325
1739209772.859011;-45.120503652039325
1739209772.859015;-26.991370085610736
1739209772.8590188;-33.981070128970906
1739209772.8590229;-45.120503652039325
1739209772.8590267;-38.13080360867914
1739209772.8590305;-31.141103565318893
1739209772.8590345;-38.13080360867914
1739209772.8590384;-45.120503652039325
1739209772.8590424;-38.13080360867914
1739209772.8590462;-45.120503652039325
1739209772.85905;-38.13080360867914
1739209772.859054;-45.120503652039325
1739209772.859058;-45.120503652039325
1739209772.859062;-45.120503652039325
1739209772.8590658;-45.120503652039325
1739209772.8590698;-45.120503652039325
1739209772.8590736;-38.13080360867914
1739209772.8590775;-38.13080360867914
1739209772.8590815;-45.120503652039325
1739209772.8590853;-38.13080360867914
1739209772.8590894;-45.120503652039325
1739209772.8590932;-38.13080360867914
1739209772.859097;-38.13080360867914
1739209772.859101;-35.57807855764607
