CAN Message; 0x1b8:00002e86c344c345
1739209670.0087264;-38.13080360867914
1739209670.0087311;-45.120503652039325
1739209670.008736;-33.981070128970906
1739209670.008741;-32.816014438256545
1739209670.0087457;-38.13080360867914
1739209670.0087504;-45.120503652039325
1739209670.0087552;-45.120503652039325
1739209670.00876;-38.13080360867914
1739209670.0087647;-33.981070128970906
1739209670.0087695;-45.120503652039325
1739209670.0087745;-45.120503652039325
1739209670.0087793;-45.120503652039325
1739209670.008784;-45.120503652039325
1739209670.0087888;-45.120503652039325
1739209670.0087936;-45.120503652039325
1739209670.0087984;-45.120503652039325
1739209670.0088031;-33.981070128970906
1739209670.0088081;-38.13080360867914
1739209670.008813;-45.120503652039325
1739209670.0088177;-45.120503652039325
1739209670.0088224;-38.13080360867914
1739209670.0088272;-38.13080360867914
1739209670.008832;-45.120503652039325
1739209670.0088367;-45.120503652039325
1739209670.0088418;-33.981070128970906
1739209670.0088465;-38.13080360867914
1739209670.0088513;-45.120503652039325
1739209670.008856;-38.13080360867914
1739209670.0088608;-38.13080360867914
1739209670.0088656;-38.13080360867914
1739209670.0088706;-38.13080360867914
1739209670.0088754;-45.120503652039325
1739209670.0088801;-38.13080360867914
1739209670.008885;-45.120503652039325
1739209670.0088897;-45.120503652039325
1739209670.0088944;-38.13080360867914
1739209670.0088992;-33.981070128970906
1739209670.0089042;-45.120503652039325
1739209670.008909;-45.120503652039325
1739209670.0089138;-33.981070128970906
1739209670.0089185;-38.13080360867914
1739209670.0089233;-45.120503652039325
1739209670.008928;-45.120503652039325
1739209670.0089328;-45.120503652039325
1739209670.0089378;-38.13080360867914
1739209670.0089426;-38.13080360867914
1739209670.0089474;-38.13080360867914
1739209670.0089521;-38.13080360867914
1739209670.008957;-32.816014438256545
1739209670.0089617;-45.120503652039325
1739209670.0089664;-45.120503652039325
1739209670.0089715;-45.120503652039325
1739209670.0089762;-45.120503652039325
1739209670.008981;-45.120503652039325
1739209670.0089858;-45.120503652039325
1739209670.0089905;-45.120503652039325
1739209670.0089953;-28.992665084841942
1739209670.0090003;-38.13080360867914
1739209670.009005;-45.120503652039325
1739209670.0090098;-38.13080360867914
1739209670.0090146;-38.13080360867914
1739209670.0090194;-45.120503652039325
1739209670.0090241;-33.981070128970906
1739209670.009029;-45.120503652039325
1739209670.009034;-35.57807855764607
1739209670.0090387;-33.981070128970906
1739209670.0090435;-35.57807855764607
1739209670.0090482;-45.120503652039325
1739209670.009053;-45.120503652039325
1739209670.0090578;-45.120503652039325
1739209670.0090625;-45.120503652039325
1739209670.0090675;-45.120503652039325
1739209670.0090723;-28.992665084841942
1739209670.009077;-30.49652367304973
1739209670.0090818;-38.13080360867914
1739209670.0090866;-38.13080360867914
1739209670.0090914;-33.981070128970906
1739209670.0090961;-38.13080360867914
1739209670.0091012;-38.13080360867914
1739209670.009106;-38.13080360867914
1739209670.0091107;-38.13080360867914
1739209670.0091155;-45.120503652039325
1739209670.0091202;-45.120503652039325
1739209670.009125;-45.120503652039325
1739209670.00913;-45.120503652039325
1739209670.0091348;-38.13080360867914
1739209670.0091395;-38.13080360867914
1739209670.0091443;-45.120503652039325
1739209670.009149;-33.981070128970906
1739209670.0091538;-31.141103565318893
1739209670.0091586;-45.120503652039325
1739209670.0091636;-45.120503652039325
1739209670.0091684;-38.13080360867914
1739209670.0091732;-38.13080360867914
1739209670.009178;-33.981070128970906
1739209670.0091827;-45.120503652039325
1739209670.0091875;-33.981070128970906
1739209670.0091922;-33.981070128970906
1739209670.0091972;-45.120503652039325
1739209670.009202;-45.120503652039325
1739209670.0092068;-38.13080360867914
1739209670.0092115;-32.816014438256545
1739209670.0092163;-33.981070128970906
1739209670.009221;-45.120503652039325
1739209670.0092258;-45.120503652039325
1739209670.0092309;-38.13080360867914
1739209670.0092356;-35.57807855764607
1739209670.0092404;-45.120503652039325
1739209670.0092452;-45.120503652039325
1739209670.00925;-38.13080360867914
1739209670.0092547;-38.13080360867914
1739209670.0092597;-45.120503652039325
1739209670.0092645;-32.816014438256545
1739209670.0092692;-24.746238672633048
1739209670.009274;-38.13080360867914
1739209670.0092788;-45.120503652039325
1739209670.0092835;-38.13080360867914
1739209670.0092883;-38.13080360867914
1739209670.0092933;-45.120503652039325
1739209670.009298;-38.13080360867914
1739209670.0093029;-45.120503652039325
1739209670.0093076;-38.13080360867914
1739209670.0093124;-45.120503652039325
1739209670.0093172;-45.120503652039325
1739209670.009322;-45.120503652039325
1739209670.009327;-45.120503652039325
1739209670.0093317;-38.13080360867914
1739209670.0093365;-45.120503652039325
1739209670.0093412;-33.981070128970906
1739209670.009346;-31.141103565318893
1739209670.0093508;-38.13080360867914
1739209670.0093555;-45.120503652039325
1739209670.0093606;-45.120503652039325
1739209670.0093653;-45.120503652039325
1739209670.00937;-38.13080360867914
1739209670.0093749;-35.57807855764607
1739209670.0093796;-38.13080360867914
1739209670.0093844;-45.120503652039325
1739209670.0093894;-45.120503652039325
1739209670.0093942;-38.13080360867914
1739209670.009399;-38.13080360867914
1739209670.0094037;-35.57807855764607
1739209670.0094085;-45.120503652039325
1739209670.0094132;-45.120503652039325
1739209670.009418;-45.120503652039325
1739209670.009423;-45.120503652039325
1739209670.0094278;-35.57807855764607
1739209670.0094326;-35.57807855764607
1739209670.0094373;-45.120503652039325
1739209670.009442;-45.120503652039325
1739209670.0094469;-38.13080360867914
1739209670.0094516;-45.120503652039325
1739209670.0094566;-45.120503652039325
1739209670.0094614;-35.57807855764607
1739209670.0094662;-45.120503652039325
1739209670.009471;-45.120503652039325
1739209670.0094757;-45.120503652039325
1739209670.0094805;-38.13080360867914
1739209670.0094855;-45.120503652039325
1739209670.0094903;-45.120503652039325
1739209670.009495;-45.120503652039325
1739209670.0094998;-45.120503652039325
1739209670.0095046;-38.13080360867914
1739209670.0095093;-32.816014438256545
1739209670.009514;-45.120503652039325
1739209670.009519;-38.13080360867914
1739209670.0095239;-33.981070128970906
1739209670.0095286;-45.120503652039325
1739209670.0095334;-38.13080360867914
1739209670.0095382;-35.57807855764607
1739209670.009543;-45.120503652039325
1739209670.0095477;-45.120503652039325
1739209670.0095527;-45.120503652039325
1739209670.0095575;-45.120503652039325
1739209670.0095623;-33.981070128970906
1739209670.009567;-35.57807855764607
1739209670.0095718;-38.13080360867914
1739209670.0095766;-45.120503652039325
1739209670.0095813;-38.13080360867914
1739209670.0095863;-38.13080360867914
1739209670.009591;-38.13080360867914
1739209670.0095959;-38.13080360867914
1739209670.0096006;-38.13080360867914
1739209670.0096054;-45.120503652039325
1739209670.0096102;-45.120503652039325
1739209670.0096152;-45.120503652039325
1739209670.00962;-33.981070128970906
1739209670.0096247;-45.120503652039325
1739209670.0096295;-38.13080360867914
1739209670.0096343;-45.120503652039325
1739209670.009639;-45.120503652039325
1739209670.0096438;-35.57807855764607
1739209670.0096488;-38.13080360867914
1739209670.0096536;-45.120503652039325
1739209670.0096583;-33.981070128970906
1739209670.009663;-45.120503652039325
1739209670.0096679;-45.120503652039325
1739209670.0096726;-45.120503652039325
1739209670.0096774;-33.981070128970906
1739209670.0096824;-38.13080360867914
1739209670.0096872;-38.13080360867914
1739209670.009692;-45.120503652039325
1739209670.0096967;-33.981070128970906
1739209670.0097015;-45.120503652039325
1739209670.0097063;-45.120503652039325
1739209670.009711;-45.120503652039325
1739209670.009716;-45.120503652039325
1739209670.0097208;-35.57807855764607
1739209670.0097256;-45.120503652039325
1739209670.0097303;-45.120503652039325
1739209670.009735;-38.13080360867914
1739209670.0097399;-45.120503652039325
1739209670.009745;-45.120503652039325
1739209670.0097497;-45.120503652039325
1739209670.0097544;-33.981070128970906
1739209670.0097592;-38.13080360867914
1739209670.009764;-45.120503652039325
1739209670.0097687;-45.120503652039325
1739209670.0097735;-38.13080360867914
1739209670.0097785;-45.120503652039325
1739209670.0097833;-45.120503652039325
1739209670.009788;-45.120503652039325
1739209670.0097928;-45.120503652039325
1739209670.0097976;-32.816014438256545
1739209670.0098023;-45.120503652039325
1739209670.009807;-45.120503652039325
1739209670.009812;-33.981070128970906
1739209670.009817;-45.120503652039325
1739209670.0098217;-45.120503652039325
1739209670.0098264;-45.120503652039325
1739209670.0098312;-38.13080360867914
1739209670.009836;-45.120503652039325
1739209670.0098407;-38.13080360867914
1739209670.0098457;-38.13080360867914
1739209670.0098505;-38.13080360867914
1739209670.0098553;-45.120503652039325
1739209670.00986;-38.13080360867914
1739209670.0098648;-35.57807855764607
1739209670.0098696;-38.13080360867914
1739209670.0098746;-45.120503652039325
1739209670.0098794;-45.120503652039325
1739209670.009884;-35.57807855764607
1739209670.009889;-32.816014438256545
1739209670.0098937;-45.120503652039325
1739209670.0098984;-38.13080360867914
1739209670.0099032;-38.13080360867914
1739209670.0099082;-45.120503652039325
1739209670.009913;-45.120503652039325
1739209670.0099177;-38.13080360867914
1739209670.0099225;-45.120503652039325
1739209670.0099273;-31.141103565318915
1739209670.009932;-38.13080360867914
1739209670.0099368;-45.120503652039325
1739209670.0099418;-38.13080360867914
1739209670.0099466;-38.13080360867914
1739209670.0099514;-45.120503652039325
1739209670.0099561;-38.13080360867914
1739209670.009961;-33.981070128970906
1739209670.0099657;-35.57807855764607
1739209670.0099707;-38.13080360867914
1739209670.0099754;-38.13080360867914
1739209670.0099802;-45.120503652039325
1739209670.009985;-45.120503652039325
1739209670.0099897;-45.120503652039325
1739209670.0099945;-45.120503652039325
1739209670.0099993;-45.120503652039325
1739209670.0100043;-31.141103565318915
1739209670.010009;-31.141103565318915
1739209670.0100138;-45.120503652039325
1739209670.0100186;-38.13080360867914
1739209670.0100234;-35.57807855764607
1739209670.0100281;-33.981070128970906
1739209670.010033;-45.120503652039325
1739209670.010038;-35.57807855764607
1739209670.0100427;-38.13080360867914
1739209670.0100474;-38.13080360867914
1739209670.0100522;-38.13080360867914
1739209670.010057;-38.13080360867914
1739209670.0100617;-38.13080360867914
1739209670.0100665;-38.13080360867914
1739209670.0100715;-38.13080360867914
1739209670.0100763;-45.120503652039325
1739209670.010081;-31.141103565318915
1739209670.0100858;-30.49652367304973
1739209670.0100906;-45.120503652039325
1739209670.0100954;-45.120503652039325
1739209670.0101004;-38.13080360867914
1739209670.0101051;-45.120503652039325
1739209670.01011;-45.120503652039325
1739209670.0101147;-45.120503652039325
1739209670.0101194;-45.120503652039325
1739209670.0101242;-45.120503652039325
1739209670.010129;-33.981070128970906
1739209670.010134;-35.57807855764607
1739209670.0101388;-45.120503652039325
1739209670.0101435;-45.120503652039325
1739209670.0101483;-38.13080360867914
1739209670.010153;-38.13080360867914
1739209670.0101578;-33.981070128970906
1739209670.0101626;-32.816014438256545
1739209670.0101676;-38.13080360867914
1739209670.0101724;-38.13080360867914
1739209670.0101771;-38.13080360867914
1739209670.010182;-45.120503652039325
1739209670.0101867;-45.120503652039325
1739209670.0101914;-45.120503652039325
1739209670.0101962;-35.57807855764607
1739209670.0102012;-38.13080360867914
1739209670.010206;-38.13080360867914
1739209670.0102108;-35.57807855764607
1739209670.0102155;-38.13080360867914
1739209670.0102203;-38.13080360867914
1739209670.010225;-38.13080360867914
1739209670.01023;-38.13080360867914
1739209670.0102348;-45.120503652039325
1739209670.0102396;-45.120503652039325
1739209670.0102444;-38.13080360867914
1739209670.0102491;-35.57807855764607
1739209670.010254;-38.13080360867914
1739209670.0102587;-45.120503652039325
1739209670.0102637;-35.57807855764607
1739209670.0102684;-35.57807855764607
1739209670.0102732;-38.13080360867914
1739209670.010278;-26.991370085610736
1739209670.0102828;-38.13080360867914
1739209670.0102875;-45.120503652039325
1739209670.0102923;-38.13080360867914
1739209670.0102973;-35.57807855764607
1739209670.010302;-45.120503652039325
1739209670.0103068;-45.120503652039325
1739209670.0103116;-38.13080360867914
1739209670.0103164;-32.81601443825658
1739209670.0103211;-45.120503652039325
1739209670.010326;-35.57807855764607
1739209670.010331;-45.120503652039325
1739209670.0103357;-45.120503652039325
1739209670.0103405;-35.57807855764607
1739209670.0103452;-38.13080360867914
1739209670.01035;-45.120503652039325
1739209670.0103548;-28.58837851428586
1739209670.0103598;-35.57807855764607
1739209670.0103645;-35.57807855764607
1739209670.0103693;-38.13080360867914
1739209670.010374;-45.120503652039325
1739209670.0103788;-38.13080360867914
1739209670.0103836;-38.13080360867914
1739209670.0103884;-45.120503652039325
1739209670.0103934;-45.120503652039325
1739209670.0103981;-38.13080360867914
1739209670.010403;-35.57807855764607
1739209670.0104077;-38.13080360867914
1739209670.0104125;-38.13080360867914
1739209670.0104172;-38.13080360867914
1739209670.010422;-35.57807855764607
1739209670.010427;-33.981070128970906
1739209670.0104318;-45.120503652039325
1739209670.0104365;-38.13080360867914
1739209670.0104413;-35.57807855764607
1739209670.010446;-38.13080360867914
1739209670.0104508;-45.120503652039325
1739209670.0104556;-38.13080360867914
1739209670.0104606;-35.57807855764607
1739209670.0104654;-45.120503652039325
1739209670.0104702;-33.981070128970906
1739209670.010475;-32.816014438256545
1739209670.0104797;-38.13080360867914
1739209670.0104845;-38.13080360867914
1739209670.0104895;-35.57807855764607
1739209670.0104942;-33.981070128970906
1739209670.010499;-45.120503652039325
1739209670.0105038;-38.13080360867914
1739209670.0105085;-45.120503652039325
1739209670.0105133;-45.120503652039325
1739209670.010518;-45.120503652039325
1739209670.010523;-45.120503652039325
1739209670.0105278;-38.13080360867914
1739209670.0105326;-38.13080360867914
1739209670.0105374;-38.13080360867914
1739209670.0105422;-38.13080360867914
1739209670.010547;-38.13080360867914
1739209670.0105517;-35.57807855764607
1739209670.0105567;-38.13080360867914
1739209670.0105615;-38.13080360867914
1739209670.0105662;-38.13080360867914
1739209670.010571;-31.141103565318915
1739209670.0105758;-35.57807855764607
1739209670.0105805;-33.981070128970906
1739209670.0105853;-45.120503652039325
1739209670.0105903;-45.120503652039325
1739209670.010595;-38.13080360867914
1739209670.0105999;-45.120503652039325
1739209670.0106046;-45.120503652039325
1739209670.0106094;-38.13080360867914
1739209670.0106142;-45.120503652039325
1739209670.0106192;-45.120503652039325
1739209670.010624;-38.13080360867914
1739209670.0106287;-45.120503652039325
1739209670.0106335;-45.120503652039325
1739209670.0106382;-45.120503652039325
1739209670.010643;-45.120503652039325
1739209670.0106478;-45.120503652039325
1739209670.0106528;-45.120503652039325
1739209670.0106575;-38.13080360867914
1739209670.0106623;-38.13080360867914
1739209670.010667;-38.13080360867914
1739209670.0106719;-38.13080360867914
1739209670.0106766;-38.13080360867914
1739209670.0106814;-38.13080360867914
1739209670.0106864;-38.13080360867914
1739209670.0106912;-38.13080360867914
1739209670.010696;-45.120503652039325
1739209670.0107007;-45.120503652039325
1739209670.0107055;-38.13080360867914
1739209670.0107102;-45.120503652039325
1739209670.0107152;-45.120503652039325
1739209670.01072;-38.13080360867914
1739209670.0107248;-45.120503652039325
1739209670.0107296;-45.120503652039325
1739209670.0107343;-38.13080360867914
1739209670.010739;-45.120503652039325
1739209670.0107439;-33.981070128970906
1739209670.0107489;-38.13080360867914
1739209670.0107536;-45.120503652039325
1739209670.0107584;-38.13080360867914
1739209670.0107632;-33.981070128970906
1739209670.010768;-38.13080360867914
1739209670.0107727;-45.120503652039325
1739209670.0107775;-38.13080360867914
1739209670.0107825;-45.120503652039325
1739209670.0107872;-45.120503652039325
1739209670.010792;-38.13080360867914
1739209670.0107968;-38.13080360867914
1739209670.0108016;-45.120503652039325
1739209670.0108063;-45.120503652039325
1739209670.010811;-45.120503652039325
1739209670.010816;-38.13080360867914
1739209670.0108209;-32.816014438256545
1739209670.0108256;-38.13080360867914
1739209670.0108304;-38.13080360867914
1739209670.0108352;-35.57807855764607
1739209670.01084;-33.981070128970906
1739209670.010845;-33.981070128970906
1739209670.0108497;-38.13080360867914
1739209670.0108545;-45.120503652039325
1739209670.0108593;-45.120503652039325
1739209670.010864;-45.120503652039325
1739209670.0108688;-45.120503652039325
1739209670.0108736;-45.120503652039325
1739209670.0108786;-45.120503652039325
1739209670.0108833;-38.13080360867914
1739209670.010888;-38.13080360867914
1739209670.0108929;-45.120503652039325
1739209670.0108976;-33.981070128970906
1739209670.0109024;-32.816014438256545
1739209670.0109072;-38.13080360867914
1739209670.0109122;-45.120503652039325
1739209670.010917;-33.981070128970906
1739209670.0109217;-32.816014438256545
1739209670.0109265;-38.13080360867914
1739209670.0109313;-45.120503652039325
1739209670.010936;-45.120503652039325
1739209670.0109408;-38.13080360867914
1739209670.0109458;-38.13080360867914
1739209670.0109506;-45.120503652039325
1739209670.0109553;-45.120503652039325
1739209670.01096;-45.120503652039325
1739209670.0109649;-38.13080360867914
1739209670.0109696;-45.120503652039325
1739209670.0109746;-45.120503652039325
1739209670.0109794;-35.57807855764607
1739209670.0109842;-38.13080360867914
1739209670.010989;-35.57807855764607
1739209670.0109937;-45.120503652039325
1739209670.0109985;-45.120503652039325
1739209670.0110033;-38.13080360867914
1739209670.0110083;-45.120503652039325
1739209670.011013;-45.120503652039325
1739209670.0110178;-33.981070128970906
1739209670.0110226;-38.13080360867914
1739209670.0110273;-45.120503652039325
1739209670.011032;-45.120503652039325
1739209670.0110369;-45.120503652039325
1739209670.0110419;-45.120503652039325
1739209670.0110466;-45.120503652039325
1739209670.0110514;-45.120503652039325
1739209670.0110562;-45.120503652039325
1739209670.011061;-38.13080360867914
1739209670.0110657;-45.120503652039325
1739209670.0110705;-33.981070128970906
1739209670.0110755;-32.816014438256545
1739209670.0110803;-38.13080360867914
1739209670.011085;-45.120503652039325
1739209670.0110898;-33.981070128970906
1739209670.0110946;-31.141103565318893
1739209670.0110993;-45.120503652039325
1739209670.0111043;-45.120503652039325
1739209670.011109;-45.120503652039325
1739209670.011114;-38.13080360867914
1739209670.0111187;-38.13080360867914
1739209670.0111234;-45.120503652039325
1739209670.0111282;-45.120503652039325
1739209670.011133;-45.120503652039325
1739209670.011138;-45.120503652039325
1739209670.0111427;-45.120503652039325
1739209670.0111475;-33.981070128970906
1739209670.0111523;-32.816014438256545
1739209670.011157;-38.13080360867914
1739209670.0111618;-45.120503652039325
1739209670.0111666;-45.120503652039325
1739209670.0111716;-32.816014438256545
1739209670.0111763;-38.13080360867914
1739209670.011181;-45.120503652039325
1739209670.011186;-45.120503652039325
1739209670.0111907;-45.120503652039325
1739209670.0111954;-38.13080360867914
1739209670.0112004;-45.120503652039325
1739209670.0112052;-45.120503652039325
1739209670.01121;-45.120503652039325
1739209670.0112147;-45.120503652039325
1739209670.0112195;-45.120503652039325
1739209670.0112243;-38.13080360867914
1739209670.011229;-38.13080360867914
1739209670.011234;-45.120503652039325
1739209670.0112388;-45.120503652039325
1739209670.0112436;-38.13080360867914
1739209670.0112484;-26.487275050834715
1739209670.011253;-33.981070128970906
1739209670.011258;-45.120503652039325
1739209670.0112627;-38.13080360867914
1739209670.0112677;-35.57807855764607
1739209670.0112724;-45.120503652039325
1739209670.0112772;-45.120503652039325
1739209670.011282;-35.57807855764607
1739209670.0112867;-33.981070128970956
1739209670.0112915;-45.120503652039325
1739209670.0112963;-45.120503652039325
1739209670.0113013;-45.120503652039325
1739209670.011306;-45.120503652039325
1739209670.0113108;-45.120503652039325
1739209670.0113156;-45.120503652039325
1739209670.0113204;-45.120503652039325
1739209670.0113251;-30.49652367304973
1739209670.0113301;-32.816014438256545
1739209670.011335;-38.13080360867914
1739209670.0113397;-38.13080360867914
1739209670.0113444;-35.57807855764607
1739209670.0113492;-38.13080360867914
1739209670.011354;-45.120503652039325
1739209670.0113587;-45.120503652039325
1739209670.0113637;-45.120503652039325
1739209670.0113685;-45.120503652039325
1739209670.0113733;-45.120503652039325
1739209670.011378;-38.13080360867914
1739209670.0113828;-45.120503652039325
1739209670.0113876;-45.120503652039325
1739209670.0113924;-38.13080360867914
1739209670.0113974;-35.57807855764607
1739209670.0114021;-38.13080360867914
1739209670.011407;-45.120503652039325
1739209670.0114117;-38.13080360867914
1739209670.0114164;-38.13080360867914
1739209670.0114212;-45.120503652039325
1739209670.011426;-45.120503652039325
1739209670.011431;-45.120503652039325
1739209670.0114357;-45.120503652039325
1739209670.0114405;-31.141103565318915
1739209670.0114453;-31.141103565318915
1739209670.01145;-35.57807855764607
1739209670.0114548;-38.13080360867914
1739209670.0114598;-45.120503652039325
1739209670.0114646;-38.13080360867914
1739209670.0114694;-45.120503652039325
1739209670.0114741;-45.120503652039325
1739209670.011479;-38.13080360867914
1739209670.0114837;-35.57807855764607
1739209670.0114884;-45.120503652039325
1739209670.0114934;-45.120503652039325
1739209670.0114982;-45.120503652039325
1739209670.011503;-45.120503652039325
1739209670.0115077;-45.120503652039325
1739209670.013361;-31.141103565318893
1739209670.0133696;-45.120503652039325
1739209670.013378;-45.120503652039325
1739209670.0133865;-35.57807855764607
1739209670.013395;-45.120503652039325
1739209670.0134037;-45.120503652039325
1739209670.013412;-45.120503652039325
1739209670.0134206;-38.13080360867914
1739209670.0134292;-38.13080360867914
1739209670.0134377;-45.120503652039325
1739209670.0134463;-45.120503652039325
1739209670.0134547;-45.120503652039325
1739209670.0134633;-38.13080360867914
1739209670.0134718;-45.120503652039325
1739209670.0134804;-38.13080360867914
1739209670.013489;-35.57807855764607
1739209670.0134974;-45.120503652039325
1739209670.013506;-45.120503652039325
1739209670.0135145;-45.120503652039325
1739209670.013523;-33.981070128970906
1739209670.0135314;-38.13080360867914
1739209670.01354;-45.120503652039325
1739209670.0135486;-45.120503652039325
1739209670.0135572;-38.13080360867914
1739209670.0135658;-38.13080360867914
1739209670.0135741;-45.120503652039325
1739209670.0135827;-38.13080360867914
1739209670.0135913;-45.120503652039325
1739209670.0135999;-45.120503652039325
1739209670.0136082;-45.120503652039325
1739209670.0136168;-38.13080360867914
1739209670.0136254;-33.981070128970906
1739209670.013634;-45.120503652039325
1739209670.0136425;-38.13080360867914
1739209670.013651;-45.120503652039325
1739209670.0136595;-31.141103565318915
1739209670.013668;-33.981070128970906
1739209670.0136766;-45.120503652039325
1739209670.0136852;-45.120503652039325
1739209670.0136936;-45.120503652039325
1739209670.0137022;-38.13080360867914
1739209670.0137107;-45.120503652039325
1739209670.0137193;-38.13080360867914
1739209670.0137277;-45.120503652039325
1739209670.0137362;-38.13080360867914
1739209670.0137448;-45.120503652039325
1739209670.0137534;-38.13080360867914
1739209670.013762;-32.816014438256545
1739209670.0137703;-45.120503652039325
1739209670.013779;-45.120503652039325
1739209670.0137875;-33.981070128970906
1739209670.013796;-30.49652367304973
1739209670.0138044;-33.981070128970906
1739209670.013813;-38.13080360867914
1739209670.0138216;-38.13080360867914
1739209670.0138302;-38.13080360867914
1739209670.0138388;-38.13080360867914
1739209670.013847;-38.13080360867914
1739209670.0138557;-38.13080360867914
1739209670.0138643;-38.13080360867914
1739209670.0138729;-38.13080360867914
1739209670.0138812;-45.120503652039325
1739209670.0138898;-45.120503652039325
1739209670.0138984;-45.120503652039325
1739209670.013907;-45.120503652039325
1739209670.0139155;-38.13080360867914
1739209670.013924;-38.13080360867914
1739209670.0139325;-45.120503652039325
1739209670.013941;-38.13080360867914
1739209670.0139496;-45.120503652039325
1739209670.0139582;-33.981070128970906
1739209670.0139666;-32.816014438256545
1739209670.0139751;-38.13080360867914
1739209670.0139837;-45.120503652039325
1739209670.0139923;-38.13080360867914
1739209670.0140007;-31.141103565318915
1739209670.0140092;-31.141103565318915
1739209670.0140178;-38.13080360867914
1739209670.0140264;-45.120503652039325
1739209670.014035;-38.13080360867914
1739209670.0140433;-38.13080360867914
1739209670.014052;-45.120503652039325
1739209670.0140605;-38.13080360867914
1739209670.014069;-38.13080360867914
1739209670.0140774;-32.816014438256545
1739209670.014086;-45.120503652039325
1739209670.0140946;-45.120503652039325
1739209670.0141032;-45.120503652039325
1739209670.0141118;-38.13080360867914
1739209670.01412;-45.120503652039325
1739209670.0141287;-38.13080360867914
1739209670.0141373;-33.981070128970906
1739209670.0141459;-31.141103565318915
1739209670.0141544;-38.13080360867914
1739209670.0141628;-38.13080360867914
1739209670.0141714;-38.13080360867914
1739209670.01418;-38.13080360867914
1739209670.0141885;-45.120503652039325
1739209670.0141969;-38.13080360867914
1739209670.0142055;-45.120503652039325
1739209670.014214;-33.981070128970906
1739209670.0142226;-35.57807855764607
1739209670.0142312;-38.13080360867914
1739209670.0142395;-45.120503652039325
1739209670.0142481;-45.120503652039325
1739209670.0142567;-45.120503652039325
1739209670.0142653;-38.13080360867914
1739209670.0142736;-45.120503652039325
1739209670.0142822;-28.58837851428586
1739209670.0142908;-38.13080360867914
1739209670.0142994;-38.13080360867914
1739209670.014308;-45.120503652039325
1739209670.0143163;-33.981070128970906
1739209670.014325;-38.13080360867914
1739209670.0143335;-38.13080360867914
1739209670.014342;-45.120503652039325
1739209670.0143507;-30.49652367304973
1739209670.014359;-45.120503652039325
1739209670.0143676;-38.13080360867914
1739209670.0143762;-38.13080360867914
1739209670.0143847;-38.13080360867914
1739209670.014393;-45.120503652039325
1739209670.0144017;-45.120503652039325
1739209670.0144103;-33.981070128970906
1739209670.0144188;-33.981070128970906
1739209670.0144274;-38.13080360867914
1739209670.0144358;-45.120503652039325
1739209670.0144444;-45.120503652039325
1739209670.014453;-45.120503652039325
1739209670.0144615;-45.120503652039325
1739209670.0144699;-45.120503652039325
1739209670.0144784;-38.13080360867914
1739209670.014487;-38.13080360867914
1739209670.0144956;-45.120503652039325
1739209670.0145042;-45.120503652039325
1739209670.0145125;-45.120503652039325
1739209670.0145211;-38.13080360867914
1739209670.0145297;-35.57807855764607
1739209670.0145383;-45.120503652039325
1739209670.0145469;-45.120503652039325
1739209670.0145552;-45.120503652039325
1739209670.0145638;-38.13080360867914
1739209670.0145724;-38.13080360867914
1739209670.014581;-45.120503652039325
1739209670.0145893;-38.13080360867914
