CAN Message; 0x1a7:0000c50d05245bc6
1739209584.9050977;-45.120503652039325
1739209584.9051063;-38.13080360867914
1739209584.905115;-45.120503652039325
1739209584.9051232;-45.120503652039325
1739209584.9051318;-45.120503652039325
1739209584.9051404;-38.13080360867914
1739209584.905149;-28.992665084841942
1739209584.9051573;-38.13080360867914
1739209584.905166;-38.13080360867914
1739209584.9051745;-45.120503652039325
1739209584.9051828;-38.13080360867914
1739209584.9051914;-45.120503652039325
1739209584.9052;-45.120503652039325
1739209584.9052083;-45.120503652039325
1739209584.905217;-31.14110356531892
1739209584.9052255;-38.13080360867914
1739209584.905234;-45.120503652039325
1739209584.9052424;-35.57807855764607
1739209584.905251;-38.13080360867914
1739209584.9052596;-45.120503652039325
1739209584.905268;-38.13080360867914
1739209584.9052765;-45.120503652039325
1739209584.9052851;-31.141103565318915
1739209584.9052935;-45.120503652039325
1739209584.905302;-38.13080360867914
1739209584.9053106;-45.120503652039325
1739209584.9053192;-45.120503652039325
1739209584.9053276;-38.13080360867914
1739209584.9053361;-45.120503652039325
1739209584.9053447;-45.120503652039325
1739209584.905353;-38.13080360867914
1739209584.9053617;-45.120503652039325
1739209584.9053702;-38.13080360867914
1739209584.9053788;-45.120503652039325
1739209584.9053872;-38.13080360867914
1739209584.9053957;-38.13080360867914
1739209584.9054043;-38.13080360867914
1739209584.9054127;-38.13080360867914
1739209584.9054213;-33.981070128970906
1739209584.9054298;-38.13080360867914
1739209584.9054382;-45.120503652039325
1739209584.9054468;-45.120503652039325
1739209584.9054554;-38.13080360867914
1739209584.905464;-38.13080360867914
1739209584.9054723;-38.13080360867914
1739209584.9054809;-45.120503652039325
1739209584.9054894;-38.13080360867914
1739209584.9054978;-45.120503652039325
1739209584.9055064;-38.13080360867914
1739209584.905515;-45.120503652039325
1739209584.9055233;-45.120503652039325
1739209584.905532;-38.13080360867914
1739209584.9055405;-45.120503652039325
1739209584.905549;-38.13080360867914
1739209584.9055574;-35.57807855764607
1739209584.905566;-38.13080360867914
1739209584.9055746;-38.13080360867914
1739209584.905583;-38.13080360867914
1739209584.9055915;-33.981070128970906
1739209584.9056;-45.120503652039325
1739209584.9056084;-38.13080360867914
1739209584.905617;-33.981070128970906
1739209584.9056256;-38.13080360867914
1739209584.9056342;-38.13080360867914
1739209584.9056425;-38.13080360867914
1739209584.905651;-38.13080360867914
1739209584.9056597;-45.120503652039325
1739209584.905668;-38.13080360867914
1739209584.9056766;-38.13080360867914
1739209584.9056852;-45.120503652039325
1739209584.9056938;-38.13080360867914
1739209584.905702;-45.120503652039325
1739209584.9057107;-38.13080360867914
1739209584.9057193;-45.120503652039325
1739209584.9057276;-38.13080360867914
1739209584.9057362;-38.13080360867914
1739209584.9057448;-38.13080360867914
1739209584.9057531;-38.13080360867914
1739209584.9057617;-45.120503652039325
1739209584.9057703;-45.120503652039325
1739209584.905779;-45.120503652039325
1739209584.9057872;-45.120503652039325
1739209584.9057958;-45.120503652039325
1739209584.9058044;-38.13080360867914
1739209584.9058127;-38.13080360867914
1739209584.9058213;-45.120503652039325
1739209584.90583;-45.120503652039325
1739209584.9058383;-33.981070128970906
1739209584.9058468;-38.13080360867914
1739209584.9058554;-38.13080360867914
1739209584.905864;-35.57807855764607
1739209584.9058723;-45.120503652039325
1739209584.905881;-45.120503652039325
1739209584.9058895;-45.120503652039325
1739209584.9058979;-33.981070128970906
1739209584.9059064;-33.981070128970956
1739209584.905915;-45.120503652039325
1739209584.9059234;-38.13080360867914
1739209584.905932;-45.120503652039325
1739209584.9059405;-45.120503652039325
1739209584.905949;-45.120503652039325
1739209584.9059575;-38.13080360867914
1739209584.905966;-38.13080360867914
1739209584.9059746;-28.58837851428586
1739209584.905983;-45.120503652039325
1739209584.9059916;-45.120503652039325
1739209584.9060001;-45.120503652039325
1739209584.9060087;-35.57807855764607
1739209584.906017;-38.13080360867914
1739209584.9060256;-35.57807855764607
1739209584.9060342;-32.816014438256545
1739209584.9060426;-33.981070128970956
1739209584.9060512;-45.120503652039325
1739209584.9060597;-35.57807855764607
1739209584.906068;-38.13080360867914
1739209584.9060767;-45.120503652039325
1739209584.9060853;-38.13080360867914
1739209584.9060938;-38.13080360867914
1739209584.9061022;-38.13080360867914
1739209584.9061108;-26.991370085610722
1739209584.9061193;-35.57807855764607
1739209584.9061277;-45.120503652039325
1739209584.9061363;-45.120503652039325
1739209584.9061449;-38.13080360867914
1739209584.9061532;-45.120503652039325
1739209584.9061618;-38.13080360867914
1739209584.9061704;-38.13080360867914
1739209584.906179;-38.13080360867914
1739209584.9061873;-45.120503652039325
1739209584.9061959;-32.816014438256545
1739209584.9062045;-38.13080360867914
1739209584.9062128;-45.120503652039325
1739209584.9062214;-38.13080360867914
1739209584.90623;-35.57807855764607
1739209584.9062386;-35.57807855764607
1739209584.906247;-29.438486411369333
1739209584.9062555;-35.57807855764607
1739209584.906264;-45.120503652039325
1739209584.9062724;-38.13080360867914
1739209584.906281;-45.120503652039325
1739209584.9062896;-45.120503652039325
1739209584.906298;-45.120503652039325
1739209584.9063065;-45.120503652039325
1739209584.906315;-45.120503652039325
1739209584.9063237;-45.120503652039325
1739209584.906332;-38.13080360867914
1739209584.9063406;-45.120503652039325
1739209584.9063492;-45.120503652039325
1739209584.9063575;-38.13080360867914
1739209584.906366;-38.13080360867914
1739209584.9063747;-45.120503652039325
1739209584.906383;-38.13080360867914
1739209584.9063916;-38.13080360867914
1739209584.9064002;-38.13080360867914
1739209584.9064088;-45.120503652039325
1739209584.9064171;-45.120503652039325
1739209584.9064257;-38.13080360867914
1739209584.9064343;-45.120503652039325
1739209584.9064426;-45.120503652039325
1739209584.9064512;-38.13080360867914
1739209584.9064598;-38.13080360867914
1739209584.9064684;-45.120503652039325
1739209584.9064767;-38.13080360867914
1739209584.9064853;-33.981070128970906
1739209584.906494;-38.13080360867914
1739209584.9065022;-38.13080360867914
1739209584.9065108;-38.13080360867914
1739209584.9065194;-45.120503652039325
1739209584.9065278;-45.120503652039325
1739209584.9065363;-38.13080360867914
1739209584.906545;-38.13080360867914
1739209584.9065535;-45.120503652039325
1739209584.9065619;-45.120503652039325
1739209584.9065704;-45.120503652039325
1739209584.906579;-45.120503652039325
1739209584.9065874;-35.57807855764607
1739209584.906596;-33.981070128970906
1739209584.9066045;-45.120503652039325
1739209584.9066129;-45.120503652039325
1739209584.9066215;-35.57807855764607
1739209584.90663;-38.13080360867914
1739209584.9066386;-38.13080360867914
1739209584.906647;-38.13080360867914
1739209584.9066556;-45.120503652039325
1739209584.9066641;-45.120503652039325
1739209584.9066725;-35.57807855764607
1739209584.906681;-35.57807855764607
1739209584.9066896;-45.120503652039325
1739209584.906698;-45.120503652039325
1739209584.9067066;-38.13080360867914
1739209584.9067152;-38.13080360867914
1739209584.9067237;-35.57807855764607
1739209584.906732;-32.816014438256545
1739209584.9067407;-45.120503652039325
1739209584.9067492;-45.120503652039325
1739209584.9067576;-38.13080360867914
1739209584.9067662;-38.13080360867914
1739209584.9067748;-45.120503652039325
1739209584.9067833;-45.120503652039325
1739209584.9067917;-38.13080360867914
1739209584.9068003;-45.120503652039325
1739209584.9068089;-45.120503652039325
1739209584.9068172;-45.120503652039325
1739209584.9068258;-45.120503652039325
1739209584.9068344;-45.120503652039325
1739209584.9068427;-33.981070128970906
1739209584.9068513;-35.57807855764607
1739209584.9068599;-38.13080360867914
1739209584.9068685;-33.981070128970906
1739209584.9068768;-45.120503652039325
1739209584.9068854;-38.13080360867914
1739209584.906894;-45.120503652039325
1739209584.9069023;-45.120503652039325
1739209584.906911;-38.13080360867914
1739209584.9069195;-45.120503652039325
1739209584.9069278;-45.120503652039325
1739209584.9069364;-45.120503652039325
1739209584.906945;-35.57807855764607
1739209584.9069536;-38.13080360867914
1739209584.906962;-45.120503652039325
1739209584.9069705;-45.120503652039325
1739209584.906979;-45.120503652039325
1739209584.9069874;-38.13080360867914
1739209584.906996;-38.13080360867914
1739209584.9070046;-38.13080360867914
1739209584.907013;-45.120503652039325
1739209584.9070215;-45.120503652039325
1739209584.90703;-35.57807855764607
1739209584.9070387;-35.57807855764607
1739209584.907047;-45.120503652039325
1739209584.9070556;-45.120503652039325
1739209584.9070642;-38.13080360867914
1739209584.9070725;-45.120503652039325
1739209584.9070811;-45.120503652039325
1739209584.9070897;-38.13080360867914
1739209584.9070983;-45.120503652039325
1739209584.9071066;-45.120503652039325
1739209584.9071152;-45.120503652039325
1739209584.9071238;-45.120503652039325
1739209584.9071321;-45.120503652039325
1739209584.9071407;-38.13080360867914
1739209584.9071493;-35.57807855764607
1739209584.9071577;-35.57807855764607
1739209584.9071662;-38.13080360867914
1739209584.9071748;-33.981070128970906
1739209584.9071834;-35.57807855764607
1739209584.9071918;-45.120503652039325
1739209584.9072003;-32.816014438256545
1739209584.907209;-38.13080360867914
1739209584.9072173;-45.120503652039325
1739209584.9072258;-45.120503652039325
1739209584.9072344;-45.120503652039325
1739209584.9072428;-45.120503652039325
1739209584.9072514;-45.120503652039325
1739209584.90726;-45.120503652039325
1739209584.9072685;-45.120503652039325
1739209584.9072769;-45.120503652039325
1739209584.9072855;-45.120503652039325
1739209584.907294;-38.13080360867914
1739209584.9073024;-45.120503652039325
1739209584.907311;-38.13080360867914
1739209584.9073195;-45.120503652039325
1739209584.9073281;-45.120503652039325
1739209584.9073365;-33.981070128970906
1739209584.907345;-45.120503652039325
1739209584.9073536;-45.120503652039325
1739209584.907362;-38.13080360867914
1739209584.9073706;-38.13080360867914
1739209584.9073792;-38.13080360867914
1739209584.9073875;-45.120503652039325
1739209584.907396;-45.120503652039325
1739209584.9074047;-45.120503652039325
1739209584.9074132;-38.13080360867914
1739209584.9074216;-45.120503652039325
1739209584.9074302;-38.13080360867914
1739209584.9074388;-45.120503652039325
1739209584.907447;-33.981070128970906
1739209584.9074557;-33.981070128970906
1739209584.9074643;-38.13080360867914
1739209584.9074726;-38.13080360867914
1739209584.9074812;-38.13080360867914
1739209584.9074898;-32.816014438256545
1739209584.9074984;-38.13080360867914
1739209584.9075067;-45.120503652039325
1739209584.9075153;-38.13080360867914
1739209584.9075239;-38.13080360867914
1739209584.9075322;-38.13080360867914
1739209584.9075408;-45.120503652039325
1739209584.9075494;-45.120503652039325
1739209584.907558;-45.120503652039325
1739209584.9075663;-45.120503652039325
1739209584.907575;-45.120503652039325
1739209584.9075835;-45.120503652039325
1739209584.9075918;-45.120503652039325
1739209584.9076004;-38.13080360867914
1739209584.907609;-45.120503652039325
1739209584.9076173;-45.120503652039325
1739209584.907626;-32.816014438256545
1739209584.9076345;-35.57807855764607
1739209584.907643;-38.13080360867914
1739209584.9076514;-38.13080360867914
1739209584.90766;-38.13080360867914
1739209584.9076686;-45.120503652039325
1739209584.907677;-35.57807855764607
1739209584.9076855;-38.13080360867914
1739209584.907694;-45.120503652039325
1739209584.9077024;-45.120503652039325
1739209584.907711;-45.120503652039325
1739209584.9077196;-45.120503652039325
1739209584.9077282;-45.120503652039325
1739209584.9077365;-38.13080360867914
1739209584.9077451;-45.120503652039325
1739209584.9077537;-38.13080360867914
1739209584.907762;-45.120503652039325
1739209584.9077706;-45.120503652039325
1739209584.9077792;-33.981070128970906
1739209584.9077876;-38.13080360867914
1739209584.9077961;-35.57807855764607
1739209584.9078047;-45.120503652039325
1739209584.9078133;-45.120503652039325
1739209584.9078217;-45.120503652039325
1739209584.9078302;-28.21854285175415
1739209584.9078388;-31.141103565318893
1739209584.9078472;-45.120503652039325
1739209584.9078557;-45.120503652039325
1739209584.9078643;-35.57807855764607
1739209584.907873;-32.816014438256545
1739209584.9078813;-45.120503652039325
1739209584.9078898;-35.57807855764607
1739209584.9078984;-38.13080360867914
1739209584.9079068;-45.120503652039325
1739209584.9079154;-45.120503652039325
1739209584.907924;-45.120503652039325
1739209584.9079323;-45.120503652039325
1739209584.9079409;-45.120503652039325
1739209584.9079494;-35.57807855764607
1739209584.907958;-45.120503652039325
1739209584.9079664;-32.816014438256545
1739209584.907975;-32.816014438256545
1739209584.9079835;-45.120503652039325
1739209584.907992;-38.13080360867914
1739209584.9080005;-38.13080360867914
1739209584.908009;-38.13080360867914
1739209584.9080174;-45.120503652039325
1739209584.908026;-38.13080360867914
1739209584.9080346;-38.13080360867914
1739209584.9080431;-45.120503652039325
1739209584.9080515;-45.120503652039325
1739209584.90806;-45.120503652039325
1739209584.9080687;-35.57807855764607
1739209584.908077;-38.13080360867914
1739209584.9080856;-45.120503652039325
1739209584.9080942;-45.120503652039325
1739209584.9081025;-38.13080360867914
1739209584.908111;-38.13080360867914
1739209584.9081197;-32.816014438256545
1739209584.9081283;-33.981070128970906
1739209584.9081366;-45.120503652039325
1739209584.9081452;-45.120503652039325
1739209584.9081538;-38.13080360867914
1739209584.908162;-45.120503652039325
1739209584.9081707;-33.981070128970906
1739209584.9081793;-27.267205301931607
1739209584.9081879;-45.120503652039325
1739209584.9081962;-45.120503652039325
1739209584.9082048;-32.816014438256545
1739209584.9082134;-30.49652367304973
1739209584.9082217;-45.120503652039325
1739209584.9082303;-45.120503652039325
1739209584.908239;-45.120503652039325
1739209584.9082472;-33.981070128970956
1739209584.9082558;-38.13080360867914
1739209584.9082644;-38.13080360867914
1739209584.908273;-45.120503652039325
1739209584.9082813;-45.120503652039325
1739209584.90829;-38.13080360867914
1739209584.9082985;-45.120503652039325
1739209584.9083068;-33.981070128970906
1739209584.9083154;-27.267205301931607
1739209584.908324;-35.57807855764607
1739209584.9083323;-45.120503652039325
1739209584.908341;-38.13080360867914
1739209584.9083495;-32.816014438256545
1739209584.908358;-45.120503652039325
1739209584.9083664;-38.13080360867914
1739209584.908375;-38.13080360867914
1739209584.9083836;-45.120503652039325
1739209584.908392;-45.120503652039325
1739209584.9084005;-38.13080360867914
1739209584.908409;-38.13080360867914
1739209584.9084177;-38.13080360867914
1739209584.908426;-45.120503652039325
1739209584.9084346;-45.120503652039325
1739209584.9084432;-45.120503652039325
1739209584.9084516;-45.120503652039325
1739209584.9084601;-35.57807855764607
1739209584.9084687;-38.13080360867914
1739209584.908477;-38.13080360867914
1739209584.9084857;-38.13080360867914
1739209584.9084942;-33.981070128970906
1739209584.9085028;-45.120503652039325
1739209584.9085112;-45.120503652039325
