CAN Message; 0x1a7:0000c50d05245bc6
Timestamp;Amplitude
1739209584.9018462;-30.49652367304973
1739209584.9018545;-45.120503652039325
1739209584.901863;-45.120503652039325
1739209584.9018717;-38.13080360867914
1739209584.9018803;-38.13080360867914
1739209584.9018886;-38.13080360867914
1739209584.9018972;-45.120503652039325
1739209584.9019058;-45.120503652039325
1739209584.9019141;-38.13080360867914
1739209584.9019227;-38.13080360867914
1739209584.9019313;-45.120503652039325
1739209584.9019396;-45.120503652039325
1739209584.9019482;-38.13080360867914
1739209584.9019568;-38.13080360867914
1739209584.9019654;-38.13080360867914
1739209584.9019737;-38.13080360867914
1739209584.9019823;-38.13080360867914
1739209584.901991;-38.13080360867914
1739209584.9019992;-38.13080360867914
1739209584.9020078;-38.13080360867914
1739209584.9020164;-38.13080360867914
1739209584.9020247;-38.13080360867914
1739209584.9020333;-45.120503652039325
1739209584.902042;-45.120503652039325
1739209584.9020505;-38.13080360867914
1739209584.9020588;-38.13080360867914
1739209584.9020674;-45.120503652039325
1739209584.902076;-45.120503652039325
1739209584.9020844;-38.13080360867914
1739209584.902093;-38.13080360867914
1739209584.9021015;-45.120503652039325
1739209584.90211;-38.13080360867914
1739209584.9021184;-38.13080360867914
1739209584.902127;-45.120503652039325
1739209584.9021356;-45.120503652039325
1739209584.902144;-45.120503652039325
1739209584.9021525;-45.120503652039325
1739209584.9021611;-38.13080360867914
1739209584.9021695;-45.120503652039325
1739209584.902178;-32.816014438256545
1739209584.9021866;-31.141103565318915
1739209584.9021952;-31.141103565318915
1739209584.9022036;-35.57807855764607
1739209584.9022121;-45.120503652039325
1739209584.9022207;-33.981070128970906
1739209584.902229;-45.120503652039325
1739209584.9022377;-45.120503652039325
1739209584.9022462;-38.13080360867914
1739209584.9022546;-33.981070128970906
1739209584.9022632;-38.13080360867914
1739209584.9022717;-38.13080360867914
1739209584.9022803;-35.57807855764607
1739209584.9022887;-35.57807855764607
1739209584.9022973;-45.120503652039325
1739209584.9023058;-38.13080360867914
1739209584.9023142;-45.120503652039325
1739209584.9023228;-38.13080360867914
1739209584.9023314;-33.981070128970906
1739209584.9023397;-45.120503652039325
1739209584.9023483;-45.120503652039325
1739209584.9023569;-38.13080360867914
1739209584.9023654;-38.13080360867914
1739209584.9023738;-38.13080360867914
1739209584.9023824;-45.120503652039325
1739209584.902391;-38.13080360867914
1739209584.9023993;-38.13080360867914
1739209584.902408;-45.120503652039325
1739209584.9024165;-33.981070128970906
1739209584.902425;-31.141103565318915
1739209584.9024334;-38.13080360867914
1739209584.902442;-45.120503652039325
1739209584.9024506;-38.13080360867914
1739209584.902459;-38.13080360867914
1739209584.9024675;-33.981070128970906
1739209584.902476;-45.120503652039325
1739209584.9024844;-45.120503652039325
1739209584.902493;-38.13080360867914
1739209584.9025016;-33.981070128970906
1739209584.9025102;-45.120503652039325
1739209584.9025185;-45.120503652039325
1739209584.902527;-38.13080360867914
1739209584.9025357;-32.816014438256545
1739209584.902544;-45.120503652039325
1739209584.9025526;-45.120503652039325
1739209584.9025612;-38.13080360867914
1739209584.9025695;-35.57807855764607
1739209584.902578;-38.13080360867914
1739209584.9025867;-38.13080360867914
1739209584.9025953;-38.13080360867914
1739209584.9026036;-33.981070128970956
1739209584.9026122;-45.120503652039325
1739209584.9026208;-45.120503652039325
1739209584.9026291;-38.13080360867914
1739209584.9026377;-45.120503652039325
1739209584.9026463;-38.13080360867914
1739209584.9026546;-45.120503652039325
1739209584.9026632;-38.13080360867914
1739209584.9026718;-25.62660358559016
1739209584.9026804;-35.57807855764607
1739209584.9026887;-45.120503652039325
1739209584.9026973;-38.13080360867914
1739209584.902706;-38.13080360867914
1739209584.9027143;-45.120503652039325
1739209584.9027228;-45.120503652039325
1739209584.9027314;-45.120503652039325
1739209584.90274;-33.981070128970956
1739209584.9027483;-45.120503652039325
1739209584.902757;-38.13080360867914
1739209584.9027655;-38.13080360867914
1739209584.9027739;-45.120503652039325
1739209584.9027824;-38.13080360867914
1739209584.902791;-38.13080360867914
1739209584.9027994;-35.57807855764607
1739209584.902808;-26.991370085610722
1739209584.9028165;-38.13080360867914
1739209584.902825;-45.120503652039325
1739209584.9028335;-45.120503652039325
1739209584.902842;-35.57807855764607
1739209584.9028506;-45.120503652039325
1739209584.902859;-45.120503652039325
1739209584.9028676;-45.120503652039325
1739209584.9028761;-33.981070128970956
1739209584.9028845;-45.120503652039325
1739209584.902893;-32.816014438256545
1739209584.9029016;-38.13080360867914
1739209584.9029102;-45.120503652039325
1739209584.9029186;-45.120503652039325
1739209584.9029272;-38.13080360867914
1739209584.9029357;-38.13080360867914
1739209584.902944;-32.816014438256545
1739209584.9029527;-35.57807855764607
1739209584.9029613;-45.120503652039325
1739209584.9029698;-45.120503652039325
1739209584.9029782;-32.816014438256545
1739209584.9029868;-33.981070128970906
1739209584.9029953;-45.120503652039325
1739209584.9030037;-38.13080360867914
1739209584.9030123;-45.120503652039325
1739209584.9030209;-45.120503652039325
1739209584.9030292;-33.981070128970906
1739209584.9030378;-45.120503652039325
1739209584.9030464;-45.120503652039325
1739209584.903055;-38.13080360867914
1739209584.9030633;-30.49652367304973
1739209584.9030719;-35.57807855764607
1739209584.9030805;-45.120503652039325
1739209584.9030888;-45.120503652039325
1739209584.9030974;-38.13080360867914
1739209584.903106;-38.13080360867914
1739209584.9031143;-45.120503652039325
1739209584.903123;-45.120503652039325
1739209584.9031315;-45.120503652039325
1739209584.90314;-45.120503652039325
1739209584.9031484;-32.816014438256545
1739209584.903157;-32.816014438256545
1739209584.9031656;-38.13080360867914
1739209584.903174;-35.57807855764607
1739209584.9031825;-38.13080360867914
1739209584.903191;-38.13080360867914
1739209584.9031997;-38.13080360867914
1739209584.903208;-38.13080360867914
1739209584.9032166;-45.120503652039325
1739209584.9032252;-45.120503652039325
1739209584.9032335;-38.13080360867914
1739209584.903242;-45.120503652039325
1739209584.9032507;-45.120503652039325
1739209584.903259;-45.120503652039325
1739209584.9032676;-38.13080360867914
1739209584.9032762;-38.13080360867914
1739209584.9032848;-31.141103565318893
1739209584.9032931;-27.8777449560314
1739209584.9033017;-45.120503652039325
1739209584.9033103;-45.120503652039325
1739209584.9033186;-38.13080360867914
1739209584.9033272;-35.57807855764607
1739209584.9033358;-38.13080360867914
1739209584.9033442;-33.981070128970906
1739209584.9033527;-45.120503652039325
1739209584.9033613;-31.141103565318943
1739209584.90337;-38.13080360867914
1739209584.9033782;-45.120503652039325
1739209584.9033868;-45.120503652039325
1739209584.9033954;-45.120503652039325
1739209584.9034038;-45.120503652039325
1739209584.9034123;-45.120503652039325
1739209584.903421;-35.57807855764607
1739209584.9034293;-27.267205301931607
1739209584.9034379;-38.13080360867914
1739209584.9034464;-45.120503652039325
1739209584.903455;-38.13080360867914
1739209584.9034634;-32.816014438256545
1739209584.903472;-33.981070128970906
1739209584.9034805;-33.981070128970906
1739209584.9034889;-45.120503652039325
1739209584.9034975;-32.81601443825658
1739209584.903506;-32.816014438256545
1739209584.9035146;-38.13080360867914
1739209584.903523;-45.120503652039325
1739209584.9035316;-45.120503652039325
1739209584.9035401;-45.120503652039325
1739209584.9035485;-38.13080360867914
1739209584.903557;-38.13080360867914
1739209584.9035656;-27.267205301931607
1739209584.903574;-45.120503652039325
1739209584.9035826;-38.13080360867914
1739209584.9035912;-38.13080360867914
1739209584.9035997;-35.57807855764607
1739209584.903608;-38.13080360867914
1739209584.9036167;-45.120503652039325
1739209584.9036252;-38.13080360867914
1739209584.9036336;-45.120503652039325
1739209584.9036422;-38.13080360867914
1739209584.9036508;-33.981070128970906
1739209584.903659;-45.120503652039325
1739209584.9036677;-45.120503652039325
1739209584.9036763;-38.13080360867914
1739209584.9036849;-38.13080360867914
1739209584.9036932;-45.120503652039325
1739209584.9037018;-38.13080360867914
1739209584.9037104;-38.13080360867914
1739209584.9037187;-38.13080360867914
1739209584.9037273;-45.120503652039325
1739209584.9037359;-45.120503652039325
1739209584.9037442;-45.120503652039325
1739209584.9037528;-45.120503652039325
1739209584.9037614;-45.120503652039325
1739209584.90377;-38.13080360867914
1739209584.9037783;-38.13080360867914
1739209584.903787;-38.13080360867914
1739209584.9037955;-35.57807855764607
1739209584.9038038;-45.120503652039325
1739209584.9038124;-38.13080360867914
1739209584.903821;-38.13080360867914
1739209584.9038296;-45.120503652039325
1739209584.903838;-45.120503652039325
1739209584.9038465;-45.120503652039325
1739209584.903855;-38.13080360867914
1739209584.9038634;-45.120503652039325
1739209584.903872;-45.120503652039325
1739209584.9038806;-45.120503652039325
1739209584.903889;-38.13080360867914
1739209584.9038975;-45.120503652039325
1739209584.903906;-28.992665084841942
1739209584.9039147;-38.13080360867914
1739209584.903923;-38.13080360867914
1739209584.9039316;-38.13080360867914
1739209584.9039402;-33.981070128970906
1739209584.9039485;-38.13080360867914
1739209584.9039571;-45.120503652039325
1739209584.9039657;-38.13080360867914
1739209584.903974;-38.13080360867914
1739209584.9039826;-45.120503652039325
1739209584.9039912;-38.13080360867914
1739209584.9039998;-45.120503652039325
1739209584.9040082;-38.13080360867914
1739209584.9040167;-38.13080360867914
1739209584.9040253;-38.13080360867914
1739209584.9040337;-45.120503652039325
1739209584.9040422;-45.120503652039325
1739209584.9040508;-38.13080360867914
1739209584.9040594;-38.13080360867914
1739209584.9040678;-45.120503652039325
1739209584.9040763;-45.120503652039325
1739209584.904085;-45.120503652039325
1739209584.9040933;-38.13080360867914
1739209584.9041018;-35.57807855764607
1739209584.9041104;-35.57807855764607
1739209584.9041188;-38.13080360867914
1739209584.9041274;-45.120503652039325
1739209584.904136;-45.120503652039325
1739209584.9041445;-38.13080360867914
1739209584.9041529;-45.120503652039325
1739209584.9041615;-45.120503652039325
1739209584.90417;-45.120503652039325
1739209584.9041784;-45.120503652039325
1739209584.904187;-45.120503652039325
1739209584.9041955;-38.13080360867914
1739209584.904204;-45.120503652039325
1739209584.9042125;-45.120503652039325
1739209584.904221;-35.57807855764607
1739209584.9042296;-38.13080360867914
1739209584.904238;-38.13080360867914
1739209584.9042466;-35.57807855764607
1739209584.9042552;-45.120503652039325
1739209584.9042635;-45.120503652039325
1739209584.904272;-38.13080360867914
1739209584.9042807;-45.120503652039325
1739209584.9042892;-45.120503652039325
1739209584.9042976;-45.120503652039325
1739209584.9043062;-35.57807855764607
1739209584.9043148;-35.57807855764607
1739209584.904323;-38.13080360867914
1739209584.9043317;-35.57807855764607
1739209584.9043403;-45.120503652039325
1739209584.9043486;-45.120503652039325
1739209584.9043572;-38.13080360867914
1739209584.9043658;-45.120503652039325
1739209584.9043744;-45.120503652039325
1739209584.9043827;-45.120503652039325
1739209584.9043913;-38.13080360867914
1739209584.9043999;-38.13080360867914
1739209584.9044082;-35.57807855764607
1739209584.9044168;-38.13080360867914
1739209584.9044254;-38.13080360867914
1739209584.9044337;-38.13080360867914
1739209584.9044423;-45.120503652039325
1739209584.904451;-35.57807855764607
1739209584.9044595;-45.120503652039325
1739209584.9044678;-38.13080360867914
1739209584.9044764;-38.13080360867914
1739209584.904485;-35.57807855764607
1739209584.9044933;-33.981070128970906
1739209584.904502;-45.120503652039325
1739209584.9045105;-38.13080360867914
1739209584.9045188;-45.120503652039325
1739209584.9045274;-35.57807855764607
1739209584.904536;-35.57807855764607
1739209584.9045446;-45.120503652039325
1739209584.904553;-45.120503652039325
1739209584.9045615;-45.120503652039325
1739209584.90457;-38.13080360867914
1739209584.9045784;-38.13080360867914
1739209584.904587;-38.13080360867914
1739209584.9045956;-38.13080360867914
1739209584.9046042;-45.120503652039325
1739209584.9046125;-45.120503652039325
1739209584.9046211;-45.120503652039325
1739209584.9046297;-38.13080360867914
1739209584.904638;-45.120503652039325
1739209584.9046466;-45.120503652039325
1739209584.9046552;-45.120503652039325
1739209584.9046636;-35.57807855764607
1739209584.9046721;-35.57807855764607
1739209584.9046807;-45.120503652039325
1739209584.9046893;-45.120503652039325
1739209584.9046977;-38.13080360867914
1739209584.9047062;-38.13080360867914
1739209584.9047148;-38.13080360867914
1739209584.9047232;-38.13080360867914
1739209584.9047318;-45.120503652039325
1739209584.9047403;-45.120503652039325
1739209584.9047487;-45.120503652039325
1739209584.9047573;-45.120503652039325
1739209584.9047658;-45.120503652039325
1739209584.9047744;-45.120503652039325
1739209584.9047828;-33.981070128970906
1739209584.9047914;-38.13080360867914
1739209584.9048;-38.13080360867914
1739209584.9048083;-45.120503652039325
1739209584.9048169;-45.120503652039325
1739209584.9048254;-38.13080360867914
1739209584.9048338;-35.57807855764607
1739209584.9048424;-38.13080360867914
1739209584.904851;-38.13080360867914
1739209584.9048595;-38.13080360867914
1739209584.904868;-45.120503652039325
1739209584.9048765;-38.13080360867914
1739209584.904885;-38.13080360867914
1739209584.9048934;-45.120503652039325
1739209584.904902;-45.120503652039325
1739209584.9049106;-45.120503652039325
1739209584.9049191;-38.13080360867914
1739209584.9049275;-45.120503652039325
1739209584.904936;-38.13080360867914
1739209584.9049447;-45.120503652039325
1739209584.904953;-45.120503652039325
1739209584.9049616;-45.120503652039325
1739209584.9049702;-38.13080360867914
1739209584.9049785;-35.57807855764607
1739209584.904987;-38.13080360867914
1739209584.9049957;-38.13080360867914
1739209584.9050043;-38.13080360867914
1739209584.9050126;-33.981070128970906
1739209584.9050212;-45.120503652039325
1739209584.9050298;-45.120503652039325
1739209584.905038;-45.120503652039325
1739209584.9050467;-45.120503652039325
1739209584.9050553;-45.120503652039325
1739209584.9050636;-38.13080360867914
1739209584.9050722;-38.13080360867914
1739209584.9050808;-35.57807855764607
1739209584.9050894;-45.120503652039325
