CAN Message; 0x98:00002ea378bf75de
Timestamp;Amplitude
1739209638.8939817;-38.13080360867914
1739209638.893991;-38.13080360867914
1739209638.8940005;-35.57807855764607
1739209638.8940098;-33.981070128970906
1739209638.8940191;-45.120503652039325
1739209638.8940284;-38.13080360867914
1739209638.8940377;-45.120503652039325
1739209638.894047;-45.120503652039325
1739209638.8940566;-33.981070128970906
1739209638.8940659;-35.57807855764607
1739209638.8940752;-45.120503652039325
1739209638.8940845;-38.13080360867914
1739209638.8940938;-45.120503652039325
1739209638.894103;-38.13080360867914
1739209638.8941126;-38.13080360867914
1739209638.894122;-38.13080360867914
1739209638.8941312;-45.120503652039325
1739209638.8941405;-38.13080360867914
1739209638.8941498;-35.57807855764607
1739209638.894159;-45.120503652039325
1739209638.8941686;-45.120503652039325
1739209638.894178;-38.13080360867914
1739209638.8941872;-32.816014438256545
1739209638.8941965;-38.13080360867914
1739209638.8942058;-45.120503652039325
1739209638.8942153;-45.120503652039325
1739209638.8942246;-38.13080360867914
1739209638.894234;-38.13080360867914
1739209638.8942432;-45.120503652039325
1739209638.8942525;-45.120503652039325
1739209638.8942618;-33.981070128970906
1739209638.8942714;-45.120503652039325
1739209638.8942807;-33.981070128970906
1739209638.89429;-28.992665084841942
1739209638.8942993;-35.57807855764607
1739209638.8943086;-38.13080360867914
1739209638.8943179;-38.13080360867914
1739209638.8943274;-38.13080360867914
1739209638.8943367;-33.981070128970906
1739209638.894346;-33.981070128970906
1739209638.8943553;-45.120503652039325
1739209638.8943646;-32.816014438256545
1739209638.8943741;-38.13080360867914
1739209638.8943834;-38.13080360867914
1739209638.8943927;-38.13080360867914
1739209638.894402;-45.120503652039325
1739209638.8944113;-45.120503652039325
1739209638.8944206;-45.120503652039325
1739209638.8944302;-38.13080360867914
1739209638.8944395;-38.13080360867914
1739209638.8944488;-35.57807855764607
1739209638.894458;-45.120503652039325
1739209638.8944674;-45.120503652039325
1739209638.8944767;-38.13080360867914
1739209638.8944862;-45.120503652039325
1739209638.8944955;-45.120503652039325
1739209638.8945048;-45.120503652039325
1739209638.894514;-38.13080360867914
1739209638.8945234;-35.57807855764607
1739209638.8945327;-38.13080360867914
1739209638.8945422;-38.13080360867914
1739209638.8945515;-38.13080360867914
1739209638.8945608;-32.816014438256545
1739209638.89457;-38.13080360867914
1739209638.8945794;-45.120503652039325
1739209638.894589;-38.13080360867914
1739209638.8945982;-35.57807855764607
1739209638.8946075;-38.13080360867914
1739209638.8946168;-45.120503652039325
1739209638.8946261;-45.120503652039325
1739209638.8946354;-45.120503652039325
1739209638.894645;-38.13080360867914
1739209638.8946543;-45.120503652039325
1739209638.8946636;-38.13080360867914
1739209638.8946729;-38.13080360867914
1739209638.8946822;-38.13080360867914
1739209638.8946915;-45.120503652039325
1739209638.894701;-35.57807855764607
1739209638.8947103;-38.13080360867914
1739209638.8947196;-45.120503652039325
1739209638.894729;-38.13080360867914
1739209638.8947382;-38.13080360867914
1739209638.8947477;-38.13080360867914
1739209638.894757;-45.120503652039325
1739209638.8947663;-45.120503652039325
1739209638.8947756;-38.13080360867914
1739209638.894785;-45.120503652039325
1739209638.8947942;-38.13080360867914
1739209638.8948038;-45.120503652039325
1739209638.894813;-38.13080360867914
1739209638.8948224;-38.13080360867914
1739209638.8948317;-38.13080360867914
1739209638.894841;-38.13080360867914
1739209638.8948503;-35.57807855764607
1739209638.8948598;-45.120503652039325
1739209638.894869;-38.13080360867914
1739209638.8948784;-35.57807855764607
1739209638.8948877;-38.13080360867914
1739209638.894897;-38.13080360867914
1739209638.8949063;-38.13080360867914
1739209638.8949158;-45.120503652039325
1739209638.894925;-38.13080360867914
1739209638.8949344;-45.120503652039325
1739209638.8949437;-45.120503652039325
1739209638.894953;-45.120503652039325
1739209638.8949625;-38.13080360867914
1739209638.8949718;-45.120503652039325
1739209638.8949811;-38.13080360867914
1739209638.8949904;-38.13080360867914
1739209638.8949997;-38.13080360867914
1739209638.895009;-45.120503652039325
1739209638.8950186;-38.13080360867914
1739209638.8950279;-45.120503652039325
1739209638.8950372;-45.120503652039325
1739209638.8950465;-32.816014438256545
1739209638.8950558;-45.120503652039325
1739209638.895065;-38.13080360867914
1739209638.8950746;-38.13080360867914
1739209638.895084;-35.57807855764607
1739209638.8950932;-35.57807855764607
1739209638.8951025;-45.120503652039325
1739209638.8951118;-45.120503652039325
1739209638.8951213;-45.120503652039325
1739209638.8951306;-38.13080360867914
1739209638.89514;-45.120503652039325
1739209638.8951492;-33.981070128970906
1739209638.8951585;-45.120503652039325
1739209638.8951678;-38.13080360867914
1739209638.8951774;-45.120503652039325
1739209638.8951867;-45.120503652039325
1739209638.895196;-32.816014438256545
1739209638.8952053;-38.13080360867914
1739209638.8952146;-45.120503652039325
1739209638.8952239;-45.120503652039325
1739209638.8952334;-38.13080360867914
1739209638.8952427;-38.13080360867914
1739209638.895252;-45.120503652039325
1739209638.8952613;-38.13080360867914
1739209638.8952706;-45.120503652039325
1739209638.89528;-38.13080360867914
1739209638.8952894;-38.13080360867914
1739209638.8952987;-38.13080360867914
1739209638.895308;-38.13080360867914
1739209638.8953173;-38.13080360867914
1739209638.8953266;-45.120503652039325
1739209638.8953362;-45.120503652039325
1739209638.8953454;-27.8777449560314
1739209638.8953547;-35.57807855764607
1739209638.895364;-45.120503652039325
1739209638.8953733;-38.13080360867914
1739209638.8953826;-32.816014438256545
1739209638.8953922;-38.13080360867914
1739209638.8954015;-45.120503652039325
1739209638.8954108;-45.120503652039325
1739209638.89542;-45.120503652039325
1739209638.8954294;-45.120503652039325
1739209638.8954387;-45.120503652039325
1739209638.8954482;-38.13080360867914
1739209638.8954575;-45.120503652039325
1739209638.8954668;-45.120503652039325
1739209638.895476;-45.120503652039325
1739209638.8954854;-33.981070128970906
1739209638.8954947;-35.57807855764607
1739209638.8955042;-38.13080360867914
1739209638.8955135;-45.120503652039325
1739209638.8955228;-35.57807855764607
1739209638.8955321;-31.141103565318893
1739209638.8955414;-38.13080360867914
1739209638.895551;-38.13080360867914
1739209638.8955603;-45.120503652039325
1739209638.8955696;-30.49652367304973
1739209638.8955789;-35.57807855764607
1739209638.8955882;-45.120503652039325
1739209638.8955975;-45.120503652039325
1739209638.895607;-45.120503652039325
1739209638.8956163;-45.120503652039325
1739209638.8956256;-45.120503652039325
1739209638.895635;-45.120503652039325
1739209638.8956442;-45.120503652039325
1739209638.8956535;-45.120503652039325
1739209638.895663;-45.120503652039325
1739209638.8956723;-38.13080360867914
1739209638.8956816;-35.57807855764607
1739209638.895691;-45.120503652039325
1739209638.8957002;-45.120503652039325
1739209638.8957098;-45.120503652039325
1739209638.895719;-26.991370085610722
1739209638.8957283;-31.141103565318915
1739209638.8957376;-45.120503652039325
1739209638.895747;-45.120503652039325
1739209638.8957562;-38.13080360867914
1739209638.8957658;-38.13080360867914
1739209638.895775;-45.120503652039325
1739209638.8957844;-38.13080360867914
1739209638.8957937;-38.13080360867914
1739209638.895803;-45.120503652039325
1739209638.8958123;-38.13080360867914
1739209638.8958218;-38.13080360867914
1739209638.895831;-38.13080360867914
1739209638.8958404;-45.120503652039325
1739209638.8958497;-35.57807855764607
1739209638.895859;-45.120503652039325
1739209638.8958683;-31.141103565318915
1739209638.8958778;-28.992665084841942
1739209638.8958871;-45.120503652039325
1739209638.8958964;-45.120503652039325
1739209638.8959057;-38.13080360867914
1739209638.895915;-38.13080360867914
1739209638.8959246;-45.120503652039325
1739209638.8959339;-45.120503652039325
1739209638.8959432;-45.120503652039325
1739209638.8959525;-38.13080360867914
1739209638.8959618;-45.120503652039325
1739209638.895971;-38.13080360867914
1739209638.8959806;-38.13080360867914
1739209638.89599;-45.120503652039325
1739209638.8959992;-45.120503652039325
1739209638.8960085;-45.120503652039325
1739209638.8960178;-38.13080360867914
1739209638.896027;-38.13080360867914
1739209638.8960366;-45.120503652039325
1739209638.896046;-45.120503652039325
1739209638.8960552;-45.120503652039325
1739209638.8960645;-38.13080360867914
1739209638.8960738;-45.120503652039325
1739209638.8960834;-38.13080360867914
1739209638.8960927;-31.141103565318915
1739209638.896102;-27.267205301931607
1739209638.8961112;-45.120503652039325
1739209638.8961205;-38.13080360867914
1739209638.8961298;-38.13080360867914
1739209638.8961394;-38.13080360867914
1739209638.8961487;-45.120503652039325
1739209638.896158;-38.13080360867914
1739209638.8961673;-45.120503652039325
1739209638.8961766;-33.981070128970906
1739209638.8961859;-45.120503652039325
1739209638.8961954;-45.120503652039325
1739209638.8962047;-45.120503652039325
1739209638.896214;-45.120503652039325
1739209638.8962233;-38.13080360867914
1739209638.8962326;-38.13080360867914
1739209638.896242;-45.120503652039325
1739209638.8962514;-38.13080360867914
1739209638.8962607;-45.120503652039325
1739209638.89627;-45.120503652039325
1739209638.8962793;-45.120503652039325
1739209638.8962886;-38.13080360867914
1739209638.8962982;-35.57807855764607
1739209638.8963075;-38.13080360867914
1739209638.8963168;-45.120503652039325
1739209638.896326;-38.13080360867914
1739209638.8963354;-35.57807855764607
1739209638.8963447;-38.13080360867914
1739209638.8963542;-45.120503652039325
1739209638.8963635;-35.57807855764607
1739209638.8963728;-35.57807855764607
1739209638.896382;-38.13080360867914
1739209638.8963914;-45.120503652039325
1739209638.8964007;-33.981070128970906
1739209638.8964102;-45.120503652039325
1739209638.8964195;-38.13080360867914
1739209638.8964288;-38.13080360867914
1739209638.8964381;-38.13080360867914
1739209638.8964474;-38.13080360867914
1739209638.8964567;-35.57807855764607
1739209638.8964663;-45.120503652039325
1739209638.8964756;-33.981070128970906
1739209638.8964849;-38.13080360867914
1739209638.8964942;-45.120503652039325
1739209638.8965034;-45.120503652039325
1739209638.896513;-33.981070128970906
1739209638.8965223;-45.120503652039325
1739209638.8965316;-45.120503652039325
1739209638.8965409;-45.120503652039325
1739209638.8965502;-45.120503652039325
1739209638.8965595;-45.120503652039325
1739209638.896569;-45.120503652039325
1739209638.8965783;-45.120503652039325
1739209638.8965876;-45.120503652039325
1739209638.896597;-45.120503652039325
1739209638.8966062;-38.13080360867914
1739209638.8966155;-45.120503652039325
1739209638.896625;-38.13080360867914
1739209638.8966343;-35.57807855764607
1739209638.8966436;-45.120503652039325
1739209638.896653;-38.13080360867914
1739209638.8966622;-38.13080360867914
1739209638.8966718;-38.13080360867914
1739209638.896681;-45.120503652039325
1739209638.8966904;-35.57807855764607
1739209638.8966997;-38.13080360867914
1739209638.896709;-38.13080360867914
1739209638.8967183;-45.120503652039325
1739209638.8967278;-45.120503652039325
1739209638.896737;-38.13080360867914
1739209638.8967464;-38.13080360867914
1739209638.8967557;-45.120503652039325
1739209638.896765;-38.13080360867914
1739209638.8967743;-35.57807855764607
1739209638.8967838;-45.120503652039325
1739209638.8967931;-45.120503652039325
1739209638.8968024;-45.120503652039325
1739209638.8968117;-38.13080360867914
1739209638.896821;-45.120503652039325
1739209638.8968303;-38.13080360867914
1739209638.8968399;-45.120503652039325
1739209638.8968492;-38.13080360867914
1739209638.8968585;-29.438486411369333
1739209638.8968678;-45.120503652039325
1739209638.896877;-45.120503652039325
1739209638.8968866;-45.120503652039325
1739209638.896896;-33.981070128970906
1739209638.8969052;-45.120503652039325
1739209638.8969145;-45.120503652039325
1739209638.8969238;-45.120503652039325
1739209638.896933;-45.120503652039325
1739209638.8969426;-38.13080360867914
1739209638.896952;-45.120503652039325
1739209638.8969612;-38.13080360867914
1739209638.8969705;-45.120503652039325
1739209638.8969798;-45.120503652039325
1739209638.896989;-45.120503652039325
1739209638.8969986;-33.981070128970906
1739209638.897008;-45.120503652039325
1739209638.8970172;-38.13080360867914
1739209638.8970265;-38.13080360867914
1739209638.8970358;-31.141103565318915
1739209638.8970454;-30.49652367304973
1739209638.8970547;-45.120503652039325
1739209638.897064;-45.120503652039325
1739209638.8970733;-38.13080360867914
1739209638.8970826;-32.816014438256545
1739209638.8970919;-38.13080360867914
1739209638.8971014;-45.120503652039325
1739209638.8971107;-45.120503652039325
1739209638.89712;-45.120503652039325
1739209638.8971293;-38.13080360867914
1739209638.8971386;-38.13080360867914
1739209638.897148;-38.13080360867914
1739209638.8971574;-45.120503652039325
