CAN Message; 0x1a7:00007620130ecf71
Timestamp;Amplitude
1739209618.6862102;-38.13080360867914
1739209618.6862192;-38.13080360867914
1739209618.6862283;-45.120503652039325
1739209618.6862373;-45.120503652039325
1739209618.6862464;-38.13080360867914
1739209618.6862555;-45.120503652039325
1739209618.6862645;-38.13080360867914
1739209618.6862736;-38.13080360867914
1739209618.6862826;-38.13080360867914
1739209618.6862917;-32.816014438256545
1739209618.6863008;-33.981070128970906
1739209618.6863098;-38.13080360867914
1739209618.6863189;-45.120503652039325
1739209618.686328;-45.120503652039325
1739209618.686337;-45.120503652039325
1739209618.686346;-45.120503652039325
1739209618.686355;-38.13080360867914
1739209618.6863642;-38.13080360867914
1739209618.6863732;-38.13080360867914
1739209618.6863823;-45.120503652039325
1739209618.6863914;-38.13080360867914
1739209618.6864004;-38.13080360867914
1739209618.6864095;-38.13080360867914
1739209618.6864185;-45.120503652039325
1739209618.6864276;-45.120503652039325
1739209618.6864367;-38.13080360867914
1739209618.6864457;-38.13080360867914
1739209618.6864548;-45.120503652039325
1739209618.6864638;-38.13080360867914
1739209618.686473;-38.13080360867914
1739209618.686482;-38.13080360867914
1739209618.686491;-45.120503652039325
1739209618.6865;-45.120503652039325
1739209618.6865091;-38.13080360867914
1739209618.6865182;-38.13080360867914
1739209618.6865273;-45.120503652039325
1739209618.6865363;-38.13080360867914
1739209618.6865454;-38.13080360867914
1739209618.6865544;-33.981070128970906
1739209618.6865635;-45.120503652039325
1739209618.6865726;-45.120503652039325
1739209618.6865816;-38.13080360867914
1739209618.6865907;-38.13080360867914
1739209618.6865997;-45.120503652039325
1739209618.6866088;-38.13080360867914
1739209618.6866179;-33.981070128970906
1739209618.686627;-29.438486411369347
1739209618.686636;-45.120503652039325
1739209618.686645;-33.981070128970906
1739209618.686654;-33.981070128970906
1739209618.6866632;-45.120503652039325
1739209618.6866722;-38.13080360867914
1739209618.6866813;-38.13080360867914
1739209618.6866903;-38.13080360867914
1739209618.6866994;-27.267205301931607
1739209618.6867085;-38.13080360867914
1739209618.6867175;-38.13080360867914
1739209618.6867266;-38.13080360867914
1739209618.6867356;-38.13080360867914
1739209618.6867447;-45.120503652039325
1739209618.6867537;-45.120503652039325
1739209618.6867628;-33.981070128970906
1739209618.6867719;-30.49652367304973
1739209618.686781;-45.120503652039325
1739209618.68679;-38.13080360867914
1739209618.686799;-38.13080360867914
1739209618.686808;-38.13080360867914
1739209618.6868172;-45.120503652039325
1739209618.6868262;-45.120503652039325
1739209618.6868353;-45.120503652039325
1739209618.6868443;-31.141103565318915
1739209618.6868534;-38.13080360867914
1739209618.6868625;-38.13080360867914
1739209618.6868715;-38.13080360867914
1739209618.6868806;-38.13080360867914
1739209618.6868896;-45.120503652039325
1739209618.6868987;-33.981070128970906
1739209618.6869078;-32.816014438256545
1739209618.6869168;-38.13080360867914
1739209618.686926;-35.57807855764607
1739209618.686935;-33.981070128970906
1739209618.686944;-32.816014438256545
1739209618.686953;-38.13080360867914
1739209618.6869621;-45.120503652039325
1739209618.6869712;-38.13080360867914
1739209618.6869802;-38.13080360867914
1739209618.6869893;-33.981070128970956
1739209618.6869984;-38.13080360867914
1739209618.6870074;-45.120503652039325
1739209618.6870165;-38.13080360867914
1739209618.6870255;-45.120503652039325
1739209618.6870346;-38.13080360867914
1739209618.6870437;-38.13080360867914
1739209618.6870527;-45.120503652039325
1739209618.6870618;-31.141103565318915
1739209618.6870708;-33.981070128970906
1739209618.68708;-45.120503652039325
1739209618.687089;-45.120503652039325
1739209618.687098;-45.120503652039325
1739209618.687107;-45.120503652039325
1739209618.6871161;-45.120503652039325
1739209618.6871252;-45.120503652039325
1739209618.6871343;-45.120503652039325
1739209618.6871433;-45.120503652039325
1739209618.6871524;-38.13080360867914
1739209618.6871614;-38.13080360867914
1739209618.6871705;-38.13080360867914
1739209618.6871796;-45.120503652039325
1739209618.6871886;-38.13080360867914
1739209618.6871977;-45.120503652039325
1739209618.6872067;-45.120503652039325
1739209618.6872158;-38.13080360867914
1739209618.6872249;-45.120503652039325
1739209618.687234;-45.120503652039325
1739209618.687243;-45.120503652039325
1739209618.687252;-32.816014438256545
1739209618.687261;-38.13080360867914
1739209618.6872702;-45.120503652039325
1739209618.6872792;-32.816014438256545
1739209618.6872883;-35.57807855764607
1739209618.6872973;-45.120503652039325
1739209618.6873064;-45.120503652039325
1739209618.6873155;-31.141103565318915
1739209618.6873245;-38.13080360867914
1739209618.6873336;-45.120503652039325
1739209618.6873426;-38.13080360867914
1739209618.6873517;-45.120503652039325
1739209618.6873608;-45.120503652039325
1739209618.6873698;-45.120503652039325
1739209618.687379;-45.120503652039325
1739209618.687388;-45.120503652039325
1739209618.687397;-31.141103565318915
1739209618.687406;-38.13080360867914
1739209618.6874151;-45.120503652039325
1739209618.6874242;-38.13080360867914
1739209618.6874332;-38.13080360867914
1739209618.6874423;-45.120503652039325
1739209618.6874514;-38.13080360867914
1739209618.6874604;-38.13080360867914
1739209618.6874695;-45.120503652039325
1739209618.6874785;-45.120503652039325
1739209618.6874876;-38.13080360867914
1739209618.6874967;-38.13080360867914
1739209618.6875057;-38.13080360867914
1739209618.6875148;-38.13080360867914
1739209618.6875238;-45.120503652039325
1739209618.687533;-38.13080360867914
1739209618.687542;-35.57807855764607
1739209618.687551;-45.120503652039325
1739209618.68756;-45.120503652039325
1739209618.6875691;-45.120503652039325
1739209618.6875782;-38.13080360867914
1739209618.6875873;-45.120503652039325
1739209618.6875963;-45.120503652039325
1739209618.6876054;-45.120503652039325
1739209618.6876144;-45.120503652039325
1739209618.6876235;-38.13080360867914
1739209618.6876326;-45.120503652039325
1739209618.6876416;-38.13080360867914
1739209618.6876507;-45.120503652039325
1739209618.6876597;-45.120503652039325
1739209618.6876688;-38.13080360867914
1739209618.6876779;-38.13080360867914
1739209618.687687;-38.13080360867914
1739209618.687696;-45.120503652039325
1739209618.687705;-38.13080360867914
1739209618.687714;-45.120503652039325
1739209618.6877232;-33.981070128970906
1739209618.6877322;-38.13080360867914
1739209618.6877413;-45.120503652039325
1739209618.6877503;-38.13080360867914
1739209618.6877594;-38.13080360867914
1739209618.6877685;-45.120503652039325
1739209618.6877775;-45.120503652039325
1739209618.6877866;-38.13080360867914
1739209618.6877956;-45.120503652039325
1739209618.6878047;-38.13080360867914
1739209618.6878138;-38.13080360867914
1739209618.6878228;-38.13080360867914
1739209618.6878319;-45.120503652039325
1739209618.687841;-33.981070128970906
1739209618.68785;-38.13080360867914
1739209618.687859;-33.981070128970906
1739209618.687868;-38.13080360867914
1739209618.6878772;-45.120503652039325
1739209618.6878862;-38.13080360867914
1739209618.6878953;-45.120503652039325
1739209618.6879044;-38.13080360867914
1739209618.6879134;-38.13080360867914
1739209618.6879225;-35.57807855764607
1739209618.6879315;-45.120503652039325
1739209618.6879406;-33.981070128970906
1739209618.6879497;-31.141103565318915
1739209618.6879587;-45.120503652039325
1739209618.6879678;-45.120503652039325
1739209618.6879768;-38.13080360867914
1739209618.687986;-38.13080360867914
1739209618.687995;-35.57807855764607
1739209618.688004;-33.981070128970906
1739209618.688013;-32.81601443825658
1739209618.6880221;-35.57807855764607
1739209618.6880312;-38.13080360867914
1739209618.6880403;-38.13080360867914
1739209618.6880493;-45.120503652039325
1739209618.6880584;-38.13080360867914
1739209618.6880674;-35.57807855764607
1739209618.6880765;-45.120503652039325
1739209618.6880856;-33.981070128970906
1739209618.6880946;-33.981070128970906
1739209618.6881037;-38.13080360867914
1739209618.6881127;-45.120503652039325
1739209618.6881218;-38.13080360867914
1739209618.6881309;-38.13080360867914
1739209618.68814;-38.13080360867914
1739209618.688149;-38.13080360867914
1739209618.688158;-45.120503652039325
1739209618.688167;-45.120503652039325
1739209618.6881762;-38.13080360867914
1739209618.6881852;-38.13080360867914
1739209618.6881943;-45.120503652039325
1739209618.6882033;-45.120503652039325
1739209618.6882124;-45.120503652039325
1739209618.6882215;-45.120503652039325
1739209618.6882305;-38.13080360867914
