CAN Message; 0x1a7:0000f7db7167cccd
Timestamp;Amplitude
1739209763.4059815;-35.57807855764607
1739209763.4059885;-38.13080360867914
1739209763.4059951;-45.120503652039325
1739209763.406002;-38.13080360867914
1739209763.406009;-38.13080360867914
1739209763.4060159;-38.13080360867914
1739209763.4060228;-45.120503652039325
1739209763.4060295;-38.13080360867914
1739209763.4060364;-45.120503652039325
1739209763.4060433;-45.120503652039325
1739209763.4060502;-45.120503652039325
1739209763.4060571;-38.13080360867914
1739209763.4060638;-38.13080360867914
1739209763.4060707;-38.13080360867914
1739209763.4060776;-38.13080360867914
1739209763.4060845;-45.120503652039325
1739209763.4060915;-35.57807855764607
1739209763.4060981;-38.13080360867914
1739209763.406105;-45.120503652039325
1739209763.406112;-33.981070128970906
1739209763.4061189;-33.981070128970906
1739209763.4061258;-33.981070128970906
1739209763.4061327;-45.120503652039325
1739209763.4061394;-45.120503652039325
1739209763.4061463;-33.981070128970906
1739209763.4061532;-38.13080360867914
1739209763.40616;-38.13080360867914
1739209763.406167;-38.13080360867914
1739209763.4061737;-35.57807855764607
1739209763.4061806;-35.57807855764607
1739209763.4061875;-45.120503652039325
1739209763.4061944;-45.120503652039325
1739209763.4062014;-32.816014438256545
1739209763.406208;-38.13080360867914
1739209763.406215;-45.120503652039325
1739209763.4062219;-45.120503652039325
1739209763.4062288;-38.13080360867914
1739209763.4062357;-38.13080360867914
1739209763.4062424;-38.13080360867914
1739209763.4062493;-45.120503652039325
1739209763.4062562;-38.13080360867914
1739209763.406263;-35.57807855764607
1739209763.40627;-45.120503652039325
1739209763.406277;-38.13080360867914
1739209763.4062836;-27.267205301931607
1739209763.4062905;-33.981070128970906
1739209763.4062974;-45.120503652039325
1739209763.4063044;-45.120503652039325
1739209763.4063113;-38.13080360867914
1739209763.406318;-45.120503652039325
1739209763.4063249;-45.120503652039325
1739209763.4063318;-45.120503652039325
1739209763.4063387;-35.57807855764607
1739209763.4063456;-33.981070128970906
1739209763.4063523;-45.120503652039325
1739209763.4063592;-45.120503652039325
1739209763.406366;-38.13080360867914
1739209763.406373;-38.13080360867914
1739209763.40638;-45.120503652039325
1739209763.4063869;-38.13080360867914
1739209763.4063935;-28.992665084841942
1739209763.4064004;-33.981070128970906
1739209763.4064074;-45.120503652039325
1739209763.4064143;-45.120503652039325
1739209763.4064212;-38.13080360867914
1739209763.4064279;-38.13080360867914
1739209763.4064348;-38.13080360867914
1739209763.4064417;-45.120503652039325
1739209763.4064486;-45.120503652039325
1739209763.4064555;-45.120503652039325
1739209763.4064622;-38.13080360867914
1739209763.406469;-35.57807855764607
1739209763.406476;-45.120503652039325
1739209763.406483;-38.13080360867914
1739209763.4064898;-45.120503652039325
1739209763.4064965;-45.120503652039325
1739209763.4065034;-45.120503652039325
1739209763.4065104;-38.13080360867914
1739209763.4065173;-45.120503652039325
1739209763.4065242;-45.120503652039325
1739209763.406531;-38.13080360867914
1739209763.4065378;-35.57807855764607
1739209763.4065447;-45.120503652039325
1739209763.4065516;-45.120503652039325
1739209763.4065585;-28.58837851428586
1739209763.4065654;-38.13080360867914
1739209763.406572;-45.120503652039325
1739209763.406579;-38.13080360867914
1739209763.406586;-38.13080360867914
1739209763.4065928;-38.13080360867914
1739209763.4065998;-38.13080360867914
1739209763.4066064;-45.120503652039325
1739209763.4066133;-38.13080360867914
1739209763.4066203;-45.120503652039325
1739209763.4066272;-38.13080360867914
1739209763.406634;-45.120503652039325
1739209763.406641;-45.120503652039325
1739209763.4066477;-38.13080360867914
1739209763.4066546;-38.13080360867914
1739209763.4066615;-38.13080360867914
1739209763.4066684;-26.487275050834715
1739209763.4066753;-32.816014438256545
1739209763.406682;-45.120503652039325
1739209763.406689;-33.981070128970906
1739209763.4066958;-33.981070128970906
1739209763.4067028;-45.120503652039325
1739209763.4067097;-45.120503652039325
1739209763.4067163;-38.13080360867914
1739209763.4067233;-38.13080360867914
1739209763.4067302;-45.120503652039325
1739209763.406737;-35.57807855764607
1739209763.406744;-45.120503652039325
1739209763.4067507;-38.13080360867914
1739209763.4067576;-38.13080360867914
1739209763.4067645;-38.13080360867914
1739209763.4067714;-38.13080360867914
1739209763.4067783;-38.13080360867914
1739209763.4067852;-45.120503652039325
1739209763.406792;-38.13080360867914
1739209763.4067988;-38.13080360867914
1739209763.4068058;-45.120503652039325
1739209763.4068127;-35.57807855764607
1739209763.4068196;-35.57807855764607
1739209763.4068263;-38.13080360867914
1739209763.4068332;-38.13080360867914
1739209763.40684;-45.120503652039325
1739209763.406847;-45.120503652039325
1739209763.406854;-38.13080360867914
1739209763.4068606;-38.13080360867914
1739209763.4068675;-45.120503652039325
1739209763.4068744;-45.120503652039325
1739209763.4068813;-38.13080360867914
1739209763.4068882;-45.120503652039325
1739209763.4068952;-45.120503652039325
1739209763.4069018;-38.13080360867914
1739209763.4069088;-38.13080360867914
1739209763.4069157;-45.120503652039325
1739209763.4069226;-45.120503652039325
1739209763.4069295;-38.13080360867914
1739209763.4069362;-45.120503652039325
1739209763.406943;-35.57807855764607
1739209763.40695;-38.13080360867914
1739209763.406957;-38.13080360867914
1739209763.4069638;-32.816014438256545
1739209763.4069705;-45.120503652039325
1739209763.4069774;-45.120503652039325
1739209763.4069843;-35.57807855764607
1739209763.4069912;-35.57807855764607
1739209763.4069982;-45.120503652039325
1739209763.4070048;-38.13080360867914
1739209763.4070117;-38.13080360867914
1739209763.4070187;-45.120503652039325
1739209763.4070256;-45.120503652039325
1739209763.4070325;-38.13080360867914
1739209763.4070394;-38.13080360867914
1739209763.407046;-45.120503652039325
1739209763.407053;-32.816014438256545
1739209763.40706;-38.13080360867914
1739209763.4070668;-45.120503652039325
1739209763.4070737;-45.120503652039325
1739209763.4070804;-38.13080360867914
1739209763.4070873;-38.13080360867914
1739209763.4070942;-45.120503652039325
1739209763.4071012;-38.13080360867914
1739209763.407108;-38.13080360867914
1739209763.4071147;-38.13080360867914
1739209763.4071217;-45.120503652039325
1739209763.4071286;-38.13080360867914
1739209763.4071355;-38.13080360867914
1739209763.4071424;-38.13080360867914
1739209763.407149;-38.13080360867914
1739209763.407156;-45.120503652039325
1739209763.407163;-38.13080360867914
1739209763.4071698;-31.141103565318915
1739209763.4071767;-38.13080360867914
1739209763.4071836;-38.13080360867914
1739209763.4071903;-38.13080360867914
1739209763.4071972;-45.120503652039325
1739209763.4072042;-45.120503652039325
1739209763.407211;-45.120503652039325
1739209763.407218;-45.120503652039325
1739209763.4072247;-38.13080360867914
1739209763.4072316;-38.13080360867914
1739209763.4072385;-45.120503652039325
1739209763.4072454;-38.13080360867914
1739209763.4072523;-32.816014438256545
1739209763.407259;-45.120503652039325
1739209763.407266;-45.120503652039325
1739209763.4072728;-45.120503652039325
1739209763.4072797;-33.981070128970906
1739209763.4072866;-33.981070128970906
1739209763.4072936;-38.13080360867914
1739209763.4073002;-38.13080360867914
1739209763.4073071;-45.120503652039325
1739209763.407314;-45.120503652039325
1739209763.407321;-45.120503652039325
1739209763.407328;-45.120503652039325
1739209763.4073346;-33.981070128970906
1739209763.4073415;-38.13080360867914
1739209763.4073484;-45.120503652039325
1739209763.4073553;-45.120503652039325
1739209763.4073622;-38.13080360867914
1739209763.407369;-38.13080360867914
1739209763.4073758;-45.120503652039325
1739209763.4073827;-38.13080360867914
1739209763.4073896;-45.120503652039325
1739209763.4073966;-38.13080360867914
1739209763.4074032;-38.13080360867914
1739209763.4074101;-33.981070128970906
1739209763.407417;-45.120503652039325
1739209763.407424;-45.120503652039325
1739209763.407431;-38.13080360867914
1739209763.4074378;-38.13080360867914
1739209763.4074445;-33.981070128970906
1739209763.4074514;-31.141103565318915
1739209763.4074583;-45.120503652039325
1739209763.4074652;-38.13080360867914
1739209763.4074721;-35.57807855764607
1739209763.4074788;-45.120503652039325
1739209763.4074857;-45.120503652039325
1739209763.4074926;-38.13080360867914
1739209763.4074996;-38.13080360867914
1739209763.4075065;-33.981070128970906
1739209763.4075131;-35.57807855764607
1739209763.40752;-45.120503652039325
1739209763.407527;-38.13080360867914
1739209763.407534;-45.120503652039325
1739209763.4075408;-45.120503652039325
1739209763.4075477;-38.13080360867914
1739209763.4075544;-45.120503652039325
1739209763.4075613;-38.13080360867914
1739209763.4075682;-45.120503652039325
1739209763.4075751;-45.120503652039325
1739209763.407582;-38.13080360867914
1739209763.4075887;-38.13080360867914
1739209763.4075956;-38.13080360867914
1739209763.4076025;-45.120503652039325
1739209763.4076095;-45.120503652039325
1739209763.4076164;-35.57807855764607
1739209763.407623;-38.13080360867914
1739209763.40763;-45.120503652039325
1739209763.407637;-38.13080360867914
1739209763.4076438;-38.13080360867914
1739209763.4076507;-45.120503652039325
1739209763.4076574;-45.120503652039325
1739209763.4076643;-45.120503652039325
1739209763.4076712;-38.13080360867914
1739209763.4076781;-35.57807855764607
1739209763.407685;-45.120503652039325
1739209763.407692;-38.13080360867914
1739209763.4076986;-33.981070128970906
1739209763.4077055;-38.13080360867914
1739209763.4077125;-45.120503652039325
1739209763.4077194;-38.13080360867914
1739209763.4077263;-27.267205301931607
1739209763.407733;-38.13080360867914
1739209763.4077399;-45.120503652039325
1739209763.4077468;-45.120503652039325
1739209763.4077537;-38.13080360867914
1739209763.4077606;-45.120503652039325
1739209763.4077673;-38.13080360867914
1739209763.4077742;-35.57807855764607
1739209763.4077811;-38.13080360867914
1739209763.407788;-45.120503652039325
1739209763.407795;-45.120503652039325
1739209763.4078016;-45.120503652039325
1739209763.4078085;-45.120503652039325
1739209763.4078155;-38.13080360867914
1739209763.4078224;-45.120503652039325
1739209763.4078293;-45.120503652039325
1739209763.4078362;-25.62660358559016
1739209763.4078429;-33.981070128970906
1739209763.4078498;-38.13080360867914
1739209763.4078567;-45.120503652039325
1739209763.4078636;-38.13080360867914
1739209763.4078705;-38.13080360867914
1739209763.4078772;-38.13080360867914
1739209763.4078841;-45.120503652039325
1739209763.407891;-38.13080360867914
1739209763.407898;-45.120503652039325
1739209763.4079049;-45.120503652039325
1739209763.4079115;-38.13080360867914
1739209763.4079185;-38.13080360867914
1739209763.4079254;-45.120503652039325
1739209763.4079323;-38.13080360867914
1739209763.4079392;-38.13080360867914
1739209763.407946;-45.120503652039325
1739209763.4079528;-45.120503652039325
1739209763.4079597;-45.120503652039325
1739209763.4079666;-45.120503652039325
1739209763.4079735;-45.120503652039325
1739209763.4079804;-45.120503652039325
1739209763.407987;-45.120503652039325
1739209763.407994;-38.13080360867914
1739209763.408001;-32.816014438256545
1739209763.4080079;-38.13080360867914
1739209763.4080148;-45.120503652039325
1739209763.4080215;-45.120503652039325
1739209763.4080284;-38.13080360867914
1739209763.4080353;-45.120503652039325
1739209763.4080422;-38.13080360867914
1739209763.408049;-32.816014438256545
1739209763.4080558;-45.120503652039325
1739209763.4080627;-45.120503652039325
1739209763.4080696;-45.120503652039325
1739209763.4080765;-45.120503652039325
1739209763.4080834;-45.120503652039325
1739209763.4080904;-45.120503652039325
1739209763.408097;-31.141103565318893
1739209763.408104;-38.13080360867914
1739209763.4081109;-31.141103565318893
1739209763.4081178;-31.141103565318893
1739209763.4081247;-38.13080360867914
1739209763.4081314;-45.120503652039325
1739209763.4081383;-35.57807855764607
1739209763.4081452;-38.13080360867914
1739209763.408152;-45.120503652039325
1739209763.408159;-45.120503652039325
1739209763.4081657;-45.120503652039325
1739209763.4081726;-38.13080360867914
1739209763.4081795;-35.57807855764607
1739209763.4081864;-38.13080360867914
1739209763.4081933;-45.120503652039325
1739209763.4082003;-38.13080360867914
1739209763.408207;-38.13080360867914
1739209763.4082139;-45.120503652039325
1739209763.4082208;-32.816014438256545
1739209763.4082277;-32.816014438256545
1739209763.4082346;-38.13080360867914
1739209763.4082413;-38.13080360867914
1739209763.4082482;-38.13080360867914
1739209763.408255;-38.13080360867914
1739209763.408262;-38.13080360867914
1739209763.408269;-38.13080360867914
1739209763.4082756;-38.13080360867914
1739209763.4082825;-38.13080360867914
1739209763.4082894;-38.13080360867914
1739209763.4082963;-38.13080360867914
1739209763.4083033;-45.120503652039325
1739209763.40831;-38.13080360867914
1739209763.4083169;-38.13080360867914
1739209763.4083238;-38.13080360867914
1739209763.4083307;-45.120503652039325
1739209763.4083376;-45.120503652039325
1739209763.4083445;-38.13080360867914
1739209763.4083512;-45.120503652039325
1739209763.408358;-45.120503652039325
1739209763.408365;-45.120503652039325
1739209763.408372;-38.13080360867914
1739209763.4083788;-45.120503652039325
1739209763.4083855;-38.13080360867914
1739209763.4083924;-38.13080360867914
1739209763.4083993;-45.120503652039325
1739209763.4084063;-38.13080360867914
1739209763.4084132;-38.13080360867914
1739209763.4084198;-33.981070128970906
1739209763.4084268;-38.13080360867914
1739209763.4084337;-31.141103565318915
1739209763.4084406;-45.120503652039325
1739209763.4084475;-45.120503652039325
1739209763.4084542;-45.120503652039325
1739209763.408461;-45.120503652039325
1739209763.408468;-45.120503652039325
1739209763.408475;-38.13080360867914
1739209763.4084818;-38.13080360867914
1739209763.4084888;-45.120503652039325
1739209763.4084954;-35.57807855764607
1739209763.4085023;-35.57807855764607
1739209763.4085093;-45.120503652039325
1739209763.4085162;-38.13080360867914
1739209763.408523;-38.13080360867914
1739209763.4085298;-45.120503652039325
1739209763.4085367;-45.120503652039325
1739209763.4085436;-45.120503652039325
1739209763.4085505;-45.120503652039325
1739209763.4085574;-38.13080360867914
1739209763.408564;-38.13080360867914
1739209763.408571;-38.13080360867914
1739209763.408578;-38.13080360867914
1739209763.4085848;-32.816014438256545
1739209763.4085917;-38.13080360867914
1739209763.4085987;-45.120503652039325
1739209763.4086053;-33.981070128970906
1739209763.4086123;-45.120503652039325
1739209763.4086192;-38.13080360867914
1739209763.408626;-45.120503652039325
1739209763.408633;-38.13080360867914
1739209763.4086397;-45.120503652039325
1739209763.4086466;-38.13080360867914
1739209763.4086535;-38.13080360867914
1739209763.4086604;-38.13080360867914
1739209763.4086673;-38.13080360867914
1739209763.408674;-38.13080360867914
1739209763.408681;-45.120503652039325
1739209763.4086878;-38.13080360867914
1739209763.4086947;-38.13080360867914
1739209763.4087017;-38.13080360867914
1739209763.4087083;-45.120503652039325
1739209763.4087152;-33.981070128970906
1739209763.4087222;-38.13080360867914
1739209763.408729;-38.13080360867914
1739209763.408736;-45.120503652039325
1739209763.408743;-45.120503652039325
1739209763.4087496;-38.13080360867914
1739209763.4087565;-38.13080360867914
1739209763.4087634;-33.981070128970906
1739209763.4087703;-38.13080360867914
1739209763.4087772;-38.13080360867914
1739209763.408784;-45.120503652039325
1739209763.4087908;-38.13080360867914
1739209763.4087977;-38.13080360867914
1739209763.4088047;-38.13080360867914
1739209763.4088116;-38.13080360867914
1739209763.4088182;-45.120503652039325
1739209763.4088252;-45.120503652039325
1739209763.408832;-38.13080360867914
1739209763.408839;-27.267205301931607
1739209763.408846;-35.57807855764607
1739209763.4088528;-45.120503652039325
1739209763.4088595;-45.120503652039325
1739209763.4088664;-35.57807855764607
1739209763.4088733;-35.57807855764607
1739209763.4088802;-45.120503652039325
1739209763.4088871;-45.120503652039325
1739209763.4088938;-38.13080360867914
1739209763.4089007;-38.13080360867914
1739209763.4089077;-45.120503652039325
1739209763.4089146;-45.120503652039325
1739209763.4089215;-38.13080360867914
1739209763.4089282;-35.57807855764607
1739209763.408935;-38.13080360867914
1739209763.408942;-38.13080360867914
1739209763.408949;-27.267205301931607
1739209763.4089558;-38.13080360867914
1739209763.4089625;-45.120503652039325
1739209763.4089694;-38.13080360867914
1739209763.4089763;-33.981070128970906
1739209763.4089832;-33.981070128970906
1739209763.4089901;-45.120503652039325
1739209763.408997;-45.120503652039325
1739209763.4090037;-35.57807855764607
1739209763.4090106;-45.120503652039325
1739209763.4090176;-45.120503652039325
1739209763.4090245;-45.120503652039325
1739209763.4090314;-45.120503652039325
1739209763.409038;-38.13080360867914
1739209763.409045;-38.13080360867914
1739209763.409052;-45.120503652039325
1739209763.4090588;-38.13080360867914
1739209763.4090657;-45.120503652039325
1739209763.4090724;-45.120503652039325
1739209763.4090793;-45.120503652039325
1739209763.4090862;-45.120503652039325
1739209763.4090931;-45.120503652039325
1739209763.4091;-45.120503652039325
1739209763.4091067;-45.120503652039325
1739209763.4091136;-30.49652367304973
1739209763.4091206;-38.13080360867914
1739209763.4091275;-45.120503652039325
1739209763.4091344;-38.13080360867914
1739209763.4091413;-38.13080360867914
1739209763.409148;-38.13080360867914
1739209763.409155;-38.13080360867914
1739209763.4091618;-35.57807855764607
1739209763.4091687;-33.981070128970956
1739209763.4091756;-45.120503652039325
1739209763.4091823;-45.120503652039325
1739209763.4091892;-45.120503652039325
1739209763.4091961;-45.120503652039325
1739209763.409203;-38.13080360867914
1739209763.40921;-38.13080360867914
1739209763.4092166;-45.120503652039325
1739209763.4092236;-27.8777449560314
1739209763.4092305;-38.13080360867914
1739209763.4092374;-45.120503652039325
1739209763.4092443;-45.120503652039325
1739209763.4092512;-38.13080360867914
1739209763.409258;-45.120503652039325
1739209763.4092648;-38.13080360867914
1739209763.4092717;-38.13080360867914
1739209763.4092786;-38.13080360867914
1739209763.4092855;-45.120503652039325
1739209763.4092922;-33.981070128970906
1739209763.4092991;-45.120503652039325
1739209763.409306;-38.13080360867914
1739209763.409313;-38.13080360867914
1739209763.4093199;-45.120503652039325
1739209763.4093266;-38.13080360867914
1739209763.4093335;-45.120503652039325
1739209763.4093404;-45.120503652039325
1739209763.4093473;-38.13080360867914
1739209763.4093542;-38.13080360867914
1739209763.409361;-45.120503652039325
1739209763.4093678;-45.120503652039325
1739209763.4093747;-45.120503652039325
1739209763.4093816;-45.120503652039325
1739209763.4093885;-45.120503652039325
1739209763.4093955;-45.120503652039325
1739209763.4094021;-45.120503652039325
1739209763.409409;-38.13080360867914
1739209763.409416;-35.57807855764607
1739209763.4094229;-38.13080360867914
1739209763.4094298;-45.120503652039325
1739209763.4094365;-45.120503652039325
1739209763.4094434;-45.120503652039325
1739209763.4094503;-45.120503652039325
1739209763.4094572;-31.141103565318915
1739209763.4094641;-38.13080360867914
1739209763.4094708;-45.120503652039325
1739209763.4094777;-31.141103565318915
1739209763.4094846;-38.13080360867914
1739209763.4094915;-45.120503652039325
1739209763.4094985;-35.57807855764607
1739209763.4095054;-38.13080360867914
1739209763.409512;-38.13080360867914
1739209763.409519;-45.120503652039325
1739209763.4095259;-32.816014438256545
1739209763.4095328;-38.13080360867914
1739209763.4095397;-45.120503652039325
1739209763.4095464;-45.120503652039325
1739209763.4095533;-45.120503652039325
1739209763.4095602;-45.120503652039325
1739209763.409567;-45.120503652039325
1739209763.409574;-38.13080360867914
1739209763.4095807;-38.13080360867914
1739209763.4095876;-38.13080360867914
1739209763.4095945;-45.120503652039325
1739209763.4096014;-45.120503652039325
1739209763.4096084;-45.120503652039325
1739209763.409615;-38.13080360867914
1739209763.409622;-38.13080360867914
1739209763.4096289;-45.120503652039325
1739209763.4096358;-38.13080360867914
1739209763.4096427;-38.13080360867914
1739209763.4096496;-38.13080360867914
1739209763.4096563;-45.120503652039325
1739209763.4096632;-38.13080360867914
1739209763.40967;-45.120503652039325
1739209763.409677;-38.13080360867914
1739209763.409684;-38.13080360867914
1739209763.4096906;-35.57807855764607
1739209763.4096975;-32.816014438256545
1739209763.4097044;-45.120503652039325
1739209763.4097114;-45.120503652039325
1739209763.4097183;-38.13080360867914
1739209763.409725;-33.981070128970906
1739209763.4097319;-38.13080360867914
1739209763.4097388;-45.120503652039325
1739209763.4097457;-38.13080360867914
1739209763.4097526;-38.13080360867914
1739209763.4097593;-38.13080360867914
1739209763.4097662;-45.120503652039325
1739209763.409773;-38.13080360867914
1739209763.40978;-38.13080360867914
1739209763.409787;-45.120503652039325
1739209763.4097939;-45.120503652039325
1739209763.4098005;-38.13080360867914
1739209763.4098074;-45.120503652039325
1739209763.4098144;-45.120503652039325
1739209763.4098213;-45.120503652039325
1739209763.4098282;-38.13080360867914
1739209763.4098349;-33.981070128970906
1739209763.4098418;-35.57807855764607
1739209763.4098487;-35.57807855764607
1739209763.4098556;-45.120503652039325
1739209763.4098625;-33.981070128970906
1739209763.4098692;-38.13080360867914
1739209763.409876;-45.120503652039325
1739209763.409883;-45.120503652039325
1739209763.40989;-45.120503652039325
1739209763.4098969;-45.120503652039325
1739209763.4099038;-45.120503652039325
1739209763.4099104;-45.120503652039325
1739209763.4099174;-45.120503652039325
1739209763.4099243;-45.120503652039325
1739209763.4099312;-38.13080360867914
1739209763.409938;-45.120503652039325
1739209763.4099448;-45.120503652039325
1739209763.4099517;-45.120503652039325
1739209763.4099586;-45.120503652039325
1739209763.4099655;-45.120503652039325
1739209763.4099724;-38.13080360867914
1739209763.409979;-35.57807855764607
1739209763.409986;-33.981070128970906
1739209763.409993;-35.57807855764607
1739209763.4099998;-38.13080360867914
1739209763.4100068;-38.13080360867914
1739209763.4100134;-38.13080360867914
1739209763.4100204;-38.13080360867914
1739209763.4100273;-45.120503652039325
1739209763.4100342;-45.120503652039325
1739209763.410041;-35.57807855764607
1739209763.410048;-38.13080360867914
1739209763.4100547;-33.981070128970906
1739209763.4100616;-28.992665084841942
1739209763.4100685;-38.13080360867914
1739209763.4100754;-45.120503652039325
1739209763.4100823;-38.13080360867914
1739209763.410089;-38.13080360867914
1739209763.410096;-33.981070128970906
1739209763.4101028;-45.120503652039325
1739209763.4101098;-45.120503652039325
1739209763.4101167;-38.13080360867914
1739209763.4101233;-45.120503652039325
1739209763.4101303;-38.13080360867914
1739209763.4101372;-45.120503652039325
1739209763.410144;-35.57807855764607
1739209763.410151;-30.49652367304973
1739209763.410158;-45.120503652039325
1739209763.4101646;-38.13080360867914
1739209763.4101715;-31.141103565318915
1739209763.4101784;-35.57807855764607
1739209763.4101853;-45.120503652039325
1739209763.4101923;-38.13080360867914
1739209763.410199;-33.981070128970906
1739209763.4102058;-45.120503652039325
1739209763.4102128;-45.120503652039325
1739209763.4102197;-45.120503652039325
1739209763.4102266;-38.13080360867914
1739209763.4102333;-45.120503652039325
1739209763.4102402;-45.120503652039325
1739209763.410247;-45.120503652039325
1739209763.410254;-38.13080360867914
1739209763.410261;-38.13080360867914
1739209763.4102676;-45.120503652039325
1739209763.4102745;-38.13080360867914
1739209763.4102814;-33.981070128970906
1739209763.4102883;-38.13080360867914
1739209763.4102952;-35.57807855764607
1739209763.4103022;-35.57807855764607
1739209763.4103088;-45.120503652039325
1739209763.4103158;-45.120503652039325
1739209763.4103227;-45.120503652039325
1739209763.4103296;-38.13080360867914
1739209763.4103365;-45.120503652039325
1739209763.4103432;-45.120503652039325
1739209763.41035;-45.120503652039325
1739209763.410357;-45.120503652039325
1739209763.410364;-45.120503652039325
1739209763.4103708;-38.13080360867914
1739209763.4103775;-45.120503652039325
1739209763.4103844;-38.13080360867914
1739209763.4103913;-38.13080360867914
1739209763.4103982;-45.120503652039325
1739209763.4104052;-32.816014438256545
1739209763.4104118;-35.57807855764607
1739209763.4104187;-45.120503652039325
1739209763.4104257;-45.120503652039325
1739209763.4104326;-33.981070128970906
1739209763.4104395;-38.13080360867914
1739209763.4104464;-27.8777449560314
1739209763.410453;-38.13080360867914
1739209763.41046;-45.120503652039325
1739209763.410467;-35.57807855764607
1739209763.4104738;-38.13080360867914
1739209763.4104807;-45.120503652039325
1739209763.4104874;-38.13080360867914
1739209763.4104943;-35.57807855764607
1739209763.4105012;-33.981070128970956
1739209763.4105082;-45.120503652039325
1739209763.410515;-35.57807855764607
1739209763.4105217;-38.13080360867914
