CAN Message; 0x1bb:000043c119eb692f
1739209765.5675068;-45.120503652039325
1739209765.5675118;-33.981070128970906
1739209765.5675168;-45.120503652039325
1739209765.5675218;-45.120503652039325
1739209765.5675268;-38.13080360867914
1739209765.5675318;-32.816014438256545
1739209765.5675368;-32.816014438256545
1739209765.5675418;-45.120503652039325
1739209765.5675468;-45.120503652039325
1739209765.5675519;-35.57807855764607
1739209765.5675569;-32.816014438256545
1739209765.5675619;-45.120503652039325
1739209765.5675669;-45.120503652039325
1739209765.5675719;-38.13080360867914
1739209765.567577;-33.981070128970906
1739209765.567582;-45.120503652039325
1739209765.567587;-38.13080360867914
1739209765.567592;-45.120503652039325
1739209765.567597;-45.120503652039325
1739209765.567602;-38.13080360867914
1739209765.567607;-38.13080360867914
1739209765.567612;-45.120503652039325
1739209765.567617;-45.120503652039325
1739209765.567622;-45.120503652039325
1739209765.567627;-45.120503652039325
1739209765.567632;-38.13080360867914
1739209765.567637;-38.13080360867914
1739209765.567642;-45.120503652039325
1739209765.567647;-38.13080360867914
1739209765.567652;-38.13080360867914
1739209765.567657;-28.992665084841942
1739209765.567662;-38.13080360867914
1739209765.567667;-45.120503652039325
1739209765.567672;-45.120503652039325
1739209765.567677;-35.57807855764607
1739209765.567682;-38.13080360867914
1739209765.567687;-45.120503652039325
1739209765.567692;-45.120503652039325
1739209765.567697;-32.81601443825658
1739209765.567702;-38.13080360867914
1739209765.567707;-33.981070128970906
1739209765.567712;-45.120503652039325
1739209765.567717;-45.120503652039325
1739209765.567722;-38.13080360867914
1739209765.567727;-45.120503652039325
1739209765.567732;-45.120503652039325
1739209765.567737;-38.13080360867914
1739209765.567742;-45.120503652039325
1739209765.567747;-45.120503652039325
1739209765.5677521;-38.13080360867914
1739209765.5677571;-38.13080360867914
1739209765.5677621;-38.13080360867914
1739209765.5677671;-45.120503652039325
1739209765.5677722;-45.120503652039325
1739209765.5677772;-45.120503652039325
1739209765.5677822;-32.816014438256545
1739209765.5677872;-32.816014438256545
1739209765.5677922;-45.120503652039325
1739209765.5677972;-38.13080360867914
1739209765.5678022;-38.13080360867914
1739209765.5678072;-45.120503652039325
1739209765.5678122;-38.13080360867914
1739209765.5678172;-33.981070128970906
1739209765.5678222;-38.13080360867914
1739209765.5678272;-33.981070128970906
1739209765.5678322;-38.13080360867914
1739209765.5678372;-38.13080360867914
1739209765.5678422;-45.120503652039325
1739209765.5678473;-33.981070128970906
1739209765.5678523;-33.981070128970906
1739209765.5678573;-28.992665084841942
1739209765.5678623;-38.13080360867914
1739209765.5678673;-45.120503652039325
1739209765.5678723;-45.120503652039325
1739209765.5678773;-38.13080360867914
1739209765.5678823;-35.57807855764607
1739209765.5678873;-45.120503652039325
1739209765.5678923;-38.13080360867914
1739209765.5678973;-33.981070128970906
1739209765.5679023;-45.120503652039325
1739209765.5679073;-45.120503652039325
1739209765.5679123;-38.13080360867914
1739209765.5679173;-45.120503652039325
1739209765.5679224;-45.120503652039325
1739209765.5679274;-38.13080360867914
1739209765.5679324;-45.120503652039325
1739209765.5679374;-31.141103565318915
1739209765.5679424;-38.13080360867914
1739209765.5679474;-38.13080360867914
1739209765.5679524;-45.120503652039325
1739209765.5679574;-45.120503652039325
1739209765.5679624;-32.816014438256545
1739209765.5679674;-38.13080360867914
1739209765.5679724;-45.120503652039325
1739209765.5679774;-33.981070128970906
1739209765.5679824;-33.981070128970906
1739209765.5679874;-45.120503652039325
1739209765.5679924;-38.13080360867914
1739209765.5679975;-38.13080360867914
1739209765.5680025;-38.13080360867914
1739209765.5680075;-33.981070128970906
1739209765.5680125;-45.120503652039325
1739209765.5680175;-45.120503652039325
1739209765.5680225;-45.120503652039325
1739209765.5680275;-45.120503652039325
1739209765.5680325;-45.120503652039325
1739209765.5680375;-38.13080360867914
1739209765.5680425;-38.13080360867914
1739209765.5680475;-45.120503652039325
1739209765.5680528;-45.120503652039325
1739209765.5680578;-45.120503652039325
1739209765.5680628;-38.13080360867914
1739209765.5680678;-33.981070128970906
1739209765.5680728;-45.120503652039325
1739209765.5680778;-45.120503652039325
1739209765.5680828;-29.438486411369333
1739209765.5680878;-35.57807855764607
1739209765.5680928;-45.120503652039325
1739209765.5680978;-33.981070128970906
1739209765.5681028;-31.141103565318915
1739209765.5681078;-38.13080360867914
1739209765.5681129;-45.120503652039325
1739209765.5681179;-38.13080360867914
1739209765.5681229;-45.120503652039325
1739209765.5681279;-45.120503652039325
1739209765.5681329;-38.13080360867914
1739209765.568138;-38.13080360867914
1739209765.568143;-45.120503652039325
1739209765.568148;-45.120503652039325
1739209765.568153;-45.120503652039325
1739209765.568158;-45.120503652039325
1739209765.568163;-35.57807855764607
1739209765.568168;-38.13080360867914
1739209765.568173;-45.120503652039325
1739209765.568178;-35.57807855764607
1739209765.568183;-38.13080360867914
1739209765.568188;-45.120503652039325
1739209765.568193;-45.120503652039325
1739209765.568198;-45.120503652039325
1739209765.568203;-45.120503652039325
1739209765.568208;-45.120503652039325
1739209765.568213;-45.120503652039325
1739209765.568218;-38.13080360867914
1739209765.568223;-45.120503652039325
1739209765.568228;-45.120503652039325
1739209765.568233;-45.120503652039325
1739209765.568238;-38.13080360867914
1739209765.568243;-38.13080360867914
1739209765.568248;-45.120503652039325
1739209765.568253;-35.57807855764607
1739209765.568258;-45.120503652039325
1739209765.568263;-32.816014438256545
1739209765.568268;-32.816014438256545
1739209765.568273;-38.13080360867914
1739209765.568278;-45.120503652039325
1739209765.568283;-38.13080360867914
1739209765.568288;-45.120503652039325
1739209765.568293;-38.13080360867914
1739209765.568298;-32.816014438256545
1739209765.568303;-45.120503652039325
1739209765.568308;-45.120503652039325
1739209765.5683131;-38.13080360867914
1739209765.5683181;-38.13080360867914
1739209765.5683231;-45.120503652039325
1739209765.5683281;-45.120503652039325
1739209765.5683331;-32.816014438256545
1739209765.5683382;-38.13080360867914
1739209765.5683432;-35.57807855764607
1739209765.5683482;-35.57807855764607
1739209765.5683532;-38.13080360867914
1739209765.5683582;-45.120503652039325
1739209765.5683632;-35.57807855764607
1739209765.5683682;-38.13080360867914
1739209765.5683732;-45.120503652039325
1739209765.5683782;-45.120503652039325
1739209765.5683832;-38.13080360867914
1739209765.5683882;-33.981070128970906
1739209765.5683932;-45.120503652039325
1739209765.5683982;-33.981070128970906
1739209765.5684032;-45.120503652039325
1739209765.5684083;-45.120503652039325
1739209765.5684133;-45.120503652039325
1739209765.5684183;-38.13080360867914
1739209765.5684233;-45.120503652039325
1739209765.5684283;-38.13080360867914
1739209765.5684333;-35.57807855764607
1739209765.5684383;-35.57807855764607
1739209765.5684433;-38.13080360867914
1739209765.5684483;-45.120503652039325
1739209765.5684533;-38.13080360867914
1739209765.5684583;-38.13080360867914
1739209765.5684633;-32.816014438256545
1739209765.5684683;-30.49652367304973
1739209765.5684733;-38.13080360867914
1739209765.5684783;-38.13080360867914
1739209765.5684834;-38.13080360867914
1739209765.5684884;-38.13080360867914
1739209765.5684934;-38.13080360867914
1739209765.5684984;-33.981070128970906
1739209765.5685034;-45.120503652039325
1739209765.5685084;-33.981070128970956
1739209765.5685134;-32.816014438256545
1739209765.5685184;-38.13080360867914
1739209765.5685234;-45.120503652039325
1739209765.5685284;-45.120503652039325
1739209765.5685334;-38.13080360867914
1739209765.5685384;-45.120503652039325
1739209765.5685434;-33.981070128970906
1739209765.5685484;-32.816014438256545
1739209765.5685534;-38.13080360867914
1739209765.5685585;-38.13080360867914
1739209765.5685635;-45.120503652039325
1739209765.5685685;-38.13080360867914
1739209765.5685735;-38.13080360867914
1739209765.5685785;-38.13080360867914
1739209765.5685835;-45.120503652039325
1739209765.5685885;-38.13080360867914
1739209765.5685935;-32.816014438256545
1739209765.5685985;-38.13080360867914
1739209765.5686035;-45.120503652039325
1739209765.5686085;-38.13080360867914
1739209765.5686135;-38.13080360867914
1739209765.5686185;-45.120503652039325
1739209765.5686235;-38.13080360867914
1739209765.5686285;-45.120503652039325
1739209765.5686336;-45.120503652039325
1739209765.5686386;-45.120503652039325
1739209765.5686436;-45.120503652039325
1739209765.5686486;-45.120503652039325
1739209765.5686536;-45.120503652039325
1739209765.5686586;-45.120503652039325
1739209765.5686636;-38.13080360867914
1739209765.5686686;-28.992665084841942
1739209765.5686736;-45.120503652039325
1739209765.5686786;-45.120503652039325
1739209765.5686836;-38.13080360867914
1739209765.5686886;-33.981070128970906
1739209765.5686936;-45.120503652039325
1739209765.5686986;-38.13080360867914
1739209765.5687037;-45.120503652039325
1739209765.5687087;-35.57807855764607
1739209765.5687137;-38.13080360867914
1739209765.5687187;-45.120503652039325
1739209765.5687237;-38.13080360867914
1739209765.5687287;-45.120503652039325
1739209765.5687337;-33.981070128970906
1739209765.5687387;-38.13080360867914
1739209765.5687437;-35.57807855764607
1739209765.5687487;-38.13080360867914
1739209765.5687537;-45.120503652039325
1739209765.5687587;-45.120503652039325
1739209765.5687637;-45.120503652039325
1739209765.5687687;-38.13080360867914
1739209765.5687737;-45.120503652039325
1739209765.5687788;-45.120503652039325
1739209765.5687838;-45.120503652039325
1739209765.5687888;-38.13080360867914
1739209765.5687938;-38.13080360867914
1739209765.5687988;-45.120503652039325
1739209765.5688038;-45.120503652039325
1739209765.5688088;-33.981070128970906
1739209765.5688138;-32.816014438256545
1739209765.5688188;-45.120503652039325
1739209765.5688238;-38.13080360867914
1739209765.5688288;-38.13080360867914
1739209765.5688338;-45.120503652039325
1739209765.5688388;-45.120503652039325
1739209765.5688438;-38.13080360867914
1739209765.5688488;-38.13080360867914
1739209765.5688539;-45.120503652039325
1739209765.5688589;-45.120503652039325
1739209765.5688639;-38.13080360867914
1739209765.5688689;-33.981070128970906
1739209765.568874;-38.13080360867914
1739209765.568879;-38.13080360867914
1739209765.568884;-45.120503652039325
1739209765.568889;-33.981070128970906
1739209765.568894;-38.13080360867914
1739209765.568899;-45.120503652039325
1739209765.5689042;-45.120503652039325
1739209765.5689092;-38.13080360867914
1739209765.5689142;-45.120503652039325
1739209765.5689192;-45.120503652039325
1739209765.5689242;-38.13080360867914
1739209765.5689292;-45.120503652039325
1739209765.5689342;-45.120503652039325
1739209765.5689392;-45.120503652039325
1739209765.5689442;-45.120503652039325
1739209765.5689492;-45.120503652039325
1739209765.5689542;-45.120503652039325
1739209765.5689592;-45.120503652039325
1739209765.5689642;-45.120503652039325
1739209765.5689692;-38.13080360867914
1739209765.5689743;-38.13080360867914
1739209765.5689793;-38.13080360867914
1739209765.5689843;-45.120503652039325
1739209765.5689893;-38.13080360867914
1739209765.5689943;-38.13080360867914
1739209765.5689993;-45.120503652039325
1739209765.5690043;-45.120503652039325
1739209765.5690093;-45.120503652039325
1739209765.5690143;-35.57807855764607
1739209765.5690193;-38.13080360867914
1739209765.5690243;-45.120503652039325
1739209765.5690293;-38.13080360867914
1739209765.5690343;-45.120503652039325
1739209765.5690393;-38.13080360867914
1739209765.5690444;-45.120503652039325
1739209765.5690494;-33.981070128970906
1739209765.5690544;-33.981070128970906
1739209765.5690594;-45.120503652039325
1739209765.5690644;-38.13080360867914
1739209765.5690694;-45.120503652039325
1739209765.5690744;-35.57807855764607
1739209765.5690794;-38.13080360867914
1739209765.5690844;-45.120503652039325
1739209765.5690894;-45.120503652039325
1739209765.5690944;-38.13080360867914
1739209765.5690994;-38.13080360867914
1739209765.5691044;-45.120503652039325
1739209765.5691094;-45.120503652039325
1739209765.5691144;-45.120503652039325
1739209765.5691195;-38.13080360867914
1739209765.5691245;-38.13080360867914
1739209765.5691295;-45.120503652039325
1739209765.5691345;-45.120503652039325
1739209765.5691395;-38.13080360867914
1739209765.5691445;-45.120503652039325
1739209765.5691495;-45.120503652039325
1739209765.5691545;-31.141103565318893
1739209765.5691595;-32.816014438256545
1739209765.5691645;-45.120503652039325
1739209765.5691695;-45.120503652039325
1739209765.5691745;-35.57807855764607
1739209765.5691795;-38.13080360867914
1739209765.5691845;-45.120503652039325
1739209765.5691895;-45.120503652039325
1739209765.5691946;-45.120503652039325
1739209765.5691996;-38.13080360867914
1739209765.5692046;-38.13080360867914
1739209765.5692096;-45.120503652039325
1739209765.5692146;-45.120503652039325
1739209765.5692196;-38.13080360867914
1739209765.5692246;-45.120503652039325
1739209765.5692296;-38.13080360867914
1739209765.5692346;-45.120503652039325
1739209765.5692396;-38.13080360867914
1739209765.5692446;-45.120503652039325
1739209765.5692496;-45.120503652039325
1739209765.5692546;-32.816014438256545
1739209765.5692596;-33.981070128970906
1739209765.5692647;-38.13080360867914
1739209765.5692697;-38.13080360867914
1739209765.5692747;-29.438486411369333
1739209765.5692797;-29.438486411369333
1739209765.5692847;-45.120503652039325
1739209765.5692897;-45.120503652039325
1739209765.5692947;-38.13080360867914
1739209765.5692997;-31.141103565318893
1739209765.5693047;-45.120503652039325
1739209765.5693097;-45.120503652039325
1739209765.5693147;-45.120503652039325
1739209765.5693197;-45.120503652039325
1739209765.5693247;-45.120503652039325
1739209765.5693297;-38.13080360867914
1739209765.5693347;-45.120503652039325
1739209765.5693398;-45.120503652039325
1739209765.5693448;-38.13080360867914
1739209765.5693498;-45.120503652039325
1739209765.5693548;-35.57807855764607
1739209765.5693598;-35.57807855764607
1739209765.5693648;-35.57807855764607
1739209765.5693698;-38.13080360867914
1739209765.5693748;-45.120503652039325
1739209765.5693798;-45.120503652039325
1739209765.5693848;-45.120503652039325
1739209765.5693898;-45.120503652039325
1739209765.5693948;-33.981070128970906
1739209765.5693998;-30.49652367304973
1739209765.5694048;-45.120503652039325
1739209765.5694098;-45.120503652039325
1739209765.5694149;-38.13080360867914
1739209765.5694199;-33.981070128970906
1739209765.5694249;-33.981070128970906
1739209765.5694299;-32.816014438256545
1739209765.569435;-45.120503652039325
1739209765.56944;-38.13080360867914
1739209765.569445;-38.13080360867914
1739209765.56945;-38.13080360867914
1739209765.569455;-45.120503652039325
1739209765.56946;-45.120503652039325
1739209765.569465;-31.141103565318893
1739209765.56947;-45.120503652039325
1739209765.569475;-33.981070128970906
1739209765.56948;-28.58837851428586
1739209765.569485;-38.13080360867914
1739209765.56949;-38.13080360867914
1739209765.569495;-38.13080360867914
1739209765.5695;-35.57807855764607
1739209765.569505;-38.13080360867914
1739209765.56951;-38.13080360867914
1739209765.569515;-45.120503652039325
1739209765.56952;-31.141103565318943
1739209765.569525;-33.981070128970906
1739209765.56953;-45.120503652039325
1739209765.569535;-45.120503652039325
1739209765.56954;-45.120503652039325
1739209765.569545;-38.13080360867914
1739209765.56955;-38.13080360867914
1739209765.569555;-38.13080360867914
1739209765.56956;-33.981070128970906
1739209765.569565;-38.13080360867914
1739209765.56957;-45.120503652039325
1739209765.569575;-38.13080360867914
1739209765.56958;-45.120503652039325
1739209765.569585;-38.13080360867914
1739209765.56959;-45.120503652039325
1739209765.569595;-45.120503652039325
1739209765.5696;-38.13080360867914
1739209765.569605;-38.13080360867914
1739209765.56961;-45.120503652039325
1739209765.5696151;-35.57807855764607
1739209765.5696201;-35.57807855764607
1739209765.5696251;-45.120503652039325
1739209765.5696301;-45.120503652039325
1739209765.5696352;-45.120503652039325
1739209765.5696402;-45.120503652039325
1739209765.5696452;-45.120503652039325
1739209765.5696502;-45.120503652039325
1739209765.5696552;-33.981070128970906
1739209765.5696602;-45.120503652039325
1739209765.5696652;-45.120503652039325
1739209765.5696702;-38.13080360867914
1739209765.5696752;-35.57807855764607
1739209765.5696802;-31.141103565318915
1739209765.5696852;-45.120503652039325
1739209765.5696902;-45.120503652039325
1739209765.5696952;-38.13080360867914
1739209765.5697002;-35.57807855764607
1739209765.5697052;-38.13080360867914
1739209765.5697103;-45.120503652039325
1739209765.5697153;-38.13080360867914
1739209765.5697203;-45.120503652039325
1739209765.5697253;-45.120503652039325
1739209765.5697303;-38.13080360867914
1739209765.5697353;-32.816014438256545
1739209765.5697403;-31.141103565318915
1739209765.5697453;-45.120503652039325
1739209765.5697503;-45.120503652039325
1739209765.5697553;-45.120503652039325
1739209765.5697606;-38.13080360867914
1739209765.5697656;-45.120503652039325
1739209765.5697706;-38.13080360867914
1739209765.5697756;-38.13080360867914
1739209765.5697806;-45.120503652039325
1739209765.5697856;-45.120503652039325
1739209765.5697906;-38.13080360867914
1739209765.5697956;-45.120503652039325
1739209765.5698006;-38.13080360867914
1739209765.5698056;-33.981070128970906
1739209765.5698106;-38.13080360867914
1739209765.5698156;-45.120503652039325
1739209765.5698206;-38.13080360867914
1739209765.5698256;-33.981070128970906
1739209765.5698307;-45.120503652039325
1739209765.5698357;-33.981070128970906
1739209765.5698407;-45.120503652039325
1739209765.5698457;-38.13080360867914
1739209765.5698507;-38.13080360867914
1739209765.5698557;-38.13080360867914
1739209765.5698607;-38.13080360867914
1739209765.5698657;-45.120503652039325
1739209765.5698707;-38.13080360867914
1739209765.5698757;-45.120503652039325
1739209765.5698807;-38.13080360867914
1739209765.5698857;-45.120503652039325
1739209765.5698907;-38.13080360867914
1739209765.5698957;-35.57807855764607
1739209765.5699008;-35.57807855764607
1739209765.5699058;-38.13080360867914
1739209765.5699108;-45.120503652039325
1739209765.5699158;-38.13080360867914
1739209765.5699208;-32.816014438256545
1739209765.5699258;-38.13080360867914
1739209765.5699308;-45.120503652039325
1739209765.5699358;-45.120503652039325
1739209765.5699408;-45.120503652039325
1739209765.5699458;-38.13080360867914
1739209765.5699508;-35.57807855764607
1739209765.5699558;-45.120503652039325
1739209765.5699608;-45.120503652039325
1739209765.5699658;-33.981070128970956
1739209765.5699708;-45.120503652039325
1739209765.5699759;-38.13080360867914
1739209765.5699809;-38.13080360867914
1739209765.5699859;-45.120503652039325
1739209765.5699909;-38.13080360867914
1739209765.5699959;-45.120503652039325
1739209765.570001;-38.13080360867914
1739209765.570006;-28.58837851428586
1739209765.570011;-38.13080360867914
1739209765.570016;-45.120503652039325
1739209765.570021;-45.120503652039325
1739209765.570026;-45.120503652039325
1739209765.570031;-45.120503652039325
1739209765.570036;-45.120503652039325
1739209765.570041;-45.120503652039325
1739209765.570046;-45.120503652039325
1739209765.570051;-45.120503652039325
1739209765.570056;-38.13080360867914
1739209765.570061;-45.120503652039325
1739209765.570066;-45.120503652039325
1739209765.570071;-38.13080360867914
1739209765.570076;-45.120503652039325
1739209765.570081;-45.120503652039325
1739209765.570086;-30.49652367304973
1739209765.570091;-35.57807855764607
1739209765.570096;-45.120503652039325
1739209765.570101;-38.13080360867914
1739209765.570106;-38.13080360867914
1739209765.570111;-38.13080360867914
1739209765.570116;-38.13080360867914
1739209765.570121;-45.120503652039325
1739209765.570126;-30.49652367304973
1739209765.570131;-35.57807855764607
1739209765.570136;-45.120503652039325
1739209765.570141;-45.120503652039325
1739209765.570146;-38.13080360867914
1739209765.570151;-45.120503652039325
1739209765.570156;-45.120503652039325
1739209765.570161;-35.57807855764607
1739209765.570166;-45.120503652039325
1739209765.570171;-45.120503652039325
1739209765.5701761;-38.13080360867914
1739209765.5701811;-45.120503652039325
1739209765.5701861;-45.120503652039325
1739209765.5701911;-45.120503652039325
1739209765.5701962;-45.120503652039325
1739209765.5702012;-45.120503652039325
1739209765.5702062;-29.438486411369333
1739209765.5702112;-31.141103565318893
1739209765.5702162;-45.120503652039325
1739209765.5702212;-33.981070128970906
1739209765.5702262;-32.816014438256545
1739209765.5702312;-45.120503652039325
1739209765.5702362;-38.13080360867914
1739209765.5702412;-32.816014438256545
1739209765.5702462;-38.13080360867914
1739209765.5702512;-45.120503652039325
1739209765.5702562;-35.57807855764607
1739209765.5702612;-45.120503652039325
1739209765.5702662;-45.120503652039325
1739209765.5702713;-45.120503652039325
1739209765.5702763;-35.57807855764607
1739209765.5702813;-38.13080360867914
1739209765.5702863;-33.981070128970906
1739209765.5702913;-38.13080360867914
1739209765.5702963;-33.981070128970906
1739209765.5703013;-33.981070128970906
1739209765.5703063;-45.120503652039325
1739209765.5703113;-45.120503652039325
1739209765.5703163;-38.13080360867914
1739209765.5703213;-38.13080360867914
1739209765.5703263;-45.120503652039325
1739209765.5703313;-45.120503652039325
1739209765.5703363;-33.981070128970906
1739209765.5703413;-45.120503652039325
1739209765.5703464;-45.120503652039325
1739209765.5703514;-38.13080360867914
1739209765.5703564;-38.13080360867914
1739209765.5703614;-32.816014438256545
1739209765.5703664;-45.120503652039325
1739209765.5703714;-45.120503652039325
1739209765.5703764;-35.57807855764607
1739209765.5703814;-38.13080360867914
1739209765.5703864;-45.120503652039325
1739209765.5703914;-45.120503652039325
1739209765.5703964;-32.816014438256545
1739209765.5704014;-33.981070128970906
1739209765.5704064;-38.13080360867914
1739209765.5704114;-38.13080360867914
1739209765.5704165;-38.13080360867914
1739209765.5704215;-38.13080360867914
1739209765.5704265;-38.13080360867914
1739209765.5704315;-38.13080360867914
1739209765.5704365;-38.13080360867914
1739209765.5704415;-45.120503652039325
1739209765.5704465;-45.120503652039325
1739209765.5704515;-45.120503652039325
1739209765.5704565;-38.13080360867914
1739209765.5704615;-35.57807855764607
1739209765.5704665;-45.120503652039325
1739209765.5704715;-45.120503652039325
1739209765.5704765;-35.57807855764607
1739209765.5704815;-38.13080360867914
1739209765.5704865;-45.120503652039325
1739209765.5704916;-45.120503652039325
1739209765.5704966;-35.57807855764607
1739209765.5705016;-38.13080360867914
1739209765.5705066;-45.120503652039325
1739209765.5705116;-45.120503652039325
1739209765.5705166;-38.13080360867914
1739209765.5705216;-38.13080360867914
1739209765.5705266;-38.13080360867914
1739209765.5705316;-38.13080360867914
1739209765.5705366;-38.13080360867914
1739209765.5705416;-38.13080360867914
1739209765.5705466;-38.13080360867914
1739209765.5705516;-35.57807855764607
1739209765.5705566;-38.13080360867914
1739209765.5705616;-45.120503652039325
1739209765.5705667;-45.120503652039325
1739209765.5705717;-38.13080360867914
1739209765.5705767;-38.13080360867914
1739209765.5705817;-33.981070128970906
1739209765.5705867;-45.120503652039325
1739209765.5705917;-45.120503652039325
1739209765.5705967;-38.13080360867914
1739209765.5706017;-38.13080360867914
1739209765.5706067;-45.120503652039325
1739209765.570612;-38.13080360867914
1739209765.570617;-33.981070128970906
1739209765.570622;-38.13080360867914
1739209765.570627;-45.120503652039325
1739209765.570632;-38.13080360867914
1739209765.570637;-33.981070128970906
1739209765.570642;-38.13080360867914
1739209765.570647;-45.120503652039325
1739209765.570652;-38.13080360867914
1739209765.570657;-38.13080360867914
1739209765.570662;-45.120503652039325
1739209765.570667;-45.120503652039325
1739209765.570672;-45.120503652039325
1739209765.570677;-38.13080360867914
1739209765.570682;-38.13080360867914
1739209765.570687;-45.120503652039325
1739209765.570692;-45.120503652039325
1739209765.570697;-38.13080360867914
