CAN Message; 0x1bb:0000127cb216c2dd
Timestamp;Amplitude
1739209781.5168636;-38.13080360867914
1739209781.5168693;-38.13080360867914
1739209781.516875;-45.120503652039325
1739209781.5168808;-33.981070128970906
1739209781.5168865;-33.981070128970906
1739209781.5168922;-38.13080360867914
1739209781.516898;-38.13080360867914
1739209781.5169036;-45.120503652039325
1739209781.5169094;-35.57807855764607
1739209781.516915;-38.13080360867914
1739209781.5169208;-38.13080360867914
1739209781.5169268;-30.49652367304973
1739209781.5169325;-31.141103565318915
1739209781.5169382;-38.13080360867914
1739209781.516944;-45.120503652039325
1739209781.5169497;-38.13080360867914
1739209781.5169554;-38.13080360867914
1739209781.516961;-38.13080360867914
1739209781.5169668;-45.120503652039325
1739209781.5169725;-33.981070128970906
1739209781.5169783;-33.981070128970906
1739209781.516984;-35.57807855764607
1739209781.5169897;-45.120503652039325
1739209781.5169954;-38.13080360867914
1739209781.5170012;-38.13080360867914
1739209781.5170069;-38.13080360867914
1739209781.5170126;-38.13080360867914
1739209781.5170183;-38.13080360867914
1739209781.517024;-33.981070128970906
1739209781.5170298;-38.13080360867914
1739209781.5170355;-38.13080360867914
1739209781.5170412;-38.13080360867914
1739209781.517047;-45.120503652039325
1739209781.5170527;-45.120503652039325
1739209781.5170584;-45.120503652039325
1739209781.5170643;-38.13080360867914
1739209781.51707;-45.120503652039325
1739209781.5170758;-45.120503652039325
1739209781.5170815;-38.13080360867914
1739209781.5170872;-35.57807855764607
1739209781.517093;-45.120503652039325
1739209781.5170987;-45.120503652039325
1739209781.5171044;-33.981070128970906
1739209781.51711;-33.981070128970906
1739209781.5171158;-32.816014438256545
1739209781.5171216;-33.981070128970906
1739209781.5171273;-33.981070128970906
1739209781.517133;-38.13080360867914
1739209781.5171387;-38.13080360867914
1739209781.5171444;-38.13080360867914
1739209781.5171502;-45.120503652039325
1739209781.517156;-33.981070128970906
1739209781.5171616;-27.267205301931607
1739209781.5171673;-33.981070128970906
1739209781.517173;-38.13080360867914
1739209781.5171788;-45.120503652039325
1739209781.5171845;-35.57807855764607
1739209781.5171902;-38.13080360867914
1739209781.517196;-45.120503652039325
1739209781.517202;-45.120503652039325
1739209781.5172076;-45.120503652039325
1739209781.5172133;-38.13080360867914
1739209781.517219;-45.120503652039325
1739209781.5172248;-38.13080360867914
1739209781.5172305;-33.981070128970906
1739209781.5172362;-38.13080360867914
1739209781.517242;-45.120503652039325
1739209781.5172477;-45.120503652039325
1739209781.5172534;-38.13080360867914
1739209781.5172591;-35.57807855764607
1739209781.5172648;-38.13080360867914
1739209781.5172706;-45.120503652039325
1739209781.5172763;-38.13080360867914
1739209781.517282;-38.13080360867914
1739209781.5172877;-45.120503652039325
1739209781.5172935;-38.13080360867914
1739209781.5172992;-38.13080360867914
1739209781.517305;-45.120503652039325
1739209781.5173106;-38.13080360867914
1739209781.5173163;-35.57807855764607
1739209781.517322;-45.120503652039325
1739209781.5173278;-45.120503652039325
1739209781.5173335;-45.120503652039325
1739209781.5173395;-45.120503652039325
1739209781.5173452;-45.120503652039325
1739209781.517351;-45.120503652039325
1739209781.5173566;-45.120503652039325
1739209781.5173624;-45.120503652039325
1739209781.517368;-33.981070128970906
1739209781.5173738;-38.13080360867914
1739209781.5173795;-45.120503652039325
1739209781.5173852;-38.13080360867914
1739209781.517391;-38.13080360867914
1739209781.5173967;-45.120503652039325
1739209781.5174024;-45.120503652039325
1739209781.5174081;-38.13080360867914
1739209781.5174139;-45.120503652039325
1739209781.5174196;-45.120503652039325
1739209781.5174253;-45.120503652039325
1739209781.517431;-45.120503652039325
1739209781.5174367;-45.120503652039325
1739209781.5174425;-45.120503652039325
1739209781.5174482;-45.120503652039325
1739209781.517454;-38.13080360867914
1739209781.5174596;-38.13080360867914
1739209781.5174654;-45.120503652039325
1739209781.517471;-38.13080360867914
1739209781.517477;-38.13080360867914
1739209781.5174828;-38.13080360867914
1739209781.5174885;-45.120503652039325
1739209781.5174942;-38.13080360867914
1739209781.5175;-35.57807855764607
1739209781.5175056;-45.120503652039325
1739209781.5175114;-38.13080360867914
1739209781.517517;-38.13080360867914
1739209781.5175228;-33.981070128970906
1739209781.5175285;-45.120503652039325
1739209781.5175343;-45.120503652039325
1739209781.51754;-32.816014438256545
1739209781.5175457;-38.13080360867914
1739209781.5175514;-45.120503652039325
1739209781.5175571;-45.120503652039325
1739209781.5175629;-35.57807855764607
1739209781.5175686;-38.13080360867914
1739209781.5175743;-38.13080360867914
1739209781.51758;-35.57807855764607
1739209781.5175858;-38.13080360867914
1739209781.5175915;-38.13080360867914
1739209781.5175972;-38.13080360867914
1739209781.517603;-38.13080360867914
1739209781.517609;-45.120503652039325
1739209781.5176146;-45.120503652039325
1739209781.5176203;-45.120503652039325
1739209781.517626;-45.120503652039325
1739209781.5176318;-33.981070128970906
1739209781.5176375;-45.120503652039325
1739209781.5176432;-45.120503652039325
1739209781.517649;-45.120503652039325
1739209781.5176547;-38.13080360867914
1739209781.5176604;-45.120503652039325
1739209781.517666;-45.120503652039325
1739209781.5176718;-45.120503652039325
1739209781.5176775;-45.120503652039325
1739209781.5176833;-45.120503652039325
1739209781.517689;-35.57807855764607
1739209781.5176947;-35.57807855764607
1739209781.5177004;-45.120503652039325
1739209781.5177062;-45.120503652039325
1739209781.5177119;-38.13080360867914
1739209781.5177176;-28.992665084841942
1739209781.5177233;-38.13080360867914
1739209781.517729;-45.120503652039325
1739209781.5177348;-45.120503652039325
1739209781.5177405;-45.120503652039325
1739209781.5177464;-38.13080360867914
1739209781.5177522;-38.13080360867914
1739209781.517758;-45.120503652039325
1739209781.5177636;-31.141103565318943
1739209781.5177693;-38.13080360867914
1739209781.517775;-38.13080360867914
1739209781.5177808;-45.120503652039325
1739209781.5177865;-45.120503652039325
1739209781.5177922;-45.120503652039325
1739209781.517798;-45.120503652039325
1739209781.5178037;-38.13080360867914
1739209781.5178094;-28.992665084841942
1739209781.517815;-38.13080360867914
1739209781.5178208;-38.13080360867914
1739209781.5178266;-45.120503652039325
1739209781.5178323;-33.981070128970906
1739209781.517838;-45.120503652039325
1739209781.5178437;-45.120503652039325
1739209781.5178494;-38.13080360867914
1739209781.5178552;-38.13080360867914
1739209781.517861;-45.120503652039325
1739209781.5178666;-45.120503652039325
1739209781.5178723;-38.13080360867914
1739209781.517878;-45.120503652039325
1739209781.517884;-45.120503652039325
1739209781.5178897;-38.13080360867914
1739209781.5178955;-38.13080360867914
1739209781.5179012;-33.981070128970906
1739209781.517907;-45.120503652039325
1739209781.5179126;-45.120503652039325
1739209781.5179183;-45.120503652039325
1739209781.517924;-38.13080360867914
1739209781.5179298;-45.120503652039325
1739209781.5179355;-45.120503652039325
1739209781.5179412;-38.13080360867914
1739209781.517947;-38.13080360867914
1739209781.5179527;-38.13080360867914
1739209781.5179584;-45.120503652039325
1739209781.5179641;-38.13080360867914
1739209781.5179698;-38.13080360867914
1739209781.5179756;-45.120503652039325
1739209781.5179813;-38.13080360867914
1739209781.517987;-35.57807855764607
1739209781.5179927;-32.816014438256545
1739209781.5179985;-38.13080360867914
1739209781.5180042;-45.120503652039325
1739209781.51801;-38.13080360867914
1739209781.5180156;-35.57807855764607
1739209781.5180216;-45.120503652039325
1739209781.5180273;-45.120503652039325
1739209781.518033;-38.13080360867914
1739209781.5180387;-31.141103565318915
1739209781.5180445;-33.981070128970906
1739209781.5180502;-38.13080360867914
1739209781.518056;-45.120503652039325
1739209781.5180616;-38.13080360867914
1739209781.5180674;-38.13080360867914
1739209781.518073;-45.120503652039325
1739209781.5180788;-45.120503652039325
1739209781.5180845;-33.981070128970906
1739209781.5180902;-33.981070128970906
1739209781.518096;-38.13080360867914
1739209781.5181017;-45.120503652039325
1739209781.5181074;-45.120503652039325
1739209781.5181131;-45.120503652039325
1739209781.5181189;-45.120503652039325
1739209781.5181246;-45.120503652039325
1739209781.5181303;-45.120503652039325
1739209781.518136;-45.120503652039325
1739209781.5181417;-45.120503652039325
1739209781.5181475;-45.120503652039325
1739209781.5181532;-38.13080360867914
1739209781.5181592;-38.13080360867914
1739209781.5181649;-38.13080360867914
1739209781.5181706;-45.120503652039325
1739209781.5181763;-38.13080360867914
1739209781.518182;-38.13080360867914
1739209781.5181878;-45.120503652039325
1739209781.5181935;-45.120503652039325
1739209781.5181992;-38.13080360867914
1739209781.518205;-38.13080360867914
1739209781.5182106;-45.120503652039325
1739209781.5182164;-45.120503652039325
1739209781.518222;-33.981070128970906
1739209781.5182278;-38.13080360867914
1739209781.5182335;-45.120503652039325
1739209781.5182393;-38.13080360867914
1739209781.518245;-38.13080360867914
1739209781.5182507;-45.120503652039325
1739209781.5182564;-45.120503652039325
1739209781.5182621;-45.120503652039325
1739209781.5182679;-33.981070128970906
1739209781.5182736;-38.13080360867914
1739209781.5182793;-38.13080360867914
1739209781.518285;-33.981070128970906
1739209781.5182908;-38.13080360867914
1739209781.5182967;-35.57807855764607
1739209781.5183024;-38.13080360867914
1739209781.5183082;-38.13080360867914
1739209781.518314;-32.816014438256545
1739209781.5183196;-38.13080360867914
1739209781.5183253;-45.120503652039325
1739209781.518331;-38.13080360867914
1739209781.5183368;-33.981070128970906
1739209781.5183425;-45.120503652039325
1739209781.5183482;-38.13080360867914
1739209781.518354;-38.13080360867914
1739209781.5183597;-38.13080360867914
1739209781.5183654;-45.120503652039325
1739209781.518371;-45.120503652039325
1739209781.5183768;-35.57807855764607
1739209781.5183825;-38.13080360867914
1739209781.5183883;-38.13080360867914
1739209781.518394;-45.120503652039325
1739209781.5183997;-35.57807855764607
1739209781.5184054;-45.120503652039325
1739209781.5184112;-32.816014438256545
1739209781.518417;-32.816014438256545
1739209781.5184226;-45.120503652039325
1739209781.5184286;-38.13080360867914
1739209781.5184343;-38.13080360867914
1739209781.51844;-38.13080360867914
1739209781.5184457;-45.120503652039325
1739209781.5184515;-31.141103565318915
1739209781.5184572;-45.120503652039325
1739209781.518463;-45.120503652039325
1739209781.5184686;-45.120503652039325
1739209781.5184743;-33.981070128970906
1739209781.51848;-38.13080360867914
1739209781.5184858;-45.120503652039325
1739209781.5184915;-38.13080360867914
1739209781.5184972;-45.120503652039325
1739209781.518503;-32.816014438256545
1739209781.5185087;-32.816014438256545
1739209781.5185144;-45.120503652039325
1739209781.51852;-38.13080360867914
1739209781.5185258;-38.13080360867914
1739209781.5185316;-33.981070128970906
1739209781.5185373;-45.120503652039325
1739209781.518543;-38.13080360867914
1739209781.5185487;-45.120503652039325
1739209781.5185544;-45.120503652039325
1739209781.5185602;-45.120503652039325
1739209781.5185661;-45.120503652039325
1739209781.5185719;-45.120503652039325
1739209781.5185776;-38.13080360867914
1739209781.5185833;-38.13080360867914
1739209781.518589;-45.120503652039325
1739209781.5185947;-38.13080360867914
1739209781.5186005;-45.120503652039325
1739209781.5186062;-38.13080360867914
1739209781.518612;-45.120503652039325
1739209781.5186176;-35.57807855764607
1739209781.5186234;-35.57807855764607
1739209781.518629;-38.13080360867914
1739209781.5186348;-38.13080360867914
1739209781.5186405;-35.57807855764607
1739209781.5186462;-32.816014438256545
1739209781.518652;-45.120503652039325
1739209781.5186577;-38.13080360867914
1739209781.5186634;-38.13080360867914
1739209781.5186691;-38.13080360867914
1739209781.5186749;-45.120503652039325
1739209781.5186806;-45.120503652039325
1739209781.5186863;-45.120503652039325
1739209781.518692;-45.120503652039325
1739209781.5186977;-38.13080360867914
1739209781.5187037;-38.13080360867914
1739209781.5187094;-38.13080360867914
1739209781.5187151;-45.120503652039325
1739209781.5187209;-38.13080360867914
1739209781.5187266;-45.120503652039325
1739209781.5187323;-33.981070128970906
1739209781.518738;-26.991370085610722
1739209781.5187438;-45.120503652039325
1739209781.5187495;-38.13080360867914
1739209781.5187552;-45.120503652039325
1739209781.518761;-45.120503652039325
1739209781.5187666;-45.120503652039325
1739209781.5187724;-45.120503652039325
1739209781.518778;-45.120503652039325
1739209781.5187838;-38.13080360867914
1739209781.5187895;-38.13080360867914
1739209781.5187953;-38.13080360867914
1739209781.518801;-45.120503652039325
1739209781.5188067;-45.120503652039325
1739209781.5188124;-38.13080360867914
1739209781.5188181;-45.120503652039325
1739209781.5188239;-38.13080360867914
1739209781.5188296;-45.120503652039325
1739209781.5188353;-35.57807855764607
1739209781.5188413;-35.57807855764607
1739209781.518847;-38.13080360867914
