CAN Message; 0x1b8:0200e1348a4d7053
1739209873.8515592;-38.13080360867914
1739209873.8515654;-45.120503652039325
1739209873.8515716;-45.120503652039325
1739209873.8515778;-45.120503652039325
1739209873.8515842;-45.120503652039325
1739209873.8515904;-45.120503652039325
1739209873.8515966;-45.120503652039325
1739209873.8516028;-45.120503652039325
1739209873.851609;-45.120503652039325
1739209873.8516154;-45.120503652039325
1739209873.8516216;-45.120503652039325
1739209873.8516278;-45.120503652039325
1739209873.851634;-45.120503652039325
1739209873.8516402;-38.13080360867914
1739209873.8516464;-38.13080360867914
1739209873.8516529;-33.981070128970906
1739209873.851659;-33.981070128970906
1739209873.8516653;-45.120503652039325
1739209873.8516715;-45.120503652039325
1739209873.8516777;-38.13080360867914
1739209873.851684;-35.57807855764607
1739209873.8516903;-45.120503652039325
1739209873.8516965;-45.120503652039325
1739209873.8517027;-45.120503652039325
1739209873.851709;-38.13080360867914
1739209873.851715;-38.13080360867914
1739209873.8517215;-45.120503652039325
1739209873.8517277;-45.120503652039325
1739209873.851734;-38.13080360867914
1739209873.8517401;-38.13080360867914
1739209873.8517463;-45.120503652039325
1739209873.8517528;-38.13080360867914
1739209873.851759;-38.13080360867914
1739209873.8517652;-45.120503652039325
1739209873.8517714;-33.981070128970906
1739209873.8517776;-32.816014438256545
1739209873.8517838;-35.57807855764607
1739209873.8517902;-35.57807855764607
1739209873.8517964;-38.13080360867914
1739209873.8518026;-38.13080360867914
1739209873.8518088;-32.816014438256545
1739209873.851815;-45.120503652039325
1739209873.8518214;-38.13080360867914
1739209873.8518276;-45.120503652039325
1739209873.8518338;-45.120503652039325
1739209873.85184;-35.57807855764607
1739209873.8518462;-38.13080360867914
1739209873.8518524;-38.13080360867914
1739209873.8518589;-45.120503652039325
1739209873.851865;-45.120503652039325
1739209873.8518713;-45.120503652039325
1739209873.8518775;-38.13080360867914
1739209873.8518836;-45.120503652039325
1739209873.85189;-45.120503652039325
1739209873.8518963;-45.120503652039325
1739209873.8519025;-38.13080360867914
1739209873.8519087;-28.21854285175415
1739209873.851915;-38.13080360867914
1739209873.851921;-38.13080360867914
1739209873.8519275;-45.120503652039325
1739209873.8519337;-45.120503652039325
1739209873.85194;-38.13080360867914
1739209873.851946;-35.57807855764607
1739209873.8519523;-38.13080360867914
1739209873.8519588;-45.120503652039325
1739209873.851965;-45.120503652039325
1739209873.8519711;-45.120503652039325
1739209873.8519773;-45.120503652039325
1739209873.8519835;-45.120503652039325
1739209873.85199;-38.13080360867914
1739209873.8519962;-45.120503652039325
1739209873.8520024;-38.13080360867914
1739209873.8520086;-38.13080360867914
1739209873.8520148;-38.13080360867914
1739209873.852021;-45.120503652039325
1739209873.8520274;-38.13080360867914
1739209873.8520336;-45.120503652039325
1739209873.8520398;-38.13080360867914
1739209873.852046;-38.13080360867914
1739209873.8520522;-45.120503652039325
1739209873.8520586;-29.438486411369333
1739209873.8520648;-38.13080360867914
1739209873.852071;-38.13080360867914
1739209873.8520772;-38.13080360867914
1739209873.8520834;-33.981070128970906
1739209873.8520896;-33.981070128970906
1739209873.852096;-45.120503652039325
1739209873.8521023;-33.981070128970906
1739209873.8521085;-33.981070128970956
1739209873.8521147;-45.120503652039325
1739209873.8521209;-38.13080360867914
1739209873.8521273;-38.13080360867914
1739209873.8521335;-45.120503652039325
1739209873.8521397;-38.13080360867914
1739209873.852146;-45.120503652039325
1739209873.852152;-45.120503652039325
1739209873.8521583;-29.438486411369333
1739209873.8521647;-32.816014438256545
1739209873.852171;-45.120503652039325
1739209873.8521771;-45.120503652039325
1739209873.8521833;-35.57807855764607
1739209873.8521895;-45.120503652039325
1739209873.852196;-38.13080360867914
1739209873.8522022;-45.120503652039325
1739209873.8522084;-45.120503652039325
1739209873.8522146;-38.13080360867914
1739209873.8522208;-35.57807855764607
1739209873.852227;-45.120503652039325
1739209873.8522334;-45.120503652039325
1739209873.8522396;-38.13080360867914
1739209873.8522458;-35.57807855764607
1739209873.852252;-38.13080360867914
1739209873.8522582;-45.120503652039325
1739209873.8522646;-38.13080360867914
1739209873.8522708;-45.120503652039325
1739209873.852277;-45.120503652039325
1739209873.8522832;-45.120503652039325
1739209873.8522894;-45.120503652039325
1739209873.8522956;-38.13080360867914
1739209873.852302;-45.120503652039325
1739209873.8523083;-32.816014438256545
1739209873.8523145;-38.13080360867914
1739209873.8523207;-45.120503652039325
1739209873.8523269;-38.13080360867914
1739209873.8523333;-45.120503652039325
1739209873.8523395;-33.981070128970906
1739209873.8523457;-45.120503652039325
1739209873.852352;-38.13080360867914
1739209873.852358;-45.120503652039325
1739209873.8523643;-38.13080360867914
1739209873.8523707;-35.57807855764607
1739209873.852377;-33.981070128970906
1739209873.8523831;-45.120503652039325
1739209873.8523893;-38.13080360867914
1739209873.8523955;-38.13080360867914
1739209873.852402;-38.13080360867914
1739209873.8524082;-45.120503652039325
1739209873.8524144;-38.13080360867914
1739209873.8524206;-35.57807855764607
1739209873.8524268;-35.57807855764607
1739209873.852433;-38.13080360867914
1739209873.8524394;-45.120503652039325
1739209873.8524456;-45.120503652039325
1739209873.8524518;-38.13080360867914
1739209873.852458;-35.57807855764607
1739209873.8524642;-45.120503652039325
1739209873.8524706;-45.120503652039325
1739209873.8524768;-45.120503652039325
1739209873.852483;-33.981070128970906
1739209873.8524892;-35.57807855764607
1739209873.8524954;-35.57807855764607
1739209873.8525016;-38.13080360867914
1739209873.852508;-38.13080360867914
1739209873.8525143;-38.13080360867914
1739209873.8525205;-38.13080360867914
1739209873.8525267;-38.13080360867914
1739209873.8525329;-45.120503652039325
1739209873.8525393;-45.120503652039325
1739209873.8525455;-45.120503652039325
1739209873.8525517;-45.120503652039325
1739209873.852558;-38.13080360867914
1739209873.852564;-38.13080360867914
1739209873.8525703;-45.120503652039325
1739209873.8525767;-45.120503652039325
1739209873.852583;-38.13080360867914
1739209873.8525891;-35.57807855764607
1739209873.8525953;-45.120503652039325
1739209873.8526015;-45.120503652039325
1739209873.852608;-38.13080360867914
1739209873.8526142;-38.13080360867914
1739209873.8526204;-45.120503652039325
1739209873.8526266;-45.120503652039325
1739209873.8526328;-45.120503652039325
1739209873.8526392;-38.13080360867914
1739209873.8526454;-38.13080360867914
1739209873.8526516;-45.120503652039325
1739209873.8526578;-45.120503652039325
1739209873.852664;-45.120503652039325
1739209873.8526702;-38.13080360867914
1739209873.8526766;-33.981070128970906
1739209873.8526828;-45.120503652039325
1739209873.852689;-38.13080360867914
1739209873.8526952;-45.120503652039325
1739209873.8527014;-38.13080360867914
1739209873.8527079;-38.13080360867914
1739209873.852714;-28.992665084841942
1739209873.8527203;-33.981070128970906
1739209873.8527265;-45.120503652039325
1739209873.8527327;-35.57807855764607
1739209873.8527389;-38.13080360867914
1739209873.8527453;-45.120503652039325
1739209873.8527515;-33.981070128970906
1739209873.8527577;-38.13080360867914
1739209873.852764;-35.57807855764607
1739209873.85277;-45.120503652039325
1739209873.8527765;-38.13080360867914
1739209873.8527827;-45.120503652039325
1739209873.852789;-45.120503652039325
1739209873.8527951;-32.816014438256545
1739209873.8528013;-33.981070128970906
1739209873.8528075;-45.120503652039325
1739209873.852814;-45.120503652039325
1739209873.8528202;-45.120503652039325
1739209873.8528264;-45.120503652039325
1739209873.8528326;-45.120503652039325
1739209873.8528388;-45.120503652039325
1739209873.8528452;-45.120503652039325
1739209873.8528514;-33.981070128970906
1739209873.8528576;-45.120503652039325
1739209873.8528638;-33.981070128970906
1739209873.85287;-31.141103565318915
1739209873.8528762;-38.13080360867914
1739209873.8528826;-35.57807855764607
1739209873.8528888;-35.57807855764607
1739209873.852895;-38.13080360867914
1739209873.8529012;-45.120503652039325
1739209873.8529074;-38.13080360867914
1739209873.8529139;-45.120503652039325
1739209873.85292;-38.13080360867914
1739209873.8529263;-38.13080360867914
1739209873.8529325;-45.120503652039325
1739209873.8529387;-45.120503652039325
1739209873.8529449;-45.120503652039325
1739209873.8529513;-45.120503652039325
1739209873.8529575;-45.120503652039325
1739209873.8529637;-38.13080360867914
1739209873.85297;-35.57807855764607
1739209873.852976;-38.13080360867914
1739209873.8529825;-45.120503652039325
1739209873.8529887;-45.120503652039325
1739209873.852995;-45.120503652039325
1739209873.853001;-38.13080360867914
1739209873.8530073;-45.120503652039325
1739209873.8530135;-38.13080360867914
1739209873.85302;-38.13080360867914
1739209873.8530262;-38.13080360867914
1739209873.8530324;-38.13080360867914
1739209873.8530385;-38.13080360867914
1739209873.8530447;-45.120503652039325
1739209873.8530512;-45.120503652039325
1739209873.8530574;-38.13080360867914
1739209873.8530636;-45.120503652039325
1739209873.8530698;-38.13080360867914
1739209873.853076;-38.13080360867914
1739209873.8530822;-45.120503652039325
1739209873.8530886;-45.120503652039325
1739209873.8530948;-38.13080360867914
1739209873.853101;-38.13080360867914
1739209873.8531072;-45.120503652039325
1739209873.8531134;-38.13080360867914
1739209873.8531199;-33.981070128970906
1739209873.853126;-45.120503652039325
1739209873.8531322;-45.120503652039325
1739209873.8531384;-38.13080360867914
1739209873.8531446;-38.13080360867914
1739209873.8531508;-38.13080360867914
1739209873.8531573;-38.13080360867914
1739209873.8531635;-38.13080360867914
1739209873.8531697;-45.120503652039325
1739209873.8531759;-45.120503652039325
1739209873.853182;-38.13080360867914
1739209873.8531885;-35.57807855764607
1739209873.8531947;-35.57807855764607
1739209873.853201;-38.13080360867914
1739209873.853207;-45.120503652039325
1739209873.8532133;-45.120503652039325
1739209873.8532195;-38.13080360867914
1739209873.853226;-33.981070128970906
1739209873.8532321;-45.120503652039325
1739209873.8532383;-38.13080360867914
1739209873.8532445;-45.120503652039325
1739209873.8532507;-33.981070128970906
1739209873.8532572;-45.120503652039325
1739209873.8532634;-45.120503652039325
1739209873.8532696;-45.120503652039325
1739209873.8532758;-45.120503652039325
1739209873.853282;-38.13080360867914
1739209873.8532882;-45.120503652039325
1739209873.8532946;-45.120503652039325
1739209873.8533008;-38.13080360867914
1739209873.853307;-38.13080360867914
1739209873.8533132;-45.120503652039325
1739209873.8533194;-33.981070128970906
1739209873.8533258;-31.141103565318915
1739209873.853332;-45.120503652039325
1739209873.8533382;-45.120503652039325
1739209873.8533444;-38.13080360867914
1739209873.8533506;-33.981070128970906
1739209873.853357;-45.120503652039325
1739209873.8533633;-38.13080360867914
1739209873.8533695;-38.13080360867914
1739209873.8533757;-38.13080360867914
1739209873.8533819;-38.13080360867914
1739209873.853388;-38.13080360867914
1739209873.8533945;-38.13080360867914
1739209873.8534007;-45.120503652039325
1739209873.853407;-45.120503652039325
1739209873.853413;-45.120503652039325
1739209873.8534193;-45.120503652039325
1739209873.8534257;-45.120503652039325
1739209873.853432;-35.57807855764607
1739209873.8534381;-38.13080360867914
1739209873.8534443;-38.13080360867914
1739209873.8534505;-38.13080360867914
1739209873.8534567;-45.120503652039325
1739209873.8534632;-45.120503652039325
1739209873.8534694;-33.981070128970906
1739209873.8534756;-28.992665084841942
1739209873.8534818;-38.13080360867914
1739209873.853488;-35.57807855764607
1739209873.8534944;-38.13080360867914
1739209873.8535006;-33.981070128970906
1739209873.8535068;-45.120503652039325
1739209873.853513;-38.13080360867914
1739209873.8535192;-45.120503652039325
1739209873.8535254;-35.57807855764607
1739209873.8535318;-35.57807855764607
1739209873.853538;-45.120503652039325
1739209873.8535442;-38.13080360867914
1739209873.8535504;-38.13080360867914
1739209873.8535566;-38.13080360867914
1739209873.853563;-45.120503652039325
1739209873.8535693;-38.13080360867914
1739209873.8535755;-33.981070128970906
1739209873.8535817;-45.120503652039325
1739209873.8535879;-38.13080360867914
1739209873.853594;-38.13080360867914
1739209873.8536005;-45.120503652039325
1739209873.8536067;-38.13080360867914
1739209873.853613;-38.13080360867914
1739209873.853619;-33.981070128970906
1739209873.8536253;-27.267205301931607
1739209873.8536317;-45.120503652039325
1739209873.853638;-38.13080360867914
1739209873.8536441;-38.13080360867914
1739209873.8536503;-33.981070128970906
1739209873.8536565;-45.120503652039325
1739209873.8536627;-33.981070128970906
1739209873.8536692;-45.120503652039325
1739209873.8536754;-33.981070128970906
1739209873.8536816;-38.13080360867914
1739209873.8536878;-45.120503652039325
1739209873.853694;-38.13080360867914
1739209873.8537004;-45.120503652039325
1739209873.8537066;-33.981070128970906
1739209873.8537128;-38.13080360867914
1739209873.853719;-45.120503652039325
1739209873.8537252;-38.13080360867914
1739209873.8537314;-35.57807855764607
1739209873.8537378;-45.120503652039325
1739209873.853744;-45.120503652039325
1739209873.8537502;-38.13080360867914
1739209873.8537564;-45.120503652039325
1739209873.8537626;-45.120503652039325
1739209873.853769;-45.120503652039325
1739209873.8537753;-38.13080360867914
1739209873.8537815;-45.120503652039325
1739209873.8537877;-38.13080360867914
1739209873.8537939;-38.13080360867914
1739209873.8538;-38.13080360867914
1739209873.8538065;-35.57807855764607
1739209873.8538127;-38.13080360867914
1739209873.853819;-38.13080360867914
1739209873.853825;-33.981070128970906
1739209873.8538313;-38.13080360867914
1739209873.8538377;-33.981070128970906
1739209873.853844;-45.120503652039325
1739209873.8538501;-45.120503652039325
1739209873.8538563;-38.13080360867914
1739209873.8538625;-38.13080360867914
1739209873.8538687;-45.120503652039325
1739209873.8538752;-38.13080360867914
1739209873.8538814;-35.57807855764607
1739209873.8538876;-38.13080360867914
1739209873.8538938;-45.120503652039325
1739209873.8539;-38.13080360867914
1739209873.8539064;-35.57807855764607
1739209873.8539126;-38.13080360867914
1739209873.8539188;-38.13080360867914
1739209873.853925;-45.120503652039325
1739209873.8539312;-45.120503652039325
1739209873.8539374;-38.13080360867914
1739209873.8539438;-38.13080360867914
1739209873.85395;-45.120503652039325
1739209873.8539562;-45.120503652039325
1739209873.8539624;-45.120503652039325
1739209873.8539686;-38.13080360867914
1739209873.853975;-45.120503652039325
1739209873.8539813;-45.120503652039325
1739209873.8539875;-38.13080360867914
1739209873.8539937;-45.120503652039325
1739209873.8539999;-38.13080360867914
1739209873.854006;-38.13080360867914
1739209873.8540125;-38.13080360867914
1739209873.8540187;-45.120503652039325
1739209873.854025;-35.57807855764607
1739209873.854031;-29.438486411369333
1739209873.8540373;-45.120503652039325
1739209873.8540437;-45.120503652039325
1739209873.85405;-38.13080360867914
1739209873.8540561;-32.816014438256545
1739209873.8540623;-45.120503652039325
1739209873.8540685;-38.13080360867914
1739209873.854075;-45.120503652039325
1739209873.8540812;-45.120503652039325
1739209873.8540874;-38.13080360867914
1739209873.8540936;-35.57807855764607
1739209873.8540998;-35.57807855764607
1739209873.854106;-45.120503652039325
1739209873.8541124;-38.13080360867914
1739209873.8541186;-35.57807855764607
1739209873.8541248;-38.13080360867914
1739209873.854131;-35.57807855764607
1739209873.8541372;-45.120503652039325
1739209873.8541436;-38.13080360867914
1739209873.8541498;-45.120503652039325
1739209873.854156;-33.981070128970906
1739209873.8541622;-38.13080360867914
1739209873.8541684;-38.13080360867914
1739209873.8541746;-45.120503652039325
1739209873.854181;-45.120503652039325
1739209873.8541873;-38.13080360867914
1739209873.8541934;-45.120503652039325
1739209873.8541996;-45.120503652039325
1739209873.8542058;-45.120503652039325
1739209873.8542123;-38.13080360867914
1739209873.8542185;-38.13080360867914
1739209873.8542247;-45.120503652039325
1739209873.8542309;-45.120503652039325
1739209873.854237;-45.120503652039325
1739209873.8542433;-38.13080360867914
1739209873.8542497;-38.13080360867914
1739209873.854256;-45.120503652039325
1739209873.854262;-38.13080360867914
1739209873.8542683;-35.57807855764607
1739209873.8542745;-38.13080360867914
1739209873.854281;-29.438486411369333
1739209873.8542871;-35.57807855764607
1739209873.8542933;-35.57807855764607
1739209873.8542995;-38.13080360867914
1739209873.8543057;-45.120503652039325
1739209873.854312;-35.57807855764607
1739209873.8543184;-45.120503652039325
1739209873.8543246;-35.57807855764607
1739209873.8543308;-38.13080360867914
1739209873.854337;-45.120503652039325
