CAN Message; 0x24:0fff1aa33942dda7
Timestamp;Amplitude
1739209611.345051;-45.120503652039325
1739209611.3450558;-33.981070128970906
1739209611.3450608;-38.13080360867914
1739209611.3450656;-45.120503652039325
1739209611.3450706;-45.120503652039325
1739209611.3450756;-45.120503652039325
1739209611.3450804;-45.120503652039325
1739209611.3450854;-38.13080360867914
1739209611.3450904;-45.120503652039325
1739209611.3450952;-45.120503652039325
1739209611.3451002;-32.816014438256545
1739209611.345105;-45.120503652039325
1739209611.34511;-45.120503652039325
1739209611.345115;-45.120503652039325
1739209611.3451197;-45.120503652039325
1739209611.3451247;-35.57807855764607
1739209611.3451295;-38.13080360867914
1739209611.3451345;-45.120503652039325
1739209611.3451395;-45.120503652039325
1739209611.3451443;-38.13080360867914
1739209611.3451493;-38.13080360867914
1739209611.3451543;-45.120503652039325
1739209611.345159;-38.13080360867914
1739209611.345164;-45.120503652039325
1739209611.3451688;-45.120503652039325
1739209611.3451738;-45.120503652039325
1739209611.3451788;-35.57807855764607
1739209611.3451836;-45.120503652039325
1739209611.3451886;-45.120503652039325
1739209611.3451936;-45.120503652039325
1739209611.3451984;-33.981070128970906
1739209611.3452034;-38.13080360867914
1739209611.3452082;-38.13080360867914
1739209611.3452132;-33.981070128970906
1739209611.3452182;-45.120503652039325
1739209611.345223;-38.13080360867914
1739209611.345228;-38.13080360867914
1739209611.3452327;-38.13080360867914
1739209611.3452377;-38.13080360867914
1739209611.3452427;-38.13080360867914
1739209611.3452475;-45.120503652039325
1739209611.3452525;-45.120503652039325
1739209611.3452575;-35.57807855764607
1739209611.3452623;-38.13080360867914
1739209611.3452673;-45.120503652039325
1739209611.345272;-45.120503652039325
1739209611.345277;-38.13080360867914
1739209611.345282;-38.13080360867914
1739209611.3452868;-45.120503652039325
1739209611.3452919;-45.120503652039325
1739209611.3452966;-45.120503652039325
1739209611.3453016;-38.13080360867914
1739209611.3453066;-38.13080360867914
1739209611.3453114;-45.120503652039325
1739209611.3453164;-38.13080360867914
1739209611.3453214;-38.13080360867914
1739209611.3453262;-45.120503652039325
1739209611.3453312;-45.120503652039325
1739209611.345336;-38.13080360867914
1739209611.345341;-45.120503652039325
1739209611.345346;-45.120503652039325
1739209611.3453507;-38.13080360867914
1739209611.3453557;-38.13080360867914
1739209611.3453608;-38.13080360867914
1739209611.3453655;-45.120503652039325
1739209611.3453705;-38.13080360867914
1739209611.3453753;-30.49652367304973
1739209611.3453803;-38.13080360867914
1739209611.3453853;-45.120503652039325
1739209611.34539;-38.13080360867914
1739209611.345395;-31.141103565318915
1739209611.3453999;-33.981070128970906
1739209611.3454049;-38.13080360867914
1739209611.3454099;-38.13080360867914
1739209611.3454146;-45.120503652039325
1739209611.3454196;-38.13080360867914
1739209611.3454247;-35.57807855764607
1739209611.3454294;-38.13080360867914
1739209611.3454344;-38.13080360867914
1739209611.3454392;-28.992665084841942
1739209611.3454442;-38.13080360867914
1739209611.3454492;-38.13080360867914
1739209611.345454;-38.13080360867914
1739209611.345459;-45.120503652039325
1739209611.3454638;-45.120503652039325
1739209611.3454688;-45.120503652039325
1739209611.3454738;-31.141103565318915
1739209611.3454785;-31.14110356531892
1739209611.3454835;-38.13080360867914
1739209611.3454885;-38.13080360867914
1739209611.3454933;-38.13080360867914
1739209611.3454983;-38.13080360867914
1739209611.345503;-38.13080360867914
1739209611.345508;-45.120503652039325
1739209611.345513;-38.13080360867914
1739209611.3455179;-31.141103565318915
1739209611.3455229;-45.120503652039325
1739209611.3455276;-45.120503652039325
1739209611.3455327;-38.13080360867914
1739209611.3455377;-38.13080360867914
1739209611.3455424;-33.981070128970906
1739209611.3455474;-38.13080360867914
1739209611.3455524;-45.120503652039325
1739209611.3455572;-45.120503652039325
1739209611.3455622;-35.57807855764607
1739209611.345567;-35.57807855764607
1739209611.345572;-45.120503652039325
1739209611.345577;-38.13080360867914
1739209611.3455818;-45.120503652039325
1739209611.3455868;-38.13080360867914
1739209611.3455918;-33.981070128970906
1739209611.3455966;-32.816014438256545
1739209611.3456016;-45.120503652039325
1739209611.3456063;-38.13080360867914
1739209611.3456113;-45.120503652039325
1739209611.3456163;-38.13080360867914
1739209611.345621;-35.57807855764607
1739209611.345626;-45.120503652039325
1739209611.345631;-45.120503652039325
1739209611.345636;-28.992665084841942
1739209611.345641;-38.13080360867914
1739209611.3456457;-45.120503652039325
1739209611.3456507;-38.13080360867914
1739209611.3456557;-33.981070128970906
1739209611.3456604;-45.120503652039325
1739209611.3456655;-45.120503652039325
1739209611.3456702;-38.13080360867914
1739209611.3456752;-38.13080360867914
1739209611.3456802;-38.13080360867914
1739209611.345685;-45.120503652039325
1739209611.34569;-45.120503652039325
1739209611.3456948;-45.120503652039325
1739209611.3456998;-45.120503652039325
1739209611.3457048;-38.13080360867914
1739209611.3457096;-45.120503652039325
1739209611.3457146;-38.13080360867914
1739209611.3457196;-45.120503652039325
1739209611.3457243;-32.816014438256545
1739209611.3457294;-32.816014438256545
1739209611.3457341;-45.120503652039325
1739209611.3457391;-45.120503652039325
1739209611.3457441;-38.13080360867914
1739209611.345749;-38.13080360867914
1739209611.345754;-35.57807855764607
1739209611.3457587;-45.120503652039325
1739209611.3457637;-38.13080360867914
1739209611.3457687;-38.13080360867914
1739209611.3457735;-33.981070128970906
1739209611.3457785;-45.120503652039325
1739209611.3457835;-45.120503652039325
1739209611.3457882;-38.13080360867914
1739209611.3457932;-45.120503652039325
1739209611.345798;-38.13080360867914
1739209611.345803;-35.57807855764607
1739209611.345808;-35.57807855764607
1739209611.3458128;-38.13080360867914
1739209611.3458178;-35.57807855764607
1739209611.3458228;-38.13080360867914
1739209611.3458276;-35.57807855764607
1739209611.3458326;-35.57807855764607
1739209611.3458374;-38.13080360867914
1739209611.3458424;-38.13080360867914
1739209611.3458474;-33.981070128970906
1739209611.3458521;-45.120503652039325
1739209611.3458571;-45.120503652039325
1739209611.345862;-45.120503652039325
1739209611.345867;-38.13080360867914
1739209611.345872;-45.120503652039325
1739209611.3458767;-45.120503652039325
1739209611.3458817;-38.13080360867914
1739209611.3458867;-38.13080360867914
1739209611.3458915;-45.120503652039325
1739209611.3458965;-32.816014438256545
1739209611.3459013;-38.13080360867914
1739209611.3459063;-38.13080360867914
1739209611.3459113;-33.981070128970906
1739209611.345916;-35.57807855764607
1739209611.345921;-38.13080360867914
1739209611.3459258;-38.13080360867914
1739209611.3459308;-33.981070128970906
1739209611.3459358;-38.13080360867914
1739209611.3459406;-35.57807855764607
1739209611.3459456;-38.13080360867914
1739209611.3459506;-45.120503652039325
1739209611.3459554;-45.120503652039325
1739209611.3459604;-38.13080360867914
1739209611.3459651;-45.120503652039325
1739209611.3459702;-45.120503652039325
1739209611.3459752;-45.120503652039325
1739209611.34598;-38.13080360867914
1739209611.345985;-38.13080360867914
1739209611.3459897;-45.120503652039325
1739209611.3459947;-33.981070128970906
1739209611.3459997;-38.13080360867914
1739209611.3460045;-45.120503652039325
1739209611.3460095;-38.13080360867914
1739209611.3460145;-45.120503652039325
1739209611.3460193;-35.57807855764607
1739209611.3460243;-45.120503652039325
1739209611.346029;-33.981070128970906
1739209611.346034;-33.981070128970906
1739209611.346039;-45.120503652039325
1739209611.3460438;-38.13080360867914
1739209611.3460488;-38.13080360867914
1739209611.3460538;-38.13080360867914
1739209611.3460586;-45.120503652039325
1739209611.3460636;-33.981070128970906
1739209611.3460684;-45.120503652039325
1739209611.3460734;-33.981070128970906
1739209611.3460784;-38.13080360867914
1739209611.3460832;-45.120503652039325
1739209611.3460882;-38.13080360867914
1739209611.346093;-38.13080360867914
1739209611.346098;-45.120503652039325
1739209611.346103;-38.13080360867914
1739209611.3461077;-45.120503652039325
1739209611.3461127;-45.120503652039325
1739209611.3461177;-38.13080360867914
1739209611.3461225;-38.13080360867914
1739209611.3461275;-38.13080360867914
1739209611.3461323;-45.120503652039325
1739209611.3461373;-45.120503652039325
1739209611.3461423;-45.120503652039325
1739209611.346147;-38.13080360867914
1739209611.346152;-38.13080360867914
1739209611.3461568;-45.120503652039325
1739209611.3461618;-38.13080360867914
1739209611.3461668;-35.57807855764607
1739209611.3461716;-35.57807855764607
1739209611.3461766;-45.120503652039325
1739209611.3461816;-33.981070128970906
1739209611.3461864;-45.120503652039325
1739209611.3461914;-33.981070128970906
1739209611.3461962;-33.981070128970906
1739209611.3462012;-38.13080360867914
1739209611.3462062;-38.13080360867914
1739209611.346211;-45.120503652039325
1739209611.346216;-38.13080360867914
1739209611.346221;-38.13080360867914
1739209611.3462257;-38.13080360867914
1739209611.3462307;-32.816014438256545
1739209611.3462355;-38.13080360867914
1739209611.3462405;-45.120503652039325
1739209611.3462455;-45.120503652039325
1739209611.3462503;-45.120503652039325
1739209611.3462553;-45.120503652039325
1739209611.34626;-45.120503652039325
1739209611.346265;-45.120503652039325
1739209611.34627;-33.981070128970906
1739209611.3462749;-38.13080360867914
1739209611.3462799;-45.120503652039325
1739209611.3462849;-45.120503652039325
1739209611.3462896;-38.13080360867914
1739209611.3462946;-35.57807855764607
1739209611.3462994;-38.13080360867914
1739209611.3463044;-38.13080360867914
1739209611.3463094;-45.120503652039325
1739209611.3463142;-38.13080360867914
1739209611.3463192;-35.57807855764607
1739209611.346324;-45.120503652039325
1739209611.346329;-45.120503652039325
1739209611.346334;-35.57807855764607
1739209611.3463387;-35.57807855764607
1739209611.3463438;-38.13080360867914
1739209611.3463488;-38.13080360867914
1739209611.3463535;-31.141103565318915
1739209611.3463585;-38.13080360867914
1739209611.3463633;-45.120503652039325
1739209611.3463683;-38.13080360867914
1739209611.3463733;-45.120503652039325
1739209611.346378;-45.120503652039325
1739209611.346383;-33.981070128970906
1739209611.3463879;-33.981070128970906
1739209611.3463929;-32.816014438256545
1739209611.3463979;-45.120503652039325
1739209611.3464026;-38.13080360867914
1739209611.3464077;-45.120503652039325
1739209611.3464127;-38.13080360867914
1739209611.3464174;-38.13080360867914
1739209611.3464224;-45.120503652039325
1739209611.3464272;-33.981070128970906
1739209611.3464322;-31.141103565318915
1739209611.3464372;-45.120503652039325
1739209611.346442;-38.13080360867914
1739209611.346447;-38.13080360867914
1739209611.346452;-38.13080360867914
1739209611.3464568;-30.49652367304973
1739209611.3464618;-38.13080360867914
1739209611.3464665;-38.13080360867914
1739209611.3464715;-38.13080360867914
1739209611.3464766;-45.120503652039325
1739209611.3464813;-35.57807855764607
1739209611.3464863;-45.120503652039325
1739209611.346491;-38.13080360867914
1739209611.346496;-45.120503652039325
1739209611.346501;-38.13080360867914
1739209611.3465059;-38.13080360867914
1739209611.346511;-45.120503652039325
1739209611.346516;-45.120503652039325
1739209611.3465207;-35.57807855764607
1739209611.3465257;-45.120503652039325
1739209611.3465304;-38.13080360867914
1739209611.3465354;-45.120503652039325
1739209611.3465405;-45.120503652039325
1739209611.3465452;-38.13080360867914
1739209611.3465502;-33.981070128970906
