CAN Message; 0x77:b1bb20d10f6f1175
1739209912.3478003;-38.13080360867914
1739209912.3478024;-35.57807855764607
1739209912.3478043;-38.13080360867914
1739209912.3478065;-32.816014438256545
1739209912.3478084;-45.120503652039325
1739209912.3478105;-45.120503652039325
1739209912.3478127;-38.13080360867914
1739209912.3478146;-38.13080360867914
1739209912.3478167;-45.120503652039325
1739209912.3478189;-38.13080360867914
1739209912.3478208;-45.120503652039325
1739209912.347823;-45.120503652039325
1739209912.3478248;-45.120503652039325
1739209912.347827;-45.120503652039325
1739209912.347829;-38.13080360867914
1739209912.347831;-45.120503652039325
1739209912.3478332;-45.120503652039325
1739209912.3478353;-38.13080360867914
1739209912.3478372;-38.13080360867914
1739209912.3478394;-32.816014438256545
1739209912.3478415;-38.13080360867914
1739209912.3478434;-45.120503652039325
1739209912.3478456;-45.120503652039325
1739209912.3478475;-45.120503652039325
1739209912.3478496;-38.13080360867914
1739209912.3478518;-45.120503652039325
1739209912.3478537;-45.120503652039325
1739209912.3478558;-45.120503652039325
1739209912.347858;-45.120503652039325
1739209912.3478599;-38.13080360867914
1739209912.347862;-45.120503652039325
1739209912.3478642;-45.120503652039325
1739209912.347866;-35.57807855764607
1739209912.3478682;-35.57807855764607
1739209912.34787;-45.120503652039325
1739209912.3478723;-45.120503652039325
1739209912.3478744;-45.120503652039325
1739209912.3478763;-45.120503652039325
1739209912.3478785;-45.120503652039325
1739209912.3478806;-38.13080360867914
1739209912.3478825;-38.13080360867914
1739209912.3478847;-38.13080360867914
1739209912.3478866;-38.13080360867914
1739209912.3478887;-38.13080360867914
1739209912.3478909;-38.13080360867914
1739209912.3478928;-45.120503652039325
1739209912.347895;-38.13080360867914
1739209912.347897;-45.120503652039325
1739209912.347899;-45.120503652039325
1739209912.347901;-45.120503652039325
1739209912.3479033;-45.120503652039325
1739209912.3479052;-38.13080360867914
1739209912.3479073;-45.120503652039325
1739209912.3479092;-38.13080360867914
1739209912.3479114;-38.13080360867914
1739209912.3479135;-35.57807855764607
1739209912.3479154;-45.120503652039325
1739209912.3479176;-38.13080360867914
1739209912.3479197;-38.13080360867914
1739209912.3479216;-26.991370085610722
1739209912.3479238;-31.141103565318915
1739209912.347926;-45.120503652039325
1739209912.3479278;-38.13080360867914
1739209912.34793;-35.57807855764607
1739209912.3479319;-38.13080360867914
1739209912.347934;-45.120503652039325
1739209912.3479362;-38.13080360867914
1739209912.347938;-35.57807855764607
1739209912.3479402;-45.120503652039325
1739209912.3479424;-45.120503652039325
1739209912.3479443;-45.120503652039325
1739209912.3479464;-35.57807855764607
1739209912.3479486;-45.120503652039325
1739209912.3479505;-45.120503652039325
1739209912.3479526;-45.120503652039325
1739209912.3479545;-28.992665084841942
1739209912.3479567;-31.141103565318915
1739209912.3479588;-45.120503652039325
1739209912.3479607;-38.13080360867914
1739209912.3479629;-33.981070128970906
1739209912.347965;-38.13080360867914
1739209912.347967;-45.120503652039325
1739209912.347969;-38.13080360867914
1739209912.347971;-38.13080360867914
1739209912.347973;-38.13080360867914
1739209912.3479753;-45.120503652039325
1739209912.3479772;-45.120503652039325
1739209912.3479793;-38.13080360867914
1739209912.3479815;-45.120503652039325
1739209912.3479834;-45.120503652039325
1739209912.3479855;-45.120503652039325
1739209912.3479877;-38.13080360867914
1739209912.3479896;-38.13080360867914
1739209912.3479917;-45.120503652039325
1739209912.3479936;-45.120503652039325
1739209912.3479958;-38.13080360867914
1739209912.347998;-38.13080360867914
1739209912.3479998;-45.120503652039325
1739209912.348002;-45.120503652039325
1739209912.348004;-45.120503652039325
1739209912.348006;-38.13080360867914
1739209912.3480082;-38.13080360867914
1739209912.3480103;-38.13080360867914
1739209912.3480122;-38.13080360867914
1739209912.3480144;-38.13080360867914
1739209912.3480163;-38.13080360867914
1739209912.3480184;-38.13080360867914
1739209912.3480206;-45.120503652039325
1739209912.3480225;-28.992665084841942
1739209912.3480246;-45.120503652039325
1739209912.3480268;-45.120503652039325
1739209912.3480287;-38.13080360867914
1739209912.3480308;-38.13080360867914
1739209912.3480327;-45.120503652039325
1739209912.3480349;-45.120503652039325
1739209912.348037;-38.13080360867914
1739209912.348039;-33.981070128970906
1739209912.348041;-45.120503652039325
1739209912.3480432;-45.120503652039325
1739209912.348045;-45.120503652039325
1739209912.3480473;-35.57807855764607
1739209912.3480494;-38.13080360867914
1739209912.3480513;-38.13080360867914
1739209912.3480535;-38.13080360867914
1739209912.3480554;-38.13080360867914
1739209912.3480575;-35.57807855764607
1739209912.3480597;-38.13080360867914
1739209912.3480616;-38.13080360867914
1739209912.3480637;-38.13080360867914
1739209912.3480659;-45.120503652039325
1739209912.3480678;-45.120503652039325
1739209912.34807;-38.13080360867914
1739209912.348072;-33.981070128970906
1739209912.348074;-38.13080360867914
1739209912.348076;-38.13080360867914
1739209912.348078;-35.57807855764607
1739209912.3480802;-38.13080360867914
1739209912.3480823;-45.120503652039325
1739209912.3480842;-45.120503652039325
1739209912.3480864;-38.13080360867914
1739209912.3480885;-45.120503652039325
1739209912.3480904;-38.13080360867914
1739209912.3480926;-45.120503652039325
1739209912.3480947;-38.13080360867914
1739209912.3480966;-38.13080360867914
1739209912.3480988;-38.13080360867914
1739209912.3481007;-45.120503652039325
1739209912.3481028;-45.120503652039325
1739209912.348105;-31.141103565318915
1739209912.3481069;-45.120503652039325
1739209912.348109;-45.120503652039325
1739209912.3481112;-38.13080360867914
1739209912.348113;-45.120503652039325
1739209912.3481152;-45.120503652039325
1739209912.348117;-33.981070128970906
1739209912.3481193;-38.13080360867914
1739209912.3481214;-38.13080360867914
1739209912.3481233;-45.120503652039325
1739209912.3481255;-35.57807855764607
1739209912.3481276;-38.13080360867914
1739209912.3481295;-38.13080360867914
1739209912.3481317;-35.57807855764607
1739209912.3481338;-38.13080360867914
1739209912.3481357;-32.816014438256545
1739209912.3481379;-38.13080360867914
1739209912.3481398;-45.120503652039325
1739209912.348142;-38.13080360867914
1739209912.348144;-38.13080360867914
1739209912.348146;-45.120503652039325
1739209912.348148;-45.120503652039325
1739209912.3481503;-38.13080360867914
1739209912.3481522;-35.57807855764607
1739209912.3481543;-45.120503652039325
1739209912.3481565;-45.120503652039325
1739209912.3481584;-38.13080360867914
1739209912.3481605;-38.13080360867914
1739209912.3481624;-38.13080360867914
1739209912.3481646;-45.120503652039325
1739209912.3481667;-45.120503652039325
1739209912.3481686;-38.13080360867914
1739209912.3481708;-38.13080360867914
1739209912.348173;-32.816014438256545
1739209912.3481748;-38.13080360867914
1739209912.348177;-35.57807855764607
1739209912.3481789;-38.13080360867914
1739209912.348181;-35.57807855764607
1739209912.3481832;-45.120503652039325
1739209912.348185;-45.120503652039325
1739209912.3481872;-38.13080360867914
1739209912.3481894;-45.120503652039325
1739209912.3481913;-38.13080360867914
1739209912.3481934;-32.816014438256545
1739209912.3481956;-45.120503652039325
1739209912.3481975;-45.120503652039325
1739209912.3481996;-38.13080360867914
1739209912.3482015;-35.57807855764607
1739209912.3482037;-38.13080360867914
1739209912.3482058;-45.120503652039325
1739209912.3482077;-38.13080360867914
1739209912.3482099;-38.13080360867914
1739209912.348212;-35.57807855764607
1739209912.348214;-35.57807855764607
1739209912.348216;-33.981070128970906
1739209912.3482182;-35.57807855764607
1739209912.34822;-38.13080360867914
1739209912.3482223;-35.57807855764607
1739209912.3482242;-38.13080360867914
1739209912.3482263;-35.57807855764607
1739209912.3482285;-45.120503652039325
1739209912.3482304;-45.120503652039325
1739209912.3482325;-33.981070128970906
1739209912.3482347;-35.57807855764607
1739209912.3482366;-38.13080360867914
1739209912.3482387;-45.120503652039325
1739209912.3482409;-45.120503652039325
1739209912.3482428;-38.13080360867914
1739209912.348245;-38.13080360867914
1739209912.3482468;-38.13080360867914
1739209912.348249;-45.120503652039325
1739209912.348251;-38.13080360867914
1739209912.348253;-38.13080360867914
1739209912.3482552;-28.58837851428586
1739209912.3482573;-32.816014438256545
1739209912.3482592;-38.13080360867914
1739209912.3482614;-45.120503652039325
1739209912.3482633;-45.120503652039325
1739209912.3482654;-33.981070128970906
1739209912.3482676;-38.13080360867914
1739209912.3482695;-45.120503652039325
1739209912.3482716;-31.141103565318943
1739209912.3482738;-45.120503652039325
1739209912.3482757;-45.120503652039325
1739209912.3482778;-45.120503652039325
1739209912.34828;-45.120503652039325
1739209912.3482819;-38.13080360867914
1739209912.348284;-38.13080360867914
1739209912.348286;-45.120503652039325
1739209912.348288;-28.58837851428586
1739209912.3482902;-38.13080360867914
1739209912.348292;-45.120503652039325
1739209912.3482943;-38.13080360867914
1739209912.3482964;-45.120503652039325
1739209912.3482983;-38.13080360867914
1739209912.3483005;-38.13080360867914
1739209912.3483026;-38.13080360867914
1739209912.3483045;-38.13080360867914
1739209912.3483067;-38.13080360867914
1739209912.3483086;-35.57807855764607
1739209912.3483107;-38.13080360867914
1739209912.3483129;-45.120503652039325
1739209912.3483148;-38.13080360867914
1739209912.348317;-35.57807855764607
1739209912.348319;-38.13080360867914
1739209912.348321;-38.13080360867914
1739209912.348323;-38.13080360867914
1739209912.348325;-45.120503652039325
1739209912.3483272;-38.13080360867914
1739209912.3483293;-38.13080360867914
1739209912.3483312;-38.13080360867914
1739209912.3483334;-38.13080360867914
1739209912.3483355;-45.120503652039325
1739209912.3483374;-33.981070128970906
1739209912.3483396;-33.981070128970906
1739209912.3483417;-38.13080360867914
1739209912.3483436;-45.120503652039325
1739209912.3483458;-45.120503652039325
1739209912.3483477;-38.13080360867914
1739209912.3483498;-38.13080360867914
1739209912.348352;-45.120503652039325
1739209912.3483539;-38.13080360867914
1739209912.348356;-32.816014438256545
1739209912.3483582;-38.13080360867914
1739209912.34836;-45.120503652039325
1739209912.3483622;-45.120503652039325
1739209912.3483644;-38.13080360867914
1739209912.3483663;-45.120503652039325
1739209912.3483684;-45.120503652039325
1739209912.3483703;-33.981070128970906
1739209912.3483725;-31.141103565318915
1739209912.3483746;-38.13080360867914
1739209912.3483765;-45.120503652039325
1739209912.3483787;-45.120503652039325
1739209912.3483808;-32.816014438256545
1739209912.3483827;-38.13080360867914
1739209912.3483849;-45.120503652039325
1739209912.348387;-33.981070128970906
1739209912.348389;-30.49652367304973
1739209912.348391;-35.57807855764607
1739209912.348393;-45.120503652039325
1739209912.348395;-45.120503652039325
1739209912.3483973;-38.13080360867914
1739209912.3483992;-31.141103565318915
1739209912.3484013;-45.120503652039325
1739209912.3484035;-38.13080360867914
1739209912.3484054;-30.49652367304973
1739209912.3484075;-45.120503652039325
1739209912.3484094;-45.120503652039325
1739209912.3484116;-45.120503652039325
1739209912.3484137;-35.57807855764607
1739209912.3484156;-38.13080360867914
1739209912.3484178;-45.120503652039325
1739209912.34842;-38.13080360867914
1739209912.3484218;-28.58837851428586
1739209912.348424;-38.13080360867914
1739209912.348426;-45.120503652039325
1739209912.348428;-45.120503652039325
1739209912.3484302;-38.13080360867914
1739209912.348432;-38.13080360867914
1739209912.3484342;-45.120503652039325
1739209912.3484364;-38.13080360867914
1739209912.3484383;-33.981070128970906
1739209912.3484404;-38.13080360867914
1739209912.3484426;-38.13080360867914
1739209912.3484445;-45.120503652039325
1739209912.3484466;-38.13080360867914
1739209912.3484488;-35.57807855764607
1739209912.3484507;-38.13080360867914
1739209912.3484528;-38.13080360867914
1739209912.3484547;-33.981070128970906
1739209912.3484569;-38.13080360867914
1739209912.348459;-38.13080360867914
1739209912.348461;-45.120503652039325
1739209912.348463;-45.120503652039325
1739209912.3484652;-45.120503652039325
1739209912.348467;-45.120503652039325
1739209912.3484693;-45.120503652039325
1739209912.3484712;-38.13080360867914
1739209912.3484733;-35.57807855764607
1739209912.3484755;-38.13080360867914
1739209912.3484774;-45.120503652039325
1739209912.3484795;-33.981070128970906
1739209912.3484817;-35.57807855764607
1739209912.3484836;-38.13080360867914
1739209912.3484857;-45.120503652039325
1739209912.3484879;-45.120503652039325
1739209912.3484898;-38.13080360867914
1739209912.348492;-38.13080360867914
1739209912.3484938;-45.120503652039325
1739209912.348496;-38.13080360867914
1739209912.348498;-32.816014438256545
1739209912.3485;-45.120503652039325
1739209912.3485022;-45.120503652039325
1739209912.3485043;-31.141103565318915
1739209912.3485062;-38.13080360867914
1739209912.3485084;-38.13080360867914
1739209912.3485105;-38.13080360867914
1739209912.3485124;-33.981070128970906
1739209912.3485146;-38.13080360867914
1739209912.3485165;-38.13080360867914
1739209912.3485186;-45.120503652039325
1739209912.3485208;-45.120503652039325
1739209912.3485227;-33.981070128970906
1739209912.3485248;-38.13080360867914
1739209912.348527;-45.120503652039325
1739209912.3485289;-38.13080360867914
1739209912.348531;-32.816014438256545
1739209912.3485332;-45.120503652039325
1739209912.348535;-45.120503652039325
1739209912.3485372;-33.981070128970906
1739209912.348539;-35.57807855764607
1739209912.3485413;-38.13080360867914
1739209912.3485434;-45.120503652039325
1739209912.3485453;-45.120503652039325
1739209912.3485475;-45.120503652039325
1739209912.3485496;-45.120503652039325
1739209912.3485515;-45.120503652039325
1739209912.3485537;-45.120503652039325
1739209912.3485556;-33.981070128970906
1739209912.3485577;-38.13080360867914
1739209912.3485599;-45.120503652039325
1739209912.3485618;-38.13080360867914
1739209912.348564;-31.141103565318893
1739209912.348566;-45.120503652039325
1739209912.348568;-45.120503652039325
1739209912.34857;-35.57807855764607
1739209912.3485723;-35.57807855764607
1739209912.3485742;-38.13080360867914
1739209912.3485763;-38.13080360867914
1739209912.3485782;-38.13080360867914
1739209912.3485804;-38.13080360867914
1739209912.3485825;-38.13080360867914
1739209912.3485844;-45.120503652039325
1739209912.3485866;-35.57807855764607
1739209912.3485887;-38.13080360867914
1739209912.3485906;-45.120503652039325
1739209912.3485928;-45.120503652039325
1739209912.348595;-33.981070128970906
1739209912.3485968;-45.120503652039325
1739209912.348599;-45.120503652039325
1739209912.3486009;-45.120503652039325
1739209912.348603;-45.120503652039325
1739209912.3486052;-31.141103565318915
1739209912.348607;-33.981070128970906
1739209912.3486092;-45.120503652039325
1739209912.3486114;-45.120503652039325
1739209912.3486133;-33.981070128970906
1739209912.3486154;-38.13080360867914
1739209912.3486173;-45.120503652039325
1739209912.3486195;-38.13080360867914
1739209912.3486216;-45.120503652039325
1739209912.3486235;-45.120503652039325
1739209912.3486257;-45.120503652039325
1739209912.3486278;-38.13080360867914
1739209912.3486297;-38.13080360867914
1739209912.3486319;-45.120503652039325
1739209912.348634;-38.13080360867914
1739209912.348636;-33.981070128970906
1739209912.348638;-32.816014438256545
1739209912.34864;-38.13080360867914
1739209912.348642;-45.120503652039325
1739209912.3486443;-33.981070128970906
1739209912.3486462;-32.816014438256545
1739209912.3486483;-45.120503652039325
1739209912.3486505;-38.13080360867914
1739209912.3486524;-33.981070128970906
1739209912.3486545;-32.816014438256545
1739209912.3486567;-38.13080360867914
1739209912.3486586;-45.120503652039325
1739209912.3486607;-38.13080360867914
1739209912.3486626;-35.57807855764607
1739209912.3486648;-38.13080360867914
1739209912.348667;-45.120503652039325
1739209912.3486688;-45.120503652039325
1739209912.348671;-33.981070128970956
1739209912.348673;-45.120503652039325
1739209912.348675;-45.120503652039325
1739209912.3486772;-45.120503652039325
1739209912.348679;-45.120503652039325
1739209912.3486812;-45.120503652039325
1739209912.3486834;-45.120503652039325
1739209912.3486853;-38.13080360867914
1739209912.3486874;-28.992665084841942
1739209912.3486896;-31.141103565318915
1739209912.3486915;-45.120503652039325
1739209912.3486936;-45.120503652039325
1739209912.3486958;-38.13080360867914
1739209912.3486977;-38.13080360867914
1739209912.3486998;-45.120503652039325
1739209912.3487017;-38.13080360867914
1739209912.3487039;-38.13080360867914
1739209912.348706;-35.57807855764607
1739209912.348708;-38.13080360867914
1739209912.34871;-45.120503652039325
1739209912.3487122;-45.120503652039325
1739209912.348714;-45.120503652039325
1739209912.3487163;-38.13080360867914
1739209912.3487184;-45.120503652039325
1739209912.3487203;-28.992665084841942
1739209912.3487225;-31.141103565318915
1739209912.3487244;-38.13080360867914
1739209912.3487265;-38.13080360867914
1739209912.3487287;-35.57807855764607
1739209912.3487306;-33.981070128970906
1739209912.3487327;-45.120503652039325
1739209912.3487349;-38.13080360867914
1739209912.3487368;-38.13080360867914
1739209912.348739;-45.120503652039325
1739209912.348741;-45.120503652039325
1739209912.348743;-45.120503652039325
1739209912.348745;-45.120503652039325
1739209912.348747;-45.120503652039325
1739209912.3487492;-45.120503652039325
1739209912.3487513;-45.120503652039325
1739209912.3487532;-45.120503652039325
1739209912.3487554;-45.120503652039325
1739209912.3487575;-45.120503652039325
1739209912.3487594;-38.13080360867914
1739209912.3487616;-35.57807855764607
1739209912.3487635;-38.13080360867914
1739209912.3487656;-45.120503652039325
1739209912.3487678;-45.120503652039325
1739209912.3487697;-33.981070128970906
1739209912.3487718;-38.13080360867914
1739209912.348774;-45.120503652039325
1739209912.3487759;-38.13080360867914
1739209912.348778;-38.13080360867914
1739209912.3487802;-38.13080360867914
1739209912.348782;-45.120503652039325
1739209912.3487842;-38.13080360867914
1739209912.348786;-38.13080360867914
1739209912.3487883;-31.141103565318915
1739209912.3487904;-45.120503652039325
1739209912.3487923;-38.13080360867914
1739209912.3487945;-32.816014438256545
1739209912.3487966;-45.120503652039325
1739209912.3487985;-45.120503652039325
1739209912.3488007;-45.120503652039325
1739209912.3488028;-33.981070128970906
1739209912.3488047;-26.991370085610747
1739209912.3488069;-45.120503652039325
1739209912.3488088;-38.13080360867914
1739209912.348811;-38.13080360867914
1739209912.348813;-38.13080360867914
1739209912.348815;-45.120503652039325
1739209912.348817;-38.13080360867914
1739209912.3488193;-38.13080360867914
1739209912.3488212;-28.992665084841942
1739209912.3488233;-45.120503652039325
1739209912.3488252;-45.120503652039325
1739209912.3488274;-45.120503652039325
1739209912.3488295;-38.13080360867914
1739209912.3488314;-45.120503652039325
1739209912.3488336;-38.13080360867914
1739209912.3488357;-38.13080360867914
1739209912.3488376;-33.981070128970906
1739209912.3488398;-45.120503652039325
1739209912.348842;-45.120503652039325
1739209912.3488438;-38.13080360867914
1739209912.348846;-35.57807855764607
1739209912.3488479;-38.13080360867914
1739209912.34885;-45.120503652039325
1739209912.3488522;-45.120503652039325
1739209912.348854;-38.13080360867914
1739209912.3488562;-38.13080360867914
1739209912.3488584;-38.13080360867914
1739209912.3488603;-45.120503652039325
1739209912.3488624;-38.13080360867914
1739209912.3488646;-35.57807855764607
1739209912.3488665;-45.120503652039325
1739209912.3488686;-45.120503652039325
1739209912.3488705;-31.141103565318915
1739209912.3488727;-45.120503652039325
1739209912.3488748;-45.120503652039325
1739209912.3488767;-38.13080360867914
1739209912.3488789;-38.13080360867914
1739209912.348881;-45.120503652039325
1739209912.348883;-45.120503652039325
1739209912.348885;-45.120503652039325
1739209912.3488872;-38.13080360867914
1739209912.348889;-38.13080360867914
1739209912.3488913;-38.13080360867914
1739209912.3488932;-35.57807855764607
1739209912.3488953;-38.13080360867914
1739209912.3488975;-31.141103565318893
1739209912.3488994;-45.120503652039325
1739209912.3489015;-33.981070128970906
1739209912.3489037;-32.816014438256545
1739209912.3489056;-45.120503652039325
1739209912.3489077;-38.13080360867914
1739209912.3489096;-45.120503652039325
1739209912.3489118;-38.13080360867914
1739209912.348914;-45.120503652039325
1739209912.3489158;-38.13080360867914
1739209912.348918;-35.57807855764607
1739209912.34892;-45.120503652039325
1739209912.348922;-38.13080360867914
1739209912.3489242;-38.13080360867914
1739209912.3489263;-45.120503652039325
1739209912.3489282;-38.13080360867914
1739209912.3489304;-32.816014438256545
1739209912.3489323;-38.13080360867914
1739209912.3489344;-38.13080360867914
1739209912.3489366;-33.981070128970906
1739209912.3489385;-38.13080360867914
1739209912.3489406;-45.120503652039325
1739209912.3489428;-45.120503652039325
1739209912.349734;-38.13080360867914
1739209912.349735;-38.13080360867914
1739209912.349736;-38.13080360867914
1739209912.349737;-38.13080360867914
1739209912.349738;-38.13080360867914
1739209912.3497388;-45.120503652039325
1739209912.3497398;-45.120503652039325
1739209912.3497407;-33.981070128970906
1739209912.3497417;-38.13080360867914
1739209912.349743;-45.120503652039325
1739209912.3497438;-38.13080360867914
1739209912.3497448;-45.120503652039325
1739209912.3497458;-38.13080360867914
1739209912.3497467;-45.120503652039325
1739209912.3497477;-45.120503652039325
1739209912.3497486;-38.13080360867914
1739209912.3497496;-38.13080360867914
1739209912.3497505;-38.13080360867914
1739209912.3497515;-38.13080360867914
1739209912.3497524;-35.57807855764607
1739209912.3497534;-38.13080360867914
1739209912.3497543;-45.120503652039325
1739209912.3497553;-38.13080360867914
1739209912.3497562;-38.13080360867914
1739209912.3497572;-45.120503652039325
1739209912.3497581;-45.120503652039325
1739209912.349759;-45.120503652039325
1739209912.34976;-38.13080360867914
1739209912.349761;-31.141103565318915
1739209912.3497622;-45.120503652039325
1739209912.3497632;-38.13080360867914
1739209912.349764;-35.57807855764607
1739209912.349765;-45.120503652039325
1739209912.349766;-45.120503652039325
1739209912.349767;-33.981070128970906
1739209912.349768;-33.981070128970906
1739209912.3497689;-31.14110356531892
1739209912.3497698;-45.120503652039325
1739209912.3497708;-33.981070128970906
1739209912.3497717;-38.13080360867914
1739209912.3497727;-38.13080360867914
1739209912.3497736;-38.13080360867914
1739209912.3497746;-38.13080360867914
1739209912.3497756;-38.13080360867914
1739209912.3497765;-27.267205301931607
1739209912.3497775;-38.13080360867914
1739209912.3497784;-38.13080360867914
1739209912.3497794;-27.8777449560314
1739209912.3497803;-33.981070128970906
1739209912.3497815;-45.120503652039325
1739209912.3497825;-38.13080360867914
1739209912.3497834;-38.13080360867914
1739209912.3497844;-35.57807855764607
1739209912.3497853;-45.120503652039325
1739209912.3497863;-38.13080360867914
1739209912.3497872;-38.13080360867914
1739209912.3497882;-38.13080360867914
1739209912.3497891;-38.13080360867914
1739209912.34979;-38.13080360867914
1739209912.349791;-32.816014438256545
1739209912.349792;-45.120503652039325
1739209912.349793;-45.120503652039325
1739209912.349794;-38.13080360867914
1739209912.3497949;-38.13080360867914
1739209912.3497958;-45.120503652039325
1739209912.3497968;-45.120503652039325
1739209912.3497977;-45.120503652039325
1739209912.3497987;-38.13080360867914
1739209912.3497999;-30.49652367304973
1739209912.3498008;-38.13080360867914
1739209912.3498018;-38.13080360867914
1739209912.3498027;-32.816014438256545
1739209912.3498037;-32.816014438256545
1739209912.3498046;-38.13080360867914
1739209912.3498056;-45.120503652039325
1739209912.3498065;-35.57807855764607
1739209912.3498075;-30.49652367304976
1739209912.3498085;-45.120503652039325
1739209912.3498094;-35.57807855764607
1739209912.3498104;-38.13080360867914
1739209912.3498113;-38.13080360867914
1739209912.3498123;-45.120503652039325
1739209912.3498132;-33.981070128970906
1739209912.3498142;-38.13080360867914
1739209912.3498151;-35.57807855764607
1739209912.349816;-38.13080360867914
1739209912.349817;-38.13080360867914
1739209912.349818;-45.120503652039325
1739209912.3498192;-45.120503652039325
1739209912.3498201;-45.120503652039325
1739209912.349821;-38.13080360867914
1739209912.349822;-35.57807855764607
1739209912.349823;-45.120503652039325
1739209912.349824;-45.120503652039325
1739209912.349825;-38.13080360867914
1739209912.3498259;-45.120503652039325
1739209912.3498268;-35.57807855764607
1739209912.3498278;-38.13080360867914
1739209912.3498287;-38.13080360867914
1739209912.3498297;-32.816014438256545
1739209912.3498306;-45.120503652039325
1739209912.3498316;-45.120503652039325
1739209912.3498325;-45.120503652039325
1739209912.3498335;-45.120503652039325
1739209912.3498344;-45.120503652039325
1739209912.3498354;-45.120503652039325
1739209912.3498363;-33.981070128970906
1739209912.3498373;-45.120503652039325
1739209912.3498385;-35.57807855764607
1739209912.3498394;-38.13080360867914
1739209912.3498404;-45.120503652039325
1739209912.3498414;-38.13080360867914
1739209912.3498423;-38.13080360867914
1739209912.3498433;-45.120503652039325
1739209912.3498442;-38.13080360867914
1739209912.3498452;-38.13080360867914
1739209912.3498461;-45.120503652039325
1739209912.349847;-45.120503652039325
1739209912.349848;-35.57807855764607
1739209912.349849;-38.13080360867914
1739209912.34985;-45.120503652039325
1739209912.349851;-38.13080360867914
1739209912.3498518;-38.13080360867914
1739209912.3498528;-45.120503652039325
1739209912.3498538;-38.13080360867914
1739209912.3498547;-38.13080360867914
1739209912.3498557;-45.120503652039325
1739209912.3498569;-38.13080360867914
1739209912.3498578;-32.816014438256545
1739209912.3498588;-38.13080360867914
1739209912.3498597;-38.13080360867914
1739209912.3498607;-45.120503652039325
1739209912.3498616;-45.120503652039325
1739209912.3498626;-45.120503652039325
1739209912.3498635;-45.120503652039325
1739209912.3498645;-45.120503652039325
1739209912.3498654;-35.57807855764607
1739209912.3498664;-35.57807855764607
1739209912.3498673;-38.13080360867914
1739209912.3498683;-38.13080360867914
1739209912.3498693;-45.120503652039325
1739209912.3498702;-38.13080360867914
1739209912.3498712;-38.13080360867914
1739209912.349872;-35.57807855764607
1739209912.349873;-45.120503652039325
