CAN Message; 0x1a7:0000a732bfaa5287
1739209725.664479;-35.57807855764607
1739209725.6644828;-45.120503652039325
1739209725.6644864;-45.120503652039325
1739209725.6644902;-38.13080360867914
1739209725.664494;-45.120503652039325
1739209725.6644976;-45.120503652039325
1739209725.6645014;-38.13080360867914
1739209725.6645052;-33.981070128970906
1739209725.664509;-31.141103565318915
1739209725.6645126;-45.120503652039325
1739209725.6645164;-45.120503652039325
1739209725.6645203;-33.981070128970906
1739209725.6645238;-38.13080360867914
1739209725.6645277;-45.120503652039325
1739209725.6645315;-38.13080360867914
1739209725.6645353;-45.120503652039325
1739209725.6645389;-38.13080360867914
1739209725.6645427;-45.120503652039325
1739209725.6645465;-38.13080360867914
1739209725.66455;-45.120503652039325
1739209725.6645539;-38.13080360867914
1739209725.6645577;-38.13080360867914
1739209725.6645615;-45.120503652039325
1739209725.664565;-45.120503652039325
1739209725.664569;-33.981070128970906
1739209725.6645727;-45.120503652039325
1739209725.6645763;-45.120503652039325
1739209725.66458;-45.120503652039325
1739209725.664584;-38.13080360867914
1739209725.6645877;-38.13080360867914
1739209725.6645913;-33.981070128970906
1739209725.6645951;-38.13080360867914
1739209725.664599;-28.58837851428586
1739209725.6646025;-38.13080360867914
1739209725.6646063;-45.120503652039325
1739209725.6646101;-38.13080360867914
1739209725.664614;-31.141103565318915
1739209725.6646175;-38.13080360867914
1739209725.6646214;-38.13080360867914
1739209725.6646252;-38.13080360867914
1739209725.6646287;-28.992665084841942
1739209725.6646326;-32.816014438256545
1739209725.6646364;-38.13080360867914
1739209725.6646402;-45.120503652039325
1739209725.6646438;-38.13080360867914
1739209725.6646476;-33.981070128970906
1739209725.6646514;-38.13080360867914
1739209725.664655;-45.120503652039325
1739209725.6646588;-33.981070128970906
1739209725.6646626;-38.13080360867914
1739209725.6646664;-45.120503652039325
1739209725.66467;-45.120503652039325
1739209725.6646738;-33.981070128970906
1739209725.6646776;-35.57807855764607
1739209725.6646812;-38.13080360867914
1739209725.664685;-45.120503652039325
1739209725.6646888;-31.141103565318915
1739209725.6646926;-35.57807855764607
1739209725.6646962;-45.120503652039325
1739209725.6647;-45.120503652039325
1739209725.6647038;-38.13080360867914
1739209725.6647074;-45.120503652039325
1739209725.6647112;-38.13080360867914
1739209725.664715;-38.13080360867914
1739209725.6647189;-35.57807855764607
1739209725.6647224;-38.13080360867914
1739209725.6647263;-35.57807855764607
1739209725.66473;-45.120503652039325
1739209725.6647336;-45.120503652039325
1739209725.6647375;-35.57807855764607
1739209725.6647413;-45.120503652039325
1739209725.664745;-45.120503652039325
1739209725.6647487;-38.13080360867914
1739209725.6647525;-38.13080360867914
1739209725.6647563;-45.120503652039325
1739209725.66476;-38.13080360867914
1739209725.6647637;-38.13080360867914
1739209725.6647675;-38.13080360867914
1739209725.6647713;-35.57807855764607
1739209725.664775;-38.13080360867914
1739209725.6647787;-38.13080360867914
1739209725.6647825;-38.13080360867914
1739209725.6647863;-45.120503652039325
1739209725.66479;-38.13080360867914
1739209725.6647937;-38.13080360867914
1739209725.6647975;-45.120503652039325
1739209725.6648011;-45.120503652039325
1739209725.664805;-35.57807855764607
1739209725.6648088;-45.120503652039325
1739209725.6648126;-45.120503652039325
1739209725.6648161;-45.120503652039325
1739209725.66482;-45.120503652039325
1739209725.6648238;-45.120503652039325
1739209725.6648273;-38.13080360867914
1739209725.6648312;-38.13080360867914
1739209725.664835;-45.120503652039325
1739209725.6648388;-33.981070128970906
1739209725.6648424;-45.120503652039325
1739209725.6648462;-45.120503652039325
1739209725.66485;-35.57807855764607
1739209725.6648536;-38.13080360867914
1739209725.6648574;-45.120503652039325
1739209725.6648612;-38.13080360867914
1739209725.664865;-45.120503652039325
1739209725.6648686;-45.120503652039325
1739209725.6648724;-45.120503652039325
1739209725.6648762;-45.120503652039325
1739209725.6648798;-45.120503652039325
1739209725.6648836;-35.57807855764607
1739209725.6648874;-38.13080360867914
1739209725.6648912;-38.13080360867914
1739209725.6648948;-45.120503652039325
1739209725.6648986;-38.13080360867914
1739209725.6649024;-32.816014438256545
1739209725.664906;-45.120503652039325
1739209725.6649098;-38.13080360867914
1739209725.6649137;-45.120503652039325
1739209725.6649175;-38.13080360867914
1739209725.664921;-45.120503652039325
1739209725.6649249;-45.120503652039325
1739209725.6649287;-45.120503652039325
1739209725.6649323;-45.120503652039325
1739209725.664936;-45.120503652039325
1739209725.6649399;-45.120503652039325
1739209725.6649437;-38.13080360867914
1739209725.6649473;-45.120503652039325
1739209725.664951;-45.120503652039325
1739209725.664955;-45.120503652039325
1739209725.6649585;-45.120503652039325
1739209725.6649623;-32.816014438256545
1739209725.664966;-45.120503652039325
1739209725.66497;-45.120503652039325
1739209725.6649735;-45.120503652039325
1739209725.6649773;-38.13080360867914
1739209725.6649811;-38.13080360867914
1739209725.6649847;-45.120503652039325
1739209725.6649885;-45.120503652039325
1739209725.6649923;-45.120503652039325
1739209725.6649961;-45.120503652039325
1739209725.6649997;-38.13080360867914
1739209725.6650035;-38.13080360867914
1739209725.6650074;-45.120503652039325
1739209725.665011;-45.120503652039325
1739209725.6650147;-45.120503652039325
1739209725.6650186;-45.120503652039325
1739209725.6650224;-32.816014438256545
1739209725.665026;-38.13080360867914
1739209725.6650298;-45.120503652039325
1739209725.6650336;-38.13080360867914
1739209725.6650372;-38.13080360867914
1739209725.665041;-38.13080360867914
1739209725.6650448;-45.120503652039325
1739209725.6650486;-38.13080360867914
1739209725.6650522;-38.13080360867914
1739209725.665056;-38.13080360867914
1739209725.6650598;-45.120503652039325
1739209725.6650634;-45.120503652039325
1739209725.6650672;-45.120503652039325
1739209725.665071;-38.13080360867914
1739209725.6650748;-45.120503652039325
1739209725.6650784;-38.13080360867914
1739209725.6650822;-38.13080360867914
1739209725.665086;-45.120503652039325
1739209725.6650896;-45.120503652039325
1739209725.6650934;-45.120503652039325
1739209725.6650972;-32.816014438256545
1739209725.665101;-45.120503652039325
1739209725.6651046;-45.120503652039325
1739209725.6651084;-33.981070128970906
1739209725.6651123;-28.992665084841942
1739209725.665116;-31.141103565318915
1739209725.6651196;-38.13080360867914
1739209725.6651235;-38.13080360867914
1739209725.6651273;-38.13080360867914
1739209725.6651309;-38.13080360867914
1739209725.6651347;-45.120503652039325
1739209725.6651385;-38.13080360867914
1739209725.6651423;-32.816014438256545
1739209725.6651459;-35.57807855764607
1739209725.6651497;-45.120503652039325
1739209725.6651535;-38.13080360867914
1739209725.665157;-38.13080360867914
1739209725.665161;-45.120503652039325
1739209725.6651647;-45.120503652039325
1739209725.6651685;-33.981070128970906
1739209725.665172;-31.141103565318915
1739209725.665176;-31.141103565318915
1739209725.6651797;-35.57807855764607
1739209725.6651833;-38.13080360867914
1739209725.6651871;-38.13080360867914
1739209725.665191;-38.13080360867914
1739209725.6651947;-45.120503652039325
1739209725.6651983;-35.57807855764607
1739209725.6652021;-38.13080360867914
1739209725.665206;-38.13080360867914
1739209725.6652095;-45.120503652039325
1739209725.6652133;-38.13080360867914
1739209725.6652172;-45.120503652039325
1739209725.665221;-45.120503652039325
1739209725.6652246;-45.120503652039325
1739209725.6652284;-35.57807855764607
1739209725.6652322;-45.120503652039325
1739209725.6652358;-38.13080360867914
1739209725.6652396;-45.120503652039325
1739209725.6652434;-45.120503652039325
1739209725.6652472;-31.141103565318893
1739209725.6652508;-45.120503652039325
1739209725.6652546;-45.120503652039325
1739209725.6652584;-38.13080360867914
1739209725.665262;-38.13080360867914
1739209725.6652658;-33.981070128970906
1739209725.6652696;-38.13080360867914
1739209725.6652734;-38.13080360867914
1739209725.665277;-45.120503652039325
1739209725.6652808;-38.13080360867914
1739209725.6652846;-45.120503652039325
1739209725.6652882;-45.120503652039325
1739209725.665292;-45.120503652039325
1739209725.6652958;-31.141103565318915
1739209725.6652997;-38.13080360867914
1739209725.6653032;-45.120503652039325
1739209725.665307;-45.120503652039325
1739209725.6653109;-38.13080360867914
1739209725.6653144;-33.981070128970906
1739209725.6653183;-45.120503652039325
1739209725.665322;-38.13080360867914
1739209725.6653259;-33.981070128970906
1739209725.6653295;-35.57807855764607
1739209725.6653333;-38.13080360867914
1739209725.665337;-45.120503652039325
1739209725.6653407;-38.13080360867914
1739209725.6653445;-35.57807855764607
1739209725.6653483;-38.13080360867914
1739209725.665352;-38.13080360867914
1739209725.6653557;-38.13080360867914
1739209725.6653595;-45.120503652039325
1739209725.6653633;-45.120503652039325
1739209725.665367;-45.120503652039325
1739209725.6653707;-45.120503652039325
1739209725.6653745;-38.13080360867914
1739209725.6653783;-45.120503652039325
1739209725.665382;-38.13080360867914
1739209725.6653857;-35.57807855764607
1739209725.6653895;-45.120503652039325
1739209725.665393;-38.13080360867914
1739209725.665397;-45.120503652039325
1739209725.6654007;-33.981070128970906
1739209725.6654046;-45.120503652039325
1739209725.6654081;-45.120503652039325
1739209725.665412;-45.120503652039325
1739209725.6654158;-38.13080360867914
1739209725.6654193;-45.120503652039325
1739209725.6654232;-38.13080360867914
1739209725.665427;-45.120503652039325
1739209725.6654308;-38.13080360867914
1739209725.6654344;-35.57807855764607
1739209725.6654382;-45.120503652039325
1739209725.665442;-45.120503652039325
1739209725.6654456;-38.13080360867914
1739209725.6654494;-38.13080360867914
1739209725.6654532;-38.13080360867914
1739209725.665457;-38.13080360867914
1739209725.6654606;-38.13080360867914
1739209725.6654644;-45.120503652039325
1739209725.6654682;-38.13080360867914
1739209725.665472;-38.13080360867914
1739209725.6654756;-38.13080360867914
1739209725.6654794;-45.120503652039325
1739209725.6654832;-33.981070128970906
1739209725.6654868;-35.57807855764607
1739209725.6654906;-33.981070128970906
1739209725.6654944;-38.13080360867914
1739209725.6654983;-38.13080360867914
1739209725.6655018;-32.816014438256545
1739209725.6655056;-38.13080360867914
1739209725.6655095;-45.120503652039325
1739209725.665513;-33.981070128970906
1739209725.6655169;-38.13080360867914
1739209725.6655207;-45.120503652039325
1739209725.6655245;-45.120503652039325
1739209725.665528;-38.13080360867914
1739209725.6655319;-35.57807855764607
1739209725.6655357;-38.13080360867914
1739209725.6655393;-45.120503652039325
1739209725.665543;-38.13080360867914
1739209725.665547;-38.13080360867914
1739209725.6655507;-45.120503652039325
1739209725.6655543;-45.120503652039325
1739209725.665558;-35.57807855764607
1739209725.665562;-35.57807855764607
1739209725.6655655;-38.13080360867914
1739209725.6655693;-33.981070128970906
1739209725.6655731;-45.120503652039325
1739209725.665577;-38.13080360867914
1739209725.6655805;-38.13080360867914
1739209725.6655843;-38.13080360867914
1739209725.6655881;-38.13080360867914
1739209725.6655917;-45.120503652039325
1739209725.6655955;-38.13080360867914
1739209725.6655993;-38.13080360867914
1739209725.6656032;-45.120503652039325
1739209725.6656067;-45.120503652039325
1739209725.6656106;-45.120503652039325
1739209725.6656144;-45.120503652039325
1739209725.665618;-38.13080360867914
1739209725.6656218;-35.57807855764607
1739209725.6656256;-38.13080360867914
1739209725.6656294;-30.49652367304973
1739209725.665633;-38.13080360867914
1739209725.6656368;-45.120503652039325
1739209725.6656406;-38.13080360867914
1739209725.6656442;-38.13080360867914
1739209725.665648;-38.13080360867914
1739209725.6656518;-35.57807855764607
1739209725.6656556;-45.120503652039325
1739209725.6656592;-45.120503652039325
1739209725.665663;-45.120503652039325
1739209725.6656668;-38.13080360867914
1739209725.6656704;-38.13080360867914
1739209725.6656742;-45.120503652039325
1739209725.665678;-38.13080360867914
1739209725.6656818;-35.57807855764607
1739209725.6656854;-35.57807855764607
1739209725.6656892;-38.13080360867914
1739209725.665693;-45.120503652039325
1739209725.6656966;-45.120503652039325
1739209725.6657004;-45.120503652039325
1739209725.6657043;-45.120503652039325
1739209725.665708;-45.120503652039325
1739209725.6657116;-38.13080360867914
1739209725.6657155;-38.13080360867914
1739209725.6657193;-26.487275050834715
1739209725.6657228;-38.13080360867914
1739209725.6657267;-45.120503652039325
1739209725.6657305;-38.13080360867914
1739209725.6657343;-32.816014438256545
1739209725.6657379;-38.13080360867914
1739209725.6657417;-45.120503652039325
1739209725.6657455;-38.13080360867914
1739209725.665749;-45.120503652039325
1739209725.665753;-45.120503652039325
1739209725.6657567;-45.120503652039325
1739209725.6657605;-38.13080360867914
1739209725.665764;-35.57807855764607
1739209725.665768;-45.120503652039325
1739209725.6657717;-45.120503652039325
1739209725.6657753;-45.120503652039325
1739209725.665779;-38.13080360867914
1739209725.665783;-45.120503652039325
1739209725.6657867;-38.13080360867914
1739209725.6657903;-45.120503652039325
1739209725.6657941;-45.120503652039325
1739209725.665798;-45.120503652039325
1739209725.6658015;-45.120503652039325
1739209725.6658053;-38.13080360867914
1739209725.6658092;-28.992665084841942
1739209725.665813;-30.49652367304973
1739209725.6658165;-38.13080360867914
1739209725.6658204;-45.120503652039325
1739209725.6658242;-38.13080360867914
1739209725.665828;-35.57807855764607
1739209725.6658316;-45.120503652039325
1739209725.6658354;-38.13080360867914
1739209725.6658392;-45.120503652039325
1739209725.6658428;-38.13080360867914
1739209725.6658466;-45.120503652039325
1739209725.6658504;-38.13080360867914
1739209725.6658542;-38.13080360867914
1739209725.6658578;-38.13080360867914
1739209725.6658616;-45.120503652039325
1739209725.6658654;-45.120503652039325
1739209725.665869;-38.13080360867914
1739209725.6658728;-45.120503652039325
1739209725.6658766;-45.120503652039325
1739209725.6658804;-38.13080360867914
1739209725.665884;-38.13080360867914
1739209725.6658878;-38.13080360867914
1739209725.6658916;-38.13080360867914
1739209725.6658952;-38.13080360867914
1739209725.665899;-38.13080360867914
1739209725.6659029;-38.13080360867914
1739209725.6659067;-33.981070128970906
1739209725.6659102;-45.120503652039325
1739209725.665914;-38.13080360867914
1739209725.6659179;-35.57807855764607
1739209725.6659214;-38.13080360867914
1739209725.6659253;-38.13080360867914
1739209725.665929;-35.57807855764607
1739209725.665933;-45.120503652039325
1739209725.6659365;-38.13080360867914
1739209725.6659403;-38.13080360867914
1739209725.665944;-38.13080360867914
1739209725.6659477;-45.120503652039325
1739209725.6659515;-38.13080360867914
1739209725.6659553;-45.120503652039325
1739209725.6659591;-38.13080360867914
1739209725.6659627;-38.13080360867914
1739209725.6659665;-35.57807855764607
1739209725.6659703;-45.120503652039325
1739209725.665974;-45.120503652039325
1739209725.6659777;-38.13080360867914
1739209725.6659815;-35.57807855764607
1739209725.6659853;-45.120503652039325
1739209725.665989;-38.13080360867914
1739209725.6659927;-35.57807855764607
1739209725.6659966;-35.57807855764607
1739209725.6660001;-38.13080360867914
1739209725.666004;-45.120503652039325
1739209725.6660078;-33.981070128970906
1739209725.6660116;-38.13080360867914
1739209725.6660151;-45.120503652039325
1739209725.666019;-45.120503652039325
1739209725.6660228;-45.120503652039325
1739209725.6660264;-38.13080360867914
1739209725.6660302;-38.13080360867914
1739209725.666034;-38.13080360867914
1739209725.6660378;-38.13080360867914
1739209725.6660414;-38.13080360867914
1739209725.6660452;-38.13080360867914
1739209725.666049;-45.120503652039325
1739209725.6660526;-33.981070128970906
1739209725.6660564;-35.57807855764607
1739209725.6660602;-45.120503652039325
1739209725.666064;-45.120503652039325
1739209725.6660676;-38.13080360867914
1739209725.6660714;-32.816014438256545
1739209725.6660752;-38.13080360867914
1739209725.6660788;-38.13080360867914
1739209725.6660826;-45.120503652039325
1739209725.6660864;-45.120503652039325
1739209725.6660903;-35.57807855764607
1739209725.6660938;-38.13080360867914
1739209725.6660976;-45.120503652039325
1739209725.6661015;-38.13080360867914
1739209725.666105;-38.13080360867914
1739209725.6661088;-45.120503652039325
1739209725.6661127;-33.981070128970906
1739209725.6661165;-38.13080360867914
1739209725.66612;-38.13080360867914
1739209725.6661239;-38.13080360867914
1739209725.6661277;-33.981070128970906
1739209725.6661313;-35.57807855764607
1739209725.666135;-38.13080360867914
1739209725.666139;-45.120503652039325
1739209725.6661427;-30.49652367304973
1739209725.6661463;-32.816014438256545
1739209725.66615;-45.120503652039325
1739209725.666154;-38.13080360867914
1739209725.6661577;-45.120503652039325
1739209725.6661613;-45.120503652039325
1739209725.666165;-38.13080360867914
1739209725.666169;-45.120503652039325
1739209725.6661725;-45.120503652039325
1739209725.6661763;-45.120503652039325
1739209725.6661801;-35.57807855764607
1739209725.666184;-38.13080360867914
1739209725.6661875;-38.13080360867914
1739209725.6661913;-45.120503652039325
1739209725.6661952;-38.13080360867914
1739209725.6661987;-38.13080360867914
1739209725.6662025;-35.57807855764607
1739209725.6662064;-32.816014438256545
1739209725.6662102;-45.120503652039325
1739209725.6662138;-38.13080360867914
1739209725.6662176;-38.13080360867914
1739209725.6662214;-45.120503652039325
1739209725.666225;-38.13080360867914
1739209725.6662288;-32.816014438256545
1739209725.6662326;-45.120503652039325
1739209725.6662364;-45.120503652039325
1739209725.66624;-33.981070128970906
1739209725.6662438;-45.120503652039325
1739209725.6662476;-38.13080360867914
1739209725.6662512;-38.13080360867914
1739209725.666255;-45.120503652039325
1739209725.6662588;-45.120503652039325
1739209725.6662626;-31.141103565318893
1739209725.6662662;-28.21854285175415
1739209725.66627;-38.13080360867914
1739209725.6662738;-35.57807855764607
1739209725.6662774;-38.13080360867914
1739209725.6662812;-35.57807855764607
1739209725.666285;-38.13080360867914
1739209725.6662889;-31.141103565318893
1739209725.6662924;-45.120503652039325
1739209725.6662962;-38.13080360867914
1739209725.6663;-38.13080360867914
1739209725.6663036;-45.120503652039325
1739209725.6663074;-45.120503652039325
1739209725.6663113;-45.120503652039325
1739209725.666315;-45.120503652039325
1739209725.6663187;-45.120503652039325
1739209725.6663225;-38.13080360867914
1739209725.6663263;-31.141103565318893
1739209725.6663299;-38.13080360867914
1739209725.6663337;-45.120503652039325
1739209725.6663375;-35.57807855764607
1739209725.6663413;-35.57807855764607
1739209725.666345;-38.13080360867914
1739209725.6663487;-45.120503652039325
1739209725.6663525;-45.120503652039325
1739209725.666356;-45.120503652039325
1739209725.66636;-35.57807855764607
1739209725.6663637;-35.57807855764607
1739209725.6663675;-45.120503652039325
1739209725.666371;-38.13080360867914
1739209725.666375;-38.13080360867914
1739209725.6663787;-45.120503652039325
1739209725.6663823;-45.120503652039325
1739209725.6663861;-45.120503652039325
1739209725.66639;-38.13080360867914
1739209725.6663938;-45.120503652039325
1739209725.6663973;-38.13080360867914
1739209725.6664011;-38.13080360867914
1739209725.666405;-38.13080360867914
1739209725.6664085;-45.120503652039325
1739209725.6664124;-33.981070128970906
1739209725.6664162;-27.8777449560314
1739209725.66642;-33.981070128970906
1739209725.6664236;-45.120503652039325
1739209725.6664274;-38.13080360867914
1739209725.6664312;-32.816014438256545
1739209725.6664348;-38.13080360867914
1739209725.6664386;-45.120503652039325
1739209725.6664424;-38.13080360867914
1739209725.6664462;-45.120503652039325
1739209725.6664498;-45.120503652039325
1739209725.6664536;-45.120503652039325
1739209725.6664574;-38.13080360867914
1739209725.666461;-38.13080360867914
1739209725.6664648;-45.120503652039325
1739209725.6664686;-45.120503652039325
1739209725.6664724;-38.13080360867914
1739209725.666476;-26.991370085610722
1739209725.6664798;-31.141103565318915
1739209725.6664836;-38.13080360867914
1739209725.6664872;-33.981070128970906
1739209725.666491;-35.57807855764607
1739209725.6664948;-35.57807855764607
1739209725.6664987;-45.120503652039325
1739209725.6665022;-35.57807855764607
1739209725.666506;-38.13080360867914
1739209725.6665099;-45.120503652039325
1739209725.6665137;-38.13080360867914
1739209725.6665173;-45.120503652039325
1739209725.666521;-38.13080360867914
1739209725.666525;-38.13080360867914
1739209725.6665285;-33.981070128970906
1739209725.6665323;-38.13080360867914
1739209725.666536;-31.141103565318915
1739209725.66654;-38.13080360867914
1739209725.6665435;-35.57807855764607
1739209725.6665473;-45.120503652039325
1739209725.666551;-45.120503652039325
1739209725.6665547;-45.120503652039325
1739209725.6665585;-45.120503652039325
1739209725.6665623;-38.13080360867914
1739209725.6665661;-38.13080360867914
1739209725.6665697;-38.13080360867914
1739209725.6665735;-38.13080360867914
1739209725.6665773;-38.13080360867914
1739209725.666581;-32.816014438256545
1739209725.6665847;-38.13080360867914
1739209725.6665885;-38.13080360867914
1739209725.6665924;-38.13080360867914
1739209725.666596;-38.13080360867914
1739209725.6665998;-45.120503652039325
1739209725.6666036;-45.120503652039325
1739209725.6666071;-45.120503652039325
1739209725.666611;-45.120503652039325
1739209725.6666148;-38.13080360867914
1739209725.6666186;-38.13080360867914
1739209725.6666222;-45.120503652039325
1739209725.666626;-33.981070128970906
1739209725.6666298;-38.13080360867914
1739209725.6666334;-45.120503652039325
1739209725.6666372;-45.120503652039325
1739209725.666641;-38.13080360867914
1739209725.6666448;-38.13080360867914
1739209725.6666484;-45.120503652039325
1739209725.6666522;-45.120503652039325
1739209725.666656;-45.120503652039325
1739209725.6666596;-45.120503652039325
1739209725.6666634;-38.13080360867914
1739209725.6666672;-45.120503652039325
1739209725.666671;-38.13080360867914
1739209725.6666746;-38.13080360867914
1739209725.6666784;-45.120503652039325
1739209725.6666822;-45.120503652039325
1739209725.6666858;-45.120503652039325
1739209725.6666896;-45.120503652039325
1739209725.6666934;-38.13080360867914
1739209725.6666973;-45.120503652039325
1739209725.6667008;-38.13080360867914
1739209725.6667047;-38.13080360867914
1739209725.6667085;-33.981070128970906
1739209725.666712;-45.120503652039325
1739209725.6667159;-45.120503652039325
1739209725.6667197;-31.141103565318915
1739209725.6667235;-32.816014438256545
1739209725.666727;-45.120503652039325
1739209725.6667309;-38.13080360867914
1739209725.6667347;-32.816014438256545
1739209725.6667383;-38.13080360867914
1739209725.666742;-38.13080360867914
1739209725.666746;-35.57807855764607
1739209725.6667497;-45.120503652039325
1739209725.6667533;-45.120503652039325
1739209725.666757;-38.13080360867914
1739209725.666761;-38.13080360867914
1739209725.6667645;-45.120503652039325
1739209725.6667683;-45.120503652039325
1739209725.6667721;-38.13080360867914
1739209725.666776;-35.57807855764607
1739209725.6667795;-45.120503652039325
1739209725.6667833;-33.981070128970906
1739209725.6667871;-38.13080360867914
1739209725.6667907;-45.120503652039325
1739209725.6667945;-33.981070128970906
1739209725.6667984;-38.13080360867914
1739209725.6668022;-38.13080360867914
1739209725.6668057;-45.120503652039325
1739209725.6668096;-30.49652367304973
1739209725.6668134;-32.816014438256545
1739209725.666817;-45.120503652039325
1739209725.6668208;-45.120503652039325
