CAN Message; 0x98:0000709f92f35878
Timestamp;Amplitude
1739209688.1566055;-38.13080360867914
1739209688.1566079;-33.981070128970906
1739209688.15661;-45.120503652039325
1739209688.1566124;-45.120503652039325
1739209688.1566145;-38.13080360867914
1739209688.156617;-32.816014438256545
1739209688.156619;-38.13080360867914
1739209688.1566212;-38.13080360867914
1739209688.1566236;-38.13080360867914
1739209688.1566257;-45.120503652039325
1739209688.1566281;-38.13080360867914
1739209688.1566303;-45.120503652039325
1739209688.1566327;-45.120503652039325
1739209688.1566348;-38.13080360867914
1739209688.156637;-32.816014438256545
1739209688.1566393;-45.120503652039325
1739209688.1566415;-38.13080360867914
1739209688.1566439;-27.8777449560314
1739209688.156646;-45.120503652039325
1739209688.1566484;-45.120503652039325
1739209688.1566505;-38.13080360867914
1739209688.1566527;-38.13080360867914
1739209688.156655;-45.120503652039325
1739209688.1566572;-45.120503652039325
1739209688.1566596;-38.13080360867914
1739209688.1566617;-45.120503652039325
1739209688.1566641;-38.13080360867914
1739209688.1566663;-45.120503652039325
1739209688.1566684;-45.120503652039325
1739209688.1566708;-38.13080360867914
1739209688.156673;-33.981070128970906
1739209688.1566753;-45.120503652039325
1739209688.1566775;-45.120503652039325
1739209688.1566799;-35.57807855764607
1739209688.156682;-38.13080360867914
1739209688.1566842;-45.120503652039325
1739209688.1566865;-45.120503652039325
1739209688.1566887;-45.120503652039325
1739209688.156691;-45.120503652039325
1739209688.1566932;-45.120503652039325
1739209688.1566956;-45.120503652039325
1739209688.1566978;-45.120503652039325
1739209688.1567;-45.120503652039325
1739209688.1567023;-45.120503652039325
1739209688.1567044;-38.13080360867914
1739209688.1567068;-35.57807855764607
1739209688.156709;-33.981070128970906
1739209688.1567113;-45.120503652039325
1739209688.1567135;-45.120503652039325
1739209688.1567156;-35.57807855764607
1739209688.156718;-32.816014438256545
1739209688.1567202;-38.13080360867914
1739209688.1567225;-33.981070128970906
1739209688.1567247;-33.981070128970906
1739209688.156727;-45.120503652039325
1739209688.1567292;-45.120503652039325
1739209688.1567314;-45.120503652039325
1739209688.1567338;-45.120503652039325
1739209688.156736;-45.120503652039325
1739209688.1567383;-45.120503652039325
1739209688.1567404;-45.120503652039325
1739209688.1567428;-33.981070128970906
1739209688.156745;-38.13080360867914
1739209688.156747;-38.13080360867914
1739209688.1567495;-33.981070128970906
1739209688.1567516;-38.13080360867914
1739209688.156754;-33.981070128970906
1739209688.1567562;-45.120503652039325
1739209688.1567585;-45.120503652039325
1739209688.1567607;-38.13080360867914
1739209688.1567628;-38.13080360867914
1739209688.1567652;-38.13080360867914
1739209688.1567674;-45.120503652039325
1739209688.1567698;-35.57807855764607
1739209688.156772;-33.981070128970906
1739209688.1567743;-45.120503652039325
1739209688.1567764;-38.13080360867914
1739209688.1567786;-38.13080360867914
1739209688.156781;-35.57807855764607
1739209688.156783;-45.120503652039325
1739209688.1567855;-38.13080360867914
1739209688.1567876;-38.13080360867914
1739209688.15679;-33.981070128970906
1739209688.1567922;-38.13080360867914
1739209688.1567943;-38.13080360867914
1739209688.1567967;-38.13080360867914
1739209688.1567988;-45.120503652039325
1739209688.1568012;-38.13080360867914
1739209688.1568034;-45.120503652039325
1739209688.1568058;-38.13080360867914
1739209688.156808;-33.981070128970906
1739209688.15681;-45.120503652039325
1739209688.1568124;-45.120503652039325
1739209688.1568146;-38.13080360867914
1739209688.156817;-45.120503652039325
1739209688.156819;-45.120503652039325
1739209688.1568215;-38.13080360867914
1739209688.1568236;-38.13080360867914
1739209688.1568258;-33.981070128970906
1739209688.1568282;-38.13080360867914
1739209688.1568303;-45.120503652039325
1739209688.1568327;-38.13080360867914
1739209688.1568348;-38.13080360867914
1739209688.1568372;-38.13080360867914
1739209688.1568394;-38.13080360867914
1739209688.1568415;-35.57807855764607
1739209688.156844;-38.13080360867914
1739209688.156846;-45.120503652039325
1739209688.1568484;-45.120503652039325
1739209688.1568506;-38.13080360867914
1739209688.156853;-38.13080360867914
1739209688.156855;-45.120503652039325
1739209688.1568573;-45.120503652039325
1739209688.1568596;-45.120503652039325
1739209688.1568618;-38.13080360867914
1739209688.1568642;-38.13080360867914
1739209688.1568663;-38.13080360867914
1739209688.1568687;-38.13080360867914
1739209688.1568708;-33.981070128970906
1739209688.156873;-45.120503652039325
1739209688.1568754;-45.120503652039325
1739209688.1568775;-45.120503652039325
1739209688.15688;-38.13080360867914
1739209688.156882;-38.13080360867914
1739209688.1568844;-38.13080360867914
1739209688.1568866;-45.120503652039325
1739209688.1568887;-45.120503652039325
1739209688.156891;-38.13080360867914
1739209688.1568933;-35.57807855764607
1739209688.1568956;-45.120503652039325
1739209688.1568978;-28.992665084841942
1739209688.1569002;-31.141103565318915
1739209688.1569023;-45.120503652039325
1739209688.1569045;-33.981070128970906
1739209688.1569068;-35.57807855764607
1739209688.156909;-38.13080360867914
1739209688.1569114;-45.120503652039325
1739209688.1569135;-38.13080360867914
1739209688.156916;-38.13080360867914
1739209688.156918;-32.81601443825658
1739209688.1569202;-38.13080360867914
1739209688.1569226;-38.13080360867914
1739209688.1569247;-45.120503652039325
1739209688.156927;-45.120503652039325
1739209688.1569293;-45.120503652039325
1739209688.1569316;-45.120503652039325
1739209688.1569338;-38.13080360867914
1739209688.156936;-38.13080360867914
1739209688.1569383;-45.120503652039325
1739209688.1569405;-45.120503652039325
1739209688.1569428;-45.120503652039325
1739209688.156945;-45.120503652039325
1739209688.1569474;-38.13080360867914
1739209688.1569495;-35.57807855764607
1739209688.1569517;-38.13080360867914
1739209688.156954;-45.120503652039325
1739209688.1569562;-45.120503652039325
1739209688.1569586;-38.13080360867914
1739209688.1569607;-33.981070128970906
1739209688.156963;-38.13080360867914
1739209688.1569653;-38.13080360867914
1739209688.1569674;-35.57807855764607
1739209688.1569698;-38.13080360867914
1739209688.156972;-38.13080360867914
1739209688.1569743;-38.13080360867914
1739209688.1569765;-35.57807855764607
1739209688.1569788;-38.13080360867914
1739209688.156981;-45.120503652039325
1739209688.1569831;-38.13080360867914
1739209688.1569855;-35.57807855764607
1739209688.1569877;-35.57807855764607
1739209688.15699;-31.141103565318915
1739209688.1569922;-38.13080360867914
1739209688.1569946;-45.120503652039325
1739209688.1569967;-45.120503652039325
1739209688.1569989;-38.13080360867914
1739209688.1570013;-45.120503652039325
1739209688.1570034;-35.57807855764607
1739209688.1570058;-38.13080360867914
1739209688.157008;-33.981070128970956
1739209688.1570103;-45.120503652039325
1739209688.1570125;-35.57807855764607
1739209688.1570146;-38.13080360867914
1739209688.157017;-45.120503652039325
1739209688.1570191;-45.120503652039325
1739209688.1570215;-45.120503652039325
1739209688.1570237;-35.57807855764607
1739209688.157026;-27.8777449560314
1739209688.1570282;-35.57807855764607
1739209688.1570303;-45.120503652039325
1739209688.1570327;-38.13080360867914
1739209688.1570349;-35.57807855764607
1739209688.1570373;-45.120503652039325
1739209688.1570394;-45.120503652039325
1739209688.1570418;-45.120503652039325
1739209688.157044;-38.13080360867914
1739209688.157046;-45.120503652039325
1739209688.1570485;-38.13080360867914
1739209688.1570506;-38.13080360867914
1739209688.157053;-38.13080360867914
1739209688.1570551;-45.120503652039325
1739209688.1570575;-45.120503652039325
1739209688.1570597;-45.120503652039325
1739209688.1570618;-29.438486411369333
1739209688.1570642;-38.13080360867914
1739209688.1570663;-45.120503652039325
1739209688.1570687;-33.981070128970906
1739209688.1570709;-38.13080360867914
1739209688.1570733;-45.120503652039325
1739209688.1570754;-32.816014438256545
1739209688.1570776;-38.13080360867914
1739209688.15708;-45.120503652039325
1739209688.157082;-45.120503652039325
1739209688.1570845;-45.120503652039325
1739209688.1570866;-45.120503652039325
1739209688.157089;-38.13080360867914
1739209688.1570911;-38.13080360867914
1739209688.1570933;-45.120503652039325
1739209688.1570957;-38.13080360867914
1739209688.1570978;-38.13080360867914
1739209688.1571002;-38.13080360867914
1739209688.1571023;-38.13080360867914
1739209688.1571047;-38.13080360867914
1739209688.1571069;-45.120503652039325
1739209688.157109;-38.13080360867914
1739209688.1571114;-45.120503652039325
1739209688.1571136;-45.120503652039325
1739209688.157116;-31.141103565318893
1739209688.157118;-38.13080360867914
1739209688.1571205;-45.120503652039325
1739209688.1571226;-45.120503652039325
1739209688.1571248;-35.57807855764607
1739209688.1571271;-38.13080360867914
1739209688.1571293;-45.120503652039325
1739209688.1571317;-45.120503652039325
1739209688.1571338;-45.120503652039325
1739209688.1571362;-45.120503652039325
1739209688.1571383;-45.120503652039325
1739209688.1571405;-45.120503652039325
1739209688.1571429;-45.120503652039325
1739209688.157145;-38.13080360867914
1739209688.1571474;-45.120503652039325
1739209688.1571496;-45.120503652039325
1739209688.157152;-38.13080360867914
1739209688.157154;-38.13080360867914
1739209688.1571562;-45.120503652039325
1739209688.1571586;-38.13080360867914
1739209688.1571608;-35.57807855764607
1739209688.1571631;-38.13080360867914
1739209688.1571653;-45.120503652039325
1739209688.1571677;-38.13080360867914
1739209688.1571698;-38.13080360867914
1739209688.157172;-45.120503652039325
1739209688.1571743;-45.120503652039325
1739209688.1571765;-45.120503652039325
1739209688.1571789;-38.13080360867914
1739209688.157181;-38.13080360867914
1739209688.1571834;-45.120503652039325
1739209688.1571856;-38.13080360867914
1739209688.1571877;-38.13080360867914
1739209688.15719;-45.120503652039325
1739209688.1571922;-45.120503652039325
1739209688.1571946;-38.13080360867914
1739209688.1571968;-38.13080360867914
1739209688.1571991;-38.13080360867914
1739209688.1572013;-35.57807855764607
1739209688.1572034;-38.13080360867914
1739209688.1572058;-45.120503652039325
1739209688.157208;-33.981070128970906
1739209688.1572104;-38.13080360867914
1739209688.1572125;-45.120503652039325
1739209688.1572149;-38.13080360867914
1739209688.157217;-35.57807855764607
1739209688.1572192;-45.120503652039325
1739209688.1572216;-45.120503652039325
1739209688.1572237;-45.120503652039325
1739209688.157226;-33.981070128970906
1739209688.1572282;-38.13080360867914
1739209688.1572306;-38.13080360867914
1739209688.1572328;-38.13080360867914
1739209688.157235;-33.981070128970906
1739209688.1572373;-45.120503652039325
1739209688.1572394;-45.120503652039325
1739209688.1572418;-45.120503652039325
1739209688.157244;-38.13080360867914
1739209688.1572464;-45.120503652039325
1739209688.1572485;-45.120503652039325
1739209688.1572506;-38.13080360867914
1739209688.157253;-38.13080360867914
1739209688.1572552;-45.120503652039325
1739209688.1572576;-38.13080360867914
1739209688.1572597;-38.13080360867914
1739209688.157262;-33.981070128970906
1739209688.1572642;-38.13080360867914
1739209688.1572664;-45.120503652039325
