CAN Message; 0x24:0ca3eba5862f150e
1739209842.9633904;-45.120503652039325
1739209842.9634101;-45.120503652039325
1739209842.9634302;-45.120503652039325
1739209842.96345;-38.13080360867914
1739209842.9634697;-38.13080360867914
1739209842.9634898;-38.13080360867914
1739209842.9635096;-38.13080360867914
1739209842.9635296;-45.120503652039325
1739209842.9635494;-45.120503652039325
1739209842.9635692;-45.120503652039325
1739209842.9635892;-38.13080360867914
1739209842.963609;-45.120503652039325
1739209842.9636288;-45.120503652039325
1739209842.9636488;-45.120503652039325
1739209842.9636686;-38.13080360867914
1739209842.9636884;-38.13080360867914
1739209842.9637084;-33.981070128970906
1739209842.9637282;-45.120503652039325
1739209842.963748;-38.13080360867914
1739209842.963768;-32.816014438256545
1739209842.9637878;-32.816014438256545
1739209842.9638076;-38.13080360867914
1739209842.9638276;-45.120503652039325
1739209842.9638474;-38.13080360867914
1739209842.9638672;-45.120503652039325
1739209842.9638872;-45.120503652039325
1739209842.963907;-30.49652367304973
1739209842.9639268;-38.13080360867914
1739209842.9639468;-45.120503652039325
1739209842.9639666;-45.120503652039325
1739209842.9639864;-38.13080360867914
1739209842.9640064;-38.13080360867914
1739209842.9640262;-38.13080360867914
1739209842.964046;-45.120503652039325
1739209842.964066;-45.120503652039325
1739209842.9640858;-45.120503652039325
1739209842.9641056;-45.120503652039325
1739209842.9641256;-35.57807855764607
1739209842.9641454;-38.13080360867914
1739209842.9641652;-38.13080360867914
1739209842.9641852;-38.13080360867914
1739209842.964205;-30.49652367304973
1739209842.964225;-31.141103565318915
1739209842.9642448;-38.13080360867914
1739209842.9642646;-45.120503652039325
1739209842.9642847;-32.816014438256545
1739209842.9643044;-32.816014438256545
1739209842.9643242;-45.120503652039325
1739209842.9643443;-38.13080360867914
1739209842.964364;-38.13080360867914
1739209842.9643838;-33.981070128970906
1739209842.9644039;-45.120503652039325
1739209842.9644237;-45.120503652039325
1739209842.9644434;-38.13080360867914
1739209842.9644635;-38.13080360867914
1739209842.9644833;-45.120503652039325
1739209842.964503;-45.120503652039325
1739209842.964523;-35.57807855764607
1739209842.9645429;-38.13080360867914
1739209842.9645627;-38.13080360867914
1739209842.9645827;-45.120503652039325
1739209842.9646025;-38.13080360867914
1739209842.9646223;-38.13080360867914
1739209842.9646423;-45.120503652039325
1739209842.964662;-45.120503652039325
1739209842.9646819;-38.13080360867914
1739209842.964702;-27.267205301931607
1739209842.9647217;-45.120503652039325
1739209842.9647415;-38.13080360867914
1739209842.9647615;-35.57807855764607
1739209842.9647813;-38.13080360867914
1739209842.964801;-35.57807855764607
1739209842.964821;-38.13080360867914
1739209842.964841;-45.120503652039325
1739209842.9648607;-32.816014438256545
1739209842.9648807;-33.981070128970906
1739209842.9649005;-45.120503652039325
1739209842.9649203;-45.120503652039325
1739209842.9649403;-38.13080360867914
1739209842.96496;-45.120503652039325
1739209842.9649801;-45.120503652039325
1739209842.965;-45.120503652039325
1739209842.9650197;-38.13080360867914
1739209842.9650397;-38.13080360867914
1739209842.9650595;-45.120503652039325
1739209842.9650793;-45.120503652039325
1739209842.9650993;-45.120503652039325
1739209842.9651191;-45.120503652039325
1739209842.965139;-38.13080360867914
1739209842.965159;-45.120503652039325
1739209842.9651787;-33.981070128970906
1739209842.9651985;-38.13080360867914
1739209842.9652185;-38.13080360867914
1739209842.9652383;-38.13080360867914
1739209842.9652581;-33.981070128970906
1739209842.9652781;-38.13080360867914
1739209842.965298;-45.120503652039325
1739209842.9653177;-38.13080360867914
1739209842.9653378;-30.49652367304973
1739209842.9653575;-31.141103565318915
1739209842.9653773;-38.13080360867914
1739209842.9653974;-45.120503652039325
1739209842.9654171;-45.120503652039325
1739209842.965437;-45.120503652039325
1739209842.965457;-45.120503652039325
1739209842.9654768;-45.120503652039325
1739209842.9654965;-30.49652367304973
1739209842.9655166;-33.981070128970906
1739209842.9655364;-35.57807855764607
1739209842.9655561;-45.120503652039325
1739209842.9655762;-45.120503652039325
1739209842.965596;-35.57807855764607
1739209842.9656157;-38.13080360867914
1739209842.9656358;-38.13080360867914
1739209842.9656556;-31.141103565318915
1739209842.9656756;-31.141103565318915
1739209842.9656954;-45.120503652039325
1739209842.9657152;-45.120503652039325
1739209842.9657352;-38.13080360867914
1739209842.965755;-45.120503652039325
1739209842.9657748;-45.120503652039325
1739209842.9657948;-45.120503652039325
1739209842.9658146;-45.120503652039325
1739209842.9658344;-38.13080360867914
1739209842.9658544;-45.120503652039325
1739209842.9658742;-45.120503652039325
1739209842.965894;-38.13080360867914
1739209842.965914;-45.120503652039325
1739209842.9659338;-45.120503652039325
1739209842.9659536;-35.57807855764607
1739209842.9659736;-45.120503652039325
1739209842.9659934;-45.120503652039325
1739209842.9660132;-45.120503652039325
1739209842.9660332;-33.981070128970906
1739209842.966053;-38.13080360867914
1739209842.9660728;-38.13080360867914
1739209842.9660928;-38.13080360867914
1739209842.9661126;-38.13080360867914
1739209842.9661324;-35.57807855764607
1739209842.9661524;-38.13080360867914
1739209842.9661722;-45.120503652039325
1739209842.966192;-38.13080360867914
1739209842.966212;-38.13080360867914
1739209842.9662318;-45.120503652039325
1739209842.9662516;-45.120503652039325
1739209842.9662716;-35.57807855764607
1739209842.9662914;-38.13080360867914
1739209842.9663112;-45.120503652039325
1739209842.9663312;-38.13080360867914
1739209842.966351;-38.13080360867914
1739209842.966371;-45.120503652039325
1739209842.9663908;-45.120503652039325
1739209842.9664106;-38.13080360867914
1739209842.9664307;-45.120503652039325
1739209842.9664505;-35.57807855764607
1739209842.9664702;-38.13080360867914
1739209842.9664903;-45.120503652039325
1739209842.96651;-45.120503652039325
1739209842.9665298;-45.120503652039325
1739209842.9665499;-45.120503652039325
1739209842.9665697;-45.120503652039325
1739209842.9665895;-45.120503652039325
1739209842.9666095;-45.120503652039325
1739209842.9666293;-45.120503652039325
1739209842.966649;-38.13080360867914
1739209842.966669;-45.120503652039325
1739209842.9666889;-45.120503652039325
1739209842.9667087;-38.13080360867914
1739209842.9667287;-45.120503652039325
1739209842.9667485;-45.120503652039325
1739209842.9667683;-45.120503652039325
1739209842.9667883;-35.57807855764607
1739209842.966808;-35.57807855764607
1739209842.9668279;-38.13080360867914
1739209842.966848;-45.120503652039325
1739209842.9668677;-38.13080360867914
1739209842.9668875;-35.57807855764607
1739209842.9669075;-38.13080360867914
1739209842.9669273;-38.13080360867914
1739209842.966947;-45.120503652039325
1739209842.966967;-45.120503652039325
1739209842.966987;-45.120503652039325
1739209842.9670067;-45.120503652039325
1739209842.9670267;-45.120503652039325
1739209842.9670465;-45.120503652039325
1739209842.9670665;-45.120503652039325
1739209842.9670863;-45.120503652039325
1739209842.967106;-45.120503652039325
1739209842.9671261;-38.13080360867914
1739209842.967146;-35.57807855764607
1739209842.9671657;-38.13080360867914
1739209842.9671857;-35.57807855764607
1739209842.9672055;-45.120503652039325
1739209842.9672253;-38.13080360867914
1739209842.9672453;-38.13080360867914
1739209842.9672651;-45.120503652039325
1739209842.967285;-33.981070128970906
1739209842.967305;-45.120503652039325
1739209842.9673247;-38.13080360867914
1739209842.9673445;-45.120503652039325
1739209842.9673645;-38.13080360867914
1739209842.9673843;-45.120503652039325
1739209842.9674041;-32.816014438256545
1739209842.9674242;-38.13080360867914
1739209842.967444;-38.13080360867914
1739209842.9674637;-35.57807855764607
1739209842.9674838;-33.981070128970906
1739209842.9675035;-45.120503652039325
1739209842.9675233;-45.120503652039325
1739209842.9675434;-32.816014438256545
1739209842.9675632;-45.120503652039325
1739209842.967583;-33.981070128970906
1739209842.967603;-30.49652367304973
1739209842.9676228;-38.13080360867914
1739209842.9676425;-31.141103565318915
1739209842.9676626;-38.13080360867914
1739209842.9676824;-38.13080360867914
1739209842.9677022;-45.120503652039325
1739209842.9677222;-35.57807855764607
1739209842.967742;-45.120503652039325
1739209842.967762;-38.13080360867914
1739209842.9677818;-45.120503652039325
1739209842.9678016;-45.120503652039325
1739209842.9678216;-45.120503652039325
1739209842.9678414;-45.120503652039325
1739209842.9678612;-45.120503652039325
1739209842.9678812;-38.13080360867914
1739209842.967901;-38.13080360867914
1739209842.9679208;-35.57807855764607
1739209842.9679408;-38.13080360867914
1739209842.9679606;-45.120503652039325
1739209842.9679804;-38.13080360867914
1739209842.9680004;-45.120503652039325
1739209842.9680202;-38.13080360867914
1739209842.96804;-38.13080360867914
1739209842.96806;-38.13080360867914
1739209842.9680798;-28.992665084841942
1739209842.9680996;-45.120503652039325
1739209842.9681196;-38.13080360867914
1739209842.9681394;-35.57807855764607
1739209842.9681592;-33.981070128970906
1739209842.9681792;-45.120503652039325
1739209842.968199;-45.120503652039325
1739209842.9682188;-45.120503652039325
1739209842.9682388;-32.81601443825658
1739209842.9682586;-45.120503652039325
1739209842.9682784;-38.13080360867914
1739209842.9682984;-38.13080360867914
1739209842.9683182;-45.120503652039325
1739209842.968338;-38.13080360867914
1739209842.968358;-38.13080360867914
1739209842.9683778;-38.13080360867914
1739209842.9683976;-27.267205301931607
1739209842.9684176;-35.57807855764607
1739209842.9684374;-38.13080360867914
1739209842.9684575;-38.13080360867914
1739209842.9684772;-38.13080360867914
1739209842.968497;-45.120503652039325
1739209842.968517;-38.13080360867914
1739209842.9685369;-45.120503652039325
1739209842.9685566;-38.13080360867914
1739209842.9685767;-38.13080360867914
1739209842.9685965;-45.120503652039325
1739209842.9686162;-45.120503652039325
1739209842.9686363;-38.13080360867914
1739209842.968656;-38.13080360867914
1739209842.9686759;-45.120503652039325
1739209842.9686959;-45.120503652039325
1739209842.9687157;-38.13080360867914
1739209842.9687355;-35.57807855764607
1739209842.9687555;-35.57807855764607
1739209842.9687753;-38.13080360867914
1739209842.968795;-45.120503652039325
1739209842.968815;-35.57807855764607
1739209842.9688349;-38.13080360867914
1739209842.9688547;-45.120503652039325
1739209842.9688747;-33.981070128970906
1739209842.9688945;-38.13080360867914
1739209842.9689143;-33.981070128970906
1739209842.9689343;-45.120503652039325
1739209842.968954;-38.13080360867914
1739209842.9689739;-38.13080360867914
1739209842.968994;-45.120503652039325
1739209842.9690137;-38.13080360867914
1739209842.9690335;-45.120503652039325
1739209842.9690535;-45.120503652039325
1739209842.9690733;-33.981070128970906
1739209842.969093;-38.13080360867914
1739209842.969113;-38.13080360867914
1739209842.969133;-45.120503652039325
1739209842.969153;-33.981070128970906
1739209842.9691727;-45.120503652039325
1739209842.9691925;-45.120503652039325
1739209842.9692125;-45.120503652039325
1739209842.9692323;-45.120503652039325
1739209842.969252;-38.13080360867914
1739209842.9692721;-38.13080360867914
1739209842.969292;-38.13080360867914
1739209842.9693117;-38.13080360867914
1739209842.9693317;-45.120503652039325
1739209842.9693515;-45.120503652039325
1739209842.9693713;-45.120503652039325
1739209842.9693913;-38.13080360867914
1739209842.9694111;-38.13080360867914
1739209842.969431;-45.120503652039325
1739209842.969451;-45.120503652039325
1739209842.9694707;-45.120503652039325
1739209842.9694905;-38.13080360867914
1739209842.9695106;-45.120503652039325
1739209842.9695303;-45.120503652039325
1739209842.9695501;-45.120503652039325
1739209842.9695702;-35.57807855764607
1739209842.96959;-38.13080360867914
1739209842.9696097;-45.120503652039325
1739209842.9696298;-38.13080360867914
1739209842.9696496;-38.13080360867914
1739209842.9696693;-38.13080360867914
1739209842.9696894;-33.981070128970906
1739209842.9697092;-38.13080360867914
1739209842.969729;-38.13080360867914
1739209842.969749;-33.981070128970906
1739209842.9697688;-33.981070128970906
1739209842.9697886;-38.13080360867914
1739209842.9698086;-38.13080360867914
1739209842.9698284;-45.120503652039325
1739209842.9698484;-38.13080360867914
1739209842.9698682;-38.13080360867914
1739209842.969888;-31.141103565318893
1739209842.969908;-33.981070128970906
1739209842.9699278;-45.120503652039325
1739209842.9699476;-38.13080360867914
1739209842.9699676;-38.13080360867914
1739209842.9699874;-38.13080360867914
1739209842.9700072;-45.120503652039325
1739209842.9700272;-45.120503652039325
1739209842.970047;-45.120503652039325
1739209842.9700668;-38.13080360867914
1739209842.9700868;-32.816014438256545
1739209842.9701066;-38.13080360867914
1739209842.9701264;-45.120503652039325
1739209842.9701464;-45.120503652039325
1739209842.9701662;-28.58837851428586
1739209842.970186;-38.13080360867914
1739209842.970206;-45.120503652039325
1739209842.9702258;-45.120503652039325
1739209842.9702456;-35.57807855764607
1739209842.9702656;-35.57807855764607
1739209842.9702854;-45.120503652039325
1739209842.9703052;-45.120503652039325
1739209842.9703252;-38.13080360867914
1739209842.970345;-45.120503652039325
1739209842.9703648;-45.120503652039325
1739209842.9703848;-45.120503652039325
1739209842.9704046;-35.57807855764607
1739209842.9704244;-38.13080360867914
1739209842.9704444;-45.120503652039325
1739209842.9704642;-45.120503652039325
1739209842.970484;-26.991370085610736
1739209842.970504;-32.816014438256545
1739209842.9705238;-45.120503652039325
1739209842.9705439;-38.13080360867914
1739209842.9705637;-29.438486411369333
1739209842.9705834;-38.13080360867914
1739209842.9706035;-45.120503652039325
1739209842.9706233;-45.120503652039325
1739209842.970643;-38.13080360867914
1739209842.970663;-45.120503652039325
1739209842.9706829;-38.13080360867914
1739209842.9707026;-45.120503652039325
1739209842.9707227;-45.120503652039325
1739209842.9707425;-45.120503652039325
1739209842.9707623;-33.981070128970906
1739209842.9707823;-45.120503652039325
1739209842.970802;-35.57807855764607
1739209842.9708219;-31.141103565318915
1739209842.970842;-45.120503652039325
1739209842.9708617;-38.13080360867914
1739209842.9708815;-38.13080360867914
1739209842.9709015;-45.120503652039325
1739209842.9709213;-38.13080360867914
1739209842.970941;-45.120503652039325
1739209842.970961;-30.49652367304973
1739209842.970981;-35.57807855764607
1739209842.9710007;-45.120503652039325
1739209842.9710207;-38.13080360867914
1739209842.9710405;-35.57807855764607
1739209842.9710603;-35.57807855764607
1739209842.9710803;-38.13080360867914
1739209842.9711;-35.57807855764607
1739209842.9711199;-38.13080360867914
1739209842.97114;-45.120503652039325
1739209842.9711597;-35.57807855764607
1739209842.9711795;-38.13080360867914
1739209842.9711995;-45.120503652039325
1739209842.9712193;-38.13080360867914
1739209842.971239;-35.57807855764607
1739209842.971259;-45.120503652039325
1739209842.971279;-31.141103565318893
1739209842.971299;-32.816014438256545
1739209842.9713187;-38.13080360867914
1739209842.9713385;-32.816014438256545
1739209842.9713585;-45.120503652039325
1739209842.9713783;-38.13080360867914
1739209842.971398;-32.816014438256545
1739209842.9714181;-38.13080360867914
1739209842.971438;-45.120503652039325
1739209842.9714577;-38.13080360867914
1739209842.9714777;-45.120503652039325
1739209842.9714975;-45.120503652039325
1739209842.9715173;-35.57807855764607
1739209842.9715374;-38.13080360867914
1739209842.9715571;-45.120503652039325
1739209842.971577;-45.120503652039325
1739209842.971597;-38.13080360867914
1739209842.9716167;-45.120503652039325
1739209842.9716365;-45.120503652039325
1739209842.9716566;-45.120503652039325
1739209842.9716763;-38.13080360867914
1739209842.9716961;-38.13080360867914
1739209842.9717162;-45.120503652039325
1739209842.971736;-45.120503652039325
1739209842.9717557;-32.816014438256545
1739209842.9717758;-33.981070128970906
1739209842.9717956;-38.13080360867914
1739209842.9718153;-45.120503652039325
1739209842.9718354;-38.13080360867914
1739209842.9718552;-31.141103565318893
1739209842.971875;-45.120503652039325
1739209842.971895;-38.13080360867914
1739209842.9719148;-38.13080360867914
1739209842.9719346;-45.120503652039325
1739209842.9719546;-45.120503652039325
1739209842.9719744;-38.13080360867914
1739209842.9719944;-33.981070128970906
1739209842.9720142;-38.13080360867914
1739209842.972034;-38.13080360867914
1739209842.972054;-38.13080360867914
1739209842.9720738;-35.57807855764607
1739209842.9720936;-33.981070128970906
1739209842.9721136;-38.13080360867914
1739209842.9721334;-38.13080360867914
1739209842.9721532;-38.13080360867914
1739209842.9721732;-45.120503652039325
1739209842.972193;-38.13080360867914
1739209842.9722128;-35.57807855764607
1739209842.9722328;-45.120503652039325
1739209842.9722526;-38.13080360867914
1739209842.9722724;-38.13080360867914
1739209842.9722924;-45.120503652039325
1739209842.9723122;-45.120503652039325
1739209842.972332;-35.57807855764607
1739209842.972352;-38.13080360867914
1739209842.9723718;-45.120503652039325
1739209842.9723916;-45.120503652039325
1739209842.9724116;-38.13080360867914
1739209842.9724314;-38.13080360867914
1739209842.9724512;-38.13080360867914
1739209842.9724712;-45.120503652039325
1739209842.972491;-45.120503652039325
1739209842.9725108;-38.13080360867914
1739209842.9725308;-38.13080360867914
1739209842.9725506;-45.120503652039325
1739209842.9725704;-38.13080360867914
1739209842.9725904;-33.981070128970906
1739209842.9726102;-33.981070128970906
1739209842.97263;-45.120503652039325
1739209842.97265;-38.13080360867914
1739209842.9726698;-38.13080360867914
1739209842.9726899;-45.120503652039325
1739209842.9727097;-45.120503652039325
1739209842.9727294;-45.120503652039325
1739209842.9727495;-45.120503652039325
1739209842.9727693;-45.120503652039325
1739209842.972789;-45.120503652039325
1739209842.972809;-33.981070128970906
1739209842.9728289;-38.13080360867914
1739209842.9728487;-45.120503652039325
1739209842.9728687;-45.120503652039325
1739209842.9728885;-38.13080360867914
1739209842.9729083;-45.120503652039325
1739209842.9729283;-38.13080360867914
1739209842.972948;-38.13080360867914
1739209842.9729679;-35.57807855764607
1739209842.972988;-38.13080360867914
1739209842.9730077;-45.120503652039325
1739209842.9730275;-38.13080360867914
1739209842.9730475;-32.816014438256545
1739209842.9730673;-31.141103565318915
1739209842.973087;-45.120503652039325
1739209842.973107;-33.981070128970906
1739209842.973127;-38.13080360867914
1739209842.9731467;-45.120503652039325
1739209842.9731667;-38.13080360867914
1739209842.9731865;-30.49652367304973
1739209842.9732063;-33.981070128970906
1739209842.9732263;-31.141103565318943
1739209842.973246;-45.120503652039325
1739209842.973266;-45.120503652039325
1739209842.973286;-45.120503652039325
1739209842.9733057;-45.120503652039325
1739209842.9733255;-38.13080360867914
1739209842.9733455;-38.13080360867914
1739209842.9733653;-33.981070128970906
1739209842.9733853;-28.992665084841942
1739209842.9734051;-45.120503652039325
1739209842.973425;-45.120503652039325
1739209842.973445;-38.13080360867914
1739209842.9734647;-32.816014438256545
1739209842.9734845;-45.120503652039325
1739209842.9735045;-45.120503652039325
1739209842.9735243;-45.120503652039325
1739209842.9735441;-45.120503652039325
1739209842.9735641;-45.120503652039325
1739209842.973584;-45.120503652039325
1739209842.9736037;-38.13080360867914
1739209842.9736238;-45.120503652039325
1739209842.9736435;-38.13080360867914
1739209842.9736633;-45.120503652039325
1739209842.9736834;-45.120503652039325
1739209842.9737031;-45.120503652039325
1739209842.973723;-38.13080360867914
1739209842.973743;-45.120503652039325
1739209842.9737628;-45.120503652039325
1739209842.9737825;-45.120503652039325
1739209842.9738026;-38.13080360867914
1739209842.9738224;-38.13080360867914
1739209842.9738421;-45.120503652039325
1739209842.9738622;-28.58837851428586
1739209842.973882;-38.13080360867914
1739209842.9739017;-45.120503652039325
1739209842.9739218;-35.57807855764607
1739209842.9739416;-45.120503652039325
1739209842.9739614;-45.120503652039325
1739209842.9739814;-32.816014438256545
1739209842.9740012;-38.13080360867914
1739209842.974021;-38.13080360867914
1739209842.974041;-45.120503652039325
1739209842.9740608;-38.13080360867914
1739209842.9740808;-45.120503652039325
1739209842.9741006;-38.13080360867914
1739209842.9741204;-35.57807855764607
1739209842.9741404;-35.57807855764607
1739209842.9741602;-38.13080360867914
1739209842.97418;-35.57807855764607
1739209842.9742;-38.13080360867914
1739209842.9742198;-45.120503652039325
1739209842.9742396;-38.13080360867914
1739209842.9742596;-45.120503652039325
1739209842.9742794;-38.13080360867914
1739209842.9742992;-38.13080360867914
1739209842.9743192;-38.13080360867914
1739209842.974339;-32.816014438256545
1739209842.9743588;-38.13080360867914
1739209842.9743788;-45.120503652039325
1739209842.9743986;-38.13080360867914
1739209842.9744184;-38.13080360867914
1739209842.9744384;-45.120503652039325
1739209842.9744582;-38.13080360867914
1739209842.974478;-38.13080360867914
1739209842.974498;-35.57807855764607
1739209842.9745178;-38.13080360867914
1739209842.9745376;-45.120503652039325
1739209842.9745576;-45.120503652039325
1739209842.9745774;-32.816014438256545
1739209842.9745972;-35.57807855764607
1739209842.9746172;-45.120503652039325
1739209842.974637;-45.120503652039325
1739209842.9746568;-38.13080360867914
1739209842.9746768;-38.13080360867914
1739209842.9746966;-45.120503652039325
1739209842.9747164;-45.120503652039325
1739209842.9747365;-45.120503652039325
1739209842.9747562;-45.120503652039325
1739209842.9747763;-45.120503652039325
1739209842.974796;-45.120503652039325
1739209842.9748158;-33.981070128970906
1739209842.9748359;-45.120503652039325
1739209842.9748557;-38.13080360867914
1739209842.9748755;-38.13080360867914
1739209842.9748955;-45.120503652039325
1739209842.9749153;-38.13080360867914
1739209842.974935;-38.13080360867914
1739209842.974955;-38.13080360867914
1739209842.9749749;-38.13080360867914
1739209842.9749947;-38.13080360867914
1739209842.9750147;-32.816014438256545
1739209842.9750345;-38.13080360867914
1739209842.9750543;-45.120503652039325
1739209842.9750743;-45.120503652039325
1739209842.975094;-45.120503652039325
1739209842.9751139;-38.13080360867914
1739209842.975134;-45.120503652039325
1739209842.9751537;-45.120503652039325
1739209842.9751735;-38.13080360867914
1739209842.9751935;-35.57807855764607
1739209842.9752133;-38.13080360867914
1739209842.975233;-45.120503652039325
1739209842.975253;-45.120503652039325
1739209842.975273;-38.13080360867914
1739209842.9752927;-45.120503652039325
1739209842.9753127;-35.57807855764607
1739209842.9753325;-45.120503652039325
1739209842.9753523;-38.13080360867914
1739209842.9753723;-38.13080360867914
1739209842.975392;-38.13080360867914
1739209842.975412;-35.57807855764607
1739209842.975432;-45.120503652039325
1739209842.9754517;-32.816014438256545
1739209842.9754717;-24.589719217205094
1739209842.9754915;-38.13080360867914
1739209842.9755113;-38.13080360867914
1739209842.9755313;-45.120503652039325
1739209842.9755511;-31.141103565318915
1739209842.975571;-45.120503652039325
1739209842.975591;-38.13080360867914
1739209842.9756107;-38.13080360867914
1739209842.9756305;-45.120503652039325
1739209842.9756505;-38.13080360867914
1739209842.9756703;-45.120503652039325
1739209842.9756901;-35.57807855764607
1739209842.9757102;-38.13080360867914
1739209842.97573;-38.13080360867914
1739209842.9757497;-38.13080360867914
1739209842.9757698;-38.13080360867914
1739209842.9757895;-45.120503652039325
1739209842.9758093;-45.120503652039325
1739209842.9758294;-45.120503652039325
1739209842.9758492;-45.120503652039325
1739209842.975869;-45.120503652039325
1739209842.975889;-45.120503652039325
1739209842.9759088;-45.120503652039325
1739209842.9759285;-45.120503652039325
1739209842.9759486;-31.141103565318915
1739209842.9759684;-38.13080360867914
1739209842.9759881;-45.120503652039325
1739209842.9760082;-45.120503652039325
1739209842.976028;-45.120503652039325
1739209842.9760478;-45.120503652039325
1739209842.9760678;-45.120503652039325
1739209842.9760876;-45.120503652039325
1739209842.9761074;-29.438486411369354
1739209842.9761274;-38.13080360867914
1739209842.9761472;-45.120503652039325
1739209842.9761672;-45.120503652039325
1739209842.976187;-45.120503652039325
1739209842.9762068;-38.13080360867914
1739209842.9762268;-38.13080360867914
1739209842.9762466;-38.13080360867914
1739209842.9762664;-33.981070128970906
1739209842.9762864;-38.13080360867914
1739209842.9763062;-38.13080360867914
1739209842.976326;-38.13080360867914
1739209842.976346;-38.13080360867914
1739209842.9763658;-38.13080360867914
1739209842.9763856;-38.13080360867914
1739209842.9764056;-45.120503652039325
1739209842.9764254;-45.120503652039325
1739209842.9764452;-45.120503652039325
1739209842.9764652;-45.120503652039325
1739209842.976485;-45.120503652039325
1739209842.9765048;-45.120503652039325
1739209842.9765248;-35.57807855764607
1739209842.9765446;-38.13080360867914
1739209842.9765644;-45.120503652039325
1739209842.9765844;-33.981070128970906
1739209842.9766042;-45.120503652039325
1739209842.976624;-45.120503652039325
1739209842.976644;-45.120503652039325
