CAN Message; 0x1d3:0000076e0e7c29f8
Timestamp;Amplitude
1739209658.9256778;-33.981070128970906
1739209658.9256845;-38.13080360867914
1739209658.9256911;-45.120503652039325
1739209658.9256978;-45.120503652039325
1739209658.9257047;-38.13080360867914
1739209658.9257114;-45.120503652039325
1739209658.925718;-45.120503652039325
1739209658.9257247;-45.120503652039325
1739209658.9257314;-45.120503652039325
1739209658.925738;-45.120503652039325
1739209658.9257448;-45.120503652039325
1739209658.9257514;-38.13080360867914
1739209658.9257581;-27.267205301931607
1739209658.925765;-38.13080360867914
1739209658.9257717;-45.120503652039325
1739209658.9257784;-45.120503652039325
1739209658.925785;-45.120503652039325
1739209658.9257917;-35.57807855764607
1739209658.9257984;-38.13080360867914
1739209658.925805;-38.13080360867914
1739209658.9258118;-33.981070128970906
1739209658.9258184;-38.13080360867914
1739209658.9258254;-45.120503652039325
1739209658.925832;-38.13080360867914
1739209658.9258387;-45.120503652039325
1739209658.9258454;-45.120503652039325
1739209658.925852;-45.120503652039325
1739209658.9258587;-45.120503652039325
1739209658.9258654;-38.13080360867914
1739209658.925872;-33.981070128970906
1739209658.9258788;-35.57807855764607
1739209658.9258857;-35.57807855764607
1739209658.9258924;-38.13080360867914
1739209658.925899;-33.981070128970906
1739209658.9259057;-45.120503652039325
1739209658.9259124;-45.120503652039325
1739209658.925919;-38.13080360867914
1739209658.9259257;-31.141103565318915
1739209658.9259324;-33.981070128970906
1739209658.925939;-45.120503652039325
1739209658.9259458;-45.120503652039325
1739209658.9259527;-38.13080360867914
1739209658.9259593;-38.13080360867914
1739209658.925966;-45.120503652039325
1739209658.9259727;-38.13080360867914
1739209658.9259794;-38.13080360867914
1739209658.925986;-35.57807855764607
1739209658.9259927;-45.120503652039325
1739209658.9259994;-45.120503652039325
1739209658.926006;-31.141103565318915
1739209658.926013;-38.13080360867914
1739209658.9260197;-38.13080360867914
1739209658.9260263;-45.120503652039325
1739209658.926033;-35.57807855764607
1739209658.9260397;-35.57807855764607
1739209658.9260464;-45.120503652039325
1739209658.926053;-45.120503652039325
1739209658.9260597;-38.13080360867914
1739209658.9260664;-33.981070128970906
1739209658.9260733;-45.120503652039325
1739209658.92608;-38.13080360867914
1739209658.9260867;-33.981070128970906
1739209658.9260933;-45.120503652039325
1739209658.9261;-45.120503652039325
1739209658.9261067;-38.13080360867914
1739209658.9261134;-45.120503652039325
1739209658.92612;-45.120503652039325
1739209658.9261267;-45.120503652039325
1739209658.9261336;-45.120503652039325
1739209658.9261403;-38.13080360867914
1739209658.926147;-38.13080360867914
1739209658.9261537;-35.57807855764607
1739209658.9261603;-45.120503652039325
1739209658.926167;-33.981070128970906
1739209658.9261737;-32.816014438256545
1739209658.9261804;-45.120503652039325
1739209658.926187;-38.13080360867914
1739209658.926194;-33.981070128970906
1739209658.9262006;-45.120503652039325
1739209658.9262073;-45.120503652039325
1739209658.926214;-38.13080360867914
1739209658.9262207;-45.120503652039325
1739209658.9262273;-45.120503652039325
1739209658.926234;-38.13080360867914
1739209658.9262407;-45.120503652039325
1739209658.9262474;-45.120503652039325
1739209658.9262543;-45.120503652039325
1739209658.926261;-38.13080360867914
1739209658.9262676;-38.13080360867914
1739209658.9262743;-35.57807855764607
1739209658.926281;-38.13080360867914
1739209658.9262877;-38.13080360867914
1739209658.9262943;-38.13080360867914
1739209658.926301;-38.13080360867914
1739209658.9263077;-33.981070128970906
1739209658.9263144;-33.981070128970906
1739209658.9263213;-45.120503652039325
1739209658.926328;-45.120503652039325
1739209658.9263346;-45.120503652039325
1739209658.9263413;-38.13080360867914
1739209658.926348;-38.13080360867914
1739209658.9263546;-45.120503652039325
1739209658.9263613;-38.13080360867914
1739209658.926368;-38.13080360867914
1739209658.9263747;-38.13080360867914
1739209658.9263816;-38.13080360867914
1739209658.9263883;-45.120503652039325
1739209658.926395;-45.120503652039325
1739209658.9264016;-38.13080360867914
1739209658.9264083;-45.120503652039325
1739209658.926415;-38.13080360867914
1739209658.9264216;-38.13080360867914
1739209658.9264283;-38.13080360867914
1739209658.926435;-45.120503652039325
1739209658.926442;-45.120503652039325
1739209658.9264486;-38.13080360867914
1739209658.9264553;-45.120503652039325
1739209658.926462;-45.120503652039325
1739209658.9264686;-45.120503652039325
1739209658.9264753;-45.120503652039325
1739209658.926482;-38.13080360867914
1739209658.9264886;-35.57807855764607
1739209658.9264953;-38.13080360867914
1739209658.9265022;-45.120503652039325
1739209658.926509;-45.120503652039325
1739209658.9265156;-38.13080360867914
1739209658.9265223;-31.141103565318915
1739209658.926529;-45.120503652039325
1739209658.9265356;-45.120503652039325
1739209658.9265423;-45.120503652039325
1739209658.926549;-38.13080360867914
1739209658.9265556;-45.120503652039325
1739209658.9265625;-45.120503652039325
1739209658.9265692;-45.120503652039325
1739209658.926576;-45.120503652039325
1739209658.9265826;-45.120503652039325
1739209658.9265893;-45.120503652039325
1739209658.926596;-38.13080360867914
1739209658.9266026;-38.13080360867914
1739209658.9266093;-45.120503652039325
1739209658.926616;-45.120503652039325
1739209658.9266229;-38.13080360867914
1739209658.9266295;-31.141103565318915
1739209658.9266362;-45.120503652039325
1739209658.926643;-38.13080360867914
1739209658.9266496;-38.13080360867914
1739209658.9266562;-33.981070128970906
1739209658.926663;-45.120503652039325
1739209658.9266696;-45.120503652039325
1739209658.9266763;-33.981070128970906
1739209658.9266832;-45.120503652039325
1739209658.9266899;-45.120503652039325
1739209658.9266965;-38.13080360867914
1739209658.9267032;-38.13080360867914
1739209658.92671;-45.120503652039325
1739209658.9267166;-45.120503652039325
1739209658.9267232;-45.120503652039325
1739209658.92673;-35.57807855764607
1739209658.9267366;-31.141103565318915
1739209658.9267435;-38.13080360867914
1739209658.9267502;-45.120503652039325
1739209658.9267569;-45.120503652039325
1739209658.9267635;-28.992665084841942
1739209658.9267702;-38.13080360867914
1739209658.926777;-45.120503652039325
1739209658.9267836;-45.120503652039325
1739209658.9267902;-38.13080360867914
1739209658.926797;-38.13080360867914
1739209658.9268036;-45.120503652039325
1739209658.9268105;-38.13080360867914
1739209658.9268172;-45.120503652039325
1739209658.9268239;-45.120503652039325
1739209658.9268305;-45.120503652039325
1739209658.9268372;-45.120503652039325
1739209658.926844;-38.13080360867914
1739209658.9268506;-45.120503652039325
1739209658.9268572;-38.13080360867914
1739209658.926864;-45.120503652039325
1739209658.9268708;-45.120503652039325
1739209658.9268775;-45.120503652039325
1739209658.9268842;-45.120503652039325
1739209658.9268909;-45.120503652039325
1739209658.9268975;-28.992665084841942
1739209658.9269042;-32.816014438256545
1739209658.9269109;-38.13080360867914
1739209658.9269176;-45.120503652039325
1739209658.9269242;-38.13080360867914
1739209658.9269311;-35.57807855764607
1739209658.9269378;-35.57807855764607
1739209658.9269445;-45.120503652039325
1739209658.9269512;-31.14110356531892
1739209658.9269578;-33.981070128970906
1739209658.9269645;-33.981070128970906
1739209658.9269712;-45.120503652039325
1739209658.9269779;-45.120503652039325
1739209658.9269845;-38.13080360867914
1739209658.9269915;-38.13080360867914
1739209658.9269981;-38.13080360867914
1739209658.9270048;-38.13080360867914
1739209658.9270115;-38.13080360867914
1739209658.9270182;-32.816014438256545
1739209658.9270248;-45.120503652039325
1739209658.9270315;-38.13080360867914
1739209658.9270382;-38.13080360867914
1739209658.9270449;-45.120503652039325
1739209658.9270518;-45.120503652039325
1739209658.9270585;-33.981070128970906
1739209658.9270651;-45.120503652039325
1739209658.9270718;-38.13080360867914
1739209658.9270785;-38.13080360867914
1739209658.9270852;-38.13080360867914
1739209658.9270918;-38.13080360867914
1739209658.9270985;-38.13080360867914
1739209658.9271052;-38.13080360867914
1739209658.927112;-31.141103565318915
1739209658.9271188;-33.981070128970906
1739209658.9271255;-33.981070128970906
1739209658.9271321;-45.120503652039325
1739209658.9271388;-38.13080360867914
1739209658.9271455;-45.120503652039325
1739209658.9271522;-45.120503652039325
1739209658.9271588;-33.981070128970906
1739209658.9271655;-31.141103565318915
1739209658.9271722;-33.981070128970906
1739209658.927179;-38.13080360867914
1739209658.9271858;-45.120503652039325
1739209658.9271924;-45.120503652039325
1739209658.9271991;-35.57807855764607
1739209658.9272058;-38.13080360867914
1739209658.9272125;-45.120503652039325
1739209658.9272192;-38.13080360867914
1739209658.9272258;-33.981070128970906
1739209658.9272325;-45.120503652039325
1739209658.9272394;-45.120503652039325
1739209658.927246;-45.120503652039325
1739209658.9272528;-45.120503652039325
1739209658.9272594;-38.13080360867914
1739209658.9272661;-45.120503652039325
1739209658.9272728;-45.120503652039325
1739209658.9272795;-38.13080360867914
1739209658.9272861;-45.120503652039325
1739209658.9272928;-35.57807855764607
1739209658.9272997;-38.13080360867914
1739209658.9273064;-35.57807855764607
1739209658.927313;-38.13080360867914
1739209658.9273198;-38.13080360867914
1739209658.9273264;-38.13080360867914
1739209658.927333;-45.120503652039325
1739209658.9273398;-45.120503652039325
1739209658.9273465;-45.120503652039325
1739209658.9273531;-38.13080360867914
1739209658.92736;-38.13080360867914
1739209658.9273667;-38.13080360867914
1739209658.9273734;-45.120503652039325
1739209658.92738;-35.57807855764607
1739209658.9273868;-38.13080360867914
1739209658.9273934;-45.120503652039325
1739209658.9274;-38.13080360867914
1739209658.9274068;-32.816014438256545
1739209658.9274135;-38.13080360867914
1739209658.9274204;-45.120503652039325
1739209658.927427;-38.13080360867914
1739209658.9274337;-38.13080360867914
1739209658.9274404;-45.120503652039325
1739209658.927447;-45.120503652039325
1739209658.9274538;-32.816014438256545
1739209658.9274604;-38.13080360867914
1739209658.927467;-38.13080360867914
1739209658.9274738;-38.13080360867914
1739209658.9274807;-38.13080360867914
1739209658.9274874;-38.13080360867914
1739209658.927494;-38.13080360867914
1739209658.9275007;-45.120503652039325
1739209658.9275074;-38.13080360867914
1739209658.927514;-33.981070128970906
1739209658.9275208;-45.120503652039325
1739209658.9275274;-45.120503652039325
1739209658.927534;-32.816014438256545
1739209658.927541;-38.13080360867914
1739209658.9275477;-38.13080360867914
1739209658.9275544;-38.13080360867914
1739209658.927561;-38.13080360867914
1739209658.9275677;-38.13080360867914
1739209658.9275744;-45.120503652039325
1739209658.927581;-38.13080360867914
1739209658.9275877;-45.120503652039325
1739209658.9275944;-38.13080360867914
1739209658.9276013;-38.13080360867914
1739209658.927608;-45.120503652039325
1739209658.9276147;-33.981070128970906
1739209658.9276214;-45.120503652039325
1739209658.927628;-45.120503652039325
1739209658.9276347;-45.120503652039325
1739209658.9276414;-38.13080360867914
1739209658.927648;-35.57807855764607
1739209658.9276547;-45.120503652039325
