CAN Message; 0x1d3:0000df717cd8fe31
1739209792.9658902;-45.120503652039325
1739209792.9658923;-45.120503652039325
1739209792.9658942;-31.141103565318943
1739209792.9658964;-45.120503652039325
1739209792.9658983;-38.13080360867914
1739209792.9659004;-38.13080360867914
1739209792.9659023;-45.120503652039325
1739209792.9659045;-45.120503652039325
1739209792.9659064;-38.13080360867914
1739209792.9659085;-38.13080360867914
1739209792.9659107;-30.49652367304973
1739209792.9659126;-35.57807855764607
1739209792.9659147;-45.120503652039325
1739209792.9659166;-38.13080360867914
1739209792.9659188;-38.13080360867914
1739209792.9659207;-45.120503652039325
1739209792.9659228;-38.13080360867914
1739209792.9659247;-45.120503652039325
1739209792.965927;-35.57807855764607
1739209792.9659288;-45.120503652039325
1739209792.965931;-45.120503652039325
1739209792.9659328;-45.120503652039325
1739209792.965935;-35.57807855764607
1739209792.965937;-38.13080360867914
1739209792.965939;-45.120503652039325
1739209792.965941;-45.120503652039325
1739209792.965943;-45.120503652039325
1739209792.965945;-38.13080360867914
1739209792.9659472;-45.120503652039325
1739209792.965949;-45.120503652039325
1739209792.9659512;-45.120503652039325
1739209792.965953;-38.13080360867914
1739209792.9659553;-45.120503652039325
1739209792.9659572;-45.120503652039325
1739209792.9659593;-27.8777449560314
1739209792.9659612;-33.981070128970906
1739209792.9659634;-45.120503652039325
1739209792.9659653;-45.120503652039325
1739209792.9659674;-33.981070128970906
1739209792.9659696;-33.981070128970906
1739209792.9659715;-38.13080360867914
1739209792.9659736;-38.13080360867914
1739209792.9659755;-38.13080360867914
1739209792.9659777;-38.13080360867914
1739209792.9659796;-45.120503652039325
1739209792.9659817;-45.120503652039325
1739209792.9659836;-45.120503652039325
1739209792.9659858;-38.13080360867914
1739209792.9659877;-45.120503652039325
1739209792.9659898;-38.13080360867914
1739209792.9659917;-45.120503652039325
1739209792.965994;-45.120503652039325
1739209792.9659958;-38.13080360867914
1739209792.965998;-38.13080360867914
1739209792.9659998;-45.120503652039325
1739209792.966002;-33.981070128970906
1739209792.966004;-35.57807855764607
1739209792.966006;-45.120503652039325
1739209792.966008;-35.57807855764607
1739209792.96601;-33.981070128970906
1739209792.966012;-45.120503652039325
1739209792.9660141;-33.981070128970906
1739209792.966016;-45.120503652039325
1739209792.9660182;-38.13080360867914
1739209792.96602;-38.13080360867914
1739209792.9660223;-33.981070128970906
1739209792.9660242;-45.120503652039325
1739209792.9660263;-45.120503652039325
1739209792.9660285;-45.120503652039325
1739209792.9660304;-45.120503652039325
1739209792.9660325;-45.120503652039325
1739209792.9660344;-38.13080360867914
1739209792.9660366;-38.13080360867914
1739209792.9660385;-45.120503652039325
1739209792.9660406;-45.120503652039325
1739209792.9660425;-38.13080360867914
1739209792.9660447;-45.120503652039325
1739209792.9660466;-45.120503652039325
1739209792.9660487;-45.120503652039325
1739209792.9660506;-45.120503652039325
1739209792.9660528;-38.13080360867914
1739209792.9660547;-45.120503652039325
1739209792.9660568;-38.13080360867914
1739209792.9660587;-38.13080360867914
1739209792.9660609;-45.120503652039325
1739209792.9660628;-45.120503652039325
1739209792.966065;-38.13080360867914
1739209792.9660668;-38.13080360867914
1739209792.966069;-45.120503652039325
1739209792.966071;-45.120503652039325
1739209792.966073;-33.981070128970906
1739209792.966075;-33.981070128970906
1739209792.966077;-38.13080360867914
1739209792.966079;-45.120503652039325
1739209792.9660811;-35.57807855764607
1739209792.9660833;-38.13080360867914
1739209792.9660852;-45.120503652039325
1739209792.9660873;-45.120503652039325
1739209792.9660892;-45.120503652039325
1739209792.9660914;-38.13080360867914
1739209792.9660933;-38.13080360867914
1739209792.9660954;-38.13080360867914
1739209792.9660974;-38.13080360867914
1739209792.9660995;-38.13080360867914
1739209792.9661014;-45.120503652039325
1739209792.9661036;-38.13080360867914
1739209792.9661055;-38.13080360867914
1739209792.9661076;-33.981070128970906
1739209792.9661095;-45.120503652039325
1739209792.9661117;-45.120503652039325
1739209792.9661136;-32.816014438256545
1739209792.9661157;-38.13080360867914
1739209792.9661176;-45.120503652039325
1739209792.9661198;-45.120503652039325
1739209792.9661217;-45.120503652039325
1739209792.9661238;-26.991370085610722
1739209792.9661257;-38.13080360867914
1739209792.9661279;-38.13080360867914
1739209792.9661298;-32.816014438256545
1739209792.966132;-31.141103565318915
1739209792.9661338;-38.13080360867914
1739209792.966136;-38.13080360867914
1739209792.966138;-35.57807855764607
1739209792.96614;-33.981070128970906
1739209792.9661422;-38.13080360867914
1739209792.966144;-45.120503652039325
1739209792.9661462;-45.120503652039325
1739209792.9661481;-38.13080360867914
1739209792.9661503;-45.120503652039325
1739209792.9661522;-38.13080360867914
1739209792.9661543;-35.57807855764607
1739209792.9661562;-38.13080360867914
1739209792.9661584;-45.120503652039325
1739209792.9661603;-45.120503652039325
1739209792.9661624;-38.13080360867914
1739209792.9661644;-38.13080360867914
1739209792.9661665;-45.120503652039325
1739209792.9661684;-45.120503652039325
1739209792.9661705;-45.120503652039325
1739209792.9661725;-31.141103565318915
1739209792.9661746;-33.981070128970906
1739209792.9661765;-38.13080360867914
1739209792.9661787;-35.57807855764607
1739209792.9661806;-38.13080360867914
1739209792.9661827;-38.13080360867914
1739209792.9661846;-33.981070128970906
1739209792.9661868;-45.120503652039325
1739209792.9661887;-31.141103565318915
1739209792.9661908;-33.981070128970906
1739209792.9661927;-33.981070128970906
1739209792.9661949;-45.120503652039325
1739209792.9661968;-38.13080360867914
1739209792.966199;-45.120503652039325
1739209792.966201;-45.120503652039325
1739209792.966203;-45.120503652039325
1739209792.9662051;-45.120503652039325
1739209792.966207;-38.13080360867914
1739209792.9662092;-45.120503652039325
1739209792.966211;-45.120503652039325
1739209792.9662132;-38.13080360867914
1739209792.9662151;-38.13080360867914
1739209792.9662173;-45.120503652039325
1739209792.9662192;-45.120503652039325
1739209792.9662213;-45.120503652039325
1739209792.9662232;-38.13080360867914
1739209792.9662254;-35.57807855764607
1739209792.9662273;-45.120503652039325
1739209792.9662294;-38.13080360867914
1739209792.9662313;-35.57807855764607
1739209792.9662335;-45.120503652039325
1739209792.9662354;-45.120503652039325
1739209792.9662375;-38.13080360867914
1739209792.9662395;-38.13080360867914
1739209792.9662416;-45.120503652039325
1739209792.9662435;-45.120503652039325
1739209792.9662457;-45.120503652039325
1739209792.9662476;-45.120503652039325
1739209792.9662497;-45.120503652039325
1739209792.9662516;-38.13080360867914
1739209792.9662538;-33.981070128970906
1739209792.9662557;-45.120503652039325
1739209792.9662578;-45.120503652039325
1739209792.96626;-35.57807855764607
1739209792.9662619;-38.13080360867914
1739209792.966264;-35.57807855764607
1739209792.966266;-38.13080360867914
1739209792.966268;-45.120503652039325
1739209792.96627;-38.13080360867914
1739209792.966272;-35.57807855764607
1739209792.966274;-38.13080360867914
1739209792.9662762;-38.13080360867914
1739209792.966278;-38.13080360867914
1739209792.9662802;-38.13080360867914
1739209792.9662821;-38.13080360867914
1739209792.9662843;-35.57807855764607
1739209792.9662862;-32.816014438256545
1739209792.9662883;-45.120503652039325
1739209792.9662902;-45.120503652039325
1739209792.9662924;-32.816014438256545
1739209792.9662943;-33.981070128970906
1739209792.9662964;-45.120503652039325
1739209792.9662983;-45.120503652039325
1739209792.9663005;-45.120503652039325
1739209792.9663024;-45.120503652039325
1739209792.9663045;-35.57807855764607
1739209792.9663064;-38.13080360867914
1739209792.9663086;-45.120503652039325
1739209792.9663105;-45.120503652039325
1739209792.9663126;-33.981070128970906
1739209792.9663148;-45.120503652039325
1739209792.9663167;-45.120503652039325
1739209792.9663188;-38.13080360867914
1739209792.9663208;-32.816014438256545
1739209792.966323;-32.816014438256545
1739209792.9663248;-38.13080360867914
1739209792.966327;-45.120503652039325
1739209792.9663289;-45.120503652039325
1739209792.966331;-38.13080360867914
1739209792.966333;-45.120503652039325
1739209792.966335;-38.13080360867914
1739209792.966337;-38.13080360867914
1739209792.966339;-45.120503652039325
1739209792.966341;-38.13080360867914
1739209792.9663432;-38.13080360867914
1739209792.966345;-45.120503652039325
1739209792.9663472;-38.13080360867914
1739209792.9663491;-38.13080360867914
1739209792.9663513;-45.120503652039325
1739209792.9663532;-29.438486411369333
1739209792.9663553;-32.816014438256545
1739209792.9663572;-45.120503652039325
1739209792.9663594;-38.13080360867914
1739209792.9663613;-35.57807855764607
1739209792.9663634;-32.816014438256545
1739209792.9663653;-45.120503652039325
1739209792.9663675;-38.13080360867914
1739209792.9663694;-45.120503652039325
1739209792.9663715;-45.120503652039325
1739209792.9663737;-33.981070128970906
1739209792.9663756;-45.120503652039325
1739209792.9663777;-38.13080360867914
1739209792.9663796;-38.13080360867914
1739209792.9663818;-45.120503652039325
1739209792.9663837;-35.57807855764607
1739209792.9663858;-38.13080360867914
1739209792.9663877;-38.13080360867914
1739209792.96639;-38.13080360867914
1739209792.9663918;-33.981070128970906
1739209792.966394;-45.120503652039325
1739209792.9663959;-45.120503652039325
1739209792.966398;-32.816014438256545
1739209792.9664;-38.13080360867914
1739209792.966402;-32.816014438256545
1739209792.966404;-30.49652367304973
1739209792.966406;-45.120503652039325
1739209792.966408;-33.981070128970906
1739209792.9664102;-38.13080360867914
1739209792.966412;-38.13080360867914
1739209792.9664142;-38.13080360867914
1739209792.9664161;-38.13080360867914
1739209792.9664183;-45.120503652039325
1739209792.9664202;-38.13080360867914
1739209792.9664223;-38.13080360867914
1739209792.9664242;-38.13080360867914
1739209792.9664264;-38.13080360867914
1739209792.9664283;-45.120503652039325
1739209792.9664304;-38.13080360867914
1739209792.9664326;-38.13080360867914
1739209792.9664345;-45.120503652039325
1739209792.9664366;-45.120503652039325
1739209792.9664385;-32.816014438256545
1739209792.9664407;-38.13080360867914
1739209792.9664426;-45.120503652039325
1739209792.9664447;-45.120503652039325
1739209792.9664466;-35.57807855764607
1739209792.9664488;-45.120503652039325
1739209792.9664507;-35.57807855764607
1739209792.9664528;-38.13080360867914
1739209792.9664547;-45.120503652039325
1739209792.966457;-45.120503652039325
1739209792.9664588;-38.13080360867914
1739209792.966461;-35.57807855764607
1739209792.9664629;-38.13080360867914
1739209792.966465;-45.120503652039325
1739209792.966467;-45.120503652039325
1739209792.966469;-45.120503652039325
1739209792.966471;-45.120503652039325
1739209792.966473;-38.13080360867914
1739209792.966475;-45.120503652039325
1739209792.9664772;-38.13080360867914
1739209792.966479;-45.120503652039325
1739209792.9664812;-45.120503652039325
1739209792.966483;-35.57807855764607
1739209792.9664853;-38.13080360867914
1739209792.9664874;-45.120503652039325
1739209792.9664893;-45.120503652039325
1739209792.9664915;-38.13080360867914
1739209792.9664934;-38.13080360867914
1739209792.9664955;-38.13080360867914
1739209792.9664974;-38.13080360867914
1739209792.9664996;-35.57807855764607
1739209792.9665015;-35.57807855764607
1739209792.9665036;-38.13080360867914
1739209792.9665055;-45.120503652039325
1739209792.9665077;-38.13080360867914
1739209792.9665096;-35.57807855764607
1739209792.9665117;-38.13080360867914
1739209792.9665136;-38.13080360867914
1739209792.9665158;-38.13080360867914
1739209792.9665177;-38.13080360867914
1739209792.9665198;-38.13080360867914
1739209792.9665217;-38.13080360867914
1739209792.966524;-45.120503652039325
1739209792.9665258;-45.120503652039325
1739209792.966528;-45.120503652039325
1739209792.9665298;-45.120503652039325
1739209792.966532;-45.120503652039325
1739209792.966534;-33.981070128970906
1739209792.966536;-33.981070128970906
1739209792.966538;-45.120503652039325
1739209792.96654;-45.120503652039325
1739209792.966542;-33.981070128970906
1739209792.9665442;-33.981070128970906
1739209792.9665463;-33.981070128970906
1739209792.9665482;-45.120503652039325
1739209792.9665504;-38.13080360867914
1739209792.9665523;-31.141103565318915
1739209792.9665544;-33.981070128970906
1739209792.9665563;-45.120503652039325
1739209792.9665585;-38.13080360867914
1739209792.9665604;-32.816014438256545
1739209792.9665625;-33.981070128970906
1739209792.9665644;-45.120503652039325
1739209792.9665666;-38.13080360867914
1739209792.9665685;-35.57807855764607
1739209792.9665706;-38.13080360867914
1739209792.9665725;-45.120503652039325
1739209792.9665747;-45.120503652039325
1739209792.9665766;-38.13080360867914
1739209792.9665787;-38.13080360867914
1739209792.9665806;-45.120503652039325
1739209792.9665828;-33.981070128970906
1739209792.9665847;-28.992665084841942
1739209792.9665868;-38.13080360867914
1739209792.9665887;-45.120503652039325
1739209792.966591;-38.13080360867914
1739209792.9665928;-28.992665084841942
1739209792.966595;-45.120503652039325
1739209792.9665968;-45.120503652039325
1739209792.966599;-38.13080360867914
1739209792.966601;-45.120503652039325
1739209792.966603;-35.57807855764607
1739209792.9666052;-45.120503652039325
1739209792.966607;-45.120503652039325
1739209792.9666092;-32.816014438256545
1739209792.9666111;-38.13080360867914
1739209792.9666133;-45.120503652039325
1739209792.9666152;-45.120503652039325
1739209792.9666173;-45.120503652039325
1739209792.9666193;-38.13080360867914
1739209792.9666214;-38.13080360867914
1739209792.9666233;-45.120503652039325
1739209792.9666255;-45.120503652039325
1739209792.9666274;-33.981070128970906
1739209792.9666295;-32.816014438256545
1739209792.9666314;-35.57807855764607
1739209792.9666336;-28.58837851428586
1739209792.9666355;-38.13080360867914
1739209792.9666376;-38.13080360867914
1739209792.9666395;-35.57807855764607
1739209792.9666417;-45.120503652039325
1739209792.9666436;-45.120503652039325
1739209792.9666457;-45.120503652039325
1739209792.9666476;-45.120503652039325
1739209792.9666498;-45.120503652039325
1739209792.9666517;-38.13080360867914
1739209792.9666538;-35.57807855764607
1739209792.9666557;-33.981070128970906
1739209792.9666579;-45.120503652039325
1739209792.9666598;-38.13080360867914
1739209792.966662;-38.13080360867914
1739209792.966664;-45.120503652039325
1739209792.966666;-38.13080360867914
1739209792.9666681;-45.120503652039325
1739209792.96667;-35.57807855764607
1739209792.9666722;-45.120503652039325
1739209792.966674;-45.120503652039325
1739209792.9666762;-32.816014438256545
1739209792.9666781;-38.13080360867914
1739209792.9666803;-45.120503652039325
1739209792.9666822;-32.816014438256545
1739209792.9666843;-38.13080360867914
1739209792.9666862;-45.120503652039325
1739209792.9666884;-45.120503652039325
1739209792.9666903;-45.120503652039325
1739209792.9666924;-38.13080360867914
1739209792.9666944;-45.120503652039325
1739209792.9666965;-38.13080360867914
1739209792.9666984;-38.13080360867914
1739209792.9667006;-45.120503652039325
1739209792.9667025;-45.120503652039325
1739209792.9667046;-45.120503652039325
1739209792.9667065;-38.13080360867914
1739209792.9667087;-45.120503652039325
1739209792.9667106;-38.13080360867914
1739209792.9667127;-38.13080360867914
1739209792.9667146;-35.57807855764607
1739209792.9667168;-30.49652367304973
1739209792.966719;-45.120503652039325
1739209792.9667208;-45.120503652039325
1739209792.966723;-45.120503652039325
1739209792.9667249;-33.981070128970906
1739209792.966727;-45.120503652039325
1739209792.966729;-45.120503652039325
1739209792.966731;-45.120503652039325
1739209792.966733;-45.120503652039325
1739209792.9667351;-45.120503652039325
1739209792.966737;-38.13080360867914
1739209792.9667392;-38.13080360867914
1739209792.966741;-45.120503652039325
1739209792.9667432;-45.120503652039325
1739209792.9667451;-38.13080360867914
1739209792.9667473;-35.57807855764607
1739209792.9667492;-35.57807855764607
1739209792.9667513;-45.120503652039325
1739209792.9667532;-38.13080360867914
1739209792.9667554;-31.141103565318893
1739209792.9667573;-32.816014438256545
1739209792.9667594;-45.120503652039325
1739209792.9667614;-38.13080360867914
1739209792.9667635;-33.981070128970906
1739209792.9667654;-38.13080360867914
1739209792.9667675;-45.120503652039325
1739209792.9667695;-45.120503652039325
1739209792.9667716;-45.120503652039325
1739209792.9667735;-45.120503652039325
1739209792.9667757;-38.13080360867914
1739209792.9667778;-38.13080360867914
1739209792.9667797;-45.120503652039325
1739209792.9667819;-35.57807855764607
1739209792.9667838;-38.13080360867914
1739209792.966786;-38.13080360867914
1739209792.9667878;-33.981070128970906
1739209792.96679;-45.120503652039325
1739209792.9667919;-38.13080360867914
1739209792.966794;-38.13080360867914
1739209792.966796;-31.141103565318893
1739209792.966798;-25.826314394896357
1739209792.9668;-35.57807855764607
1739209792.9668021;-38.13080360867914
1739209792.966804;-45.120503652039325
1739209792.9668062;-31.141103565318915
1739209792.966808;-38.13080360867914
1739209792.9668102;-45.120503652039325
1739209792.9668121;-38.13080360867914
1739209792.9668143;-33.981070128970956
1739209792.9668162;-45.120503652039325
1739209792.9668183;-38.13080360867914
1739209792.9668202;-38.13080360867914
1739209792.9668224;-45.120503652039325
1739209792.9668243;-45.120503652039325
1739209792.9668264;-38.13080360867914
1739209792.9668283;-33.981070128970906
1739209792.9668305;-45.120503652039325
1739209792.9668324;-38.13080360867914
1739209792.9668345;-38.13080360867914
1739209792.9668367;-38.13080360867914
1739209792.9668386;-45.120503652039325
1739209792.9668407;-45.120503652039325
1739209792.9668427;-38.13080360867914
1739209792.9668448;-45.120503652039325
1739209792.9668467;-31.141103565318915
1739209792.9668489;-38.13080360867914
1739209792.9668508;-38.13080360867914
1739209792.966853;-45.120503652039325
1739209792.9668548;-38.13080360867914
1739209792.966857;-45.120503652039325
1739209792.9668589;-45.120503652039325
1739209792.966861;-45.120503652039325
1739209792.966863;-31.14110356531892
1739209792.966865;-38.13080360867914
1739209792.966867;-45.120503652039325
1739209792.966869;-45.120503652039325
1739209792.966871;-45.120503652039325
1739209792.9668732;-38.13080360867914
1739209792.966875;-45.120503652039325
1739209792.9668772;-45.120503652039325
1739209792.9668791;-45.120503652039325
1739209792.9668813;-38.13080360867914
1739209792.9668832;-38.13080360867914
1739209792.9668853;-45.120503652039325
1739209792.9668872;-45.120503652039325
1739209792.9668894;-45.120503652039325
1739209792.9668915;-45.120503652039325
1739209792.9668934;-45.120503652039325
1739209792.9668956;-38.13080360867914
1739209792.9668975;-35.57807855764607
1739209792.9668996;-35.57807855764607
1739209792.9669015;-38.13080360867914
1739209792.9669037;-33.981070128970906
1739209792.9669056;-35.57807855764607
1739209792.9669077;-38.13080360867914
1739209792.9669096;-35.57807855764607
1739209792.9669118;-33.981070128970906
1739209792.9669137;-38.13080360867914
1739209792.9669158;-38.13080360867914
1739209792.9669178;-35.57807855764607
1739209792.96692;-38.13080360867914
1739209792.9669218;-45.120503652039325
1739209792.966924;-38.13080360867914
1739209792.9669259;-45.120503652039325
1739209792.966928;-38.13080360867914
1739209792.96693;-38.13080360867914
1739209792.966932;-45.120503652039325
1739209792.966934;-38.13080360867914
1739209792.966936;-38.13080360867914
1739209792.966938;-45.120503652039325
1739209792.9669402;-45.120503652039325
1739209792.966942;-45.120503652039325
1739209792.9669442;-45.120503652039325
1739209792.9669461;-38.13080360867914
1739209792.9669483;-45.120503652039325
1739209792.9669504;-45.120503652039325
1739209792.9669523;-45.120503652039325
1739209792.9669545;-38.13080360867914
1739209792.9669564;-45.120503652039325
1739209792.9669585;-45.120503652039325
1739209792.9669604;-45.120503652039325
1739209792.9669626;-45.120503652039325
1739209792.9669645;-38.13080360867914
1739209792.9669666;-45.120503652039325
1739209792.9669685;-38.13080360867914
1739209792.9669707;-45.120503652039325
1739209792.9669726;-38.13080360867914
1739209792.9669747;-45.120503652039325
1739209792.9669766;-38.13080360867914
1739209792.9669788;-32.816014438256545
1739209792.9669807;-38.13080360867914
1739209792.9669828;-45.120503652039325
1739209792.9669847;-45.120503652039325
1739209792.966987;-35.57807855764607
1739209792.9669888;-35.57807855764607
1739209792.966991;-38.13080360867914
1739209792.9669929;-45.120503652039325
1739209792.966995;-35.57807855764607
1739209792.966997;-38.13080360867914
1739209792.966999;-45.120503652039325
1739209792.967001;-38.13080360867914
1739209792.967003;-38.13080360867914
1739209792.967005;-38.13080360867914
1739209792.9670072;-35.57807855764607
1739209792.9670093;-33.981070128970906
1739209792.9670112;-28.992665084841967
1739209792.9670134;-45.120503652039325
1739209792.9670153;-35.57807855764607
1739209792.9670174;-38.13080360867914
1739209792.9670193;-38.13080360867914
1739209792.9670215;-45.120503652039325
1739209792.9670234;-35.57807855764607
1739209792.9670255;-45.120503652039325
1739209792.9670274;-38.13080360867914
1739209792.9670296;-38.13080360867914
1739209792.9670315;-35.57807855764607
1739209792.9670336;-38.13080360867914
1739209792.9670355;-45.120503652039325
1739209792.9670377;-38.13080360867914
1739209792.9670396;-38.13080360867914
1739209792.9670417;-38.13080360867914
1739209792.9670436;-27.8777449560314
1739209792.9670458;-35.57807855764607
1739209792.9670477;-45.120503652039325
1739209792.9670498;-38.13080360867914
1739209792.9670517;-35.57807855764607
1739209792.967054;-45.120503652039325
1739209792.9670558;-45.120503652039325
1739209792.967058;-38.13080360867914
1739209792.9670599;-38.13080360867914
1739209792.967062;-45.120503652039325
1739209792.967064;-45.120503652039325
1739209792.967066;-45.120503652039325
1739209792.9670682;-32.816014438256545
1739209792.96707;-38.13080360867914
1739209792.9670722;-38.13080360867914
1739209792.9670742;-38.13080360867914
1739209792.9670763;-45.120503652039325
1739209792.9670782;-33.981070128970906
1739209792.9670804;-45.120503652039325
1739209792.9670823;-45.120503652039325
1739209792.9670844;-45.120503652039325
1739209792.9670863;-33.981070128970906
1739209792.9670885;-45.120503652039325
1739209792.9670904;-38.13080360867914
1739209792.9670925;-32.816014438256545
1739209792.9670944;-35.57807855764607
1739209792.9670966;-45.120503652039325
1739209792.9670985;-45.120503652039325
1739209792.9671006;-33.981070128970906
1739209792.9671025;-45.120503652039325
1739209792.9671047;-38.13080360867914
1739209792.9671066;-38.13080360867914
1739209792.9671087;-45.120503652039325
1739209792.9671106;-38.13080360867914
1739209792.9671128;-45.120503652039325
1739209792.9671147;-45.120503652039325
1739209792.9671168;-35.57807855764607
1739209792.9671187;-35.57807855764607
1739209792.967121;-45.120503652039325
1739209792.967123;-45.120503652039325
1739209792.967125;-38.13080360867914
1739209792.967127;-33.981070128970906
1739209792.967129;-38.13080360867914
1739209792.9671311;-38.13080360867914
1739209792.967133;-45.120503652039325
1739209792.9671352;-33.981070128970906
1739209792.967137;-45.120503652039325
1739209792.9671392;-38.13080360867914
1739209792.9671412;-35.57807855764607
1739209792.9671433;-38.13080360867914
1739209792.9671452;-45.120503652039325
1739209792.9671474;-45.120503652039325
1739209792.9671493;-45.120503652039325
1739209792.9671514;-38.13080360867914
1739209792.9671533;-38.13080360867914
1739209792.9671555;-33.981070128970906
1739209792.9671574;-45.120503652039325
1739209792.9671595;-38.13080360867914
1739209792.9671614;-38.13080360867914
1739209792.9671636;-38.13080360867914
1739209792.9671655;-45.120503652039325
1739209792.9671676;-33.981070128970906
1739209792.9671695;-45.120503652039325
1739209792.9671717;-45.120503652039325
1739209792.9671736;-38.13080360867914
1739209792.9671757;-31.141103565318915
1739209792.9671776;-38.13080360867914
1739209792.9671798;-38.13080360867914
1739209792.967182;-45.120503652039325
1739209792.9671838;-45.120503652039325
1739209792.967186;-32.816014438256545
1739209792.967188;-38.13080360867914
1739209792.96719;-45.120503652039325
1739209792.967192;-32.81601443825658
1739209792.967194;-38.13080360867914
1739209792.967196;-38.13080360867914
1739209792.9671981;-45.120503652039325
1739209792.9672;-45.120503652039325
1739209792.9672022;-45.120503652039325
1739209792.967204;-38.13080360867914
1739209792.9672062;-45.120503652039325
1739209792.9672081;-28.992665084841942
1739209792.9672103;-38.13080360867914
1739209792.9672122;-38.13080360867914
1739209792.9672143;-38.13080360867914
1739209792.9672163;-45.120503652039325
1739209792.9672184;-32.816014438256545
1739209792.9672203;-33.981070128970906
1739209792.9672225;-45.120503652039325
1739209792.9672244;-32.816014438256545
1739209792.9672265;-38.13080360867914
1739209792.9672284;-31.141103565318915
1739209792.9672306;-45.120503652039325
1739209792.9672325;-38.13080360867914
1739209792.9672346;-35.57807855764607
1739209792.9672365;-35.57807855764607
1739209792.9672387;-45.120503652039325
1739209792.9672408;-38.13080360867914
1739209792.9672427;-38.13080360867914
1739209792.9672449;-35.57807855764607
1739209792.9672468;-38.13080360867914
1739209792.967249;-38.13080360867914
1739209792.9672508;-38.13080360867914
1739209792.967253;-38.13080360867914
1739209792.9672549;-35.57807855764607
1739209792.967257;-33.981070128970906
1739209792.967259;-38.13080360867914
1739209792.967261;-38.13080360867914
1739209792.967263;-38.13080360867914
1739209792.9672651;-38.13080360867914
1739209792.967267;-38.13080360867914
1739209792.9672692;-38.13080360867914
1739209792.967271;-45.120503652039325
1739209792.9672732;-33.981070128970906
1739209792.9672751;-33.981070128970906
1739209792.9672773;-45.120503652039325
1739209792.9672792;-45.120503652039325
1739209792.9672813;-45.120503652039325
1739209792.9672832;-45.120503652039325
1739209792.9672854;-38.13080360867914
1739209792.9672873;-38.13080360867914
1739209792.9672894;-38.13080360867914
1739209792.9672914;-38.13080360867914
1739209792.9672935;-38.13080360867914
1739209792.9672956;-35.57807855764607
1739209792.9672976;-38.13080360867914
1739209792.9672997;-45.120503652039325
1739209792.9673016;-38.13080360867914
1739209792.9673038;-45.120503652039325
1739209792.9673057;-38.13080360867914
1739209792.9673078;-35.57807855764607
1739209792.9673097;-38.13080360867914
1739209792.9673119;-45.120503652039325
1739209792.9673138;-33.981070128970906
1739209792.967316;-33.981070128970906
1739209792.9673178;-45.120503652039325
1739209792.96732;-38.13080360867914
1739209792.9673219;-38.13080360867914
1739209792.967324;-45.120503652039325
1739209792.967326;-38.13080360867914
1739209792.967328;-38.13080360867914
1739209792.96733;-45.120503652039325
