CAN Message; 0x1b8:01006f44223e81aa
Timestamp;Amplitude
1739209776.9642925;-38.13080360867914
1739209776.9643009;-35.57807855764607
1739209776.9643092;-45.120503652039325
1739209776.9643176;-45.120503652039325
1739209776.964326;-38.13080360867914
1739209776.9643345;-35.57807855764607
1739209776.9643428;-38.13080360867914
1739209776.9643512;-45.120503652039325
1739209776.9643595;-33.981070128970906
1739209776.9643679;-45.120503652039325
1739209776.9643762;-30.49652367304973
1739209776.9643846;-32.816014438256545
1739209776.964393;-45.120503652039325
1739209776.9644012;-30.49652367304973
1739209776.9644096;-33.981070128970906
1739209776.964418;-38.13080360867914
1739209776.9644263;-45.120503652039325
1739209776.9644349;-32.816014438256545
1739209776.9644432;-38.13080360867914
1739209776.9644516;-45.120503652039325
1739209776.96446;-45.120503652039325
1739209776.9644682;-45.120503652039325
1739209776.9644766;-45.120503652039325
1739209776.964485;-45.120503652039325
1739209776.9644933;-38.13080360867914
1739209776.9645016;-45.120503652039325
1739209776.96451;-32.816014438256545
1739209776.9645183;-33.981070128970906
1739209776.9645267;-45.120503652039325
1739209776.9645352;-45.120503652039325
1739209776.9645436;-32.816014438256545
1739209776.964552;-35.57807855764607
1739209776.9645603;-38.13080360867914
1739209776.9645686;-38.13080360867914
1739209776.964577;-45.120503652039325
1739209776.9645853;-45.120503652039325
1739209776.9645936;-45.120503652039325
1739209776.964602;-45.120503652039325
1739209776.9646103;-45.120503652039325
1739209776.9646187;-38.13080360867914
1739209776.964627;-45.120503652039325
1739209776.9646356;-38.13080360867914
1739209776.964644;-38.13080360867914
1739209776.9646523;-35.57807855764607
1739209776.9646606;-38.13080360867914
1739209776.964669;-45.120503652039325
1739209776.9646773;-38.13080360867914
1739209776.9646857;-35.57807855764607
1739209776.964694;-45.120503652039325
1739209776.9647024;-45.120503652039325
1739209776.9647107;-35.57807855764607
1739209776.964719;-32.816014438256545
1739209776.9647276;-45.120503652039325
1739209776.964736;-45.120503652039325
1739209776.9647443;-38.13080360867914
1739209776.9647527;-35.57807855764607
1739209776.964761;-45.120503652039325
1739209776.9647694;-45.120503652039325
1739209776.9647777;-45.120503652039325
1739209776.964786;-33.981070128970956
1739209776.9647944;-45.120503652039325
1739209776.9648027;-45.120503652039325
1739209776.964811;-38.13080360867914
1739209776.9648194;-38.13080360867914
1739209776.964828;-38.13080360867914
1739209776.9648364;-45.120503652039325
1739209776.9648447;-35.57807855764607
1739209776.964853;-27.8777449560314
1739209776.9648614;-38.13080360867914
1739209776.9648697;-45.120503652039325
1739209776.964878;-38.13080360867914
1739209776.9648864;-38.13080360867914
1739209776.9648948;-45.120503652039325
1739209776.964903;-45.120503652039325
1739209776.9649115;-45.120503652039325
1739209776.9649198;-45.120503652039325
1739209776.9649284;-45.120503652039325
1739209776.9649367;-45.120503652039325
1739209776.964945;-38.13080360867914
1739209776.9649534;-35.57807855764607
1739209776.9649618;-45.120503652039325
1739209776.96497;-45.120503652039325
1739209776.9649785;-38.13080360867914
1739209776.9649868;-38.13080360867914
1739209776.9649951;-38.13080360867914
1739209776.9650035;-45.120503652039325
1739209776.9650118;-33.981070128970906
1739209776.9650202;-45.120503652039325
1739209776.9650288;-38.13080360867914
1739209776.965037;-38.13080360867914
1739209776.9650455;-38.13080360867914
1739209776.9650538;-35.57807855764607
1739209776.9650621;-45.120503652039325
1739209776.9650705;-45.120503652039325
1739209776.9650788;-38.13080360867914
1739209776.9650872;-35.57807855764607
1739209776.9650955;-45.120503652039325
1739209776.9651039;-45.120503652039325
1739209776.9651122;-38.13080360867914
1739209776.9651206;-45.120503652039325
1739209776.9651291;-45.120503652039325
1739209776.9651375;-45.120503652039325
1739209776.9651458;-38.13080360867914
1739209776.9651542;-38.13080360867914
1739209776.9651625;-33.981070128970906
1739209776.9651709;-38.13080360867914
1739209776.9651792;-45.120503652039325
1739209776.9651875;-31.141103565318915
1739209776.965196;-35.57807855764607
1739209776.9652042;-45.120503652039325
1739209776.9652126;-45.120503652039325
1739209776.9652212;-35.57807855764607
1739209776.9652295;-33.981070128970906
1739209776.9652379;-45.120503652039325
1739209776.9652462;-38.13080360867914
1739209776.9652545;-45.120503652039325
1739209776.965263;-45.120503652039325
1739209776.9652712;-35.57807855764607
1739209776.9652796;-45.120503652039325
1739209776.965288;-45.120503652039325
1739209776.9652963;-38.13080360867914
1739209776.9653046;-35.57807855764607
1739209776.965313;-38.13080360867914
1739209776.9653215;-38.13080360867914
1739209776.96533;-35.57807855764607
1739209776.9653382;-35.57807855764607
1739209776.9653466;-38.13080360867914
1739209776.965355;-35.57807855764607
1739209776.9653633;-33.981070128970906
1739209776.9653716;-38.13080360867914
1739209776.96538;-38.13080360867914
1739209776.9653883;-45.120503652039325
1739209776.9653966;-38.13080360867914
1739209776.965405;-38.13080360867914
1739209776.9654133;-45.120503652039325
1739209776.965422;-45.120503652039325
1739209776.9654303;-38.13080360867914
1739209776.9654386;-45.120503652039325
1739209776.965447;-45.120503652039325
1739209776.9654553;-45.120503652039325
1739209776.9654636;-38.13080360867914
1739209776.965472;-33.981070128970906
1739209776.9654803;-38.13080360867914
1739209776.9654887;-45.120503652039325
1739209776.965497;-45.120503652039325
1739209776.9655054;-45.120503652039325
1739209776.9655137;-45.120503652039325
1739209776.9655223;-38.13080360867914
1739209776.9655306;-32.816014438256545
1739209776.965539;-35.57807855764607
1739209776.9655473;-45.120503652039325
1739209776.9655557;-45.120503652039325
1739209776.965564;-32.816014438256545
1739209776.9655724;-38.13080360867914
1739209776.9655807;-38.13080360867914
1739209776.965589;-38.13080360867914
1739209776.9655974;-45.120503652039325
1739209776.9656057;-45.120503652039325
1739209776.9656143;-38.13080360867914
1739209776.9656227;-35.57807855764607
1739209776.965631;-38.13080360867914
1739209776.9656394;-45.120503652039325
1739209776.9656477;-38.13080360867914
1739209776.965656;-45.120503652039325
1739209776.9656644;-38.13080360867914
1739209776.9656727;-38.13080360867914
1739209776.965681;-38.13080360867914
1739209776.9656894;-38.13080360867914
1739209776.9656978;-35.57807855764607
1739209776.965706;-45.120503652039325
1739209776.9657147;-38.13080360867914
1739209776.965723;-38.13080360867914
1739209776.9657314;-38.13080360867914
1739209776.9657397;-45.120503652039325
1739209776.965748;-45.120503652039325
1739209776.9657564;-38.13080360867914
1739209776.9657648;-38.13080360867914
1739209776.965773;-45.120503652039325
1739209776.9657815;-45.120503652039325
1739209776.9657898;-32.816014438256545
1739209776.9657981;-38.13080360867914
1739209776.9658065;-45.120503652039325
1739209776.965815;-45.120503652039325
1739209776.9658234;-38.13080360867914
1739209776.9658318;-38.13080360867914
1739209776.96584;-38.13080360867914
1739209776.9658484;-38.13080360867914
1739209776.9658568;-38.13080360867914
1739209776.9658651;-30.49652367304973
1739209776.9658735;-33.981070128970906
1739209776.9658818;-38.13080360867914
1739209776.9658902;-35.57807855764607
1739209776.9658985;-35.57807855764607
1739209776.9659069;-38.13080360867914
1739209776.9659154;-45.120503652039325
1739209776.9659238;-38.13080360867914
1739209776.9659321;-33.981070128970956
1739209776.9659405;-45.120503652039325
1739209776.9659488;-45.120503652039325
1739209776.9659572;-38.13080360867914
1739209776.9659655;-38.13080360867914
1739209776.9659739;-45.120503652039325
1739209776.9659822;-38.13080360867914
1739209776.9659905;-45.120503652039325
1739209776.965999;-30.49652367304973
1739209776.9660075;-33.981070128970906
1739209776.9660158;-38.13080360867914
1739209776.9660242;-35.57807855764607
1739209776.9660325;-35.57807855764607
1739209776.9660408;-38.13080360867914
1739209776.9660492;-45.120503652039325
1739209776.9660575;-38.13080360867914
1739209776.966066;-38.13080360867914
1739209776.9660742;-45.120503652039325
1739209776.9728508;-38.13080360867914
1739209776.9728518;-38.13080360867914
1739209776.9728527;-45.120503652039325
1739209776.9728537;-38.13080360867914
1739209776.9728544;-45.120503652039325
1739209776.9728553;-33.981070128970956
1739209776.9728563;-38.13080360867914
1739209776.9728572;-32.816014438256545
1739209776.9728582;-45.120503652039325
1739209776.9728591;-38.13080360867914
1739209776.97286;-38.13080360867914
1739209776.972861;-45.120503652039325
1739209776.972862;-38.13080360867914
1739209776.972863;-33.981070128970906
1739209776.9728637;-45.120503652039325
1739209776.9728646;-45.120503652039325
1739209776.9728656;-38.13080360867914
1739209776.9728665;-45.120503652039325
1739209776.9728675;-45.120503652039325
1739209776.9728684;-45.120503652039325
1739209776.9728694;-38.13080360867914
1739209776.9728703;-38.13080360867914
1739209776.9728713;-38.13080360867914
1739209776.9728723;-45.120503652039325
1739209776.972873;-35.57807855764607
1739209776.972874;-38.13080360867914
1739209776.9728749;-45.120503652039325
1739209776.9728758;-35.57807855764607
1739209776.9728768;-45.120503652039325
1739209776.9728777;-45.120503652039325
1739209776.9728787;-45.120503652039325
1739209776.9728796;-45.120503652039325
1739209776.9728806;-33.981070128970906
1739209776.9728816;-45.120503652039325
1739209776.9728823;-38.13080360867914
1739209776.9728832;-38.13080360867914
1739209776.9728842;-38.13080360867914
1739209776.9728851;-30.49652367304973
1739209776.972886;-38.13080360867914
1739209776.972887;-38.13080360867914
1739209776.972888;-38.13080360867914
1739209776.972889;-32.816014438256545
1739209776.97289;-33.981070128970906
1739209776.9728906;-38.13080360867914
1739209776.9728916;-45.120503652039325
1739209776.9728925;-45.120503652039325
1739209776.9728935;-38.13080360867914
1739209776.9728944;-45.120503652039325
1739209776.9728954;-38.13080360867914
1739209776.9728963;-38.13080360867914
1739209776.9728973;-38.13080360867914
1739209776.9728982;-32.816014438256545
1739209776.9728992;-38.13080360867914
1739209776.9729;-38.13080360867914
1739209776.9729009;-38.13080360867914
1739209776.9729018;-45.120503652039325
1739209776.9729028;-45.120503652039325
1739209776.9729037;-45.120503652039325
1739209776.9729047;-45.120503652039325
1739209776.9729056;-45.120503652039325
1739209776.9729066;-45.120503652039325
1739209776.9729075;-45.120503652039325
1739209776.9729085;-31.141103565318915
1739209776.9729092;-38.13080360867914
1739209776.9729102;-45.120503652039325
1739209776.9729111;-45.120503652039325
1739209776.972912;-33.981070128970906
1739209776.972913;-38.13080360867914
1739209776.972914;-45.120503652039325
1739209776.972915;-45.120503652039325
1739209776.972916;-38.13080360867914
1739209776.9729168;-45.120503652039325
1739209776.9729178;-45.120503652039325
1739209776.9729185;-45.120503652039325
1739209776.9729195;-38.13080360867914
1739209776.9729204;-33.981070128970906
1739209776.9729214;-45.120503652039325
1739209776.9729223;-45.120503652039325
1739209776.9729233;-31.141103565318915
1739209776.9729242;-32.816014438256545
1739209776.9729252;-45.120503652039325
1739209776.9729261;-45.120503652039325
1739209776.9729269;-33.981070128970906
1739209776.9729278;-38.13080360867914
1739209776.9729288;-38.13080360867914
1739209776.9729297;-45.120503652039325
1739209776.9729307;-38.13080360867914
1739209776.9729316;-35.57807855764607
1739209776.9729326;-45.120503652039325
1739209776.9729335;-38.13080360867914
1739209776.9729345;-35.57807855764607
1739209776.9729354;-35.57807855764607
1739209776.9729362;-35.57807855764607
1739209776.972937;-38.13080360867914
1739209776.972938;-32.816014438256545
1739209776.972939;-35.57807855764607
1739209776.97294;-45.120503652039325
1739209776.972941;-45.120503652039325
1739209776.9729419;-33.981070128970906
1739209776.9729428;-38.13080360867914
1739209776.9729438;-38.13080360867914
1739209776.9729447;-45.120503652039325
1739209776.9729455;-31.141103565318915
1739209776.9729464;-32.816014438256545
1739209776.9729474;-45.120503652039325
1739209776.9729483;-38.13080360867914
1739209776.9729493;-38.13080360867914
1739209776.9729502;-38.13080360867914
1739209776.9729512;-38.13080360867914
1739209776.9729521;-38.13080360867914
1739209776.972953;-38.13080360867914
1739209776.972954;-45.120503652039325
1739209776.9729548;-38.13080360867914
1739209776.9729557;-45.120503652039325
1739209776.9729567;-38.13080360867914
1739209776.9729576;-38.13080360867914
1739209776.9729586;-38.13080360867914
1739209776.9729595;-45.120503652039325
1739209776.9729605;-26.991370085610722
1739209776.9729614;-32.816014438256545
1739209776.9729624;-38.13080360867914
1739209776.972963;-38.13080360867914
1739209776.972964;-38.13080360867914
1739209776.972965;-35.57807855764607
1739209776.972966;-45.120503652039325
1739209776.972967;-38.13080360867914
1739209776.9729679;-38.13080360867914
1739209776.9729688;-45.120503652039325
1739209776.9729698;-35.57807855764607
1739209776.9729707;-45.120503652039325
1739209776.9729717;-45.120503652039325
1739209776.9729724;-45.120503652039325
