CAN Message; 0x39:007bde8f01e8ca6f
Timestamp;Amplitude
1739209802.9359674;-45.120503652039325
1739209802.9359758;-45.120503652039325
1739209802.935984;-38.13080360867914
1739209802.9359922;-45.120503652039325
1739209802.9360003;-32.816014438256545
1739209802.9360087;-30.49652367304973
1739209802.9360168;-38.13080360867914
1739209802.9360251;-35.57807855764607
1739209802.9360332;-38.13080360867914
1739209802.9360416;-38.13080360867914
1739209802.9360497;-38.13080360867914
1739209802.936058;-32.816014438256545
1739209802.9360662;-45.120503652039325
1739209802.9360745;-30.49652367304976
1739209802.9360826;-33.981070128970906
1739209802.936091;-38.13080360867914
1739209802.936099;-45.120503652039325
1739209802.9361074;-45.120503652039325
1739209802.9361155;-38.13080360867914
1739209802.9361238;-35.57807855764607
1739209802.936132;-45.120503652039325
1739209802.9361403;-38.13080360867914
1739209802.9361484;-35.57807855764607
1739209802.9361567;-35.57807855764607
1739209802.9361649;-45.120503652039325
1739209802.9361732;-45.120503652039325
1739209802.9361813;-38.13080360867914
1739209802.9361897;-38.13080360867914
1739209802.9361978;-45.120503652039325
1739209802.936206;-38.13080360867914
1739209802.9362142;-38.13080360867914
1739209802.9362226;-33.981070128970906
1739209802.9362307;-33.981070128970906
1739209802.936239;-35.57807855764607
1739209802.936247;-38.13080360867914
1739209802.9362555;-33.981070128970906
1739209802.9362636;-38.13080360867914
1739209802.936272;-45.120503652039325
1739209802.93628;-38.13080360867914
1739209802.9362884;-45.120503652039325
1739209802.9362965;-45.120503652039325
1739209802.9363048;-38.13080360867914
1739209802.936313;-35.57807855764607
1739209802.9363213;-45.120503652039325
1739209802.9363294;-35.57807855764607
1739209802.9363377;-31.141103565318893
1739209802.9363458;-45.120503652039325
1739209802.9363542;-45.120503652039325
1739209802.9363623;-35.57807855764607
1739209802.9363706;-33.981070128970906
1739209802.9363787;-45.120503652039325
1739209802.936387;-45.120503652039325
1739209802.9363952;-38.13080360867914
1739209802.9364035;-45.120503652039325
1739209802.9364116;-38.13080360867914
1739209802.93642;-45.120503652039325
1739209802.936428;-38.13080360867914
1739209802.9364362;-38.13080360867914
1739209802.9364445;-38.13080360867914
1739209802.9364526;-45.120503652039325
1739209802.936461;-38.13080360867914
1739209802.936469;-38.13080360867914
1739209802.9364774;-38.13080360867914
1739209802.9364855;-38.13080360867914
1739209802.9364939;-45.120503652039325
1739209802.936502;-45.120503652039325
1739209802.9365103;-45.120503652039325
1739209802.9365184;-45.120503652039325
1739209802.9365268;-38.13080360867914
1739209802.936535;-45.120503652039325
1739209802.9365432;-38.13080360867914
1739209802.9365513;-38.13080360867914
1739209802.9365597;-45.120503652039325
1739209802.9365678;-38.13080360867914
1739209802.9365761;-45.120503652039325
1739209802.9365842;-45.120503652039325
1739209802.9365926;-45.120503652039325
1739209802.9366007;-45.120503652039325
1739209802.936609;-38.13080360867914
1739209802.9366171;-45.120503652039325
1739209802.9366255;-45.120503652039325
1739209802.9366336;-45.120503652039325
1739209802.936642;-45.120503652039325
1739209802.93665;-45.120503652039325
1739209802.9366584;-38.13080360867914
1739209802.9366665;-38.13080360867914
1739209802.9366748;-28.992665084841942
1739209802.936683;-38.13080360867914
1739209802.9366913;-38.13080360867914
1739209802.9366994;-38.13080360867914
1739209802.9367077;-33.981070128970906
1739209802.9367158;-38.13080360867914
1739209802.9367242;-45.120503652039325
1739209802.9367323;-45.120503652039325
1739209802.9367406;-38.13080360867914
1739209802.9367487;-38.13080360867914
1739209802.936757;-38.13080360867914
1739209802.9367652;-45.120503652039325
1739209802.9367735;-45.120503652039325
1739209802.9367816;-45.120503652039325
1739209802.93679;-45.120503652039325
1739209802.936798;-45.120503652039325
1739209802.9368064;-28.992665084841942
1739209802.9368145;-35.57807855764607
1739209802.936823;-45.120503652039325
1739209802.936831;-45.120503652039325
1739209802.9368393;-33.981070128970906
1739209802.9368474;-45.120503652039325
1739209802.9368558;-35.57807855764607
1739209802.936864;-35.57807855764607
1739209802.9368722;-38.13080360867914
1739209802.9368804;-45.120503652039325
1739209802.9368887;-33.981070128970906
1739209802.9368968;-45.120503652039325
1739209802.936905;-38.13080360867914
1739209802.9369133;-45.120503652039325
1739209802.9369214;-45.120503652039325
1739209802.9369297;-38.13080360867914
1739209802.9369378;-38.13080360867914
1739209802.9369462;-45.120503652039325
1739209802.9369543;-38.13080360867914
1739209802.9369626;-45.120503652039325
1739209802.9369707;-38.13080360867914
1739209802.936979;-45.120503652039325
1739209802.9369872;-38.13080360867914
1739209802.9369955;-38.13080360867914
1739209802.9370036;-28.992665084841942
1739209802.937012;-35.57807855764607
1739209802.93702;-38.13080360867914
1739209802.9370284;-35.57807855764607
1739209802.9370365;-38.13080360867914
1739209802.9370449;-45.120503652039325
1739209802.937053;-38.13080360867914
1739209802.9370613;-35.57807855764607
1739209802.9370694;-32.81601443825658
1739209802.9370778;-45.120503652039325
1739209802.9370859;-45.120503652039325
1739209802.9370942;-38.13080360867914
1739209802.9371023;-45.120503652039325
1739209802.9371107;-45.120503652039325
1739209802.9371188;-38.13080360867914
1739209802.937127;-45.120503652039325
1739209802.9371352;-28.992665084841942
1739209802.9371436;-35.57807855764607
1739209802.9371517;-38.13080360867914
1739209802.93716;-45.120503652039325
1739209802.9371681;-28.992665084841942
1739209802.9371765;-35.57807855764607
1739209802.9371846;-45.120503652039325
1739209802.937193;-45.120503652039325
1739209802.937201;-35.57807855764607
1739209802.9372094;-33.981070128970906
1739209802.9372175;-45.120503652039325
1739209802.9372258;-45.120503652039325
1739209802.937234;-38.13080360867914
1739209802.9372423;-38.13080360867914
1739209802.9372504;-45.120503652039325
1739209802.9372587;-38.13080360867914
1739209802.9372668;-45.120503652039325
1739209802.9372752;-45.120503652039325
1739209802.9372833;-45.120503652039325
1739209802.9372916;-45.120503652039325
1739209802.9372997;-45.120503652039325
1739209802.937308;-45.120503652039325
1739209802.9373162;-38.13080360867914
1739209802.9373245;-38.13080360867914
1739209802.9373326;-32.816014438256545
1739209802.937341;-33.981070128970906
1739209802.937349;-45.120503652039325
1739209802.9373574;-38.13080360867914
1739209802.9373655;-45.120503652039325
1739209802.9373736;-45.120503652039325
1739209802.937382;-45.120503652039325
1739209802.93739;-45.120503652039325
1739209802.9373984;-45.120503652039325
1739209802.9374065;-38.13080360867914
1739209802.937415;-33.981070128970906
1739209802.937423;-35.57807855764607
1739209802.9374313;-45.120503652039325
1739209802.9374394;-45.120503652039325
1739209802.9374478;-38.13080360867914
1739209802.937456;-45.120503652039325
1739209802.9374642;-29.438486411369333
1739209802.9374723;-26.991370085610736
1739209802.9374807;-38.13080360867914
1739209802.9374888;-35.57807855764607
1739209802.9374971;-32.816014438256545
1739209802.9375052;-35.57807855764607
1739209802.9375136;-45.120503652039325
1739209802.9375217;-32.816014438256545
1739209802.93753;-45.120503652039325
1739209802.9375381;-45.120503652039325
1739209802.9375465;-33.981070128970906
1739209802.9375546;-38.13080360867914
1739209802.937563;-45.120503652039325
1739209802.937571;-45.120503652039325
1739209802.9375794;-38.13080360867914
1739209802.9375875;-45.120503652039325
1739209802.9375958;-45.120503652039325
1739209802.937604;-45.120503652039325
1739209802.9376123;-45.120503652039325
1739209802.9376204;-45.120503652039325
1739209802.9376287;-45.120503652039325
1739209802.9376369;-45.120503652039325
1739209802.9376452;-45.120503652039325
1739209802.9376533;-45.120503652039325
1739209802.9376616;-38.13080360867914
1739209802.9376698;-32.816014438256545
1739209802.937678;-45.120503652039325
1739209802.9376862;-45.120503652039325
1739209802.9376945;-35.57807855764607
1739209802.9377027;-38.13080360867914
1739209802.937711;-45.120503652039325
1739209802.937719;-45.120503652039325
1739209802.9377275;-38.13080360867914
1739209802.9377356;-45.120503652039325
1739209802.937744;-35.57807855764607
1739209802.937752;-38.13080360867914
1739209802.9377604;-45.120503652039325
1739209802.9377685;-38.13080360867914
1739209802.9377768;-38.13080360867914
1739209802.937785;-45.120503652039325
1739209802.9377933;-38.13080360867914
1739209802.9378014;-29.438486411369333
1739209802.9378097;-38.13080360867914
1739209802.9378178;-45.120503652039325
1739209802.9378262;-38.13080360867914
1739209802.9378343;-33.981070128970906
1739209802.9378424;-45.120503652039325
1739209802.9378507;-45.120503652039325
1739209802.9378588;-45.120503652039325
1739209802.9378672;-45.120503652039325
1739209802.9378753;-45.120503652039325
1739209802.9378836;-38.13080360867914
1739209802.9378917;-45.120503652039325
1739209802.9379;-45.120503652039325
1739209802.9379082;-32.816014438256545
1739209802.9379165;-38.13080360867914
1739209802.9379246;-45.120503652039325
1739209802.937933;-45.120503652039325
1739209802.937941;-45.120503652039325
1739209802.9379494;-38.13080360867914
1739209802.9379575;-38.13080360867914
1739209802.9379659;-45.120503652039325
1739209802.937974;-38.13080360867914
1739209802.9379823;-31.141103565318915
1739209802.9379904;-33.981070128970906
1739209802.9379988;-38.13080360867914
1739209802.9380069;-38.13080360867914
1739209802.9380152;-28.992665084841942
1739209802.9380233;-38.13080360867914
1739209802.9380317;-38.13080360867914
1739209802.9380398;-38.13080360867914
1739209802.9380481;-45.120503652039325
1739209802.9380562;-38.13080360867914
1739209802.9380646;-38.13080360867914
1739209802.9380727;-33.981070128970906
1739209802.938081;-45.120503652039325
1739209802.9380891;-38.13080360867914
1739209802.9380975;-45.120503652039325
1739209802.9381056;-38.13080360867914
1739209802.938114;-45.120503652039325
1739209802.938122;-38.13080360867914
1739209802.9381304;-35.57807855764607
1739209802.9381385;-45.120503652039325
1739209802.9381468;-45.120503652039325
1739209802.938155;-38.13080360867914
1739209802.9381633;-32.816014438256545
1739209802.9381714;-38.13080360867914
1739209802.9381797;-45.120503652039325
1739209802.9381878;-38.13080360867914
1739209802.9381962;-38.13080360867914
1739209802.9382043;-38.13080360867914
1739209802.9382126;-45.120503652039325
1739209802.9382207;-38.13080360867914
1739209802.938229;-33.981070128970906
1739209802.9382372;-33.981070128970906
1739209802.9382455;-45.120503652039325
1739209802.9382536;-45.120503652039325
1739209802.938262;-45.120503652039325
