CAN Message; 0x150:02002a2445ba538b
1739209856.133155;-45.120503652039325
1739209856.1331568;-33.981070128970906
1739209856.1331587;-32.816014438256545
1739209856.1331604;-45.120503652039325
1739209856.133162;-45.120503652039325
1739209856.133164;-38.13080360867914
1739209856.1331656;-38.13080360867914
1739209856.1331673;-38.13080360867914
1739209856.1331692;-45.120503652039325
1739209856.1331708;-31.14110356531892
1739209856.1331725;-45.120503652039325
1739209856.1331744;-38.13080360867914
1739209856.133176;-45.120503652039325
1739209856.1331778;-45.120503652039325
1739209856.1331797;-45.120503652039325
1739209856.1331813;-45.120503652039325
1739209856.133183;-45.120503652039325
1739209856.133185;-31.141103565318915
1739209856.1331866;-33.981070128970906
1739209856.1331885;-45.120503652039325
1739209856.1331902;-45.120503652039325
1739209856.1331918;-33.981070128970906
1739209856.1331937;-32.816014438256545
1739209856.1331954;-38.13080360867914
1739209856.133197;-45.120503652039325
1739209856.133199;-45.120503652039325
1739209856.1332006;-38.13080360867914
1739209856.1332023;-38.13080360867914
1739209856.1332042;-45.120503652039325
1739209856.133206;-45.120503652039325
1739209856.1332076;-38.13080360867914
1739209856.1332095;-38.13080360867914
1739209856.1332111;-38.13080360867914
1739209856.1332128;-38.13080360867914
1739209856.1332147;-38.13080360867914
1739209856.1332164;-38.13080360867914
1739209856.133218;-45.120503652039325
1739209856.13322;-38.13080360867914
1739209856.1332216;-45.120503652039325
1739209856.1332233;-38.13080360867914
1739209856.1332252;-45.120503652039325
1739209856.1332269;-28.992665084841942
1739209856.1332285;-33.981070128970906
1739209856.1332304;-45.120503652039325
1739209856.133232;-38.13080360867914
1739209856.133234;-38.13080360867914
1739209856.1332357;-38.13080360867914
1739209856.1332374;-45.120503652039325
1739209856.1332393;-45.120503652039325
1739209856.133241;-45.120503652039325
1739209856.1332426;-38.13080360867914
1739209856.1332445;-38.13080360867914
1739209856.1332462;-45.120503652039325
1739209856.1332479;-38.13080360867914
1739209856.1332498;-32.816014438256545
1739209856.1332514;-38.13080360867914
1739209856.133253;-45.120503652039325
1739209856.133255;-38.13080360867914
1739209856.1332567;-35.57807855764607
1739209856.1332583;-38.13080360867914
1739209856.1332603;-35.57807855764607
1739209856.133262;-45.120503652039325
1739209856.1332636;-45.120503652039325
1739209856.1332655;-35.57807855764607
1739209856.1332672;-45.120503652039325
1739209856.1332688;-38.13080360867914
1739209856.1332707;-38.13080360867914
1739209856.1332724;-45.120503652039325
1739209856.133274;-45.120503652039325
1739209856.133276;-38.13080360867914
1739209856.1332777;-38.13080360867914
1739209856.1332796;-38.13080360867914
1739209856.1332812;-35.57807855764607
1739209856.133283;-45.120503652039325
1739209856.1332848;-38.13080360867914
1739209856.1332865;-38.13080360867914
1739209856.1332881;-38.13080360867914
1739209856.13329;-45.120503652039325
1739209856.1332917;-38.13080360867914
1739209856.1332934;-38.13080360867914
1739209856.1332953;-45.120503652039325
1739209856.133297;-33.981070128970906
1739209856.1332986;-31.141103565318915
1739209856.1333005;-38.13080360867914
1739209856.1333022;-45.120503652039325
1739209856.1333039;-38.13080360867914
1739209856.1333058;-45.120503652039325
1739209856.1333075;-45.120503652039325
1739209856.1333091;-38.13080360867914
1739209856.133311;-38.13080360867914
1739209856.1333127;-38.13080360867914
1739209856.1333144;-45.120503652039325
1739209856.1333163;-45.120503652039325
1739209856.133318;-38.13080360867914
1739209856.1333196;-38.13080360867914
1739209856.1333215;-33.981070128970906
1739209856.1333232;-35.57807855764607
1739209856.133325;-45.120503652039325
1739209856.1333268;-32.816014438256545
1739209856.1333284;-38.13080360867914
1739209856.1333303;-45.120503652039325
1739209856.133332;-45.120503652039325
1739209856.1333337;-45.120503652039325
1739209856.1333356;-45.120503652039325
1739209856.1333373;-45.120503652039325
1739209856.133339;-35.57807855764607
1739209856.1333408;-45.120503652039325
1739209856.1333425;-38.13080360867914
1739209856.1333442;-45.120503652039325
1739209856.133346;-45.120503652039325
1739209856.1333477;-33.981070128970906
1739209856.1333494;-45.120503652039325
1739209856.1333513;-45.120503652039325
1739209856.133353;-45.120503652039325
1739209856.1333547;-31.141103565318915
1739209856.1333566;-31.141103565318915
1739209856.1333582;-45.120503652039325
1739209856.13336;-38.13080360867914
1739209856.1333618;-32.816014438256545
1739209856.1333635;-33.981070128970906
1739209856.1333652;-45.120503652039325
1739209856.133367;-45.120503652039325
1739209856.1333687;-38.13080360867914
1739209856.1333704;-45.120503652039325
1739209856.1333723;-45.120503652039325
1739209856.133374;-45.120503652039325
1739209856.133376;-45.120503652039325
1739209856.1333776;-45.120503652039325
1739209856.1333792;-45.120503652039325
1739209856.1333811;-45.120503652039325
1739209856.1333828;-45.120503652039325
1739209856.1333845;-38.13080360867914
1739209856.1333864;-32.816014438256545
1739209856.133388;-38.13080360867914
1739209856.1333897;-38.13080360867914
1739209856.1333916;-38.13080360867914
1739209856.1333933;-38.13080360867914
1739209856.133395;-45.120503652039325
1739209856.1333969;-28.992665084841942
1739209856.1333985;-30.49652367304973
1739209856.1334002;-38.13080360867914
1739209856.133402;-38.13080360867914
1739209856.1334038;-45.120503652039325
1739209856.1334054;-38.13080360867914
1739209856.1334074;-45.120503652039325
1739209856.133409;-33.981070128970906
1739209856.1334107;-38.13080360867914
1739209856.1334126;-35.57807855764607
1739209856.1334143;-38.13080360867914
1739209856.133416;-45.120503652039325
1739209856.1334178;-38.13080360867914
1739209856.1334195;-45.120503652039325
1739209856.1334214;-45.120503652039325
1739209856.133423;-45.120503652039325
1739209856.1334248;-33.981070128970906
1739209856.1334267;-31.141103565318915
1739209856.1334283;-45.120503652039325
1739209856.13343;-45.120503652039325
1739209856.133432;-38.13080360867914
1739209856.1334336;-38.13080360867914
1739209856.1334352;-45.120503652039325
1739209856.1334372;-38.13080360867914
1739209856.1334388;-38.13080360867914
1739209856.1334405;-38.13080360867914
1739209856.1334424;-45.120503652039325
1739209856.133444;-45.120503652039325
1739209856.1334457;-35.57807855764607
1739209856.1334476;-35.57807855764607
1739209856.1334493;-45.120503652039325
1739209856.133451;-38.13080360867914
1739209856.133453;-33.981070128970906
1739209856.1334546;-33.981070128970906
1739209856.1334562;-45.120503652039325
1739209856.1334581;-38.13080360867914
1739209856.1334598;-38.13080360867914
1739209856.1334615;-38.13080360867914
1739209856.1334634;-32.816014438256545
1739209856.133465;-35.57807855764607
1739209856.133467;-35.57807855764607
1739209856.1334686;-28.992665084841942
1739209856.1334703;-45.120503652039325
1739209856.1334722;-45.120503652039325
1739209856.1334739;-38.13080360867914
1739209856.1334755;-33.981070128970906
1739209856.1334774;-38.13080360867914
1739209856.133479;-45.120503652039325
1739209856.1334808;-38.13080360867914
1739209856.1334827;-28.992665084841942
1739209856.1334844;-45.120503652039325
1739209856.133486;-38.13080360867914
1739209856.133488;-32.816014438256545
1739209856.1334896;-45.120503652039325
1739209856.1334913;-45.120503652039325
1739209856.1334932;-38.13080360867914
1739209856.1334949;-38.13080360867914
1739209856.1334965;-38.13080360867914
1739209856.1334984;-45.120503652039325
1739209856.1335;-38.13080360867914
1739209856.1335018;-35.57807855764607
1739209856.1335037;-33.981070128970906
1739209856.1335053;-35.57807855764607
1739209856.133507;-38.13080360867914
1739209856.133509;-35.57807855764607
1739209856.1335106;-38.13080360867914
1739209856.1335123;-38.13080360867914
1739209856.1335142;-45.120503652039325
1739209856.1335158;-45.120503652039325
1739209856.1335177;-38.13080360867914
1739209856.1335194;-31.141103565318893
1739209856.133521;-38.13080360867914
1739209856.133523;-45.120503652039325
1739209856.1335247;-38.13080360867914
1739209856.1335263;-45.120503652039325
1739209856.1335282;-38.13080360867914
1739209856.13353;-35.57807855764607
1739209856.1335316;-45.120503652039325
1739209856.1335335;-45.120503652039325
1739209856.1335351;-33.981070128970906
1739209856.1335368;-35.57807855764607
1739209856.1335387;-38.13080360867914
1739209856.1335404;-45.120503652039325
1739209856.133542;-38.13080360867914
1739209856.133544;-45.120503652039325
1739209856.1335456;-33.981070128970906
1739209856.1335473;-35.57807855764607
1739209856.1335492;-38.13080360867914
1739209856.133551;-45.120503652039325
1739209856.1335526;-38.13080360867914
1739209856.1335545;-35.57807855764607
1739209856.1335561;-38.13080360867914
1739209856.1335578;-33.981070128970906
1739209856.1335597;-38.13080360867914
1739209856.1335614;-38.13080360867914
1739209856.1335633;-38.13080360867914
1739209856.133565;-45.120503652039325
1739209856.1335666;-45.120503652039325
1739209856.1335685;-38.13080360867914
1739209856.1335702;-38.13080360867914
1739209856.1335719;-35.57807855764607
1739209856.1335738;-45.120503652039325
1739209856.1335754;-45.120503652039325
1739209856.133577;-38.13080360867914
1739209856.133579;-45.120503652039325
1739209856.1335807;-38.13080360867914
1739209856.1335824;-35.57807855764607
1739209856.1335843;-38.13080360867914
1739209856.133586;-33.981070128970906
1739209856.1335876;-32.816014438256545
1739209856.1335895;-35.57807855764607
1739209856.1335912;-38.13080360867914
1739209856.1335928;-45.120503652039325
1739209856.1335948;-45.120503652039325
1739209856.1335964;-35.57807855764607
1739209856.133598;-45.120503652039325
1739209856.1336;-38.13080360867914
1739209856.1336017;-38.13080360867914
1739209856.1336033;-45.120503652039325
1739209856.1336052;-38.13080360867914
1739209856.133607;-45.120503652039325
1739209856.1336088;-45.120503652039325
1739209856.1336105;-45.120503652039325
1739209856.1336122;-38.13080360867914
1739209856.133614;-35.57807855764607
1739209856.1336157;-35.57807855764607
1739209856.1336174;-38.13080360867914
1739209856.1336193;-45.120503652039325
1739209856.133621;-38.13080360867914
1739209856.1336226;-38.13080360867914
1739209856.1336246;-29.438486411369333
1739209856.1346717;-38.13080360867914
1739209856.1346736;-38.13080360867914
1739209856.1346753;-38.13080360867914
1739209856.1346772;-38.13080360867914
1739209856.1346788;-38.13080360867914
1739209856.1346807;-32.816014438256545
1739209856.1346824;-38.13080360867914
1739209856.1346843;-45.120503652039325
1739209856.134686;-38.13080360867914
1739209856.1346877;-35.57807855764607
1739209856.1346896;-45.120503652039325
1739209856.1346912;-32.816014438256545
1739209856.1346931;-28.21854285175415
1739209856.1346948;-45.120503652039325
1739209856.1346967;-45.120503652039325
1739209856.1346984;-35.57807855764607
1739209856.1347003;-35.57807855764607
1739209856.134702;-38.13080360867914
1739209856.1347036;-35.57807855764607
1739209856.1347055;-45.120503652039325
1739209856.1347072;-38.13080360867914
1739209856.1347091;-38.13080360867914
1739209856.1347108;-45.120503652039325
1739209856.1347127;-45.120503652039325
1739209856.1347144;-38.13080360867914
1739209856.1347163;-45.120503652039325
1739209856.134718;-38.13080360867914
1739209856.1347198;-45.120503652039325
1739209856.1347215;-38.13080360867914
1739209856.1347232;-45.120503652039325
1739209856.134725;-38.13080360867914
1739209856.1347268;-45.120503652039325
1739209856.1347287;-45.120503652039325
1739209856.1347303;-38.13080360867914
1739209856.1347322;-45.120503652039325
1739209856.134734;-35.57807855764607
1739209856.1347358;-26.991370085610736
1739209856.1347375;-38.13080360867914
1739209856.1347392;-45.120503652039325
1739209856.134741;-38.13080360867914
1739209856.1347427;-38.13080360867914
1739209856.1347446;-45.120503652039325
1739209856.1347463;-38.13080360867914
1739209856.1347482;-35.57807855764607
1739209856.13475;-45.120503652039325
1739209856.1347518;-38.13080360867914
1739209856.1347535;-38.13080360867914
1739209856.1347551;-45.120503652039325
1739209856.134757;-33.981070128970906
1739209856.1347587;-38.13080360867914
1739209856.1347606;-45.120503652039325
1739209856.1347623;-45.120503652039325
1739209856.1347642;-33.981070128970906
1739209856.1347659;-45.120503652039325
1739209856.1347678;-45.120503652039325
1739209856.1347694;-38.13080360867914
1739209856.134771;-45.120503652039325
1739209856.134773;-38.13080360867914
1739209856.1347747;-45.120503652039325
1739209856.1347766;-45.120503652039325
1739209856.1347783;-35.57807855764607
1739209856.1347802;-38.13080360867914
1739209856.1347818;-38.13080360867914
1739209856.1347837;-38.13080360867914
1739209856.1347854;-35.57807855764607
1739209856.1347873;-38.13080360867914
1739209856.134789;-45.120503652039325
1739209856.1347907;-38.13080360867914
1739209856.1347926;-45.120503652039325
1739209856.1347942;-38.13080360867914
1739209856.1347961;-45.120503652039325
1739209856.1347978;-33.981070128970906
1739209856.1347997;-45.120503652039325
1739209856.1348014;-35.57807855764607
1739209856.1348033;-35.57807855764607
1739209856.134805;-38.13080360867914
1739209856.1348066;-38.13080360867914
1739209856.1348085;-38.13080360867914
1739209856.1348102;-38.13080360867914
1739209856.134812;-45.120503652039325
1739209856.1348138;-45.120503652039325
1739209856.1348157;-38.13080360867914
1739209856.1348174;-38.13080360867914
1739209856.1348193;-38.13080360867914
1739209856.134821;-35.57807855764607
1739209856.1348226;-33.981070128970906
1739209856.1348245;-35.57807855764607
1739209856.1348262;-35.57807855764607
1739209856.134828;-38.13080360867914
1739209856.1348298;-38.13080360867914
1739209856.1348317;-35.57807855764607
1739209856.1348333;-38.13080360867914
1739209856.1348352;-45.120503652039325
1739209856.134837;-33.981070128970906
1739209856.1348386;-38.13080360867914
1739209856.1348405;-45.120503652039325
1739209856.1348422;-38.13080360867914
1739209856.134844;-38.13080360867914
1739209856.1348457;-45.120503652039325
1739209856.1348476;-38.13080360867914
1739209856.1348493;-35.57807855764607
1739209856.1348512;-38.13080360867914
1739209856.134853;-45.120503652039325
1739209856.1348548;-38.13080360867914
1739209856.1348565;-38.13080360867914
1739209856.1348581;-38.13080360867914
1739209856.13486;-38.13080360867914
1739209856.1348617;-38.13080360867914
1739209856.1348636;-38.13080360867914
1739209856.1348653;-38.13080360867914
1739209856.1348672;-45.120503652039325
1739209856.1348689;-33.981070128970906
1739209856.1348708;-38.13080360867914
1739209856.1348724;-38.13080360867914
1739209856.134874;-38.13080360867914
1739209856.134876;-35.57807855764607
1739209856.1348777;-38.13080360867914
1739209856.1348796;-30.49652367304973
1739209856.1348813;-38.13080360867914
1739209856.1348832;-45.120503652039325
1739209856.1348848;-45.120503652039325
1739209856.1348867;-38.13080360867914
1739209856.1348884;-45.120503652039325
1739209856.13489;-45.120503652039325
1739209856.134892;-38.13080360867914
1739209856.1348937;-28.992665084841942
1739209856.1348956;-45.120503652039325
1739209856.1348972;-38.13080360867914
1739209856.1348991;-35.57807855764607
1739209856.1349008;-38.13080360867914
1739209856.1349027;-45.120503652039325
1739209856.1349044;-38.13080360867914
1739209856.134906;-38.13080360867914
1739209856.134908;-38.13080360867914
1739209856.1349096;-45.120503652039325
1739209856.1349115;-33.981070128970906
1739209856.1349132;-35.57807855764607
1739209856.134915;-32.816014438256545
1739209856.1349168;-33.981070128970906
1739209856.1349187;-45.120503652039325
1739209856.1349204;-45.120503652039325
1739209856.1349223;-38.13080360867914
1739209856.134924;-38.13080360867914
1739209856.1349256;-38.13080360867914
1739209856.1349275;-45.120503652039325
1739209856.1349292;-38.13080360867914
1739209856.134931;-35.57807855764607
1739209856.1349328;-38.13080360867914
1739209856.1349347;-32.816014438256545
1739209856.1349363;-27.267205301931607
1739209856.1349382;-35.57807855764607
1739209856.13494;-38.13080360867914
1739209856.1349416;-35.57807855764607
1739209856.1349435;-38.13080360867914
1739209856.1349452;-45.120503652039325
1739209856.134947;-38.13080360867914
1739209856.1349487;-35.57807855764607
1739209856.1349506;-38.13080360867914
1739209856.1349523;-45.120503652039325
1739209856.1349542;-38.13080360867914
1739209856.134956;-38.13080360867914
1739209856.1349576;-38.13080360867914
1739209856.1349595;-38.13080360867914
1739209856.1349611;-45.120503652039325
1739209856.134963;-45.120503652039325
1739209856.1349647;-45.120503652039325
1739209856.1349666;-45.120503652039325
1739209856.1349683;-38.13080360867914
1739209856.1349702;-35.57807855764607
1739209856.1349719;-38.13080360867914
1739209856.1349735;-45.120503652039325
1739209856.1349754;-38.13080360867914
1739209856.134977;-35.57807855764607
1739209856.134979;-38.13080360867914
1739209856.1349807;-45.120503652039325
1739209856.1349826;-45.120503652039325
1739209856.1349843;-45.120503652039325
1739209856.1349862;-38.13080360867914
1739209856.1349878;-45.120503652039325
1739209856.1349897;-38.13080360867914
1739209856.1349914;-38.13080360867914
1739209856.134993;-45.120503652039325
1739209856.134995;-38.13080360867914
1739209856.1349967;-38.13080360867914
1739209856.1349986;-45.120503652039325
1739209856.1350002;-33.981070128970906
1739209856.1350021;-38.13080360867914
1739209856.1350038;-38.13080360867914
1739209856.1350057;-45.120503652039325
1739209856.1350074;-45.120503652039325
1739209856.135009;-38.13080360867914
1739209856.135011;-38.13080360867914
1739209856.1350126;-35.57807855764607
1739209856.1350145;-45.120503652039325
1739209856.1350162;-45.120503652039325
1739209856.135018;-33.981070128970906
1739209856.1350198;-45.120503652039325
1739209856.1350217;-38.13080360867914
1739209856.1350234;-38.13080360867914
1739209856.135025;-38.13080360867914
1739209856.135027;-33.981070128970906
1739209856.1350286;-35.57807855764607
1739209856.1350305;-38.13080360867914
1739209856.1350322;-38.13080360867914
1739209856.135034;-45.120503652039325
1739209856.1350358;-32.816014438256545
1739209856.1350377;-29.438486411369333
1739209856.1350393;-45.120503652039325
1739209856.135041;-45.120503652039325
1739209856.135043;-33.981070128970906
1739209856.1350446;-38.13080360867914
1739209856.1350465;-38.13080360867914
1739209856.1350482;-38.13080360867914
1739209856.13505;-45.120503652039325
1739209856.1350517;-32.816014438256545
1739209856.1350536;-38.13080360867914
1739209856.1350553;-45.120503652039325
1739209856.1350572;-45.120503652039325
1739209856.1350589;-45.120503652039325
1739209856.1350605;-45.120503652039325
1739209856.1350625;-45.120503652039325
1739209856.1350641;-45.120503652039325
1739209856.135066;-38.13080360867914
1739209856.1350677;-45.120503652039325
1739209856.1350696;-38.13080360867914
1739209856.1350713;-38.13080360867914
1739209856.1350732;-45.120503652039325
1739209856.1350749;-38.13080360867914
1739209856.1350765;-35.57807855764607
1739209856.1350784;-38.13080360867914
1739209856.13508;-32.816014438256545
1739209856.135082;-35.57807855764607
1739209856.1350837;-38.13080360867914
1739209856.1350856;-38.13080360867914
1739209856.1350873;-32.816014438256545
1739209856.1350892;-38.13080360867914
1739209856.1350908;-38.13080360867914
1739209856.1350925;-35.57807855764607
1739209856.1350944;-32.816014438256545
1739209856.135096;-38.13080360867914
1739209856.135098;-38.13080360867914
1739209856.1350996;-38.13080360867914
1739209856.1351016;-38.13080360867914
1739209856.1351032;-38.13080360867914
1739209856.1351051;-45.120503652039325
1739209856.1351068;-38.13080360867914
1739209856.1351085;-33.981070128970956
1739209856.1351104;-45.120503652039325
1739209856.135112;-32.816014438256545
1739209856.135114;-45.120503652039325
1739209856.1351156;-45.120503652039325
1739209856.1351175;-38.13080360867914
1739209856.1351192;-38.13080360867914
1739209856.135121;-45.120503652039325
1739209856.1351228;-26.991370085610722
1739209856.1351247;-33.981070128970906
1739209856.1351264;-45.120503652039325
1739209856.135128;-38.13080360867914
1739209856.13513;-45.120503652039325
1739209856.1351316;-33.981070128970906
1739209856.1351335;-32.816014438256545
1739209856.1351352;-38.13080360867914
1739209856.135137;-45.120503652039325
1739209856.1351388;-33.981070128970906
1739209856.1351407;-32.816014438256545
1739209856.1351423;-38.13080360867914
1739209856.135144;-45.120503652039325
1739209856.135146;-45.120503652039325
1739209856.1351476;-38.13080360867914
1739209856.1351495;-45.120503652039325
1739209856.1351511;-45.120503652039325
1739209856.135153;-45.120503652039325
1739209856.1351547;-33.981070128970906
1739209856.1351566;-38.13080360867914
1739209856.1351583;-45.120503652039325
1739209856.13516;-45.120503652039325
1739209856.1351619;-45.120503652039325
1739209856.1351635;-45.120503652039325
1739209856.1351655;-33.981070128970906
1739209856.1351671;-38.13080360867914
1739209856.135169;-38.13080360867914
1739209856.1351707;-45.120503652039325
1739209856.1351726;-38.13080360867914
1739209856.1351743;-28.992665084841942
1739209856.135176;-38.13080360867914
1739209856.1351779;-38.13080360867914
1739209856.1351795;-45.120503652039325
1739209856.1351814;-38.13080360867914
1739209856.135183;-38.13080360867914
1739209856.135185;-45.120503652039325
1739209856.1351867;-45.120503652039325
1739209856.1351886;-45.120503652039325
1739209856.1351902;-32.816014438256545
1739209856.135192;-45.120503652039325
1739209856.1351938;-38.13080360867914
1739209856.1351955;-38.13080360867914
1739209856.1351974;-35.57807855764607
1739209856.135199;-45.120503652039325
1739209856.135201;-45.120503652039325
1739209856.1352026;-45.120503652039325
1739209856.1352046;-38.13080360867914
1739209856.1352062;-45.120503652039325
1739209856.1352081;-38.13080360867914
1739209856.1352098;-35.57807855764607
1739209856.1352115;-38.13080360867914
1739209856.1352134;-38.13080360867914
1739209856.135215;-38.13080360867914
1739209856.135217;-38.13080360867914
1739209856.1352186;-45.120503652039325
1739209856.1352205;-38.13080360867914
1739209856.1352222;-38.13080360867914
1739209856.135224;-38.13080360867914
1739209856.1352258;-38.13080360867914
1739209856.1352274;-38.13080360867914
1739209856.1352293;-45.120503652039325
1739209856.135231;-38.13080360867914
1739209856.135233;-35.57807855764607
1739209856.1352346;-38.13080360867914
1739209856.1352365;-45.120503652039325
1739209856.1352382;-45.120503652039325
1739209856.13524;-45.120503652039325
1739209856.1352417;-45.120503652039325
1739209856.1352434;-45.120503652039325
1739209856.1352453;-33.981070128970906
1739209856.135247;-35.57807855764607
1739209856.135249;-38.13080360867914
1739209856.1352506;-45.120503652039325
1739209856.1352525;-27.267205301931607
1739209856.1352541;-38.13080360867914
1739209856.135256;-45.120503652039325
1739209856.1352577;-35.57807855764607
1739209856.1352594;-35.57807855764607
1739209856.1352613;-45.120503652039325
1739209856.135263;-45.120503652039325
1739209856.1352649;-33.981070128970906
1739209856.1352665;-30.49652367304976
1739209856.1352684;-45.120503652039325
1739209856.13527;-45.120503652039325
1739209856.135272;-45.120503652039325
1739209856.1352737;-45.120503652039325
1739209856.1352756;-45.120503652039325
1739209856.1352773;-35.57807855764607
1739209856.135279;-45.120503652039325
1739209856.1352808;-33.981070128970906
1739209856.1352825;-38.13080360867914
1739209856.1352844;-38.13080360867914
1739209856.135286;-32.816014438256545
1739209856.135288;-45.120503652039325
1739209856.1352897;-33.981070128970906
1739209856.1352916;-38.13080360867914
1739209856.1352932;-45.120503652039325
1739209856.135295;-31.141103565318915
1739209856.1352968;-31.141103565318893
1739209856.1352985;-45.120503652039325
1739209856.1353004;-45.120503652039325
1739209856.135302;-38.13080360867914
1739209856.135304;-38.13080360867914
1739209856.1353056;-45.120503652039325
