CAN Message; 0x62:0ee0e08f65a83f5e
1739209624.9659932;-45.120503652039325
1739209624.9659956;-38.13080360867914
1739209624.965998;-38.13080360867914
1739209624.9660003;-45.120503652039325
1739209624.9660027;-45.120503652039325
1739209624.9660053;-38.13080360867914
1739209624.9660077;-38.13080360867914
1739209624.96601;-38.13080360867914
1739209624.9660125;-45.120503652039325
1739209624.966015;-45.120503652039325
1739209624.9660175;-33.981070128970906
1739209624.9660199;-38.13080360867914
1739209624.9660223;-38.13080360867914
1739209624.9660246;-38.13080360867914
1739209624.9660273;-45.120503652039325
1739209624.9660296;-45.120503652039325
1739209624.966032;-45.120503652039325
1739209624.9660344;-45.120503652039325
1739209624.966037;-45.120503652039325
1739209624.9660394;-45.120503652039325
1739209624.9660418;-38.13080360867914
1739209624.9660442;-45.120503652039325
1739209624.9660466;-38.13080360867914
1739209624.9660492;-35.57807855764607
1739209624.9660516;-38.13080360867914
1739209624.966054;-38.13080360867914
1739209624.9660563;-35.57807855764607
1739209624.966059;-35.57807855764607
1739209624.9660614;-45.120503652039325
1739209624.9660637;-38.13080360867914
1739209624.9660661;-38.13080360867914
1739209624.9660685;-38.13080360867914
1739209624.9660711;-38.13080360867914
1739209624.9660735;-45.120503652039325
1739209624.966076;-33.981070128970906
1739209624.9660783;-33.981070128970906
1739209624.966081;-45.120503652039325
1739209624.9660833;-45.120503652039325
1739209624.9660857;-38.13080360867914
1739209624.966088;-35.57807855764607
1739209624.9660904;-45.120503652039325
1739209624.966093;-45.120503652039325
1739209624.9660954;-33.981070128970906
1739209624.9660978;-45.120503652039325
1739209624.9661002;-45.120503652039325
1739209624.9661028;-45.120503652039325
1739209624.9661052;-38.13080360867914
1739209624.9661076;-33.981070128970906
1739209624.96611;-45.120503652039325
1739209624.9661124;-45.120503652039325
1739209624.966115;-38.13080360867914
1739209624.9661174;-33.981070128970906
1739209624.9661198;-45.120503652039325
1739209624.9661222;-45.120503652039325
1739209624.9661248;-45.120503652039325
1739209624.9661272;-45.120503652039325
1739209624.9661295;-38.13080360867914
1739209624.966132;-38.13080360867914
1739209624.9661343;-35.57807855764607
1739209624.966137;-45.120503652039325
1739209624.9661393;-38.13080360867914
1739209624.9661417;-38.13080360867914
1739209624.966144;-38.13080360867914
1739209624.9661467;-33.981070128970906
1739209624.966149;-45.120503652039325
1739209624.9661515;-45.120503652039325
1739209624.9661539;-45.120503652039325
1739209624.9661565;-45.120503652039325
1739209624.9661589;-45.120503652039325
1739209624.9661613;-32.816014438256545
1739209624.9661636;-45.120503652039325
1739209624.966166;-45.120503652039325
1739209624.9661686;-38.13080360867914
1739209624.966171;-45.120503652039325
1739209624.9661734;-45.120503652039325
1739209624.9661758;-45.120503652039325
1739209624.9661784;-38.13080360867914
1739209624.9661808;-45.120503652039325
1739209624.9661832;-38.13080360867914
1739209624.9661856;-38.13080360867914
1739209624.966188;-45.120503652039325
1739209624.9661906;-45.120503652039325
1739209624.966193;-38.13080360867914
1739209624.9661953;-38.13080360867914
1739209624.9661977;-45.120503652039325
1739209624.9662004;-45.120503652039325
1739209624.9662027;-38.13080360867914
1739209624.9662051;-45.120503652039325
1739209624.9662075;-38.13080360867914
1739209624.96621;-38.13080360867914
1739209624.9662125;-38.13080360867914
1739209624.966215;-45.120503652039325
1739209624.9662173;-45.120503652039325
1739209624.9662197;-45.120503652039325
1739209624.9662223;-38.13080360867914
1739209624.9662247;-45.120503652039325
1739209624.966227;-45.120503652039325
1739209624.9662294;-45.120503652039325
1739209624.9662318;-32.816014438256545
1739209624.9662344;-32.816014438256545
1739209624.9662368;-45.120503652039325
1739209624.9662392;-45.120503652039325
1739209624.9662416;-35.57807855764607
1739209624.9662442;-28.992665084841942
1739209624.9662466;-45.120503652039325
1739209624.966249;-38.13080360867914
1739209624.9662514;-45.120503652039325
1739209624.9662538;-45.120503652039325
1739209624.9662564;-38.13080360867914
1739209624.9662588;-38.13080360867914
1739209624.9662611;-45.120503652039325
1739209624.9662635;-32.81601443825658
1739209624.9662662;-45.120503652039325
1739209624.9662685;-38.13080360867914
1739209624.966271;-35.57807855764607
1739209624.9662733;-35.57807855764607
1739209624.9662757;-38.13080360867914
1739209624.9662783;-38.13080360867914
1739209624.9662807;-38.13080360867914
1739209624.966283;-27.267205301931607
1739209624.9662855;-45.120503652039325
1739209624.966288;-38.13080360867914
1739209624.9662905;-45.120503652039325
1739209624.9662929;-45.120503652039325
1739209624.9662952;-38.13080360867914
1739209624.9662976;-38.13080360867914
1739209624.9663002;-45.120503652039325
1739209624.9663026;-31.14110356531892
1739209624.966305;-38.13080360867914
1739209624.9663074;-45.120503652039325
1739209624.96631;-45.120503652039325
1739209624.9663124;-45.120503652039325
1739209624.9663148;-38.13080360867914
1739209624.9663172;-38.13080360867914
1739209624.9663196;-45.120503652039325
1739209624.9663222;-31.141103565318915
1739209624.9663246;-38.13080360867914
1739209624.966327;-45.120503652039325
1739209624.9663293;-38.13080360867914
1739209624.966332;-33.981070128970906
1739209624.9663343;-45.120503652039325
1739209624.9663367;-45.120503652039325
1739209624.966339;-45.120503652039325
1739209624.9663415;-38.13080360867914
1739209624.966344;-38.13080360867914
1739209624.9663465;-38.13080360867914
1739209624.966349;-32.816014438256545
1739209624.9663513;-38.13080360867914
1739209624.966354;-45.120503652039325
1739209624.9663563;-45.120503652039325
1739209624.9663587;-38.13080360867914
1739209624.966361;-38.13080360867914
1739209624.9663634;-45.120503652039325
1739209624.966366;-38.13080360867914
1739209624.9663684;-35.57807855764607
1739209624.9663708;-38.13080360867914
1739209624.9663732;-45.120503652039325
1739209624.9663758;-38.13080360867914
1739209624.9663782;-45.120503652039325
1739209624.9663806;-32.816014438256545
1739209624.966383;-33.981070128970906
1739209624.9663854;-45.120503652039325
1739209624.966388;-45.120503652039325
1739209624.9663904;-33.981070128970906
1739209624.9663928;-35.57807855764607
1739209624.9663951;-45.120503652039325
1739209624.9663978;-45.120503652039325
1739209624.9664001;-30.49652367304973
1739209624.9664025;-31.141103565318915
1739209624.966405;-33.981070128970906
1739209624.9664073;-38.13080360867914
1739209624.96641;-38.13080360867914
1739209624.9664123;-38.13080360867914
1739209624.9664147;-33.981070128970906
1739209624.966417;-45.120503652039325
1739209624.9664197;-38.13080360867914
1739209624.966422;-33.981070128970906
1739209624.9664245;-38.13080360867914
1739209624.9664268;-45.120503652039325
1739209624.9664292;-38.13080360867914
1739209624.9664319;-35.57807855764607
1739209624.9664342;-38.13080360867914
1739209624.9664366;-35.57807855764607
1739209624.966439;-38.13080360867914
1739209624.9664416;-32.816014438256545
1739209624.966444;-38.13080360867914
1739209624.9664464;-45.120503652039325
1739209624.9664488;-35.57807855764607
1739209624.9664512;-45.120503652039325
1739209624.9664538;-45.120503652039325
1739209624.9664562;-45.120503652039325
1739209624.9664586;-45.120503652039325
1739209624.966461;-45.120503652039325
1739209624.9664636;-45.120503652039325
1739209624.966466;-38.13080360867914
1739209624.9664683;-35.57807855764607
1739209624.9664707;-45.120503652039325
1739209624.966473;-45.120503652039325
1739209624.9664757;-45.120503652039325
1739209624.966478;-45.120503652039325
1739209624.9664805;-38.13080360867914
1739209624.9664829;-38.13080360867914
1739209624.9664855;-38.13080360867914
1739209624.966488;-38.13080360867914
1739209624.9664903;-38.13080360867914
1739209624.9664927;-38.13080360867914
1739209624.966495;-45.120503652039325
1739209624.9664977;-35.57807855764607
1739209624.9665;-33.981070128970906
1739209624.9665024;-38.13080360867914
1739209624.9665048;-38.13080360867914
1739209624.9665074;-38.13080360867914
1739209624.9665098;-38.13080360867914
1739209624.9665122;-45.120503652039325
1739209624.9665146;-45.120503652039325
1739209624.966517;-45.120503652039325
1739209624.9665196;-38.13080360867914
1739209624.966522;-38.13080360867914
1739209624.9665244;-45.120503652039325
1739209624.9665267;-45.120503652039325
1739209624.9665294;-33.981070128970906
1739209624.9665318;-32.816014438256545
1739209624.9665341;-45.120503652039325
1739209624.9665365;-38.13080360867914
1739209624.966539;-30.49652367304973
1739209624.9665415;-45.120503652039325
1739209624.966544;-45.120503652039325
1739209624.9665463;-38.13080360867914
1739209624.9665487;-38.13080360867914
1739209624.9665513;-45.120503652039325
1739209624.9665537;-45.120503652039325
1739209624.966556;-45.120503652039325
1739209624.9665585;-45.120503652039325
1739209624.9665608;-45.120503652039325
1739209624.9665635;-45.120503652039325
1739209624.9665658;-33.981070128970906
1739209624.9665682;-38.13080360867914
1739209624.9665706;-45.120503652039325
1739209624.9665732;-45.120503652039325
1739209624.9665756;-33.981070128970906
1739209624.966578;-45.120503652039325
1739209624.9665804;-45.120503652039325
1739209624.9665828;-35.57807855764607
1739209624.9665854;-33.981070128970906
1739209624.9665878;-45.120503652039325
1739209624.9665902;-45.120503652039325
1739209624.9665926;-35.57807855764607
1739209624.9665952;-33.981070128970906
1739209624.9665976;-45.120503652039325
1739209624.9666;-38.13080360867914
1739209624.9666023;-38.13080360867914
1739209624.9666047;-38.13080360867914
1739209624.9666073;-38.13080360867914
1739209624.9666097;-38.13080360867914
1739209624.966612;-45.120503652039325
1739209624.9666145;-45.120503652039325
1739209624.966617;-38.13080360867914
1739209624.9666195;-32.816014438256545
1739209624.9666219;-45.120503652039325
1739209624.9666243;-45.120503652039325
1739209624.9666266;-45.120503652039325
1739209624.9666293;-38.13080360867914
1739209624.9666317;-38.13080360867914
1739209624.966634;-38.13080360867914
1739209624.9666364;-38.13080360867914
1739209624.966639;-45.120503652039325
1739209624.9666414;-45.120503652039325
1739209624.9666438;-45.120503652039325
1739209624.9666462;-35.57807855764607
1739209624.9666486;-38.13080360867914
1739209624.9666512;-45.120503652039325
1739209624.9666536;-45.120503652039325
1739209624.966656;-35.57807855764607
1739209624.9666584;-31.141103565318915
1739209624.966661;-45.120503652039325
1739209624.9666634;-45.120503652039325
1739209624.9666657;-38.13080360867914
1739209624.9666681;-33.981070128970906
1739209624.9666705;-45.120503652039325
1739209624.9666731;-45.120503652039325
1739209624.9666755;-35.57807855764607
1739209624.966678;-38.13080360867914
1739209624.9666803;-45.120503652039325
1739209624.966683;-38.13080360867914
1739209624.9666853;-38.13080360867914
1739209624.9666877;-38.13080360867914
1739209624.96669;-38.13080360867914
1739209624.9666924;-45.120503652039325
1739209624.966695;-38.13080360867914
1739209624.9666975;-32.816014438256545
1739209624.9666998;-38.13080360867914
1739209624.9667022;-45.120503652039325
1739209624.9667048;-38.13080360867914
1739209624.9667072;-33.981070128970906
1739209624.9667096;-45.120503652039325
1739209624.966712;-45.120503652039325
1739209624.9667144;-45.120503652039325
1739209624.966717;-45.120503652039325
1739209624.9667194;-38.13080360867914
1739209624.9667218;-45.120503652039325
1739209624.9667242;-45.120503652039325
1739209624.9667268;-45.120503652039325
1739209624.9667292;-38.13080360867914
1739209624.9667315;-45.120503652039325
1739209624.966734;-45.120503652039325
1739209624.9667363;-45.120503652039325
1739209624.966739;-38.13080360867914
1739209624.9667413;-38.13080360867914
1739209624.9667437;-38.13080360867914
1739209624.966746;-33.981070128970906
1739209624.9667487;-38.13080360867914
1739209624.966751;-38.13080360867914
1739209624.9667535;-45.120503652039325
1739209624.9667559;-33.981070128970906
1739209624.9667583;-38.13080360867914
1739209624.9667609;-38.13080360867914
1739209624.9667633;-45.120503652039325
1739209624.9667656;-45.120503652039325
1739209624.966768;-45.120503652039325
1739209624.9667706;-45.120503652039325
1739209624.966773;-38.13080360867914
1739209624.9667754;-32.816014438256545
1739209624.9667778;-38.13080360867914
1739209624.9667802;-45.120503652039325
1739209624.9667828;-45.120503652039325
1739209624.9667852;-38.13080360867914
1739209624.9667876;-45.120503652039325
1739209624.96679;-45.120503652039325
1739209624.9667926;-38.13080360867914
1739209624.966795;-31.141103565318915
1739209624.9667974;-38.13080360867914
1739209624.9667997;-45.120503652039325
1739209624.9668024;-38.13080360867914
1739209624.9668047;-33.981070128970906
1739209624.9668071;-38.13080360867914
1739209624.9668095;-38.13080360867914
1739209624.966812;-35.57807855764607
1739209624.9668145;-38.13080360867914
1739209624.966817;-38.13080360867914
1739209624.9668193;-35.57807855764607
1739209624.9668217;-38.13080360867914
1739209624.9668243;-45.120503652039325
1739209624.9668267;-45.120503652039325
1739209624.966829;-38.13080360867914
1739209624.9668314;-38.13080360867914
1739209624.9668338;-38.13080360867914
1739209624.9668365;-38.13080360867914
1739209624.9668388;-45.120503652039325
1739209624.9668412;-45.120503652039325
1739209624.9668436;-38.13080360867914
1739209624.9668462;-38.13080360867914
1739209624.9668486;-38.13080360867914
1739209624.966851;-45.120503652039325
1739209624.9668534;-45.120503652039325
1739209624.9668558;-33.981070128970906
1739209624.9668584;-32.816014438256545
1739209624.9668608;-45.120503652039325
1739209624.9668632;-45.120503652039325
1739209624.9668655;-35.57807855764607
1739209624.9668682;-38.13080360867914
1739209624.9668705;-38.13080360867914
1739209624.966873;-33.981070128970906
1739209624.9668753;-28.992665084841942
1739209624.9668777;-38.13080360867914
1739209624.9668803;-45.120503652039325
1739209624.9668827;-38.13080360867914
1739209624.966885;-45.120503652039325
1739209624.9668875;-45.120503652039325
1739209624.96689;-45.120503652039325
1739209624.9668925;-33.981070128970906
1739209624.9668949;-32.81601443825658
1739209624.9668972;-45.120503652039325
1739209624.9668996;-38.13080360867914
1739209624.9669023;-38.13080360867914
1739209624.9669046;-38.13080360867914
1739209624.966907;-38.13080360867914
1739209624.9669094;-45.120503652039325
1739209624.966912;-33.981070128970906
1739209624.9669144;-28.992665084841942
1739209624.9669168;-45.120503652039325
1739209624.9669192;-38.13080360867914
1739209624.9669216;-38.13080360867914
1739209624.9669242;-45.120503652039325
1739209624.9669266;-45.120503652039325
1739209624.966929;-35.57807855764607
1739209624.9669313;-38.13080360867914
1739209624.966934;-33.981070128970906
1739209624.9669363;-38.13080360867914
1739209624.9669387;-38.13080360867914
1739209624.966941;-38.13080360867914
1739209624.9669435;-32.816014438256545
1739209624.9669461;-38.13080360867914
1739209624.9669485;-38.13080360867914
1739209624.966951;-38.13080360867914
1739209624.9669533;-28.58837851428586
1739209624.966956;-45.120503652039325
1739209624.9669583;-35.57807855764607
1739209624.9669607;-35.57807855764607
1739209624.966963;-38.13080360867914
1739209624.9669654;-38.13080360867914
1739209624.966968;-45.120503652039325
1739209624.9669704;-45.120503652039325
1739209624.9669728;-45.120503652039325
1739209624.9669752;-38.13080360867914
1739209624.9669778;-45.120503652039325
1739209624.9669802;-45.120503652039325
1739209624.9669826;-33.981070128970906
1739209624.966985;-45.120503652039325
1739209624.9669874;-45.120503652039325
1739209624.96699;-45.120503652039325
1739209624.9669924;-38.13080360867914
1739209624.9669948;-38.13080360867914
1739209624.9669971;-45.120503652039325
1739209624.9669998;-45.120503652039325
1739209624.9670022;-32.816014438256545
1739209624.9670045;-35.57807855764607
1739209624.967007;-45.120503652039325
1739209624.9670093;-38.13080360867914
1739209624.967012;-33.981070128970906
1739209624.9670143;-45.120503652039325
1739209624.9670167;-38.13080360867914
1739209624.967019;-45.120503652039325
1739209624.9670217;-45.120503652039325
1739209624.967024;-33.981070128970906
1739209624.9670265;-45.120503652039325
1739209624.9670289;-45.120503652039325
1739209624.9670312;-45.120503652039325
1739209624.9670339;-38.13080360867914
1739209624.9670362;-45.120503652039325
1739209624.9670386;-45.120503652039325
1739209624.967041;-33.981070128970906
1739209624.9670436;-38.13080360867914
1739209624.967046;-45.120503652039325
1739209624.9670484;-45.120503652039325
1739209624.9670508;-45.120503652039325
1739209624.9670532;-38.13080360867914
1739209624.9670558;-45.120503652039325
1739209624.9670582;-38.13080360867914
1739209624.9670606;-45.120503652039325
1739209624.967063;-38.13080360867914
1739209624.9670656;-38.13080360867914
1739209624.967068;-38.13080360867914
1739209624.9670703;-38.13080360867914
1739209624.9670727;-38.13080360867914
1739209624.967075;-35.57807855764607
1739209624.9670777;-38.13080360867914
1739209624.96708;-38.13080360867914
1739209624.9670825;-45.120503652039325
1739209624.967085;-38.13080360867914
1739209624.9670875;-45.120503652039325
1739209624.96709;-38.13080360867914
1739209624.9670923;-32.816014438256545
1739209624.9670947;-45.120503652039325
1739209624.967097;-45.120503652039325
1739209624.9670997;-38.13080360867914
1739209624.967102;-38.13080360867914
1739209624.9671044;-45.120503652039325
1739209624.9671068;-38.13080360867914
1739209624.9671094;-38.13080360867914
1739209624.9671118;-38.13080360867914
1739209624.9671142;-38.13080360867914
1739209624.9671166;-38.13080360867914
1739209624.967119;-33.981070128970906
1739209624.9671216;-45.120503652039325
1739209624.967124;-45.120503652039325
1739209624.9671264;-45.120503652039325
1739209624.9671288;-38.13080360867914
1739209624.9671314;-45.120503652039325
1739209624.9671338;-45.120503652039325
1739209624.9671361;-38.13080360867914
1739209624.9671385;-32.816014438256545
1739209624.967141;-33.981070128970906
1739209624.9671435;-45.120503652039325
1739209624.967146;-38.13080360867914
1739209624.9671483;-35.57807855764607
1739209624.9671507;-27.267205301931607
1739209624.9671533;-45.120503652039325
1739209624.9671557;-45.120503652039325
1739209624.967158;-45.120503652039325
1739209624.9671605;-45.120503652039325
1739209624.9671628;-45.120503652039325
1739209624.9671655;-38.13080360867914
1739209624.9671679;-45.120503652039325
1739209624.9671702;-38.13080360867914
1739209624.9671726;-45.120503652039325
1739209624.9671752;-45.120503652039325
1739209624.9671776;-45.120503652039325
1739209624.96718;-45.120503652039325
1739209624.9671824;-38.13080360867914
1739209624.9671848;-45.120503652039325
1739209624.9671874;-38.13080360867914
1739209624.9671898;-25.826314394896357
1739209624.9671922;-38.13080360867914
1739209624.9671946;-38.13080360867914
1739209624.9671972;-38.13080360867914
1739209624.9671996;-38.13080360867914
1739209624.967202;-45.120503652039325
1739209624.9672043;-45.120503652039325
1739209624.9672067;-45.120503652039325
1739209624.9672093;-38.13080360867914
1739209624.9672117;-38.13080360867914
1739209624.967214;-45.120503652039325
1739209624.9672165;-45.120503652039325
1739209624.967219;-38.13080360867914
1739209624.9672215;-38.13080360867914
1739209624.967224;-33.981070128970906
1739209624.9672263;-45.120503652039325
1739209624.9672287;-45.120503652039325
1739209624.9672313;-38.13080360867914
1739209624.9672337;-38.13080360867914
1739209624.967236;-45.120503652039325
1739209624.9672384;-45.120503652039325
1739209624.967241;-38.13080360867914
1739209624.9672434;-38.13080360867914
1739209624.9672458;-45.120503652039325
1739209624.9672482;-38.13080360867914
1739209624.9672506;-38.13080360867914
1739209624.9672532;-38.13080360867914
1739209624.9672556;-45.120503652039325
1739209624.967258;-38.13080360867914
1739209624.9672604;-38.13080360867914
1739209624.967263;-38.13080360867914
1739209624.9672654;-38.13080360867914
1739209624.9672678;-33.981070128970906
1739209624.9672701;-38.13080360867914
1739209624.9672725;-45.120503652039325
1739209624.9672751;-45.120503652039325
1739209624.9672775;-38.13080360867914
1739209624.96728;-45.120503652039325
1739209624.9672823;-45.120503652039325
1739209624.967285;-33.981070128970906
1739209624.9672873;-31.141103565318915
1739209624.9672897;-38.13080360867914
1739209624.967292;-38.13080360867914
1739209624.9672945;-38.13080360867914
1739209624.967297;-38.13080360867914
1739209624.9672995;-38.13080360867914
1739209624.9673018;-45.120503652039325
1739209624.9673042;-35.57807855764607
1739209624.9673069;-31.141103565318915
1739209624.9673092;-33.981070128970906
1739209624.9673116;-45.120503652039325
1739209624.967314;-38.13080360867914
1739209624.9673164;-38.13080360867914
1739209624.967319;-45.120503652039325
1739209624.9673214;-45.120503652039325
1739209624.9673238;-33.981070128970906
1739209624.9673262;-38.13080360867914
1739209624.9673288;-38.13080360867914
1739209624.9673312;-45.120503652039325
1739209624.9673336;-45.120503652039325
1739209624.967336;-38.13080360867914
1739209624.9673383;-35.57807855764607
1739209624.967341;-38.13080360867914
1739209624.9673433;-45.120503652039325
1739209624.9673457;-38.13080360867914
1739209624.967348;-33.981070128970906
1739209624.9673507;-45.120503652039325
1739209624.967353;-45.120503652039325
1739209624.9673555;-45.120503652039325
1739209624.9673579;-38.13080360867914
1739209624.9673603;-38.13080360867914
1739209624.9673629;-45.120503652039325
1739209624.9673653;-38.13080360867914
1739209624.9673676;-45.120503652039325
1739209624.96737;-45.120503652039325
1739209624.9673727;-45.120503652039325
1739209624.967375;-38.13080360867914
1739209624.9673774;-38.13080360867914
1739209624.9673798;-45.120503652039325
1739209624.9673822;-35.57807855764607
1739209624.9673848;-38.13080360867914
1739209624.9673872;-38.13080360867914
1739209624.9673896;-38.13080360867914
1739209624.967392;-38.13080360867914
1739209624.9673946;-45.120503652039325
1739209624.967397;-45.120503652039325
1739209624.9673994;-45.120503652039325
1739209624.9674017;-38.13080360867914
1739209624.9674044;-35.57807855764607
1739209624.9674067;-45.120503652039325
1739209624.9674091;-45.120503652039325
1739209624.9674115;-45.120503652039325
1739209624.967414;-45.120503652039325
1739209624.9674165;-45.120503652039325
1739209624.967419;-45.120503652039325
1739209624.9674213;-38.13080360867914
1739209624.9674237;-33.981070128970906
1739209624.9674263;-33.981070128970956
1739209624.9674287;-45.120503652039325
1739209624.967431;-35.57807855764607
1739209624.9674335;-38.13080360867914
1739209624.9674358;-45.120503652039325
1739209624.9674385;-38.13080360867914
1739209624.9674408;-38.13080360867914
1739209624.9674432;-35.57807855764607
1739209624.9674456;-38.13080360867914
1739209624.9674482;-38.13080360867914
1739209624.9674506;-45.120503652039325
1739209624.967453;-38.13080360867914
1739209624.9674554;-33.981070128970906
1739209624.9674578;-45.120503652039325
1739209624.9674604;-35.57807855764607
1739209624.9674628;-45.120503652039325
1739209624.9674652;-45.120503652039325
1739209624.9674675;-38.13080360867914
1739209624.9674702;-38.13080360867914
1739209624.9674726;-45.120503652039325
1739209624.967475;-38.13080360867914
1739209624.9674773;-32.816014438256545
1739209624.9674797;-45.120503652039325
1739209624.9674823;-38.13080360867914
1739209624.9674847;-38.13080360867914
1739209624.967487;-45.120503652039325
1739209624.9674895;-45.120503652039325
1739209624.967492;-45.120503652039325
1739209624.9674945;-38.13080360867914
1739209624.9674969;-45.120503652039325
1739209624.9674993;-38.13080360867914
1739209624.9675016;-35.57807855764607
1739209624.9675043;-38.13080360867914
1739209624.9675066;-45.120503652039325
1739209624.967509;-45.120503652039325
1739209624.9675114;-45.120503652039325
1739209624.967514;-35.57807855764607
1739209624.9675164;-38.13080360867914
1739209624.9675188;-45.120503652039325
1739209624.9675212;-45.120503652039325
1739209624.9675236;-35.57807855764607
1739209624.9675262;-32.816014438256545
1739209624.9675286;-45.120503652039325
1739209624.967531;-38.13080360867914
1739209624.9675333;-45.120503652039325
1739209624.967536;-38.13080360867914
1739209624.9675384;-38.13080360867914
1739209624.9675407;-45.120503652039325
1739209624.9675431;-38.13080360867914
1739209624.9675455;-38.13080360867914
1739209624.9675481;-38.13080360867914
1739209624.9675505;-33.981070128970906
1739209624.967553;-38.13080360867914
1739209624.9675553;-38.13080360867914
1739209624.967558;-38.13080360867914
1739209624.9675603;-38.13080360867914
1739209624.9675627;-45.120503652039325
1739209624.967565;-38.13080360867914
1739209624.9675674;-38.13080360867914
1739209624.96757;-38.13080360867914
1739209624.9675725;-45.120503652039325
1739209624.9675748;-45.120503652039325
1739209624.9675772;-32.816014438256545
1739209624.9675798;-38.13080360867914
1739209624.9675822;-45.120503652039325
1739209624.9675846;-38.13080360867914
1739209624.967587;-38.13080360867914
1739209624.9675894;-45.120503652039325
1739209624.967592;-38.13080360867914
1739209624.9675944;-33.981070128970906
1739209624.9675968;-33.981070128970906
1739209624.9675992;-33.981070128970906
1739209624.9676018;-45.120503652039325
1739209624.9676042;-33.981070128970906
1739209624.9676065;-38.13080360867914
1739209624.967609;-38.13080360867914
1739209624.9676113;-45.120503652039325
1739209624.967614;-38.13080360867914
1739209624.9676163;-35.57807855764607
1739209624.9676187;-38.13080360867914
1739209624.967621;-38.13080360867914
1739209624.9676237;-38.13080360867914
1739209624.967626;-38.13080360867914
1739209624.9676285;-45.120503652039325
1739209624.9676309;-35.57807855764607
1739209624.9676332;-38.13080360867914
1739209624.9676359;-38.13080360867914
1739209624.9676383;-38.13080360867914
1739209624.9676406;-38.13080360867914
1739209624.967643;-31.141103565318915
1739209624.9676456;-38.13080360867914
1739209624.967648;-38.13080360867914
1739209624.9676504;-38.13080360867914
1739209624.9676528;-38.13080360867914
1739209624.9676552;-45.120503652039325
1739209624.9676578;-45.120503652039325
1739209624.9676602;-35.57807855764607
1739209624.9676626;-38.13080360867914
1739209624.967665;-38.13080360867914
1739209624.9676676;-45.120503652039325
1739209624.96767;-45.120503652039325
1739209624.9676723;-38.13080360867914
1739209624.9676747;-33.981070128970906
1739209624.967677;-38.13080360867914
1739209624.9676797;-45.120503652039325
1739209624.9676821;-38.13080360867914
1739209624.9676845;-45.120503652039325
1739209624.967687;-38.13080360867914
1739209624.9676895;-45.120503652039325
1739209624.967692;-38.13080360867914
1739209624.9676943;-32.816014438256545
1739209624.9676967;-38.13080360867914
1739209624.967699;-45.120503652039325
1739209624.9677017;-38.13080360867914
1739209624.967704;-35.57807855764607
1739209624.9677064;-38.13080360867914
1739209624.9677088;-45.120503652039325
1739209624.9677114;-38.13080360867914
1739209624.9677138;-45.120503652039325
1739209624.9677162;-45.120503652039325
1739209624.9677186;-38.13080360867914
1739209624.967721;-33.981070128970906
1739209624.9677236;-31.141103565318915
1739209624.967726;-45.120503652039325
1739209624.9677284;-45.120503652039325
1739209624.9677308;-45.120503652039325
1739209624.9677334;-45.120503652039325
1739209624.9677358;-45.120503652039325
1739209624.9677382;-38.13080360867914
1739209624.9677405;-33.981070128970906
1739209624.967743;-38.13080360867914
1739209624.9677455;-38.13080360867914
1739209624.967748;-38.13080360867914
1739209624.9677503;-38.13080360867914
1739209624.9677527;-45.120503652039325
1739209624.9677553;-45.120503652039325
