CAN Message; 0x98:00004e637fc900be
1739209836.184644;-38.13080360867914
1739209836.184652;-45.120503652039325
1739209836.18466;-45.120503652039325
1739209836.184668;-38.13080360867914
1739209836.184676;-45.120503652039325
1739209836.1846838;-45.120503652039325
1739209836.184692;-45.120503652039325
1739209836.1846998;-38.13080360867914
1739209836.1847076;-38.13080360867914
1739209836.1847157;-38.13080360867914
1739209836.1847236;-38.13080360867914
1739209836.1847317;-45.120503652039325
1739209836.1847396;-38.13080360867914
1739209836.1847475;-38.13080360867914
1739209836.1847556;-33.981070128970906
1739209836.1847634;-45.120503652039325
1739209836.1847713;-45.120503652039325
1739209836.1847794;-38.13080360867914
1739209836.1847873;-31.141103565318915
1739209836.1847954;-45.120503652039325
1739209836.1848032;-45.120503652039325
1739209836.184811;-45.120503652039325
1739209836.1848192;-38.13080360867914
1739209836.184827;-38.13080360867914
1739209836.184835;-45.120503652039325
1739209836.184843;-45.120503652039325
1739209836.184851;-38.13080360867914
1739209836.184859;-45.120503652039325
1739209836.184867;-45.120503652039325
1739209836.1848748;-45.120503652039325
1739209836.1848829;-45.120503652039325
1739209836.1848907;-45.120503652039325
1739209836.1848989;-38.13080360867914
1739209836.1849067;-45.120503652039325
1739209836.1849146;-45.120503652039325
1739209836.1849227;-45.120503652039325
1739209836.1849306;-45.120503652039325
1739209836.1849384;-38.13080360867914
1739209836.1849465;-33.981070128970906
1739209836.1849544;-45.120503652039325
1739209836.1849625;-45.120503652039325
1739209836.1849704;-45.120503652039325
1739209836.1849782;-38.13080360867914
1739209836.1849864;-38.13080360867914
1739209836.1849942;-45.120503652039325
1739209836.185002;-45.120503652039325
1739209836.1850102;-45.120503652039325
1739209836.185018;-45.120503652039325
1739209836.1850262;-38.13080360867914
1739209836.185034;-38.13080360867914
1739209836.185042;-38.13080360867914
1739209836.18505;-35.57807855764607
1739209836.1850579;-38.13080360867914
1739209836.1850657;-45.120503652039325
1739209836.1850739;-45.120503652039325
1739209836.1850817;-45.120503652039325
1739209836.1850898;-45.120503652039325
1739209836.1850977;-45.120503652039325
1739209836.1851056;-38.13080360867914
1739209836.1851137;-38.13080360867914
1739209836.1851215;-38.13080360867914
1739209836.1851294;-45.120503652039325
1739209836.1851375;-45.120503652039325
1739209836.1851454;-38.13080360867914
1739209836.1851535;-38.13080360867914
1739209836.1851614;-38.13080360867914
1739209836.1851692;-28.992665084841942
1739209836.1851773;-31.141103565318915
1739209836.1851852;-38.13080360867914
1739209836.185193;-45.120503652039325
1739209836.1852012;-38.13080360867914
1739209836.185209;-45.120503652039325
1739209836.1852171;-45.120503652039325
1739209836.185225;-33.981070128970906
1739209836.1852329;-32.816014438256545
1739209836.185241;-38.13080360867914
1739209836.1852489;-38.13080360867914
1739209836.1852567;-45.120503652039325
1739209836.1852648;-45.120503652039325
1739209836.1852727;-38.13080360867914
1739209836.1852808;-38.13080360867914
1739209836.1852887;-45.120503652039325
1739209836.1852965;-31.141103565318915
1739209836.1853046;-33.981070128970906
1739209836.1853125;-45.120503652039325
1739209836.1853204;-45.120503652039325
1739209836.1853285;-38.13080360867914
1739209836.1853364;-45.120503652039325
1739209836.1853445;-45.120503652039325
1739209836.1853523;-35.57807855764607
1739209836.1853602;-38.13080360867914
1739209836.1853683;-45.120503652039325
1739209836.1853762;-38.13080360867914
1739209836.185384;-38.13080360867914
1739209836.1853921;-35.57807855764607
1739209836.1854;-45.120503652039325
1739209836.185408;-45.120503652039325
1739209836.185416;-38.13080360867914
1739209836.1854239;-38.13080360867914
1739209836.185432;-35.57807855764607
1739209836.1854398;-38.13080360867914
1739209836.1854477;-45.120503652039325
1739209836.1854558;-45.120503652039325
1739209836.1854637;-45.120503652039325
1739209836.1854718;-38.13080360867914
1739209836.1854796;-45.120503652039325
1739209836.1854875;-33.981070128970906
1739209836.1854956;-28.992665084841942
1739209836.1855035;-45.120503652039325
1739209836.1855114;-45.120503652039325
1739209836.1855195;-33.981070128970906
1739209836.1855273;-38.13080360867914
1739209836.1855354;-45.120503652039325
1739209836.1855433;-35.57807855764607
1739209836.1855512;-45.120503652039325
1739209836.1855593;-45.120503652039325
1739209836.1855671;-45.120503652039325
1739209836.185575;-45.120503652039325
1739209836.185583;-45.120503652039325
1739209836.185591;-45.120503652039325
1739209836.185599;-45.120503652039325
1739209836.185607;-45.120503652039325
1739209836.1856148;-38.13080360867914
1739209836.185623;-38.13080360867914
1739209836.1856308;-38.13080360867914
1739209836.1856387;-45.120503652039325
1739209836.1856468;-38.13080360867914
1739209836.1856546;-45.120503652039325
1739209836.1856627;-38.13080360867914
1739209836.1856706;-45.120503652039325
1739209836.1856785;-45.120503652039325
1739209836.1856866;-35.57807855764607
1739209836.1856945;-38.13080360867914
1739209836.1857023;-45.120503652039325
1739209836.1857104;-45.120503652039325
1739209836.1857183;-38.13080360867914
1739209836.1857264;-45.120503652039325
1739209836.1857343;-45.120503652039325
1739209836.1857421;-45.120503652039325
1739209836.1857502;-38.13080360867914
1739209836.185758;-33.981070128970906
1739209836.185766;-45.120503652039325
1739209836.185774;-45.120503652039325
1739209836.185782;-45.120503652039325
1739209836.18579;-33.981070128970906
1739209836.185798;-45.120503652039325
1739209836.1858058;-45.120503652039325
1739209836.185814;-29.438486411369333
1739209836.1858218;-45.120503652039325
1739209836.1858296;-45.120503652039325
1739209836.1858377;-38.13080360867914
1739209836.1858456;-33.981070128970906
1739209836.1858537;-45.120503652039325
1739209836.1858616;-45.120503652039325
1739209836.1858695;-45.120503652039325
1739209836.1858776;-45.120503652039325
1739209836.1858854;-45.120503652039325
1739209836.1858933;-45.120503652039325
1739209836.1859014;-45.120503652039325
1739209836.1859093;-38.13080360867914
1739209836.1859174;-38.13080360867914
1739209836.1859252;-45.120503652039325
1739209836.185933;-38.13080360867914
1739209836.1859412;-35.57807855764607
1739209836.185949;-33.981070128970906
1739209836.1859572;-45.120503652039325
1739209836.185965;-45.120503652039325
1739209836.185973;-45.120503652039325
1739209836.185981;-38.13080360867914
1739209836.185989;-35.57807855764607
1739209836.1859968;-38.13080360867914
1739209836.1860049;-45.120503652039325
1739209836.1860127;-45.120503652039325
1739209836.1860209;-32.816014438256545
1739209836.1860287;-38.13080360867914
1739209836.1860366;-35.57807855764607
1739209836.1860447;-38.13080360867914
1739209836.1860526;-35.57807855764607
1739209836.1860604;-38.13080360867914
1739209836.1860685;-38.13080360867914
1739209836.1860764;-33.981070128970906
1739209836.1860845;-45.120503652039325
1739209836.1860924;-45.120503652039325
1739209836.1861002;-45.120503652039325
1739209836.1861084;-38.13080360867914
1739209836.1861162;-45.120503652039325
1739209836.186124;-45.120503652039325
1739209836.1861322;-38.13080360867914
1739209836.18614;-38.13080360867914
1739209836.1861482;-45.120503652039325
1739209836.186156;-45.120503652039325
1739209836.186164;-38.13080360867914
1739209836.186172;-45.120503652039325
1739209836.1861799;-45.120503652039325
1739209836.1861877;-38.13080360867914
1739209836.1861959;-38.13080360867914
1739209836.1862037;-33.981070128970906
1739209836.1862118;-45.120503652039325
1739209836.1862197;-45.120503652039325
1739209836.1862276;-35.57807855764607
1739209836.1862357;-33.981070128970906
1739209836.1862435;-45.120503652039325
1739209836.1862514;-45.120503652039325
1739209836.1862595;-38.13080360867914
1739209836.1862674;-38.13080360867914
1739209836.1862755;-45.120503652039325
1739209836.1862833;-38.13080360867914
1739209836.1862912;-38.13080360867914
1739209836.1862993;-45.120503652039325
1739209836.1863072;-38.13080360867914
1739209836.186315;-45.120503652039325
1739209836.1863232;-45.120503652039325
1739209836.186331;-38.13080360867914
1739209836.1863391;-45.120503652039325
1739209836.186347;-45.120503652039325
1739209836.1863549;-45.120503652039325
1739209836.186363;-45.120503652039325
1739209836.1863708;-38.13080360867914
1739209836.1863787;-38.13080360867914
1739209836.1863868;-45.120503652039325
1739209836.1863947;-28.992665084841942
1739209836.1864028;-38.13080360867914
1739209836.1864107;-45.120503652039325
1739209836.1864185;-45.120503652039325
1739209836.1864266;-45.120503652039325
1739209836.1864345;-38.13080360867914
1739209836.1864424;-38.13080360867914
1739209836.1864505;-45.120503652039325
1739209836.1864583;-29.438486411369347
1739209836.1864665;-38.13080360867914
1739209836.1864743;-33.981070128970906
1739209836.1864822;-45.120503652039325
1739209836.1864903;-38.13080360867914
1739209836.1864982;-38.13080360867914
1739209836.186506;-45.120503652039325
1739209836.1865141;-45.120503652039325
1739209836.186522;-38.13080360867914
1739209836.18653;-38.13080360867914
1739209836.186538;-38.13080360867914
1739209836.1865458;-38.13080360867914
1739209836.186554;-45.120503652039325
1739209836.1865618;-45.120503652039325
1739209836.1865697;-33.981070128970906
1739209836.1865778;-45.120503652039325
1739209836.1865857;-38.13080360867914
1739209836.1865938;-35.57807855764607
1739209836.1866016;-38.13080360867914
1739209836.1866095;-45.120503652039325
1739209836.1866176;-45.120503652039325
1739209836.1866255;-45.120503652039325
1739209836.1866333;-45.120503652039325
1739209836.1866415;-45.120503652039325
1739209836.1866493;-33.981070128970906
1739209836.1866574;-38.13080360867914
1739209836.1866653;-45.120503652039325
1739209836.1866732;-38.13080360867914
1739209836.1866813;-38.13080360867914
1739209836.1866891;-38.13080360867914
1739209836.186697;-38.13080360867914
1739209836.186705;-33.981070128970906
1739209836.186713;-32.816014438256545
1739209836.186721;-33.981070128970906
1739209836.186729;-38.13080360867914
1739209836.1867368;-38.13080360867914
1739209836.186745;-38.13080360867914
1739209836.1867528;-38.13080360867914
1739209836.1867607;-45.120503652039325
1739209836.1867688;-32.816014438256545
1739209836.1867766;-31.141103565318915
1739209836.1867847;-33.981070128970906
1739209836.1867926;-45.120503652039325
1739209836.1868005;-38.13080360867914
1739209836.1868086;-38.13080360867914
1739209836.1868165;-45.120503652039325
1739209836.1868243;-45.120503652039325
1739209836.1868324;-38.13080360867914
1739209836.1868403;-38.13080360867914
1739209836.1868484;-45.120503652039325
1739209836.1868563;-38.13080360867914
1739209836.1868641;-38.13080360867914
1739209836.1868722;-38.13080360867914
1739209836.18688;-38.13080360867914
1739209836.186888;-45.120503652039325
1739209836.186896;-38.13080360867914
1739209836.186904;-45.120503652039325
1739209836.186912;-45.120503652039325
1739209836.18692;-45.120503652039325
1739209836.1869278;-45.120503652039325
1739209836.186936;-45.120503652039325
1739209836.1869438;-38.13080360867914
1739209836.1869519;-38.13080360867914
1739209836.1869597;-38.13080360867914
1739209836.1869676;-38.13080360867914
1739209836.1869757;-38.13080360867914
1739209836.1869836;-45.120503652039325
1739209836.1869915;-45.120503652039325
1739209836.1869996;-33.981070128970906
1739209836.1870074;-38.13080360867914
1739209836.1870155;-45.120503652039325
1739209836.1870234;-35.57807855764607
1739209836.1870313;-45.120503652039325
1739209836.1870394;-45.120503652039325
1739209836.1870472;-38.13080360867914
1739209836.187055;-45.120503652039325
1739209836.1870632;-45.120503652039325
1739209836.187071;-33.981070128970906
1739209836.1870792;-38.13080360867914
1739209836.187087;-45.120503652039325
1739209836.187095;-38.13080360867914
1739209836.187103;-38.13080360867914
1739209836.187111;-45.120503652039325
1739209836.1871188;-35.57807855764607
1739209836.1871269;-38.13080360867914
1739209836.1871347;-32.816014438256545
1739209836.1871428;-31.141103565318915
1739209836.1871507;-45.120503652039325
1739209836.1871586;-33.981070128970906
1739209836.1871667;-38.13080360867914
1739209836.1871746;-45.120503652039325
1739209836.1871824;-38.13080360867914
1739209836.1871905;-35.57807855764607
1739209836.1871984;-45.120503652039325
1739209836.1872065;-45.120503652039325
1739209836.1872144;-45.120503652039325
1739209836.1872222;-45.120503652039325
1739209836.1872303;-33.981070128970906
1739209836.1872382;-33.981070128970906
1739209836.187246;-45.120503652039325
1739209836.1872542;-35.57807855764607
1739209836.187262;-35.57807855764607
1739209836.1872702;-38.13080360867914
1739209836.187278;-45.120503652039325
1739209836.187286;-45.120503652039325
1739209836.187294;-45.120503652039325
1739209836.1873019;-45.120503652039325
1739209836.1873097;-45.120503652039325
1739209836.1873178;-45.120503652039325
1739209836.1873257;-45.120503652039325
1739209836.1873338;-45.120503652039325
1739209836.1873417;-45.120503652039325
1739209836.1873496;-45.120503652039325
1739209836.1873577;-45.120503652039325
1739209836.1873655;-45.120503652039325
1739209836.1873734;-45.120503652039325
1739209836.1873815;-45.120503652039325
1739209836.1873894;-35.57807855764607
1739209836.1873975;-45.120503652039325
1739209836.1874053;-38.13080360867914
1739209836.1874132;-45.120503652039325
1739209836.1874213;-27.8777449560314
1739209836.1874292;-29.438486411369333
1739209836.187437;-45.120503652039325
1739209836.1874452;-38.13080360867914
1739209836.187453;-35.57807855764607
1739209836.1874611;-38.13080360867914
1739209836.187469;-45.120503652039325
1739209836.1874769;-45.120503652039325
1739209836.187485;-45.120503652039325
1739209836.1874928;-38.13080360867914
1739209836.1875007;-38.13080360867914
1739209836.1875088;-45.120503652039325
1739209836.1875167;-45.120503652039325
1739209836.1875248;-45.120503652039325
1739209836.1875327;-45.120503652039325
1739209836.1875405;-45.120503652039325
1739209836.1875486;-38.13080360867914
1739209836.1875565;-33.981070128970906
1739209836.1875644;-45.120503652039325
1739209836.1875725;-45.120503652039325
1739209836.1875803;-38.13080360867914
1739209836.1875885;-38.13080360867914
1739209836.1875963;-45.120503652039325
1739209836.1876042;-45.120503652039325
1739209836.1876123;-38.13080360867914
1739209836.1876202;-32.816014438256545
1739209836.187628;-38.13080360867914
1739209836.1876361;-45.120503652039325
1739209836.187644;-35.57807855764607
1739209836.187652;-38.13080360867914
1739209836.18766;-38.13080360867914
1739209836.1876678;-38.13080360867914
1739209836.187676;-45.120503652039325
1739209836.1876838;-32.81601443825658
1739209836.1876917;-35.57807855764607
1739209836.1876998;-35.57807855764607
1739209836.1877077;-45.120503652039325
1739209836.1877158;-45.120503652039325
1739209836.1877236;-38.13080360867914
1739209836.1877315;-45.120503652039325
1739209836.1877396;-33.981070128970906
1739209836.1877475;-31.141103565318915
1739209836.1877553;-38.13080360867914
1739209836.1877635;-38.13080360867914
1739209836.1877713;-38.13080360867914
1739209836.1877794;-35.57807855764607
1739209836.1877873;-38.13080360867914
1739209836.1877952;-45.120503652039325
1739209836.1878033;-45.120503652039325
1739209836.1878111;-35.57807855764607
1739209836.187819;-38.13080360867914
1739209836.187827;-45.120503652039325
1739209836.187835;-45.120503652039325
1739209836.187843;-45.120503652039325
1739209836.187851;-45.120503652039325
1739209836.1878588;-33.981070128970906
1739209836.187867;-38.13080360867914
1739209836.1878748;-33.981070128970906
1739209836.1878827;-45.120503652039325
1739209836.1878908;-45.120503652039325
1739209836.1878986;-45.120503652039325
1739209836.1879067;-45.120503652039325
1739209836.1879146;-45.120503652039325
1739209836.1879225;-45.120503652039325
1739209836.1879306;-38.13080360867914
1739209836.1879385;-33.981070128970906
1739209836.1879463;-45.120503652039325
1739209836.1879544;-45.120503652039325
1739209836.1879623;-38.13080360867914
1739209836.1879704;-33.981070128970906
1739209836.1879783;-33.981070128970906
1739209836.1879861;-45.120503652039325
1739209836.1879942;-45.120503652039325
1739209836.188002;-38.13080360867914
1739209836.1880102;-45.120503652039325
1739209836.188018;-45.120503652039325
1739209836.188026;-45.120503652039325
1739209836.188034;-45.120503652039325
1739209836.188042;-45.120503652039325
1739209836.1880498;-38.13080360867914
1739209836.188058;-45.120503652039325
1739209836.1880658;-33.981070128970906
1739209836.1880739;-38.13080360867914
1739209836.1880817;-38.13080360867914
1739209836.1880896;-38.13080360867914
1739209836.1880977;-35.57807855764607
1739209836.1881056;-38.13080360867914
1739209836.1881135;-38.13080360867914
1739209836.1881216;-45.120503652039325
1739209836.1881294;-45.120503652039325
1739209836.1881375;-38.13080360867914
1739209836.1881454;-38.13080360867914
1739209836.1881533;-45.120503652039325
1739209836.1881614;-45.120503652039325
1739209836.1881692;-38.13080360867914
1739209836.188177;-45.120503652039325
1739209836.1881852;-45.120503652039325
1739209836.188193;-45.120503652039325
1739209836.1882012;-45.120503652039325
1739209836.188209;-38.13080360867914
1739209836.188217;-45.120503652039325
1739209836.188225;-33.981070128970906
1739209836.188233;-45.120503652039325
1739209836.1882408;-45.120503652039325
1739209836.1882489;-45.120503652039325
1739209836.1882567;-45.120503652039325
1739209836.1882648;-32.816014438256545
1739209836.1882727;-45.120503652039325
1739209836.1882806;-45.120503652039325
1739209836.1882887;-38.13080360867914
1739209836.1882966;-32.816014438256545
1739209836.1883044;-45.120503652039325
1739209836.1883125;-38.13080360867914
1739209836.1883204;-45.120503652039325
1739209836.1883285;-45.120503652039325
1739209836.1883364;-38.13080360867914
1739209836.1883442;-45.120503652039325
1739209836.1883523;-45.120503652039325
1739209836.1883602;-45.120503652039325
1739209836.188368;-38.13080360867914
1739209836.1883762;-45.120503652039325
1739209836.188384;-38.13080360867914
1739209836.1883922;-35.57807855764607
1739209836.1884;-38.13080360867914
1739209836.188408;-35.57807855764607
1739209836.188416;-38.13080360867914
1739209836.1884239;-38.13080360867914
1739209836.1884317;-45.120503652039325
1739209836.1884398;-38.13080360867914
1739209836.1884477;-38.13080360867914
1739209836.1884558;-29.438486411369333
1739209836.1884637;-38.13080360867914
1739209836.1884716;-38.13080360867914
1739209836.1884797;-38.13080360867914
1739209836.1884875;-45.120503652039325
1739209836.1884954;-45.120503652039325
1739209836.1885035;-38.13080360867914
1739209836.1885114;-38.13080360867914
1739209836.1885195;-33.981070128970956
1739209836.1885273;-45.120503652039325
1739209836.1885352;-32.816014438256545
1739209836.1885433;-38.13080360867914
1739209836.1885512;-45.120503652039325
1739209836.188559;-45.120503652039325
1739209836.1885672;-38.13080360867914
1739209836.188575;-38.13080360867914
1739209836.1885831;-30.49652367304973
1739209836.188591;-45.120503652039325
1739209836.1885989;-45.120503652039325
1739209836.188607;-45.120503652039325
1739209836.1886148;-32.816014438256545
1739209836.1886227;-45.120503652039325
1739209836.1886308;-45.120503652039325
1739209836.1886387;-38.13080360867914
1739209836.1886468;-45.120503652039325
1739209836.1886547;-45.120503652039325
1739209836.1886625;-45.120503652039325
1739209836.1886706;-45.120503652039325
1739209836.1886785;-35.57807855764607
1739209836.1886864;-35.57807855764607
1739209836.1886945;-45.120503652039325
1739209836.1887023;-45.120503652039325
1739209836.1887105;-45.120503652039325
1739209836.1887183;-38.13080360867914
1739209836.1887262;-45.120503652039325
1739209836.1887343;-45.120503652039325
1739209836.1887422;-45.120503652039325
1739209836.18875;-38.13080360867914
1739209836.1887581;-45.120503652039325
1739209836.188766;-45.120503652039325
1739209836.188774;-26.991370085610736
1739209836.188782;-31.141103565318915
1739209836.1887898;-45.120503652039325
1739209836.188798;-45.120503652039325
1739209836.1888058;-35.57807855764607
1739209836.1888137;-45.120503652039325
1739209836.1888218;-45.120503652039325
1739209836.1888297;-45.120503652039325
1739209836.1888378;-45.120503652039325
1739209836.1888456;-45.120503652039325
1739209836.1888535;-38.13080360867914
1739209836.1888616;-38.13080360867914
1739209836.1888695;-38.13080360867914
1739209836.1888773;-38.13080360867914
1739209836.1888855;-35.57807855764607
1739209836.1888933;-38.13080360867914
1739209836.1889014;-38.13080360867914
1739209836.1889093;-38.13080360867914
1739209836.1889172;-45.120503652039325
1739209836.1889253;-45.120503652039325
1739209836.1889331;-45.120503652039325
1739209836.188941;-45.120503652039325
1739209836.188949;-35.57807855764607
1739209836.188957;-38.13080360867914
1739209836.188965;-35.57807855764607
1739209836.188973;-38.13080360867914
1739209836.1889808;-45.120503652039325
1739209836.188989;-38.13080360867914
1739209836.1889968;-38.13080360867914
1739209836.189005;-33.981070128970906
1739209836.1890128;-45.120503652039325
1739209836.1890206;-45.120503652039325
1739209836.1890287;-45.120503652039325
1739209836.1890366;-45.120503652039325
1739209836.1890445;-38.13080360867914
1739209836.1890526;-38.13080360867914
1739209836.1890604;-45.120503652039325
1739209836.1890686;-38.13080360867914
1739209836.1890764;-38.13080360867914
1739209836.1890843;-45.120503652039325
1739209836.1890924;-35.57807855764607
1739209836.1891003;-35.57807855764607
1739209836.1891081;-45.120503652039325
1739209836.1891162;-45.120503652039325
1739209836.189124;-38.13080360867914
1739209836.1891322;-38.13080360867914
1739209836.18914;-38.13080360867914
1739209836.189148;-38.13080360867914
1739209836.189156;-38.13080360867914
1739209836.189164;-38.13080360867914
1739209836.1891718;-45.120503652039325
1739209836.18918;-45.120503652039325
1739209836.1891878;-35.57807855764607
1739209836.1891959;-38.13080360867914
1739209836.1892037;-45.120503652039325
1739209836.1892116;-45.120503652039325
1739209836.1892197;-38.13080360867914
1739209836.1892276;-31.141103565318915
1739209836.1892354;-45.120503652039325
1739209836.1892436;-38.13080360867914
1739209836.1892514;-45.120503652039325
1739209836.1892595;-33.981070128970906
1739209836.1892674;-35.57807855764607
1739209836.1892753;-45.120503652039325
1739209836.1892834;-38.13080360867914
1739209836.1892912;-33.981070128970906
1739209836.189299;-45.120503652039325
1739209836.1893072;-45.120503652039325
1739209836.189315;-45.120503652039325
1739209836.1893232;-38.13080360867914
1739209836.189331;-45.120503652039325
1739209836.189339;-45.120503652039325
1739209836.189347;-38.13080360867914
1739209836.189355;-38.13080360867914
1739209836.1893628;-45.120503652039325
1739209836.1893709;-45.120503652039325
1739209836.1893787;-38.13080360867914
1739209836.1893868;-33.981070128970906
1739209836.1893947;-45.120503652039325
1739209836.1894026;-38.13080360867914
1739209836.1894107;-33.981070128970906
1739209836.1894186;-38.13080360867914
1739209836.1894264;-38.13080360867914
1739209836.1894345;-38.13080360867914
1739209836.1894424;-45.120503652039325
1739209836.1894505;-45.120503652039325
1739209836.1894584;-45.120503652039325
1739209836.1894662;-38.13080360867914
1739209836.1894743;-45.120503652039325
1739209836.1894822;-27.877744956031414
1739209836.18949;-31.141103565318915
1739209836.1894982;-45.120503652039325
1739209836.189506;-45.120503652039325
1739209836.1895142;-33.981070128970906
1739209836.189522;-45.120503652039325
1739209836.18953;-45.120503652039325
1739209836.189538;-45.120503652039325
1739209836.1895459;-32.816014438256545
1739209836.1895537;-38.13080360867914
1739209836.1895618;-33.981070128970906
1739209836.1895697;-45.120503652039325
1739209836.1895778;-45.120503652039325
1739209836.1895857;-45.120503652039325
1739209836.1895936;-45.120503652039325
1739209836.1896017;-45.120503652039325
1739209836.1896095;-45.120503652039325
1739209836.1896174;-38.13080360867914
1739209836.1896255;-35.57807855764607
1739209836.1896334;-38.13080360867914
1739209836.1896415;-45.120503652039325
1739209836.1896493;-45.120503652039325
1739209836.1896572;-38.13080360867914
1739209836.1896653;-45.120503652039325
1739209836.1896732;-33.981070128970906
1739209836.189681;-33.981070128970906
1739209836.1896892;-45.120503652039325
1739209836.189697;-45.120503652039325
1739209836.1897051;-32.816014438256545
1739209836.189713;-45.120503652039325
1739209836.1897209;-45.120503652039325
1739209836.189729;-33.981070128970906
1739209836.1897368;-38.13080360867914
1739209836.1897447;-38.13080360867914
1739209836.1897528;-38.13080360867914
1739209836.1897607;-38.13080360867914
1739209836.1897688;-38.13080360867914
1739209836.1897767;-38.13080360867914
1739209836.1897845;-38.13080360867914
1739209836.1897926;-45.120503652039325
1739209836.1898005;-33.981070128970906
1739209836.1898084;-31.141103565318915
1739209836.1898165;-45.120503652039325
1739209836.1898243;-45.120503652039325
1739209836.1898324;-45.120503652039325
1739209836.1898403;-45.120503652039325
1739209836.1898482;-45.120503652039325
1739209836.1898563;-45.120503652039325
1739209836.1898642;-45.120503652039325
1739209836.189872;-45.120503652039325
1739209836.1898801;-38.13080360867914
1739209836.189888;-38.13080360867914
1739209836.189896;-45.120503652039325
1739209836.189904;-32.816014438256545
1739209836.1899118;-38.13080360867914
1739209836.18992;-38.13080360867914
1739209836.1899278;-38.13080360867914
1739209836.1899357;-38.13080360867914
1739209836.1899438;-45.120503652039325
1739209836.1899517;-45.120503652039325
1739209836.1899598;-38.13080360867914
1739209836.1899676;-45.120503652039325
1739209836.1899755;-38.13080360867914
1739209836.1899836;-35.57807855764607
1739209836.1899915;-38.13080360867914
1739209836.1899996;-45.120503652039325
1739209836.1900074;-45.120503652039325
1739209836.1900153;-35.57807855764607
1739209836.1900234;-35.57807855764607
1739209836.1900313;-38.13080360867914
1739209836.1900392;-45.120503652039325
1739209836.1900473;-38.13080360867914
1739209836.1900551;-38.13080360867914
1739209836.1900632;-45.120503652039325
1739209836.190071;-45.120503652039325
1739209836.190079;-45.120503652039325
1739209836.190087;-38.13080360867914
1739209836.190095;-38.13080360867914
1739209836.1901028;-45.120503652039325
1739209836.190111;-38.13080360867914
1739209836.1901188;-30.49652367304973
