CAN Message; 0x1bb:000012da7f2fb1de
Timestamp;Amplitude
1739209851.8009784;-45.120503652039325
1739209851.8009915;-45.120503652039325
1739209851.801005;-45.120503652039325
1739209851.8010182;-38.13080360867914
1739209851.8010314;-38.13080360867914
1739209851.8010447;-45.120503652039325
1739209851.801058;-45.120503652039325
1739209851.8010712;-45.120503652039325
1739209851.8010845;-35.57807855764607
1739209851.8010976;-45.120503652039325
1739209851.801111;-38.13080360867914
1739209851.8011243;-38.13080360867914
1739209851.8011374;-35.57807855764607
1739209851.8011508;-27.267205301931607
1739209851.8011642;-38.13080360867914
1739209851.8011773;-35.57807855764607
1739209851.8011906;-38.13080360867914
1739209851.801204;-38.13080360867914
1739209851.801217;-38.13080360867914
1739209851.8012304;-45.120503652039325
1739209851.8012438;-45.120503652039325
1739209851.801257;-28.218542851754165
1739209851.8012702;-38.13080360867914
1739209851.8012836;-45.120503652039325
1739209851.8012967;-45.120503652039325
1739209851.80131;-45.120503652039325
1739209851.8013234;-38.13080360867914
1739209851.8013365;-45.120503652039325
1739209851.8013499;-45.120503652039325
1739209851.801363;-38.13080360867914
1739209851.8013763;-38.13080360867914
1739209851.8013897;-38.13080360867914
1739209851.8014028;-45.120503652039325
1739209851.8014162;-38.13080360867914
1739209851.8014295;-38.13080360867914
1739209851.8014426;-35.57807855764607
1739209851.801456;-38.13080360867914
1739209851.8014693;-38.13080360867914
1739209851.8014824;-32.816014438256545
1739209851.8014958;-38.13080360867914
1739209851.8015091;-45.120503652039325
1739209851.8015223;-38.13080360867914
1739209851.8015356;-35.57807855764607
1739209851.801549;-45.120503652039325
1739209851.801562;-45.120503652039325
1739209851.8015754;-33.981070128970906
1739209851.8015885;-38.13080360867914
1739209851.801602;-38.13080360867914
1739209851.8016152;-45.120503652039325
1739209851.8016284;-45.120503652039325
1739209851.8016417;-45.120503652039325
1739209851.801655;-38.13080360867914
1739209851.8016682;-45.120503652039325
1739209851.8016815;-45.120503652039325
1739209851.8016949;-35.57807855764607
1739209851.801708;-33.981070128970906
1739209851.8017213;-45.120503652039325
1739209851.8017347;-38.13080360867914
1739209851.8017478;-31.141103565318893
1739209851.8017612;-33.981070128970906
1739209851.8017745;-38.13080360867914
1739209851.8017876;-38.13080360867914
1739209851.801801;-38.13080360867914
1739209851.801814;-45.120503652039325
1739209851.8018274;-45.120503652039325
1739209851.8018408;-45.120503652039325
1739209851.801854;-38.13080360867914
1739209851.8018672;-38.13080360867914
1739209851.8018806;-38.13080360867914
1739209851.8018937;-45.120503652039325
1739209851.801907;-45.120503652039325
1739209851.8019204;-45.120503652039325
1739209851.8019335;-45.120503652039325
1739209851.8019469;-38.13080360867914
1739209851.8019602;-45.120503652039325
1739209851.8019733;-45.120503652039325
1739209851.8019867;-35.57807855764607
1739209851.802;-38.13080360867914
1739209851.8020132;-32.816014438256545
1739209851.8020265;-38.13080360867914
1739209851.8020399;-38.13080360867914
1739209851.802053;-38.13080360867914
1739209851.8020663;-38.13080360867914
1739209851.8020794;-45.120503652039325
1739209851.8020928;-38.13080360867914
1739209851.8021061;-35.57807855764607
1739209851.8021193;-45.120503652039325
1739209851.8021326;-45.120503652039325
1739209851.802146;-35.57807855764607
1739209851.802159;-38.13080360867914
1739209851.8021724;-45.120503652039325
1739209851.8021858;-45.120503652039325
1739209851.802199;-32.816014438256545
1739209851.8022122;-45.120503652039325
1739209851.8022256;-32.816014438256545
1739209851.8022387;-35.57807855764607
1739209851.802252;-45.120503652039325
1739209851.8022654;-45.120503652039325
1739209851.8022785;-35.57807855764607
1739209851.8022919;-38.13080360867914
1739209851.802305;-45.120503652039325
1739209851.8023183;-45.120503652039325
1739209851.8023317;-38.13080360867914
1739209851.8023448;-38.13080360867914
1739209851.8023582;-35.57807855764607
1739209851.8023715;-38.13080360867914
1739209851.8023846;-45.120503652039325
1739209851.802398;-33.981070128970906
1739209851.8024113;-45.120503652039325
1739209851.8024244;-45.120503652039325
1739209851.8024378;-45.120503652039325
1739209851.8024511;-38.13080360867914
1739209851.8024642;-38.13080360867914
1739209851.8024776;-45.120503652039325
1739209851.802491;-35.57807855764607
1739209851.802504;-38.13080360867914
1739209851.8025174;-45.120503652039325
1739209851.8025308;-45.120503652039325
1739209851.8025439;-26.991370085610736
1739209851.8025572;-35.57807855764607
1739209851.8025703;-45.120503652039325
1739209851.8025837;-38.13080360867914
1739209851.802597;-32.816014438256545
1739209851.8026102;-38.13080360867914
1739209851.8026235;-38.13080360867914
1739209851.8026369;-38.13080360867914
1739209851.80265;-45.120503652039325
1739209851.8026633;-45.120503652039325
1739209851.8026767;-45.120503652039325
1739209851.8026898;-45.120503652039325
1739209851.8027031;-38.13080360867914
1739209851.8027165;-38.13080360867914
1739209851.8027296;-38.13080360867914
1739209851.802743;-38.13080360867914
1739209851.8027563;-45.120503652039325
1739209851.8027694;-45.120503652039325
1739209851.8027828;-45.120503652039325
1739209851.802796;-45.120503652039325
1739209851.8028092;-45.120503652039325
1739209851.8028226;-45.120503652039325
1739209851.8028357;-45.120503652039325
1739209851.802849;-45.120503652039325
1739209851.8028624;-29.438486411369333
1739209851.8028755;-31.141103565318893
1739209851.8028889;-45.120503652039325
1739209851.8029022;-45.120503652039325
1739209851.8029153;-31.141103565318893
1739209851.8029287;-38.13080360867914
1739209851.802942;-45.120503652039325
1739209851.8029552;-38.13080360867914
1739209851.8029685;-38.13080360867914
1739209851.8029819;-45.120503652039325
1739209851.802995;-38.13080360867914
1739209851.8030083;-38.13080360867914
1739209851.8030217;-45.120503652039325
1739209851.8030348;-45.120503652039325
1739209851.8030481;-45.120503652039325
1739209851.8030612;-45.120503652039325
1739209851.8030746;-30.49652367304973
1739209851.803088;-28.58837851428586
1739209851.803101;-45.120503652039325
1739209851.8031144;-45.120503652039325
1739209851.8031278;-45.120503652039325
1739209851.8031409;-45.120503652039325
1739209851.8031542;-45.120503652039325
1739209851.8031676;-38.13080360867914
1739209851.8031807;-38.13080360867914
1739209851.803194;-45.120503652039325
1739209851.8032074;-45.120503652039325
1739209851.8032205;-45.120503652039325
1739209851.8032339;-38.13080360867914
1739209851.8032472;-38.13080360867914
1739209851.8032603;-45.120503652039325
1739209851.8032737;-45.120503652039325
1739209851.8032868;-45.120503652039325
1739209851.8033001;-45.120503652039325
1739209851.8033135;-38.13080360867914
1739209851.8033266;-38.13080360867914
1739209851.80334;-38.13080360867914
1739209851.8033533;-45.120503652039325
1739209851.8033664;-35.57807855764607
1739209851.8033798;-45.120503652039325
1739209851.8033931;-38.13080360867914
1739209851.8034062;-32.816014438256545
1739209851.8034196;-38.13080360867914
1739209851.803433;-38.13080360867914
1739209851.803446;-38.13080360867914
1739209851.8034594;-38.13080360867914
1739209851.8034728;-33.981070128970906
1739209851.8034859;-33.981070128970906
1739209851.8034992;-45.120503652039325
1739209851.8035126;-45.120503652039325
1739209851.8035257;-45.120503652039325
1739209851.803539;-45.120503652039325
1739209851.8035522;-45.120503652039325
1739209851.8035655;-45.120503652039325
1739209851.8035789;-38.13080360867914
1739209851.803592;-45.120503652039325
1739209851.8036053;-38.13080360867914
1739209851.8036187;-35.57807855764607
1739209851.8036318;-35.57807855764607
1739209851.8036451;-38.13080360867914
1739209851.8036585;-38.13080360867914
1739209851.8036716;-45.120503652039325
1739209851.803685;-45.120503652039325
1739209851.8036983;-45.120503652039325
1739209851.8037114;-45.120503652039325
1739209851.8037248;-38.13080360867914
1739209851.803738;-38.13080360867914
1739209851.8037512;-45.120503652039325
1739209851.8037646;-45.120503652039325
1739209851.8037777;-38.13080360867914
1739209851.803791;-45.120503652039325
1739209851.8038044;-45.120503652039325
1739209851.8038175;-33.981070128970906
1739209851.8038309;-38.13080360867914
1739209851.8038442;-38.13080360867914
1739209851.8038573;-38.13080360867914
1739209851.8038707;-38.13080360867914
1739209851.803884;-45.120503652039325
1739209851.8038971;-45.120503652039325
1739209851.8039105;-38.13080360867914
1739209851.8039238;-35.57807855764607
1739209851.803937;-35.57807855764607
1739209851.8039503;-38.13080360867914
1739209851.8039637;-38.13080360867914
1739209851.8039768;-38.13080360867914
1739209851.8039901;-38.13080360867914
1739209851.8040032;-45.120503652039325
1739209851.8040166;-45.120503652039325
1739209851.80403;-38.13080360867914
1739209851.804043;-45.120503652039325
1739209851.8040564;-45.120503652039325
1739209851.8040698;-38.13080360867914
1739209851.8040829;-38.13080360867914
1739209851.8040962;-33.981070128970906
1739209851.8041096;-38.13080360867914
1739209851.8041227;-45.120503652039325
1739209851.804136;-32.816014438256545
1739209851.8041494;-38.13080360867914
1739209851.8041625;-38.13080360867914
1739209851.8041759;-38.13080360867914
1739209851.8041892;-45.120503652039325
1739209851.8042023;-45.120503652039325
1739209851.8042157;-38.13080360867914
1739209851.804229;-38.13080360867914
1739209851.8042421;-38.13080360867914
1739209851.8042555;-33.981070128970906
1739209851.8042686;-28.58837851428586
1739209851.804282;-38.13080360867914
1739209851.8042953;-45.120503652039325
1739209851.8043084;-35.57807855764607
1739209851.8043218;-33.981070128970906
1739209851.804335;-38.13080360867914
1739209851.8043482;-45.120503652039325
1739209851.8043616;-45.120503652039325
1739209851.804375;-35.57807855764607
1739209851.804388;-45.120503652039325
1739209851.8044014;-45.120503652039325
1739209851.8044147;-45.120503652039325
1739209851.8044279;-45.120503652039325
1739209851.8044412;-45.120503652039325
1739209851.8044546;-45.120503652039325
1739209851.8044677;-38.13080360867914
1739209851.804481;-35.57807855764607
1739209851.8044941;-38.13080360867914
1739209851.8045075;-38.13080360867914
1739209851.8045208;-45.120503652039325
1739209851.804534;-45.120503652039325
1739209851.8045473;-35.57807855764607
1739209851.8045607;-32.816014438256545
1739209851.8045738;-38.13080360867914
1739209851.8045871;-31.141103565318915
1739209851.8046005;-45.120503652039325
1739209851.8046136;-38.13080360867914
1739209851.804627;-38.13080360867914
1739209851.8046403;-38.13080360867914
1739209851.8046534;-45.120503652039325
1739209851.8046668;-35.57807855764607
1739209851.80468;-38.13080360867914
1739209851.8046932;-33.981070128970956
1739209851.8047066;-38.13080360867914
1739209851.80472;-32.816014438256545
1739209851.804733;-45.120503652039325
1739209851.8047464;-45.120503652039325
1739209851.8047595;-45.120503652039325
1739209851.8047729;-45.120503652039325
1739209851.8047862;-35.57807855764607
1739209851.8047993;-38.13080360867914
1739209851.8048127;-45.120503652039325
1739209851.804826;-45.120503652039325
1739209851.8048391;-45.120503652039325
1739209851.8048525;-45.120503652039325
1739209851.8048658;-45.120503652039325
