CAN Message; 0x150:0500a6dc4c692e61
1739209878.0519183;-38.13080360867914
1739209878.0519187;-31.141103565318893
1739209878.051919;-32.816014438256545
1739209878.0519192;-38.13080360867914
1739209878.0519195;-32.816014438256545
1739209878.0519197;-38.13080360867914
1739209878.0519202;-45.120503652039325
1739209878.0519204;-38.13080360867914
1739209878.0519207;-45.120503652039325
1739209878.051921;-30.49652367304973
1739209878.0519211;-35.57807855764607
1739209878.0519214;-45.120503652039325
1739209878.0519218;-45.120503652039325
1739209878.051922;-35.57807855764607
1739209878.0519223;-38.13080360867914
1739209878.0519226;-45.120503652039325
1739209878.0519228;-45.120503652039325
1739209878.0519233;-38.13080360867914
1739209878.0519235;-45.120503652039325
1739209878.0519238;-38.13080360867914
1739209878.051924;-45.120503652039325
1739209878.0519242;-45.120503652039325
1739209878.0519247;-38.13080360867914
1739209878.051925;-38.13080360867914
1739209878.0519252;-38.13080360867914
1739209878.0519254;-32.816014438256545
1739209878.0519257;-35.57807855764607
1739209878.0519261;-45.120503652039325
1739209878.0519264;-38.13080360867914
1739209878.0519266;-38.13080360867914
1739209878.0519269;-45.120503652039325
1739209878.051927;-45.120503652039325
1739209878.0519276;-35.57807855764607
1739209878.0519278;-38.13080360867914
1739209878.051928;-28.58837851428586
1739209878.0519283;-29.438486411369375
1739209878.0519285;-26.487275050834725
1739209878.051929;-28.58837851428586
1739209878.0519292;-26.487275050834715
1739209878.0519295;-35.57807855764607
1739209878.0519297;-45.120503652039325
1739209878.05193;-45.120503652039325
1739209878.0519302;-45.120503652039325
1739209878.0519307;-38.13080360867914
1739209878.051931;-32.816014438256545
1739209878.0519311;-38.13080360867914
1739209878.0519314;-27.267205301931607
1739209878.0519316;-23.506823629689542
1739209878.051932;-28.992665084841967
1739209878.0519323;-31.141103565318915
1739209878.0519326;-26.991370085610736
1739209878.0519328;-28.992665084841942
1739209878.051933;-45.120503652039325
1739209878.0519335;-32.816014438256545
1739209878.0519338;-38.13080360867914
1739209878.051934;-38.13080360867914
1739209878.0519342;-45.120503652039325
1739209878.0519345;-45.120503652039325
1739209878.051935;-45.120503652039325
1739209878.0519352;-25.826314394896357
1739209878.0519354;-22.740042620751332
1739209878.0519357;-27.267205301931607
1739209878.051936;-28.992665084841942
1739209878.0519364;-24.438645034577675
1739209878.0519366;-38.13080360867914
1739209878.0519369;-32.81601443825658
1739209878.051937;-38.13080360867914
1739209878.0519373;-38.13080360867914
1739209878.0519376;-38.13080360867914
1739209878.051938;-38.13080360867914
1739209878.0519383;-38.13080360867914
1739209878.0519385;-35.57807855764607
1739209878.0519388;-25.25278630937684
1739209878.051939;-24.746238672633048
1739209878.0519395;-32.816014438256545
1739209878.0519397;-33.981070128970906
1739209878.05194;-45.120503652039325
1739209878.0519402;-31.141103565318915
1739209878.0519404;-35.57807855764607
1739209878.051941;-45.120503652039325
1739209878.0519412;-38.13080360867914
1739209878.0519414;-30.49652367304973
1739209878.0519416;-45.120503652039325
1739209878.0519419;-28.992665084841942
1739209878.0519423;-27.267205301931607
1739209878.0519426;-25.252786309376837
1739209878.0519428;-32.816014438256545
1739209878.051943;-32.816014438256545
1739209878.0519433;-38.13080360867914
1739209878.0519438;-30.49652367304973
1739209878.051944;-35.57807855764607
1739209878.0519443;-38.13080360867914
1739209878.0519445;-31.141103565318893
1739209878.0519447;-38.13080360867914
1739209878.0519452;-33.981070128970956
1739209878.0519454;-33.981070128970906
1739209878.0519457;-24.15140352195872
1739209878.051946;-25.826314394896354
1739209878.0519462;-38.13080360867914
1739209878.0519464;-38.13080360867914
1739209878.0519469;-45.120503652039325
1739209878.051947;-29.438486411369333
1739209878.0519474;-28.992665084841942
1739209878.0519476;-45.120503652039325
1739209878.0519478;-38.13080360867914
1739209878.0519483;-45.120503652039325
1739209878.0519485;-28.58837851428586
1739209878.0519488;-32.816014438256545
1739209878.051949;-28.218542851754165
1739209878.0519493;-22.175841390423358
1739209878.0519497;-31.141103565318915
1739209878.05195;-31.141103565318943
1739209878.0519502;-45.120503652039325
1739209878.0519505;-30.49652367304973
1739209878.0519507;-31.14110356531892
1739209878.0519512;-38.13080360867914
1739209878.0519514;-32.816014438256545
1739209878.0519516;-38.13080360867914
1739209878.051952;-33.981070128970956
1739209878.0519521;-35.57807855764607
1739209878.0519526;-26.991370085610722
1739209878.0519528;-23.506823629689542
1739209878.051953;-26.991370085610722
1739209878.0519533;-31.141103565318915
1739209878.0519536;-35.57807855764607
1739209878.051954;-38.13080360867914
1739209878.0519543;-28.992665084841942
1739209878.0519545;-28.992665084841942
1739209878.0519547;-45.120503652039325
1739209878.051955;-45.120503652039325
1739209878.0519552;-33.981070128970906
1739209878.0519557;-30.49652367304973
1739209878.051956;-35.57807855764607
1739209878.0519562;-24.589719217205094
1739209878.0519564;-23.75329798047522
1739209878.0519567;-30.49652367304973
1739209878.0519571;-38.13080360867914
1739209878.0519574;-33.981070128970906
1739209878.0519576;-33.981070128970906
1739209878.0519578;-31.141103565318915
1739209878.051958;-33.981070128970906
1739209878.0519586;-35.57807855764607
1739209878.0519588;-38.13080360867914
1739209878.051959;-38.13080360867914
1739209878.0519593;-38.13080360867914
1739209878.0519595;-45.120503652039325
1739209878.05196;-45.120503652039325
1739209878.0519602;-38.13080360867914
1739209878.0519605;-45.120503652039325
1739209878.0519607;-35.57807855764607
1739209878.051961;-38.13080360867914
1739209878.0519614;-38.13080360867914
1739209878.0519617;-35.57807855764607
1739209878.051962;-45.120503652039325
1739209878.0519621;-45.120503652039325
1739209878.0519624;-38.13080360867914
1739209878.0519629;-38.13080360867914
1739209878.051963;-45.120503652039325
1739209878.0519633;-38.13080360867914
1739209878.0519636;-33.981070128970906
1739209878.0519638;-38.13080360867914
1739209878.051964;-38.13080360867914
1739209878.0519645;-33.981070128970906
1739209878.0519648;-33.981070128970906
1739209878.051965;-45.120503652039325
1739209878.0519652;-45.120503652039325
1739209878.0519655;-45.120503652039325
1739209878.051966;-45.120503652039325
1739209878.0519662;-45.120503652039325
1739209878.0519664;-35.57807855764607
1739209878.0519667;-38.13080360867914
1739209878.051967;-45.120503652039325
1739209878.0519674;-35.57807855764607
1739209878.0519676;-38.13080360867914
1739209878.0519679;-38.13080360867914
1739209878.051968;-33.981070128970906
1739209878.0519683;-38.13080360867914
1739209878.0519688;-45.120503652039325
1739209878.051969;-45.120503652039325
1739209878.0519693;-38.13080360867914
1739209878.0519695;-33.981070128970906
1739209878.0519698;-45.120503652039325
1739209878.0519702;-45.120503652039325
1739209878.0519705;-45.120503652039325
1739209878.0519707;-45.120503652039325
1739209878.051971;-45.120503652039325
1739209878.0519712;-35.57807855764607
1739209878.0519717;-45.120503652039325
1739209878.051972;-45.120503652039325
1739209878.0519722;-33.981070128970906
1739209878.0519724;-45.120503652039325
1739209878.0519726;-38.13080360867914
1739209878.0519729;-45.120503652039325
1739209878.0519733;-45.120503652039325
1739209878.0519736;-45.120503652039325
1739209878.0519738;-45.120503652039325
1739209878.051974;-45.120503652039325
1739209878.0519743;-45.120503652039325
1739209878.0519748;-38.13080360867914
1739209878.051975;-32.816014438256545
1739209878.0519753;-35.57807855764607
1739209878.0519755;-38.13080360867914
1739209878.0519757;-38.13080360867914
1739209878.0519762;-32.816014438256545
1739209878.0519764;-31.141103565318893
1739209878.0519767;-45.120503652039325
1739209878.051977;-45.120503652039325
1739209878.0519772;-38.13080360867914
1739209878.0519776;-33.981070128970906
1739209878.0519779;-45.120503652039325
1739209878.051978;-32.816014438256545
1739209878.0519783;-45.120503652039325
1739209878.0519786;-45.120503652039325
1739209878.051979;-38.13080360867914
1739209878.0519793;-45.120503652039325
1739209878.0519795;-45.120503652039325
1739209878.0519798;-45.120503652039325
1739209878.05198;-38.13080360867914
1739209878.0519805;-38.13080360867914
1739209878.0519807;-35.57807855764607
1739209878.051981;-32.816014438256545
1739209878.0519812;-45.120503652039325
1739209878.0519814;-45.120503652039325
1739209878.0519817;-35.57807855764607
1739209878.0519822;-29.438486411369333
1739209878.0519824;-45.120503652039325
1739209878.0519826;-38.13080360867914
1739209878.0519829;-31.141103565318893
1739209878.051983;-35.57807855764607
1739209878.0519836;-29.438486411369354
1739209878.0519838;-32.816014438256545
1739209878.051984;-35.57807855764607
1739209878.0519843;-28.58837851428586
1739209878.0519845;-26.035653463252796
1739209878.051985;-27.877744956031414
1739209878.0519853;-33.981070128970956
1739209878.0519855;-33.981070128970956
1739209878.0519857;-35.57807855764607
1739209878.051986;-27.267205301931607
1739209878.0519865;-33.981070128970906
1739209878.0519867;-35.57807855764607
1739209878.051987;-30.49652367304973
1739209878.0519872;-38.13080360867914
1739209878.0519874;-26.991370085610736
1739209878.051988;-31.141103565318915
1739209878.0519881;-38.13080360867914
1739209878.0519884;-32.816014438256545
1739209878.0519886;-25.826314394896357
1739209878.0519888;-32.816014438256545
1739209878.051989;-26.991370085610754
1739209878.0519896;-24.746238672633048
1739209878.0519898;-28.58837851428586
1739209878.05199;-26.991370085610736
1739209878.0519903;-45.120503652039325
1739209878.0519905;-26.991370085610722
1739209878.051991;-33.981070128970906
1739209878.0519912;-33.981070128970906
1739209878.0519915;-28.58837851428586
1739209878.0519917;-33.981070128970906
1739209878.051992;-32.816014438256545
1739209878.0519924;-33.981070128970956
1739209878.0519927;-35.57807855764607
1739209878.051993;-25.252786309376837
1739209878.0519931;-45.120503652039325
1739209878.0519934;-25.826314394896357
1739209878.0519938;-33.981070128970906
1739209878.051994;-38.13080360867914
1739209878.0519943;-33.981070128970906
1739209878.0519946;-31.141103565318915
1739209878.0519948;-45.120503652039325
1739209878.0519953;-45.120503652039325
1739209878.0519955;-35.57807855764607
1739209878.0519958;-38.13080360867914
1739209878.051996;-28.992665084841942
1739209878.0519962;-29.438486411369333
1739209878.0519967;-25.826314394896357
1739209878.051997;-38.13080360867914
1739209878.0519972;-45.120503652039325
1739209878.0519974;-45.120503652039325
1739209878.0519977;-33.981070128970906
1739209878.051998;-33.981070128970956
1739209878.0519984;-38.13080360867914
1739209878.0519986;-28.58837851428586
1739209878.0519989;-33.981070128970956
1739209878.051999;-33.981070128970956
1739209878.0519993;-26.03565346325281
1739209878.0519998;-24.746238672633048
1739209878.052;-32.816014438256545
1739209878.0520003;-31.14110356531892
1739209878.0520005;-26.991370085610736
1739209878.0520008;-35.57807855764607
1739209878.0520012;-45.120503652039325
1739209878.0520015;-32.816014438256545
1739209878.0520017;-27.267205301931607
1739209878.052002;-31.141103565318915
1739209878.0520022;-31.141103565318915
1739209878.0520027;-25.826314394896357
1739209878.052003;-31.141103565318915
1739209878.0520031;-28.992665084841942
1739209878.0520034;-33.981070128970906
1739209878.0520036;-27.877744956031414
1739209878.052004;-28.58837851428586
1739209878.0520043;-45.120503652039325
1739209878.0520046;-32.816014438256545
1739209878.0520048;-28.992665084841942
1739209878.052005;-31.141103565318943
1739209878.0520055;-26.991370085610722
1739209878.0520058;-38.13080360867914
1739209878.052006;-33.981070128970956
1739209878.0520062;-25.826314394896357
1739209878.0520065;-27.877744956031417
1739209878.0520067;-27.877744956031417
1739209878.0520072;-23.75329798047522
1739209878.0520074;-38.13080360867914
1739209878.0520077;-45.120503652039325
1739209878.052008;-29.438486411369333
1739209878.0520082;-33.981070128970906
1739209878.0520086;-38.13080360867914
1739209878.0520089;-45.120503652039325
1739209878.052009;-31.14110356531892
1739209878.0520093;-33.981070128970906
1739209878.0520096;-33.981070128970956
1739209878.05201;-24.589719217205094
1739209878.0520103;-28.992665084841942
1739209878.0520105;-33.981070128970956
1739209878.0520108;-35.57807855764607
1739209878.052011;-33.981070128970906
1739209878.0520115;-33.981070128970956
1739209878.0520117;-35.57807855764607
1739209878.052012;-35.57807855764607
1739209878.0520122;-30.49652367304976
1739209878.0520124;-26.991370085610722
1739209878.052013;-28.992665084841942
1739209878.0520132;-45.120503652039325
1739209878.0520134;-45.120503652039325
1739209878.0520136;-32.816014438256545
1739209878.0520139;-45.120503652039325
1739209878.0520144;-31.141103565318915
1739209878.0520146;-31.141103565318915
1739209878.0520148;-30.49652367304976
1739209878.052015;-31.141103565318915
1739209878.0520153;-28.992665084841942
1739209878.0520155;-30.49652367304973
1739209878.052016;-45.120503652039325
1739209878.0520163;-38.13080360867914
1739209878.0520165;-26.487275050834715
1739209878.0520167;-33.981070128970906
1739209878.052017;-28.588378514285886
1739209878.0520175;-27.877744956031414
1739209878.0520177;-26.991370085610736
1739209878.052018;-27.8777449560314
1739209878.0520182;-32.816014438256545
1739209878.0520184;-33.981070128970906
1739209878.052019;-28.992665084841942
1739209878.0520191;-33.981070128970956
1739209878.0520194;-27.267205301931607
1739209878.0520196;-28.992665084841942
1739209878.0520198;-28.992665084841942
1739209878.0520203;-38.13080360867914
1739209878.0520205;-38.13080360867914
1739209878.0520208;-28.58837851428586
1739209878.052021;-28.58837851428586
1739209878.0520213;-38.13080360867914
1739209878.0520217;-33.981070128970906
1739209878.052022;-38.13080360867914
1739209878.0520222;-45.120503652039325
1739209878.0520225;-38.13080360867914
1739209878.0520227;-29.438486411369333
1739209878.0520232;-25.252786309376837
1739209878.0520234;-33.981070128970956
1739209878.0520236;-35.57807855764607
1739209878.052024;-45.120503652039325
1739209878.0520241;-35.57807855764607
1739209878.0520244;-38.13080360867914
1739209878.0520248;-35.57807855764607
1739209878.052025;-25.826314394896354
1739209878.0520253;-29.438486411369347
1739209878.0520256;-31.141103565318943
1739209878.0520258;-38.13080360867914
1739209878.0520263;-23.16150712794696
1739209878.0520265;-27.267205301931607
1739209878.0520267;-38.13080360867914
1739209878.052027;-29.438486411369333
1739209878.0520272;-33.981070128970956
1739209878.0520277;-35.57807855764607
1739209878.052028;-31.141103565318893
1739209878.0520282;-35.57807855764607
1739209878.0520284;-38.13080360867914
1739209878.0520287;-31.141103565318915
1739209878.0520291;-38.13080360867914
1739209878.0520294;-45.120503652039325
1739209878.0520296;-33.981070128970906
1739209878.0520298;-35.57807855764607
1739209878.05203;-33.981070128970906
1739209878.0520306;-33.981070128970956
1739209878.0520308;-33.981070128970906
1739209878.052031;-33.981070128970906
1739209878.0520313;-31.141103565318943
1739209878.0520315;-31.141103565318915
1739209878.052032;-35.57807855764607
1739209878.0520322;-28.992665084841942
1739209878.0520325;-23.506823629689542
1739209878.0520327;-38.13080360867914
1739209878.052033;-38.13080360867914
1739209878.0520332;-32.81601443825658
1739209878.0520337;-28.58837851428586
1739209878.052034;-31.141103565318915
1739209878.0520341;-38.13080360867914
1739209878.0520344;-31.141103565318915
1739209878.0520346;-32.816014438256545
1739209878.052035;-33.981070128970906
1739209878.0520353;-27.267205301931607
1739209878.0520356;-31.141103565318915
1739209878.0520358;-45.120503652039325
1739209878.052036;-38.13080360867914
1739209878.0520365;-24.589719217205094
1739209878.0520368;-29.438486411369354
1739209878.052037;-38.13080360867914
1739209878.0520372;-45.120503652039325
1739209878.0520375;-45.120503652039325
1739209878.052038;-45.120503652039325
1739209878.0520382;-35.57807855764607
1739209878.0520384;-45.120503652039325
1739209878.0520387;-32.816014438256545
1739209878.052039;-33.981070128970906
1739209878.0520394;-45.120503652039325
1739209878.0520396;-38.13080360867914
1739209878.0520399;-35.57807855764607
1739209878.05204;-32.816014438256545
1739209878.0520403;-38.13080360867914
1739209878.0520406;-27.877744956031414
1739209878.052041;-31.141103565318915
1739209878.0520413;-45.120503652039325
1739209878.0520415;-38.13080360867914
1739209878.0520418;-38.13080360867914
1739209878.052042;-30.49652367304973
1739209878.0520425;-38.13080360867914
1739209878.0520427;-38.13080360867914
1739209878.052043;-45.120503652039325
1739209878.0520432;-26.991370085610736
1739209878.0520434;-32.816014438256545
1739209878.052044;-38.13080360867914
1739209878.0520442;-30.49652367304973
1739209878.0520444;-45.120503652039325
1739209878.0520446;-38.13080360867914
1739209878.0520449;-28.992665084841942
1739209878.0520453;-33.981070128970956
1739209878.0520456;-29.438486411369333
1739209878.0520458;-32.816014438256545
1739209878.052046;-33.981070128970906
1739209878.0520463;-38.13080360867914
1739209878.0520468;-33.981070128970906
1739209878.052047;-45.120503652039325
1739209878.0520473;-31.141103565318915
1739209878.0520475;-31.141103565318893
1739209878.0520477;-38.13080360867914
1739209878.0520482;-35.57807855764607
1739209878.0520484;-32.816014438256545
1739209878.0520487;-29.438486411369333
1739209878.052049;-38.13080360867914
1739209878.0520492;-28.58837851428586
1739209878.0520494;-32.816014438256545
1739209878.0520499;-38.13080360867914
1739209878.05205;-38.13080360867914
1739209878.0520504;-45.120503652039325
1739209878.0520506;-38.13080360867914
1739209878.0520508;-24.15140352195872
1739209878.0520513;-25.826314394896357
1739209878.0520515;-33.981070128970956
1739209878.0520518;-45.120503652039325
1739209878.052052;-45.120503652039325
1739209878.0520523;-35.57807855764607
1739209878.0520527;-45.120503652039325
1739209878.052053;-26.991370085610722
1739209878.0520532;-24.438645034577675
1739209878.0520535;-29.438486411369375
1739209878.0520537;-32.816014438256545
1739209878.0520542;-22.841636605902558
1739209878.0520544;-28.58837851428586
1739209878.0520546;-32.816014438256545
1739209878.052055;-45.120503652039325
1739209878.0520551;-31.141103565318915
1739209878.0520556;-45.120503652039325
1739209878.0520558;-30.49652367304973
1739209878.052056;-35.57807855764607
1739209878.0520563;-38.13080360867914
1739209878.0520566;-45.120503652039325
1739209878.052057;-45.120503652039325
1739209878.0520573;-38.13080360867914
1739209878.0520575;-45.120503652039325
1739209878.0520577;-38.13080360867914
1739209878.052058;-38.13080360867914
1739209878.0520582;-38.13080360867914
1739209878.0520587;-38.13080360867914
1739209878.052059;-45.120503652039325
1739209878.0520592;-45.120503652039325
1739209878.0520594;-33.981070128970906
1739209878.0520597;-38.13080360867914
1739209878.0520601;-45.120503652039325
1739209878.0520604;-45.120503652039325
1739209878.0520606;-38.13080360867914
1739209878.0520608;-38.13080360867914
1739209878.052061;-38.13080360867914
1739209878.0520616;-27.267205301931607
1739209878.0520618;-35.57807855764607
1739209878.052062;-45.120503652039325
1739209878.0520623;-45.120503652039325
1739209878.0520625;-38.13080360867914
1739209878.052063;-45.120503652039325
1739209878.0520632;-35.57807855764607
1739209878.0520635;-33.981070128970906
1739209878.0520637;-32.81601443825658
1739209878.052064;-45.120503652039325
1739209878.0520644;-33.981070128970906
1739209878.0520647;-45.120503652039325
1739209878.052065;-45.120503652039325
1739209878.0520651;-45.120503652039325
1739209878.0520654;-45.120503652039325
1739209878.0520658;-45.120503652039325
1739209878.052066;-38.13080360867914
1739209878.0520663;-38.13080360867914
1739209878.0520666;-38.13080360867914
1739209878.0520668;-38.13080360867914
1739209878.052067;-38.13080360867914
1739209878.0520675;-45.120503652039325
1739209878.0520678;-45.120503652039325
1739209878.052068;-45.120503652039325
1739209878.0520682;-28.992665084841942
1739209878.0520685;-38.13080360867914
1739209878.052069;-38.13080360867914
1739209878.0520692;-45.120503652039325
1739209878.0520694;-32.816014438256545
1739209878.0520697;-35.57807855764607
1739209878.05207;-45.120503652039325
1739209878.0520704;-45.120503652039325
1739209878.0520706;-38.13080360867914
1739209878.0520709;-38.13080360867914
1739209878.052071;-38.13080360867914
1739209878.0520713;-45.120503652039325
1739209878.0520718;-38.13080360867914
1739209878.052072;-38.13080360867914
1739209878.0520723;-35.57807855764607
1739209878.0520725;-38.13080360867914
1739209878.0520728;-26.991370085610722
1739209878.0520732;-32.816014438256545
1739209878.0520735;-38.13080360867914
1739209878.0520737;-35.57807855764607
1739209878.052074;-45.120503652039325
1739209878.0520742;-38.13080360867914
1739209878.0520747;-38.13080360867914
1739209878.052075;-45.120503652039325
1739209878.0520751;-35.57807855764607
1739209878.0520754;-38.13080360867914
1739209878.0520756;-38.13080360867914
1739209878.0520759;-35.57807855764607
1739209878.0520763;-38.13080360867914
1739209878.0520766;-45.120503652039325
1739209878.0520768;-45.120503652039325
1739209878.052077;-45.120503652039325
1739209878.0520773;-45.120503652039325
1739209878.0520778;-45.120503652039325
1739209878.052078;-38.13080360867914
1739209878.0520782;-45.120503652039325
1739209878.0520785;-45.120503652039325
1739209878.0520787;-32.816014438256545
1739209878.0520792;-45.120503652039325
1739209878.0520794;-45.120503652039325
1739209878.0520797;-38.13080360867914
1739209878.05208;-38.13080360867914
1739209878.0520802;-38.13080360867914
1739209878.0520806;-38.13080360867914
1739209878.0520809;-45.120503652039325
1739209878.052081;-45.120503652039325
1739209878.0520813;-38.13080360867914
1739209878.0520816;-38.13080360867914
1739209878.052082;-45.120503652039325
1739209878.0520823;-45.120503652039325
1739209878.0520825;-45.120503652039325
1739209878.0520828;-45.120503652039325
1739209878.052083;-38.13080360867914
1739209878.0520835;-38.13080360867914
1739209878.0520837;-30.49652367304973
1739209878.052084;-35.57807855764607
1739209878.0520842;-38.13080360867914
1739209878.0520844;-38.13080360867914
1739209878.0520847;-38.13080360867914
1739209878.0520852;-35.57807855764607
1739209878.0520854;-45.120503652039325
1739209878.0520856;-38.13080360867914
1739209878.0520859;-45.120503652039325
1739209878.052086;-45.120503652039325
1739209878.0520866;-35.57807855764607
1739209878.0520868;-38.13080360867914
1739209878.052087;-45.120503652039325
1739209878.0520873;-38.13080360867914
1739209878.0520875;-38.13080360867914
1739209878.052088;-45.120503652039325
1739209878.0520883;-45.120503652039325
1739209878.0520885;-45.120503652039325
1739209878.0520887;-38.13080360867914
1739209878.052089;-38.13080360867914
1739209878.0520895;-38.13080360867914
1739209878.0520897;-35.57807855764607
1739209878.05209;-38.13080360867914
1739209878.0520902;-38.13080360867914
1739209878.0520904;-38.13080360867914
1739209878.052091;-38.13080360867914
1739209878.0520911;-38.13080360867914
1739209878.0520914;-31.141103565318915
1739209878.0520916;-35.57807855764607
1739209878.0520918;-35.57807855764607
1739209878.052092;-38.13080360867914
1739209878.0520926;-45.120503652039325
1739209878.0520928;-35.57807855764607
1739209878.052093;-38.13080360867914
1739209878.0520933;-45.120503652039325
1739209878.0520935;-32.81601443825658
1739209878.052094;-38.13080360867914
1739209878.0520942;-45.120503652039325
1739209878.0520945;-38.13080360867914
1739209878.0520947;-45.120503652039325
1739209878.052095;-45.120503652039325
1739209878.0520954;-38.13080360867914
1739209878.0520957;-38.13080360867914
1739209878.052096;-28.992665084841942
1739209878.0520961;-45.120503652039325
1739209878.0520964;-45.120503652039325
1739209878.0520968;-45.120503652039325
1739209878.052097;-38.13080360867914
1739209878.0520973;-35.57807855764607
1739209878.0520976;-38.13080360867914
1739209878.0520978;-38.13080360867914
1739209878.0520983;-38.13080360867914
1739209878.0520985;-38.13080360867914
1739209878.0520988;-45.120503652039325
1739209878.052099;-45.120503652039325
1739209878.0520992;-45.120503652039325
1739209878.0520997;-38.13080360867914
1739209878.0521;-35.57807855764607
1739209878.0521002;-38.13080360867914
1739209878.0521004;-45.120503652039325
1739209878.0521007;-45.120503652039325
1739209878.052101;-45.120503652039325
1739209878.0521014;-38.13080360867914
1739209878.0521016;-38.13080360867914
1739209878.0521019;-45.120503652039325
1739209878.052102;-45.120503652039325
1739209878.0521023;-45.120503652039325
1739209878.0521028;-31.141103565318915
1739209878.052103;-33.981070128970906
1739209878.0521033;-38.13080360867914
1739209878.0521035;-38.13080360867914
1739209878.0521038;-33.981070128970906
1739209878.0521042;-38.13080360867914
1739209878.0521045;-45.120503652039325
1739209878.0521047;-38.13080360867914
1739209878.052105;-38.13080360867914
1739209878.0521052;-38.13080360867914
1739209878.0521057;-33.981070128970906
1739209878.052106;-45.120503652039325
1739209878.0521061;-45.120503652039325
1739209878.0521064;-38.13080360867914
1739209878.0521066;-32.816014438256545
1739209878.052107;-38.13080360867914
1739209878.0521073;-38.13080360867914
1739209878.0521076;-45.120503652039325
1739209878.0521078;-38.13080360867914
1739209878.052108;-38.13080360867914
1739209878.0521085;-45.120503652039325
1739209878.0521088;-45.120503652039325
1739209878.052109;-45.120503652039325
1739209878.0521092;-38.13080360867914
1739209878.0521095;-33.981070128970906
1739209878.0521097;-32.816014438256545
1739209878.0521102;-35.57807855764607
1739209878.0521104;-45.120503652039325
1739209878.0521107;-38.13080360867914
1739209878.052111;-35.57807855764607
1739209878.0521111;-35.57807855764607
1739209878.0521116;-38.13080360867914
1739209878.0521119;-38.13080360867914
1739209878.052112;-45.120503652039325
1739209878.0521123;-45.120503652039325
1739209878.0521126;-32.816014438256545
1739209878.052113;-35.57807855764607
1739209878.0521133;-45.120503652039325
1739209878.0521135;-45.120503652039325
1739209878.0521138;-38.13080360867914
1739209878.052114;-35.57807855764607
1739209878.0521145;-45.120503652039325
1739209878.0521147;-45.120503652039325
1739209878.052115;-45.120503652039325
1739209878.0521152;-45.120503652039325
1739209878.0521154;-45.120503652039325
1739209878.052116;-38.13080360867914
1739209878.0521162;-38.13080360867914
1739209878.0521164;-45.120503652039325
1739209878.0521166;-38.13080360867914
1739209878.0521169;-38.13080360867914
1739209878.0521173;-45.120503652039325
1739209878.0521176;-45.120503652039325
1739209878.0521178;-38.13080360867914
1739209878.052118;-45.120503652039325
1739209878.0521183;-38.13080360867914
1739209878.0521185;-45.120503652039325
1739209878.052119;-32.816014438256545
1739209878.0521193;-38.13080360867914
1739209878.0521195;-45.120503652039325
1739209878.0521197;-38.13080360867914
1739209878.05212;-38.13080360867914
1739209878.0521204;-38.13080360867914
1739209878.0521207;-45.120503652039325
1739209878.052121;-32.816014438256545
1739209878.0521212;-38.13080360867914
1739209878.0521214;-45.120503652039325
1739209878.0521219;-38.13080360867914
1739209878.052122;-38.13080360867914
1739209878.0521224;-45.120503652039325
1739209878.0521226;-38.13080360867914
1739209878.0521228;-38.13080360867914
1739209878.0521233;-45.120503652039325
1739209878.0521235;-28.58837851428586
1739209878.0521238;-32.816014438256545
1739209878.052124;-45.120503652039325
1739209878.0521243;-38.13080360867914
1739209878.0521247;-35.57807855764607
1739209878.052125;-38.13080360867914
1739209878.0521252;-45.120503652039325
1739209878.0521255;-38.13080360867914
1739209878.0521257;-45.120503652039325
1739209878.0521262;-45.120503652039325
1739209878.0521264;-38.13080360867914
1739209878.0521266;-38.13080360867914
1739209878.052127;-45.120503652039325
1739209878.0521271;-45.120503652039325
1739209878.0521274;-33.981070128970906
1739209878.0521278;-38.13080360867914
1739209878.052128;-38.13080360867914
1739209878.0521283;-38.13080360867914
1739209878.0521286;-38.13080360867914
1739209878.0521288;-38.13080360867914
1739209878.0521293;-45.120503652039325
1739209878.0521295;-45.120503652039325
1739209878.0521297;-38.13080360867914
1739209878.05213;-45.120503652039325
1739209878.0521302;-29.438486411369333
1739209878.0521307;-32.816014438256545
1739209878.052131;-45.120503652039325
1739209878.0521312;-38.13080360867914
1739209878.0521314;-38.13080360867914
1739209878.0521317;-35.57807855764607
1739209878.0521321;-45.120503652039325
1739209878.0521324;-38.13080360867914
1739209878.0521326;-45.120503652039325
1739209878.0521328;-45.120503652039325
1739209878.052133;-45.120503652039325
1739209878.0521336;-45.120503652039325
1739209878.0521338;-38.13080360867914
1739209878.052134;-33.981070128970906
1739209878.0521343;-32.816014438256545
1739209878.0521345;-38.13080360867914
1739209878.0521348;-32.816014438256545
1739209878.0521352;-29.438486411369333
1739209878.0521355;-45.120503652039325
1739209878.0521357;-33.981070128970906
1739209878.052136;-38.13080360867914
1739209878.0521362;-45.120503652039325
1739209878.0521367;-32.816014438256545
1739209878.052137;-35.57807855764607
1739209878.0521371;-45.120503652039325
1739209878.0521374;-45.120503652039325
1739209878.0521376;-35.57807855764607
1739209878.052138;-35.57807855764607
1739209878.0521383;-45.120503652039325
1739209878.0521386;-45.120503652039325
1739209878.0521388;-38.13080360867914
1739209878.052139;-35.57807855764607
1739209878.0521395;-45.120503652039325
1739209878.0521398;-45.120503652039325
1739209878.05214;-35.57807855764607
1739209878.0521402;-32.816014438256545
1739209878.0521405;-45.120503652039325
1739209878.052141;-45.120503652039325
1739209878.0521412;-38.13080360867914
1739209878.0521414;-45.120503652039325
1739209878.0521417;-32.816014438256545
