CAN Message; 0x150:00006739a98746ef
1739209699.2937164;-45.120503652039325
1739209699.2937183;-45.120503652039325
1739209699.29372;-38.13080360867914
1739209699.293722;-38.13080360867914
1739209699.2937238;-38.13080360867914
1739209699.2937257;-45.120503652039325
1739209699.2937274;-38.13080360867914
1739209699.2937293;-38.13080360867914
1739209699.2937312;-38.13080360867914
1739209699.2937331;-38.13080360867914
1739209699.293735;-31.141103565318915
1739209699.2937367;-35.57807855764607
1739209699.2937386;-38.13080360867914
1739209699.2937405;-35.57807855764607
1739209699.2937424;-38.13080360867914
1739209699.293744;-45.120503652039325
1739209699.293746;-38.13080360867914
1739209699.293748;-38.13080360867914
1739209699.2937498;-45.120503652039325
1739209699.2937515;-45.120503652039325
1739209699.2937534;-38.13080360867914
1739209699.2937553;-45.120503652039325
1739209699.2937572;-45.120503652039325
1739209699.2937589;-45.120503652039325
1739209699.2937608;-45.120503652039325
1739209699.2937627;-45.120503652039325
1739209699.2937646;-38.13080360867914
1739209699.2937663;-35.57807855764607
1739209699.2937682;-38.13080360867914
1739209699.29377;-45.120503652039325
1739209699.293772;-38.13080360867914
1739209699.293774;-30.49652367304973
1739209699.2937756;-45.120503652039325
1739209699.2937775;-45.120503652039325
1739209699.2937794;-38.13080360867914
1739209699.2937813;-32.816014438256545
1739209699.293783;-45.120503652039325
1739209699.2937849;-45.120503652039325
1739209699.2937868;-45.120503652039325
1739209699.2937887;-45.120503652039325
1739209699.2937903;-45.120503652039325
1739209699.2937922;-38.13080360867914
1739209699.2937942;-38.13080360867914
1739209699.293796;-45.120503652039325
1739209699.2937977;-45.120503652039325
1739209699.2937996;-45.120503652039325
1739209699.2938015;-45.120503652039325
1739209699.2938035;-45.120503652039325
1739209699.2938051;-33.981070128970906
1739209699.293807;-35.57807855764607
1739209699.293809;-33.981070128970906
1739209699.2938108;-33.981070128970906
1739209699.2938128;-45.120503652039325
1739209699.2938144;-45.120503652039325
1739209699.2938163;-45.120503652039325
1739209699.2938182;-29.438486411369333
1739209699.2938201;-45.120503652039325
1739209699.2938218;-45.120503652039325
1739209699.2938237;-38.13080360867914
1739209699.2938256;-45.120503652039325
1739209699.2938275;-38.13080360867914
1739209699.2938292;-38.13080360867914
1739209699.293831;-45.120503652039325
1739209699.293833;-45.120503652039325
1739209699.293835;-45.120503652039325
1739209699.2938366;-45.120503652039325
1739209699.2938385;-38.13080360867914
1739209699.2938404;-38.13080360867914
1739209699.2938423;-45.120503652039325
1739209699.293844;-45.120503652039325
1739209699.293846;-38.13080360867914
1739209699.2938478;-26.035653463252796
1739209699.2938497;-38.13080360867914
1739209699.2938516;-45.120503652039325
1739209699.2938533;-38.13080360867914
1739209699.2938552;-35.57807855764607
1739209699.293857;-45.120503652039325
1739209699.293859;-45.120503652039325
1739209699.2938607;-45.120503652039325
1739209699.2938626;-32.81601443825658
1739209699.2938645;-45.120503652039325
1739209699.2938664;-38.13080360867914
1739209699.293868;-38.13080360867914
1739209699.29387;-45.120503652039325
1739209699.2938719;-45.120503652039325
1739209699.2938738;-45.120503652039325
1739209699.2938755;-45.120503652039325
1739209699.2938774;-26.991370085610736
1739209699.2938793;-38.13080360867914
1739209699.2938812;-45.120503652039325
1739209699.2938828;-45.120503652039325
1739209699.2938848;-35.57807855764607
1739209699.2938867;-38.13080360867914
1739209699.2938886;-45.120503652039325
1739209699.2938905;-38.13080360867914
1739209699.2938921;-45.120503652039325
1739209699.293894;-38.13080360867914
1739209699.293896;-45.120503652039325
1739209699.2938979;-45.120503652039325
1739209699.2938995;-45.120503652039325
1739209699.2939014;-38.13080360867914
1739209699.2939034;-45.120503652039325
1739209699.2939053;-38.13080360867914
1739209699.293907;-45.120503652039325
1739209699.2939088;-45.120503652039325
1739209699.2939107;-45.120503652039325
1739209699.2939126;-45.120503652039325
1739209699.2939143;-35.57807855764607
1739209699.2939162;-38.13080360867914
1739209699.2939181;-45.120503652039325
1739209699.29392;-45.120503652039325
1739209699.2939217;-30.49652367304973
1739209699.2939236;-32.816014438256545
1739209699.2939255;-38.13080360867914
1739209699.2939274;-38.13080360867914
1739209699.2939293;-45.120503652039325
1739209699.293931;-45.120503652039325
1739209699.293933;-45.120503652039325
1739209699.2939348;-45.120503652039325
1739209699.2939367;-45.120503652039325
1739209699.2939384;-45.120503652039325
1739209699.2939403;-38.13080360867914
1739209699.2939422;-35.57807855764607
1739209699.2939441;-45.120503652039325
1739209699.2939458;-38.13080360867914
1739209699.2939477;-38.13080360867914
1739209699.2939496;-45.120503652039325
1739209699.2939515;-32.816014438256545
1739209699.2939532;-31.141103565318915
1739209699.293955;-32.816014438256545
1739209699.293957;-45.120503652039325
1739209699.293959;-45.120503652039325
1739209699.2939606;-45.120503652039325
1739209699.2939625;-35.57807855764607
1739209699.2939644;-38.13080360867914
1739209699.2939663;-45.120503652039325
1739209699.2939682;-45.120503652039325
1739209699.2939699;-45.120503652039325
1739209699.2939718;-45.120503652039325
1739209699.2939737;-45.120503652039325
1739209699.2939756;-45.120503652039325
1739209699.2939773;-45.120503652039325
1739209699.2939792;-35.57807855764607
1739209699.293981;-38.13080360867914
1739209699.293983;-38.13080360867914
1739209699.2939847;-35.57807855764607
1739209699.2939866;-38.13080360867914
1739209699.2939885;-45.120503652039325
1739209699.2939904;-45.120503652039325
1739209699.293992;-38.13080360867914
1739209699.293994;-45.120503652039325
1739209699.2939959;-38.13080360867914
1739209699.2939978;-35.57807855764607
1739209699.2939994;-33.981070128970906
1739209699.2940013;-38.13080360867914
1739209699.2940032;-38.13080360867914
1739209699.2940052;-33.981070128970906
1739209699.294007;-45.120503652039325
1739209699.2940087;-45.120503652039325
1739209699.2940106;-38.13080360867914
1739209699.2940125;-45.120503652039325
1739209699.2940145;-38.13080360867914
1739209699.2940161;-38.13080360867914
1739209699.294018;-45.120503652039325
1739209699.29402;-38.13080360867914
1739209699.2940218;-38.13080360867914
1739209699.2940235;-45.120503652039325
1739209699.2940254;-45.120503652039325
1739209699.2940273;-38.13080360867914
1739209699.2940292;-45.120503652039325
1739209699.294031;-38.13080360867914
1739209699.2940328;-35.57807855764607
1739209699.2940347;-35.57807855764607
1739209699.2940366;-45.120503652039325
1739209699.2940383;-45.120503652039325
1739209699.2940402;-38.13080360867914
1739209699.294042;-45.120503652039325
1739209699.294044;-45.120503652039325
1739209699.294046;-38.13080360867914
1739209699.2940476;-38.13080360867914
1739209699.2940495;-33.981070128970906
1739209699.2940514;-38.13080360867914
1739209699.2940533;-38.13080360867914
1739209699.294055;-33.981070128970906
1739209699.294057;-45.120503652039325
1739209699.2940588;-45.120503652039325
1739209699.2940607;-38.13080360867914
1739209699.2940624;-38.13080360867914
1739209699.2940643;-45.120503652039325
1739209699.2940662;-38.13080360867914
1739209699.294068;-45.120503652039325
1739209699.2940698;-45.120503652039325
1739209699.2940717;-30.49652367304973
1739209699.2940736;-33.981070128970906
1739209699.2940755;-45.120503652039325
1739209699.2940772;-38.13080360867914
1739209699.294079;-35.57807855764607
1739209699.294081;-32.816014438256545
1739209699.2940829;-38.13080360867914
1739209699.2940848;-45.120503652039325
1739209699.2940865;-45.120503652039325
1739209699.2940884;-45.120503652039325
1739209699.2940903;-38.13080360867914
1739209699.2940922;-35.57807855764607
1739209699.2940938;-38.13080360867914
1739209699.2940958;-45.120503652039325
1739209699.2940977;-38.13080360867914
1739209699.2940996;-35.57807855764607
1739209699.2941012;-38.13080360867914
1739209699.2941031;-45.120503652039325
1739209699.294105;-38.13080360867914
1739209699.294107;-38.13080360867914
1739209699.2941086;-38.13080360867914
1739209699.2941105;-32.816014438256545
1739209699.2941124;-33.981070128970906
1739209699.2941144;-38.13080360867914
1739209699.294116;-35.57807855764607
1739209699.294118;-38.13080360867914
1739209699.2941198;-45.120503652039325
1739209699.2941217;-45.120503652039325
1739209699.2941236;-45.120503652039325
1739209699.2941253;-35.57807855764607
1739209699.2941272;-38.13080360867914
1739209699.2941291;-45.120503652039325
1739209699.294131;-45.120503652039325
1739209699.2941327;-33.981070128970956
1739209699.2941346;-38.13080360867914
1739209699.2941365;-45.120503652039325
1739209699.2941384;-45.120503652039325
1739209699.29414;-38.13080360867914
1739209699.294142;-38.13080360867914
1739209699.294144;-45.120503652039325
1739209699.2941458;-30.49652367304973
1739209699.2941475;-26.487275050834715
1739209699.2941494;-45.120503652039325
1739209699.2941513;-45.120503652039325
1739209699.2941532;-38.13080360867914
1739209699.294155;-33.981070128970906
1739209699.2941568;-45.120503652039325
1739209699.2941587;-35.57807855764607
1739209699.2941606;-45.120503652039325
1739209699.2941623;-45.120503652039325
1739209699.2941642;-38.13080360867914
1739209699.294166;-45.120503652039325
1739209699.294168;-45.120503652039325
1739209699.29417;-38.13080360867914
1739209699.2941716;-38.13080360867914
1739209699.2941735;-45.120503652039325
1739209699.2941754;-35.57807855764607
1739209699.2941773;-35.57807855764607
1739209699.294179;-45.120503652039325
1739209699.2941809;-45.120503652039325
1739209699.2941828;-38.13080360867914
1739209699.2941847;-35.57807855764607
1739209699.2941864;-38.13080360867914
1739209699.2941883;-45.120503652039325
1739209699.2941902;-38.13080360867914
1739209699.294192;-31.141103565318893
1739209699.2941937;-38.13080360867914
1739209699.2941957;-35.57807855764607
1739209699.2941976;-45.120503652039325
1739209699.2941995;-38.13080360867914
1739209699.2942011;-38.13080360867914
1739209699.294203;-38.13080360867914
1739209699.294205;-45.120503652039325
1739209699.2942069;-38.13080360867914
1739209699.2942088;-45.120503652039325
1739209699.2942104;-45.120503652039325
1739209699.2942123;-38.13080360867914
1739209699.2942142;-45.120503652039325
1739209699.2942162;-38.13080360867914
1739209699.2942178;-38.13080360867914
1739209699.2942197;-45.120503652039325
1739209699.2942216;-27.8777449560314
1739209699.2942235;-38.13080360867914
1739209699.2942252;-45.120503652039325
1739209699.2942271;-38.13080360867914
1739209699.294229;-35.57807855764607
1739209699.294231;-38.13080360867914
1739209699.2942326;-38.13080360867914
1739209699.2942345;-45.120503652039325
1739209699.2942364;-38.13080360867914
1739209699.2942383;-45.120503652039325
1739209699.29424;-38.13080360867914
1739209699.294242;-45.120503652039325
1739209699.2942438;-45.120503652039325
1739209699.2942457;-45.120503652039325
1739209699.2942476;-45.120503652039325
1739209699.2942493;-38.13080360867914
1739209699.2942512;-33.981070128970906
1739209699.294253;-32.816014438256545
1739209699.294255;-35.57807855764607
1739209699.2942567;-38.13080360867914
1739209699.2942586;-45.120503652039325
1739209699.2942605;-45.120503652039325
1739209699.2942624;-38.13080360867914
1739209699.294264;-45.120503652039325
1739209699.294266;-45.120503652039325
1739209699.294268;-38.13080360867914
1739209699.2942698;-38.13080360867914
1739209699.2942715;-38.13080360867914
1739209699.2942734;-35.57807855764607
1739209699.2942753;-38.13080360867914
1739209699.2942772;-45.120503652039325
1739209699.2942789;-35.57807855764607
1739209699.2942808;-45.120503652039325
1739209699.2942827;-38.13080360867914
1739209699.2942846;-45.120503652039325
1739209699.2942865;-33.981070128970906
1739209699.2942882;-45.120503652039325
1739209699.29429;-38.13080360867914
1739209699.294292;-38.13080360867914
1739209699.2942939;-38.13080360867914
1739209699.2942955;-32.816014438256545
1739209699.2942975;-33.981070128970906
1739209699.2942994;-38.13080360867914
1739209699.2943013;-38.13080360867914
1739209699.294303;-38.13080360867914
1739209699.2943048;-33.981070128970906
1739209699.2943068;-45.120503652039325
1739209699.2943087;-45.120503652039325
1739209699.2943103;-45.120503652039325
1739209699.2943122;-45.120503652039325
1739209699.2943141;-45.120503652039325
1739209699.294316;-45.120503652039325
1739209699.2943177;-45.120503652039325
1739209699.2943196;-38.13080360867914
1739209699.2943215;-45.120503652039325
1739209699.2943234;-45.120503652039325
1739209699.2943254;-45.120503652039325
1739209699.294327;-45.120503652039325
1739209699.294329;-38.13080360867914
1739209699.2943308;-45.120503652039325
1739209699.2943327;-45.120503652039325
1739209699.2943344;-38.13080360867914
1739209699.2943363;-38.13080360867914
1739209699.2943382;-45.120503652039325
1739209699.2943401;-45.120503652039325
1739209699.2943418;-33.981070128970906
1739209699.2943437;-31.141103565318893
1739209699.2943456;-38.13080360867914
1739209699.2943475;-38.13080360867914
1739209699.2943492;-38.13080360867914
1739209699.294351;-38.13080360867914
1739209699.294353;-33.981070128970906
1739209699.294355;-45.120503652039325
1739209699.2943566;-45.120503652039325
1739209699.2943585;-45.120503652039325
1739209699.2943604;-45.120503652039325
1739209699.2943623;-45.120503652039325
1739209699.2943642;-45.120503652039325
1739209699.294366;-38.13080360867914
1739209699.2943678;-38.13080360867914
1739209699.2943697;-45.120503652039325
1739209699.2943716;-31.141103565318915
1739209699.2943733;-38.13080360867914
1739209699.2943752;-33.981070128970906
1739209699.294377;-45.120503652039325
1739209699.294379;-33.981070128970906
1739209699.2943807;-33.981070128970906
1739209699.2943826;-45.120503652039325
1739209699.2943845;-45.120503652039325
1739209699.2943864;-38.13080360867914
1739209699.294388;-45.120503652039325
1739209699.29439;-33.981070128970906
1739209699.2943919;-45.120503652039325
1739209699.2943938;-45.120503652039325
1739209699.2943954;-45.120503652039325
1739209699.2943974;-35.57807855764607
1739209699.2943993;-38.13080360867914
1739209699.2944012;-38.13080360867914
1739209699.294403;-45.120503652039325
1739209699.2944047;-38.13080360867914
1739209699.2944067;-35.57807855764607
1739209699.2944086;-38.13080360867914
1739209699.2944105;-38.13080360867914
1739209699.2944121;-45.120503652039325
1739209699.294414;-45.120503652039325
1739209699.294416;-38.13080360867914
1739209699.2944179;-38.13080360867914
1739209699.2944195;-45.120503652039325
1739209699.2944214;-38.13080360867914
1739209699.2944233;-38.13080360867914
1739209699.2944252;-45.120503652039325
1739209699.294427;-45.120503652039325
1739209699.2944288;-45.120503652039325
1739209699.2944307;-38.13080360867914
1739209699.2944326;-45.120503652039325
1739209699.2944343;-38.13080360867914
1739209699.2944362;-38.13080360867914
1739209699.2944381;-38.13080360867914
1739209699.29444;-38.13080360867914
1739209699.294442;-33.981070128970906
1739209699.2944436;-45.120503652039325
1739209699.2944455;-31.141103565318915
1739209699.2944474;-28.992665084841942
1739209699.2944493;-45.120503652039325
1739209699.294451;-45.120503652039325
1739209699.294453;-45.120503652039325
1739209699.2944548;-38.13080360867914
1739209699.2944567;-45.120503652039325
1739209699.2944584;-35.57807855764607
1739209699.2944603;-45.120503652039325
1739209699.2944622;-45.120503652039325
1739209699.294464;-38.13080360867914
1739209699.2944658;-38.13080360867914
1739209699.2944677;-38.13080360867914
1739209699.2944696;-38.13080360867914
1739209699.2944715;-38.13080360867914
1739209699.2944732;-45.120503652039325
1739209699.294475;-35.57807855764607
1739209699.294477;-32.816014438256545
1739209699.294479;-38.13080360867914
1739209699.2944808;-45.120503652039325
1739209699.2944825;-33.981070128970906
1739209699.2944844;-35.57807855764607
1739209699.2944863;-35.57807855764607
1739209699.2944882;-38.13080360867914
1739209699.2944899;-38.13080360867914
1739209699.2944918;-32.816014438256545
1739209699.2944937;-45.120503652039325
1739209699.2944956;-45.120503652039325
1739209699.2944973;-38.13080360867914
1739209699.2944992;-32.816014438256545
1739209699.294501;-38.13080360867914
1739209699.294503;-38.13080360867914
1739209699.2945046;-45.120503652039325
1739209699.2945065;-45.120503652039325
1739209699.2945085;-33.981070128970906
1739209699.2945104;-45.120503652039325
1739209699.294512;-45.120503652039325
1739209699.294514;-38.13080360867914
1739209699.2945158;-38.13080360867914
1739209699.2945178;-45.120503652039325
1739209699.2945197;-35.57807855764607
1739209699.2945213;-26.991370085610736
1739209699.2945232;-38.13080360867914
1739209699.2945251;-45.120503652039325
1739209699.294527;-38.13080360867914
1739209699.2945287;-38.13080360867914
1739209699.2945306;-45.120503652039325
1739209699.2945325;-33.981070128970906
1739209699.2945344;-45.120503652039325
1739209699.294536;-38.13080360867914
1739209699.294538;-45.120503652039325
1739209699.29454;-33.981070128970906
1739209699.2945418;-45.120503652039325
1739209699.2945435;-45.120503652039325
1739209699.2945454;-35.57807855764607
1739209699.2945473;-35.57807855764607
1739209699.2945492;-38.13080360867914
1739209699.294551;-32.816014438256545
1739209699.2945528;-45.120503652039325
1739209699.2945547;-35.57807855764607
1739209699.2945566;-35.57807855764607
1739209699.2945585;-38.13080360867914
1739209699.2945602;-45.120503652039325
1739209699.294562;-45.120503652039325
1739209699.294564;-45.120503652039325
1739209699.294566;-45.120503652039325
1739209699.2945676;-38.13080360867914
1739209699.2945695;-45.120503652039325
1739209699.2945714;-45.120503652039325
1739209699.2945733;-31.141103565318893
1739209699.294575;-38.13080360867914
1739209699.294577;-38.13080360867914
1739209699.2945788;-45.120503652039325
1739209699.2945807;-45.120503652039325
1739209699.2945824;-45.120503652039325
1739209699.2945843;-45.120503652039325
1739209699.2945862;-45.120503652039325
1739209699.294588;-45.120503652039325
1739209699.2945898;-35.57807855764607
1739209699.2945917;-35.57807855764607
1739209699.2945936;-38.13080360867914
1739209699.2945955;-32.816014438256545
1739209699.2945974;-35.57807855764607
1739209699.294599;-45.120503652039325
1739209699.294601;-38.13080360867914
1739209699.2946029;-38.13080360867914
1739209699.2946048;-38.13080360867914
1739209699.2946064;-38.13080360867914
1739209699.2946084;-38.13080360867914
1739209699.2946103;-45.120503652039325
1739209699.2946122;-45.120503652039325
1739209699.2946138;-45.120503652039325
1739209699.2946157;-45.120503652039325
1739209699.2946177;-45.120503652039325
1739209699.2946196;-38.13080360867914
1739209699.2946212;-45.120503652039325
1739209699.2946231;-45.120503652039325
1739209699.294625;-45.120503652039325
1739209699.294627;-38.13080360867914
1739209699.2946286;-45.120503652039325
1739209699.2946305;-33.981070128970906
1739209699.2946324;-38.13080360867914
1739209699.2946343;-45.120503652039325
1739209699.2946362;-38.13080360867914
1739209699.294638;-45.120503652039325
1739209699.2946398;-45.120503652039325
1739209699.2946417;-45.120503652039325
1739209699.2946436;-45.120503652039325
1739209699.2946453;-38.13080360867914
1739209699.2946472;-35.57807855764607
1739209699.2946491;-45.120503652039325
1739209699.294651;-45.120503652039325
1739209699.2946527;-38.13080360867914
1739209699.2946546;-38.13080360867914
1739209699.2946565;-33.981070128970906
1739209699.2946584;-38.13080360867914
1739209699.29466;-38.13080360867914
1739209699.294662;-38.13080360867914
1739209699.294664;-38.13080360867914
1739209699.2946658;-45.120503652039325
1739209699.2946675;-38.13080360867914
1739209699.2946694;-31.141103565318893
1739209699.2946713;-38.13080360867914
1739209699.2946732;-45.120503652039325
1739209699.2946749;-45.120503652039325
1739209699.2946768;-38.13080360867914
1739209699.2946787;-38.13080360867914
1739209699.2946806;-45.120503652039325
1739209699.2946825;-35.57807855764607
1739209699.2946842;-32.816014438256545
1739209699.294686;-33.981070128970906
1739209699.294688;-45.120503652039325
1739209699.29469;-38.13080360867914
1739209699.2946916;-35.57807855764607
1739209699.2946935;-33.981070128970906
1739209699.2946954;-45.120503652039325
1739209699.2946973;-38.13080360867914
1739209699.294699;-31.141103565318893
1739209699.2947009;-38.13080360867914
1739209699.2947028;-45.120503652039325
1739209699.2947047;-38.13080360867914
1739209699.2947063;-38.13080360867914
1739209699.2947083;-45.120503652039325
1739209699.2947102;-45.120503652039325
1739209699.294712;-38.13080360867914
1739209699.2947137;-38.13080360867914
1739209699.2947156;-33.981070128970906
1739209699.2947176;-38.13080360867914
1739209699.2947195;-38.13080360867914
1739209699.2947214;-35.57807855764607
1739209699.294723;-38.13080360867914
1739209699.294725;-38.13080360867914
1739209699.2947268;-45.120503652039325
1739209699.2947288;-45.120503652039325
1739209699.2947304;-32.816014438256545
1739209699.2947323;-38.13080360867914
1739209699.2947342;-38.13080360867914
1739209699.2947361;-35.57807855764607
1739209699.2947378;-33.981070128970906
1739209699.2947397;-45.120503652039325
1739209699.2947416;-45.120503652039325
1739209699.2947435;-38.13080360867914
1739209699.2947452;-31.141103565318915
1739209699.294747;-38.13080360867914
1739209699.294749;-38.13080360867914
1739209699.294751;-38.13080360867914
1739209699.2947526;-38.13080360867914
1739209699.2947545;-45.120503652039325
1739209699.2947564;-45.120503652039325
1739209699.2947583;-45.120503652039325
1739209699.2947602;-38.13080360867914
1739209699.294762;-33.981070128970906
1739209699.2947638;-35.57807855764607
1739209699.2947657;-38.13080360867914
1739209699.2947676;-45.120503652039325
1739209699.2947693;-38.13080360867914
1739209699.2947712;-38.13080360867914
1739209699.294773;-45.120503652039325
1739209699.294775;-38.13080360867914
1739209699.2947767;-32.816014438256545
1739209699.2947786;-38.13080360867914
1739209699.2947805;-38.13080360867914
1739209699.2947824;-32.816014438256545
1739209699.294784;-38.13080360867914
1739209699.294786;-38.13080360867914
1739209699.294788;-45.120503652039325
1739209699.2947898;-31.141103565318915
1739209699.2947915;-33.981070128970906
1739209699.2947934;-45.120503652039325
1739209699.2947953;-38.13080360867914
1739209699.2947972;-35.57807855764607
1739209699.294799;-38.13080360867914
1739209699.2948008;-45.120503652039325
1739209699.2948027;-38.13080360867914
1739209699.2948046;-32.81601443825658
1739209699.2948065;-33.981070128970956
1739209699.2948081;-33.981070128970906
1739209699.29481;-38.13080360867914
1739209699.294812;-38.13080360867914
1739209699.2948139;-45.120503652039325
1739209699.2948155;-38.13080360867914
1739209699.2948174;-35.57807855764607
1739209699.2948194;-35.57807855764607
1739209699.2948213;-33.981070128970906
1739209699.294823;-45.120503652039325
1739209699.2948248;-33.981070128970906
1739209699.2948267;-38.13080360867914
1739209699.2948287;-45.120503652039325
1739209699.2948303;-45.120503652039325
1739209699.2948322;-45.120503652039325
1739209699.2948341;-38.13080360867914
1739209699.294836;-45.120503652039325
1739209699.294838;-38.13080360867914
1739209699.2948396;-32.816014438256545
1739209699.2948415;-38.13080360867914
1739209699.2948434;-45.120503652039325
1739209699.2948453;-45.120503652039325
1739209699.294847;-32.816014438256545
1739209699.294849;-38.13080360867914
1739209699.2948508;-38.13080360867914
1739209699.2948527;-38.13080360867914
1739209699.2948544;-35.57807855764607
1739209699.2948563;-45.120503652039325
1739209699.2948582;-33.981070128970906
1739209699.2948601;-35.57807855764607
1739209699.2948618;-45.120503652039325
1739209699.2948637;-32.816014438256545
1739209699.2948656;-30.49652367304973
1739209699.2948675;-45.120503652039325
1739209699.2948692;-45.120503652039325
1739209699.294871;-31.141103565318915
1739209699.294873;-38.13080360867914
1739209699.294875;-38.13080360867914
1739209699.2948768;-45.120503652039325
1739209699.2948785;-45.120503652039325
1739209699.2948804;-38.13080360867914
1739209699.2948823;-38.13080360867914
1739209699.2948842;-45.120503652039325
1739209699.2948859;-45.120503652039325
1739209699.2948878;-38.13080360867914
1739209699.2948897;-38.13080360867914
1739209699.2948916;-45.120503652039325
1739209699.2948933;-38.13080360867914
1739209699.2948952;-35.57807855764607
1739209699.294897;-38.13080360867914
1739209699.294899;-45.120503652039325
1739209699.2949007;-45.120503652039325
1739209699.2949026;-45.120503652039325
1739209699.2949045;-45.120503652039325
