CAN Message; 0x1a7:0000ff3f156810a9
1739209859.2744315;-38.13080360867914
1739209859.274438;-38.13080360867914
1739209859.2744446;-33.981070128970906
1739209859.2744513;-45.120503652039325
1739209859.2744577;-38.13080360867914
1739209859.2744644;-45.120503652039325
1739209859.274471;-32.816014438256545
1739209859.2744775;-35.57807855764607
1739209859.2744842;-45.120503652039325
1739209859.2744906;-45.120503652039325
1739209859.2744973;-45.120503652039325
1739209859.274504;-45.120503652039325
1739209859.2745104;-38.13080360867914
1739209859.274517;-45.120503652039325
1739209859.2745237;-38.13080360867914
1739209859.2745302;-45.120503652039325
1739209859.2745368;-38.13080360867914
1739209859.2745435;-38.13080360867914
1739209859.27455;-45.120503652039325
1739209859.2745566;-45.120503652039325
1739209859.274563;-38.13080360867914
1739209859.2745697;-38.13080360867914
1739209859.2745764;-32.816014438256545
1739209859.2745829;-33.981070128970906
1739209859.2745895;-31.141103565318915
1739209859.2745962;-24.151403521958727
1739209859.2746027;-25.826314394896364
1739209859.2746093;-28.992665084841942
1739209859.2746158;-31.141103565318915
1739209859.2746224;-27.8777449560314
1739209859.274629;-38.13080360867914
1739209859.2746356;-45.120503652039325
1739209859.2746422;-33.981070128970906
1739209859.274649;-45.120503652039325
1739209859.2746553;-38.13080360867914
1739209859.274662;-28.58837851428586
1739209859.2746685;-38.13080360867914
1739209859.2746751;-25.077289914212862
1739209859.2746818;-24.15140352195872
1739209859.2746882;-33.981070128970906
1739209859.274695;-33.981070128970906
1739209859.2747016;-30.49652367304973
1739209859.274708;-45.120503652039325
1739209859.2747147;-33.981070128970906
1739209859.2747211;-31.141103565318893
1739209859.2747278;-45.120503652039325
1739209859.2747345;-29.438486411369333
1739209859.274741;-31.141103565318915
1739209859.2747476;-33.981070128970906
1739209859.2747543;-30.49652367304976
1739209859.2747607;-23.16150712794695
1739209859.2747674;-26.991370085610722
1739209859.2747738;-28.992665084841942
1739209859.2747805;-27.8777449560314
1739209859.2747872;-45.120503652039325
1739209859.2747936;-33.981070128970956
1739209859.2748003;-32.816014438256545
1739209859.274807;-38.13080360867914
1739209859.2748134;-45.120503652039325
1739209859.27482;-38.13080360867914
1739209859.2748268;-38.13080360867914
1739209859.2748332;-27.8777449560314
1739209859.2748399;-23.273589343863314
1739209859.2748463;-45.120503652039325
1739209859.274853;-33.981070128970906
1739209859.2748597;-31.141103565318943
1739209859.274866;-33.981070128970906
1739209859.2748728;-35.57807855764607
1739209859.2748795;-33.981070128970906
1739209859.274886;-35.57807855764607
1739209859.2748926;-45.120503652039325
1739209859.274899;-38.13080360867914
1739209859.2749057;-35.57807855764607
1739209859.2749124;-32.81601443825658
1739209859.2749188;-22.002965041481744
1739209859.2749255;-25.62660358559016
1739209859.2749321;-33.981070128970906
1739209859.2749386;-33.981070128970906
1739209859.2749453;-45.120503652039325
1739209859.2749517;-31.141103565318915
1739209859.2749584;-28.992665084841942
1739209859.274965;-45.120503652039325
1739209859.2749715;-38.13080360867914
1739209859.2749782;-38.13080360867914
1739209859.2749848;-38.13080360867914
1739209859.2749913;-33.981070128970906
1739209859.274998;-27.267205301931607
1739209859.2750044;-21.4469444417791
1739209859.275011;-33.981070128970906
1739209859.2750177;-45.120503652039325
1739209859.2750242;-31.14110356531892
1739209859.2750309;-38.13080360867914
1739209859.2750375;-45.120503652039325
1739209859.275044;-45.120503652039325
1739209859.2750506;-35.57807855764607
1739209859.275057;-38.13080360867914
1739209859.2750638;-35.57807855764607
1739209859.2750704;-38.13080360867914
1739209859.2750769;-25.826314394896364
1739209859.2750835;-25.25278630937684
1739209859.2750902;-23.75329798047523
1739209859.2750967;-31.141103565318943
1739209859.2751033;-38.13080360867914
1739209859.27511;-33.981070128970906
1739209859.2751164;-31.141103565318915
1739209859.2751231;-35.57807855764607
1739209859.2751296;-30.49652367304973
1739209859.2751362;-45.120503652039325
1739209859.275143;-28.58837851428586
1739209859.2751493;-28.992665084841942
1739209859.275156;-32.81601443825658
1739209859.2751627;-26.03565346325281
1739209859.2751691;-24.151403521958727
1739209859.2751758;-31.141103565318915
1739209859.2751822;-33.981070128970906
1739209859.275189;-45.120503652039325
1739209859.2751956;-38.13080360867914
1739209859.275202;-35.57807855764607
1739209859.2752087;-38.13080360867914
1739209859.2752154;-45.120503652039325
1739209859.2752218;-33.981070128970906
1739209859.2752285;-45.120503652039325
1739209859.275235;-32.816014438256545
1739209859.2752416;-25.826314394896357
1739209859.2752483;-24.438645034577675
1739209859.2752547;-30.49652367304973
1739209859.2752614;-45.120503652039325
1739209859.275268;-45.120503652039325
1739209859.2752745;-38.13080360867914
1739209859.2752812;-45.120503652039325
1739209859.2752876;-38.13080360867914
1739209859.2752943;-45.120503652039325
1739209859.275301;-33.981070128970906
1739209859.2753074;-38.13080360867914
1739209859.275314;-33.981070128970906
1739209859.2753208;-45.120503652039325
1739209859.2753272;-33.981070128970906
1739209859.275334;-35.57807855764607
1739209859.2753403;-38.13080360867914
1739209859.275347;-45.120503652039325
1739209859.2753537;-45.120503652039325
1739209859.27536;-38.13080360867914
1739209859.2753668;-35.57807855764607
1739209859.2753735;-38.13080360867914
1739209859.27538;-33.981070128970906
1739209859.2753866;-35.57807855764607
1739209859.2753932;-45.120503652039325
1739209859.2753997;-45.120503652039325
1739209859.2754064;-33.981070128970906
1739209859.2754128;-38.13080360867914
1739209859.2754195;-45.120503652039325
1739209859.2754261;-45.120503652039325
1739209859.2754326;-45.120503652039325
1739209859.2754393;-38.13080360867914
1739209859.275446;-38.13080360867914
1739209859.2754524;-45.120503652039325
1739209859.275459;-45.120503652039325
1739209859.2754655;-38.13080360867914
1739209859.2754722;-45.120503652039325
1739209859.2754788;-45.120503652039325
1739209859.2754853;-38.13080360867914
1739209859.275492;-45.120503652039325
1739209859.2754986;-38.13080360867914
1739209859.275505;-38.13080360867914
1739209859.2755117;-38.13080360867914
1739209859.2755182;-45.120503652039325
1739209859.2755249;-45.120503652039325
1739209859.2755315;-45.120503652039325
1739209859.275538;-30.49652367304973
1739209859.2755446;-31.141103565318893
1739209859.2755513;-38.13080360867914
1739209859.2755578;-38.13080360867914
1739209859.2755644;-38.13080360867914
1739209859.2755709;-45.120503652039325
1739209859.2755775;-38.13080360867914
1739209859.2755842;-38.13080360867914
1739209859.2755907;-38.13080360867914
1739209859.2755973;-38.13080360867914
1739209859.275604;-38.13080360867914
1739209859.2756104;-45.120503652039325
1739209859.2756171;-38.13080360867914
1739209859.2756236;-35.57807855764607
1739209859.2756302;-35.57807855764607
1739209859.275637;-35.57807855764607
1739209859.2756433;-27.267205301931607
1739209859.27565;-32.816014438256545
1739209859.2756567;-38.13080360867914
1739209859.2756631;-38.13080360867914
1739209859.2756698;-32.816014438256545
1739209859.2756765;-45.120503652039325
1739209859.275683;-38.13080360867914
1739209859.2756896;-31.141103565318893
1739209859.275696;-45.120503652039325
1739209859.2757027;-38.13080360867914
1739209859.2757094;-32.816014438256545
1739209859.2757158;-38.13080360867914
1739209859.2757225;-45.120503652039325
1739209859.2757292;-45.120503652039325
1739209859.2757356;-45.120503652039325
1739209859.2757423;-45.120503652039325
1739209859.2757487;-45.120503652039325
1739209859.2757554;-38.13080360867914
1739209859.275762;-45.120503652039325
1739209859.2757685;-45.120503652039325
1739209859.2757752;-45.120503652039325
1739209859.2757819;-33.981070128970906
1739209859.2757883;-38.13080360867914
1739209859.275795;-45.120503652039325
1739209859.2758014;-28.58837851428586
1739209859.275808;-29.438486411369333
1739209859.2758148;-45.120503652039325
1739209859.2758212;-45.120503652039325
1739209859.275828;-32.816014438256545
1739209859.2758346;-33.981070128970906
1739209859.275841;-33.981070128970956
1739209859.2758477;-26.991370085610722
1739209859.275854;-33.981070128970906
1739209859.2758608;-33.981070128970956
1739209859.2758675;-28.21854285175415
1739209859.275874;-45.120503652039325
1739209859.2758806;-31.141103565318915
1739209859.2758873;-24.151403521958727
1739209859.2758937;-38.13080360867914
1739209859.2759004;-31.141103565318915
1739209859.2759068;-25.826314394896354
1739209859.2759135;-33.981070128970906
1739209859.2759202;-45.120503652039325
1739209859.2759266;-45.120503652039325
1739209859.2759333;-33.981070128970906
1739209859.27594;-45.120503652039325
1739209859.2759464;-26.991370085610722
1739209859.275953;-33.981070128970956
1739209859.2759597;-45.120503652039325
1739209859.2759662;-32.81601443825658
1739209859.2759728;-28.58837851428586
1739209859.2759793;-38.13080360867914
1739209859.275986;-30.49652367304973
1739209859.2759926;-32.816014438256545
1739209859.275999;-32.816014438256545
1739209859.2760057;-25.826314394896364
1739209859.2760124;-28.588378514285886
1739209859.2760189;-33.981070128970956
1739209859.2760255;-45.120503652039325
1739209859.276032;-45.120503652039325
1739209859.2760386;-33.981070128970956
1739209859.2760453;-31.14110356531892
1739209859.2760518;-35.57807855764607
1739209859.2760584;-45.120503652039325
1739209859.276065;-29.438486411369347
1739209859.2760715;-26.991370085610722
1739209859.2760782;-27.8777449560314
1739209859.2760847;-25.826314394896364
1739209859.2760913;-30.49652367304976
1739209859.276098;-45.120503652039325
1739209859.2761045;-45.120503652039325
1739209859.2761111;-25.826314394896357
1739209859.2761178;-25.62660358559016
1739209859.2761242;-30.49652367304976
1739209859.276131;-35.57807855764607
1739209859.2761374;-31.141103565318915
1739209859.276144;-38.13080360867914
1739209859.2761507;-35.57807855764607
1739209859.2761571;-33.981070128970956
1739209859.2761638;-45.120503652039325
1739209859.2761705;-33.981070128970956
1739209859.276177;-23.38864096791655
1739209859.2761836;-29.438486411369333
1739209859.2761903;-38.13080360867914
1739209859.2761967;-28.58837851428586
1739209859.2762034;-45.120503652039325
1739209859.2762098;-32.816014438256545
1739209859.2762165;-31.141103565318915
1739209859.2762232;-45.120503652039325
1739209859.2762296;-26.991370085610722
1739209859.2762363;-24.74623867263306
1739209859.276243;-31.141103565318943
1739209859.2762494;-31.141103565318943
1739209859.276256;-27.267205301931607
1739209859.2762625;-27.267205301931607
1739209859.2762692;-35.57807855764607
1739209859.2762759;-45.120503652039325
1739209859.2762823;-28.58837851428586
1739209859.276289;-23.50682362968953
1739209859.2762957;-27.877744956031414
1739209859.276302;-45.120503652039325
1739209859.2763088;-45.120503652039325
1739209859.2763152;-30.49652367304973
1739209859.276322;-38.13080360867914
1739209859.2763286;-31.141103565318915
1739209859.276335;-38.13080360867914
1739209859.2763417;-32.816014438256545
1739209859.2763484;-31.141103565318893
1739209859.2763548;-38.13080360867914
1739209859.2763615;-32.816014438256545
1739209859.276368;-32.816014438256545
1739209859.2763746;-32.816014438256545
1739209859.2763813;-38.13080360867914
1739209859.2763877;-24.74623867263306
1739209859.2763944;-25.077289914212862
1739209859.276401;-38.13080360867914
1739209859.2764075;-28.992665084841942
1739209859.2764142;-28.992665084841942
1739209859.2764206;-31.141103565318943
1739209859.2764273;-31.141103565318915
1739209859.276434;-33.981070128970906
1739209859.2764404;-45.120503652039325
1739209859.276447;-32.816014438256545
1739209859.2764537;-25.077289914212862
1739209859.2764602;-38.13080360867914
1739209859.2764668;-33.981070128970906
1739209859.2764735;-38.13080360867914
1739209859.27648;-31.141103565318915
1739209859.2764866;-32.81601443825658
1739209859.276493;-27.877744956031414
1739209859.2764997;-28.58837851428586
1739209859.2765064;-33.981070128970956
1739209859.2765129;-38.13080360867914
1739209859.2765195;-30.49652367304973
1739209859.2765262;-26.991370085610754
1739209859.2765326;-27.267205301931607
1739209859.2765393;-29.438486411369333
1739209859.2765458;-33.981070128970906
1739209859.2765524;-25.826314394896357
1739209859.276559;-31.141103565318893
1739209859.2765656;-38.13080360867914
1739209859.2765722;-45.120503652039325
1739209859.276579;-33.981070128970906
1739209859.2765853;-38.13080360867914
1739209859.276592;-29.438486411369333
1739209859.2765985;-26.487275050834725
1739209859.2766051;-33.981070128970956
1739209859.2766118;-35.57807855764607
1739209859.2766182;-31.141103565318915
1739209859.276625;-33.981070128970906
1739209859.2766316;-28.992665084841942
1739209859.276638;-28.58837851428586
1739209859.2766447;-45.120503652039325
1739209859.2766511;-29.438486411369333
1739209859.2766578;-32.816014438256545
1739209859.2766645;-33.981070128970956
1739209859.276671;-45.120503652039325
1739209859.2766776;-45.120503652039325
1739209859.2766843;-33.981070128970906
1739209859.2766907;-45.120503652039325
1739209859.2766974;-32.816014438256545
1739209859.2767038;-35.57807855764607
1739209859.2767105;-35.57807855764607
1739209859.2767172;-28.992665084841942
1739209859.2767236;-30.49652367304973
1739209859.2767303;-28.992665084841942
1739209859.276737;-24.151403521958734
1739209859.2767434;-32.81601443825658
1739209859.27675;-28.992665084841942
1739209859.2767568;-38.13080360867914
1739209859.2767632;-27.267205301931607
1739209859.2767699;-31.141103565318915
1739209859.2767763;-45.120503652039325
1739209859.276783;-33.981070128970906
1739209859.2767897;-45.120503652039325
1739209859.276796;-45.120503652039325
1739209859.2768028;-45.120503652039325
1739209859.2768095;-45.120503652039325
1739209859.276816;-33.981070128970906
1739209859.2768226;-35.57807855764607
1739209859.276829;-38.13080360867914
1739209859.2768357;-38.13080360867914
1739209859.2768424;-33.981070128970906
1739209859.2768488;-45.120503652039325
1739209859.2768555;-45.120503652039325
1739209859.2768621;-45.120503652039325
1739209859.2768686;-45.120503652039325
1739209859.2768753;-45.120503652039325
1739209859.2768817;-38.13080360867914
1739209859.2768884;-45.120503652039325
1739209859.276895;-33.981070128970906
1739209859.2769015;-33.981070128970906
1739209859.2769082;-45.120503652039325
1739209859.2769148;-33.981070128970906
1739209859.2769213;-35.57807855764607
1739209859.276928;-38.13080360867914
1739209859.2769344;-38.13080360867914
1739209859.276941;-38.13080360867914
1739209859.2769477;-35.57807855764607
1739209859.2769542;-45.120503652039325
1739209859.2769608;-38.13080360867914
1739209859.2769675;-35.57807855764607
1739209859.276974;-38.13080360867914
1739209859.2769806;-45.120503652039325
1739209859.276987;-45.120503652039325
1739209859.2769938;-45.120503652039325
1739209859.2770004;-45.120503652039325
1739209859.2770069;-45.120503652039325
1739209859.2770135;-38.13080360867914
1739209859.2770202;-38.13080360867914
1739209859.2770267;-38.13080360867914
1739209859.2770333;-45.120503652039325
1739209859.27704;-45.120503652039325
1739209859.2770464;-38.13080360867914
1739209859.277053;-38.13080360867914
1739209859.2770596;-35.57807855764607
1739209859.2770662;-45.120503652039325
1739209859.277073;-45.120503652039325
1739209859.2770793;-38.13080360867914
1739209859.277086;-45.120503652039325
1739209859.2770927;-38.13080360867914
1739209859.2770991;-45.120503652039325
1739209859.2771058;-38.13080360867914
1739209859.2771122;-38.13080360867914
1739209859.277119;-45.120503652039325
1739209859.2771256;-35.57807855764607
1739209859.277132;-38.13080360867914
1739209859.2771387;-45.120503652039325
1739209859.2771454;-45.120503652039325
1739209859.2771518;-45.120503652039325
1739209859.2771585;-45.120503652039325
1739209859.277165;-45.120503652039325
1739209859.2771716;-38.13080360867914
1739209859.2771783;-35.57807855764607
1739209859.2771847;-35.57807855764607
1739209859.2771914;-32.816014438256545
1739209859.277198;-38.13080360867914
1739209859.2772045;-35.57807855764607
1739209859.2772112;-35.57807855764607
1739209859.2772176;-38.13080360867914
1739209859.2772243;-45.120503652039325
1739209859.277231;-32.816014438256545
1739209859.2772374;-45.120503652039325
1739209859.277244;-38.13080360867914
1739209859.2772508;-38.13080360867914
1739209859.2772572;-45.120503652039325
1739209859.2772639;-38.13080360867914
1739209859.2772703;-38.13080360867914
1739209859.277277;-33.981070128970906
1739209859.2772837;-45.120503652039325
1739209859.27729;-35.57807855764607
1739209859.2772968;-29.438486411369333
1739209859.2773035;-45.120503652039325
1739209859.27731;-38.13080360867914
1739209859.2773166;-32.816014438256545
1739209859.2773232;-32.816014438256545
1739209859.2773297;-45.120503652039325
1739209859.2773364;-33.981070128970906
1739209859.2773428;-45.120503652039325
1739209859.2773495;-35.57807855764607
1739209859.2773561;-38.13080360867914
1739209859.2773626;-38.13080360867914
1739209859.2773693;-38.13080360867914
1739209859.277376;-45.120503652039325
1739209859.2773824;-33.981070128970906
1739209859.277389;-45.120503652039325
1739209859.2773955;-35.57807855764607
1739209859.2774022;-35.57807855764607
1739209859.2774088;-38.13080360867914
1739209859.2774153;-45.120503652039325
1739209859.277422;-38.13080360867914
1739209859.2774286;-38.13080360867914
1739209859.277435;-45.120503652039325
1739209859.2774417;-45.120503652039325
1739209859.2774482;-38.13080360867914
1739209859.2774549;-45.120503652039325
1739209859.2774615;-45.120503652039325
1739209859.277468;-45.120503652039325
1739209859.2774746;-45.120503652039325
1739209859.2774813;-38.13080360867914
1739209859.2774878;-45.120503652039325
1739209859.2774944;-45.120503652039325
1739209859.2775009;-33.981070128970906
1739209859.2775075;-38.13080360867914
1739209859.2775142;-45.120503652039325
1739209859.2775207;-45.120503652039325
1739209859.2775273;-45.120503652039325
1739209859.277534;-45.120503652039325
1739209859.2775404;-38.13080360867914
1739209859.2775471;-35.57807855764607
1739209859.2775536;-45.120503652039325
1739209859.2775602;-38.13080360867914
1739209859.277567;-33.981070128970906
1739209859.2775733;-38.13080360867914
1739209859.27758;-45.120503652039325
1739209859.2775867;-35.57807855764607
1739209859.2775931;-38.13080360867914
1739209859.2775998;-38.13080360867914
1739209859.2776065;-38.13080360867914
1739209859.277613;-45.120503652039325
1739209859.2776196;-45.120503652039325
1739209859.277626;-45.120503652039325
1739209859.2776327;-38.13080360867914
1739209859.2776394;-38.13080360867914
1739209859.2776458;-38.13080360867914
1739209859.2776525;-38.13080360867914
1739209859.2776592;-38.13080360867914
1739209859.2776656;-33.981070128970906
1739209859.2776723;-35.57807855764607
1739209859.2776787;-38.13080360867914
1739209859.2776854;-38.13080360867914
1739209859.277692;-38.13080360867914
1739209859.2776985;-33.981070128970906
1739209859.2777052;-38.13080360867914
1739209859.2777119;-38.13080360867914
1739209859.2777183;-45.120503652039325
1739209859.277725;-38.13080360867914
1739209859.2777314;-38.13080360867914
1739209859.277738;-38.13080360867914
1739209859.2777448;-45.120503652039325
1739209859.2777512;-45.120503652039325
1739209859.277758;-35.57807855764607
1739209859.2777646;-45.120503652039325
1739209859.277771;-38.13080360867914
1739209859.2777777;-35.57807855764607
1739209859.277784;-38.13080360867914
1739209859.2777908;-45.120503652039325
1739209859.2777975;-38.13080360867914
1739209859.277804;-33.981070128970906
1739209859.2778106;-45.120503652039325
1739209859.2778172;-33.981070128970906
1739209859.2778237;-35.57807855764607
1739209859.2778304;-45.120503652039325
1739209859.2778368;-45.120503652039325
1739209859.2778435;-38.13080360867914
1739209859.2778502;-35.57807855764607
1739209859.2778566;-38.13080360867914
1739209859.2778633;-45.120503652039325
1739209859.27787;-33.981070128970906
1739209859.2778764;-35.57807855764607
1739209859.277883;-38.13080360867914
1739209859.2778897;-38.13080360867914
1739209859.2778962;-38.13080360867914
1739209859.2779028;-45.120503652039325
1739209859.2779093;-33.981070128970906
1739209859.277916;-38.13080360867914
1739209859.2779226;-38.13080360867914
1739209859.277929;-45.120503652039325
1739209859.2779357;-31.141103565318915
1739209859.2779424;-35.57807855764607
1739209859.2779489;-38.13080360867914
1739209859.2779555;-45.120503652039325
1739209859.277962;-35.57807855764607
1739209859.2779686;-38.13080360867914
1739209859.2779753;-38.13080360867914
1739209859.2779818;-38.13080360867914
