CAN Message; 0x98:00007a85f7d01277
1739209884.4346864;-38.13080360867914
1739209884.43469;-38.13080360867914
1739209884.4346938;-45.120503652039325
1739209884.4346974;-45.120503652039325
1739209884.4347012;-45.120503652039325
1739209884.4347048;-45.120503652039325
1739209884.4347086;-45.120503652039325
1739209884.4347122;-45.120503652039325
1739209884.434716;-45.120503652039325
1739209884.4347196;-45.120503652039325
1739209884.4347234;-45.120503652039325
1739209884.434727;-45.120503652039325
1739209884.4347305;-35.57807855764607
1739209884.4347343;-38.13080360867914
1739209884.434738;-45.120503652039325
1739209884.4347417;-45.120503652039325
1739209884.4347453;-38.13080360867914
1739209884.4347491;-38.13080360867914
1739209884.4347527;-45.120503652039325
1739209884.4347565;-38.13080360867914
1739209884.43476;-35.57807855764607
1739209884.4347637;-38.13080360867914
1739209884.4347675;-32.816014438256545
1739209884.434771;-30.49652367304973
1739209884.4347749;-45.120503652039325
1739209884.4347785;-35.57807855764607
1739209884.4347823;-35.57807855764607
1739209884.4347858;-38.13080360867914
1739209884.4347897;-38.13080360867914
1739209884.4347932;-38.13080360867914
1739209884.4347968;-45.120503652039325
1739209884.4348006;-38.13080360867914
1739209884.4348042;-45.120503652039325
1739209884.434808;-45.120503652039325
1739209884.4348116;-35.57807855764607
1739209884.4348154;-38.13080360867914
1739209884.434819;-45.120503652039325
1739209884.4348228;-45.120503652039325
1739209884.4348264;-33.981070128970906
1739209884.43483;-33.981070128970906
1739209884.4348338;-45.120503652039325
1739209884.4348373;-45.120503652039325
1739209884.4348412;-38.13080360867914
1739209884.4348447;-45.120503652039325
1739209884.4348485;-38.13080360867914
1739209884.4348521;-45.120503652039325
1739209884.434856;-38.13080360867914
1739209884.4348595;-31.141103565318915
1739209884.4348633;-45.120503652039325
1739209884.434867;-38.13080360867914
1739209884.4348705;-35.57807855764607
1739209884.4348743;-32.816014438256545
1739209884.4348779;-45.120503652039325
1739209884.4348817;-38.13080360867914
1739209884.4348853;-38.13080360867914
1739209884.434889;-38.13080360867914
1739209884.4348927;-45.120503652039325
1739209884.4348965;-38.13080360867914
1739209884.4349;-38.13080360867914
1739209884.4349036;-45.120503652039325
1739209884.4349074;-38.13080360867914
1739209884.434911;-45.120503652039325
1739209884.4349148;-33.981070128970906
1739209884.4349184;-27.267205301931607
1739209884.4349222;-35.57807855764607
1739209884.4349258;-45.120503652039325
1739209884.4349296;-38.13080360867914
1739209884.4349332;-33.981070128970906
1739209884.4349368;-45.120503652039325
1739209884.4349406;-45.120503652039325
1739209884.4349442;-45.120503652039325
1739209884.434948;-32.81601443825658
1739209884.4349515;-45.120503652039325
1739209884.4349554;-45.120503652039325
1739209884.434959;-38.13080360867914
1739209884.4349627;-38.13080360867914
1739209884.4349663;-38.13080360867914
1739209884.43497;-38.13080360867914
1739209884.4349737;-38.13080360867914
1739209884.4349773;-38.13080360867914
1739209884.434981;-45.120503652039325
1739209884.4349847;-38.13080360867914
1739209884.4349885;-38.13080360867914
1739209884.434992;-45.120503652039325
1739209884.434996;-45.120503652039325
1739209884.4349995;-38.13080360867914
1739209884.4350033;-38.13080360867914
1739209884.4350069;-33.981070128970906
1739209884.4350104;-45.120503652039325
1739209884.4350142;-38.13080360867914
1739209884.4350178;-35.57807855764607
1739209884.4350216;-33.981070128970906
1739209884.4350252;-38.13080360867914
1739209884.435029;-38.13080360867914
1739209884.4350326;-38.13080360867914
1739209884.4350364;-38.13080360867914
1739209884.43504;-45.120503652039325
1739209884.4350436;-45.120503652039325
1739209884.4350474;-32.816014438256545
1739209884.435051;-45.120503652039325
1739209884.4350548;-45.120503652039325
1739209884.4350584;-38.13080360867914
1739209884.4350622;-38.13080360867914
1739209884.4350657;-33.981070128970906
1739209884.4350696;-38.13080360867914
1739209884.4350731;-38.13080360867914
1739209884.4350767;-35.57807855764607
1739209884.4350805;-35.57807855764607
1739209884.435084;-38.13080360867914
1739209884.435088;-45.120503652039325
1739209884.4350915;-38.13080360867914
1739209884.4350953;-45.120503652039325
1739209884.435099;-45.120503652039325
1739209884.4351027;-38.13080360867914
1739209884.4351063;-32.816014438256545
1739209884.4351099;-38.13080360867914
1739209884.4351137;-45.120503652039325
1739209884.4351172;-45.120503652039325
1739209884.435121;-45.120503652039325
1739209884.4351246;-38.13080360867914
1739209884.4351285;-45.120503652039325
1739209884.435132;-38.13080360867914
1739209884.4351358;-35.57807855764607
1739209884.4351394;-38.13080360867914
1739209884.4351432;-45.120503652039325
1739209884.4351468;-45.120503652039325
1739209884.4351504;-45.120503652039325
1739209884.4351542;-45.120503652039325
1739209884.4351578;-35.57807855764607
1739209884.4351616;-38.13080360867914
1739209884.4351652;-45.120503652039325
1739209884.435169;-33.981070128970906
1739209884.4351726;-45.120503652039325
1739209884.4351764;-45.120503652039325
1739209884.43518;-35.57807855764607
1739209884.4351835;-45.120503652039325
1739209884.4351873;-38.13080360867914
1739209884.435191;-32.816014438256545
1739209884.4351947;-38.13080360867914
1739209884.4351983;-35.57807855764607
1739209884.4352021;-45.120503652039325
1739209884.4352057;-45.120503652039325
1739209884.4352095;-35.57807855764607
1739209884.435213;-38.13080360867914
1739209884.4352167;-35.57807855764607
1739209884.4352205;-38.13080360867914
1739209884.435224;-38.13080360867914
1739209884.4352279;-38.13080360867914
1739209884.4352314;-45.120503652039325
1739209884.4352353;-38.13080360867914
1739209884.4352388;-38.13080360867914
1739209884.4352427;-45.120503652039325
1739209884.4352462;-45.120503652039325
1739209884.4352498;-38.13080360867914
1739209884.4352536;-35.57807855764607
1739209884.4352572;-38.13080360867914
1739209884.435261;-45.120503652039325
1739209884.4352646;-38.13080360867914
1739209884.4352684;-38.13080360867914
1739209884.435272;-45.120503652039325
1739209884.4352758;-45.120503652039325
1739209884.4352794;-38.13080360867914
1739209884.4352832;-35.57807855764607
1739209884.4352868;-35.57807855764607
1739209884.4352903;-45.120503652039325
1739209884.4352942;-45.120503652039325
1739209884.4352977;-38.13080360867914
1739209884.4353015;-45.120503652039325
1739209884.435305;-32.816014438256545
1739209884.435309;-38.13080360867914
1739209884.4353125;-45.120503652039325
1739209884.4353163;-38.13080360867914
1739209884.43532;-38.13080360867914
1739209884.4353235;-38.13080360867914
1739209884.4353273;-45.120503652039325
1739209884.4353309;-45.120503652039325
1739209884.4353347;-45.120503652039325
1739209884.4353383;-45.120503652039325
1739209884.435342;-38.13080360867914
1739209884.4353456;-45.120503652039325
1739209884.4353495;-45.120503652039325
1739209884.435353;-45.120503652039325
1739209884.4353566;-45.120503652039325
1739209884.4353604;-45.120503652039325
1739209884.435364;-28.21854285175415
1739209884.4353678;-32.816014438256545
1739209884.4353714;-45.120503652039325
1739209884.4353752;-38.13080360867914
1739209884.4353788;-35.57807855764607
1739209884.4353826;-35.57807855764607
1739209884.4353862;-45.120503652039325
1739209884.4353898;-45.120503652039325
1739209884.4353936;-45.120503652039325
1739209884.4353971;-45.120503652039325
1739209884.435401;-45.120503652039325
1739209884.4354045;-45.120503652039325
1739209884.4354084;-45.120503652039325
1739209884.435412;-45.120503652039325
1739209884.4354157;-45.120503652039325
1739209884.4354193;-38.13080360867914
1739209884.435423;-45.120503652039325
1739209884.4354267;-45.120503652039325
1739209884.4354303;-45.120503652039325
1739209884.435434;-45.120503652039325
1739209884.4354377;-38.13080360867914
1739209884.4354415;-45.120503652039325
1739209884.435445;-38.13080360867914
1739209884.435449;-45.120503652039325
1739209884.4354525;-27.8777449560314
1739209884.4354563;-30.49652367304973
1739209884.4354599;-45.120503652039325
1739209884.4354634;-45.120503652039325
1739209884.4354672;-45.120503652039325
1739209884.4354708;-45.120503652039325
1739209884.4354746;-38.13080360867914
1739209884.4354782;-38.13080360867914
1739209884.435482;-45.120503652039325
1739209884.4354856;-45.120503652039325
1739209884.4354894;-45.120503652039325
1739209884.435493;-45.120503652039325
1739209884.4354966;-38.13080360867914
1739209884.4355004;-38.13080360867914
1739209884.435504;-45.120503652039325
1739209884.4355078;-38.13080360867914
1739209884.4355114;-38.13080360867914
1739209884.4355152;-45.120503652039325
1739209884.4355187;-45.120503652039325
1739209884.4355226;-45.120503652039325
1739209884.4355261;-45.120503652039325
1739209884.4355297;-45.120503652039325
1739209884.4355335;-45.120503652039325
1739209884.435537;-45.120503652039325
1739209884.435541;-38.13080360867914
1739209884.4355445;-38.13080360867914
1739209884.4355483;-45.120503652039325
1739209884.435552;-45.120503652039325
1739209884.4355557;-35.57807855764607
1739209884.4355593;-35.57807855764607
1739209884.4355628;-38.13080360867914
1739209884.4355667;-38.13080360867914
1739209884.4355702;-45.120503652039325
1739209884.435574;-45.120503652039325
1739209884.4355776;-33.981070128970906
1739209884.4355814;-30.49652367304973
1739209884.435585;-38.13080360867914
1739209884.4355888;-38.13080360867914
1739209884.4355924;-38.13080360867914
1739209884.4355962;-38.13080360867914
1739209884.4355998;-38.13080360867914
1739209884.4356034;-38.13080360867914
1739209884.4356072;-45.120503652039325
1739209884.4356108;-38.13080360867914
1739209884.4356146;-45.120503652039325
1739209884.4356182;-45.120503652039325
1739209884.435622;-45.120503652039325
1739209884.4356256;-45.120503652039325
1739209884.4356294;-45.120503652039325
1739209884.435633;-38.13080360867914
1739209884.4356365;-38.13080360867914
1739209884.4356403;-45.120503652039325
1739209884.435644;-38.13080360867914
1739209884.4356477;-38.13080360867914
1739209884.4356513;-38.13080360867914
1739209884.435655;-33.981070128970906
1739209884.4356587;-45.120503652039325
1739209884.4356625;-45.120503652039325
1739209884.435666;-38.13080360867914
1739209884.4356697;-38.13080360867914
1739209884.4356735;-45.120503652039325
1739209884.435677;-45.120503652039325
1739209884.4356809;-35.57807855764607
1739209884.4356844;-45.120503652039325
1739209884.4356883;-38.13080360867914
1739209884.4356918;-33.981070128970906
1739209884.4356956;-31.141103565318915
1739209884.4356992;-33.981070128970906
1739209884.4357028;-45.120503652039325
1739209884.4357066;-38.13080360867914
1739209884.4357102;-35.57807855764607
1739209884.435714;-33.981070128970906
1739209884.4357176;-45.120503652039325
1739209884.4357214;-45.120503652039325
1739209884.435725;-35.57807855764607
1739209884.4357288;-38.13080360867914
1739209884.4357324;-38.13080360867914
1739209884.4357362;-45.120503652039325
1739209884.4357398;-38.13080360867914
1739209884.4357433;-33.981070128970906
1739209884.4357471;-45.120503652039325
1739209884.4357507;-38.13080360867914
1739209884.4357545;-38.13080360867914
1739209884.435758;-35.57807855764607
1739209884.435762;-45.120503652039325
1739209884.4357655;-38.13080360867914
1739209884.4357693;-38.13080360867914
1739209884.435773;-33.981070128970906
1739209884.4357765;-45.120503652039325
1739209884.4357803;-31.141103565318915
1739209884.4357839;-28.992665084841942
1739209884.4357877;-31.141103565318915
1739209884.4357913;-45.120503652039325
1739209884.435795;-33.981070128970906
1739209884.4357986;-33.981070128970906
1739209884.4358025;-45.120503652039325
1739209884.435806;-45.120503652039325
1739209884.4358096;-38.13080360867914
1739209884.4358134;-35.57807855764607
1739209884.435817;-38.13080360867914
1739209884.4358208;-45.120503652039325
1739209884.4358244;-45.120503652039325
1739209884.4358282;-38.13080360867914
1739209884.4358318;-38.13080360867914
1739209884.4358356;-45.120503652039325
1739209884.4358392;-31.141103565318915
1739209884.4358428;-31.141103565318915
1739209884.4358466;-45.120503652039325
1739209884.4358501;-45.120503652039325
1739209884.435854;-45.120503652039325
1739209884.4358575;-32.816014438256545
1739209884.4358613;-45.120503652039325
1739209884.435865;-45.120503652039325
1739209884.4358687;-45.120503652039325
1739209884.4358723;-38.13080360867914
1739209884.4358761;-38.13080360867914
1739209884.4358797;-45.120503652039325
1739209884.4358833;-38.13080360867914
1739209884.435887;-38.13080360867914
1739209884.4358907;-38.13080360867914
1739209884.4358945;-45.120503652039325
1739209884.435898;-45.120503652039325
1739209884.4359019;-38.13080360867914
1739209884.4359055;-38.13080360867914
1739209884.4359093;-38.13080360867914
1739209884.4359128;-45.120503652039325
1739209884.4359164;-35.57807855764607
1739209884.4359202;-35.57807855764607
1739209884.4359238;-45.120503652039325
1739209884.4359276;-38.13080360867914
1739209884.4359312;-26.487275050834715
1739209884.435935;-38.13080360867914
1739209884.4359386;-45.120503652039325
1739209884.4359424;-38.13080360867914
1739209884.435946;-33.981070128970906
1739209884.4359496;-45.120503652039325
1739209884.4359534;-45.120503652039325
1739209884.435957;-45.120503652039325
1739209884.4359608;-38.13080360867914
1739209884.4359643;-38.13080360867914
1739209884.4359682;-38.13080360867914
1739209884.4359717;-38.13080360867914
1739209884.4359756;-38.13080360867914
1739209884.4359791;-33.981070128970906
1739209884.4359827;-45.120503652039325
1739209884.4359865;-45.120503652039325
1739209884.43599;-35.57807855764607
1739209884.435994;-38.13080360867914
1739209884.4359975;-45.120503652039325
1739209884.4360013;-45.120503652039325
1739209884.4360049;-45.120503652039325
1739209884.4360087;-45.120503652039325
1739209884.4360123;-45.120503652039325
1739209884.436016;-33.981070128970906
1739209884.4360197;-32.816014438256545
1739209884.4360232;-38.13080360867914
1739209884.436027;-38.13080360867914
1739209884.4360306;-45.120503652039325
1739209884.4360344;-38.13080360867914
1739209884.436038;-45.120503652039325
1739209884.4360418;-45.120503652039325
1739209884.4360454;-45.120503652039325
1739209884.4360492;-45.120503652039325
1739209884.4360528;-45.120503652039325
1739209884.4360564;-32.816014438256545
1739209884.4360602;-45.120503652039325
1739209884.4360638;-45.120503652039325
1739209884.4360676;-38.13080360867914
1739209884.4360712;-45.120503652039325
1739209884.436075;-45.120503652039325
1739209884.4360785;-45.120503652039325
1739209884.4360824;-45.120503652039325
1739209884.436086;-45.120503652039325
1739209884.4360895;-38.13080360867914
1739209884.4360933;-45.120503652039325
1739209884.436097;-38.13080360867914
1739209884.4361007;-35.57807855764607
1739209884.4361043;-38.13080360867914
1739209884.436108;-45.120503652039325
1739209884.4361117;-38.13080360867914
1739209884.4361155;-38.13080360867914
1739209884.436119;-45.120503652039325
1739209884.4361227;-35.57807855764607
1739209884.4361265;-45.120503652039325
1739209884.43613;-45.120503652039325
1739209884.4361339;-45.120503652039325
1739209884.4361374;-38.13080360867914
1739209884.4361413;-38.13080360867914
1739209884.4361448;-35.57807855764607
1739209884.4361486;-35.57807855764607
1739209884.4361522;-45.120503652039325
1739209884.436156;-38.13080360867914
1739209884.4361596;-45.120503652039325
1739209884.4361632;-45.120503652039325
1739209884.436167;-45.120503652039325
1739209884.4361706;-32.816014438256545
1739209884.4361744;-32.816014438256545
1739209884.436178;-38.13080360867914
1739209884.4361818;-45.120503652039325
1739209884.4361854;-38.13080360867914
1739209884.4361892;-35.57807855764607
1739209884.4361928;-38.13080360867914
1739209884.4361963;-45.120503652039325
1739209884.4362001;-38.13080360867914
1739209884.4362037;-38.13080360867914
1739209884.4362075;-45.120503652039325
1739209884.436211;-38.13080360867914
1739209884.436215;-35.57807855764607
1739209884.4362185;-38.13080360867914
1739209884.4362223;-38.13080360867914
1739209884.436226;-38.13080360867914
1739209884.4362295;-33.981070128970906
1739209884.4362333;-35.57807855764607
1739209884.4362369;-38.13080360867914
1739209884.4362407;-45.120503652039325
1739209884.4362442;-45.120503652039325
1739209884.436248;-33.981070128970906
1739209884.4362516;-38.13080360867914
1739209884.4362555;-45.120503652039325
1739209884.436259;-32.816014438256545
1739209884.4362626;-38.13080360867914
1739209884.4362664;-38.13080360867914
1739209884.43627;-45.120503652039325
1739209884.4362738;-38.13080360867914
1739209884.4362774;-45.120503652039325
1739209884.4362812;-38.13080360867914
1739209884.4362848;-38.13080360867914
1739209884.4362886;-27.267205301931607
1739209884.4362922;-38.13080360867914
1739209884.436296;-45.120503652039325
1739209884.4362996;-45.120503652039325
1739209884.4363031;-45.120503652039325
1739209884.436307;-45.120503652039325
1739209884.4363105;-38.13080360867914
1739209884.4363143;-35.57807855764607
1739209884.436318;-38.13080360867914
1739209884.4363217;-45.120503652039325
1739209884.4363253;-38.13080360867914
1739209884.4363291;-32.816014438256545
1739209884.4363327;-35.57807855764607
1739209884.4363363;-38.13080360867914
1739209884.43634;-45.120503652039325
1739209884.4363437;-38.13080360867914
1739209884.4363475;-35.57807855764607
1739209884.436351;-45.120503652039325
1739209884.4363549;-45.120503652039325
1739209884.4363585;-35.57807855764607
1739209884.4363623;-38.13080360867914
1739209884.4363658;-45.120503652039325
1739209884.4363694;-45.120503652039325
1739209884.4363732;-35.57807855764607
1739209884.4363768;-30.49652367304973
1739209884.4363806;-38.13080360867914
1739209884.4363842;-38.13080360867914
1739209884.436388;-38.13080360867914
1739209884.4363916;-38.13080360867914
1739209884.4363954;-45.120503652039325
1739209884.436399;-38.13080360867914
1739209884.4364026;-38.13080360867914
1739209884.4364064;-30.49652367304973
1739209884.43641;-33.981070128970906
1739209884.4364138;-45.120503652039325
1739209884.4364173;-38.13080360867914
1739209884.4364212;-38.13080360867914
1739209884.4364247;-45.120503652039325
1739209884.4364285;-38.13080360867914
1739209884.4364321;-38.13080360867914
1739209884.4364357;-29.438486411369347
1739209884.4364395;-33.981070128970906
1739209884.436443;-45.120503652039325
1739209884.436447;-45.120503652039325
1739209884.4364505;-38.13080360867914
1739209884.4364543;-38.13080360867914
1739209884.4364579;-38.13080360867914
1739209884.4364617;-38.13080360867914
1739209884.4364653;-31.141103565318915
1739209884.436469;-33.981070128970906
1739209884.4364727;-45.120503652039325
1739209884.4364762;-35.57807855764607
1739209884.43648;-38.13080360867914
1739209884.4364836;-45.120503652039325
1739209884.4364874;-45.120503652039325
1739209884.436491;-45.120503652039325
1739209884.4364948;-45.120503652039325
1739209884.4364984;-45.120503652039325
1739209884.4365022;-38.13080360867914
1739209884.4365058;-45.120503652039325
1739209884.4365094;-45.120503652039325
1739209884.4365132;-35.57807855764607
1739209884.4365168;-35.57807855764607
1739209884.4365206;-32.816014438256545
1739209884.4365242;-38.13080360867914
1739209884.436528;-45.120503652039325
1739209884.4365315;-35.57807855764607
1739209884.4365354;-35.57807855764607
1739209884.436539;-38.13080360867914
1739209884.4365425;-38.13080360867914
1739209884.4365463;-38.13080360867914
1739209884.43655;-45.120503652039325
1739209884.4365537;-32.816014438256545
1739209884.4365573;-38.13080360867914
1739209884.436561;-38.13080360867914
1739209884.4365647;-32.816014438256545
1739209884.4365685;-35.57807855764607
1739209884.436572;-45.120503652039325
1739209884.4365757;-45.120503652039325
1739209884.4365795;-35.57807855764607
1739209884.436583;-38.13080360867914
1739209884.4365869;-38.13080360867914
1739209884.4365904;-45.120503652039325
1739209884.4365942;-35.57807855764607
1739209884.4365978;-45.120503652039325
1739209884.4366016;-38.13080360867914
1739209884.4366052;-33.981070128970906
1739209884.436609;-35.57807855764607
1739209884.4366126;-35.57807855764607
1739209884.4366162;-38.13080360867914
1739209884.43662;-38.13080360867914
1739209884.4366236;-35.57807855764607
1739209884.4366274;-33.981070128970906
1739209884.436631;-45.120503652039325
1739209884.4366348;-38.13080360867914
1739209884.4366384;-38.13080360867914
1739209884.4366422;-45.120503652039325
1739209884.4366457;-45.120503652039325
1739209884.4366493;-45.120503652039325
1739209884.4366531;-38.13080360867914
1739209884.4366567;-38.13080360867914
1739209884.4366605;-45.120503652039325
1739209884.436664;-45.120503652039325
1739209884.436668;-45.120503652039325
1739209884.4366715;-45.120503652039325
1739209884.4366753;-35.57807855764607
1739209884.436679;-35.57807855764607
1739209884.4366825;-45.120503652039325
1739209884.4366863;-38.13080360867914
1739209884.4366899;-38.13080360867914
1739209884.4366937;-33.981070128970906
1739209884.4366972;-45.120503652039325
1739209884.436701;-38.13080360867914
1739209884.4367046;-45.120503652039325
1739209884.4367085;-38.13080360867914
1739209884.436712;-33.981070128970906
1739209884.4367156;-38.13080360867914
1739209884.4367194;-33.981070128970906
1739209884.436723;-45.120503652039325
1739209884.4367268;-45.120503652039325
1739209884.4367304;-45.120503652039325
1739209884.4367342;-30.49652367304973
1739209884.4367378;-30.49652367304973
1739209884.4367416;-45.120503652039325
1739209884.4367452;-38.13080360867914
1739209884.436749;-38.13080360867914
1739209884.4367526;-38.13080360867914
1739209884.4367561;-45.120503652039325
1739209884.43676;-38.13080360867914
1739209884.4367635;-38.13080360867914
1739209884.4367673;-45.120503652039325
1739209884.436771;-45.120503652039325
1739209884.4367747;-45.120503652039325
1739209884.4367783;-38.13080360867914
1739209884.4367821;-38.13080360867914
1739209884.4367857;-45.120503652039325
1739209884.4367893;-45.120503652039325
1739209884.436793;-38.13080360867914
1739209884.4367967;-35.57807855764607
1739209884.4368005;-38.13080360867914
1739209884.436804;-38.13080360867914
1739209884.4368079;-38.13080360867914
1739209884.4368114;-38.13080360867914
1739209884.4368153;-45.120503652039325
1739209884.4368188;-38.13080360867914
1739209884.4368224;-38.13080360867914
1739209884.4368262;-45.120503652039325
1739209884.4368298;-38.13080360867914
1739209884.4368336;-35.57807855764607
1739209884.4368372;-38.13080360867914
1739209884.436841;-45.120503652039325
1739209884.4368446;-45.120503652039325
1739209884.4368484;-45.120503652039325
1739209884.436852;-38.13080360867914
1739209884.4368556;-45.120503652039325
1739209884.4368594;-45.120503652039325
1739209884.436863;-38.13080360867914
1739209884.4368668;-35.57807855764607
1739209884.4368703;-33.981070128970906
1739209884.4368742;-45.120503652039325
1739209884.4368777;-45.120503652039325
1739209884.4368815;-45.120503652039325
1739209884.436885;-31.141103565318915
1739209884.436889;-35.57807855764607
1739209884.4368925;-38.13080360867914
1739209884.436896;-45.120503652039325
1739209884.4369;-38.13080360867914
1739209884.4369035;-38.13080360867914
1739209884.4369073;-38.13080360867914
1739209884.4369109;-38.13080360867914
1739209884.4369147;-32.81601443825658
1739209884.4369183;-45.120503652039325
1739209884.436922;-38.13080360867914
1739209884.4369256;-35.57807855764607
1739209884.4369292;-35.57807855764607
1739209884.436933;-38.13080360867914
1739209884.4369366;-38.13080360867914
1739209884.4369404;-38.13080360867914
1739209884.436944;-27.267205301931607
1739209884.4369478;-38.13080360867914
1739209884.4369514;-38.13080360867914
1739209884.4369552;-38.13080360867914
1739209884.4369588;-38.13080360867914
1739209884.4369624;-32.816014438256545
1739209884.4369662;-35.57807855764607
1739209884.4369698;-38.13080360867914
1739209884.4369736;-31.14110356531892
1739209884.4369771;-33.981070128970906
1739209884.436981;-33.981070128970906
1739209884.4369845;-38.13080360867914
1739209884.4369884;-38.13080360867914
1739209884.436992;-38.13080360867914
1739209884.4369955;-45.120503652039325
1739209884.4369993;-45.120503652039325
1739209884.437003;-38.13080360867914
1739209884.4370067;-32.816014438256545
1739209884.4370103;-38.13080360867914
1739209884.437014;-38.13080360867914
1739209884.4370177;-38.13080360867914
1739209884.4370215;-35.57807855764607
1739209884.437025;-33.981070128970906
1739209884.437029;-45.120503652039325
1739209884.4370325;-38.13080360867914
1739209884.437036;-32.816014438256545
1739209884.4370399;-38.13080360867914
1739209884.4370434;-45.120503652039325
1739209884.4370472;-38.13080360867914
1739209884.4370508;-35.57807855764607
1739209884.4370546;-38.13080360867914
1739209884.4370582;-45.120503652039325
1739209884.437062;-33.981070128970906
1739209884.4370656;-31.141103565318915
1739209884.4370692;-33.981070128970906
1739209884.437073;-45.120503652039325
1739209884.4370766;-38.13080360867914
1739209884.4370804;-38.13080360867914
1739209884.437084;-45.120503652039325
1739209884.4370878;-32.816014438256545
1739209884.4370914;-32.816014438256545
1739209884.4370952;-38.13080360867914
1739209884.4370987;-38.13080360867914
1739209884.4371023;-45.120503652039325
1739209884.4371061;-45.120503652039325
1739209884.4371097;-35.57807855764607
1739209884.4371135;-38.13080360867914
1739209884.437117;-45.120503652039325
1739209884.437121;-31.141103565318915
1739209884.4371245;-31.141103565318915
1739209884.4371283;-45.120503652039325
1739209884.437132;-45.120503652039325
1739209884.4371355;-38.13080360867914
1739209884.4371393;-38.13080360867914
1739209884.4371428;-33.981070128970906
1739209884.4371467;-45.120503652039325
1739209884.4371502;-45.120503652039325
1739209884.437154;-38.13080360867914
1739209884.4371576;-33.981070128970906
1739209884.4371614;-45.120503652039325
1739209884.437165;-45.120503652039325
1739209884.4371688;-31.141103565318893
1739209884.4371724;-33.981070128970906
1739209884.437176;-45.120503652039325
1739209884.4371798;-38.13080360867914
1739209884.4371834;-38.13080360867914
1739209884.4371872;-33.981070128970906
1739209884.4371908;-45.120503652039325
1739209884.4371946;-45.120503652039325
1739209884.4371982;-38.13080360867914
1739209884.437202;-35.57807855764607
1739209884.4372056;-45.120503652039325
1739209884.4372091;-38.13080360867914
1739209884.437213;-32.816014438256545
1739209884.4372165;-38.13080360867914
1739209884.4372203;-45.120503652039325
1739209884.437224;-33.981070128970906
1739209884.4372277;-38.13080360867914
1739209884.4372313;-45.120503652039325
1739209884.437235;-45.120503652039325
1739209884.4372387;-45.120503652039325
1739209884.4372423;-38.13080360867914
1739209884.437246;-38.13080360867914
1739209884.4372497;-38.13080360867914
1739209884.4372535;-45.120503652039325
1739209884.437257;-33.981070128970906
1739209884.4372609;-35.57807855764607
1739209884.4372644;-38.13080360867914
1739209884.4372683;-38.13080360867914
1739209884.4372718;-38.13080360867914
1739209884.4372754;-45.120503652039325
1739209884.4372792;-45.120503652039325
1739209884.4372828;-45.120503652039325
1739209884.4372866;-45.120503652039325
1739209884.4372902;-45.120503652039325
1739209884.437294;-45.120503652039325
1739209884.4372976;-38.13080360867914
1739209884.4373014;-38.13080360867914
1739209884.437305;-45.120503652039325
1739209884.4373088;-45.120503652039325
1739209884.4373124;-45.120503652039325
1739209884.437316;-45.120503652039325
1739209884.4373198;-38.13080360867914
1739209884.4373233;-35.57807855764607
1739209884.4373271;-38.13080360867914
1739209884.4373307;-38.13080360867914
1739209884.4373345;-38.13080360867914
1739209884.437338;-38.13080360867914
1739209884.437342;-45.120503652039325
1739209884.4373455;-38.13080360867914
1739209884.437349;-33.981070128970906
1739209884.437353;-38.13080360867914
1739209884.4373565;-35.57807855764607
1739209884.4373603;-45.120503652039325
1739209884.4373639;-45.120503652039325
1739209884.4373677;-45.120503652039325
