CAN Message; 0x150:05000a96d4d2741d
1739209823.6688;-45.120503652039325
1739209823.6688042;-45.120503652039325
1739209823.6688085;-38.13080360867914
1739209823.6688125;-35.57807855764607
1739209823.6688168;-38.13080360867914
1739209823.6688209;-38.13080360867914
1739209823.6688251;-45.120503652039325
1739209823.6688292;-45.120503652039325
1739209823.6688335;-33.981070128970906
1739209823.6688375;-45.120503652039325
1739209823.6688416;-45.120503652039325
1739209823.668846;-38.13080360867914
1739209823.66885;-38.13080360867914
1739209823.6688542;-38.13080360867914
1739209823.6688583;-38.13080360867914
1739209823.6688626;-38.13080360867914
1739209823.6688666;-35.57807855764607
1739209823.668871;-45.120503652039325
1739209823.668875;-38.13080360867914
1739209823.6688793;-38.13080360867914
1739209823.6688833;-45.120503652039325
1739209823.6688876;-45.120503652039325
1739209823.6688917;-38.13080360867914
1739209823.668896;-35.57807855764607
1739209823.6689;-35.57807855764607
1739209823.668904;-45.120503652039325
1739209823.6689084;-45.120503652039325
1739209823.6689124;-38.13080360867914
1739209823.6689167;-38.13080360867914
1739209823.6689208;-38.13080360867914
1739209823.668925;-38.13080360867914
1739209823.668929;-33.981070128970906
1739209823.6689334;-38.13080360867914
1739209823.6689374;-38.13080360867914
1739209823.6689417;-33.981070128970906
1739209823.6689458;-45.120503652039325
1739209823.66895;-45.120503652039325
1739209823.6689541;-38.13080360867914
1739209823.6689582;-38.13080360867914
1739209823.6689625;-38.13080360867914
1739209823.6689665;-45.120503652039325
1739209823.6689708;-38.13080360867914
1739209823.6689749;-33.981070128970906
1739209823.6689792;-38.13080360867914
1739209823.6689832;-38.13080360867914
1739209823.6689875;-38.13080360867914
1739209823.6689916;-33.981070128970906
1739209823.6689959;-38.13080360867914
1739209823.669;-45.120503652039325
1739209823.6690042;-38.13080360867914
1739209823.6690083;-38.13080360867914
1739209823.6690125;-45.120503652039325
1739209823.6690166;-45.120503652039325
1739209823.6690207;-38.13080360867914
1739209823.669025;-38.13080360867914
1739209823.669029;-33.981070128970906
1739209823.6690333;-38.13080360867914
1739209823.6690373;-38.13080360867914
1739209823.6690416;-38.13080360867914
1739209823.6690457;-38.13080360867914
1739209823.66905;-45.120503652039325
1739209823.669054;-33.981070128970906
1739209823.6690583;-31.141103565318915
1739209823.6690624;-33.981070128970906
1739209823.6690667;-38.13080360867914
1739209823.6690707;-45.120503652039325
1739209823.669075;-38.13080360867914
1739209823.669079;-38.13080360867914
1739209823.669083;-45.120503652039325
1739209823.6690874;-38.13080360867914
1739209823.6690915;-38.13080360867914
1739209823.6690958;-31.141103565318915
1739209823.6690998;-38.13080360867914
1739209823.669104;-45.120503652039325
1739209823.6691082;-38.13080360867914
1739209823.6691124;-38.13080360867914
1739209823.6691165;-38.13080360867914
1739209823.6691208;-45.120503652039325
1739209823.6691248;-38.13080360867914
1739209823.6691291;-38.13080360867914
1739209823.6691332;-38.13080360867914
1739209823.6691372;-38.13080360867914
1739209823.6691415;-45.120503652039325
1739209823.6691456;-45.120503652039325
1739209823.6691499;-45.120503652039325
1739209823.669154;-38.13080360867914
1739209823.6691582;-45.120503652039325
1739209823.6691623;-38.13080360867914
1739209823.6691666;-45.120503652039325
1739209823.6691706;-35.57807855764607
1739209823.669175;-45.120503652039325
1739209823.669179;-38.13080360867914
1739209823.6691833;-35.57807855764607
1739209823.6691873;-45.120503652039325
1739209823.6691916;-38.13080360867914
1739209823.6691957;-25.826314394896357
1739209823.6691997;-33.981070128970906
1739209823.669204;-45.120503652039325
1739209823.669208;-45.120503652039325
1739209823.6692123;-38.13080360867914
1739209823.6692164;-45.120503652039325
1739209823.6692207;-45.120503652039325
1739209823.6692247;-45.120503652039325
1739209823.669229;-38.13080360867914
1739209823.669233;-38.13080360867914
1739209823.6692374;-45.120503652039325
1739209823.6692414;-45.120503652039325
1739209823.6692457;-38.13080360867914
1739209823.6692498;-32.816014438256545
1739209823.6692538;-45.120503652039325
1739209823.669258;-45.120503652039325
1739209823.6692622;-33.981070128970906
1739209823.6692665;-45.120503652039325
1739209823.6692705;-45.120503652039325
1739209823.6692748;-45.120503652039325
1739209823.6692789;-45.120503652039325
1739209823.6692832;-45.120503652039325
1739209823.6692872;-38.13080360867914
1739209823.6692915;-38.13080360867914
1739209823.6692955;-38.13080360867914
1739209823.6692998;-45.120503652039325
1739209823.669304;-38.13080360867914
1739209823.6693082;-32.816014438256545
1739209823.6693122;-38.13080360867914
1739209823.6693163;-45.120503652039325
1739209823.6693206;-38.13080360867914
1739209823.6693246;-45.120503652039325
1739209823.669329;-45.120503652039325
1739209823.669333;-45.120503652039325
1739209823.6693373;-45.120503652039325
1739209823.6693413;-45.120503652039325
1739209823.6693456;-38.13080360867914
1739209823.6693497;-32.816014438256545
1739209823.669354;-45.120503652039325
1739209823.669358;-38.13080360867914
1739209823.6693623;-33.981070128970906
1739209823.6693664;-45.120503652039325
1739209823.6693707;-45.120503652039325
1739209823.6693747;-38.13080360867914
1739209823.6693788;-45.120503652039325
1739209823.669383;-45.120503652039325
1739209823.669387;-45.120503652039325
1739209823.6693914;-45.120503652039325
1739209823.6693954;-45.120503652039325
1739209823.6693997;-38.13080360867914
1739209823.6694038;-38.13080360867914
1739209823.669408;-45.120503652039325
1739209823.6694121;-38.13080360867914
1739209823.6694164;-38.13080360867914
1739209823.6694205;-45.120503652039325
1739209823.6694248;-38.13080360867914
1739209823.6694288;-38.13080360867914
1739209823.6694329;-38.13080360867914
1739209823.6694372;-38.13080360867914
1739209823.6694412;-45.120503652039325
1739209823.6694455;-45.120503652039325
1739209823.6694496;-45.120503652039325
1739209823.6694539;-38.13080360867914
1739209823.669458;-38.13080360867914
1739209823.6694622;-38.13080360867914
1739209823.6694663;-45.120503652039325
1739209823.6694705;-38.13080360867914
1739209823.6694746;-38.13080360867914
1739209823.669479;-30.49652367304973
1739209823.669483;-33.981070128970906
1739209823.6694872;-38.13080360867914
1739209823.6694913;-38.13080360867914
1739209823.6694953;-38.13080360867914
1739209823.6694996;-30.49652367304973
1739209823.6695037;-38.13080360867914
1739209823.669508;-38.13080360867914
1739209823.669512;-38.13080360867914
1739209823.6695163;-38.13080360867914
1739209823.6695204;-45.120503652039325
1739209823.6695247;-38.13080360867914
1739209823.6695287;-45.120503652039325
1739209823.669533;-35.57807855764607
1739209823.669537;-38.13080360867914
1739209823.6695414;-45.120503652039325
1739209823.6695454;-45.120503652039325
1739209823.6695495;-38.13080360867914
1739209823.6695538;-38.13080360867914
1739209823.6695578;-38.13080360867914
1739209823.669562;-45.120503652039325
1739209823.6695662;-38.13080360867914
1739209823.6695704;-38.13080360867914
1739209823.6695745;-45.120503652039325
1739209823.6695788;-45.120503652039325
1739209823.6695828;-33.981070128970906
1739209823.6695871;-38.13080360867914
1739209823.6695912;-45.120503652039325
1739209823.6695955;-45.120503652039325
1739209823.6695995;-38.13080360867914
1739209823.6696038;-38.13080360867914
1739209823.6696079;-38.13080360867914
1739209823.669612;-45.120503652039325
1739209823.6696162;-45.120503652039325
1739209823.6696203;-38.13080360867914
1739209823.6696246;-45.120503652039325
1739209823.6696286;-38.13080360867914
1739209823.669633;-38.13080360867914
1739209823.669637;-38.13080360867914
1739209823.6696413;-45.120503652039325
1739209823.6696453;-38.13080360867914
1739209823.6696496;-38.13080360867914
1739209823.6696537;-45.120503652039325
1739209823.669658;-38.13080360867914
1739209823.669662;-45.120503652039325
1739209823.6696663;-25.826314394896357
1739209823.6696703;-32.816014438256545
1739209823.6696744;-35.57807855764607
1739209823.6696787;-38.13080360867914
1739209823.6696827;-38.13080360867914
1739209823.669687;-45.120503652039325
1739209823.669691;-45.120503652039325
1739209823.6696954;-38.13080360867914
1739209823.6696994;-35.57807855764607
1739209823.6697037;-38.13080360867914
1739209823.6697078;-45.120503652039325
1739209823.669712;-38.13080360867914
1739209823.6697161;-45.120503652039325
1739209823.6697204;-35.57807855764607
1739209823.6697245;-38.13080360867914
1739209823.6697285;-38.13080360867914
1739209823.6697328;-31.141103565318915
1739209823.6697369;-38.13080360867914
1739209823.6697412;-45.120503652039325
1739209823.6697452;-38.13080360867914
1739209823.6697495;-38.13080360867914
1739209823.6697536;-45.120503652039325
1739209823.6697578;-45.120503652039325
1739209823.669762;-45.120503652039325
1739209823.6697662;-31.141103565318915
1739209823.6697702;-38.13080360867914
1739209823.6697745;-45.120503652039325
1739209823.6697786;-38.13080360867914
1739209823.6697829;-38.13080360867914
1739209823.669787;-38.13080360867914
1739209823.669791;-45.120503652039325
1739209823.6697953;-33.981070128970906
1739209823.6697993;-33.981070128970906
1739209823.6698036;-33.981070128970906
1739209823.6698077;-45.120503652039325
1739209823.669812;-38.13080360867914
1739209823.669816;-35.57807855764607
1739209823.6698203;-45.120503652039325
1739209823.6698244;-45.120503652039325
1739209823.6698287;-38.13080360867914
1739209823.6698327;-31.141103565318915
1739209823.669837;-33.981070128970906
1739209823.669841;-45.120503652039325
1739209823.669845;-33.981070128970906
1739209823.6698494;-32.816014438256545
1739209823.6698534;-38.13080360867914
1739209823.6698577;-45.120503652039325
1739209823.6698618;-33.981070128970906
1739209823.669866;-38.13080360867914
1739209823.6698701;-38.13080360867914
1739209823.6698744;-38.13080360867914
1739209823.6698785;-38.13080360867914
1739209823.6698828;-38.13080360867914
1739209823.6698868;-38.13080360867914
1739209823.669891;-45.120503652039325
1739209823.6698952;-45.120503652039325
1739209823.6698995;-38.13080360867914
1739209823.6699035;-45.120503652039325
1739209823.6699076;-45.120503652039325
1739209823.6699119;-45.120503652039325
1739209823.669916;-38.13080360867914
1739209823.6699202;-45.120503652039325
1739209823.6699243;-45.120503652039325
1739209823.6699286;-45.120503652039325
1739209823.6699326;-45.120503652039325
1739209823.669937;-38.13080360867914
1739209823.669941;-38.13080360867914
1739209823.6699452;-45.120503652039325
1739209823.6699493;-45.120503652039325
1739209823.6699536;-35.57807855764607
1739209823.6699576;-35.57807855764607
1739209823.669962;-45.120503652039325
1739209823.669966;-38.13080360867914
1739209823.66997;-38.13080360867914
1739209823.6699743;-45.120503652039325
1739209823.6699784;-35.57807855764607
1739209823.6699827;-38.13080360867914
1739209823.6699867;-45.120503652039325
1739209823.669991;-45.120503652039325
1739209823.669995;-38.13080360867914
1739209823.6699994;-38.13080360867914
1739209823.6700034;-33.981070128970906
1739209823.6700077;-35.57807855764607
1739209823.6700118;-45.120503652039325
1739209823.670016;-38.13080360867914
1739209823.67002;-35.57807855764607
1739209823.6700242;-35.57807855764607
1739209823.6700284;-38.13080360867914
1739209823.6700325;-45.120503652039325
1739209823.6700368;-38.13080360867914
1739209823.6700408;-38.13080360867914
1739209823.6700451;-38.13080360867914
1739209823.6700492;-45.120503652039325
1739209823.6700535;-45.120503652039325
1739209823.6700575;-45.120503652039325
1739209823.6700618;-45.120503652039325
1739209823.6700659;-45.120503652039325
1739209823.6700702;-45.120503652039325
1739209823.6700742;-45.120503652039325
1739209823.6700785;-38.13080360867914
1739209823.6700826;-45.120503652039325
1739209823.6700866;-38.13080360867914
1739209823.670091;-45.120503652039325
1739209823.670095;-45.120503652039325
1739209823.6700993;-45.120503652039325
1739209823.6701033;-38.13080360867914
1739209823.6701076;-45.120503652039325
1739209823.6701117;-38.13080360867914
1739209823.670116;-35.57807855764607
1739209823.67012;-45.120503652039325
1739209823.6701243;-38.13080360867914
1739209823.6701283;-45.120503652039325
1739209823.6701326;-45.120503652039325
1739209823.6701367;-45.120503652039325
1739209823.6701407;-45.120503652039325
1739209823.670145;-38.13080360867914
1739209823.670149;-38.13080360867914
1739209823.6701534;-45.120503652039325
1739209823.6701574;-45.120503652039325
1739209823.6701617;-33.981070128970906
1739209823.6701658;-45.120503652039325
1739209823.67017;-38.13080360867914
1739209823.6701741;-32.816014438256545
1739209823.6701784;-38.13080360867914
1739209823.6701825;-38.13080360867914
1739209823.6701868;-38.13080360867914
1739209823.6701908;-35.57807855764607
1739209823.670195;-38.13080360867914
1739209823.6701992;-35.57807855764607
1739209823.6702032;-45.120503652039325
1739209823.6702075;-45.120503652039325
1739209823.6702116;-45.120503652039325
1739209823.6702158;-45.120503652039325
1739209823.67022;-45.120503652039325
1739209823.6702242;-45.120503652039325
1739209823.6702282;-45.120503652039325
1739209823.6702325;-45.120503652039325
1739209823.6702366;-38.13080360867914
1739209823.6702409;-32.816014438256545
1739209823.670245;-38.13080360867914
1739209823.6702492;-45.120503652039325
1739209823.6702533;-32.816014438256545
1739209823.6702576;-35.57807855764607
1739209823.6702616;-45.120503652039325
1739209823.6702657;-38.13080360867914
1739209823.67027;-35.57807855764607
1739209823.670274;-30.49652367304973
1739209823.6702783;-45.120503652039325
1739209823.6702824;-38.13080360867914
1739209823.6702867;-45.120503652039325
1739209823.6702907;-45.120503652039325
1739209823.670295;-45.120503652039325
1739209823.670299;-45.120503652039325
1739209823.6703033;-45.120503652039325
1739209823.6703074;-33.981070128970956
1739209823.6703117;-38.13080360867914
1739209823.6703157;-45.120503652039325
1739209823.6703198;-38.13080360867914
1739209823.670324;-35.57807855764607
1739209823.6703281;-45.120503652039325
1739209823.6703324;-38.13080360867914
1739209823.6703365;-35.57807855764607
1739209823.6703408;-26.991370085610722
1739209823.6703448;-38.13080360867914
1739209823.6703491;-45.120503652039325
1739209823.6703532;-45.120503652039325
1739209823.6703575;-45.120503652039325
1739209823.6703615;-38.13080360867914
1739209823.6703658;-33.981070128970906
1739209823.6703699;-45.120503652039325
1739209823.6703742;-33.981070128970956
1739209823.6703782;-38.13080360867914
1739209823.6703823;-38.13080360867914
1739209823.6703866;-45.120503652039325
1739209823.6703906;-45.120503652039325
1739209823.670395;-33.981070128970906
1739209823.670399;-38.13080360867914
1739209823.6704032;-45.120503652039325
1739209823.6704073;-31.141103565318915
1739209823.6704116;-35.57807855764607
1739209823.6704156;-35.57807855764607
1739209823.67042;-38.13080360867914
1739209823.670424;-38.13080360867914
1739209823.6704283;-35.57807855764607
1739209823.6704323;-35.57807855764607
1739209823.6704366;-45.120503652039325
1739209823.6704407;-45.120503652039325
1739209823.6704447;-32.816014438256545
1739209823.670449;-32.816014438256545
1739209823.670453;-38.13080360867914
1739209823.6704574;-45.120503652039325
1739209823.6704614;-35.57807855764607
1739209823.6704657;-45.120503652039325
1739209823.6704698;-45.120503652039325
1739209823.670474;-30.49652367304976
1739209823.670478;-33.981070128970906
1739209823.6704824;-45.120503652039325
1739209823.6704865;-38.13080360867914
1739209823.6704907;-38.13080360867914
1739209823.6704948;-38.13080360867914
1739209823.6704988;-38.13080360867914
1739209823.6705031;-45.120503652039325
1739209823.6705072;-33.981070128970906
1739209823.6705115;-33.981070128970906
1739209823.6705155;-38.13080360867914
1739209823.6705198;-45.120503652039325
1739209823.670524;-45.120503652039325
1739209823.6705282;-45.120503652039325
1739209823.6705322;-45.120503652039325
1739209823.6705365;-38.13080360867914
1739209823.6705406;-45.120503652039325
1739209823.6705449;-33.981070128970906
1739209823.670549;-45.120503652039325
1739209823.6705532;-38.13080360867914
1739209823.6705573;-35.57807855764607
1739209823.6705613;-45.120503652039325
1739209823.6705656;-38.13080360867914
1739209823.6705697;-38.13080360867914
1739209823.670574;-45.120503652039325
1739209823.670578;-45.120503652039325
1739209823.6705823;-45.120503652039325
1739209823.6705863;-45.120503652039325
1739209823.6705906;-35.57807855764607
1739209823.6705947;-38.13080360867914
1739209823.670599;-45.120503652039325
1739209823.670603;-33.981070128970906
1739209823.6706073;-31.141103565318915
1739209823.6706114;-38.13080360867914
1739209823.6706154;-38.13080360867914
1739209823.6706197;-38.13080360867914
1739209823.6706238;-38.13080360867914
1739209823.670628;-35.57807855764607
1739209823.6706321;-38.13080360867914
1739209823.6706364;-38.13080360867914
1739209823.6706405;-38.13080360867914
1739209823.6706448;-45.120503652039325
1739209823.6706488;-45.120503652039325
1739209823.670653;-38.13080360867914
1739209823.6706572;-38.13080360867914
1739209823.6706614;-45.120503652039325
1739209823.6706655;-38.13080360867914
1739209823.6706698;-45.120503652039325
1739209823.6706738;-38.13080360867914
1739209823.670678;-35.57807855764607
1739209823.6706822;-45.120503652039325
1739209823.6706862;-45.120503652039325
1739209823.6706905;-38.13080360867914
1739209823.6706946;-38.13080360867914
1739209823.670699;-38.13080360867914
1739209823.670703;-38.13080360867914
1739209823.6707072;-38.13080360867914
1739209823.6707113;-35.57807855764607
1739209823.6707156;-38.13080360867914
1739209823.6707196;-45.120503652039325
1739209823.670724;-38.13080360867914
1739209823.670728;-38.13080360867914
1739209823.6707323;-38.13080360867914
1739209823.6707363;-45.120503652039325
1739209823.6707404;-45.120503652039325
1739209823.6707447;-45.120503652039325
1739209823.6707487;-38.13080360867914
1739209823.670753;-38.13080360867914
1739209823.670757;-38.13080360867914
1739209823.6707613;-38.13080360867914
1739209823.6707654;-33.981070128970906
1739209823.6707697;-45.120503652039325
1739209823.6707737;-45.120503652039325
1739209823.670778;-31.141103565318893
1739209823.670782;-38.13080360867914
1739209823.6707864;-45.120503652039325
1739209823.6707904;-45.120503652039325
1739209823.6707945;-35.57807855764607
1739209823.6707988;-35.57807855764607
1739209823.6708028;-45.120503652039325
1739209823.6708071;-38.13080360867914
1739209823.6708112;-45.120503652039325
1739209823.6708155;-38.13080360867914
1739209823.6708195;-38.13080360867914
1739209823.6708238;-38.13080360867914
1739209823.6708279;-33.981070128970906
1739209823.6708322;-38.13080360867914
1739209823.6708362;-38.13080360867914
1739209823.6708405;-45.120503652039325
1739209823.6708446;-30.49652367304973
1739209823.6708488;-27.8777449560314
1739209823.670853;-38.13080360867914
1739209823.670857;-45.120503652039325
1739209823.6708612;-35.57807855764607
1739209823.6708653;-35.57807855764607
1739209823.6708696;-38.13080360867914
1739209823.6708736;-30.49652367304973
1739209823.670878;-45.120503652039325
1739209823.670882;-45.120503652039325
1739209823.6708863;-45.120503652039325
1739209823.6708903;-45.120503652039325
1739209823.6708946;-33.981070128970906
1739209823.6708987;-45.120503652039325
1739209823.670903;-45.120503652039325
1739209823.670907;-45.120503652039325
1739209823.670911;-35.57807855764607
1739209823.6709154;-35.57807855764607
1739209823.6709194;-45.120503652039325
1739209823.6709237;-38.13080360867914
1739209823.6709278;-38.13080360867914
1739209823.670932;-35.57807855764607
1739209823.670936;-45.120503652039325
1739209823.6709404;-45.120503652039325
1739209823.6709445;-45.120503652039325
1739209823.6709487;-45.120503652039325
1739209823.6709528;-38.13080360867914
1739209823.670957;-35.57807855764607
1739209823.6709611;-45.120503652039325
1739209823.6709654;-45.120503652039325
1739209823.6709695;-45.120503652039325
1739209823.6709735;-38.13080360867914
1739209823.6709778;-38.13080360867914
1739209823.670982;-45.120503652039325
1739209823.6709862;-35.57807855764607
1739209823.6709902;-45.120503652039325
1739209823.6709945;-35.57807855764607
1739209823.6709986;-32.816014438256545
1739209823.6710029;-45.120503652039325
1739209823.671007;-45.120503652039325
1739209823.6710112;-35.57807855764607
1739209823.6710153;-29.438486411369333
1739209823.6710196;-45.120503652039325
1739209823.6710236;-45.120503652039325
1739209823.671028;-45.120503652039325
1739209823.671032;-45.120503652039325
1739209823.671036;-38.13080360867914
1739209823.6710403;-38.13080360867914
1739209823.6710443;-45.120503652039325
1739209823.6710486;-38.13080360867914
1739209823.6710527;-38.13080360867914
1739209823.671057;-45.120503652039325
1739209823.671061;-45.120503652039325
1739209823.6710653;-45.120503652039325
1739209823.6710694;-38.13080360867914
1739209823.6710737;-45.120503652039325
1739209823.6710777;-35.57807855764607
1739209823.671082;-26.991370085610722
1739209823.671086;-38.13080360867914
1739209823.6710901;-45.120503652039325
1739209823.6710944;-45.120503652039325
1739209823.6710985;-33.981070128970906
1739209823.6711028;-45.120503652039325
1739209823.6711068;-45.120503652039325
1739209823.671111;-45.120503652039325
1739209823.6711152;-45.120503652039325
1739209823.6711195;-45.120503652039325
1739209823.6711235;-38.13080360867914
1739209823.6711278;-38.13080360867914
1739209823.6711318;-45.120503652039325
1739209823.6711361;-45.120503652039325
1739209823.6711402;-45.120503652039325
1739209823.6711445;-38.13080360867914
1739209823.6711485;-38.13080360867914
1739209823.6711526;-45.120503652039325
1739209823.671157;-45.120503652039325
1739209823.671161;-38.13080360867914
1739209823.6711652;-38.13080360867914
1739209823.6711693;-45.120503652039325
1739209823.6711736;-45.120503652039325
1739209823.6711776;-38.13080360867914
1739209823.671182;-30.49652367304973
1739209823.671186;-38.13080360867914
1739209823.6711903;-45.120503652039325
1739209823.6711943;-38.13080360867914
1739209823.6711986;-38.13080360867914
1739209823.6712027;-35.57807855764607
1739209823.671207;-35.57807855764607
1739209823.671211;-38.13080360867914
1739209823.671215;-35.57807855764607
1739209823.6712193;-45.120503652039325
1739209823.6712234;-38.13080360867914
1739209823.6712277;-38.13080360867914
1739209823.6712317;-45.120503652039325
1739209823.671236;-45.120503652039325
1739209823.67124;-45.120503652039325
1739209823.6712444;-45.120503652039325
1739209823.6712484;-25.826314394896357
1739209823.6712527;-33.981070128970906
1739209823.6712568;-38.13080360867914
1739209823.671261;-38.13080360867914
1739209823.6712651;-35.57807855764607
1739209823.6712692;-38.13080360867914
1739209823.6712735;-45.120503652039325
1739209823.6712775;-45.120503652039325
1739209823.6712818;-35.57807855764607
1739209823.6712859;-33.981070128970906
1739209823.6712902;-45.120503652039325
1739209823.6712942;-45.120503652039325
1739209823.6712985;-45.120503652039325
1739209823.6713026;-38.13080360867914
1739209823.6713068;-38.13080360867914
1739209823.671311;-38.13080360867914
1739209823.6713152;-31.141103565318915
1739209823.6713192;-35.57807855764607
1739209823.6713235;-35.57807855764607
1739209823.6713276;-45.120503652039325
1739209823.6713316;-38.13080360867914
1739209823.671336;-38.13080360867914
1739209823.67134;-45.120503652039325
1739209823.6713443;-45.120503652039325
1739209823.6713483;-45.120503652039325
1739209823.6713526;-45.120503652039325
1739209823.6713567;-45.120503652039325
1739209823.671361;-38.13080360867914
1739209823.671365;-38.13080360867914
1739209823.6713693;-35.57807855764607
1739209823.6713734;-45.120503652039325
1739209823.6713777;-35.57807855764607
1739209823.6713817;-38.13080360867914
1739209823.6713858;-38.13080360867914
1739209823.67139;-45.120503652039325
1739209823.671394;-45.120503652039325
1739209823.6713984;-38.13080360867914
1739209823.6714025;-45.120503652039325
1739209823.6714067;-45.120503652039325
1739209823.6714108;-38.13080360867914
1739209823.671415;-33.981070128970906
1739209823.6714191;-38.13080360867914
1739209823.6714234;-45.120503652039325
1739209823.6714275;-38.13080360867914
1739209823.6714318;-31.141103565318915
1739209823.6714358;-32.816014438256545
1739209823.6714401;-45.120503652039325
1739209823.6714442;-35.57807855764607
1739209823.6714482;-38.13080360867914
1739209823.6714525;-45.120503652039325
1739209823.6714566;-38.13080360867914
1739209823.6714609;-38.13080360867914
1739209823.671465;-38.13080360867914
1739209823.6714692;-45.120503652039325
1739209823.6714733;-45.120503652039325
1739209823.6714776;-35.57807855764607
1739209823.6714816;-35.57807855764607
1739209823.671486;-45.120503652039325
1739209823.67149;-45.120503652039325
1739209823.6714942;-45.120503652039325
1739209823.6714983;-45.120503652039325
1739209823.6715026;-45.120503652039325
1739209823.6715066;-45.120503652039325
1739209823.6715107;-45.120503652039325
1739209823.671515;-45.120503652039325
1739209823.671519;-35.57807855764607
1739209823.6715233;-38.13080360867914
1739209823.6715274;-38.13080360867914
1739209823.6715317;-38.13080360867914
1739209823.6715357;-38.13080360867914
1739209823.67154;-38.13080360867914
1739209823.671544;-45.120503652039325
1739209823.6715484;-45.120503652039325
1739209823.6715524;-45.120503652039325
1739209823.6715567;-45.120503652039325
1739209823.6715608;-45.120503652039325
1739209823.6715648;-45.120503652039325
1739209823.671569;-45.120503652039325
1739209823.6715732;-38.13080360867914
1739209823.6715775;-38.13080360867914
1739209823.6715815;-45.120503652039325
1739209823.6715858;-33.981070128970906
1739209823.6715899;-35.57807855764607
1739209823.6715941;-45.120503652039325
1739209823.6715982;-45.120503652039325
1739209823.6716025;-32.816014438256545
1739209823.6716065;-35.57807855764607
1739209823.6716108;-45.120503652039325
1739209823.671615;-45.120503652039325
1739209823.6716192;-29.438486411369333
1739209823.6716232;-31.141103565318893
1739209823.6716273;-45.120503652039325
1739209823.6716316;-45.120503652039325
1739209823.6716356;-45.120503652039325
1739209823.67164;-45.120503652039325
1739209823.671644;-45.120503652039325
1739209823.6716483;-35.57807855764607
1739209823.6716523;-45.120503652039325
1739209823.6716566;-38.13080360867914
1739209823.6716607;-38.13080360867914
1739209823.671665;-45.120503652039325
1739209823.671669;-45.120503652039325
1739209823.6716733;-38.13080360867914
1739209823.6716774;-38.13080360867914
1739209823.6716814;-45.120503652039325
1739209823.6716857;-30.49652367304973
1739209823.6716897;-32.816014438256545
1739209823.671694;-45.120503652039325
1739209823.671698;-45.120503652039325
1739209823.6717024;-38.13080360867914
1739209823.6717064;-38.13080360867914
1739209823.6717107;-45.120503652039325
1739209823.6717148;-38.13080360867914
1739209823.671719;-45.120503652039325
1739209823.6717231;-45.120503652039325
1739209823.6717274;-38.13080360867914
1739209823.6717315;-38.13080360867914
1739209823.6717358;-45.120503652039325
1739209823.6717398;-45.120503652039325
1739209823.6717439;-35.57807855764607
1739209823.6717482;-38.13080360867914
1739209823.6717522;-45.120503652039325
1739209823.6717565;-38.13080360867914
1739209823.6717606;-32.816014438256545
1739209823.6717649;-38.13080360867914
1739209823.671769;-38.13080360867914
1739209823.6717732;-45.120503652039325
1739209823.6717772;-38.13080360867914
1739209823.6717815;-38.13080360867914
1739209823.6717856;-35.57807855764607
1739209823.67179;-35.57807855764607
1739209823.671794;-38.13080360867914
1739209823.6717982;-35.57807855764607
1739209823.6718023;-45.120503652039325
1739209823.6718063;-45.120503652039325
1739209823.6718106;-38.13080360867914
