CAN Message; 0x39:03332dc82b74bbe6
1739209651.382692;-38.13080360867914
1739209651.3826964;-32.816014438256545
1739209651.3827004;-45.120503652039325
1739209651.3827047;-33.981070128970906
1739209651.3827088;-45.120503652039325
1739209651.382713;-38.13080360867914
1739209651.3827171;-45.120503652039325
1739209651.3827214;-45.120503652039325
1739209651.3827257;-45.120503652039325
1739209651.3827298;-38.13080360867914
1739209651.382734;-38.13080360867914
1739209651.382738;-38.13080360867914
1739209651.3827424;-38.13080360867914
1739209651.3827465;-35.57807855764607
1739209651.3827507;-38.13080360867914
1739209651.3827548;-35.57807855764607
1739209651.382759;-38.13080360867914
1739209651.3827634;-33.981070128970906
1739209651.3827674;-45.120503652039325
1739209651.3827717;-33.981070128970906
1739209651.3827758;-35.57807855764607
1739209651.38278;-45.120503652039325
1739209651.3827841;-45.120503652039325
1739209651.3827884;-38.13080360867914
1739209651.3827927;-35.57807855764607
1739209651.3827968;-38.13080360867914
1739209651.382801;-38.13080360867914
1739209651.382805;-38.13080360867914
1739209651.3828094;-38.13080360867914
1739209651.3828135;-38.13080360867914
1739209651.3828177;-45.120503652039325
1739209651.382822;-38.13080360867914
1739209651.382826;-45.120503652039325
1739209651.3828304;-38.13080360867914
1739209651.3828344;-45.120503652039325
1739209651.3828387;-38.13080360867914
1739209651.3828428;-38.13080360867914
1739209651.382847;-45.120503652039325
1739209651.3828514;-45.120503652039325
1739209651.3828554;-45.120503652039325
1739209651.3828597;-35.57807855764607
1739209651.3828638;-38.13080360867914
1739209651.382868;-45.120503652039325
1739209651.382872;-38.13080360867914
1739209651.3828764;-31.141103565318915
1739209651.3828804;-45.120503652039325
1739209651.3828847;-45.120503652039325
1739209651.382889;-33.981070128970906
1739209651.382893;-30.49652367304973
1739209651.3828974;-38.13080360867914
1739209651.3829014;-45.120503652039325
1739209651.3829057;-45.120503652039325
1739209651.3829098;-35.57807855764607
1739209651.382914;-38.13080360867914
1739209651.3829184;-45.120503652039325
1739209651.3829224;-45.120503652039325
1739209651.3829267;-35.57807855764607
1739209651.3829308;-33.981070128970906
1739209651.382935;-45.120503652039325
1739209651.382939;-45.120503652039325
1739209651.3829434;-38.13080360867914
1739209651.3829477;-45.120503652039325
1739209651.3829517;-45.120503652039325
1739209651.382956;-38.13080360867914
1739209651.38296;-45.120503652039325
1739209651.3829644;-38.13080360867914
1739209651.3829684;-45.120503652039325
1739209651.3829727;-33.981070128970906
1739209651.382977;-31.141103565318915
1739209651.382981;-38.13080360867914
1739209651.3829854;-38.13080360867914
1739209651.3829894;-38.13080360867914
1739209651.3829937;-45.120503652039325
1739209651.3829978;-38.13080360867914
1739209651.383002;-35.57807855764607
1739209651.383006;-45.120503652039325
1739209651.3830104;-38.13080360867914
1739209651.3830147;-38.13080360867914
1739209651.3830187;-45.120503652039325
1739209651.383023;-38.13080360867914
1739209651.383027;-38.13080360867914
1739209651.3830314;-38.13080360867914
1739209651.3830354;-45.120503652039325
1739209651.3830397;-31.141103565318915
1739209651.383044;-31.141103565318915
1739209651.383048;-45.120503652039325
1739209651.3830523;-45.120503652039325
1739209651.3830564;-38.13080360867914
1739209651.3830607;-45.120503652039325
1739209651.3830647;-45.120503652039325
1739209651.383069;-45.120503652039325
1739209651.3830733;-38.13080360867914
1739209651.3830774;-32.81601443825658
1739209651.3830817;-38.13080360867914
1739209651.3830857;-38.13080360867914
1739209651.38309;-45.120503652039325
1739209651.383094;-38.13080360867914
1739209651.3830984;-45.120503652039325
1739209651.3831027;-45.120503652039325
1739209651.3831067;-45.120503652039325
1739209651.383111;-45.120503652039325
1739209651.383115;-45.120503652039325
1739209651.3831193;-45.120503652039325
1739209651.3831234;-38.13080360867914
1739209651.3831277;-35.57807855764607
1739209651.3831317;-38.13080360867914
1739209651.383136;-45.120503652039325
1739209651.3831403;-45.120503652039325
1739209651.3831444;-33.981070128970906
1739209651.3831487;-45.120503652039325
1739209651.3831527;-45.120503652039325
1739209651.383157;-38.13080360867914
1739209651.383161;-38.13080360867914
1739209651.3831654;-45.120503652039325
1739209651.3831697;-45.120503652039325
1739209651.3831737;-45.120503652039325
1739209651.383178;-38.13080360867914
1739209651.383182;-38.13080360867914
1739209651.3831863;-45.120503652039325
1739209651.3831904;-45.120503652039325
1739209651.3831947;-45.120503652039325
1739209651.383199;-45.120503652039325
1739209651.383203;-38.13080360867914
1739209651.3832073;-38.13080360867914
1739209651.3832114;-27.267205301931607
1739209651.3832157;-38.13080360867914
1739209651.3832197;-45.120503652039325
1739209651.383224;-35.57807855764607
1739209651.3832283;-38.13080360867914
1739209651.3832324;-45.120503652039325
1739209651.3832366;-38.13080360867914
1739209651.3832407;-38.13080360867914
1739209651.383245;-33.981070128970956
1739209651.383249;-45.120503652039325
1739209651.3832533;-35.57807855764607
1739209651.3832574;-38.13080360867914
1739209651.3832617;-38.13080360867914
1739209651.383266;-38.13080360867914
1739209651.38327;-38.13080360867914
1739209651.3832743;-35.57807855764607
1739209651.3832784;-30.49652367304973
1739209651.3832827;-38.13080360867914
1739209651.3832867;-38.13080360867914
1739209651.383291;-33.981070128970906
1739209651.3832953;-45.120503652039325
1739209651.3832994;-45.120503652039325
1739209651.3833036;-35.57807855764607
1739209651.3833077;-33.981070128970906
1739209651.383312;-38.13080360867914
1739209651.383316;-45.120503652039325
1739209651.3833203;-31.141103565318893
1739209651.3833246;-38.13080360867914
1739209651.3833287;-38.13080360867914
1739209651.383333;-38.13080360867914
1739209651.383337;-38.13080360867914
1739209651.3833413;-38.13080360867914
1739209651.3833454;-45.120503652039325
1739209651.3833497;-38.13080360867914
1739209651.3833537;-38.13080360867914
1739209651.383358;-45.120503652039325
1739209651.3833623;-45.120503652039325
1739209651.3833663;-45.120503652039325
1739209651.3833706;-32.816014438256545
1739209651.3833747;-38.13080360867914
1739209651.383379;-45.120503652039325
1739209651.383383;-38.13080360867914
1739209651.3833873;-38.13080360867914
1739209651.3833916;-45.120503652039325
1739209651.3833957;-35.57807855764607
1739209651.3834;-38.13080360867914
1739209651.383404;-35.57807855764607
1739209651.3834083;-38.13080360867914
1739209651.3834124;-45.120503652039325
1739209651.3834167;-38.13080360867914
1739209651.383421;-38.13080360867914
1739209651.383425;-45.120503652039325
1739209651.3834293;-45.120503652039325
1739209651.3834333;-38.13080360867914
1739209651.3834376;-45.120503652039325
1739209651.3834417;-45.120503652039325
1739209651.383446;-35.57807855764607
1739209651.3834503;-33.981070128970906
1739209651.3834543;-45.120503652039325
1739209651.3834586;-38.13080360867914
1739209651.3834627;-35.57807855764607
1739209651.383467;-38.13080360867914
1739209651.383471;-45.120503652039325
1739209651.3834753;-45.120503652039325
1739209651.3834794;-38.13080360867914
1739209651.3834836;-45.120503652039325
1739209651.383488;-38.13080360867914
1739209651.383492;-45.120503652039325
1739209651.3834963;-45.120503652039325
1739209651.3835003;-38.13080360867914
1739209651.3835046;-38.13080360867914
1739209651.3835087;-45.120503652039325
1739209651.383513;-35.57807855764607
1739209651.3835173;-32.816014438256545
1739209651.3835213;-45.120503652039325
1739209651.3835256;-38.13080360867914
1739209651.3835297;-35.57807855764607
1739209651.383534;-38.13080360867914
1739209651.383538;-45.120503652039325
1739209651.3835423;-45.120503652039325
1739209651.3835466;-45.120503652039325
1739209651.3835506;-45.120503652039325
1739209651.383555;-45.120503652039325
1739209651.383559;-45.120503652039325
1739209651.3835633;-45.120503652039325
1739209651.3835673;-38.13080360867914
1739209651.3835716;-38.13080360867914
1739209651.383576;-45.120503652039325
1739209651.38358;-35.57807855764607
1739209651.3835843;-38.13080360867914
1739209651.3835883;-45.120503652039325
1739209651.3835926;-45.120503652039325
1739209651.3835967;-45.120503652039325
1739209651.383601;-45.120503652039325
1739209651.383605;-45.120503652039325
1739209651.3836093;-38.13080360867914
1739209651.3836136;-38.13080360867914
1739209651.3836176;-35.57807855764607
1739209651.383622;-38.13080360867914
1739209651.383626;-45.120503652039325
1739209651.3836303;-38.13080360867914
1739209651.3836343;-33.981070128970906
1739209651.3836386;-45.120503652039325
1739209651.383643;-38.13080360867914
1739209651.383647;-45.120503652039325
1739209651.3836513;-38.13080360867914
1739209651.3836553;-33.981070128970906
1739209651.3836596;-33.981070128970906
1739209651.3836637;-38.13080360867914
1739209651.383668;-45.120503652039325
1739209651.3836722;-38.13080360867914
1739209651.3836763;-38.13080360867914
1739209651.3836806;-45.120503652039325
1739209651.3836846;-38.13080360867914
1739209651.383689;-33.981070128970906
1739209651.383693;-38.13080360867914
1739209651.3836973;-38.13080360867914
1739209651.3837016;-33.981070128970906
1739209651.3837056;-45.120503652039325
1739209651.38371;-45.120503652039325
1739209651.383714;-45.120503652039325
1739209651.3837183;-38.13080360867914
1739209651.3837223;-38.13080360867914
1739209651.3837266;-45.120503652039325
1739209651.3837306;-35.57807855764607
1739209651.383735;-38.13080360867914
1739209651.3837392;-38.13080360867914
1739209651.3837433;-38.13080360867914
1739209651.3837476;-35.57807855764607
1739209651.3837516;-35.57807855764607
1739209651.383756;-38.13080360867914
1739209651.38376;-45.120503652039325
1739209651.3837643;-38.13080360867914
1739209651.3837686;-32.816014438256545
1739209651.3837726;-38.13080360867914
1739209651.383777;-45.120503652039325
1739209651.383781;-32.816014438256545
1739209651.3837852;-33.981070128970906
1739209651.3837893;-45.120503652039325
1739209651.3837936;-38.13080360867914
1739209651.383798;-45.120503652039325
1739209651.383802;-38.13080360867914
1739209651.3838062;-38.13080360867914
1739209651.3838103;-45.120503652039325
1739209651.3838146;-45.120503652039325
1739209651.3838186;-38.13080360867914
1739209651.383823;-45.120503652039325
1739209651.3838272;-38.13080360867914
1739209651.3838313;-38.13080360867914
1739209651.3838356;-45.120503652039325
1739209651.3838396;-45.120503652039325
1739209651.383844;-38.13080360867914
1739209651.383848;-45.120503652039325
1739209651.3838522;-33.981070128970906
1739209651.3838563;-31.141103565318915
1739209651.3838606;-45.120503652039325
1739209651.3838649;-45.120503652039325
1739209651.383869;-45.120503652039325
1739209651.3838732;-38.13080360867914
1739209651.3838773;-38.13080360867914
1739209651.3838816;-45.120503652039325
1739209651.3838856;-45.120503652039325
1739209651.38389;-35.57807855764607
1739209651.3838942;-38.13080360867914
1739209651.3838983;-45.120503652039325
1739209651.3839025;-45.120503652039325
1739209651.3839066;-45.120503652039325
1739209651.383911;-38.13080360867914
1739209651.383915;-45.120503652039325
1739209651.3839192;-38.13080360867914
1739209651.3839235;-27.267205301931607
1739209651.3839276;-45.120503652039325
1739209651.3839319;-45.120503652039325
1739209651.383936;-45.120503652039325
1739209651.3839402;-32.816014438256545
1739209651.3839443;-38.13080360867914
1739209651.3839486;-45.120503652039325
1739209651.3839526;-45.120503652039325
1739209651.383957;-38.13080360867914
1739209651.3839612;-38.13080360867914
1739209651.3839653;-45.120503652039325
1739209651.3839695;-38.13080360867914
1739209651.3839736;-45.120503652039325
1739209651.383978;-35.57807855764607
1739209651.383982;-38.13080360867914
1739209651.3839862;-38.13080360867914
1739209651.3839905;-25.62660358559016
1739209651.3839946;-35.57807855764607
1739209651.3839989;-45.120503652039325
1739209651.384003;-38.13080360867914
1739209651.3840072;-31.141103565318915
1739209651.3840113;-45.120503652039325
1739209651.3840156;-45.120503652039325
1739209651.3840199;-45.120503652039325
1739209651.384024;-45.120503652039325
1739209651.3840282;-45.120503652039325
1739209651.3840322;-45.120503652039325
1739209651.3840365;-45.120503652039325
1739209651.3840406;-45.120503652039325
1739209651.384045;-45.120503652039325
1739209651.3840492;-45.120503652039325
1739209651.3840532;-38.13080360867914
1739209651.3840575;-38.13080360867914
1739209651.3840616;-45.120503652039325
1739209651.3840659;-45.120503652039325
1739209651.38407;-38.13080360867914
1739209651.3840742;-38.13080360867914
1739209651.3840783;-45.120503652039325
1739209651.3840826;-45.120503652039325
1739209651.3840868;-45.120503652039325
1739209651.384091;-29.438486411369333
1739209651.3840952;-32.816014438256545
1739209651.3840992;-45.120503652039325
1739209651.3841035;-38.13080360867914
1739209651.3841076;-32.816014438256545
1739209651.384112;-38.13080360867914
1739209651.3841162;-45.120503652039325
1739209651.3841202;-38.13080360867914
1739209651.3841245;-38.13080360867914
1739209651.3841286;-45.120503652039325
1739209651.3841329;-38.13080360867914
1739209651.384137;-45.120503652039325
1739209651.3841412;-45.120503652039325
1739209651.3841455;-38.13080360867914
1739209651.3841496;-38.13080360867914
1739209651.3841538;-45.120503652039325
1739209651.384158;-28.21854285175415
1739209651.3841622;-31.141103565318893
1739209651.3841662;-45.120503652039325
1739209651.3841705;-45.120503652039325
1739209651.3841748;-35.57807855764607
1739209651.3841789;-38.13080360867914
1739209651.3841832;-45.120503652039325
1739209651.3841872;-38.13080360867914
1739209651.3841915;-45.120503652039325
1739209651.3841956;-45.120503652039325
1739209651.3841999;-38.13080360867914
1739209651.384204;-38.13080360867914
1739209651.3842082;-45.120503652039325
1739209651.3842125;-38.13080360867914
1739209651.3842165;-38.13080360867914
1739209651.3842208;-45.120503652039325
1739209651.384225;-31.141103565318893
1739209651.3842292;-28.58837851428586
1739209651.3842332;-45.120503652039325
1739209651.3842375;-45.120503652039325
1739209651.3842418;-35.57807855764607
1739209651.3842459;-38.13080360867914
1739209651.3842502;-45.120503652039325
1739209651.3842542;-45.120503652039325
1739209651.3842585;-45.120503652039325
1739209651.3842626;-45.120503652039325
1739209651.3842669;-45.120503652039325
1739209651.3842711;-45.120503652039325
1739209651.3842752;-45.120503652039325
1739209651.3842795;-38.13080360867914
1739209651.3842835;-45.120503652039325
1739209651.3842878;-38.13080360867914
1739209651.384292;-45.120503652039325
1739209651.3842962;-45.120503652039325
1739209651.3843005;-38.13080360867914
1739209651.3843045;-38.13080360867914
1739209651.3843088;-38.13080360867914
1739209651.3843129;-45.120503652039325
1739209651.3843172;-45.120503652039325
1739209651.3843212;-45.120503652039325
1739209651.3843255;-35.57807855764607
1739209651.3843296;-38.13080360867914
1739209651.3843338;-35.57807855764607
1739209651.3843381;-38.13080360867914
1739209651.3843422;-38.13080360867914
1739209651.3843465;-38.13080360867914
1739209651.3843505;-38.13080360867914
1739209651.3843548;-33.981070128970906
1739209651.384359;-45.120503652039325
1739209651.3843632;-45.120503652039325
1739209651.3843675;-45.120503652039325
1739209651.3843715;-45.120503652039325
1739209651.3843758;-45.120503652039325
1739209651.3843799;-45.120503652039325
1739209651.3843842;-38.13080360867914
1739209651.3843882;-38.13080360867914
1739209651.3843925;-45.120503652039325
1739209651.3843968;-38.13080360867914
1739209651.3844008;-45.120503652039325
1739209651.3844051;-33.981070128970906
1739209651.3844092;-45.120503652039325
1739209651.3844135;-33.981070128970906
1739209651.3844175;-38.13080360867914
1739209651.3844218;-38.13080360867914
1739209651.3844259;-45.120503652039325
1739209651.3844302;-45.120503652039325
1739209651.3844345;-45.120503652039325
1739209651.3844385;-45.120503652039325
1739209651.3844428;-45.120503652039325
1739209651.3844469;-45.120503652039325
1739209651.3844512;-35.57807855764607
1739209651.3844552;-38.13080360867914
1739209651.3844595;-45.120503652039325
1739209651.3844638;-33.981070128970906
1739209651.3844678;-45.120503652039325
1739209651.3844721;-45.120503652039325
1739209651.3844762;-38.13080360867914
1739209651.3844805;-38.13080360867914
1739209651.3844845;-38.13080360867914
1739209651.3844888;-45.120503652039325
1739209651.384493;-45.120503652039325
1739209651.3844972;-45.120503652039325
1739209651.3845015;-35.57807855764607
1739209651.3845055;-45.120503652039325
1739209651.3845098;-45.120503652039325
1739209651.3845139;-45.120503652039325
1739209651.3845181;-45.120503652039325
1739209651.3845224;-45.120503652039325
1739209651.3845265;-45.120503652039325
1739209651.3845308;-38.13080360867914
1739209651.3845348;-45.120503652039325
1739209651.3845391;-45.120503652039325
1739209651.3845432;-45.120503652039325
1739209651.3845475;-38.13080360867914
1739209651.3845515;-45.120503652039325
1739209651.3845558;-45.120503652039325
1739209651.38456;-45.120503652039325
1739209651.3845642;-38.13080360867914
1739209651.3845685;-33.981070128970906
1739209651.3845725;-45.120503652039325
1739209651.3845768;-45.120503652039325
1739209651.3845809;-38.13080360867914
1739209651.3845851;-35.57807855764607
1739209651.3845894;-45.120503652039325
1739209651.3845935;-45.120503652039325
1739209651.3845978;-45.120503652039325
1739209651.3846018;-45.120503652039325
1739209651.3846061;-45.120503652039325
1739209651.3846102;-45.120503652039325
1739209651.3846145;-38.13080360867914
1739209651.3846188;-45.120503652039325
1739209651.3846228;-38.13080360867914
1739209651.384627;-45.120503652039325
1739209651.3846312;-38.13080360867914
1739209651.3846354;-30.49652367304973
1739209651.3846395;-38.13080360867914
1739209651.3846438;-38.13080360867914
1739209651.384648;-45.120503652039325
1739209651.3846521;-35.57807855764607
1739209651.3846564;-45.120503652039325
1739209651.3846605;-45.120503652039325
1739209651.3846648;-45.120503652039325
1739209651.3846688;-38.13080360867914
1739209651.384673;-38.13080360867914
1739209651.3846772;-45.120503652039325
1739209651.3846815;-45.120503652039325
1739209651.3846858;-38.13080360867914
1739209651.3846898;-38.13080360867914
1739209651.384694;-45.120503652039325
1739209651.3846982;-38.13080360867914
1739209651.3847024;-32.816014438256545
1739209651.3847065;-45.120503652039325
1739209651.3847108;-38.13080360867914
1739209651.384715;-45.120503652039325
1739209651.3847191;-33.981070128970906
1739209651.3847234;-38.13080360867914
1739209651.3847275;-45.120503652039325
1739209651.3847318;-45.120503652039325
1739209651.3847358;-45.120503652039325
1739209651.38474;-45.120503652039325
1739209651.3847444;-45.120503652039325
1739209651.3847485;-45.120503652039325
1739209651.3847528;-38.13080360867914
1739209651.3847568;-38.13080360867914
1739209651.384761;-38.13080360867914
1739209651.3847651;-38.13080360867914
1739209651.3847694;-45.120503652039325
1739209651.3847737;-45.120503652039325
1739209651.3847778;-38.13080360867914
1739209651.384782;-38.13080360867914
1739209651.3847861;-33.981070128970906
1739209651.3847904;-45.120503652039325
1739209651.3847945;-45.120503652039325
1739209651.3847988;-45.120503652039325
1739209651.3848028;-29.438486411369333
1739209651.384807;-38.13080360867914
1739209651.3848114;-45.120503652039325
1739209651.3848155;-38.13080360867914
1739209651.3848197;-45.120503652039325
1739209651.3848238;-45.120503652039325
1739209651.384828;-38.13080360867914
1739209651.3848321;-32.816014438256545
1739209651.3848364;-33.981070128970956
1739209651.3848407;-45.120503652039325
1739209651.3848448;-35.57807855764607
1739209651.384849;-35.57807855764607
1739209651.3848531;-38.13080360867914
1739209651.3848574;-45.120503652039325
1739209651.3848615;-35.57807855764607
1739209651.3848658;-45.120503652039325
1739209651.38487;-31.141103565318893
1739209651.384874;-35.57807855764607
1739209651.3848784;-38.13080360867914
1739209651.3848825;-45.120503652039325
1739209651.3848867;-35.57807855764607
1739209651.3848908;-38.13080360867914
1739209651.384895;-38.13080360867914
1739209651.3848991;-32.816014438256545
1739209651.3849034;-45.120503652039325
1739209651.3849077;-45.120503652039325
1739209651.3849118;-32.816014438256545
1739209651.384916;-38.13080360867914
1739209651.3849201;-45.120503652039325
1739209651.3849244;-45.120503652039325
1739209651.3849285;-45.120503652039325
1739209651.3849328;-45.120503652039325
1739209651.384937;-38.13080360867914
1739209651.384941;-38.13080360867914
1739209651.3849454;-45.120503652039325
1739209651.3849494;-45.120503652039325
1739209651.3849537;-38.13080360867914
1739209651.3849578;-38.13080360867914
1739209651.384962;-35.57807855764607
1739209651.3849664;-45.120503652039325
1739209651.3849704;-32.816014438256545
1739209651.3849747;-33.981070128970906
1739209651.3849788;-38.13080360867914
1739209651.384983;-38.13080360867914
1739209651.384987;-45.120503652039325
1739209651.3849914;-38.13080360867914
1739209651.3849957;-45.120503652039325
1739209651.3849998;-38.13080360867914
1739209651.385004;-45.120503652039325
1739209651.385008;-45.120503652039325
1739209651.3850124;-45.120503652039325
1739209651.3850164;-45.120503652039325
1739209651.3850207;-45.120503652039325
1739209651.3850248;-45.120503652039325
1739209651.385029;-38.13080360867914
1739209651.3850334;-45.120503652039325
1739209651.3850374;-28.21854285175415
1739209651.3850417;-27.8777449560314
1739209651.3850458;-45.120503652039325
1739209651.38505;-35.57807855764607
1739209651.385054;-35.57807855764607
1739209651.3850584;-35.57807855764607
1739209651.3850627;-45.120503652039325
1739209651.3850667;-38.13080360867914
1739209651.385071;-45.120503652039325
1739209651.385075;-38.13080360867914
1739209651.3850794;-45.120503652039325
1739209651.3850834;-38.13080360867914
1739209651.3850877;-38.13080360867914
1739209651.385092;-45.120503652039325
1739209651.385096;-45.120503652039325
1739209651.3851004;-45.120503652039325
1739209651.3851044;-32.816014438256545
1739209651.3851087;-31.141103565318915
1739209651.3851128;-45.120503652039325
1739209651.385117;-38.13080360867914
1739209651.3851213;-38.13080360867914
1739209651.3851254;-33.981070128970906
1739209651.3851297;-38.13080360867914
1739209651.3851337;-38.13080360867914
1739209651.385138;-38.13080360867914
1739209651.385142;-45.120503652039325
1739209651.3851464;-45.120503652039325
1739209651.3851504;-45.120503652039325
1739209651.3851547;-45.120503652039325
1739209651.385159;-45.120503652039325
1739209651.385163;-45.120503652039325
1739209651.3851674;-45.120503652039325
1739209651.3851714;-35.57807855764607
1739209651.3851757;-38.13080360867914
1739209651.3851798;-45.120503652039325
1739209651.385184;-45.120503652039325
1739209651.3851883;-38.13080360867914
1739209651.3851924;-38.13080360867914
1739209651.3851967;-38.13080360867914
1739209651.3852007;-33.981070128970906
1739209651.385205;-38.13080360867914
1739209651.385209;-38.13080360867914
1739209651.3852134;-45.120503652039325
1739209651.3852177;-45.120503652039325
1739209651.3852217;-38.13080360867914
1739209651.385226;-32.816014438256545
1739209651.38523;-45.120503652039325
1739209651.3852344;-45.120503652039325
1739209651.3852384;-33.981070128970906
1739209651.3852427;-38.13080360867914
1739209651.385247;-45.120503652039325
1739209651.385251;-45.120503652039325
1739209651.3852553;-35.57807855764607
1739209651.3852594;-45.120503652039325
1739209651.3852637;-45.120503652039325
1739209651.3852677;-38.13080360867914
1739209651.385272;-35.57807855764607
1739209651.385276;-31.141103565318915
1739209651.3852804;-45.120503652039325
1739209651.3852847;-38.13080360867914
1739209651.3852887;-38.13080360867914
1739209651.385293;-35.57807855764607
1739209651.385297;-38.13080360867914
1739209651.3853014;-45.120503652039325
1739209651.3853054;-33.981070128970906
1739209651.3853097;-45.120503652039325
1739209651.385314;-45.120503652039325
1739209651.385318;-45.120503652039325
1739209651.3853223;-38.13080360867914
1739209651.3853264;-45.120503652039325
1739209651.3853307;-45.120503652039325
1739209651.3853347;-38.13080360867914
1739209651.385339;-45.120503652039325
1739209651.3853433;-45.120503652039325
1739209651.3853474;-38.13080360867914
1739209651.3853517;-33.981070128970906
1739209651.3853557;-38.13080360867914
1739209651.38536;-38.13080360867914
1739209651.385364;-35.57807855764607
1739209651.3853683;-35.57807855764607
1739209651.3853726;-45.120503652039325
1739209651.3853767;-38.13080360867914
1739209651.385381;-32.816014438256545
1739209651.385385;-33.981070128970906
1739209651.3853893;-45.120503652039325
1739209651.3853934;-38.13080360867914
1739209651.3853977;-38.13080360867914
1739209651.3854017;-38.13080360867914
1739209651.385406;-38.13080360867914
1739209651.3854103;-45.120503652039325
1739209651.3854144;-45.120503652039325
1739209651.3854187;-33.981070128970906
1739209651.3854227;-38.13080360867914
1739209651.385427;-38.13080360867914
1739209651.385431;-45.120503652039325
1739209651.3854353;-45.120503652039325
1739209651.3854396;-45.120503652039325
1739209651.3854437;-38.13080360867914
1739209651.385448;-28.58837851428586
1739209651.385452;-38.13080360867914
1739209651.3854563;-45.120503652039325
1739209651.3854604;-45.120503652039325
1739209651.3854647;-32.816014438256545
1739209651.385469;-38.13080360867914
1739209651.385473;-38.13080360867914
1739209651.3854773;-45.120503652039325
1739209651.3854814;-45.120503652039325
1739209651.3854856;-38.13080360867914
1739209651.3854897;-45.120503652039325
1739209651.385494;-38.13080360867914
1739209651.385498;-38.13080360867914
1739209651.3855023;-33.981070128970906
