CAN Message; 0x1d3:00003a901ad6823a
1739209713.2571833;-38.13080360867914
1739209713.257192;-38.13080360867914
1739209713.2572007;-45.120503652039325
1739209713.2572095;-45.120503652039325
1739209713.2572181;-45.120503652039325
1739209713.257227;-38.13080360867914
1739209713.2572358;-38.13080360867914
1739209713.2572446;-38.13080360867914
1739209713.2572532;-38.13080360867914
1739209713.257262;-45.120503652039325
1739209713.2572708;-45.120503652039325
1739209713.2572794;-45.120503652039325
1739209713.2572882;-45.120503652039325
1739209713.257297;-45.120503652039325
1739209713.2573059;-45.120503652039325
1739209713.2573144;-45.120503652039325
1739209713.2573233;-45.120503652039325
1739209713.257332;-45.120503652039325
1739209713.2573407;-38.13080360867914
1739209713.2573495;-45.120503652039325
1739209713.2573583;-45.120503652039325
1739209713.257367;-38.13080360867914
1739209713.2573757;-35.57807855764607
1739209713.2573845;-38.13080360867914
1739209713.2573934;-45.120503652039325
1739209713.257402;-38.13080360867914
1739209713.2574108;-35.57807855764607
1739209713.2574196;-35.57807855764607
1739209713.2574282;-45.120503652039325
1739209713.257437;-45.120503652039325
1739209713.2574458;-45.120503652039325
1739209713.2574546;-35.57807855764607
1739209713.2574632;-32.816014438256545
1739209713.257472;-38.13080360867914
1739209713.2574809;-38.13080360867914
1739209713.2574894;-38.13080360867914
1739209713.2574983;-45.120503652039325
1739209713.257507;-45.120503652039325
1739209713.257516;-35.57807855764607
1739209713.2575245;-45.120503652039325
1739209713.2575333;-31.141103565318943
1739209713.2575421;-38.13080360867914
1739209713.2575507;-38.13080360867914
1739209713.2575595;-45.120503652039325
1739209713.2575684;-45.120503652039325
1739209713.257577;-35.57807855764607
1739209713.2575858;-45.120503652039325
1739209713.2575946;-38.13080360867914
1739209713.2576034;-27.8777449560314
1739209713.257612;-38.13080360867914
1739209713.2576208;-45.120503652039325
1739209713.2576296;-38.13080360867914
1739209713.2576382;-32.816014438256545
1739209713.257647;-38.13080360867914
1739209713.2576559;-38.13080360867914
1739209713.2576647;-45.120503652039325
1739209713.2576733;-45.120503652039325
1739209713.257682;-38.13080360867914
1739209713.257691;-45.120503652039325
1739209713.2576995;-45.120503652039325
1739209713.2577083;-45.120503652039325
1739209713.2577171;-45.120503652039325
1739209713.257726;-45.120503652039325
1739209713.2577345;-38.13080360867914
1739209713.2577434;-45.120503652039325
1739209713.2577522;-38.13080360867914
1739209713.2577608;-45.120503652039325
1739209713.2577696;-45.120503652039325
1739209713.2577784;-45.120503652039325
1739209713.2577872;-33.981070128970906
1739209713.2577958;-45.120503652039325
1739209713.2578046;-38.13080360867914
1739209713.2578135;-26.991370085610736
1739209713.257822;-33.981070128970906
1739209713.2578309;-45.120503652039325
1739209713.2578397;-38.13080360867914
1739209713.2578483;-31.141103565318893
1739209713.257857;-38.13080360867914
1739209713.257866;-45.120503652039325
1739209713.2578747;-45.120503652039325
1739209713.2578833;-45.120503652039325
1739209713.2578921;-45.120503652039325
1739209713.257901;-38.13080360867914
1739209713.2579095;-45.120503652039325
1739209713.2579184;-45.120503652039325
1739209713.2579272;-45.120503652039325
1739209713.257936;-38.13080360867914
1739209713.2579446;-38.13080360867914
1739209713.2579534;-45.120503652039325
1739209713.2579622;-45.120503652039325
1739209713.2579708;-45.120503652039325
1739209713.2579796;-38.13080360867914
1739209713.2579885;-38.13080360867914
1739209713.2579973;-45.120503652039325
1739209713.2580059;-45.120503652039325
1739209713.2580147;-45.120503652039325
1739209713.2580235;-35.57807855764607
1739209713.258032;-35.57807855764607
1739209713.258041;-45.120503652039325
1739209713.2580497;-38.13080360867914
1739209713.2580583;-35.57807855764607
1739209713.2580671;-38.13080360867914
1739209713.258076;-45.120503652039325
1739209713.2580848;-38.13080360867914
1739209713.2580934;-45.120503652039325
1739209713.2581022;-38.13080360867914
1739209713.258111;-45.120503652039325
1739209713.2581196;-38.13080360867914
1739209713.2581284;-35.57807855764607
1739209713.2581372;-33.981070128970906
1739209713.258146;-38.13080360867914
1739209713.2581546;-45.120503652039325
1739209713.2581635;-30.49652367304973
1739209713.2581723;-33.981070128970906
1739209713.2581809;-45.120503652039325
1739209713.2581897;-33.981070128970906
1739209713.2581985;-38.13080360867914
1739209713.2582073;-45.120503652039325
1739209713.258216;-45.120503652039325
1739209713.2582247;-45.120503652039325
1739209713.2582335;-45.120503652039325
1739209713.2582421;-38.13080360867914
1739209713.258251;-45.120503652039325
1739209713.2582598;-38.13080360867914
1739209713.2582684;-35.57807855764607
1739209713.2582772;-38.13080360867914
1739209713.258286;-45.120503652039325
1739209713.2582948;-45.120503652039325
1739209713.2583034;-38.13080360867914
1739209713.2583122;-38.13080360867914
1739209713.258321;-45.120503652039325
1739209713.2583296;-35.57807855764607
1739209713.2583385;-38.13080360867914
1739209713.2583473;-45.120503652039325
1739209713.258356;-38.13080360867914
1739209713.2583647;-45.120503652039325
1739209713.2583735;-45.120503652039325
1739209713.2583823;-33.981070128970906
1739209713.258391;-45.120503652039325
1739209713.2583997;-38.13080360867914
1739209713.2584085;-38.13080360867914
1739209713.2584174;-35.57807855764607
1739209713.258426;-38.13080360867914
1739209713.2584348;-38.13080360867914
1739209713.2584436;-45.120503652039325
1739209713.2584522;-38.13080360867914
1739209713.258461;-38.13080360867914
1739209713.2584698;-38.13080360867914
1739209713.2584786;-45.120503652039325
1739209713.2584872;-38.13080360867914
1739209713.258496;-38.13080360867914
1739209713.2585049;-45.120503652039325
1739209713.2585135;-38.13080360867914
1739209713.2585223;-33.981070128970906
1739209713.258531;-38.13080360867914
1739209713.2585397;-33.981070128970906
1739209713.2585485;-45.120503652039325
1739209713.2585573;-38.13080360867914
1739209713.2585661;-38.13080360867914
1739209713.2585747;-45.120503652039325
1739209713.2585835;-45.120503652039325
1739209713.2585924;-38.13080360867914
1739209713.258601;-38.13080360867914
1739209713.2586098;-45.120503652039325
1739209713.2586186;-45.120503652039325
1739209713.2586274;-38.13080360867914
1739209713.258636;-35.57807855764607
1739209713.2586448;-45.120503652039325
1739209713.2586536;-38.13080360867914
1739209713.2586622;-45.120503652039325
1739209713.258671;-38.13080360867914
1739209713.2586799;-38.13080360867914
1739209713.2586887;-45.120503652039325
1739209713.2586973;-33.981070128970906
1739209713.258706;-35.57807855764607
1739209713.258715;-38.13080360867914
1739209713.2587235;-45.120503652039325
1739209713.2587323;-31.141103565318915
1739209713.2587411;-33.981070128970906
1739209713.2587497;-38.13080360867914
1739209713.2587585;-38.13080360867914
1739209713.2587674;-38.13080360867914
1739209713.2587762;-35.57807855764607
1739209713.2587848;-38.13080360867914
1739209713.2587936;-45.120503652039325
1739209713.2588024;-35.57807855764607
1739209713.258811;-45.120503652039325
1739209713.2588198;-38.13080360867914
1739209713.2588286;-45.120503652039325
1739209713.2588375;-45.120503652039325
1739209713.258846;-38.13080360867914
1739209713.2588549;-38.13080360867914
1739209713.2588637;-45.120503652039325
1739209713.2588723;-28.992665084841942
1739209713.258881;-31.141103565318915
1739209713.25889;-38.13080360867914
1739209713.2588987;-45.120503652039325
1739209713.2589073;-38.13080360867914
1739209713.2589161;-38.13080360867914
1739209713.258925;-45.120503652039325
1739209713.2589335;-33.981070128970906
1739209713.2589424;-35.57807855764607
1739209713.2589512;-38.13080360867914
1739209713.25896;-38.13080360867914
1739209713.2589686;-38.13080360867914
1739209713.2589774;-38.13080360867914
1739209713.2589862;-45.120503652039325
1739209713.2589948;-45.120503652039325
1739209713.2590036;-45.120503652039325
1739209713.2590125;-38.13080360867914
1739209713.259021;-38.13080360867914
1739209713.2590299;-35.57807855764607
1739209713.2590387;-45.120503652039325
1739209713.2590475;-45.120503652039325
1739209713.259056;-45.120503652039325
1739209713.259065;-45.120503652039325
1739209713.2590737;-45.120503652039325
1739209713.2590823;-35.57807855764607
1739209713.2590911;-38.13080360867914
1739209713.2591;-45.120503652039325
1739209713.2591088;-38.13080360867914
1739209713.2591174;-35.57807855764607
1739209713.2591262;-45.120503652039325
1739209713.259135;-45.120503652039325
1739209713.2591436;-38.13080360867914
1739209713.2591524;-45.120503652039325
1739209713.2591612;-38.13080360867914
1739209713.25917;-45.120503652039325
1739209713.2591786;-45.120503652039325
1739209713.2591875;-45.120503652039325
1739209713.2591963;-38.13080360867914
1739209713.2592049;-35.57807855764607
1739209713.2592137;-45.120503652039325
1739209713.2592225;-31.141103565318915
1739209713.259231;-25.252786309376837
1739209713.25924;-45.120503652039325
1739209713.2592487;-45.120503652039325
1739209713.2592576;-38.13080360867914
1739209713.2592661;-33.981070128970906
1739209713.259275;-38.13080360867914
1739209713.2592838;-38.13080360867914
1739209713.2592924;-45.120503652039325
1739209713.2593012;-33.981070128970956
1739209713.25931;-45.120503652039325
1739209713.2593188;-45.120503652039325
1739209713.2593274;-45.120503652039325
1739209713.2593362;-38.13080360867914
1739209713.259345;-35.57807855764607
1739209713.2593536;-45.120503652039325
1739209713.2593625;-45.120503652039325
1739209713.2593713;-32.816014438256545
1739209713.25938;-45.120503652039325
1739209713.2593887;-45.120503652039325
1739209713.2593975;-38.13080360867914
1739209713.2594063;-45.120503652039325
1739209713.259415;-45.120503652039325
1739209713.2594237;-45.120503652039325
1739209713.2594326;-38.13080360867914
1739209713.2594414;-32.816014438256545
1739209713.25945;-38.13080360867914
1739209713.2594588;-45.120503652039325
1739209713.2594676;-33.981070128970906
1739209713.2594762;-33.981070128970906
1739209713.259485;-45.120503652039325
1739209713.2594938;-45.120503652039325
1739209713.2595024;-45.120503652039325
1739209713.2595112;-45.120503652039325
1739209713.25952;-45.120503652039325
1739209713.2595289;-35.57807855764607
1739209713.2595375;-45.120503652039325
1739209713.2595463;-45.120503652039325
1739209713.259555;-38.13080360867914
1739209713.2595637;-45.120503652039325
1739209713.2595725;-45.120503652039325
1739209713.2595813;-38.13080360867914
1739209713.2595901;-45.120503652039325
1739209713.2595987;-38.13080360867914
1739209713.2596076;-33.981070128970906
1739209713.2596164;-33.981070128970906
1739209713.259625;-45.120503652039325
1739209713.2596338;-38.13080360867914
1739209713.2596426;-38.13080360867914
1739209713.2596514;-45.120503652039325
1739209713.25966;-38.13080360867914
1739209713.2596688;-38.13080360867914
1739209713.2596776;-33.981070128970906
1739209713.2596862;-35.57807855764607
1739209713.259695;-38.13080360867914
1739209713.2597039;-38.13080360867914
1739209713.2597125;-38.13080360867914
1739209713.2597213;-38.13080360867914
1739209713.25973;-35.57807855764607
1739209713.259739;-38.13080360867914
1739209713.2597475;-45.120503652039325
1739209713.2597563;-45.120503652039325
1739209713.2597651;-38.13080360867914
1739209713.2597737;-38.13080360867914
1739209713.2597826;-45.120503652039325
1739209713.2597914;-45.120503652039325
1739209713.2598002;-38.13080360867914
1739209713.2598088;-45.120503652039325
1739209713.2598176;-45.120503652039325
1739209713.2598264;-35.57807855764607
1739209713.259835;-38.13080360867914
1739209713.2598438;-45.120503652039325
1739209713.2598526;-38.13080360867914
1739209713.2598615;-45.120503652039325
1739209713.25987;-33.981070128970906
1739209713.2598789;-45.120503652039325
1739209713.2598877;-45.120503652039325
1739209713.2598963;-33.981070128970906
1739209713.259905;-33.981070128970906
1739209713.259914;-45.120503652039325
1739209713.2599225;-45.120503652039325
1739209713.2599313;-45.120503652039325
1739209713.2599401;-38.13080360867914
1739209713.259949;-45.120503652039325
1739209713.2599576;-45.120503652039325
1739209713.2599664;-38.13080360867914
1739209713.2599752;-38.13080360867914
1739209713.2599838;-45.120503652039325
1739209713.2599926;-38.13080360867914
1739209713.2600014;-38.13080360867914
1739209713.2600102;-32.816014438256545
1739209713.2600188;-45.120503652039325
1739209713.2600276;-45.120503652039325
1739209713.2600365;-45.120503652039325
1739209713.260045;-45.120503652039325
1739209713.2600539;-45.120503652039325
1739209713.2600627;-38.13080360867914
1739209713.2600715;-45.120503652039325
1739209713.26008;-28.992665084841942
1739209713.260089;-38.13080360867914
1739209713.2600977;-38.13080360867914
1739209713.2601063;-38.13080360867914
1739209713.2601151;-38.13080360867914
1739209713.260124;-35.57807855764607
1739209713.2601328;-38.13080360867914
1739209713.2601414;-45.120503652039325
1739209713.2601502;-45.120503652039325
1739209713.260159;-38.13080360867914
1739209713.2601676;-38.13080360867914
1739209713.2601764;-45.120503652039325
1739209713.2601852;-45.120503652039325
1739209713.2601938;-38.13080360867914
1739209713.2602026;-45.120503652039325
1739209713.2602115;-45.120503652039325
1739209713.2602203;-32.816014438256545
1739209713.2602289;-38.13080360867914
1739209713.2602377;-38.13080360867914
1739209713.2602465;-45.120503652039325
1739209713.260255;-33.981070128970906
1739209713.260264;-38.13080360867914
1739209713.2602727;-38.13080360867914
1739209713.2602816;-38.13080360867914
1739209713.2602901;-30.49652367304973
1739209713.260299;-35.57807855764607
1739209713.2603078;-45.120503652039325
1739209713.2603164;-45.120503652039325
1739209713.2603252;-45.120503652039325
1739209713.260334;-35.57807855764607
1739209713.2603428;-38.13080360867914
1739209713.2603514;-45.120503652039325
1739209713.2603602;-28.58837851428586
1739209713.260369;-33.981070128970906
1739209713.2603776;-38.13080360867914
1739209713.2603865;-38.13080360867914
1739209713.2603953;-45.120503652039325
1739209713.2604039;-45.120503652039325
1739209713.2604127;-33.981070128970906
1739209713.2604215;-45.120503652039325
1739209713.2604303;-45.120503652039325
1739209713.260439;-38.13080360867914
1739209713.2604477;-38.13080360867914
1739209713.2604566;-45.120503652039325
1739209713.2604651;-38.13080360867914
1739209713.260474;-32.816014438256545
1739209713.2604828;-38.13080360867914
1739209713.2604916;-45.120503652039325
1739209713.2605002;-33.981070128970906
1739209713.260509;-33.981070128970906
1739209713.2605178;-45.120503652039325
1739209713.2605264;-35.57807855764607
1739209713.2605352;-45.120503652039325
1739209713.260544;-32.816014438256545
1739209713.260553;-33.981070128970906
1739209713.2605615;-45.120503652039325
1739209713.2605703;-33.981070128970906
1739209713.260579;-38.13080360867914
1739209713.2605877;-38.13080360867914
1739209713.2605965;-45.120503652039325
1739209713.2606053;-38.13080360867914
1739209713.2606142;-45.120503652039325
1739209713.2606227;-45.120503652039325
1739209713.2606316;-45.120503652039325
1739209713.2606404;-45.120503652039325
1739209713.260649;-38.13080360867914
1739209713.2606578;-45.120503652039325
1739209713.2606666;-45.120503652039325
1739209713.2606752;-45.120503652039325
1739209713.260684;-35.57807855764607
1739209713.2606928;-38.13080360867914
1739209713.2607017;-45.120503652039325
1739209713.2607102;-38.13080360867914
1739209713.260719;-45.120503652039325
1739209713.260728;-45.120503652039325
1739209713.2607365;-35.57807855764607
1739209713.2607453;-38.13080360867914
1739209713.260754;-45.120503652039325
1739209713.260763;-45.120503652039325
1739209713.2607715;-45.120503652039325
1739209713.2607803;-45.120503652039325
1739209713.2607892;-45.120503652039325
1739209713.2607977;-38.13080360867914
1739209713.2608066;-38.13080360867914
1739209713.2608154;-45.120503652039325
1739209713.2608242;-45.120503652039325
1739209713.2608328;-38.13080360867914
1739209713.2608416;-38.13080360867914
1739209713.2608504;-45.120503652039325
1739209713.260859;-45.120503652039325
1739209713.2608678;-45.120503652039325
1739209713.2608767;-45.120503652039325
1739209713.2608852;-45.120503652039325
1739209713.260894;-45.120503652039325
1739209713.260903;-38.13080360867914
1739209713.2609117;-35.57807855764607
1739209713.2609203;-38.13080360867914
1739209713.260929;-45.120503652039325
1739209713.260938;-38.13080360867914
1739209713.2609465;-38.13080360867914
1739209713.2609553;-38.13080360867914
1739209713.2609642;-38.13080360867914
1739209713.260973;-45.120503652039325
1739209713.2609816;-45.120503652039325
1739209713.2609904;-45.120503652039325
1739209713.2609992;-31.141103565318893
1739209713.2610078;-35.57807855764607
1739209713.2610166;-45.120503652039325
1739209713.2610254;-45.120503652039325
1739209713.2610343;-32.816014438256545
1739209713.2610428;-38.13080360867914
1739209713.2610517;-45.120503652039325
1739209713.2610605;-38.13080360867914
1739209713.261069;-38.13080360867914
1739209713.261078;-38.13080360867914
1739209713.2610867;-45.120503652039325
1739209713.2610955;-45.120503652039325
1739209713.261104;-45.120503652039325
1739209713.261113;-38.13080360867914
1739209713.2611217;-45.120503652039325
1739209713.2611303;-38.13080360867914
1739209713.2611392;-45.120503652039325
1739209713.261148;-38.13080360867914
1739209713.2611566;-45.120503652039325
1739209713.2611654;-45.120503652039325
1739209713.2611742;-31.141103565318893
1739209713.261183;-35.57807855764607
1739209713.2611916;-45.120503652039325
1739209713.2612004;-38.13080360867914
1739209713.2612092;-29.438486411369333
1739209713.2612178;-30.49652367304973
1739209713.2612267;-45.120503652039325
1739209713.2612355;-38.13080360867914
1739209713.2612443;-35.57807855764607
1739209713.2612529;-33.981070128970906
1739209713.2612617;-45.120503652039325
1739209713.2612705;-35.57807855764607
1739209713.261279;-45.120503652039325
1739209713.261288;-38.13080360867914
1739209713.2612967;-38.13080360867914
1739209713.2613056;-45.120503652039325
1739209713.2613142;-35.57807855764607
1739209713.261323;-45.120503652039325
1739209713.2613318;-35.57807855764607
1739209713.2613404;-45.120503652039325
1739209713.2613492;-28.58837851428586
1739209713.261358;-27.267205301931607
1739209713.2613666;-45.120503652039325
1739209713.2613754;-33.981070128970906
1739209713.2613842;-30.49652367304973
1739209713.261393;-32.816014438256545
1739209713.2614017;-38.13080360867914
1739209713.2614105;-38.13080360867914
1739209713.2614193;-45.120503652039325
1739209713.2614279;-38.13080360867914
1739209713.2614367;-32.816014438256545
1739209713.2614455;-38.13080360867914
1739209713.2614543;-45.120503652039325
1739209713.261463;-45.120503652039325
1739209713.2614717;-45.120503652039325
1739209713.2614806;-45.120503652039325
1739209713.2614892;-45.120503652039325
1739209713.261498;-38.13080360867914
1739209713.2615068;-38.13080360867914
1739209713.2615156;-45.120503652039325
1739209713.2615242;-45.120503652039325
1739209713.261533;-45.120503652039325
1739209713.2615418;-45.120503652039325
1739209713.2615504;-45.120503652039325
1739209713.2615592;-38.13080360867914
1739209713.261568;-32.816014438256545
1739209713.2615767;-38.13080360867914
1739209713.2615855;-45.120503652039325
1739209713.2615943;-45.120503652039325
1739209713.261603;-45.120503652039325
1739209713.2616117;-35.57807855764607
1739209713.2616205;-35.57807855764607
1739209713.2616293;-45.120503652039325
1739209713.261638;-45.120503652039325
1739209713.2616467;-38.13080360867914
1739209713.2616556;-45.120503652039325
1739209713.2616644;-45.120503652039325
1739209713.261673;-45.120503652039325
1739209713.2616818;-45.120503652039325
1739209713.2616906;-45.120503652039325
1739209713.2616992;-33.981070128970906
1739209713.261708;-25.826314394896357
1739209713.2617168;-45.120503652039325
1739209713.2617257;-33.981070128970906
1739209713.2617342;-38.13080360867914
1739209713.261743;-33.981070128970906
1739209713.261752;-45.120503652039325
1739209713.2617605;-45.120503652039325
1739209713.2617693;-38.13080360867914
1739209713.261778;-33.981070128970906
1739209713.261787;-45.120503652039325
1739209713.2617955;-45.120503652039325
1739209713.2618043;-35.57807855764607
1739209713.2618132;-38.13080360867914
1739209713.2618217;-45.120503652039325
1739209713.2618306;-38.13080360867914
1739209713.2618394;-45.120503652039325
1739209713.261848;-38.13080360867914
1739209713.2618568;-45.120503652039325
1739209713.2618656;-38.13080360867914
1739209713.2618744;-38.13080360867914
1739209713.261883;-45.120503652039325
1739209713.2618918;-45.120503652039325
1739209713.2619007;-38.13080360867914
1739209713.2619092;-45.120503652039325
1739209713.261918;-38.13080360867914
1739209713.261927;-45.120503652039325
1739209713.2619357;-45.120503652039325
1739209713.2619443;-45.120503652039325
1739209713.261953;-35.57807855764607
1739209713.261962;-38.13080360867914
1739209713.2619705;-45.120503652039325
1739209713.2619793;-45.120503652039325
1739209713.2619882;-38.13080360867914
1739209713.261997;-45.120503652039325
1739209713.2620056;-45.120503652039325
1739209713.2620144;-45.120503652039325
1739209713.2620232;-45.120503652039325
1739209713.2620318;-45.120503652039325
1739209713.2620406;-38.13080360867914
1739209713.2620494;-45.120503652039325
1739209713.262058;-38.13080360867914
1739209713.2620668;-35.57807855764607
1739209713.2620757;-45.120503652039325
1739209713.2620845;-45.120503652039325
1739209713.262093;-35.57807855764607
1739209713.262102;-38.13080360867914
1739209713.2621107;-45.120503652039325
1739209713.2621193;-45.120503652039325
1739209713.262128;-33.981070128970906
1739209713.262137;-33.981070128970906
1739209713.2621458;-45.120503652039325
1739209713.2621543;-45.120503652039325
1739209713.2621632;-45.120503652039325
1739209713.262172;-45.120503652039325
1739209713.2621806;-45.120503652039325
1739209713.2621894;-45.120503652039325
1739209713.2621982;-45.120503652039325
1739209713.262207;-45.120503652039325
1739209713.2622156;-38.13080360867914
1739209713.2622244;-38.13080360867914
1739209713.2622333;-31.141103565318915
1739209713.2622418;-33.981070128970906
1739209713.2622507;-45.120503652039325
1739209713.2622595;-38.13080360867914
1739209713.2622683;-33.981070128970906
1739209713.262277;-33.981070128970906
1739209713.2622857;-38.13080360867914
1739209713.2622945;-38.13080360867914
1739209713.262303;-38.13080360867914
1739209713.262312;-38.13080360867914
1739209713.2623208;-38.13080360867914
1739209713.2623293;-38.13080360867914
1739209713.2623382;-45.120503652039325
1739209713.262347;-45.120503652039325
1739209713.2623558;-45.120503652039325
1739209713.2623644;-45.120503652039325
1739209713.2623732;-38.13080360867914
1739209713.262382;-45.120503652039325
1739209713.2623906;-45.120503652039325
1739209713.2623994;-32.816014438256545
1739209713.2624083;-33.981070128970906
1739209713.262417;-35.57807855764607
1739209713.2624257;-38.13080360867914
1739209713.2624345;-35.57807855764607
1739209713.2624433;-38.13080360867914
1739209713.262452;-35.57807855764607
1739209713.2624607;-38.13080360867914
1739209713.2624695;-38.13080360867914
1739209713.2624784;-38.13080360867914
1739209713.262487;-45.120503652039325
1739209713.2624958;-38.13080360867914
1739209713.2625046;-35.57807855764607
1739209713.2625132;-38.13080360867914
1739209713.262522;-45.120503652039325
1739209713.2625308;-38.13080360867914
1739209713.2625394;-35.57807855764607
1739209713.2625482;-38.13080360867914
1739209713.262557;-45.120503652039325
1739209713.2625659;-45.120503652039325
1739209713.2625744;-45.120503652039325
1739209713.2625833;-38.13080360867914
1739209713.262592;-38.13080360867914
1739209713.2626007;-38.13080360867914
1739209713.2626095;-35.57807855764607
1739209713.2626183;-38.13080360867914
1739209713.2626271;-31.141103565318893
1739209713.2626357;-35.57807855764607
1739209713.2626445;-45.120503652039325
1739209713.2626534;-45.120503652039325
1739209713.262662;-45.120503652039325
1739209713.2626708;-38.13080360867914
1739209713.2626796;-45.120503652039325
1739209713.2626884;-45.120503652039325
1739209713.262697;-45.120503652039325
1739209713.2627058;-45.120503652039325
1739209713.2627146;-45.120503652039325
1739209713.2627232;-38.13080360867914
1739209713.262732;-38.13080360867914
1739209713.2627409;-45.120503652039325
1739209713.2627497;-45.120503652039325
1739209713.2627583;-45.120503652039325
1739209713.262767;-28.21854285175415
1739209713.262776;-32.816014438256545
1739209713.2627845;-45.120503652039325
1739209713.2627933;-45.120503652039325
1739209713.2628021;-45.120503652039325
1739209713.2628107;-33.981070128970906
1739209713.2628195;-38.13080360867914
1739209713.2628284;-38.13080360867914
1739209713.2628372;-35.57807855764607
1739209713.2628458;-38.13080360867914
1739209713.2628546;-38.13080360867914
1739209713.2628634;-38.13080360867914
1739209713.262872;-45.120503652039325
1739209713.2628808;-38.13080360867914
1739209713.2628896;-38.13080360867914
