CAN Message; 0x1d3:0000c96080aee888
1739209698.0383618;-45.120503652039325
1739209698.0383656;-38.13080360867914
1739209698.0383692;-30.49652367304973
1739209698.038373;-33.981070128970906
1739209698.0383766;-45.120503652039325
1739209698.0383804;-45.120503652039325
1739209698.0383842;-33.981070128970906
1739209698.0383878;-38.13080360867914
1739209698.0383916;-45.120503652039325
1739209698.0383952;-45.120503652039325
1739209698.038399;-32.816014438256545
1739209698.0384026;-29.438486411369333
1739209698.0384064;-45.120503652039325
1739209698.03841;-45.120503652039325
1739209698.0384138;-38.13080360867914
1739209698.0384176;-38.13080360867914
1739209698.0384212;-45.120503652039325
1739209698.038425;-32.816014438256545
1739209698.0384285;-45.120503652039325
1739209698.0384324;-38.13080360867914
1739209698.038436;-38.13080360867914
1739209698.0384398;-38.13080360867914
1739209698.0384436;-45.120503652039325
1739209698.0384471;-45.120503652039325
1739209698.038451;-38.13080360867914
1739209698.0384545;-38.13080360867914
1739209698.0384583;-35.57807855764607
1739209698.038462;-32.816014438256545
1739209698.0384657;-38.13080360867914
1739209698.0384693;-45.120503652039325
1739209698.0384731;-45.120503652039325
1739209698.038477;-45.120503652039325
1739209698.0384805;-38.13080360867914
1739209698.0384843;-45.120503652039325
1739209698.038488;-45.120503652039325
1739209698.0384917;-38.13080360867914
1739209698.0384953;-45.120503652039325
1739209698.038499;-45.120503652039325
1739209698.038503;-35.57807855764607
1739209698.0385065;-35.57807855764607
1739209698.0385103;-38.13080360867914
1739209698.038514;-38.13080360867914
1739209698.0385177;-45.120503652039325
1739209698.0385213;-45.120503652039325
1739209698.038525;-35.57807855764607
1739209698.038529;-38.13080360867914
1739209698.0385325;-45.120503652039325
1739209698.0385363;-38.13080360867914
1739209698.03854;-38.13080360867914
1739209698.0385437;-45.120503652039325
1739209698.0385473;-38.13080360867914
1739209698.038551;-31.141103565318893
1739209698.0385547;-38.13080360867914
1739209698.0385585;-38.13080360867914
1739209698.0385623;-38.13080360867914
1739209698.0385659;-45.120503652039325
1739209698.0385697;-38.13080360867914
1739209698.0385733;-38.13080360867914
1739209698.038577;-45.120503652039325
1739209698.0385807;-45.120503652039325
1739209698.0385845;-45.120503652039325
1739209698.0385883;-45.120503652039325
1739209698.0385919;-38.13080360867914
1739209698.0385957;-35.57807855764607
1739209698.0385993;-45.120503652039325
1739209698.038603;-45.120503652039325
1739209698.0386066;-38.13080360867914
1739209698.0386105;-30.49652367304973
1739209698.0386143;-33.981070128970906
1739209698.0386178;-45.120503652039325
1739209698.0386217;-38.13080360867914
1739209698.0386252;-33.981070128970906
1739209698.038629;-45.120503652039325
1739209698.0386326;-45.120503652039325
1739209698.0386364;-38.13080360867914
1739209698.03864;-45.120503652039325
1739209698.0386438;-45.120503652039325
1739209698.0386477;-38.13080360867914
1739209698.0386512;-38.13080360867914
1739209698.038655;-45.120503652039325
1739209698.0386586;-45.120503652039325
1739209698.0386624;-45.120503652039325
1739209698.038666;-45.120503652039325
1739209698.0386698;-38.13080360867914
1739209698.0386736;-38.13080360867914
1739209698.0386772;-45.120503652039325
1739209698.038681;-45.120503652039325
1739209698.0386846;-45.120503652039325
1739209698.0386884;-45.120503652039325
1739209698.038692;-45.120503652039325
1739209698.0386958;-38.13080360867914
1739209698.0386994;-31.141103565318915
1739209698.0387032;-28.992665084841942
1739209698.038707;-38.13080360867914
1739209698.0387106;-38.13080360867914
1739209698.0387144;-38.13080360867914
1739209698.038718;-38.13080360867914
1739209698.0387218;-35.57807855764607
1739209698.0387254;-38.13080360867914
1739209698.0387292;-33.981070128970906
1739209698.038733;-31.141103565318915
1739209698.0387366;-38.13080360867914
1739209698.0387404;-35.57807855764607
1739209698.038744;-38.13080360867914
1739209698.0387478;-38.13080360867914
1739209698.0387514;-35.57807855764607
1739209698.0387552;-45.120503652039325
1739209698.038759;-35.57807855764607
1739209698.0387626;-45.120503652039325
1739209698.0387664;-38.13080360867914
1739209698.03877;-45.120503652039325
1739209698.0387738;-38.13080360867914
1739209698.0387774;-38.13080360867914
1739209698.0387812;-38.13080360867914
1739209698.0387847;-38.13080360867914
1739209698.0387886;-38.13080360867914
1739209698.0387924;-30.49652367304973
1739209698.038796;-35.57807855764607
1739209698.0387998;-38.13080360867914
1739209698.0388033;-31.141103565318915
1739209698.0388072;-33.981070128970906
1739209698.0388107;-45.120503652039325
1739209698.0388145;-45.120503652039325
1739209698.0388184;-45.120503652039325
1739209698.038822;-33.981070128970906
1739209698.0388258;-38.13080360867914
1739209698.0388293;-38.13080360867914
1739209698.0388331;-38.13080360867914
1739209698.0388367;-38.13080360867914
1739209698.0388405;-45.120503652039325
1739209698.038844;-45.120503652039325
1739209698.038848;-45.120503652039325
1739209698.0388517;-33.981070128970906
1739209698.0388553;-45.120503652039325
1739209698.0388591;-45.120503652039325
1739209698.0388627;-38.13080360867914
1739209698.0388665;-45.120503652039325
1739209698.03887;-45.120503652039325
1739209698.038874;-38.13080360867914
1739209698.0388777;-45.120503652039325
1739209698.0388813;-38.13080360867914
1739209698.038885;-35.57807855764607
1739209698.0388887;-45.120503652039325
1739209698.0388925;-45.120503652039325
1739209698.038896;-38.13080360867914
1739209698.0389;-38.13080360867914
1739209698.0389037;-45.120503652039325
1739209698.0389073;-38.13080360867914
1739209698.038911;-38.13080360867914
1739209698.0389147;-45.120503652039325
1739209698.0389185;-45.120503652039325
1739209698.038922;-38.13080360867914
1739209698.038926;-45.120503652039325
1739209698.0389295;-38.13080360867914
1739209698.0389333;-45.120503652039325
1739209698.038937;-45.120503652039325
1739209698.0389407;-45.120503652039325
1739209698.0389445;-45.120503652039325
1739209698.038948;-45.120503652039325
1739209698.0389519;-38.13080360867914
1739209698.0389555;-35.57807855764607
1739209698.0389593;-45.120503652039325
1739209698.038963;-45.120503652039325
1739209698.0389667;-45.120503652039325
1739209698.0389705;-32.816014438256545
1739209698.038974;-35.57807855764607
1739209698.0389779;-38.13080360867914
1739209698.0389814;-45.120503652039325
1739209698.0389853;-38.13080360867914
1739209698.038989;-35.57807855764607
1739209698.0389926;-45.120503652039325
1739209698.0389965;-38.13080360867914
1739209698.039;-45.120503652039325
1739209698.0390038;-45.120503652039325
1739209698.0390074;-45.120503652039325
1739209698.0390112;-45.120503652039325
1739209698.0390148;-45.120503652039325
1739209698.0390186;-45.120503652039325
1739209698.0390224;-45.120503652039325
1739209698.039026;-45.120503652039325
1739209698.0390298;-35.57807855764607
1739209698.0390334;-38.13080360867914
1739209698.0390372;-38.13080360867914
1739209698.0390408;-38.13080360867914
1739209698.0390446;-35.57807855764607
1739209698.0390484;-38.13080360867914
1739209698.039052;-38.13080360867914
1739209698.0390558;-45.120503652039325
1739209698.0390594;-38.13080360867914
1739209698.0390632;-32.816014438256545
1739209698.0390668;-35.57807855764607
1739209698.0390706;-38.13080360867914
1739209698.0390742;-45.120503652039325
1739209698.039078;-45.120503652039325
1739209698.0390818;-45.120503652039325
1739209698.0390854;-35.57807855764607
1739209698.0390892;-45.120503652039325
1739209698.0390928;-45.120503652039325
1739209698.0390966;-38.13080360867914
1739209698.0391002;-38.13080360867914
1739209698.039104;-38.13080360867914
1739209698.0391078;-45.120503652039325
1739209698.0391114;-45.120503652039325
1739209698.0391152;-45.120503652039325
1739209698.0391188;-35.57807855764607
1739209698.0391226;-32.816014438256545
1739209698.0391262;-38.13080360867914
1739209698.03913;-38.13080360867914
1739209698.0391338;-31.141103565318915
1739209698.0391374;-38.13080360867914
1739209698.0391412;-38.13080360867914
1739209698.0391448;-38.13080360867914
1739209698.0391486;-38.13080360867914
1739209698.0391521;-35.57807855764607
1739209698.039156;-45.120503652039325
1739209698.0391595;-45.120503652039325
1739209698.0391634;-45.120503652039325
1739209698.0391672;-38.13080360867914
1739209698.0391707;-38.13080360867914
1739209698.0391746;-45.120503652039325
1739209698.0391781;-45.120503652039325
1739209698.039182;-38.13080360867914
1739209698.0391855;-45.120503652039325
1739209698.0391893;-45.120503652039325
1739209698.0391932;-45.120503652039325
1739209698.0391967;-45.120503652039325
1739209698.0392005;-45.120503652039325
1739209698.0392041;-45.120503652039325
1739209698.039208;-38.13080360867914
1739209698.0392115;-27.8777449560314
1739209698.0392153;-38.13080360867914
1739209698.0392191;-45.120503652039325
1739209698.0392227;-38.13080360867914
1739209698.0392265;-32.816014438256545
1739209698.03923;-45.120503652039325
1739209698.039234;-45.120503652039325
1739209698.0392375;-38.13080360867914
1739209698.0392413;-45.120503652039325
1739209698.039245;-45.120503652039325
1739209698.0392487;-45.120503652039325
1739209698.0392525;-45.120503652039325
1739209698.039256;-33.981070128970906
1739209698.03926;-35.57807855764607
1739209698.0392635;-38.13080360867914
1739209698.0392673;-45.120503652039325
1739209698.0392709;-45.120503652039325
1739209698.0392747;-45.120503652039325
1739209698.0392785;-45.120503652039325
1739209698.039282;-45.120503652039325
1739209698.039286;-45.120503652039325
1739209698.0392895;-38.13080360867914
1739209698.0392933;-45.120503652039325
1739209698.0392969;-45.120503652039325
1739209698.0393007;-33.981070128970906
1739209698.0393043;-45.120503652039325
1739209698.039308;-45.120503652039325
1739209698.039312;-38.13080360867914
1739209698.0393155;-38.13080360867914
1739209698.0393193;-33.981070128970906
1739209698.0393229;-33.981070128970906
1739209698.0393267;-38.13080360867914
1739209698.0393302;-45.120503652039325
1739209698.039334;-45.120503652039325
1739209698.0393379;-35.57807855764607
1739209698.0393414;-45.120503652039325
1739209698.0393453;-45.120503652039325
1739209698.0393488;-38.13080360867914
1739209698.0393527;-45.120503652039325
1739209698.0393562;-45.120503652039325
1739209698.03936;-45.120503652039325
1739209698.0393639;-38.13080360867914
1739209698.0393674;-45.120503652039325
1739209698.0393713;-38.13080360867914
1739209698.0393748;-45.120503652039325
1739209698.0393786;-33.981070128970906
1739209698.0393822;-35.57807855764607
1739209698.039386;-38.13080360867914
1739209698.0393896;-38.13080360867914
1739209698.0393934;-31.141103565318915
1739209698.0393972;-33.981070128970906
1739209698.0394008;-38.13080360867914
1739209698.0394046;-35.57807855764607
1739209698.0394082;-38.13080360867914
1739209698.039412;-45.120503652039325
1739209698.0394156;-45.120503652039325
1739209698.0394194;-45.120503652039325
1739209698.0394232;-45.120503652039325
1739209698.0394268;-38.13080360867914
1739209698.0394306;-38.13080360867914
1739209698.0394342;-45.120503652039325
1739209698.039438;-38.13080360867914
1739209698.0394416;-38.13080360867914
1739209698.0394454;-45.120503652039325
1739209698.0394492;-38.13080360867914
1739209698.0394528;-38.13080360867914
1739209698.0394566;-45.120503652039325
1739209698.0394602;-38.13080360867914
1739209698.039464;-38.13080360867914
1739209698.0394676;-33.981070128970906
1739209698.0394714;-45.120503652039325
1739209698.039475;-38.13080360867914
1739209698.0394788;-38.13080360867914
1739209698.0394826;-38.13080360867914
1739209698.0394862;-45.120503652039325
1739209698.03949;-38.13080360867914
1739209698.0394936;-38.13080360867914
1739209698.0394974;-38.13080360867914
1739209698.039501;-45.120503652039325
1739209698.0395048;-38.13080360867914
1739209698.0395086;-33.981070128970906
1739209698.0395122;-28.218542851754165
1739209698.039516;-45.120503652039325
1739209698.0395195;-38.13080360867914
1739209698.0395234;-33.981070128970906
1739209698.039527;-38.13080360867914
1739209698.0395308;-30.49652367304973
1739209698.0395343;-45.120503652039325
1739209698.0395381;-45.120503652039325
1739209698.039542;-28.992665084841942
1739209698.0395455;-45.120503652039325
1739209698.0395494;-45.120503652039325
1739209698.039553;-45.120503652039325
1739209698.0395567;-38.13080360867914
1739209698.0395603;-45.120503652039325
1739209698.0395641;-38.13080360867914
1739209698.039568;-38.13080360867914
1739209698.0395715;-38.13080360867914
1739209698.0395753;-45.120503652039325
1739209698.039579;-45.120503652039325
1739209698.0395827;-45.120503652039325
1739209698.0395863;-45.120503652039325
1739209698.0395901;-38.13080360867914
1739209698.039594;-45.120503652039325
1739209698.0395975;-45.120503652039325
1739209698.0396013;-45.120503652039325
1739209698.039605;-38.13080360867914
1739209698.0396087;-38.13080360867914
1739209698.0396123;-45.120503652039325
1739209698.039616;-38.13080360867914
1739209698.0396197;-35.57807855764607
1739209698.0396235;-45.120503652039325
1739209698.0396273;-45.120503652039325
1739209698.039631;-25.826314394896357
1739209698.0396347;-31.141103565318893
1739209698.0396383;-45.120503652039325
1739209698.039642;-45.120503652039325
1739209698.0396457;-38.13080360867914
1739209698.0396495;-45.120503652039325
1739209698.0396533;-38.13080360867914
1739209698.0396569;-45.120503652039325
1739209698.0396607;-45.120503652039325
1739209698.0396643;-33.981070128970906
1739209698.039668;-45.120503652039325
1739209698.0396717;-45.120503652039325
1739209698.0396755;-32.816014438256545
1739209698.0396793;-35.57807855764607
1739209698.0396829;-38.13080360867914
1739209698.0396867;-45.120503652039325
1739209698.0396903;-38.13080360867914
1739209698.039694;-38.13080360867914
1739209698.0396976;-45.120503652039325
1739209698.0397015;-38.13080360867914
1739209698.039705;-38.13080360867914
1739209698.0397089;-35.57807855764607
1739209698.0397127;-38.13080360867914
1739209698.0397162;-45.120503652039325
1739209698.03972;-33.981070128970906
1739209698.0397236;-38.13080360867914
1739209698.0397274;-45.120503652039325
1739209698.039731;-45.120503652039325
1739209698.0397348;-33.981070128970906
1739209698.0397387;-45.120503652039325
1739209698.0397422;-45.120503652039325
1739209698.039746;-35.57807855764607
1739209698.0397496;-45.120503652039325
1739209698.0397534;-45.120503652039325
1739209698.039757;-38.13080360867914
1739209698.0397608;-35.57807855764607
1739209698.0397644;-38.13080360867914
1739209698.0397682;-38.13080360867914
1739209698.039772;-38.13080360867914
1739209698.0397756;-45.120503652039325
1739209698.0397794;-45.120503652039325
1739209698.039783;-31.141103565318893
1739209698.0397868;-45.120503652039325
1739209698.0397904;-38.13080360867914
1739209698.0397942;-38.13080360867914
1739209698.039798;-45.120503652039325
1739209698.0398016;-33.981070128970906
1739209698.0398054;-35.57807855764607
1739209698.039809;-45.120503652039325
1739209698.0398128;-38.13080360867914
1739209698.0398164;-45.120503652039325
1739209698.0398202;-38.13080360867914
1739209698.039824;-45.120503652039325
1739209698.0398276;-45.120503652039325
1739209698.0398314;-45.120503652039325
1739209698.039835;-45.120503652039325
1739209698.0398388;-45.120503652039325
1739209698.0398424;-45.120503652039325
1739209698.0398462;-38.13080360867914
1739209698.0398498;-45.120503652039325
1739209698.0398536;-38.13080360867914
1739209698.0398574;-31.141103565318893
1739209698.039861;-45.120503652039325
1739209698.0398648;-45.120503652039325
1739209698.0398684;-33.981070128970906
1739209698.0398722;-29.438486411369333
1739209698.0398757;-38.13080360867914
1739209698.0398796;-38.13080360867914
1739209698.0398834;-38.13080360867914
1739209698.039887;-38.13080360867914
1739209698.0398908;-38.13080360867914
1739209698.0398943;-45.120503652039325
1739209698.0398982;-38.13080360867914
1739209698.0399017;-45.120503652039325
1739209698.0399055;-45.120503652039325
1739209698.0399091;-45.120503652039325
1739209698.039913;-38.13080360867914
1739209698.0399168;-45.120503652039325
1739209698.0399203;-38.13080360867914
1739209698.0399241;-45.120503652039325
1739209698.0399277;-38.13080360867914
1739209698.0399315;-25.252786309376837
1739209698.039935;-38.13080360867914
1739209698.039939;-45.120503652039325
1739209698.0399427;-38.13080360867914
1739209698.0399463;-35.57807855764607
1739209698.0399501;-45.120503652039325
1739209698.0399537;-45.120503652039325
1739209698.0399575;-45.120503652039325
1739209698.039961;-35.57807855764607
1739209698.039965;-45.120503652039325
1739209698.0399687;-45.120503652039325
1739209698.0399723;-45.120503652039325
1739209698.0399761;-45.120503652039325
1739209698.0399797;-35.57807855764607
1739209698.0399835;-45.120503652039325
1739209698.039987;-38.13080360867914
1739209698.039991;-38.13080360867914
1739209698.0399945;-38.13080360867914
1739209698.0399983;-32.816014438256545
1739209698.040002;-38.13080360867914
1739209698.0400057;-45.120503652039325
1739209698.0400095;-38.13080360867914
1739209698.040013;-38.13080360867914
1739209698.040017;-45.120503652039325
1739209698.0400205;-27.267205301931607
1739209698.0400243;-32.816014438256545
1739209698.040028;-35.57807855764607
1739209698.0400317;-45.120503652039325
1739209698.0400355;-35.57807855764607
1739209698.040039;-38.13080360867914
1739209698.0400429;-38.13080360867914
1739209698.0400465;-38.13080360867914
1739209698.0400503;-45.120503652039325
1739209698.040054;-38.13080360867914
1739209698.0400577;-33.981070128970906
1739209698.0400615;-38.13080360867914
1739209698.040065;-45.120503652039325
1739209698.0400689;-38.13080360867914
1739209698.0400724;-35.57807855764607
1739209698.0400763;-45.120503652039325
1739209698.0400798;-45.120503652039325
1739209698.0400836;-45.120503652039325
1739209698.0400875;-38.13080360867914
1739209698.040091;-38.13080360867914
1739209698.0400949;-45.120503652039325
1739209698.0400984;-45.120503652039325
1739209698.0401022;-45.120503652039325
1739209698.0401058;-45.120503652039325
1739209698.0401096;-38.13080360867914
1739209698.0401134;-35.57807855764607
1739209698.040117;-35.57807855764607
1739209698.0401208;-38.13080360867914
1739209698.0401244;-38.13080360867914
1739209698.0401282;-32.816014438256545
1739209698.0401318;-38.13080360867914
1739209698.0401356;-38.13080360867914
1739209698.0401392;-33.981070128970906
1739209698.040143;-45.120503652039325
1739209698.0401468;-45.120503652039325
1739209698.0401504;-38.13080360867914
1739209698.0401542;-35.57807855764607
1739209698.0401578;-45.120503652039325
1739209698.0401616;-45.120503652039325
1739209698.0401652;-33.981070128970906
1739209698.040169;-33.981070128970906
1739209698.0401728;-38.13080360867914
1739209698.0401764;-45.120503652039325
1739209698.0401802;-38.13080360867914
1739209698.0401838;-33.981070128970906
1739209698.0401876;-45.120503652039325
1739209698.0401912;-45.120503652039325
1739209698.040195;-45.120503652039325
1739209698.0401988;-38.13080360867914
1739209698.0402024;-35.57807855764607
1739209698.0402062;-38.13080360867914
1739209698.0402098;-38.13080360867914
1739209698.0402136;-45.120503652039325
1739209698.0402172;-35.57807855764607
1739209698.040221;-45.120503652039325
1739209698.0402246;-45.120503652039325
1739209698.0402284;-45.120503652039325
1739209698.0402322;-45.120503652039325
1739209698.0402358;-38.13080360867914
1739209698.0402396;-45.120503652039325
1739209698.0402431;-38.13080360867914
1739209698.040247;-38.13080360867914
1739209698.0402505;-45.120503652039325
1739209698.0402544;-38.13080360867914
1739209698.0402582;-38.13080360867914
1739209698.0402617;-38.13080360867914
1739209698.0402656;-35.57807855764607
1739209698.0402691;-38.13080360867914
1739209698.040273;-45.120503652039325
1739209698.0402765;-30.49652367304973
1739209698.0402803;-32.816014438256545
1739209698.0402842;-45.120503652039325
1739209698.0402877;-38.13080360867914
1739209698.0402915;-38.13080360867914
1739209698.0402951;-35.57807855764607
1739209698.040299;-45.120503652039325
1739209698.0403025;-35.57807855764607
1739209698.0403063;-45.120503652039325
1739209698.04031;-38.13080360867914
1739209698.0403137;-45.120503652039325
1739209698.0403175;-38.13080360867914
1739209698.040321;-45.120503652039325
1739209698.040325;-45.120503652039325
1739209698.0403285;-38.13080360867914
1739209698.0403323;-38.13080360867914
1739209698.040336;-38.13080360867914
1739209698.0403397;-45.120503652039325
1739209698.0403435;-35.57807855764607
1739209698.040347;-35.57807855764607
1739209698.040351;-30.49652367304973
1739209698.0403545;-30.49652367304973
1739209698.0403583;-38.13080360867914
1739209698.040362;-38.13080360867914
1739209698.0403657;-45.120503652039325
1739209698.0403693;-45.120503652039325
1739209698.040373;-38.13080360867914
1739209698.040377;-32.816014438256545
1739209698.0403805;-38.13080360867914
1739209698.0403843;-45.120503652039325
1739209698.0403879;-38.13080360867914
1739209698.0403917;-38.13080360867914
1739209698.0403953;-45.120503652039325
1739209698.040399;-45.120503652039325
1739209698.040403;-33.981070128970906
1739209698.0404065;-38.13080360867914
1739209698.0404103;-38.13080360867914
1739209698.0404139;-45.120503652039325
1739209698.0404177;-38.13080360867914
1739209698.0404212;-35.57807855764607
1739209698.040425;-38.13080360867914
1739209698.0404289;-45.120503652039325
1739209698.0404325;-38.13080360867914
1739209698.0404363;-45.120503652039325
1739209698.0404398;-32.816014438256545
1739209698.0404437;-31.141103565318893
1739209698.0404472;-45.120503652039325
1739209698.040451;-45.120503652039325
1739209698.0404546;-35.57807855764607
1739209698.0404584;-35.57807855764607
1739209698.0404623;-45.120503652039325
1739209698.0404658;-45.120503652039325
1739209698.0404696;-45.120503652039325
1739209698.0404732;-45.120503652039325
1739209698.040477;-38.13080360867914
1739209698.0404806;-38.13080360867914
1739209698.0404844;-38.13080360867914
1739209698.0404882;-45.120503652039325
1739209698.0404918;-45.120503652039325
1739209698.0404956;-45.120503652039325
1739209698.0404992;-35.57807855764607
1739209698.040503;-26.991370085610736
1739209698.0405066;-45.120503652039325
1739209698.0405104;-45.120503652039325
1739209698.0405142;-38.13080360867914
1739209698.0405178;-38.13080360867914
1739209698.0405216;-45.120503652039325
1739209698.0405252;-45.120503652039325
1739209698.040529;-45.120503652039325
1739209698.0405326;-38.13080360867914
1739209698.0405364;-38.13080360867914
1739209698.04054;-45.120503652039325
1739209698.0405438;-38.13080360867914
1739209698.0405476;-32.816014438256545
1739209698.0405512;-45.120503652039325
1739209698.040555;-38.13080360867914
1739209698.0405586;-45.120503652039325
1739209698.0405624;-45.120503652039325
1739209698.040566;-45.120503652039325
1739209698.0405698;-35.57807855764607
1739209698.0405736;-45.120503652039325
1739209698.0405772;-45.120503652039325
1739209698.040581;-38.13080360867914
1739209698.0405846;-45.120503652039325
1739209698.0405884;-38.13080360867914
1739209698.040592;-45.120503652039325
1739209698.0405958;-33.981070128970906
1739209698.0405993;-35.57807855764607
1739209698.0406032;-38.13080360867914
1739209698.040607;-38.13080360867914
1739209698.0406106;-38.13080360867914
1739209698.0406144;-32.816014438256545
1739209698.040618;-38.13080360867914
1739209698.0406218;-38.13080360867914
1739209698.0406253;-38.13080360867914
1739209698.0406291;-35.57807855764607
1739209698.040633;-45.120503652039325
1739209698.0406365;-38.13080360867914
1739209698.0406404;-38.13080360867914
1739209698.040644;-38.13080360867914
1739209698.0406477;-38.13080360867914
1739209698.0406513;-31.141103565318915
1739209698.0406551;-33.981070128970906
1739209698.040659;-45.120503652039325
1739209698.0406625;-35.57807855764607
1739209698.0406663;-35.57807855764607
1739209698.04067;-38.13080360867914
1739209698.0406737;-35.57807855764607
1739209698.0406773;-38.13080360867914
1739209698.0406811;-45.120503652039325
1739209698.0406847;-45.120503652039325
1739209698.0406885;-45.120503652039325
1739209698.0406923;-45.120503652039325
1739209698.040696;-45.120503652039325
1739209698.0406997;-38.13080360867914
1739209698.0407033;-38.13080360867914
1739209698.040707;-45.120503652039325
1739209698.0407107;-38.13080360867914
1739209698.0407145;-38.13080360867914
1739209698.0407183;-45.120503652039325
1739209698.040722;-35.57807855764607
1739209698.0407257;-35.57807855764607
1739209698.0407293;-38.13080360867914
1739209698.040733;-45.120503652039325
1739209698.0407367;-38.13080360867914
1739209698.0407405;-31.141103565318915
1739209698.0407443;-30.49652367304973
1739209698.040748;-45.120503652039325
1739209698.0407517;-45.120503652039325
1739209698.0407553;-33.981070128970906
1739209698.040759;-38.13080360867914
1739209698.0407627;-45.120503652039325
1739209698.0407665;-33.981070128970906
1739209698.04077;-45.120503652039325
1739209698.0407739;-38.13080360867914
1739209698.0407777;-45.120503652039325
1739209698.0407813;-45.120503652039325
1739209698.040785;-38.13080360867914
1739209698.0407887;-38.13080360867914
1739209698.0407925;-38.13080360867914
1739209698.040796;-38.13080360867914
1739209698.0407999;-45.120503652039325
1739209698.0408037;-38.13080360867914
