CAN Message; 0x39:007b4b87ba097f74
1739209650.5104084;-33.981070128970906
1739209650.510413;-45.120503652039325
1739209650.5104172;-38.13080360867914
1739209650.5104218;-45.120503652039325
1739209650.510426;-38.13080360867914
1739209650.5104306;-38.13080360867914
1739209650.5104349;-45.120503652039325
1739209650.5104394;-45.120503652039325
1739209650.5104437;-38.13080360867914
1739209650.5104482;-38.13080360867914
1739209650.5104527;-45.120503652039325
1739209650.510457;-38.13080360867914
1739209650.5104616;-28.58837851428586
1739209650.5104659;-38.13080360867914
1739209650.5104704;-38.13080360867914
1739209650.5104747;-35.57807855764607
1739209650.5104792;-33.981070128970906
1739209650.5104837;-38.13080360867914
1739209650.510488;-45.120503652039325
1739209650.5104926;-45.120503652039325
1739209650.5104969;-38.13080360867914
1739209650.5105014;-38.13080360867914
1739209650.5105057;-45.120503652039325
1739209650.5105102;-45.120503652039325
1739209650.5105147;-38.13080360867914
1739209650.510519;-32.816014438256545
1739209650.5105236;-45.120503652039325
1739209650.5105278;-38.13080360867914
1739209650.5105324;-26.991370085610722
1739209650.5105367;-35.57807855764607
1739209650.5105412;-45.120503652039325
1739209650.5105455;-45.120503652039325
1739209650.51055;-33.981070128970906
1739209650.5105546;-45.120503652039325
1739209650.5105588;-45.120503652039325
1739209650.5105634;-38.13080360867914
1739209650.5105677;-38.13080360867914
1739209650.5105722;-45.120503652039325
1739209650.5105765;-45.120503652039325
1739209650.510581;-45.120503652039325
1739209650.5105855;-45.120503652039325
1739209650.5105898;-35.57807855764607
1739209650.5105944;-45.120503652039325
1739209650.5105987;-38.13080360867914
1739209650.5106032;-26.487275050834715
1739209650.5106075;-35.57807855764607
1739209650.510612;-45.120503652039325
1739209650.5106163;-45.120503652039325
1739209650.5106208;-45.120503652039325
1739209650.5106254;-45.120503652039325
1739209650.5106297;-45.120503652039325
1739209650.5106342;-38.13080360867914
1739209650.5106385;-45.120503652039325
1739209650.510643;-45.120503652039325
1739209650.5106473;-35.57807855764607
1739209650.5106518;-38.13080360867914
1739209650.5106564;-45.120503652039325
1739209650.5106606;-38.13080360867914
1739209650.5106652;-45.120503652039325
1739209650.5106695;-38.13080360867914
1739209650.510674;-30.49652367304973
1739209650.5106783;-35.57807855764607
1739209650.5106828;-45.120503652039325
1739209650.510687;-38.13080360867914
1739209650.5106916;-38.13080360867914
1739209650.5106962;-38.13080360867914
1739209650.5107005;-45.120503652039325
1739209650.510705;-33.981070128970906
1739209650.5107093;-45.120503652039325
1739209650.5107138;-45.120503652039325
1739209650.510718;-33.981070128970906
1739209650.5107226;-38.13080360867914
1739209650.5107272;-45.120503652039325
1739209650.5107315;-45.120503652039325
1739209650.510736;-33.981070128970906
1739209650.5107403;-45.120503652039325
1739209650.5107448;-32.816014438256545
1739209650.510749;-32.816014438256545
1739209650.5107536;-45.120503652039325
1739209650.5107582;-45.120503652039325
1739209650.5107625;-45.120503652039325
1739209650.510767;-38.13080360867914
1739209650.5107713;-38.13080360867914
1739209650.5107758;-45.120503652039325
1739209650.51078;-45.120503652039325
1739209650.5107846;-45.120503652039325
1739209650.510789;-38.13080360867914
1739209650.5107934;-38.13080360867914
1739209650.510798;-38.13080360867914
1739209650.5108023;-35.57807855764607
1739209650.5108068;-35.57807855764607
1739209650.510811;-38.13080360867914
1739209650.5108156;-45.120503652039325
1739209650.51082;-38.13080360867914
1739209650.5108244;-38.13080360867914
1739209650.510829;-38.13080360867914
1739209650.5108333;-45.120503652039325
1739209650.5108378;-45.120503652039325
1739209650.510842;-38.13080360867914
1739209650.5108466;-45.120503652039325
1739209650.510851;-38.13080360867914
1739209650.5108554;-32.816014438256545
1739209650.5108597;-45.120503652039325
1739209650.5108643;-45.120503652039325
1739209650.5108688;-38.13080360867914
1739209650.510873;-38.13080360867914
1739209650.5108776;-45.120503652039325
1739209650.510882;-38.13080360867914
1739209650.5108864;-38.13080360867914
1739209650.5108907;-45.120503652039325
1739209650.5108953;-45.120503652039325
1739209650.5108998;-45.120503652039325
1739209650.510904;-33.981070128970906
1739209650.5109086;-45.120503652039325
1739209650.510913;-38.13080360867914
1739209650.5109174;-38.13080360867914
1739209650.5109217;-38.13080360867914
1739209650.5109262;-38.13080360867914
1739209650.5109305;-45.120503652039325
1739209650.510935;-38.13080360867914
1739209650.5109396;-38.13080360867914
1739209650.510944;-33.981070128970906
1739209650.5109484;-45.120503652039325
1739209650.5109527;-38.13080360867914
1739209650.5109572;-38.13080360867914
1739209650.5109615;-45.120503652039325
1739209650.510966;-45.120503652039325
1739209650.5109706;-38.13080360867914
1739209650.510975;-38.13080360867914
1739209650.5109794;-45.120503652039325
1739209650.5109837;-38.13080360867914
1739209650.5109882;-45.120503652039325
1739209650.5109925;-45.120503652039325
1739209650.510997;-38.13080360867914
1739209650.5110013;-38.13080360867914
1739209650.5110059;-45.120503652039325
1739209650.5110104;-38.13080360867914
1739209650.5110147;-35.57807855764607
1739209650.5110192;-38.13080360867914
1739209650.5110235;-38.13080360867914
1739209650.511028;-38.13080360867914
1739209650.5110323;-38.13080360867914
1739209650.5110369;-45.120503652039325
1739209650.5110414;-38.13080360867914
1739209650.5110457;-38.13080360867914
1739209650.5110502;-45.120503652039325
1739209650.5110545;-45.120503652039325
1739209650.511059;-38.13080360867914
1739209650.5110633;-38.13080360867914
1739209650.5110679;-33.981070128970906
1739209650.5110724;-35.57807855764607
1739209650.5110767;-45.120503652039325
1739209650.5110812;-35.57807855764607
1739209650.5110855;-38.13080360867914
1739209650.51109;-38.13080360867914
1739209650.5110943;-45.120503652039325
1739209650.5110989;-32.816014438256545
1739209650.5111032;-35.57807855764607
1739209650.5111077;-45.120503652039325
1739209650.5111122;-45.120503652039325
1739209650.5111165;-38.13080360867914
1739209650.511121;-33.981070128970906
1739209650.5111253;-45.120503652039325
1739209650.5111299;-45.120503652039325
1739209650.5111341;-35.57807855764607
1739209650.5111387;-38.13080360867914
1739209650.5111432;-45.120503652039325
1739209650.5111475;-45.120503652039325
1739209650.511152;-38.13080360867914
1739209650.5111563;-38.13080360867914
1739209650.5111609;-45.120503652039325
1739209650.5111651;-45.120503652039325
1739209650.5111697;-45.120503652039325
1739209650.511174;-38.13080360867914
1739209650.5111785;-33.981070128970906
1739209650.511183;-38.13080360867914
1739209650.5111873;-45.120503652039325
1739209650.5111918;-33.981070128970906
1739209650.5111961;-33.981070128970906
1739209650.5112007;-38.13080360867914
1739209650.511205;-33.981070128970906
1739209650.5112095;-33.981070128970906
1739209650.511214;-38.13080360867914
1739209650.5112183;-45.120503652039325
1739209650.5112228;-35.57807855764607
1739209650.5112271;-35.57807855764607
1739209650.5112317;-45.120503652039325
1739209650.511236;-38.13080360867914
1739209650.5112405;-35.57807855764607
1739209650.5112448;-38.13080360867914
1739209650.5112493;-32.816014438256545
1739209650.5112538;-38.13080360867914
1739209650.5112581;-38.13080360867914
1739209650.5112627;-38.13080360867914
1739209650.511267;-35.57807855764607
1739209650.5112715;-45.120503652039325
1739209650.5112758;-45.120503652039325
1739209650.5112803;-38.13080360867914
1739209650.5112848;-38.13080360867914
1739209650.5112891;-45.120503652039325
1739209650.5112936;-33.981070128970906
1739209650.511298;-38.13080360867914
1739209650.5113025;-45.120503652039325
1739209650.5113068;-38.13080360867914
1739209650.5113113;-38.13080360867914
1739209650.5113158;-33.981070128970906
1739209650.51132;-35.57807855764607
1739209650.5113246;-38.13080360867914
1739209650.511329;-38.13080360867914
1739209650.5113335;-45.120503652039325
1739209650.5113378;-33.981070128970906
1739209650.5113423;-38.13080360867914
1739209650.5113466;-45.120503652039325
1739209650.511351;-33.981070128970906
1739209650.5113556;-45.120503652039325
1739209650.51136;-45.120503652039325
1739209650.5113645;-32.816014438256545
1739209650.5113688;-38.13080360867914
1739209650.5113733;-45.120503652039325
1739209650.5113776;-45.120503652039325
1739209650.511382;-35.57807855764607
1739209650.5113866;-38.13080360867914
1739209650.511391;-45.120503652039325
1739209650.5113955;-38.13080360867914
1739209650.5113997;-38.13080360867914
1739209650.5114043;-38.13080360867914
1739209650.5114086;-38.13080360867914
1739209650.511413;-38.13080360867914
1739209650.5114174;-38.13080360867914
1739209650.511422;-38.13080360867914
1739209650.5114264;-45.120503652039325
1739209650.5114307;-45.120503652039325
1739209650.5114353;-35.57807855764607
1739209650.5114396;-35.57807855764607
1739209650.511444;-45.120503652039325
1739209650.5114484;-45.120503652039325
1739209650.511453;-38.13080360867914
1739209650.5114574;-45.120503652039325
1739209650.5114617;-35.57807855764607
1739209650.5114663;-35.57807855764607
1739209650.5114706;-45.120503652039325
1739209650.511475;-45.120503652039325
1739209650.5114794;-32.816014438256545
1739209650.511484;-38.13080360867914
1739209650.5114882;-45.120503652039325
1739209650.5114927;-38.13080360867914
1739209650.5114973;-45.120503652039325
1739209650.5115016;-45.120503652039325
1739209650.511506;-45.120503652039325
1739209650.5115104;-45.120503652039325
1739209650.511515;-45.120503652039325
1739209650.5115192;-45.120503652039325
1739209650.5115237;-38.13080360867914
1739209650.5115283;-45.120503652039325
1739209650.5115325;-32.816014438256545
1739209650.511537;-38.13080360867914
1739209650.5115414;-45.120503652039325
1739209650.511546;-38.13080360867914
1739209650.5115502;-35.57807855764607
1739209650.5115547;-32.816014438256545
1739209650.511559;-45.120503652039325
1739209650.5115635;-38.13080360867914
1739209650.511568;-38.13080360867914
1739209650.5115724;-38.13080360867914
1739209650.511577;-38.13080360867914
1739209650.5115812;-38.13080360867914
1739209650.5115857;-45.120503652039325
1739209650.51159;-45.120503652039325
1739209650.5115945;-38.13080360867914
1739209650.511599;-38.13080360867914
1739209650.5116034;-33.981070128970906
1739209650.511608;-45.120503652039325
1739209650.5116122;-45.120503652039325
1739209650.5116167;-45.120503652039325
1739209650.511621;-35.57807855764607
1739209650.5116255;-38.13080360867914
1739209650.51163;-45.120503652039325
1739209650.5116343;-45.120503652039325
1739209650.5116389;-38.13080360867914
1739209650.5116432;-31.141103565318915
1739209650.5116477;-45.120503652039325
1739209650.511652;-45.120503652039325
1739209650.5116565;-38.13080360867914
1739209650.5116608;-31.141103565318915
1739209650.5116653;-45.120503652039325
1739209650.5116699;-38.13080360867914
1739209650.5116742;-38.13080360867914
1739209650.5116787;-31.141103565318943
1739209650.511683;-45.120503652039325
1739209650.5116875;-45.120503652039325
1739209650.5116918;-45.120503652039325
1739209650.5116963;-45.120503652039325
1739209650.5117009;-38.13080360867914
1739209650.5117052;-38.13080360867914
1739209650.5117097;-35.57807855764607
1739209650.511714;-25.826314394896357
1739209650.5117185;-45.120503652039325
1739209650.5117228;-45.120503652039325
1739209650.5117273;-38.13080360867914
1739209650.5117316;-38.13080360867914
1739209650.5117362;-38.13080360867914
1739209650.5117407;-45.120503652039325
1739209650.511745;-38.13080360867914
1739209650.5117495;-32.81601443825658
1739209650.5117538;-45.120503652039325
1739209650.5117583;-45.120503652039325
1739209650.5117626;-45.120503652039325
1739209650.5117671;-45.120503652039325
1739209650.5117717;-45.120503652039325
1739209650.511776;-38.13080360867914
1739209650.5117805;-35.57807855764607
1739209650.5117848;-27.267205301931607
1739209650.5117893;-38.13080360867914
1739209650.5117936;-38.13080360867914
1739209650.5117981;-38.13080360867914
1739209650.5118024;-31.141103565318915
1739209650.511807;-38.13080360867914
1739209650.5118115;-38.13080360867914
1739209650.5118158;-45.120503652039325
1739209650.5118203;-32.81601443825658
1739209650.5118246;-45.120503652039325
1739209650.5118291;-45.120503652039325
1739209650.5118334;-45.120503652039325
1739209650.511838;-45.120503652039325
1739209650.5118425;-45.120503652039325
1739209650.5118468;-38.13080360867914
1739209650.5118513;-45.120503652039325
1739209650.5118556;-31.141103565318915
1739209650.5118601;-38.13080360867914
1739209650.5118644;-45.120503652039325
1739209650.511869;-45.120503652039325
1739209650.5118735;-38.13080360867914
1739209650.5118778;-35.57807855764607
1739209650.5118823;-38.13080360867914
1739209650.5118866;-45.120503652039325
1739209650.5118911;-38.13080360867914
1739209650.5118954;-33.981070128970906
1739209650.5119;-38.13080360867914
1739209650.5119042;-45.120503652039325
1739209650.5119088;-45.120503652039325
1739209650.5119133;-32.816014438256545
1739209650.5119176;-35.57807855764607
1739209650.5119221;-38.13080360867914
1739209650.5119264;-38.13080360867914
1739209650.511931;-38.13080360867914
1739209650.5119352;-33.981070128970906
1739209650.5119398;-45.120503652039325
1739209650.5119443;-45.120503652039325
1739209650.5119486;-32.816014438256545
1739209650.511953;-38.13080360867914
1739209650.5119574;-45.120503652039325
1739209650.511962;-45.120503652039325
1739209650.5119662;-38.13080360867914
1739209650.5119708;-45.120503652039325
1739209650.511975;-45.120503652039325
1739209650.5119796;-45.120503652039325
1739209650.511984;-45.120503652039325
1739209650.5119884;-38.13080360867914
1739209650.511993;-45.120503652039325
1739209650.5119972;-38.13080360867914
1739209650.5120018;-31.141103565318915
1739209650.512006;-45.120503652039325
1739209650.5120106;-45.120503652039325
1739209650.512015;-38.13080360867914
1739209650.5120194;-38.13080360867914
1739209650.512024;-38.13080360867914
1739209650.5120282;-45.120503652039325
1739209650.5120327;-38.13080360867914
1739209650.512037;-38.13080360867914
1739209650.5120416;-45.120503652039325
1739209650.5120459;-45.120503652039325
1739209650.5120504;-45.120503652039325
1739209650.512055;-38.13080360867914
1739209650.5120592;-33.981070128970906
1739209650.5120637;-45.120503652039325
1739209650.512068;-33.981070128970906
1739209650.5120726;-28.992665084841942
1739209650.5120769;-45.120503652039325
1739209650.5120814;-45.120503652039325
1739209650.512086;-38.13080360867914
1739209650.5120902;-38.13080360867914
1739209650.5120947;-45.120503652039325
1739209650.512099;-45.120503652039325
1739209650.5121036;-38.13080360867914
1739209650.5121078;-38.13080360867914
1739209650.5121124;-38.13080360867914
1739209650.5121167;-38.13080360867914
1739209650.5121212;-45.120503652039325
1739209650.5121257;-38.13080360867914
1739209650.51213;-38.13080360867914
1739209650.5121346;-45.120503652039325
1739209650.5121388;-38.13080360867914
1739209650.5121434;-33.981070128970906
1739209650.5121477;-45.120503652039325
1739209650.5121522;-45.120503652039325
1739209650.5121567;-45.120503652039325
1739209650.512161;-45.120503652039325
1739209650.5121655;-45.120503652039325
1739209650.5121698;-38.13080360867914
1739209650.5121744;-38.13080360867914
1739209650.5121787;-38.13080360867914
1739209650.5121832;-45.120503652039325
1739209650.5121877;-38.13080360867914
1739209650.512192;-38.13080360867914
1739209650.5121965;-45.120503652039325
1739209650.5122008;-45.120503652039325
1739209650.5122054;-35.57807855764607
1739209650.5122097;-35.57807855764607
1739209650.5122142;-45.120503652039325
1739209650.5122185;-45.120503652039325
1739209650.512223;-35.57807855764607
1739209650.5122275;-38.13080360867914
1739209650.5122318;-38.13080360867914
1739209650.5122364;-38.13080360867914
1739209650.5122406;-45.120503652039325
1739209650.5122452;-38.13080360867914
1739209650.5122495;-38.13080360867914
1739209650.512254;-45.120503652039325
1739209650.5122585;-38.13080360867914
1739209650.5122628;-38.13080360867914
1739209650.5122674;-38.13080360867914
1739209650.5122716;-45.120503652039325
1739209650.5122762;-38.13080360867914
1739209650.5122805;-45.120503652039325
1739209650.512285;-45.120503652039325
1739209650.5122893;-38.13080360867914
1739209650.5122938;-38.13080360867914
1739209650.5122983;-38.13080360867914
1739209650.5123026;-38.13080360867914
1739209650.5123072;-33.981070128970906
1739209650.5123115;-45.120503652039325
1739209650.512316;-35.57807855764607
1739209650.5123203;-33.981070128970906
1739209650.5123248;-45.120503652039325
1739209650.5123293;-38.13080360867914
1739209650.5123336;-38.13080360867914
1739209650.5123382;-45.120503652039325
1739209650.5123425;-45.120503652039325
1739209650.512347;-45.120503652039325
1739209650.5123513;-45.120503652039325
1739209650.5123558;-45.120503652039325
1739209650.51236;-38.13080360867914
1739209650.5123646;-45.120503652039325
1739209650.5123692;-45.120503652039325
1739209650.5123734;-35.57807855764607
1739209650.512378;-38.13080360867914
1739209650.5123823;-45.120503652039325
1739209650.5123868;-45.120503652039325
1739209650.512391;-38.13080360867914
1739209650.5123956;-38.13080360867914
1739209650.5124002;-38.13080360867914
1739209650.5124044;-38.13080360867914
1739209650.512409;-45.120503652039325
1739209650.5124133;-38.13080360867914
1739209650.5124178;-38.13080360867914
1739209650.512422;-45.120503652039325
1739209650.5124266;-45.120503652039325
1739209650.5124311;-45.120503652039325
1739209650.5124354;-45.120503652039325
1739209650.51244;-45.120503652039325
1739209650.5124443;-35.57807855764607
1739209650.5124488;-38.13080360867914
1739209650.512453;-38.13080360867914
1739209650.5124576;-38.13080360867914
1739209650.512462;-35.57807855764607
1739209650.5124664;-33.981070128970906
1739209650.512471;-45.120503652039325
1739209650.5124753;-45.120503652039325
1739209650.5124798;-38.13080360867914
1739209650.512484;-31.141103565318915
1739209650.5124886;-45.120503652039325
1739209650.512493;-45.120503652039325
1739209650.5124974;-35.57807855764607
1739209650.512502;-35.57807855764607
1739209650.5125062;-45.120503652039325
1739209650.5125108;-38.13080360867914
1739209650.512515;-45.120503652039325
1739209650.5125196;-45.120503652039325
1739209650.512524;-45.120503652039325
1739209650.5125284;-38.13080360867914
1739209650.5125327;-38.13080360867914
1739209650.5125372;-38.13080360867914
1739209650.5125418;-45.120503652039325
1739209650.512546;-38.13080360867914
1739209650.5125506;-32.816014438256545
1739209650.512555;-33.981070128970906
1739209650.5125594;-45.120503652039325
1739209650.5125637;-38.13080360867914
1739209650.5125682;-38.13080360867914
1739209650.5125728;-31.141103565318915
1739209650.512577;-38.13080360867914
1739209650.5125816;-38.13080360867914
1739209650.5125859;-45.120503652039325
1739209650.5125904;-45.120503652039325
1739209650.5125947;-38.13080360867914
1739209650.5125992;-38.13080360867914
1739209650.5126035;-30.49652367304973
1739209650.512608;-38.13080360867914
1739209650.5126126;-45.120503652039325
1739209650.5126169;-38.13080360867914
1739209650.5126214;-38.13080360867914
1739209650.5126257;-38.13080360867914
1739209650.5126302;-45.120503652039325
1739209650.5126345;-38.13080360867914
1739209650.512639;-38.13080360867914
1739209650.5126436;-27.267205301931607
1739209650.5126479;-33.981070128970906
1739209650.5126524;-38.13080360867914
1739209650.5126567;-45.120503652039325
1739209650.5126612;-38.13080360867914
1739209650.5126655;-38.13080360867914
1739209650.51267;-38.13080360867914
1739209650.5126743;-38.13080360867914
1739209650.5126789;-31.141103565318915
1739209650.5126834;-33.981070128970906
1739209650.5126877;-38.13080360867914
1739209650.5126922;-38.13080360867914
1739209650.5126965;-38.13080360867914
1739209650.512701;-38.13080360867914
1739209650.5127053;-45.120503652039325
1739209650.5127099;-38.13080360867914
1739209650.5127144;-28.58837851428586
1739209650.5127187;-38.13080360867914
1739209650.5127232;-38.13080360867914
1739209650.5127275;-45.120503652039325
1739209650.512732;-38.13080360867914
1739209650.5127363;-38.13080360867914
1739209650.5127409;-38.13080360867914
1739209650.5127454;-38.13080360867914
1739209650.5127497;-38.13080360867914
1739209650.5127542;-38.13080360867914
1739209650.5127585;-45.120503652039325
1739209650.512763;-45.120503652039325
1739209650.5127673;-38.13080360867914
1739209650.5127718;-45.120503652039325
1739209650.5127761;-45.120503652039325
1739209650.5127807;-45.120503652039325
1739209650.5127852;-38.13080360867914
1739209650.5127895;-38.13080360867914
1739209650.512794;-45.120503652039325
1739209650.5127983;-35.57807855764607
1739209650.5128028;-35.57807855764607
1739209650.5128071;-45.120503652039325
1739209650.5128117;-45.120503652039325
1739209650.5128162;-38.13080360867914
1739209650.5128205;-38.13080360867914
1739209650.512825;-38.13080360867914
1739209650.5128293;-38.13080360867914
1739209650.5128338;-38.13080360867914
1739209650.5128381;-38.13080360867914
1739209650.5128427;-38.13080360867914
1739209650.512847;-35.57807855764607
1739209650.5128515;-45.120503652039325
1739209650.512856;-35.57807855764607
1739209650.5128603;-33.981070128970906
1739209650.5128648;-45.120503652039325
1739209650.5128691;-45.120503652039325
1739209650.5128736;-45.120503652039325
1739209650.512878;-38.13080360867914
1739209650.5128825;-38.13080360867914
1739209650.512887;-45.120503652039325
1739209650.5128913;-45.120503652039325
1739209650.5128958;-38.13080360867914
1739209650.5129;-38.13080360867914
1739209650.5129046;-35.57807855764607
1739209650.512909;-38.13080360867914
1739209650.5129135;-38.13080360867914
1739209650.5129178;-32.816014438256545
1739209650.5129223;-45.120503652039325
1739209650.5129268;-38.13080360867914
1739209650.512931;-28.992665084841942
1739209650.5129356;-45.120503652039325
1739209650.51294;-35.57807855764607
1739209650.5129445;-38.13080360867914
1739209650.5129488;-32.816014438256545
1739209650.5129533;-45.120503652039325
1739209650.5129578;-45.120503652039325
1739209650.512962;-45.120503652039325
1739209650.5129666;-33.981070128970956
1739209650.512971;-45.120503652039325
1739209650.5129755;-45.120503652039325
1739209650.5129797;-45.120503652039325
1739209650.5129843;-38.13080360867914
1739209650.5129886;-32.816014438256545
1739209650.512993;-45.120503652039325
1739209650.5129976;-45.120503652039325
1739209650.513002;-27.8777449560314
1739209650.5130064;-38.13080360867914
1739209650.5130107;-45.120503652039325
1739209650.5130153;-38.13080360867914
1739209650.5130196;-33.981070128970906
1739209650.513024;-45.120503652039325
1739209650.5130286;-45.120503652039325
1739209650.513033;-45.120503652039325
1739209650.5130374;-38.13080360867914
1739209650.5130417;-45.120503652039325
1739209650.5130463;-45.120503652039325
1739209650.5130506;-45.120503652039325
1739209650.513055;-38.13080360867914
1739209650.5130596;-38.13080360867914
1739209650.513064;-45.120503652039325
1739209650.5130684;-38.13080360867914
1739209650.5130727;-32.816014438256545
1739209650.5130773;-35.57807855764607
1739209650.5130816;-45.120503652039325
1739209650.513086;-38.13080360867914
1739209650.5130904;-45.120503652039325
1739209650.513095;-38.13080360867914
1739209650.5130994;-38.13080360867914
1739209650.5131037;-45.120503652039325
1739209650.5131083;-45.120503652039325
1739209650.5131125;-45.120503652039325
1739209650.513117;-45.120503652039325
1739209650.5131214;-45.120503652039325
1739209650.513126;-38.13080360867914
1739209650.5131304;-38.13080360867914
1739209650.5131347;-45.120503652039325
1739209650.5131392;-38.13080360867914
1739209650.5131435;-38.13080360867914
1739209650.513148;-38.13080360867914
1739209650.5131524;-38.13080360867914
1739209650.513157;-38.13080360867914
1739209650.5131612;-45.120503652039325
1739209650.5131657;-38.13080360867914
1739209650.5131702;-38.13080360867914
1739209650.5131745;-38.13080360867914
1739209650.513179;-33.981070128970906
1739209650.5131834;-38.13080360867914
1739209650.513188;-38.13080360867914
1739209650.5131922;-38.13080360867914
1739209650.5131967;-38.13080360867914
1739209650.5132012;-38.13080360867914
1739209650.5132055;-35.57807855764607
1739209650.51321;-35.57807855764607
1739209650.5132143;-45.120503652039325
1739209650.5132189;-45.120503652039325
1739209650.5132232;-38.13080360867914
1739209650.5132277;-38.13080360867914
1739209650.513232;-45.120503652039325
1739209650.5132365;-45.120503652039325
1739209650.513241;-45.120503652039325
1739209650.5132453;-38.13080360867914
1739209650.5132499;-38.13080360867914
1739209650.5132542;-38.13080360867914
1739209650.5132587;-38.13080360867914
1739209650.513263;-38.13080360867914
1739209650.5132675;-45.120503652039325
1739209650.513272;-35.57807855764607
1739209650.5132763;-38.13080360867914
1739209650.5132809;-38.13080360867914
1739209650.5132852;-45.120503652039325
1739209650.5132897;-45.120503652039325
1739209650.513294;-35.57807855764607
1739209650.5132985;-35.57807855764607
1739209650.513303;-45.120503652039325
1739209650.5133073;-45.120503652039325
1739209650.5133119;-33.981070128970906
1739209650.5133162;-38.13080360867914
1739209650.5133207;-38.13080360867914
1739209650.513325;-35.57807855764607
1739209650.5133295;-38.13080360867914
1739209650.5133338;-45.120503652039325
1739209650.5133383;-33.981070128970906
1739209650.5133429;-33.981070128970906
1739209650.5133471;-33.981070128970906
1739209650.5133517;-31.141103565318915
1739209650.513356;-45.120503652039325
1739209650.5133605;-45.120503652039325
1739209650.5133648;-35.57807855764607
1739209650.5133693;-38.13080360867914
1739209650.5133739;-45.120503652039325
1739209650.5133781;-45.120503652039325
1739209650.5133827;-35.57807855764607
1739209650.513387;-38.13080360867914
1739209650.5133915;-38.13080360867914
1739209650.5133958;-38.13080360867914
1739209650.5134003;-35.57807855764607
1739209650.5134046;-38.13080360867914
1739209650.5134091;-38.13080360867914
1739209650.5134137;-38.13080360867914
1739209650.513418;-38.13080360867914
1739209650.5134225;-33.981070128970906
1739209650.5134268;-45.120503652039325
1739209650.5134313;-45.120503652039325
1739209650.5134356;-38.13080360867914
1739209650.5134401;-38.13080360867914
1739209650.5134447;-45.120503652039325
1739209650.513449;-45.120503652039325
1739209650.5134535;-38.13080360867914
1739209650.5134578;-38.13080360867914
1739209650.5134623;-45.120503652039325
1739209650.5134666;-38.13080360867914
1739209650.5134711;-38.13080360867914
1739209650.5134754;-45.120503652039325
1739209650.51348;-38.13080360867914
1739209650.5134845;-45.120503652039325
1739209650.5134888;-45.120503652039325
1739209650.5134933;-38.13080360867914
1739209650.5134976;-45.120503652039325
1739209650.5135021;-38.13080360867914
1739209650.5135064;-38.13080360867914
1739209650.513511;-45.120503652039325
1739209650.5135155;-45.120503652039325
1739209650.5135198;-38.13080360867914
1739209650.5135243;-38.13080360867914
1739209650.5135286;-45.120503652039325
1739209650.513533;-45.120503652039325
1739209650.5135374;-45.120503652039325
1739209650.513542;-45.120503652039325
1739209650.5135462;-38.13080360867914
1739209650.5135508;-35.57807855764607
1739209650.5135553;-38.13080360867914
1739209650.5135596;-38.13080360867914
1739209650.513564;-38.13080360867914
1739209650.5135684;-45.120503652039325
1739209650.513573;-38.13080360867914
1739209650.5135772;-38.13080360867914
1739209650.5135818;-38.13080360867914
1739209650.5135863;-38.13080360867914
1739209650.5135906;-33.981070128970906
1739209650.513595;-45.120503652039325
1739209650.5135994;-45.120503652039325
1739209650.513604;-38.13080360867914
1739209650.5136082;-38.13080360867914
1739209650.5136127;-45.120503652039325
1739209650.5136173;-45.120503652039325
1739209650.5136216;-45.120503652039325
1739209650.513626;-45.120503652039325
1739209650.5136304;-45.120503652039325
1739209650.513635;-38.13080360867914
