CAN Message; 0x98:00006cb25d5cfe17
Timestamp;Amplitude
1739209898.663826;-45.120503652039325
1739209898.6638288;-38.13080360867914
1739209898.663832;-45.120503652039325
1739209898.6638348;-38.13080360867914
1739209898.663838;-38.13080360867914
1739209898.6638408;-38.13080360867914
1739209898.6638439;-38.13080360867914
1739209898.6638467;-45.120503652039325
1739209898.6638498;-45.120503652039325
1739209898.6638527;-45.120503652039325
1739209898.6638556;-32.816014438256545
1739209898.6638587;-35.57807855764607
1739209898.6638615;-45.120503652039325
1739209898.6638646;-38.13080360867914
1739209898.6638675;-38.13080360867914
1739209898.6638706;-38.13080360867914
1739209898.6638734;-45.120503652039325
1739209898.6638765;-38.13080360867914
1739209898.6638794;-45.120503652039325
1739209898.6638823;-45.120503652039325
1739209898.6638854;-45.120503652039325
1739209898.6638882;-45.120503652039325
1739209898.6638913;-45.120503652039325
1739209898.6638942;-45.120503652039325
1739209898.6638973;-38.13080360867914
1739209898.6639001;-38.13080360867914
1739209898.6639032;-38.13080360867914
1739209898.663906;-32.816014438256545
1739209898.663909;-45.120503652039325
1739209898.663912;-45.120503652039325
1739209898.663915;-32.816014438256545
1739209898.663918;-35.57807855764607
1739209898.6639209;-45.120503652039325
1739209898.663924;-45.120503652039325
1739209898.6639268;-38.13080360867914
1739209898.66393;-38.13080360867914
1739209898.6639328;-45.120503652039325
1739209898.6639357;-38.13080360867914
1739209898.6639388;-45.120503652039325
1739209898.6639416;-45.120503652039325
1739209898.6639447;-45.120503652039325
1739209898.6639476;-38.13080360867914
1739209898.6639507;-45.120503652039325
1739209898.6639535;-45.120503652039325
1739209898.6639566;-45.120503652039325
1739209898.6639595;-45.120503652039325
1739209898.6639624;-35.57807855764607
1739209898.6639655;-38.13080360867914
1739209898.6639683;-45.120503652039325
1739209898.6639714;-45.120503652039325
1739209898.6639743;-31.141103565318893
1739209898.6639774;-28.21854285175415
1739209898.6639802;-45.120503652039325
1739209898.6639833;-38.13080360867914
1739209898.6639862;-38.13080360867914
1739209898.663989;-35.57807855764607
1739209898.6639922;-45.120503652039325
1739209898.663995;-45.120503652039325
1739209898.6639981;-45.120503652039325
1739209898.664001;-38.13080360867914
1739209898.664004;-45.120503652039325
1739209898.664007;-45.120503652039325
1739209898.66401;-45.120503652039325
1739209898.664013;-45.120503652039325
1739209898.6640158;-32.816014438256545
1739209898.6640189;-38.13080360867914
1739209898.6640217;-32.816014438256545
1739209898.6640248;-30.49652367304973
1739209898.6640277;-38.13080360867914
1739209898.6640308;-45.120503652039325
1739209898.6640337;-35.57807855764607
1739209898.6640368;-35.57807855764607
1739209898.6640396;-38.13080360867914
1739209898.6640425;-32.816014438256545
1739209898.6640456;-45.120503652039325
1739209898.6640484;-45.120503652039325
1739209898.6640515;-35.57807855764607
1739209898.6640544;-35.57807855764607
1739209898.6640575;-45.120503652039325
1739209898.6640604;-45.120503652039325
1739209898.6640635;-32.816014438256545
1739209898.6640663;-38.13080360867914
1739209898.6640692;-38.13080360867914
1739209898.6640723;-38.13080360867914
1739209898.6640751;-38.13080360867914
1739209898.6640782;-35.57807855764607
1739209898.664081;-38.13080360867914
1739209898.6640842;-38.13080360867914
1739209898.664087;-35.57807855764607
1739209898.6640902;-35.57807855764607
1739209898.664093;-45.120503652039325
1739209898.6640959;-45.120503652039325
1739209898.664099;-33.981070128970906
1739209898.6641018;-38.13080360867914
1739209898.664105;-45.120503652039325
1739209898.6641078;-45.120503652039325
1739209898.664111;-35.57807855764607
1739209898.6641138;-32.816014438256545
1739209898.6641169;-38.13080360867914
1739209898.6641197;-45.120503652039325
1739209898.6641226;-45.120503652039325
1739209898.6641257;-45.120503652039325
1739209898.6641285;-45.120503652039325
1739209898.6641316;-45.120503652039325
1739209898.6641345;-45.120503652039325
1739209898.6641376;-38.13080360867914
1739209898.6641405;-45.120503652039325
1739209898.6641436;-33.981070128970906
1739209898.6641464;-38.13080360867914
1739209898.6641493;-38.13080360867914
1739209898.6641524;-45.120503652039325
1739209898.6641552;-45.120503652039325
1739209898.6641583;-38.13080360867914
1739209898.6641612;-45.120503652039325
1739209898.6641643;-45.120503652039325
1739209898.6641672;-35.57807855764607
1739209898.6641703;-38.13080360867914
1739209898.6641731;-45.120503652039325
1739209898.664176;-45.120503652039325
1739209898.664179;-38.13080360867914
1739209898.664182;-45.120503652039325
1739209898.664185;-45.120503652039325
1739209898.664188;-45.120503652039325
1739209898.664191;-28.992665084841942
1739209898.6641939;-38.13080360867914
1739209898.664197;-45.120503652039325
1739209898.6641998;-38.13080360867914
1739209898.6642027;-38.13080360867914
1739209898.6642058;-33.981070128970906
1739209898.6642087;-38.13080360867914
1739209898.6642118;-35.57807855764607
1739209898.6642146;-38.13080360867914
1739209898.6642177;-38.13080360867914
1739209898.6642206;-38.13080360867914
1739209898.6642237;-33.981070128970906
1739209898.6642265;-45.120503652039325
1739209898.6642294;-45.120503652039325
1739209898.6642325;-45.120503652039325
1739209898.6642354;-45.120503652039325
1739209898.6642385;-38.13080360867914
1739209898.6642413;-38.13080360867914
1739209898.6642444;-45.120503652039325
1739209898.6642473;-45.120503652039325
1739209898.6642504;-45.120503652039325
1739209898.6642532;-45.120503652039325
1739209898.664256;-38.13080360867914
1739209898.6642592;-45.120503652039325
1739209898.664262;-33.981070128970906
1739209898.6642652;-35.57807855764607
1739209898.664268;-38.13080360867914
1739209898.664271;-45.120503652039325
1739209898.664274;-45.120503652039325
1739209898.664277;-32.816014438256545
1739209898.66428;-38.13080360867914
1739209898.6642828;-38.13080360867914
1739209898.664286;-33.981070128970906
1739209898.6642888;-38.13080360867914
1739209898.6642919;-33.981070128970906
1739209898.6642947;-38.13080360867914
1739209898.6642978;-45.120503652039325
1739209898.6643007;-45.120503652039325
1739209898.6643038;-33.981070128970906
1739209898.6643066;-33.981070128970906
1739209898.6643095;-33.981070128970906
1739209898.6643126;-38.13080360867914
1739209898.6643155;-45.120503652039325
1739209898.6643186;-45.120503652039325
1739209898.6643214;-38.13080360867914
1739209898.6643245;-32.816014438256545
1739209898.6643274;-38.13080360867914
1739209898.6643305;-45.120503652039325
1739209898.6643333;-38.13080360867914
1739209898.6643362;-38.13080360867914
1739209898.6643393;-45.120503652039325
1739209898.6643422;-45.120503652039325
1739209898.6643453;-45.120503652039325
1739209898.6643481;-45.120503652039325
1739209898.6643512;-38.13080360867914
1739209898.664354;-38.13080360867914
1739209898.6643572;-45.120503652039325
1739209898.66436;-38.13080360867914
1739209898.664363;-38.13080360867914
1739209898.664366;-38.13080360867914
1739209898.6643689;-35.57807855764607
1739209898.664372;-38.13080360867914
1739209898.6643748;-38.13080360867914
1739209898.664378;-35.57807855764607
1739209898.6643808;-45.120503652039325
1739209898.664384;-35.57807855764607
1739209898.6643867;-35.57807855764607
1739209898.6643896;-45.120503652039325
1739209898.6643927;-45.120503652039325
1739209898.6643956;-38.13080360867914
1739209898.6643987;-38.13080360867914
1739209898.6644015;-45.120503652039325
1739209898.6644046;-38.13080360867914
1739209898.6644075;-45.120503652039325
1739209898.6644106;-45.120503652039325
1739209898.6644135;-38.13080360867914
1739209898.6644163;-45.120503652039325
1739209898.6644194;-45.120503652039325
1739209898.6644223;-45.120503652039325
1739209898.6644254;-38.13080360867914
1739209898.6644282;-38.13080360867914
1739209898.6644313;-29.438486411369333
1739209898.6644342;-31.141103565318893
1739209898.6644373;-45.120503652039325
1739209898.6644402;-45.120503652039325
1739209898.664443;-35.57807855764607
1739209898.664446;-35.57807855764607
1739209898.664449;-45.120503652039325
1739209898.664452;-45.120503652039325
1739209898.664455;-45.120503652039325
1739209898.664458;-38.13080360867914
1739209898.664461;-35.57807855764607
1739209898.664464;-35.57807855764607
1739209898.6644669;-45.120503652039325
1739209898.6644697;-38.13080360867914
1739209898.6644728;-38.13080360867914
1739209898.6644757;-45.120503652039325
1739209898.6644788;-38.13080360867914
1739209898.6644816;-38.13080360867914
1739209898.6644847;-45.120503652039325
1739209898.6644876;-38.13080360867914
1739209898.6644907;-32.816014438256545
1739209898.6644936;-35.57807855764607
1739209898.6644964;-38.13080360867914
1739209898.6644995;-45.120503652039325
1739209898.6645024;-35.57807855764607
1739209898.6645055;-32.816014438256545
1739209898.6645083;-45.120503652039325
1739209898.6645114;-38.13080360867914
1739209898.6645143;-38.13080360867914
1739209898.6645174;-38.13080360867914
1739209898.6645203;-38.13080360867914
1739209898.6645231;-38.13080360867914
1739209898.6645262;-45.120503652039325
1739209898.664529;-45.120503652039325
1739209898.6645322;-45.120503652039325
1739209898.664535;-45.120503652039325
1739209898.6645381;-38.13080360867914
1739209898.664541;-38.13080360867914
1739209898.664544;-35.57807855764607
1739209898.664547;-38.13080360867914
1739209898.6645498;-31.141103565318893
1739209898.664553;-28.21854285175415
1739209898.6645558;-45.120503652039325
1739209898.664559;-45.120503652039325
1739209898.6645617;-35.57807855764607
1739209898.6645648;-35.57807855764607
1739209898.6645677;-38.13080360867914
1739209898.6645708;-35.57807855764607
1739209898.6645737;-38.13080360867914
1739209898.6645765;-45.120503652039325
1739209898.6645796;-45.120503652039325
1739209898.6645825;-38.13080360867914
1739209898.6645856;-38.13080360867914
1739209898.6645885;-45.120503652039325
1739209898.6645916;-45.120503652039325
1739209898.6645944;-45.120503652039325
1739209898.6645975;-35.57807855764607
1739209898.6646004;-30.49652367304973
1739209898.6646032;-45.120503652039325
1739209898.6646063;-45.120503652039325
1739209898.6646092;-31.141103565318915
1739209898.6646123;-35.57807855764607
1739209898.6646152;-45.120503652039325
1739209898.6646183;-45.120503652039325
1739209898.664621;-45.120503652039325
1739209898.6646242;-45.120503652039325
1739209898.664627;-38.13080360867914
1739209898.66463;-38.13080360867914
1739209898.664633;-45.120503652039325
1739209898.664636;-45.120503652039325
1739209898.664639;-45.120503652039325
1739209898.6646419;-45.120503652039325
1739209898.664645;-33.981070128970906
1739209898.6646478;-45.120503652039325
1739209898.664651;-45.120503652039325
1739209898.6646538;-45.120503652039325
1739209898.6646566;-38.13080360867914
1739209898.6646597;-45.120503652039325
1739209898.6646626;-38.13080360867914
1739209898.6646657;-38.13080360867914
1739209898.6646686;-33.981070128970906
1739209898.6646717;-27.267205301931607
1739209898.6646745;-38.13080360867914
1739209898.6646776;-45.120503652039325
1739209898.6646805;-32.816014438256545
1739209898.6646833;-32.816014438256545
1739209898.6646864;-45.120503652039325
1739209898.6646893;-38.13080360867914
1739209898.6646924;-38.13080360867914
1739209898.6646953;-38.13080360867914
1739209898.6646984;-45.120503652039325
1739209898.6647012;-45.120503652039325
1739209898.6647043;-33.981070128970906
1739209898.6647072;-33.981070128970906
1739209898.66471;-38.13080360867914
1739209898.6647131;-45.120503652039325
1739209898.664716;-32.816014438256545
1739209898.664719;-35.57807855764607
1739209898.664722;-45.120503652039325
1739209898.664725;-45.120503652039325
1739209898.664728;-38.13080360867914
1739209898.664731;-45.120503652039325
1739209898.664734;-45.120503652039325
1739209898.6647367;-45.120503652039325
1739209898.6647398;-45.120503652039325
1739209898.6647427;-33.981070128970906
1739209898.6647458;-38.13080360867914
1739209898.6647487;-38.13080360867914
1739209898.6647518;-38.13080360867914
1739209898.6647546;-33.981070128970906
1739209898.6647577;-38.13080360867914
1739209898.6647606;-45.120503652039325
1739209898.6647635;-45.120503652039325
1739209898.6647666;-38.13080360867914
1739209898.6647694;-45.120503652039325
1739209898.6647725;-45.120503652039325
1739209898.6647754;-45.120503652039325
1739209898.6647785;-45.120503652039325
1739209898.6647813;-45.120503652039325
1739209898.6647844;-45.120503652039325
1739209898.6647873;-45.120503652039325
1739209898.6647902;-33.981070128970906
1739209898.6647933;-38.13080360867914
1739209898.664796;-45.120503652039325
1739209898.6647992;-38.13080360867914
1739209898.664802;-45.120503652039325
1739209898.6648052;-31.141103565318915
1739209898.664808;-38.13080360867914
1739209898.6648111;-45.120503652039325
1739209898.664814;-38.13080360867914
1739209898.6648169;-38.13080360867914
1739209898.66482;-33.981070128970906
1739209898.6648228;-45.120503652039325
1739209898.664826;-45.120503652039325
1739209898.6648288;-38.13080360867914
1739209898.6648319;-32.816014438256545
1739209898.6648347;-45.120503652039325
1739209898.6648378;-45.120503652039325
1739209898.6648407;-38.13080360867914
1739209898.6648436;-38.13080360867914
1739209898.6648467;-38.13080360867914
1739209898.6648495;-38.13080360867914
1739209898.6648526;-38.13080360867914
1739209898.6648555;-38.13080360867914
1739209898.6648586;-38.13080360867914
1739209898.6648614;-38.13080360867914
1739209898.6648645;-32.816014438256545
1739209898.6648674;-38.13080360867914
1739209898.6648703;-45.120503652039325
1739209898.6648734;-38.13080360867914
1739209898.6648762;-35.57807855764607
1739209898.6648793;-38.13080360867914
1739209898.6648822;-38.13080360867914
1739209898.6648853;-45.120503652039325
1739209898.6648881;-45.120503652039325
1739209898.6648912;-45.120503652039325
1739209898.664894;-45.120503652039325
1739209898.664897;-45.120503652039325
1739209898.6649;-45.120503652039325
1739209898.664903;-38.13080360867914
1739209898.664906;-45.120503652039325
1739209898.664909;-35.57807855764607
1739209898.664912;-32.816014438256545
1739209898.6649148;-38.13080360867914
1739209898.664918;-45.120503652039325
1739209898.6649208;-38.13080360867914
1739209898.6649237;-32.816014438256545
1739209898.6649268;-38.13080360867914
1739209898.6649296;-45.120503652039325
1739209898.6649327;-38.13080360867914
1739209898.6649356;-38.13080360867914
1739209898.6649387;-45.120503652039325
1739209898.6649415;-38.13080360867914
1739209898.6649446;-45.120503652039325
1739209898.6649475;-38.13080360867914
1739209898.6649504;-38.13080360867914
1739209898.6649535;-45.120503652039325
1739209898.6649563;-38.13080360867914
1739209898.6649594;-45.120503652039325
1739209898.6649623;-38.13080360867914
1739209898.6649654;-45.120503652039325
1739209898.6649683;-45.120503652039325
1739209898.6649714;-38.13080360867914
1739209898.6649742;-38.13080360867914
1739209898.664977;-38.13080360867914
1739209898.6649802;-45.120503652039325
1739209898.664983;-26.991370085610722
1739209898.6649861;-32.816014438256545
1739209898.664989;-38.13080360867914
1739209898.664992;-38.13080360867914
1739209898.664995;-38.13080360867914
1739209898.664998;-35.57807855764607
1739209898.665001;-45.120503652039325
1739209898.6650038;-38.13080360867914
1739209898.6650069;-45.120503652039325
1739209898.6650097;-45.120503652039325
1739209898.6650128;-38.13080360867914
1739209898.6650157;-45.120503652039325
1739209898.6650188;-45.120503652039325
1739209898.6650217;-45.120503652039325
1739209898.6650248;-45.120503652039325
1739209898.6650276;-45.120503652039325
1739209898.6650305;-32.816014438256545
1739209898.6650336;-38.13080360867914
1739209898.6650364;-45.120503652039325
1739209898.6650395;-45.120503652039325
1739209898.6650424;-45.120503652039325
1739209898.6650455;-38.13080360867914
1739209898.6650484;-38.13080360867914
1739209898.6650515;-45.120503652039325
1739209898.6650543;-35.57807855764607
1739209898.6650572;-33.981070128970906
1739209898.6650603;-38.13080360867914
1739209898.6650631;-38.13080360867914
1739209898.6650662;-45.120503652039325
1739209898.665069;-38.13080360867914
1739209898.6650722;-45.120503652039325
1739209898.665075;-38.13080360867914
1739209898.6650782;-45.120503652039325
1739209898.665081;-45.120503652039325
1739209898.665084;-45.120503652039325
1739209898.665087;-45.120503652039325
1739209898.6650898;-45.120503652039325
1739209898.665093;-45.120503652039325
1739209898.6650958;-35.57807855764607
1739209898.665099;-45.120503652039325
1739209898.6651018;-31.141103565318893
1739209898.6651049;-28.21854285175415
1739209898.6651077;-45.120503652039325
1739209898.6651106;-38.13080360867914
1739209898.6651137;-45.120503652039325
1739209898.6651165;-38.13080360867914
1739209898.6651196;-38.13080360867914
1739209898.6651225;-35.57807855764607
1739209898.6651256;-45.120503652039325
1739209898.6651285;-38.13080360867914
1739209898.6651316;-45.120503652039325
1739209898.6651344;-32.816014438256545
1739209898.6651373;-45.120503652039325
1739209898.6651404;-45.120503652039325
1739209898.6651433;-38.13080360867914
1739209898.6651464;-38.13080360867914
1739209898.6651492;-45.120503652039325
1739209898.6651523;-38.13080360867914
1739209898.6651552;-35.57807855764607
1739209898.665158;-45.120503652039325
1739209898.6651611;-45.120503652039325
1739209898.665164;-45.120503652039325
1739209898.665167;-35.57807855764607
1739209898.66517;-38.13080360867914
1739209898.665173;-45.120503652039325
1739209898.665176;-35.57807855764607
1739209898.665179;-38.13080360867914
1739209898.6651819;-45.120503652039325
1739209898.6651847;-45.120503652039325
1739209898.6651878;-38.13080360867914
1739209898.6651907;-38.13080360867914
1739209898.6651938;-33.981070128970906
1739209898.6651967;-45.120503652039325
1739209898.6651998;-45.120503652039325
1739209898.6652026;-35.57807855764607
1739209898.6652057;-38.13080360867914
1739209898.6652086;-45.120503652039325
1739209898.6652114;-45.120503652039325
1739209898.6652145;-38.13080360867914
1739209898.6652174;-38.13080360867914
1739209898.6652205;-38.13080360867914
1739209898.6652234;-35.57807855764607
1739209898.6652265;-38.13080360867914
1739209898.6652293;-45.120503652039325
1739209898.6652324;-45.120503652039325
1739209898.6652353;-45.120503652039325
1739209898.6652381;-45.120503652039325
1739209898.6652412;-38.13080360867914
1739209898.665244;-38.13080360867914
1739209898.6652472;-45.120503652039325
1739209898.66525;-45.120503652039325
1739209898.6652532;-45.120503652039325
1739209898.665256;-35.57807855764607
1739209898.6652591;-38.13080360867914
1739209898.665262;-38.13080360867914
1739209898.6652648;-38.13080360867914
1739209898.665268;-45.120503652039325
1739209898.6652708;-38.13080360867914
1739209898.665274;-38.13080360867914
1739209898.6652768;-45.120503652039325
1739209898.6652799;-45.120503652039325
1739209898.6652827;-45.120503652039325
1739209898.6652858;-45.120503652039325
1739209898.6652887;-45.120503652039325
1739209898.6652915;-38.13080360867914
1739209898.6652946;-33.981070128970906
1739209898.6652975;-38.13080360867914
1739209898.6653006;-38.13080360867914
1739209898.6653035;-45.120503652039325
1739209898.6653066;-38.13080360867914
1739209898.6653094;-45.120503652039325
1739209898.6653125;-38.13080360867914
1739209898.6653154;-35.57807855764607
1739209898.6653183;-38.13080360867914
1739209898.6653214;-38.13080360867914
1739209898.6653242;-38.13080360867914
1739209898.6653273;-38.13080360867914
1739209898.6653302;-45.120503652039325
1739209898.6653333;-45.120503652039325
1739209898.6653361;-45.120503652039325
1739209898.6653392;-38.13080360867914
1739209898.665342;-38.13080360867914
1739209898.665345;-38.13080360867914
1739209898.665348;-38.13080360867914
1739209898.665351;-45.120503652039325
1739209898.665354;-45.120503652039325
1739209898.6653569;-33.981070128970906
1739209898.66536;-45.120503652039325
1739209898.6653628;-38.13080360867914
1739209898.665366;-38.13080360867914
1739209898.6653688;-38.13080360867914
1739209898.6653717;-38.13080360867914
1739209898.6653748;-45.120503652039325
1739209898.6653776;-38.13080360867914
1739209898.6653807;-38.13080360867914
1739209898.6653836;-45.120503652039325
1739209898.6653867;-33.981070128970906
1739209898.6653895;-38.13080360867914
1739209898.6653926;-35.57807855764607
1739209898.6653955;-45.120503652039325
1739209898.6653984;-45.120503652039325
1739209898.6654015;-45.120503652039325
1739209898.6654043;-45.120503652039325
1739209898.6654074;-38.13080360867914
1739209898.6654103;-38.13080360867914
1739209898.6654134;-38.13080360867914
1739209898.6654162;-27.267205301931607
1739209898.6654193;-38.13080360867914
1739209898.6654222;-45.120503652039325
1739209898.665425;-38.13080360867914
1739209898.6654282;-33.981070128970906
1739209898.665431;-45.120503652039325
1739209898.6654341;-32.816014438256545
1739209898.665437;-38.13080360867914
1739209898.66544;-32.81601443825658
1739209898.665443;-38.13080360867914
1739209898.665446;-45.120503652039325
1739209898.665449;-38.13080360867914
1739209898.6654518;-38.13080360867914
1739209898.6654549;-38.13080360867914
1739209898.6654577;-45.120503652039325
1739209898.6654608;-45.120503652039325
1739209898.6654637;-33.981070128970906
1739209898.6654668;-45.120503652039325
1739209898.6654696;-45.120503652039325
1739209898.6654727;-45.120503652039325
1739209898.6654756;-38.13080360867914
1739209898.6654785;-38.13080360867914
1739209898.6654816;-45.120503652039325
1739209898.6654844;-45.120503652039325
1739209898.6654875;-30.49652367304973
1739209898.6654904;-35.57807855764607
1739209898.6654935;-45.120503652039325
1739209898.6654963;-45.120503652039325
1739209898.6654994;-33.981070128970906
1739209898.6655023;-45.120503652039325
1739209898.6655052;-45.120503652039325
1739209898.6655083;-38.13080360867914
1739209898.6655111;-33.981070128970956
1739209898.6655142;-45.120503652039325
1739209898.665517;-45.120503652039325
1739209898.6655202;-45.120503652039325
1739209898.665523;-45.120503652039325
1739209898.6655262;-38.13080360867914
1739209898.665529;-45.120503652039325
1739209898.6655319;-45.120503652039325
1739209898.665535;-28.58837851428586
1739209898.6655378;-32.816014438256545
1739209898.665541;-45.120503652039325
1739209898.6655438;-38.13080360867914
1739209898.665547;-31.141103565318915
1739209898.6655498;-45.120503652039325
1739209898.6655529;-45.120503652039325
1739209898.6655557;-45.120503652039325
1739209898.6655586;-38.13080360867914
1739209898.6655617;-45.120503652039325
1739209898.6655645;-38.13080360867914
1739209898.6655676;-45.120503652039325
1739209898.6655705;-45.120503652039325
1739209898.6655736;-33.981070128970906
1739209898.6655765;-45.120503652039325
1739209898.6655796;-45.120503652039325
1739209898.6655824;-35.57807855764607
1739209898.6655853;-38.13080360867914
1739209898.6655884;-38.13080360867914
1739209898.6655912;-45.120503652039325
1739209898.6655943;-45.120503652039325
1739209898.6655972;-38.13080360867914
1739209898.6656003;-45.120503652039325
1739209898.6656032;-45.120503652039325
1739209898.6656063;-32.816014438256545
1739209898.6656091;-38.13080360867914
1739209898.665612;-45.120503652039325
1739209898.665615;-45.120503652039325
1739209898.665618;-33.981070128970906
1739209898.665621;-38.13080360867914
1739209898.665624;-38.13080360867914
1739209898.665627;-38.13080360867914
1739209898.6656299;-38.13080360867914
1739209898.665633;-38.13080360867914
1739209898.6656358;-45.120503652039325
1739209898.6656387;-45.120503652039325
1739209898.6656418;-45.120503652039325
1739209898.6656446;-33.981070128970906
1739209898.6656477;-38.13080360867914
1739209898.6656506;-45.120503652039325
1739209898.6656537;-32.816014438256545
1739209898.6656566;-35.57807855764607
1739209898.6656597;-45.120503652039325
1739209898.6656625;-45.120503652039325
1739209898.6656654;-45.120503652039325
1739209898.6656685;-38.13080360867914
1739209898.6656713;-45.120503652039325
1739209898.6656744;-45.120503652039325
1739209898.6656773;-38.13080360867914
1739209898.6656804;-45.120503652039325
1739209898.6656833;-45.120503652039325
1739209898.6656864;-45.120503652039325
1739209898.6656892;-38.13080360867914
1739209898.665692;-35.57807855764607
1739209898.6656952;-45.120503652039325
1739209898.665698;-38.13080360867914
1739209898.6657012;-38.13080360867914
1739209898.665704;-33.981070128970906
1739209898.665707;-45.120503652039325
1739209898.66571;-45.120503652039325
1739209898.665713;-45.120503652039325
1739209898.665716;-38.13080360867914
1739209898.6657188;-38.13080360867914
1739209898.665722;-45.120503652039325
1739209898.6657248;-38.13080360867914
1739209898.6657279;-38.13080360867914
1739209898.6657307;-38.13080360867914
1739209898.6657338;-45.120503652039325
1739209898.6657367;-45.120503652039325
1739209898.6657398;-45.120503652039325
1739209898.6657426;-45.120503652039325
1739209898.6657455;-38.13080360867914
1739209898.6657486;-45.120503652039325
1739209898.6657515;-35.57807855764607
1739209898.6657546;-38.13080360867914
1739209898.6657574;-45.120503652039325
1739209898.6657605;-38.13080360867914
1739209898.6657634;-31.141103565318915
1739209898.6657665;-38.13080360867914
1739209898.6657693;-38.13080360867914
1739209898.6657722;-38.13080360867914
1739209898.6657753;-33.981070128970906
1739209898.6657782;-38.13080360867914
1739209898.6657813;-45.120503652039325
1739209898.6657841;-45.120503652039325
1739209898.6657872;-45.120503652039325
1739209898.66579;-38.13080360867914
1739209898.6657932;-45.120503652039325
1739209898.665796;-38.13080360867914
1739209898.665799;-38.13080360867914
1739209898.665802;-45.120503652039325
1739209898.6658049;-45.120503652039325
1739209898.665808;-38.13080360867914
1739209898.6658108;-38.13080360867914
1739209898.665814;-45.120503652039325
1739209898.6658168;-45.120503652039325
1739209898.66582;-33.981070128970906
1739209898.6658227;-27.267205301931607
1739209898.6658256;-33.981070128970906
1739209898.6658287;-45.120503652039325
1739209898.6658316;-38.13080360867914
1739209898.6658347;-31.141103565318915
1739209898.6658375;-38.13080360867914
1739209898.6658406;-45.120503652039325
1739209898.6658435;-38.13080360867914
1739209898.6658466;-38.13080360867914
1739209898.6658494;-45.120503652039325
1739209898.6658523;-45.120503652039325
1739209898.6658554;-38.13080360867914
1739209898.6658583;-38.13080360867914
1739209898.6658614;-45.120503652039325
1739209898.6658642;-45.120503652039325
1739209898.6658673;-38.13080360867914
1739209898.6658702;-38.13080360867914
1739209898.6658733;-38.13080360867914
1739209898.6658762;-45.120503652039325
1739209898.665879;-38.13080360867914
1739209898.665882;-35.57807855764607
1739209898.665885;-38.13080360867914
1739209898.665888;-45.120503652039325
1739209898.665891;-38.13080360867914
1739209898.665894;-31.141103565318915
1739209898.665897;-33.981070128970906
1739209898.6659;-38.13080360867914
1739209898.6659029;-38.13080360867914
1739209898.6659057;-38.13080360867914
1739209898.6659088;-35.57807855764607
1739209898.6659117;-45.120503652039325
1739209898.6659148;-38.13080360867914
1739209898.6659176;-33.981070128970906
1739209898.6659207;-33.981070128970906
1739209898.6659236;-45.120503652039325
1739209898.6659267;-38.13080360867914
1739209898.6659296;-38.13080360867914
1739209898.6659324;-38.13080360867914
1739209898.6659355;-45.120503652039325
1739209898.6659384;-35.57807855764607
