CAN Message; 0x1b8:020077c81077e814
Timestamp;Amplitude
1739209594.254555;-45.120503652039325
1739209594.2545626;-45.120503652039325
1739209594.25457;-38.13080360867914
1739209594.2545776;-35.57807855764607
1739209594.254585;-45.120503652039325
1739209594.2545927;-38.13080360867914
1739209594.2546;-35.57807855764607
1739209594.2546074;-38.13080360867914
1739209594.254615;-38.13080360867914
1739209594.2546225;-45.120503652039325
1739209594.25463;-45.120503652039325
1739209594.2546375;-45.120503652039325
1739209594.254645;-38.13080360867914
1739209594.2546525;-45.120503652039325
1739209594.2546601;-45.120503652039325
1739209594.2546675;-45.120503652039325
1739209594.254675;-45.120503652039325
1739209594.2546825;-38.13080360867914
1739209594.25469;-45.120503652039325
1739209594.2546976;-38.13080360867914
1739209594.254705;-38.13080360867914
1739209594.2547126;-45.120503652039325
1739209594.25472;-45.120503652039325
1739209594.2547276;-35.57807855764607
1739209594.254735;-35.57807855764607
1739209594.2547424;-45.120503652039325
1739209594.25475;-38.13080360867914
1739209594.2547574;-38.13080360867914
1739209594.254765;-35.57807855764607
1739209594.2547724;-38.13080360867914
1739209594.25478;-45.120503652039325
1739209594.2547874;-33.981070128970906
1739209594.2547948;-45.120503652039325
1739209594.2548025;-38.13080360867914
1739209594.2548099;-38.13080360867914
1739209594.2548175;-45.120503652039325
1739209594.2548249;-45.120503652039325
1739209594.2548325;-38.13080360867914
1739209594.25484;-45.120503652039325
1739209594.2548475;-45.120503652039325
1739209594.254855;-45.120503652039325
1739209594.2548623;-45.120503652039325
1739209594.25487;-45.120503652039325
1739209594.2548773;-38.13080360867914
1739209594.254885;-38.13080360867914
1739209594.2548923;-45.120503652039325
1739209594.2549;-45.120503652039325
1739209594.2549074;-38.13080360867914
1739209594.254915;-26.035653463252796
1739209594.2549224;-35.57807855764607
1739209594.2549298;-45.120503652039325
1739209594.2549374;-38.13080360867914
1739209594.2549448;-38.13080360867914
1739209594.2549524;-45.120503652039325
1739209594.2549598;-38.13080360867914
1739209594.2549675;-38.13080360867914
1739209594.2549748;-35.57807855764607
1739209594.2549825;-33.981070128970906
1739209594.2549899;-35.57807855764607
1739209594.2549973;-38.13080360867914
1739209594.255005;-45.120503652039325
1739209594.2550123;-38.13080360867914
1739209594.25502;-35.57807855764607
1739209594.2550273;-38.13080360867914
1739209594.255035;-32.816014438256545
1739209594.2550423;-33.981070128970906
1739209594.25505;-38.13080360867914
1739209594.2550573;-38.13080360867914
1739209594.2550647;-35.57807855764607
1739209594.2550724;-38.13080360867914
1739209594.2550797;-45.120503652039325
1739209594.2550874;-45.120503652039325
1739209594.2550948;-30.49652367304973
1739209594.2551024;-33.981070128970906
1739209594.2551098;-45.120503652039325
1739209594.2551174;-45.120503652039325
1739209594.2551248;-45.120503652039325
1739209594.2551322;-38.13080360867914
1739209594.2551398;-38.13080360867914
1739209594.2551472;-38.13080360867914
1739209594.2551548;-38.13080360867914
1739209594.2551622;-45.120503652039325
1739209594.2551699;-35.57807855764607
1739209594.2551773;-38.13080360867914
1739209594.255185;-45.120503652039325
1739209594.2551923;-45.120503652039325
1739209594.2551997;-32.816014438256545
1739209594.2552073;-38.13080360867914
1739209594.2552147;-33.981070128970906
1739209594.2552223;-32.816014438256545
1739209594.2552297;-35.57807855764607
1739209594.2552373;-38.13080360867914
1739209594.2552447;-38.13080360867914
1739209594.2552524;-33.981070128970906
1739209594.2552598;-35.57807855764607
1739209594.2552671;-35.57807855764607
1739209594.2552748;-38.13080360867914
1739209594.2552822;-45.120503652039325
1739209594.2552898;-45.120503652039325
1739209594.2552972;-33.981070128970906
1739209594.2553048;-38.13080360867914
1739209594.2553122;-45.120503652039325
1739209594.2553198;-45.120503652039325
1739209594.2553272;-38.13080360867914
1739209594.2553346;-38.13080360867914
1739209594.2553422;-33.981070128970906
1739209594.2553496;-45.120503652039325
1739209594.2553573;-38.13080360867914
1739209594.2553647;-38.13080360867914
1739209594.2553723;-45.120503652039325
1739209594.2553797;-45.120503652039325
1739209594.2553873;-45.120503652039325
1739209594.2553947;-45.120503652039325
1739209594.255402;-38.13080360867914
1739209594.2554097;-32.816014438256545
1739209594.255417;-45.120503652039325
1739209594.2554247;-45.120503652039325
1739209594.2554321;-38.13080360867914
1739209594.2554398;-33.981070128970906
1739209594.2554471;-45.120503652039325
1739209594.2554548;-45.120503652039325
1739209594.2554622;-45.120503652039325
1739209594.2554696;-38.13080360867914
1739209594.2554772;-45.120503652039325
1739209594.2554846;-45.120503652039325
1739209594.2554922;-45.120503652039325
1739209594.2554996;-45.120503652039325
1739209594.2555072;-45.120503652039325
1739209594.2555146;-38.13080360867914
1739209594.255522;-38.13080360867914
1739209594.2555296;-45.120503652039325
1739209594.255537;-45.120503652039325
1739209594.2555447;-45.120503652039325
1739209594.255552;-38.13080360867914
1739209594.2555597;-38.13080360867914
1739209594.255567;-33.981070128970906
1739209594.2555747;-45.120503652039325
1739209594.255582;-45.120503652039325
1739209594.2555895;-35.57807855764607
1739209594.255597;-35.57807855764607
1739209594.2556045;-45.120503652039325
1739209594.2556121;-45.120503652039325
1739209594.2556195;-38.13080360867914
1739209594.2556272;-38.13080360867914
1739209594.2556345;-45.120503652039325
1739209594.2556422;-45.120503652039325
1739209594.2556496;-38.13080360867914
1739209594.255657;-38.13080360867914
1739209594.2556646;-45.120503652039325
1739209594.255672;-45.120503652039325
1739209594.2556796;-45.120503652039325
1739209594.255687;-33.981070128970906
1739209594.2556946;-45.120503652039325
1739209594.255702;-38.13080360867914
1739209594.2557096;-38.13080360867914
1739209594.255717;-45.120503652039325
1739209594.2557244;-45.120503652039325
1739209594.255732;-38.13080360867914
1739209594.2557395;-35.57807855764607
1739209594.255747;-45.120503652039325
1739209594.2557545;-45.120503652039325
1739209594.255762;-45.120503652039325
1739209594.2557695;-45.120503652039325
1739209594.2557771;-45.120503652039325
1739209594.2557845;-45.120503652039325
1739209594.255792;-38.13080360867914
1739209594.2557995;-38.13080360867914
1739209594.255807;-35.57807855764607
1739209594.2558146;-45.120503652039325
1739209594.255822;-33.981070128970906
1739209594.2558296;-30.49652367304973
1739209594.255837;-38.13080360867914
1739209594.2558446;-35.57807855764607
1739209594.255852;-38.13080360867914
1739209594.2558594;-38.13080360867914
1739209594.255867;-45.120503652039325
1739209594.2558744;-45.120503652039325
1739209594.255882;-45.120503652039325
1739209594.2558894;-38.13080360867914
1739209594.255897;-45.120503652039325
1739209594.2559044;-45.120503652039325
1739209594.255912;-38.13080360867914
1739209594.2559195;-45.120503652039325
1739209594.2559268;-45.120503652039325
1739209594.2559345;-45.120503652039325
1739209594.2559419;-45.120503652039325
1739209594.2559495;-38.13080360867914
1739209594.255957;-33.981070128970906
1739209594.2559645;-45.120503652039325
1739209594.255972;-38.13080360867914
1739209594.2559795;-38.13080360867914
1739209594.255987;-38.13080360867914
1739209594.2559943;-45.120503652039325
1739209594.256002;-38.13080360867914
1739209594.2560093;-31.141103565318893
1739209594.256017;-38.13080360867914
1739209594.2560244;-45.120503652039325
1739209594.256032;-45.120503652039325
1739209594.2560394;-45.120503652039325
1739209594.256047;-45.120503652039325
1739209594.2560544;-45.120503652039325
1739209594.2560618;-45.120503652039325
1739209594.2560694;-45.120503652039325
1739209594.2560768;-35.57807855764607
1739209594.2560844;-35.57807855764607
1739209594.2560918;-38.13080360867914
1739209594.2560995;-45.120503652039325
1739209594.2561069;-38.13080360867914
1739209594.2561145;-45.120503652039325
1739209594.2561219;-35.57807855764607
1739209594.2561293;-26.991370085610736
1739209594.256137;-45.120503652039325
1739209594.2561443;-45.120503652039325
1739209594.256152;-35.57807855764607
1739209594.2561593;-32.816014438256545
1739209594.256167;-38.13080360867914
1739209594.2561743;-45.120503652039325
1739209594.256182;-45.120503652039325
1739209594.2561893;-45.120503652039325
1739209594.2561967;-45.120503652039325
1739209594.2562044;-45.120503652039325
1739209594.2562118;-33.981070128970906
1739209594.2562194;-38.13080360867914
1739209594.2562268;-38.13080360867914
1739209594.2562344;-45.120503652039325
1739209594.2562418;-45.120503652039325
1739209594.2562494;-45.120503652039325
1739209594.2562568;-45.120503652039325
1739209594.2562642;-45.120503652039325
1739209594.2562718;-45.120503652039325
1739209594.2562792;-45.120503652039325
1739209594.2562869;-38.13080360867914
1739209594.2562943;-35.57807855764607
1739209594.2563019;-38.13080360867914
1739209594.2563093;-28.21854285175415
1739209594.2563167;-35.57807855764607
1739209594.2563243;-45.120503652039325
1739209594.2563317;-38.13080360867914
1739209594.2563393;-35.57807855764607
1739209594.2563467;-45.120503652039325
1739209594.2563543;-38.13080360867914
1739209594.2563617;-45.120503652039325
1739209594.2563694;-38.13080360867914
1739209594.2563767;-45.120503652039325
1739209594.2563841;-35.57807855764607
1739209594.2563918;-45.120503652039325
1739209594.2563992;-38.13080360867914
1739209594.2564068;-33.981070128970906
1739209594.2564142;-45.120503652039325
1739209594.2564218;-38.13080360867914
1739209594.2564292;-28.21854285175415
1739209594.2564368;-32.816014438256545
1739209594.2564442;-38.13080360867914
1739209594.2564516;-38.13080360867914
1739209594.2564592;-38.13080360867914
1739209594.2564666;-38.13080360867914
1739209594.2564743;-35.57807855764607
1739209594.2564816;-45.120503652039325
1739209594.2564893;-45.120503652039325
1739209594.2564967;-33.981070128970906
1739209594.2565043;-38.13080360867914
1739209594.2565117;-45.120503652039325
1739209594.256519;-38.13080360867914
1739209594.2565267;-35.57807855764607
1739209594.256534;-38.13080360867914
1739209594.2565417;-38.13080360867914
1739209594.2565491;-45.120503652039325
1739209594.2565567;-45.120503652039325
1739209594.2565641;-45.120503652039325
1739209594.2565718;-45.120503652039325
1739209594.2565792;-45.120503652039325
1739209594.2565866;-33.981070128970906
1739209594.2565942;-45.120503652039325
1739209594.2566016;-38.13080360867914
1739209594.2566092;-31.141103565318893
1739209594.2566166;-38.13080360867914
1739209594.2566242;-35.57807855764607
1739209594.2566316;-38.13080360867914
1739209594.2566392;-45.120503652039325
1739209594.2566466;-38.13080360867914
1739209594.256654;-38.13080360867914
1739209594.2566617;-45.120503652039325
1739209594.256669;-38.13080360867914
1739209594.2566767;-38.13080360867914
1739209594.256684;-38.13080360867914
1739209594.2566917;-38.13080360867914
1739209594.256699;-45.120503652039325
1739209594.2567067;-45.120503652039325
1739209594.256714;-45.120503652039325
1739209594.2567215;-38.13080360867914
1739209594.2567291;-35.57807855764607
1739209594.2567365;-33.981070128970906
1739209594.2567441;-45.120503652039325
1739209594.2567515;-33.981070128970906
1739209594.2567592;-38.13080360867914
1739209594.2567666;-38.13080360867914
1739209594.2567742;-38.13080360867914
1739209594.2567816;-38.13080360867914
1739209594.256789;-45.120503652039325
1739209594.2567966;-38.13080360867914
1739209594.256804;-45.120503652039325
1739209594.2568116;-45.120503652039325
1739209594.256819;-45.120503652039325
1739209594.2568266;-33.981070128970906
1739209594.256834;-35.57807855764607
1739209594.2568417;-38.13080360867914
1739209594.256849;-45.120503652039325
1739209594.2568564;-38.13080360867914
1739209594.256864;-38.13080360867914
1739209594.2568715;-38.13080360867914
1739209594.256879;-45.120503652039325
1739209594.2568865;-38.13080360867914
1739209594.256894;-38.13080360867914
1739209594.2569015;-38.13080360867914
1739209594.2569091;-35.57807855764607
1739209594.2569165;-38.13080360867914
1739209594.256924;-45.120503652039325
1739209594.2569315;-38.13080360867914
1739209594.256939;-38.13080360867914
1739209594.2569466;-45.120503652039325
1739209594.256954;-45.120503652039325
1739209594.2569616;-38.13080360867914
1739209594.256969;-38.13080360867914
1739209594.2569766;-31.141103565318915
1739209594.256984;-38.13080360867914
1739209594.2569914;-38.13080360867914
1739209594.256999;-35.57807855764607
1739209594.2570064;-38.13080360867914
1739209594.257014;-45.120503652039325
1739209594.2570214;-45.120503652039325
1739209594.257029;-38.13080360867914
1739209594.2570364;-29.438486411369347
1739209594.2570438;-38.13080360867914
1739209594.2570515;-38.13080360867914
1739209594.2570589;-38.13080360867914
1739209594.2570665;-38.13080360867914
1739209594.2570739;-45.120503652039325
1739209594.2570815;-35.57807855764607
1739209594.257089;-35.57807855764607
1739209594.2570965;-31.141103565318915
1739209594.257104;-33.981070128970906
1739209594.2571113;-45.120503652039325
1739209594.257119;-45.120503652039325
1739209594.2571263;-38.13080360867914
1739209594.257134;-45.120503652039325
1739209594.2571414;-38.13080360867914
1739209594.257149;-38.13080360867914
1739209594.2571564;-38.13080360867914
1739209594.257164;-45.120503652039325
