CAN Message; 0x1b8:020077c81077e814
Timestamp;Amplitude
1739209594.251294;-45.120503652039325
1739209594.2513015;-45.120503652039325
1739209594.251309;-45.120503652039325
1739209594.2513165;-45.120503652039325
1739209594.251324;-38.13080360867914
1739209594.2513316;-33.981070128970906
1739209594.251339;-38.13080360867914
1739209594.2513466;-45.120503652039325
1739209594.251354;-38.13080360867914
1739209594.2513614;-38.13080360867914
1739209594.251369;-45.120503652039325
1739209594.2513764;-45.120503652039325
1739209594.251384;-45.120503652039325
1739209594.2513914;-38.13080360867914
1739209594.251399;-38.13080360867914
1739209594.2514064;-45.120503652039325
1739209594.251414;-45.120503652039325
1739209594.2514215;-45.120503652039325
1739209594.2514288;-38.13080360867914
1739209594.2514365;-35.57807855764607
1739209594.2514439;-38.13080360867914
1739209594.2514515;-45.120503652039325
1739209594.251459;-38.13080360867914
1739209594.2514665;-45.120503652039325
1739209594.251474;-45.120503652039325
1739209594.2514815;-45.120503652039325
1739209594.251489;-33.981070128970906
1739209594.2514963;-38.13080360867914
1739209594.251504;-38.13080360867914
1739209594.2515113;-32.816014438256545
1739209594.251519;-38.13080360867914
1739209594.2515264;-45.120503652039325
1739209594.251534;-33.981070128970906
1739209594.2515414;-38.13080360867914
1739209594.251549;-38.13080360867914
1739209594.2515564;-45.120503652039325
1739209594.2515638;-38.13080360867914
1739209594.2515714;-38.13080360867914
1739209594.2515788;-28.992665084841942
1739209594.2515864;-33.981070128970906
1739209594.2515938;-38.13080360867914
1739209594.2516015;-38.13080360867914
1739209594.2516088;-38.13080360867914
1739209594.2516165;-38.13080360867914
1739209594.2516239;-45.120503652039325
1739209594.2516313;-45.120503652039325
1739209594.251639;-32.81601443825658
1739209594.2516463;-38.13080360867914
1739209594.251654;-45.120503652039325
1739209594.2516613;-38.13080360867914
1739209594.251669;-33.981070128970906
1739209594.2516763;-45.120503652039325
1739209594.2516837;-38.13080360867914
1739209594.2516913;-35.57807855764607
1739209594.2516987;-32.816014438256545
1739209594.2517064;-38.13080360867914
1739209594.2517138;-45.120503652039325
1739209594.2517214;-35.57807855764607
1739209594.2517288;-38.13080360867914
1739209594.2517364;-45.120503652039325
1739209594.2517438;-45.120503652039325
1739209594.2517512;-45.120503652039325
1739209594.2517588;-38.13080360867914
1739209594.2517662;-45.120503652039325
1739209594.2517738;-38.13080360867914
1739209594.2517812;-45.120503652039325
1739209594.2517889;-45.120503652039325
1739209594.2517962;-38.13080360867914
1739209594.2518039;-45.120503652039325
1739209594.2518113;-45.120503652039325
1739209594.2518187;-45.120503652039325
1739209594.2518263;-38.13080360867914
1739209594.2518337;-38.13080360867914
1739209594.2518413;-45.120503652039325
1739209594.2518487;-45.120503652039325
1739209594.2518563;-38.13080360867914
1739209594.2518637;-35.57807855764607
1739209594.2518713;-45.120503652039325
1739209594.2518787;-32.816014438256545
1739209594.2518861;-30.49652367304973
1739209594.2518938;-38.13080360867914
1739209594.2519011;-33.981070128970906
1739209594.2519088;-38.13080360867914
1739209594.2519162;-38.13080360867914
1739209594.2519238;-38.13080360867914
1739209594.2519312;-31.141103565318893
1739209594.2519388;-45.120503652039325
1739209594.2519462;-38.13080360867914
1739209594.2519536;-38.13080360867914
1739209594.2519612;-35.57807855764607
1739209594.2519686;-45.120503652039325
1739209594.2519763;-38.13080360867914
1739209594.2519836;-38.13080360867914
1739209594.2519913;-45.120503652039325
1739209594.2519987;-38.13080360867914
1739209594.2520063;-26.991370085610736
1739209594.2520137;-38.13080360867914
1739209594.252021;-45.120503652039325
1739209594.2520287;-45.120503652039325
1739209594.252036;-45.120503652039325
1739209594.2520437;-38.13080360867914
1739209594.252051;-38.13080360867914
1739209594.2520587;-45.120503652039325
1739209594.2520661;-45.120503652039325
1739209594.2520738;-45.120503652039325
1739209594.2520812;-38.13080360867914
1739209594.2520885;-38.13080360867914
1739209594.2520962;-45.120503652039325
1739209594.2521036;-38.13080360867914
1739209594.2521112;-38.13080360867914
1739209594.2521186;-45.120503652039325
1739209594.2521262;-45.120503652039325
1739209594.2521336;-45.120503652039325
1739209594.2521412;-33.981070128970906
1739209594.2521486;-38.13080360867914
1739209594.252156;-45.120503652039325
1739209594.2521636;-38.13080360867914
1739209594.252171;-38.13080360867914
1739209594.2521787;-35.57807855764607
1739209594.252186;-31.141103565318893
1739209594.2521937;-38.13080360867914
1739209594.252201;-45.120503652039325
1739209594.2522087;-45.120503652039325
1739209594.252216;-38.13080360867914
1739209594.2522235;-45.120503652039325
1739209594.2522311;-45.120503652039325
1739209594.2522385;-45.120503652039325
1739209594.2522461;-45.120503652039325
1739209594.2522535;-38.13080360867914
1739209594.2522612;-38.13080360867914
1739209594.2522686;-45.120503652039325
1739209594.2522762;-45.120503652039325
1739209594.2522836;-38.13080360867914
1739209594.252291;-38.13080360867914
1739209594.2522986;-38.13080360867914
1739209594.252306;-35.57807855764607
1739209594.2523136;-38.13080360867914
1739209594.252321;-38.13080360867914
1739209594.2523286;-38.13080360867914
1739209594.252336;-38.13080360867914
1739209594.2523437;-38.13080360867914
1739209594.252351;-38.13080360867914
1739209594.2523584;-38.13080360867914
1739209594.252366;-45.120503652039325
1739209594.2523735;-38.13080360867914
1739209594.252381;-45.120503652039325
1739209594.2523885;-38.13080360867914
1739209594.252396;-35.57807855764607
1739209594.2524035;-38.13080360867914
1739209594.2524111;-45.120503652039325
1739209594.2524185;-45.120503652039325
1739209594.252426;-38.13080360867914
1739209594.2524335;-38.13080360867914
1739209594.252441;-45.120503652039325
1739209594.2524486;-38.13080360867914
1739209594.252456;-45.120503652039325
1739209594.2524636;-45.120503652039325
1739209594.252471;-45.120503652039325
1739209594.2524784;-45.120503652039325
1739209594.252486;-38.13080360867914
1739209594.2524934;-38.13080360867914
1739209594.252501;-35.57807855764607
1739209594.2525084;-38.13080360867914
1739209594.252516;-35.57807855764607
1739209594.2525234;-33.981070128970906
1739209594.252531;-35.57807855764607
1739209594.2525384;-38.13080360867914
1739209594.2525458;-45.120503652039325
1739209594.2525535;-33.981070128970906
1739209594.2525609;-45.120503652039325
1739209594.2525685;-45.120503652039325
1739209594.2525759;-38.13080360867914
1739209594.2525835;-38.13080360867914
1739209594.252591;-45.120503652039325
1739209594.2525985;-45.120503652039325
1739209594.252606;-38.13080360867914
1739209594.2526133;-45.120503652039325
1739209594.252621;-45.120503652039325
1739209594.2526283;-38.13080360867914
1739209594.252636;-38.13080360867914
1739209594.2526433;-45.120503652039325
1739209594.252651;-45.120503652039325
1739209594.2526584;-45.120503652039325
1739209594.252666;-45.120503652039325
1739209594.2526734;-33.981070128970906
1739209594.2526808;-38.13080360867914
1739209594.2526884;-33.981070128970906
1739209594.2526958;-45.120503652039325
1739209594.2527034;-45.120503652039325
1739209594.2527108;-32.816014438256545
1739209594.2527184;-38.13080360867914
1739209594.2527258;-45.120503652039325
1739209594.2527335;-33.981070128970906
1739209594.2527409;-45.120503652039325
1739209594.2527483;-45.120503652039325
1739209594.2527559;-45.120503652039325
1739209594.2527633;-38.13080360867914
1739209594.252771;-35.57807855764607
1739209594.2527783;-38.13080360867914
1739209594.252786;-35.57807855764607
1739209594.2527933;-31.141103565318915
1739209594.252801;-38.13080360867914
1739209594.2528083;-38.13080360867914
1739209594.2528157;-35.57807855764607
1739209594.2528234;-45.120503652039325
1739209594.2528307;-38.13080360867914
1739209594.2528384;-38.13080360867914
1739209594.2528458;-45.120503652039325
1739209594.2528534;-30.49652367304973
1739209594.2528608;-38.13080360867914
1739209594.2528684;-38.13080360867914
1739209594.2528758;-45.120503652039325
1739209594.2528832;-38.13080360867914
1739209594.2528908;-35.57807855764607
1739209594.2528982;-45.120503652039325
1739209594.2529058;-45.120503652039325
1739209594.2529132;-31.141103565318915
1739209594.2529209;-33.981070128970906
1739209594.2529283;-45.120503652039325
1739209594.252936;-45.120503652039325
1739209594.2529433;-45.120503652039325
1739209594.2529507;-45.120503652039325
1739209594.2529583;-38.13080360867914
1739209594.2529657;-32.816014438256545
1739209594.2529733;-33.981070128970906
1739209594.2529807;-45.120503652039325
1739209594.2529883;-45.120503652039325
1739209594.2529957;-38.13080360867914
1739209594.2530034;-35.57807855764607
1739209594.2530107;-35.57807855764607
1739209594.2530181;-38.13080360867914
1739209594.2530258;-38.13080360867914
1739209594.2530332;-38.13080360867914
1739209594.2530408;-38.13080360867914
1739209594.2530482;-38.13080360867914
1739209594.2530558;-45.120503652039325
1739209594.2530632;-45.120503652039325
1739209594.2530708;-35.57807855764607
1739209594.2530782;-38.13080360867914
1739209594.2530856;-45.120503652039325
1739209594.2530932;-28.992665084841942
1739209594.2531006;-33.981070128970906
1739209594.2531083;-45.120503652039325
1739209594.2531157;-35.57807855764607
1739209594.2531233;-35.57807855764607
1739209594.2531307;-45.120503652039325
1739209594.2531383;-45.120503652039325
1739209594.2531457;-35.57807855764607
1739209594.253153;-45.120503652039325
1739209594.2531607;-45.120503652039325
1739209594.253168;-38.13080360867914
1739209594.2531757;-45.120503652039325
1739209594.2531831;-45.120503652039325
1739209594.2531908;-35.57807855764607
1739209594.2531981;-38.13080360867914
1739209594.2532058;-45.120503652039325
1739209594.2532132;-35.57807855764607
1739209594.2532206;-38.13080360867914
1739209594.2532282;-38.13080360867914
1739209594.2532356;-45.120503652039325
1739209594.2532432;-45.120503652039325
1739209594.2532506;-38.13080360867914
1739209594.2532582;-38.13080360867914
1739209594.2532656;-45.120503652039325
1739209594.253273;-38.13080360867914
1739209594.2532806;-32.816014438256545
1739209594.253288;-45.120503652039325
1739209594.2532957;-45.120503652039325
1739209594.253303;-38.13080360867914
1739209594.2533107;-38.13080360867914
1739209594.253318;-45.120503652039325
1739209594.2533257;-33.981070128970906
1739209594.253333;-45.120503652039325
1739209594.2533405;-45.120503652039325
1739209594.253348;-38.13080360867914
1739209594.2533555;-45.120503652039325
1739209594.2533631;-45.120503652039325
1739209594.2533705;-38.13080360867914
1739209594.2533782;-45.120503652039325
1739209594.2533855;-45.120503652039325
1739209594.2533932;-38.13080360867914
1739209594.2534006;-38.13080360867914
1739209594.253408;-45.120503652039325
1739209594.2534156;-45.120503652039325
1739209594.253423;-38.13080360867914
1739209594.2534306;-38.13080360867914
1739209594.253438;-35.57807855764607
1739209594.2534456;-45.120503652039325
1739209594.253453;-45.120503652039325
1739209594.2534606;-45.120503652039325
1739209594.253468;-45.120503652039325
1739209594.2534754;-45.120503652039325
1739209594.253483;-38.13080360867914
1739209594.2534904;-33.981070128970906
1739209594.253498;-45.120503652039325
1739209594.2535055;-45.120503652039325
1739209594.253513;-45.120503652039325
1739209594.2535205;-38.13080360867914
1739209594.253528;-35.57807855764607
1739209594.2535355;-35.57807855764607
1739209594.253543;-38.13080360867914
1739209594.2535505;-45.120503652039325
1739209594.253558;-38.13080360867914
1739209594.2535655;-45.120503652039325
1739209594.253573;-35.57807855764607
1739209594.2535806;-45.120503652039325
1739209594.253588;-45.120503652039325
1739209594.2535956;-33.981070128970906
1739209594.253603;-33.981070128970906
1739209594.2536104;-38.13080360867914
1739209594.253618;-45.120503652039325
1739209594.2536254;-45.120503652039325
1739209594.253633;-38.13080360867914
1739209594.2536404;-32.816014438256545
1739209594.253648;-31.141103565318915
1739209594.2536554;-45.120503652039325
1739209594.253663;-38.13080360867914
1739209594.2536705;-35.57807855764607
1739209594.2536778;-38.13080360867914
1739209594.2536855;-45.120503652039325
1739209594.2536929;-45.120503652039325
1739209594.2537005;-45.120503652039325
1739209594.253708;-45.120503652039325
1739209594.2537155;-38.13080360867914
1739209594.253723;-45.120503652039325
1739209594.2537305;-45.120503652039325
1739209594.253738;-45.120503652039325
1739209594.2537453;-38.13080360867914
1739209594.253753;-38.13080360867914
1739209594.2537603;-45.120503652039325
1739209594.253768;-38.13080360867914
1739209594.2537754;-35.57807855764607
1739209594.253783;-45.120503652039325
1739209594.2537904;-32.816014438256545
1739209594.253798;-35.57807855764607
1739209594.2538054;-38.13080360867914
1739209594.2538128;-45.120503652039325
1739209594.2538204;-33.981070128970906
1739209594.2538278;-30.49652367304973
1739209594.2538354;-45.120503652039325
1739209594.2538428;-45.120503652039325
1739209594.2538505;-45.120503652039325
1739209594.2538579;-38.13080360867914
1739209594.2538655;-38.13080360867914
1739209594.2538729;-38.13080360867914
1739209594.2538803;-38.13080360867914
1739209594.253888;-45.120503652039325
1739209594.2538953;-45.120503652039325
1739209594.253903;-45.120503652039325
1739209594.2539103;-35.57807855764607
1739209594.253918;-38.13080360867914
1739209594.2539253;-45.120503652039325
1739209594.253933;-45.120503652039325
1739209594.2539403;-33.981070128970906
1739209594.2539477;-31.141103565318915
1739209594.2539554;-38.13080360867914
1739209594.2539628;-45.120503652039325
1739209594.2539704;-45.120503652039325
1739209594.2539778;-33.981070128970906
1739209594.2539854;-45.120503652039325
1739209594.2539928;-45.120503652039325
1739209594.2540002;-45.120503652039325
1739209594.2540078;-45.120503652039325
1739209594.2540152;-38.13080360867914
1739209594.2540228;-45.120503652039325
1739209594.2540302;-45.120503652039325
1739209594.2540379;-45.120503652039325
1739209594.2540452;-45.120503652039325
1739209594.2540529;-38.13080360867914
1739209594.2540603;-38.13080360867914
1739209594.2540677;-38.13080360867914
1739209594.2540753;-38.13080360867914
1739209594.2540827;-45.120503652039325
1739209594.2540903;-45.120503652039325
1739209594.2540977;-38.13080360867914
1739209594.2541053;-38.13080360867914
1739209594.2541127;-45.120503652039325
1739209594.2541203;-38.13080360867914
1739209594.2541277;-31.141103565318915
1739209594.2541351;-35.57807855764607
1739209594.2541428;-45.120503652039325
1739209594.2541502;-38.13080360867914
1739209594.2541578;-33.981070128970906
1739209594.2541652;-38.13080360867914
1739209594.2541728;-38.13080360867914
1739209594.2541802;-33.981070128970906
1739209594.2541878;-29.438486411369347
1739209594.2541952;-45.120503652039325
1739209594.2542026;-45.120503652039325
1739209594.2542102;-45.120503652039325
1739209594.2542176;-45.120503652039325
1739209594.2542253;-45.120503652039325
1739209594.2542326;-38.13080360867914
1739209594.2542403;-35.57807855764607
1739209594.2542477;-31.141103565318915
1739209594.2542553;-45.120503652039325
1739209594.2542627;-38.13080360867914
1739209594.25427;-45.120503652039325
1739209594.2542777;-38.13080360867914
1739209594.254285;-38.13080360867914
1739209594.2542927;-45.120503652039325
1739209594.2543;-45.120503652039325
1739209594.2543077;-45.120503652039325
1739209594.2543151;-35.57807855764607
1739209594.2543228;-45.120503652039325
1739209594.2543302;-45.120503652039325
1739209594.2543375;-38.13080360867914
1739209594.2543452;-38.13080360867914
1739209594.2543526;-35.57807855764607
1739209594.2543602;-35.57807855764607
1739209594.2543676;-38.13080360867914
1739209594.2543752;-45.120503652039325
1739209594.2543826;-45.120503652039325
1739209594.2543902;-35.57807855764607
1739209594.2543976;-45.120503652039325
1739209594.254405;-38.13080360867914
1739209594.2544127;-35.57807855764607
1739209594.25442;-35.57807855764607
1739209594.2544277;-31.141103565318915
1739209594.254435;-45.120503652039325
1739209594.2544427;-45.120503652039325
1739209594.25445;-38.13080360867914
1739209594.2544577;-38.13080360867914
1739209594.254465;-38.13080360867914
1739209594.2544725;-45.120503652039325
1739209594.2544801;-45.120503652039325
1739209594.2544875;-33.981070128970906
1739209594.2544951;-38.13080360867914
1739209594.2545025;-45.120503652039325
1739209594.2545102;-45.120503652039325
1739209594.2545176;-45.120503652039325
1739209594.2545252;-45.120503652039325
1739209594.2545326;-45.120503652039325
1739209594.25454;-45.120503652039325
1739209594.2545476;-45.120503652039325
