CAN Message; 0x77:e96d9976cc3b165f
1739209737.0570223;-38.13080360867914
1739209737.05703;-35.57807855764607
1739209737.0570376;-35.57807855764607
1739209737.0570452;-45.120503652039325
1739209737.0570529;-45.120503652039325
1739209737.0570605;-45.120503652039325
1739209737.0570679;-38.13080360867914
1739209737.0570755;-45.120503652039325
1739209737.0570831;-38.13080360867914
1739209737.0570908;-45.120503652039325
1739209737.0570984;-45.120503652039325
1739209737.057106;-30.49652367304973
1739209737.0571136;-31.141103565318915
1739209737.0571213;-45.120503652039325
1739209737.057129;-45.120503652039325
1739209737.0571363;-45.120503652039325
1739209737.057144;-38.13080360867914
1739209737.0571516;-38.13080360867914
1739209737.0571592;-38.13080360867914
1739209737.0571668;-38.13080360867914
1739209737.0571744;-45.120503652039325
1739209737.057182;-45.120503652039325
1739209737.0571897;-45.120503652039325
1739209737.0571973;-38.13080360867914
1739209737.0572047;-35.57807855764607
1739209737.0572124;-45.120503652039325
1739209737.05722;-38.13080360867914
1739209737.0572276;-38.13080360867914
1739209737.0572352;-45.120503652039325
1739209737.0572429;-38.13080360867914
1739209737.0572505;-45.120503652039325
1739209737.0572581;-45.120503652039325
1739209737.0572658;-45.120503652039325
1739209737.0572731;-35.57807855764607
1739209737.0572808;-45.120503652039325
1739209737.0572884;-38.13080360867914
1739209737.057296;-35.57807855764607
1739209737.0573037;-38.13080360867914
1739209737.0573113;-45.120503652039325
1739209737.057319;-45.120503652039325
1739209737.0573266;-33.981070128970906
1739209737.057334;-33.981070128970906
1739209737.0573416;-38.13080360867914
1739209737.0573492;-45.120503652039325
1739209737.0573568;-45.120503652039325
1739209737.0573645;-45.120503652039325
1739209737.057372;-45.120503652039325
1739209737.0573797;-45.120503652039325
1739209737.0573874;-45.120503652039325
1739209737.057395;-38.13080360867914
1739209737.0574024;-38.13080360867914
1739209737.05741;-45.120503652039325
1739209737.0574176;-38.13080360867914
1739209737.0574253;-35.57807855764607
1739209737.057433;-38.13080360867914
1739209737.0574405;-45.120503652039325
1739209737.0574481;-38.13080360867914
1739209737.0574558;-38.13080360867914
1739209737.0574634;-38.13080360867914
1739209737.0574708;-45.120503652039325
1739209737.0574784;-45.120503652039325
1739209737.057486;-38.13080360867914
1739209737.0574937;-45.120503652039325
1739209737.0575013;-45.120503652039325
1739209737.057509;-38.13080360867914
1739209737.0575166;-38.13080360867914
1739209737.0575242;-45.120503652039325
1739209737.0575318;-38.13080360867914
1739209737.0575392;-38.13080360867914
1739209737.0575469;-45.120503652039325
1739209737.0575545;-38.13080360867914
1739209737.057562;-38.13080360867914
1739209737.0575697;-38.13080360867914
1739209737.0575774;-45.120503652039325
1739209737.057585;-38.13080360867914
1739209737.0575926;-45.120503652039325
1739209737.0576003;-35.57807855764607
1739209737.0576077;-33.981070128970906
1739209737.0576153;-45.120503652039325
1739209737.057623;-38.13080360867914
1739209737.0576305;-38.13080360867914
1739209737.0576382;-35.57807855764607
1739209737.0576458;-45.120503652039325
1739209737.0576534;-32.816014438256545
1739209737.057661;-45.120503652039325
1739209737.0576687;-45.120503652039325
1739209737.057676;-45.120503652039325
1739209737.0576837;-45.120503652039325
1739209737.0576913;-45.120503652039325
1739209737.057699;-45.120503652039325
1739209737.0577066;-45.120503652039325
1739209737.0577142;-45.120503652039325
1739209737.0577219;-45.120503652039325
1739209737.0577295;-45.120503652039325
1739209737.0577369;-38.13080360867914
1739209737.0577445;-38.13080360867914
1739209737.0577521;-45.120503652039325
1739209737.0577598;-38.13080360867914
1739209737.0577674;-38.13080360867914
1739209737.057775;-38.13080360867914
1739209737.0577826;-33.981070128970906
1739209737.0577903;-45.120503652039325
1739209737.057798;-45.120503652039325
1739209737.0578053;-35.57807855764607
1739209737.057813;-38.13080360867914
1739209737.0578206;-45.120503652039325
1739209737.0578282;-38.13080360867914
1739209737.0578358;-35.57807855764607
1739209737.0578434;-45.120503652039325
1739209737.057851;-38.13080360867914
1739209737.0578587;-45.120503652039325
1739209737.0578663;-45.120503652039325
1739209737.0578737;-45.120503652039325
1739209737.0578814;-45.120503652039325
1739209737.057889;-33.981070128970906
1739209737.0578966;-45.120503652039325
1739209737.0579042;-38.13080360867914
1739209737.0579119;-26.487275050834715
1739209737.0579195;-45.120503652039325
1739209737.0579271;-45.120503652039325
1739209737.0579348;-38.13080360867914
1739209737.0579422;-30.49652367304973
1739209737.0579498;-38.13080360867914
1739209737.0579574;-45.120503652039325
1739209737.057965;-45.120503652039325
1739209737.0579727;-45.120503652039325
1739209737.0579803;-45.120503652039325
1739209737.057988;-45.120503652039325
1739209737.0579956;-45.120503652039325
1739209737.0580032;-38.13080360867914
1739209737.0580106;-38.13080360867914
1739209737.0580182;-45.120503652039325
1739209737.0580258;-38.13080360867914
1739209737.0580335;-35.57807855764607
1739209737.058041;-38.13080360867914
1739209737.0580487;-45.120503652039325
1739209737.0580564;-38.13080360867914
1739209737.058064;-35.57807855764607
1739209737.0580714;-33.981070128970906
1739209737.058079;-45.120503652039325
1739209737.0580866;-45.120503652039325
1739209737.0580943;-28.21854285175415
1739209737.058102;-35.57807855764607
1739209737.0581095;-45.120503652039325
1739209737.0581172;-38.13080360867914
1739209737.0581248;-32.816014438256545
1739209737.0581324;-33.981070128970906
1739209737.0581398;-45.120503652039325
1739209737.0581474;-45.120503652039325
1739209737.058155;-45.120503652039325
1739209737.0581627;-45.120503652039325
1739209737.0581703;-45.120503652039325
1739209737.058178;-45.120503652039325
1739209737.0581856;-45.120503652039325
1739209737.0581932;-38.13080360867914
1739209737.0582008;-45.120503652039325
1739209737.0582082;-45.120503652039325
1739209737.0582159;-26.991370085610736
1739209737.0582235;-35.57807855764607
1739209737.058231;-45.120503652039325
1739209737.0582387;-38.13080360867914
1739209737.0582464;-38.13080360867914
1739209737.058254;-45.120503652039325
1739209737.0582616;-35.57807855764607
1739209737.0582693;-38.13080360867914
1739209737.0582767;-45.120503652039325
1739209737.0582843;-38.13080360867914
1739209737.058292;-32.816014438256545
1739209737.0582995;-45.120503652039325
1739209737.0583072;-38.13080360867914
1739209737.0583148;-38.13080360867914
1739209737.0583224;-38.13080360867914
1739209737.05833;-38.13080360867914
1739209737.0583377;-45.120503652039325
1739209737.058345;-38.13080360867914
1739209737.0583527;-45.120503652039325
1739209737.0583603;-45.120503652039325
1739209737.058368;-45.120503652039325
1739209737.0583756;-45.120503652039325
1739209737.0583832;-35.57807855764607
1739209737.0583909;-45.120503652039325
1739209737.0583985;-38.13080360867914
1739209737.058406;-35.57807855764607
1739209737.0584135;-45.120503652039325
1739209737.0584211;-45.120503652039325
1739209737.0584288;-35.57807855764607
1739209737.0584364;-33.981070128970906
1739209737.058444;-45.120503652039325
1739209737.0584517;-38.13080360867914
1739209737.0584593;-45.120503652039325
1739209737.058467;-45.120503652039325
1739209737.0584743;-45.120503652039325
1739209737.058482;-45.120503652039325
1739209737.0584896;-35.57807855764607
1739209737.0584972;-31.141103565318915
1739209737.0585048;-38.13080360867914
1739209737.0585124;-38.13080360867914
1739209737.05852;-35.57807855764607
1739209737.0585277;-33.981070128970906
1739209737.0585353;-45.120503652039325
1739209737.0585427;-45.120503652039325
1739209737.0585504;-35.57807855764607
1739209737.058558;-38.13080360867914
1739209737.0585656;-45.120503652039325
1739209737.0585732;-38.13080360867914
1739209737.0585809;-30.49652367304973
1739209737.0585885;-35.57807855764607
1739209737.0585961;-45.120503652039325
1739209737.0586038;-45.120503652039325
1739209737.0586112;-32.816014438256545
1739209737.0586188;-38.13080360867914
1739209737.0586264;-45.120503652039325
1739209737.058634;-38.13080360867914
1739209737.0586417;-38.13080360867914
1739209737.0586493;-45.120503652039325
1739209737.058657;-45.120503652039325
1739209737.0586646;-45.120503652039325
1739209737.0586722;-45.120503652039325
1739209737.0586796;-45.120503652039325
1739209737.0586872;-45.120503652039325
1739209737.0586948;-38.13080360867914
1739209737.0587025;-45.120503652039325
1739209737.05871;-38.13080360867914
1739209737.0587177;-35.57807855764607
1739209737.0587254;-45.120503652039325
1739209737.058733;-45.120503652039325
1739209737.0587406;-35.57807855764607
1739209737.058748;-38.13080360867914
1739209737.0587556;-38.13080360867914
1739209737.0587633;-45.120503652039325
1739209737.058771;-38.13080360867914
1739209737.0587785;-38.13080360867914
1739209737.0587862;-45.120503652039325
1739209737.0587938;-38.13080360867914
1739209737.0588014;-45.120503652039325
1739209737.058809;-38.13080360867914
1739209737.0588164;-38.13080360867914
1739209737.058824;-45.120503652039325
1739209737.0588317;-31.141103565318915
1739209737.0588393;-33.981070128970906
1739209737.058847;-45.120503652039325
1739209737.0588546;-45.120503652039325
1739209737.0588622;-38.13080360867914
1739209737.0588698;-38.13080360867914
1739209737.0588772;-45.120503652039325
1739209737.0588849;-45.120503652039325
1739209737.0588925;-45.120503652039325
1739209737.0589;-38.13080360867914
1739209737.0589077;-45.120503652039325
1739209737.0589154;-45.120503652039325
1739209737.058923;-45.120503652039325
1739209737.0589306;-45.120503652039325
1739209737.0589383;-45.120503652039325
1739209737.0589457;-45.120503652039325
1739209737.0589533;-38.13080360867914
1739209737.058961;-35.57807855764607
1739209737.0589685;-38.13080360867914
1739209737.0589762;-38.13080360867914
1739209737.0589838;-38.13080360867914
1739209737.0589914;-38.13080360867914
1739209737.058999;-45.120503652039325
1739209737.0590067;-45.120503652039325
1739209737.059014;-38.13080360867914
1739209737.0590217;-32.816014438256545
1739209737.0590293;-45.120503652039325
1739209737.059037;-45.120503652039325
1739209737.0590446;-33.981070128970906
1739209737.0590522;-45.120503652039325
1739209737.0590599;-38.13080360867914
1739209737.0590675;-35.57807855764607
1739209737.059075;-33.981070128970906
1739209737.0590825;-32.81601443825658
1739209737.0590901;-38.13080360867914
1739209737.0590978;-35.57807855764607
1739209737.0591054;-38.13080360867914
1739209737.059113;-45.120503652039325
1739209737.0591207;-38.13080360867914
1739209737.0591283;-38.13080360867914
1739209737.059136;-33.981070128970906
1739209737.0591435;-28.992665084841942
1739209737.059151;-45.120503652039325
1739209737.0591586;-35.57807855764607
1739209737.0591662;-35.57807855764607
1739209737.0591738;-38.13080360867914
1739209737.0591815;-45.120503652039325
1739209737.059189;-38.13080360867914
1739209737.0591967;-38.13080360867914
1739209737.0592043;-38.13080360867914
1739209737.059212;-38.13080360867914
1739209737.0592194;-35.57807855764607
1739209737.059227;-45.120503652039325
1739209737.0592346;-45.120503652039325
1739209737.0592422;-38.13080360867914
1739209737.0592499;-35.57807855764607
1739209737.0592575;-35.57807855764607
1739209737.0592651;-45.120503652039325
1739209737.0592728;-45.120503652039325
1739209737.0592802;-38.13080360867914
1739209737.0592878;-45.120503652039325
1739209737.0592954;-45.120503652039325
1739209737.059303;-38.13080360867914
1739209737.0593107;-35.57807855764607
1739209737.0593183;-33.981070128970906
1739209737.059326;-32.816014438256545
1739209737.0593336;-45.120503652039325
1739209737.0593412;-45.120503652039325
1739209737.0593486;-38.13080360867914
1739209737.0593562;-33.981070128970906
1739209737.0593638;-38.13080360867914
1739209737.0593715;-38.13080360867914
1739209737.059379;-45.120503652039325
1739209737.0593867;-38.13080360867914
1739209737.0593944;-45.120503652039325
1739209737.059402;-45.120503652039325
1739209737.0594096;-45.120503652039325
1739209737.059417;-38.13080360867914
1739209737.0594246;-35.57807855764607
1739209737.0594323;-45.120503652039325
1739209737.05944;-38.13080360867914
1739209737.0594475;-25.826314394896354
1739209737.0594552;-35.57807855764607
1739209737.0594628;-45.120503652039325
1739209737.0594704;-38.13080360867914
1739209737.059478;-38.13080360867914
1739209737.0594854;-45.120503652039325
1739209737.059493;-45.120503652039325
1739209737.0595007;-45.120503652039325
1739209737.0595083;-45.120503652039325
1739209737.059516;-38.13080360867914
1739209737.0595236;-38.13080360867914
1739209737.0595312;-38.13080360867914
1739209737.0595388;-31.141103565318893
1739209737.0595465;-38.13080360867914
1739209737.0595539;-38.13080360867914
1739209737.0595615;-45.120503652039325
1739209737.0595691;-45.120503652039325
1739209737.0595767;-38.13080360867914
1739209737.0595844;-45.120503652039325
1739209737.059592;-45.120503652039325
1739209737.0595996;-45.120503652039325
1739209737.0596073;-45.120503652039325
1739209737.0596147;-38.13080360867914
1739209737.0596223;-45.120503652039325
1739209737.05963;-35.57807855764607
1739209737.0596375;-38.13080360867914
1739209737.0596452;-45.120503652039325
1739209737.0596528;-38.13080360867914
1739209737.0596604;-35.57807855764607
1739209737.059668;-38.13080360867914
1739209737.0596757;-35.57807855764607
1739209737.059683;-45.120503652039325
1739209737.0596907;-45.120503652039325
1739209737.0596983;-45.120503652039325
1739209737.059706;-38.13080360867914
1739209737.0597136;-38.13080360867914
1739209737.0597212;-45.120503652039325
1739209737.0597289;-33.981070128970906
1739209737.0597365;-33.981070128970906
1739209737.0597441;-45.120503652039325
1739209737.0597515;-45.120503652039325
1739209737.0597591;-38.13080360867914
1739209737.0597668;-32.816014438256545
1739209737.0597744;-33.981070128970906
1739209737.059782;-45.120503652039325
1739209737.0597897;-33.981070128970906
1739209737.0597973;-38.13080360867914
1739209737.059805;-38.13080360867914
1739209737.0598125;-45.120503652039325
1739209737.05982;-45.120503652039325
1739209737.0598276;-33.981070128970906
1739209737.0598352;-45.120503652039325
1739209737.0598428;-38.13080360867914
1739209737.0598505;-38.13080360867914
1739209737.059858;-38.13080360867914
1739209737.0598657;-38.13080360867914
1739209737.0598733;-35.57807855764607
1739209737.059881;-38.13080360867914
1739209737.0598884;-45.120503652039325
1739209737.059896;-38.13080360867914
1739209737.0599036;-45.120503652039325
1739209737.0599113;-45.120503652039325
1739209737.0599189;-45.120503652039325
1739209737.0599265;-38.13080360867914
1739209737.0599341;-45.120503652039325
1739209737.0599418;-45.120503652039325
1739209737.0599494;-45.120503652039325
1739209737.0599568;-38.13080360867914
1739209737.0599644;-38.13080360867914
1739209737.059972;-38.13080360867914
1739209737.0599797;-45.120503652039325
1739209737.0599873;-45.120503652039325
1739209737.059995;-38.13080360867914
1739209737.0600026;-33.981070128970906
1739209737.0600102;-45.120503652039325
1739209737.0600176;-38.13080360867914
1739209737.0600252;-38.13080360867914
1739209737.0600328;-38.13080360867914
1739209737.0600405;-45.120503652039325
1739209737.060048;-38.13080360867914
1739209737.0600557;-35.57807855764607
1739209737.0600634;-38.13080360867914
1739209737.060071;-38.13080360867914
1739209737.0600786;-38.13080360867914
1739209737.060086;-33.981070128970906
1739209737.0600936;-32.816014438256545
1739209737.0601013;-38.13080360867914
1739209737.060109;-38.13080360867914
1739209737.0601165;-45.120503652039325
1739209737.0601242;-33.981070128970906
1739209737.0601318;-38.13080360867914
1739209737.0601394;-45.120503652039325
1739209737.060147;-38.13080360867914
1739209737.0601544;-38.13080360867914
1739209737.060162;-38.13080360867914
1739209737.0601697;-38.13080360867914
1739209737.0601773;-31.141103565318893
1739209737.060185;-33.981070128970906
1739209737.0601926;-45.120503652039325
1739209737.0602002;-45.120503652039325
1739209737.0602078;-45.120503652039325
1739209737.0602155;-38.13080360867914
1739209737.0602229;-35.57807855764607
1739209737.0602305;-38.13080360867914
1739209737.0602381;-35.57807855764607
1739209737.0602458;-38.13080360867914
1739209737.0602534;-35.57807855764607
1739209737.060261;-35.57807855764607
1739209737.0602686;-45.120503652039325
1739209737.0602763;-45.120503652039325
1739209737.060284;-38.13080360867914
1739209737.0602913;-33.981070128970906
1739209737.060299;-45.120503652039325
1739209737.0603065;-38.13080360867914
1739209737.0603142;-38.13080360867914
1739209737.0603218;-38.13080360867914
1739209737.0603294;-45.120503652039325
1739209737.060337;-33.981070128970906
1739209737.0603447;-38.13080360867914
1739209737.0603523;-45.120503652039325
1739209737.0603597;-45.120503652039325
1739209737.0603673;-38.13080360867914
1739209737.060375;-38.13080360867914
1739209737.0603826;-45.120503652039325
1739209737.0603902;-45.120503652039325
1739209737.0603979;-38.13080360867914
1739209737.0604055;-45.120503652039325
1739209737.0604131;-45.120503652039325
1739209737.0604205;-45.120503652039325
1739209737.0604281;-38.13080360867914
1739209737.0604358;-45.120503652039325
1739209737.0604434;-38.13080360867914
1739209737.060451;-38.13080360867914
1739209737.0604587;-38.13080360867914
1739209737.0604663;-45.120503652039325
1739209737.060474;-38.13080360867914
1739209737.0604815;-35.57807855764607
1739209737.060489;-31.141103565318915
1739209737.0604966;-31.141103565318915
1739209737.0605042;-38.13080360867914
1739209737.0605118;-35.57807855764607
1739209737.0605195;-38.13080360867914
1739209737.060527;-38.13080360867914
1739209737.0605347;-45.120503652039325
1739209737.0605423;-33.981070128970906
1739209737.06055;-38.13080360867914
1739209737.0605574;-35.57807855764607
1739209737.060565;-38.13080360867914
1739209737.0605726;-38.13080360867914
1739209737.0605803;-38.13080360867914
1739209737.060588;-38.13080360867914
1739209737.0605955;-38.13080360867914
1739209737.0606031;-45.120503652039325
1739209737.0606108;-33.981070128970906
1739209737.0606184;-33.981070128970906
1739209737.0606258;-45.120503652039325
1739209737.0606334;-45.120503652039325
1739209737.060641;-45.120503652039325
1739209737.0606487;-38.13080360867914
1739209737.0606563;-38.13080360867914
1739209737.060664;-45.120503652039325
1739209737.0606716;-38.13080360867914
1739209737.0606792;-38.13080360867914
1739209737.0606868;-45.120503652039325
1739209737.0606942;-45.120503652039325
1739209737.0607018;-38.13080360867914
1739209737.0607095;-32.816014438256545
