CAN Message; 0x98:000008a35f3921bf
1739209591.652908;-38.13080360867914
1739209591.6529164;-38.13080360867914
1739209591.6529245;-45.120503652039325
1739209591.6529326;-33.981070128970906
1739209591.6529408;-28.992665084841942
1739209591.6529489;-38.13080360867914
1739209591.6529572;-38.13080360867914
1739209591.6529653;-38.13080360867914
1739209591.6529734;-38.13080360867914
1739209591.6529815;-32.816014438256545
1739209591.6529899;-38.13080360867914
1739209591.652998;-45.120503652039325
1739209591.653006;-32.816014438256545
1739209591.6530142;-45.120503652039325
1739209591.6530225;-45.120503652039325
1739209591.6530306;-45.120503652039325
1739209591.6530387;-45.120503652039325
1739209591.6530468;-45.120503652039325
1739209591.653055;-45.120503652039325
1739209591.6530633;-45.120503652039325
1739209591.6530714;-38.13080360867914
1739209591.6530795;-38.13080360867914
1739209591.6530876;-38.13080360867914
1739209591.653096;-38.13080360867914
1739209591.653104;-38.13080360867914
1739209591.6531122;-38.13080360867914
1739209591.6531203;-45.120503652039325
1739209591.6531286;-45.120503652039325
1739209591.6531367;-33.981070128970906
1739209591.6531448;-38.13080360867914
1739209591.653153;-38.13080360867914
1739209591.6531613;-45.120503652039325
1739209591.6531694;-38.13080360867914
1739209591.6531775;-32.816014438256545
1739209591.6531856;-45.120503652039325
1739209591.6531937;-45.120503652039325
1739209591.653202;-28.58837851428586
1739209591.6532102;-35.57807855764607
1739209591.6532183;-38.13080360867914
1739209591.6532264;-45.120503652039325
1739209591.6532347;-38.13080360867914
1739209591.6532428;-38.13080360867914
1739209591.653251;-35.57807855764607
1739209591.653259;-45.120503652039325
1739209591.6532674;-33.981070128970906
1739209591.6532755;-45.120503652039325
1739209591.6532836;-38.13080360867914
1739209591.6532917;-38.13080360867914
1739209591.6532998;-38.13080360867914
1739209591.6533082;-45.120503652039325
1739209591.6533163;-45.120503652039325
1739209591.6533244;-45.120503652039325
1739209591.6533325;-38.13080360867914
1739209591.6533408;-38.13080360867914
1739209591.653349;-45.120503652039325
1739209591.653357;-45.120503652039325
1739209591.6533651;-45.120503652039325
1739209591.6533735;-32.816014438256545
1739209591.6533816;-38.13080360867914
1739209591.6533897;-38.13080360867914
1739209591.6533978;-33.981070128970906
1739209591.653406;-45.120503652039325
1739209591.6534142;-45.120503652039325
1739209591.6534224;-38.13080360867914
1739209591.6534305;-45.120503652039325
1739209591.6534386;-45.120503652039325
1739209591.653447;-45.120503652039325
1739209591.653455;-45.120503652039325
1739209591.6534631;-45.120503652039325
1739209591.6534712;-38.13080360867914
1739209591.6534796;-38.13080360867914
1739209591.6534877;-45.120503652039325
1739209591.6534958;-45.120503652039325
1739209591.653504;-35.57807855764607
1739209591.6535122;-38.13080360867914
1739209591.6535203;-45.120503652039325
1739209591.6535285;-38.13080360867914
1739209591.6535366;-45.120503652039325
1739209591.6535447;-38.13080360867914
1739209591.653553;-35.57807855764607
1739209591.653561;-35.57807855764607
1739209591.6535692;-45.120503652039325
1739209591.6535773;-38.13080360867914
1739209591.6535857;-45.120503652039325
1739209591.6535938;-45.120503652039325
1739209591.653602;-45.120503652039325
1739209591.65361;-45.120503652039325
1739209591.6536183;-45.120503652039325
1739209591.6536264;-38.13080360867914
1739209591.6536345;-38.13080360867914
1739209591.6536427;-38.13080360867914
1739209591.6536508;-38.13080360867914
1739209591.653659;-38.13080360867914
1739209591.6536672;-28.21854285175415
1739209591.6536753;-38.13080360867914
1739209591.6536834;-45.120503652039325
1739209591.6536918;-45.120503652039325
1739209591.6536999;-33.981070128970906
1739209591.653708;-38.13080360867914
1739209591.653716;-45.120503652039325
1739209591.6537244;-38.13080360867914
1739209591.6537325;-45.120503652039325
1739209591.6537406;-38.13080360867914
1739209591.6537488;-35.57807855764607
1739209591.6537569;-38.13080360867914
1739209591.6537652;-38.13080360867914
1739209591.6537733;-45.120503652039325
1739209591.6537814;-38.13080360867914
1739209591.6537895;-38.13080360867914
1739209591.6537979;-32.816014438256545
1739209591.653806;-35.57807855764607
1739209591.653814;-45.120503652039325
1739209591.6538222;-38.13080360867914
1739209591.6538305;-45.120503652039325
1739209591.6538386;-38.13080360867914
1739209591.6538467;-38.13080360867914
1739209591.6538548;-45.120503652039325
1739209591.6538632;-45.120503652039325
1739209591.6538713;-38.13080360867914
1739209591.6538794;-38.13080360867914
1739209591.6538875;-45.120503652039325
1739209591.6538956;-45.120503652039325
1739209591.653904;-45.120503652039325
1739209591.653912;-45.120503652039325
1739209591.6539202;-45.120503652039325
1739209591.6539283;-45.120503652039325
1739209591.6539366;-45.120503652039325
1739209591.6539447;-38.13080360867914
1739209591.6539528;-38.13080360867914
1739209591.653961;-31.141103565318893
1739209591.6539693;-38.13080360867914
1739209591.6539774;-45.120503652039325
1739209591.6539855;-45.120503652039325
1739209591.6539936;-33.981070128970906
1739209591.6540017;-35.57807855764607
1739209591.65401;-45.120503652039325
1739209591.6540182;-38.13080360867914
1739209591.6540263;-45.120503652039325
1739209591.6540344;-45.120503652039325
1739209591.6540427;-38.13080360867914
1739209591.6540508;-45.120503652039325
1739209591.654059;-45.120503652039325
1739209591.654067;-45.120503652039325
1739209591.6540754;-45.120503652039325
1739209591.6540835;-38.13080360867914
1739209591.6540916;-38.13080360867914
1739209591.6540997;-45.120503652039325
1739209591.6541078;-38.13080360867914
1739209591.6541162;-45.120503652039325
1739209591.6541243;-28.58837851428586
1739209591.6541324;-32.816014438256545
1739209591.6541405;-38.13080360867914
1739209591.6541488;-38.13080360867914
1739209591.654157;-45.120503652039325
1739209591.654165;-38.13080360867914
1739209591.6541731;-45.120503652039325
1739209591.6541815;-38.13080360867914
1739209591.6541896;-35.57807855764607
1739209591.6541977;-45.120503652039325
1739209591.6542058;-38.13080360867914
1739209591.654214;-38.13080360867914
1739209591.6542222;-38.13080360867914
1739209591.6542304;-45.120503652039325
1739209591.6542385;-38.13080360867914
1739209591.6542466;-38.13080360867914
1739209591.654255;-30.49652367304973
1739209591.654263;-31.141103565318915
1739209591.6542711;-45.120503652039325
1739209591.6542792;-45.120503652039325
1739209591.6542876;-33.981070128970906
1739209591.6542957;-38.13080360867914
1739209591.6543038;-45.120503652039325
1739209591.654312;-33.981070128970906
1739209591.6543202;-45.120503652039325
1739209591.6543283;-38.13080360867914
1739209591.6543365;-45.120503652039325
1739209591.6543446;-33.981070128970906
1739209591.6543527;-31.141103565318893
1739209591.654361;-45.120503652039325
1739209591.654369;-38.13080360867914
1739209591.6543772;-38.13080360867914
1739209591.6543853;-45.120503652039325
1739209591.6543937;-45.120503652039325
1739209591.6544018;-38.13080360867914
1739209591.65441;-38.13080360867914
1739209591.654418;-38.13080360867914
1739209591.6544263;-45.120503652039325
1739209591.6544344;-45.120503652039325
1739209591.6544425;-38.13080360867914
1739209591.6544507;-32.816014438256545
1739209591.6544588;-33.981070128970906
1739209591.654467;-35.57807855764607
1739209591.6544752;-38.13080360867914
1739209591.6544833;-38.13080360867914
1739209591.6544914;-38.13080360867914
1739209591.6544998;-45.120503652039325
1739209591.6545079;-33.981070128970906
1739209591.654516;-45.120503652039325
1739209591.654524;-38.13080360867914
1739209591.6545324;-38.13080360867914
1739209591.6545405;-38.13080360867914
1739209591.6545486;-35.57807855764607
1739209591.6545568;-38.13080360867914
1739209591.6545649;-45.120503652039325
1739209591.6545732;-35.57807855764607
1739209591.6545813;-38.13080360867914
1739209591.6545894;-45.120503652039325
1739209591.6545975;-45.120503652039325
1739209591.6546059;-38.13080360867914
1739209591.654614;-35.57807855764607
1739209591.654622;-45.120503652039325
1739209591.6546302;-45.120503652039325
1739209591.6546385;-38.13080360867914
1739209591.6546466;-38.13080360867914
1739209591.6546547;-38.13080360867914
1739209591.6546628;-45.120503652039325
1739209591.6546712;-45.120503652039325
1739209591.6546793;-45.120503652039325
1739209591.6546874;-38.13080360867914
1739209591.6546955;-35.57807855764607
1739209591.6547036;-38.13080360867914
1739209591.654712;-45.120503652039325
1739209591.65472;-35.57807855764607
1739209591.6547282;-35.57807855764607
1739209591.6547363;-38.13080360867914
1739209591.6547446;-35.57807855764607
1739209591.6547527;-33.981070128970906
1739209591.6547608;-45.120503652039325
1739209591.654769;-38.13080360867914
1739209591.6547773;-38.13080360867914
1739209591.6547854;-45.120503652039325
1739209591.6547935;-45.120503652039325
1739209591.6548016;-38.13080360867914
1739209591.6548097;-38.13080360867914
1739209591.654818;-45.120503652039325
1739209591.6548262;-38.13080360867914
1739209591.6548343;-38.13080360867914
1739209591.6548424;-45.120503652039325
1739209591.6548507;-33.981070128970906
1739209591.6548588;-32.816014438256545
1739209591.654867;-45.120503652039325
1739209591.654875;-45.120503652039325
1739209591.6548834;-38.13080360867914
1739209591.6548915;-35.57807855764607
1739209591.6548996;-45.120503652039325
1739209591.6549077;-45.120503652039325
1739209591.6549158;-45.120503652039325
1739209591.6549242;-45.120503652039325
1739209591.6549323;-38.13080360867914
1739209591.6549404;-38.13080360867914
1739209591.6549485;-38.13080360867914
1739209591.6549568;-45.120503652039325
1739209591.654965;-38.13080360867914
1739209591.654973;-33.981070128970906
1739209591.6549811;-35.57807855764607
1739209591.6549895;-38.13080360867914
1739209591.6549976;-38.13080360867914
1739209591.6550057;-35.57807855764607
1739209591.6550138;-35.57807855764607
1739209591.6550221;-38.13080360867914
1739209591.6550303;-45.120503652039325
1739209591.6550384;-35.57807855764607
1739209591.6550465;-38.13080360867914
1739209591.6550546;-38.13080360867914
1739209591.655063;-45.120503652039325
1739209591.655071;-45.120503652039325
1739209591.6550791;-45.120503652039325
1739209591.6550872;-38.13080360867914
1739209591.6550956;-38.13080360867914
1739209591.6551037;-45.120503652039325
1739209591.6551118;-45.120503652039325
1739209591.65512;-38.13080360867914
1739209591.6551282;-38.13080360867914
1739209591.6551363;-45.120503652039325
1739209591.6551445;-38.13080360867914
1739209591.6551526;-45.120503652039325
1739209591.6551607;-45.120503652039325
1739209591.655169;-38.13080360867914
1739209591.655177;-32.816014438256545
1739209591.6551852;-27.8777449560314
1739209591.6551933;-38.13080360867914
1739209591.6552017;-45.120503652039325
1739209591.6552098;-35.57807855764607
1739209591.655218;-45.120503652039325
1739209591.655226;-45.120503652039325
1739209591.6552343;-35.57807855764607
1739209591.6552424;-45.120503652039325
1739209591.6552505;-45.120503652039325
1739209591.6552587;-45.120503652039325
1739209591.6552668;-38.13080360867914
1739209591.655275;-45.120503652039325
1739209591.6552832;-45.120503652039325
1739209591.6552913;-38.13080360867914
1739209591.6552994;-45.120503652039325
1739209591.6553078;-38.13080360867914
1739209591.6553159;-35.57807855764607
1739209591.655324;-38.13080360867914
1739209591.655332;-45.120503652039325
1739209591.6553404;-33.981070128970906
1739209591.6553485;-32.816014438256545
1739209591.6553566;-38.13080360867914
1739209591.6553648;-35.57807855764607
1739209591.655373;-38.13080360867914
1739209591.6553812;-26.991370085610736
1739209591.6553893;-38.13080360867914
1739209591.6553974;-45.120503652039325
1739209591.6554055;-45.120503652039325
1739209591.6554139;-32.816014438256545
1739209591.655422;-38.13080360867914
1739209591.65543;-35.57807855764607
1739209591.6554382;-38.13080360867914
1739209591.6554465;-32.81601443825658
1739209591.6554546;-45.120503652039325
1739209591.6554627;-45.120503652039325
1739209591.6554708;-45.120503652039325
1739209591.6554792;-45.120503652039325
1739209591.6554873;-45.120503652039325
1739209591.6554954;-45.120503652039325
1739209591.6555035;-45.120503652039325
1739209591.6555116;-27.8777449560314
1739209591.65552;-35.57807855764607
1739209591.655528;-45.120503652039325
1739209591.6555362;-38.13080360867914
1739209591.6555443;-35.57807855764607
1739209591.6555526;-45.120503652039325
1739209591.6555607;-45.120503652039325
1739209591.6555688;-38.13080360867914
1739209591.655577;-38.13080360867914
1739209591.6555853;-45.120503652039325
1739209591.6555934;-32.816014438256545
1739209591.6556015;-45.120503652039325
1739209591.6556096;-45.120503652039325
1739209591.6556177;-45.120503652039325
1739209591.655626;-38.13080360867914
1739209591.6556342;-45.120503652039325
1739209591.6556423;-30.49652367304973
1739209591.6556504;-35.57807855764607
1739209591.6556587;-45.120503652039325
1739209591.6556668;-38.13080360867914
1739209591.655675;-32.816014438256545
1739209591.655683;-45.120503652039325
1739209591.6556914;-45.120503652039325
1739209591.6556995;-45.120503652039325
1739209591.6557076;-45.120503652039325
1739209591.6557157;-33.981070128970906
1739209591.6557238;-35.57807855764607
1739209591.6557322;-38.13080360867914
1739209591.6557403;-38.13080360867914
1739209591.6557484;-33.981070128970906
1739209591.6557565;-38.13080360867914
1739209591.6557648;-33.981070128970906
1739209591.655773;-38.13080360867914
1739209591.655781;-45.120503652039325
1739209591.6557891;-38.13080360867914
1739209591.6557975;-38.13080360867914
1739209591.6558056;-45.120503652039325
1739209591.6558137;-45.120503652039325
1739209591.6558218;-45.120503652039325
1739209591.6558301;-45.120503652039325
1739209591.6558383;-30.49652367304973
1739209591.6558464;-31.141103565318915
1739209591.6558545;-45.120503652039325
1739209591.6558626;-45.120503652039325
1739209591.655871;-38.13080360867914
1739209591.655879;-38.13080360867914
1739209591.6558871;-45.120503652039325
1739209591.6558952;-35.57807855764607
1739209591.6559036;-38.13080360867914
1739209591.6559117;-45.120503652039325
1739209591.6559198;-38.13080360867914
1739209591.655928;-38.13080360867914
1739209591.6559362;-45.120503652039325
1739209591.6559443;-45.120503652039325
1739209591.6559525;-38.13080360867914
1739209591.6559606;-45.120503652039325
1739209591.6559687;-45.120503652039325
1739209591.655977;-45.120503652039325
1739209591.655985;-38.13080360867914
1739209591.6559932;-38.13080360867914
1739209591.6560013;-38.13080360867914
1739209591.6560097;-45.120503652039325
1739209591.6560178;-45.120503652039325
1739209591.656026;-45.120503652039325
1739209591.656034;-45.120503652039325
1739209591.6560423;-38.13080360867914
1739209591.6560504;-45.120503652039325
1739209591.6560585;-38.13080360867914
1739209591.6560667;-35.57807855764607
1739209591.6560748;-33.981070128970906
1739209591.656083;-45.120503652039325
1739209591.6560912;-38.13080360867914
1739209591.6560993;-32.816014438256545
1739209591.6561074;-33.981070128970906
1739209591.6561158;-45.120503652039325
1739209591.6561239;-45.120503652039325
1739209591.656132;-45.120503652039325
1739209591.65614;-45.120503652039325
1739209591.6561484;-45.120503652039325
1739209591.6561565;-38.13080360867914
1739209591.6561646;-45.120503652039325
1739209591.6561728;-31.141103565318915
1739209591.656181;-31.141103565318915
1739209591.6561892;-45.120503652039325
1739209591.6561973;-45.120503652039325
1739209591.6562054;-38.13080360867914
1739209591.6562135;-38.13080360867914
1739209591.6562219;-45.120503652039325
1739209591.65623;-45.120503652039325
1739209591.656238;-38.13080360867914
1739209591.6562462;-45.120503652039325
1739209591.6562545;-45.120503652039325
1739209591.6562626;-45.120503652039325
1739209591.6562707;-45.120503652039325
1739209591.6562788;-45.120503652039325
1739209591.6562872;-38.13080360867914
1739209591.6562953;-38.13080360867914
1739209591.6563034;-45.120503652039325
1739209591.6563115;-45.120503652039325
1739209591.6563196;-45.120503652039325
1739209591.656328;-45.120503652039325
1739209591.656336;-38.13080360867914
1739209591.6563442;-38.13080360867914
1739209591.6563523;-35.57807855764607
1739209591.6563606;-38.13080360867914
1739209591.6563687;-33.981070128970906
1739209591.6563768;-38.13080360867914
1739209591.656385;-45.120503652039325
1739209591.6563933;-45.120503652039325
1739209591.6564014;-38.13080360867914
1739209591.6564095;-35.57807855764607
1739209591.6564176;-45.120503652039325
1739209591.6564257;-38.13080360867914
1739209591.656434;-45.120503652039325
1739209591.6564422;-38.13080360867914
1739209591.6564503;-45.120503652039325
1739209591.6564584;-45.120503652039325
1739209591.6564667;-45.120503652039325
1739209591.6564748;-45.120503652039325
1739209591.656483;-45.120503652039325
1739209591.656491;-38.13080360867914
1739209591.6564994;-30.49652367304973
1739209591.6565075;-28.992665084841942
1739209591.6565156;-38.13080360867914
1739209591.6565237;-35.57807855764607
1739209591.656532;-35.57807855764607
1739209591.6565402;-38.13080360867914
1739209591.6565483;-45.120503652039325
1739209591.6565564;-35.57807855764607
1739209591.6565645;-38.13080360867914
1739209591.6565728;-38.13080360867914
1739209591.656581;-38.13080360867914
1739209591.656589;-45.120503652039325
1739209591.6565971;-45.120503652039325
1739209591.6566055;-45.120503652039325
1739209591.6566136;-38.13080360867914
1739209591.6566217;-45.120503652039325
1739209591.6566298;-38.13080360867914
1739209591.6566381;-31.141103565318893
1739209591.6566463;-38.13080360867914
1739209591.6566544;-45.120503652039325
1739209591.6566625;-33.981070128970906
1739209591.6566706;-35.57807855764607
1739209591.656679;-38.13080360867914
1739209591.656687;-45.120503652039325
1739209591.6566951;-45.120503652039325
1739209591.6567032;-38.13080360867914
1739209591.6567116;-38.13080360867914
1739209591.6567197;-45.120503652039325
1739209591.6567278;-38.13080360867914
1739209591.656736;-35.57807855764607
1739209591.6567442;-45.120503652039325
1739209591.6567523;-32.816014438256545
1739209591.6567605;-45.120503652039325
1739209591.6567686;-38.13080360867914
1739209591.6567767;-38.13080360867914
1739209591.656785;-38.13080360867914
1739209591.656793;-45.120503652039325
1739209591.6568012;-45.120503652039325
1739209591.6568093;-45.120503652039325
1739209591.6568177;-38.13080360867914
1739209591.6568258;-35.57807855764607
1739209591.656834;-28.21854285175415
1739209591.656842;-38.13080360867914
1739209591.6568503;-45.120503652039325
1739209591.6568584;-38.13080360867914
1739209591.6568666;-32.816014438256545
1739209591.6568747;-45.120503652039325
1739209591.6568828;-45.120503652039325
1739209591.656891;-45.120503652039325
1739209591.6568992;-35.57807855764607
1739209591.6569073;-45.120503652039325
1739209591.6569154;-45.120503652039325
1739209591.6569238;-38.13080360867914
1739209591.6569319;-38.13080360867914
1739209591.65694;-38.13080360867914
1739209591.656948;-45.120503652039325
1739209591.6569564;-45.120503652039325
1739209591.6569645;-29.438486411369333
1739209591.6569726;-38.13080360867914
1739209591.6569808;-38.13080360867914
1739209591.656989;-33.981070128970906
1739209591.6569972;-45.120503652039325
1739209591.6570053;-38.13080360867914
1739209591.6570134;-35.57807855764607
