CAN Message; 0x98:0000641335ba00d9
Timestamp;Amplitude
1739209839.5917153;-45.120503652039325
1739209839.591722;-35.57807855764607
1739209839.5917284;-38.13080360867914
1739209839.5917351;-38.13080360867914
1739209839.5917416;-38.13080360867914
1739209839.591748;-38.13080360867914
1739209839.5917547;-38.13080360867914
1739209839.591761;-45.120503652039325
1739209839.5917678;-45.120503652039325
1739209839.5917742;-38.13080360867914
1739209839.5917807;-38.13080360867914
1739209839.5917873;-32.81601443825658
1739209839.5917938;-33.981070128970906
1739209839.5918005;-38.13080360867914
1739209839.591807;-38.13080360867914
1739209839.5918133;-45.120503652039325
1739209839.59182;-38.13080360867914
1739209839.5918264;-45.120503652039325
1739209839.591833;-32.816014438256545
1739209839.5918396;-28.58837851428586
1739209839.591846;-45.120503652039325
1739209839.5918527;-38.13080360867914
1739209839.591859;-38.13080360867914
1739209839.5918658;-38.13080360867914
1739209839.5918722;-38.13080360867914
1739209839.5918787;-38.13080360867914
1739209839.5918853;-45.120503652039325
1739209839.5918918;-38.13080360867914
1739209839.5918984;-38.13080360867914
1739209839.5919049;-45.120503652039325
1739209839.5919113;-45.120503652039325
1739209839.591918;-45.120503652039325
1739209839.5919244;-38.13080360867914
1739209839.591931;-45.120503652039325
1739209839.5919375;-38.13080360867914
1739209839.591944;-32.816014438256545
1739209839.5919507;-38.13080360867914
1739209839.591957;-33.981070128970906
1739209839.5919638;-45.120503652039325
1739209839.5919702;-45.120503652039325
1739209839.5919766;-35.57807855764607
1739209839.5919833;-38.13080360867914
1739209839.5919898;-45.120503652039325
1739209839.5919962;-38.13080360867914
1739209839.5920029;-38.13080360867914
1739209839.5920093;-45.120503652039325
1739209839.592016;-38.13080360867914
1739209839.5920224;-35.57807855764607
1739209839.5920289;-45.120503652039325
1739209839.5920355;-45.120503652039325
1739209839.592042;-33.981070128970906
1739209839.5920486;-45.120503652039325
1739209839.592055;-45.120503652039325
1739209839.5920615;-45.120503652039325
1739209839.5920682;-33.981070128970906
1739209839.5920746;-38.13080360867914
1739209839.5920813;-38.13080360867914
1739209839.5920877;-38.13080360867914
1739209839.5920942;-45.120503652039325
1739209839.5921009;-31.141103565318915
1739209839.5921073;-45.120503652039325
1739209839.592114;-38.13080360867914
1739209839.5921204;-35.57807855764607
1739209839.5921268;-35.57807855764607
1739209839.5921335;-45.120503652039325
1739209839.59214;-45.120503652039325
1739209839.5921466;-45.120503652039325
1739209839.592153;-38.13080360867914
1739209839.5921595;-38.13080360867914
1739209839.5921662;-38.13080360867914
1739209839.5921726;-38.13080360867914
1739209839.5921793;-33.981070128970906
1739209839.5921857;-38.13080360867914
1739209839.5921922;-45.120503652039325
1739209839.5921988;-45.120503652039325
1739209839.5922053;-45.120503652039325
1739209839.592212;-38.13080360867914
1739209839.5922184;-45.120503652039325
1739209839.5922248;-45.120503652039325
1739209839.5922315;-38.13080360867914
1739209839.592238;-45.120503652039325
1739209839.5922446;-35.57807855764607
1739209839.592251;-45.120503652039325
1739209839.5922575;-33.981070128970906
1739209839.5922642;-31.141103565318915
1739209839.5922706;-45.120503652039325
1739209839.5922773;-45.120503652039325
1739209839.5922837;-38.13080360867914
1739209839.5922902;-38.13080360867914
1739209839.5922968;-45.120503652039325
1739209839.5923033;-45.120503652039325
1739209839.59231;-38.13080360867914
1739209839.5923164;-38.13080360867914
1739209839.5923228;-45.120503652039325
1739209839.5923295;-45.120503652039325
1739209839.592336;-45.120503652039325
1739209839.5923426;-38.13080360867914
1739209839.592349;-45.120503652039325
1739209839.5923555;-45.120503652039325
1739209839.5923622;-38.13080360867914
1739209839.5923686;-45.120503652039325
1739209839.5923753;-45.120503652039325
1739209839.5923817;-38.13080360867914
1739209839.5923882;-38.13080360867914
1739209839.5923948;-45.120503652039325
1739209839.5924013;-38.13080360867914
1739209839.592408;-45.120503652039325
1739209839.5924144;-38.13080360867914
1739209839.5924208;-27.267205301931607
1739209839.5924275;-45.120503652039325
1739209839.592434;-45.120503652039325
1739209839.5924406;-38.13080360867914
1739209839.592447;-38.13080360867914
1739209839.5924535;-38.13080360867914
1739209839.5924602;-31.141103565318915
1739209839.5924666;-38.13080360867914
1739209839.5924733;-45.120503652039325
1739209839.5924797;-45.120503652039325
1739209839.5924861;-45.120503652039325
1739209839.5924928;-38.13080360867914
1739209839.5924993;-38.13080360867914
1739209839.5925057;-38.13080360867914
1739209839.5925124;-38.13080360867914
1739209839.5925188;-45.120503652039325
1739209839.5925255;-45.120503652039325
1739209839.592532;-38.13080360867914
1739209839.5925384;-35.57807855764607
1739209839.592545;-35.57807855764607
1739209839.5925515;-45.120503652039325
1739209839.5925581;-38.13080360867914
1739209839.5925646;-38.13080360867914
1739209839.592571;-38.13080360867914
1739209839.5925777;-28.58837851428586
1739209839.5925841;-38.13080360867914
1739209839.5925908;-35.57807855764607
1739209839.5925972;-35.57807855764607
1739209839.5926037;-38.13080360867914
1739209839.5926104;-45.120503652039325
1739209839.5926168;-32.816014438256545
1739209839.5926235;-38.13080360867914
1739209839.59263;-38.13080360867914
1739209839.5926363;-45.120503652039325
1739209839.592643;-38.13080360867914
1739209839.5926495;-38.13080360867914
1739209839.5926561;-45.120503652039325
1739209839.5926626;-38.13080360867914
1739209839.592669;-38.13080360867914
1739209839.5926757;-38.13080360867914
1739209839.5926821;-45.120503652039325
1739209839.5926888;-45.120503652039325
1739209839.5926952;-38.13080360867914
1739209839.5927017;-33.981070128970906
1739209839.5927083;-45.120503652039325
1739209839.5927148;-45.120503652039325
1739209839.5927215;-35.57807855764607
1739209839.592728;-35.57807855764607
1739209839.5927343;-35.57807855764607
1739209839.592741;-45.120503652039325
1739209839.5927474;-38.13080360867914
1739209839.5927541;-38.13080360867914
1739209839.5927606;-38.13080360867914
1739209839.592767;-45.120503652039325
1739209839.5927737;-45.120503652039325
1739209839.59278;-38.13080360867914
1739209839.5927868;-45.120503652039325
1739209839.5927932;-45.120503652039325
1739209839.5927997;-45.120503652039325
1739209839.5928063;-45.120503652039325
1739209839.5928128;-38.13080360867914
1739209839.5928195;-33.981070128970906
1739209839.592826;-45.120503652039325
1739209839.5928323;-45.120503652039325
1739209839.592839;-35.57807855764607
1739209839.5928454;-45.120503652039325
1739209839.592852;-45.120503652039325
1739209839.5928586;-38.13080360867914
1739209839.592865;-33.981070128970906
1739209839.5928717;-38.13080360867914
1739209839.592878;-38.13080360867914
1739209839.5928848;-45.120503652039325
1739209839.5928912;-45.120503652039325
1739209839.5928977;-45.120503652039325
1739209839.5929043;-45.120503652039325
1739209839.5929108;-45.120503652039325
1739209839.5929174;-35.57807855764607
1739209839.5929239;-38.13080360867914
1739209839.5929303;-38.13080360867914
1739209839.592937;-38.13080360867914
1739209839.5929434;-35.57807855764607
1739209839.59295;-35.57807855764607
1739209839.5929565;-45.120503652039325
1739209839.592963;-38.13080360867914
1739209839.5929697;-45.120503652039325
1739209839.592976;-45.120503652039325
1739209839.5929828;-38.13080360867914
1739209839.5929892;-38.13080360867914
1739209839.5929956;-45.120503652039325
1739209839.5930023;-38.13080360867914
1739209839.5930088;-38.13080360867914
1739209839.5930152;-38.13080360867914
1739209839.5930219;-35.57807855764607
1739209839.5930283;-38.13080360867914
1739209839.593035;-38.13080360867914
1739209839.5930414;-33.981070128970906
1739209839.5930479;-45.120503652039325
1739209839.5930545;-31.141103565318915
1739209839.593061;-45.120503652039325
1739209839.5930676;-45.120503652039325
1739209839.593074;-45.120503652039325
1739209839.5930805;-38.13080360867914
1739209839.5930872;-45.120503652039325
1739209839.5930936;-45.120503652039325
1739209839.5931003;-45.120503652039325
1739209839.5931067;-45.120503652039325
1739209839.5931132;-45.120503652039325
1739209839.5931199;-38.13080360867914
1739209839.5931263;-38.13080360867914
1739209839.593133;-45.120503652039325
1739209839.5931394;-45.120503652039325
1739209839.5931458;-45.120503652039325
1739209839.5931525;-38.13080360867914
1739209839.593159;-45.120503652039325
1739209839.5931656;-38.13080360867914
1739209839.593172;-35.57807855764607
1739209839.5931785;-45.120503652039325
1739209839.5931852;-38.13080360867914
1739209839.5931916;-38.13080360867914
1739209839.5931983;-45.120503652039325
1739209839.5932047;-35.57807855764607
1739209839.5932112;-28.992665084841942
1739209839.5932178;-38.13080360867914
1739209839.5932243;-45.120503652039325
1739209839.593231;-38.13080360867914
1739209839.5932374;-45.120503652039325
1739209839.5932438;-38.13080360867914
1739209839.5932505;-45.120503652039325
1739209839.593257;-38.13080360867914
1739209839.5932636;-32.816014438256545
1739209839.59327;-38.13080360867914
1739209839.5932765;-38.13080360867914
1739209839.5932832;-38.13080360867914
1739209839.5932896;-38.13080360867914
1739209839.5932963;-45.120503652039325
1739209839.5933027;-33.981070128970906
1739209839.5933092;-45.120503652039325
1739209839.5933158;-31.141103565318915
1739209839.5933223;-38.13080360867914
1739209839.593329;-45.120503652039325
1739209839.5933354;-38.13080360867914
1739209839.5933418;-45.120503652039325
1739209839.5933485;-35.57807855764607
1739209839.593355;-38.13080360867914
1739209839.5933616;-45.120503652039325
1739209839.593368;-31.141103565318915
1739209839.5933745;-33.981070128970906
1739209839.5933812;-38.13080360867914
1739209839.5933876;-45.120503652039325
1739209839.5933943;-38.13080360867914
1739209839.5934007;-33.981070128970906
1739209839.5934072;-38.13080360867914
1739209839.5934138;-45.120503652039325
1739209839.5934203;-45.120503652039325
1739209839.593427;-38.13080360867914
1739209839.5934334;-38.13080360867914
1739209839.5934398;-45.120503652039325
1739209839.5934465;-45.120503652039325
1739209839.593453;-45.120503652039325
1739209839.5934596;-45.120503652039325
1739209839.593466;-45.120503652039325
1739209839.5934725;-45.120503652039325
1739209839.5934792;-38.13080360867914
1739209839.5934856;-38.13080360867914
1739209839.5934923;-45.120503652039325
1739209839.5934987;-45.120503652039325
1739209839.5935051;-45.120503652039325
1739209839.5935118;-38.13080360867914
1739209839.5935183;-45.120503652039325
1739209839.5935247;-33.981070128970906
1739209839.5935314;-31.141103565318915
1739209839.5935378;-38.13080360867914
1739209839.5935445;-38.13080360867914
1739209839.593551;-45.120503652039325
1739209839.5935574;-45.120503652039325
1739209839.593564;-33.981070128970906
1739209839.5935705;-45.120503652039325
1739209839.5935771;-38.13080360867914
1739209839.5935836;-32.816014438256545
1739209839.59359;-38.13080360867914
1739209839.5935967;-38.13080360867914
1739209839.5936031;-45.120503652039325
1739209839.5936098;-33.981070128970906
1739209839.5936162;-38.13080360867914
1739209839.5936227;-45.120503652039325
1739209839.5936294;-33.981070128970906
1739209839.5936358;-31.141103565318915
1739209839.5936425;-45.120503652039325
1739209839.593649;-45.120503652039325
1739209839.5936553;-38.13080360867914
1739209839.593662;-45.120503652039325
1739209839.5936685;-45.120503652039325
1739209839.5936751;-45.120503652039325
1739209839.5936816;-45.120503652039325
1739209839.593688;-45.120503652039325
1739209839.5936947;-45.120503652039325
1739209839.5937011;-45.120503652039325
1739209839.5937078;-45.120503652039325
1739209839.5937142;-38.13080360867914
1739209839.5937207;-45.120503652039325
1739209839.5937274;-45.120503652039325
1739209839.5937338;-45.120503652039325
1739209839.5937405;-38.13080360867914
1739209839.593747;-35.57807855764607
1739209839.5937533;-45.120503652039325
1739209839.59376;-45.120503652039325
1739209839.5937665;-45.120503652039325
1739209839.5937731;-45.120503652039325
1739209839.5937796;-45.120503652039325
1739209839.593786;-38.13080360867914
1739209839.5937927;-33.981070128970906
1739209839.593799;-45.120503652039325
1739209839.5938058;-38.13080360867914
1739209839.5938122;-38.13080360867914
1739209839.5938187;-38.13080360867914
1739209839.5938253;-45.120503652039325
1739209839.5938318;-38.13080360867914
1739209839.5938385;-45.120503652039325
1739209839.593845;-45.120503652039325
1739209839.5938513;-35.57807855764607
1739209839.593858;-32.816014438256545
1739209839.5938644;-45.120503652039325
1739209839.593871;-33.981070128970906
1739209839.5938776;-30.49652367304973
1739209839.593884;-38.13080360867914
1739209839.5938907;-45.120503652039325
1739209839.593897;-33.981070128970906
1739209839.5939038;-45.120503652039325
1739209839.5939102;-45.120503652039325
1739209839.5939167;-45.120503652039325
1739209839.5939233;-45.120503652039325
1739209839.5939298;-45.120503652039325
1739209839.5939364;-45.120503652039325
1739209839.5939429;-45.120503652039325
1739209839.5939493;-45.120503652039325
1739209839.593956;-38.13080360867914
1739209839.5939624;-38.13080360867914
1739209839.593969;-45.120503652039325
1739209839.5939755;-32.816014438256545
1739209839.593982;-38.13080360867914
1739209839.5939887;-45.120503652039325
1739209839.593995;-45.120503652039325
1739209839.5940018;-35.57807855764607
1739209839.5940082;-32.816014438256545
1739209839.5940146;-45.120503652039325
1739209839.5940213;-45.120503652039325
1739209839.5940278;-45.120503652039325
1739209839.5940342;-33.981070128970906
1739209839.5940409;-45.120503652039325
1739209839.5940473;-38.13080360867914
1739209839.594054;-38.13080360867914
1739209839.5940604;-45.120503652039325
1739209839.5940669;-45.120503652039325
1739209839.5940735;-45.120503652039325
1739209839.59408;-45.120503652039325
1739209839.5940866;-45.120503652039325
1739209839.594093;-38.13080360867914
1739209839.5940995;-38.13080360867914
1739209839.5941062;-38.13080360867914
1739209839.5941126;-38.13080360867914
1739209839.5941193;-38.13080360867914
1739209839.5941257;-45.120503652039325
1739209839.5941322;-38.13080360867914
1739209839.5941389;-35.57807855764607
1739209839.5941453;-45.120503652039325
1739209839.594152;-38.13080360867914
1739209839.5941584;-38.13080360867914
1739209839.5941648;-35.57807855764607
1739209839.5941715;-38.13080360867914
1739209839.594178;-45.120503652039325
1739209839.5941846;-45.120503652039325
1739209839.594191;-45.120503652039325
1739209839.5941975;-45.120503652039325
1739209839.5942042;-38.13080360867914
1739209839.5942106;-45.120503652039325
1739209839.5942173;-31.141103565318943
1739209839.5942237;-38.13080360867914
1739209839.5942302;-38.13080360867914
1739209839.5942369;-38.13080360867914
1739209839.5942433;-45.120503652039325
1739209839.59425;-45.120503652039325
1739209839.5942564;-45.120503652039325
1739209839.5942628;-35.57807855764607
1739209839.5942695;-28.992665084841942
1739209839.594276;-45.120503652039325
1739209839.5942826;-45.120503652039325
1739209839.594289;-35.57807855764607
1739209839.5942955;-35.57807855764607
1739209839.5943022;-45.120503652039325
1739209839.5943086;-45.120503652039325
1739209839.5943153;-45.120503652039325
1739209839.5943217;-45.120503652039325
