CAN Message; 0x1a7:000070828ac31e68
Timestamp;Amplitude
1739209892.0791404;-31.141103565318915
1739209892.079148;-31.141103565318943
1739209892.079156;-31.14110356531892
1739209892.0791636;-31.141103565318915
1739209892.0791714;-22.448786368009163
1739209892.079179;-31.14110356531892
1739209892.079187;-35.57807855764607
1739209892.0791945;-45.120503652039325
1739209892.0792024;-35.57807855764607
1739209892.07921;-38.13080360867914
1739209892.079218;-45.120503652039325
1739209892.0792255;-45.120503652039325
1739209892.0792334;-32.816014438256545
1739209892.0792413;-45.120503652039325
1739209892.079249;-45.120503652039325
1739209892.0792568;-45.120503652039325
1739209892.0792644;-45.120503652039325
1739209892.0792723;-45.120503652039325
1739209892.07928;-38.13080360867914
1739209892.0792878;-45.120503652039325
1739209892.0792954;-35.57807855764607
1739209892.0793033;-38.13080360867914
1739209892.079311;-45.120503652039325
1739209892.0793188;-45.120503652039325
1739209892.0793264;-38.13080360867914
1739209892.0793343;-38.13080360867914
1739209892.0793421;-45.120503652039325
1739209892.0793498;-38.13080360867914
1739209892.0793576;-35.57807855764607
1739209892.0793653;-38.13080360867914
1739209892.0793731;-45.120503652039325
1739209892.0793808;-45.120503652039325
1739209892.0793886;-35.57807855764607
1739209892.0793962;-35.57807855764607
1739209892.079404;-38.13080360867914
1739209892.0794117;-45.120503652039325
1739209892.0794196;-45.120503652039325
1739209892.0794272;-38.13080360867914
1739209892.079435;-33.981070128970906
1739209892.0794427;-35.57807855764607
1739209892.0794506;-38.13080360867914
1739209892.0794585;-38.13080360867914
1739209892.079466;-45.120503652039325
1739209892.079474;-38.13080360867914
1739209892.0794816;-38.13080360867914
1739209892.0794895;-38.13080360867914
1739209892.079497;-45.120503652039325
1739209892.079505;-45.120503652039325
1739209892.0795126;-45.120503652039325
1739209892.0795205;-45.120503652039325
1739209892.079528;-45.120503652039325
1739209892.079536;-45.120503652039325
1739209892.0795436;-35.57807855764607
1739209892.0795515;-45.120503652039325
1739209892.0795593;-38.13080360867914
1739209892.079567;-45.120503652039325
1739209892.0795748;-38.13080360867914
1739209892.0795825;-38.13080360867914
1739209892.0795903;-38.13080360867914
1739209892.079598;-38.13080360867914
1739209892.0796058;-38.13080360867914
1739209892.0796134;-38.13080360867914
1739209892.0796213;-38.13080360867914
1739209892.079629;-33.981070128970906
1739209892.0796368;-38.13080360867914
1739209892.0796444;-45.120503652039325
1739209892.0796523;-45.120503652039325
1739209892.07966;-35.57807855764607
1739209892.0796678;-38.13080360867914
1739209892.0796757;-45.120503652039325
1739209892.0796833;-45.120503652039325
1739209892.0796912;-38.13080360867914
1739209892.0796988;-45.120503652039325
1739209892.0797067;-45.120503652039325
1739209892.0797143;-45.120503652039325
1739209892.0797222;-38.13080360867914
1739209892.0797298;-38.13080360867914
1739209892.0797377;-45.120503652039325
1739209892.0797453;-28.58837851428586
1739209892.0797532;-28.58837851428586
1739209892.0797608;-45.120503652039325
1739209892.0797687;-45.120503652039325
1739209892.0797765;-38.13080360867914
1739209892.0797842;-38.13080360867914
1739209892.079792;-45.120503652039325
1739209892.0797997;-38.13080360867914
1739209892.0798075;-45.120503652039325
1739209892.0798151;-38.13080360867914
1739209892.079823;-45.120503652039325
1739209892.0798306;-45.120503652039325
1739209892.0798385;-45.120503652039325
1739209892.0798461;-45.120503652039325
1739209892.079854;-31.141103565318915
1739209892.0798616;-27.267205301931607
1739209892.0798695;-45.120503652039325
1739209892.0798771;-32.81601443825658
1739209892.079885;-25.077289914212862
1739209892.0798929;-33.981070128970906
1739209892.0799005;-23.273589343863303
1739209892.0799084;-25.826314394896357
1739209892.079916;-25.077289914212862
1739209892.0799239;-25.826314394896357
1739209892.0799315;-29.438486411369333
1739209892.0799394;-22.264930561961563
1739209892.079947;-45.120503652039325
1739209892.0799549;-38.13080360867914
1739209892.0799625;-31.141103565318893
1739209892.0799704;-32.816014438256545
1739209892.079978;-27.267205301931607
1739209892.0799859;-45.120503652039325
1739209892.0799937;-45.120503652039325
1739209892.0800014;-45.120503652039325
1739209892.0800092;-32.816014438256545
1739209892.0800169;-33.981070128970906
1739209892.0800247;-23.75329798047522
1739209892.0800323;-38.13080360867914
1739209892.0800402;-32.816014438256545
1739209892.0800478;-33.981070128970906
1739209892.0800557;-25.07728991421287
1739209892.0800633;-30.49652367304976
1739209892.0800712;-38.13080360867914
1739209892.0800788;-38.13080360867914
1739209892.0800867;-38.13080360867914
1739209892.0800946;-45.120503652039325
1739209892.0801022;-28.21854285175415
1739209892.08011;-30.49652367304973
1739209892.0801177;-32.81601443825658
1739209892.0801256;-27.267205301931607
1739209892.0801332;-45.120503652039325
1739209892.080141;-32.816014438256545
1739209892.0801487;-23.50682362968953
1739209892.0801566;-28.218542851754165
1739209892.0801642;-32.816014438256545
1739209892.080172;-32.816014438256545
1739209892.0801797;-24.589719217205094
1739209892.0801876;-45.120503652039325
1739209892.0801952;-45.120503652039325
1739209892.080203;-28.218542851754165
1739209892.080211;-30.49652367304973
1739209892.0802186;-45.120503652039325
1739209892.0802264;-33.981070128970956
1739209892.080234;-45.120503652039325
1739209892.080242;-33.981070128970956
1739209892.0802495;-22.54371790334745
1739209892.0802574;-38.13080360867914
1739209892.080265;-33.981070128970906
1739209892.080273;-24.746238672633048
1739209892.0802805;-31.141103565318915
1739209892.0802884;-45.120503652039325
1739209892.080296;-26.487275050834725
1739209892.080304;-38.13080360867914
1739209892.0803118;-31.141103565318915
1739209892.0803194;-33.981070128970906
1739209892.0803273;-31.14110356531892
1739209892.080335;-45.120503652039325
1739209892.0803428;-33.981070128970906
1739209892.0803504;-32.816014438256545
1739209892.0803583;-33.981070128970956
1739209892.080366;-35.57807855764607
1739209892.0803738;-32.816014438256545
1739209892.0803814;-23.38864096791655
1739209892.0803893;-38.13080360867914
1739209892.080397;-45.120503652039325
1739209892.0804048;-32.816014438256545
1739209892.0804124;-38.13080360867914
1739209892.0804203;-38.13080360867914
1739209892.0804281;-32.81601443825658
1739209892.0804358;-38.13080360867914
1739209892.0804436;-35.57807855764607
1739209892.0804513;-45.120503652039325
1739209892.080459;-45.120503652039325
1739209892.0804667;-29.438486411369347
1739209892.0804746;-28.992665084841967
1739209892.0804822;-25.826314394896364
1739209892.08049;-24.746238672633048
1739209892.0804977;-23.16150712794696
1739209892.0805056;-45.120503652039325
1739209892.0805132;-27.877744956031417
1739209892.080521;-24.151403521958727
1739209892.080529;-35.57807855764607
1739209892.0805366;-33.981070128970956
1739209892.0805445;-25.826314394896357
1739209892.080552;-31.141103565318943
1739209892.08056;-33.981070128970956
1739209892.0805676;-26.035653463252796
1739209892.0805755;-33.981070128970906
1739209892.080583;-32.816014438256545
1739209892.080591;-27.8777449560314
1739209892.0805986;-38.13080360867914
1739209892.0806065;-27.877744956031414
1739209892.080614;-32.816014438256545
1739209892.080622;-24.15140352195873
1739209892.0806298;-31.141103565318893
1739209892.0806375;-32.816014438256545
1739209892.0806453;-25.077289914212862
1739209892.080653;-28.992665084841942
1739209892.0806608;-26.991370085610722
1739209892.0806684;-22.54371790334745
1739209892.0806763;-29.438486411369333
1739209892.080684;-24.74623867263306
1739209892.0806918;-33.981070128970956
1739209892.0806994;-33.981070128970906
1739209892.0807073;-35.57807855764607
1739209892.080715;-38.13080360867914
1739209892.0807228;-33.981070128970906
1739209892.0807304;-31.141103565318915
1739209892.0807383;-27.8777449560314
1739209892.0807462;-33.981070128970906
1739209892.0807538;-45.120503652039325
1739209892.0807617;-45.120503652039325
1739209892.0807693;-30.49652367304973
1739209892.0807772;-33.981070128970906
1739209892.0807848;-26.035653463252796
1739209892.0807927;-28.58837851428586
1739209892.0808003;-31.141103565318915
1739209892.0808082;-29.438486411369333
1739209892.0808158;-27.267205301931607
1739209892.0808237;-26.487275050834715
1739209892.0808313;-33.981070128970906
1739209892.0808392;-45.120503652039325
1739209892.080847;-45.120503652039325
1739209892.0808547;-31.141103565318943
1739209892.0808625;-26.991370085610736
1739209892.0808702;-32.816014438256545
1739209892.080878;-22.448786368009163
1739209892.0808856;-33.981070128970906
1739209892.0808935;-45.120503652039325
1739209892.0809011;-28.992665084841942
1739209892.080909;-24.15140352195873
1739209892.0809166;-25.62660358559016
1739209892.0809245;-26.487275050834715
1739209892.0809321;-45.120503652039325
1739209892.08094;-22.175841390423358
1739209892.0809476;-30.49652367304973
1739209892.0809555;-45.120503652039325
1739209892.0809634;-33.981070128970906
1739209892.080971;-32.816014438256545
1739209892.0809789;-35.57807855764607
1739209892.0809865;-45.120503652039325
1739209892.0809944;-38.13080360867914
1739209892.081002;-45.120503652039325
1739209892.0810099;-45.120503652039325
1739209892.0810175;-35.57807855764607
1739209892.0810254;-35.57807855764607
1739209892.081033;-35.57807855764607
1739209892.0810409;-38.13080360867914
1739209892.0810485;-45.120503652039325
1739209892.0810564;-45.120503652039325
1739209892.0810642;-38.13080360867914
1739209892.0810719;-38.13080360867914
1739209892.0810797;-45.120503652039325
1739209892.0810874;-38.13080360867914
1739209892.0810952;-38.13080360867914
1739209892.0811028;-38.13080360867914
1739209892.0811107;-45.120503652039325
1739209892.0811183;-45.120503652039325
1739209892.0811262;-32.816014438256545
1739209892.0811338;-35.57807855764607
1739209892.0811417;-45.120503652039325
1739209892.0811493;-45.120503652039325
1739209892.0811572;-31.141103565318893
1739209892.0811648;-38.13080360867914
1739209892.0811727;-45.120503652039325
1739209892.0811806;-45.120503652039325
1739209892.0811882;-38.13080360867914
1739209892.081196;-45.120503652039325
1739209892.0812037;-45.120503652039325
1739209892.0812116;-38.13080360867914
1739209892.0812192;-35.57807855764607
1739209892.081227;-33.981070128970906
1739209892.0812347;-45.120503652039325
1739209892.0812426;-38.13080360867914
1739209892.0812502;-31.141103565318893
1739209892.081258;-35.57807855764607
1739209892.0812657;-45.120503652039325
1739209892.0812736;-38.13080360867914
1739209892.0812814;-38.13080360867914
1739209892.081289;-45.120503652039325
1739209892.081297;-45.120503652039325
1739209892.0813046;-45.120503652039325
1739209892.0813124;-38.13080360867914
1739209892.08132;-38.13080360867914
1739209892.081328;-45.120503652039325
1739209892.0813355;-45.120503652039325
1739209892.0813434;-38.13080360867914
1739209892.081351;-35.57807855764607
1739209892.081359;-45.120503652039325
1739209892.0813665;-45.120503652039325
1739209892.0813744;-32.816014438256545
1739209892.0813823;-31.141103565318915
1739209892.08139;-45.120503652039325
1739209892.0813978;-45.120503652039325
1739209892.0814054;-45.120503652039325
1739209892.0814133;-38.13080360867914
1739209892.081421;-45.120503652039325
1739209892.0814288;-38.13080360867914
1739209892.0814364;-45.120503652039325
1739209892.0814443;-38.13080360867914
1739209892.081452;-38.13080360867914
1739209892.0814598;-38.13080360867914
1739209892.0814674;-45.120503652039325
1739209892.0814753;-45.120503652039325
1739209892.081483;-38.13080360867914
1739209892.0814908;-38.13080360867914
1739209892.0814986;-45.120503652039325
1739209892.0815063;-30.49652367304973
1739209892.0815141;-38.13080360867914
1739209892.0815217;-45.120503652039325
1739209892.0815296;-38.13080360867914
1739209892.0815372;-38.13080360867914
1739209892.081545;-38.13080360867914
1739209892.0815527;-45.120503652039325
1739209892.0815606;-45.120503652039325
1739209892.0815682;-33.981070128970906
1739209892.081576;-45.120503652039325
1739209892.0815837;-45.120503652039325
1739209892.0815916;-38.13080360867914
1739209892.0815995;-38.13080360867914
1739209892.081607;-38.13080360867914
1739209892.081615;-38.13080360867914
1739209892.0816226;-45.120503652039325
1739209892.0816305;-38.13080360867914
1739209892.081638;-38.13080360867914
1739209892.081646;-45.120503652039325
1739209892.0816536;-45.120503652039325
1739209892.0816615;-38.13080360867914
1739209892.081669;-38.13080360867914
1739209892.081677;-45.120503652039325
1739209892.0816846;-45.120503652039325
1739209892.0816925;-38.13080360867914
1739209892.0817;-35.57807855764607
1739209892.081708;-38.13080360867914
1739209892.0817158;-38.13080360867914
1739209892.0817235;-32.816014438256545
1739209892.0817313;-33.981070128970906
1739209892.081739;-33.981070128970906
1739209892.0817468;-38.13080360867914
1739209892.0817544;-33.981070128970906
1739209892.0817623;-33.981070128970906
1739209892.08177;-38.13080360867914
1739209892.0817778;-45.120503652039325
1739209892.0817854;-38.13080360867914
1739209892.0817933;-33.981070128970906
1739209892.081801;-45.120503652039325
1739209892.0818088;-45.120503652039325
1739209892.0818167;-31.141103565318915
1739209892.0818243;-31.141103565318915
1739209892.0818322;-38.13080360867914
1739209892.0818398;-38.13080360867914
1739209892.0818477;-38.13080360867914
1739209892.0818553;-45.120503652039325
1739209892.0818632;-33.981070128970906
1739209892.0818708;-45.120503652039325
1739209892.0818787;-38.13080360867914
1739209892.0818863;-38.13080360867914
1739209892.0818942;-45.120503652039325
1739209892.0819018;-45.120503652039325
1739209892.0819097;-38.13080360867914
1739209892.0819173;-33.981070128970906
1739209892.0819252;-38.13080360867914
1739209892.081933;-33.981070128970906
1739209892.0819407;-45.120503652039325
1739209892.0819485;-45.120503652039325
1739209892.0819561;-45.120503652039325
1739209892.081964;-45.120503652039325
1739209892.0819716;-45.120503652039325
1739209892.0819795;-30.49652367304973
1739209892.0819871;-35.57807855764607
1739209892.081995;-45.120503652039325
1739209892.0820026;-38.13080360867914
1739209892.0820105;-32.816014438256545
1739209892.0820181;-38.13080360867914
1739209892.082026;-45.120503652039325
1739209892.0820339;-38.13080360867914
1739209892.0820415;-45.120503652039325
1739209892.0820494;-45.120503652039325
1739209892.082057;-45.120503652039325
1739209892.0820649;-45.120503652039325
1739209892.0820725;-45.120503652039325
1739209892.0820804;-45.120503652039325
1739209892.082088;-45.120503652039325
1739209892.0820959;-45.120503652039325
1739209892.0821035;-32.816014438256545
1739209892.0821114;-38.13080360867914
1739209892.082119;-45.120503652039325
1739209892.0821269;-38.13080360867914
1739209892.0821347;-35.57807855764607
1739209892.0821424;-38.13080360867914
1739209892.0821502;-45.120503652039325
1739209892.0821579;-45.120503652039325
1739209892.0821657;-38.13080360867914
1739209892.0821733;-33.981070128970906
1739209892.0821812;-45.120503652039325
1739209892.0821888;-38.13080360867914
1739209892.0821967;-38.13080360867914
1739209892.0822043;-45.120503652039325
1739209892.0822122;-45.120503652039325
1739209892.0822198;-38.13080360867914
1739209892.0822277;-35.57807855764607
1739209892.0822353;-45.120503652039325
1739209892.0822432;-45.120503652039325
1739209892.082251;-45.120503652039325
1739209892.0822587;-30.49652367304973
1739209892.0822666;-32.816014438256545
1739209892.0822742;-45.120503652039325
1739209892.082282;-38.13080360867914
1739209892.0822897;-38.13080360867914
1739209892.0822976;-35.57807855764607
1739209892.0823052;-38.13080360867914
1739209892.082313;-38.13080360867914
1739209892.0823207;-45.120503652039325
1739209892.0823286;-45.120503652039325
1739209892.0823362;-45.120503652039325
1739209892.082344;-38.13080360867914
1739209892.082352;-45.120503652039325
1739209892.0823596;-38.13080360867914
1739209892.0823674;-38.13080360867914
1739209892.082375;-38.13080360867914
1739209892.082383;-45.120503652039325
1739209892.0823905;-38.13080360867914
1739209892.0823984;-35.57807855764607
1739209892.082406;-45.120503652039325
1739209892.082414;-45.120503652039325
1739209892.0824215;-38.13080360867914
1739209892.0824294;-38.13080360867914
1739209892.082437;-45.120503652039325
1739209892.082445;-30.49652367304973
1739209892.0824525;-30.49652367304973
1739209892.0824604;-35.57807855764607
1739209892.0824683;-38.13080360867914
1739209892.082476;-35.57807855764607
1739209892.0824838;-35.57807855764607
1739209892.0824914;-45.120503652039325
1739209892.0824993;-33.981070128970906
1739209892.082507;-38.13080360867914
1739209892.0825148;-45.120503652039325
1739209892.0825224;-38.13080360867914
1739209892.0825303;-45.120503652039325
1739209892.082538;-45.120503652039325
1739209892.0825458;-38.13080360867914
1739209892.0825534;-38.13080360867914
1739209892.0825613;-45.120503652039325
1739209892.0825691;-45.120503652039325
1739209892.0825768;-45.120503652039325
1739209892.0825846;-38.13080360867914
1739209892.0825922;-38.13080360867914
1739209892.0826;-38.13080360867914
1739209892.0826077;-45.120503652039325
1739209892.0826156;-45.120503652039325
1739209892.0826232;-38.13080360867914
1739209892.082631;-38.13080360867914
1739209892.0826387;-31.141103565318915
1739209892.0826466;-45.120503652039325
1739209892.0826542;-38.13080360867914
1739209892.082662;-38.13080360867914
1739209892.08267;-32.816014438256545
1739209892.0826776;-38.13080360867914
1739209892.0826855;-38.13080360867914
1739209892.082693;-33.981070128970906
1739209892.082701;-38.13080360867914
1739209892.0827086;-45.120503652039325
1739209892.0827165;-38.13080360867914
1739209892.082724;-38.13080360867914
1739209892.082732;-45.120503652039325
1739209892.0827396;-38.13080360867914
