CAN Message; 0x1a7:000070828ac31e68
Timestamp;Amplitude
1739209892.0766659;-38.13080360867914
1739209892.0766735;-29.438486411369333
1739209892.0766814;-35.57807855764607
1739209892.076689;-45.120503652039325
1739209892.0766969;-38.13080360867914
1739209892.0767045;-38.13080360867914
1739209892.0767124;-38.13080360867914
1739209892.07672;-45.120503652039325
1739209892.0767279;-33.981070128970906
1739209892.0767355;-38.13080360867914
1739209892.0767434;-45.120503652039325
1739209892.076751;-38.13080360867914
1739209892.0767589;-38.13080360867914
1739209892.0767667;-45.120503652039325
1739209892.0767744;-45.120503652039325
1739209892.0767822;-35.57807855764607
1739209892.0767899;-38.13080360867914
1739209892.0767977;-45.120503652039325
1739209892.0768054;-45.120503652039325
1739209892.0768132;-35.57807855764607
1739209892.0768209;-35.57807855764607
1739209892.0768287;-45.120503652039325
1739209892.0768363;-45.120503652039325
1739209892.0768442;-38.13080360867914
1739209892.0768518;-45.120503652039325
1739209892.0768597;-27.8777449560314
1739209892.0768673;-30.49652367304973
1739209892.0768752;-45.120503652039325
1739209892.076883;-38.13080360867914
1739209892.0768907;-38.13080360867914
1739209892.0768986;-33.981070128970906
1739209892.0769062;-45.120503652039325
1739209892.076914;-38.13080360867914
1739209892.0769217;-45.120503652039325
1739209892.0769296;-38.13080360867914
1739209892.0769372;-38.13080360867914
1739209892.076945;-38.13080360867914
1739209892.0769527;-45.120503652039325
1739209892.0769606;-45.120503652039325
1739209892.0769682;-45.120503652039325
1739209892.076976;-38.13080360867914
1739209892.076984;-29.438486411369333
1739209892.0769916;-28.992665084841942
1739209892.0769994;-45.120503652039325
1739209892.077007;-45.120503652039325
1739209892.077015;-35.57807855764607
1739209892.0770226;-38.13080360867914
1739209892.0770304;-45.120503652039325
1739209892.077038;-45.120503652039325
1739209892.077046;-45.120503652039325
1739209892.0770535;-38.13080360867914
1739209892.0770614;-38.13080360867914
1739209892.077069;-45.120503652039325
1739209892.077077;-38.13080360867914
1739209892.0770845;-45.120503652039325
1739209892.0770924;-45.120503652039325
1739209892.0771003;-38.13080360867914
1739209892.077108;-38.13080360867914
1739209892.0771158;-45.120503652039325
1739209892.0771234;-45.120503652039325
1739209892.0771313;-38.13080360867914
1739209892.077139;-33.981070128970906
1739209892.0771468;-45.120503652039325
1739209892.0771544;-45.120503652039325
1739209892.0771623;-38.13080360867914
1739209892.07717;-38.13080360867914
1739209892.0771778;-33.981070128970906
1739209892.0771854;-38.13080360867914
1739209892.0771933;-45.120503652039325
1739209892.0772011;-38.13080360867914
1739209892.0772088;-32.816014438256545
1739209892.0772166;-33.981070128970906
1739209892.0772243;-45.120503652039325
1739209892.0772321;-38.13080360867914
1739209892.0772398;-45.120503652039325
1739209892.0772476;-45.120503652039325
1739209892.0772552;-38.13080360867914
1739209892.077263;-38.13080360867914
1739209892.0772707;-45.120503652039325
1739209892.0772786;-45.120503652039325
1739209892.0772862;-38.13080360867914
1739209892.077294;-35.57807855764607
1739209892.0773017;-33.981070128970906
1739209892.0773096;-45.120503652039325
1739209892.0773175;-38.13080360867914
1739209892.077325;-35.57807855764607
1739209892.077333;-45.120503652039325
1739209892.0773406;-45.120503652039325
1739209892.0773485;-35.57807855764607
1739209892.077356;-45.120503652039325
1739209892.077364;-38.13080360867914
1739209892.0773716;-38.13080360867914
1739209892.0773795;-45.120503652039325
1739209892.077387;-38.13080360867914
1739209892.077395;-33.981070128970906
1739209892.0774026;-45.120503652039325
1739209892.0774105;-38.13080360867914
1739209892.0774183;-35.57807855764607
1739209892.077426;-38.13080360867914
1739209892.0774338;-45.120503652039325
1739209892.0774415;-38.13080360867914
1739209892.0774493;-38.13080360867914
1739209892.077457;-45.120503652039325
1739209892.0774648;-45.120503652039325
1739209892.0774724;-35.57807855764607
1739209892.0774803;-45.120503652039325
1739209892.077488;-38.13080360867914
1739209892.0774958;-38.13080360867914
1739209892.0775034;-45.120503652039325
1739209892.0775113;-38.13080360867914
1739209892.0775192;-38.13080360867914
1739209892.0775268;-38.13080360867914
1739209892.0775347;-45.120503652039325
1739209892.0775423;-35.57807855764607
1739209892.0775502;-38.13080360867914
1739209892.0775578;-45.120503652039325
1739209892.0775657;-45.120503652039325
1739209892.0775733;-38.13080360867914
1739209892.0775812;-38.13080360867914
1739209892.0775888;-45.120503652039325
1739209892.0775967;-38.13080360867914
1739209892.0776043;-38.13080360867914
1739209892.0776122;-45.120503652039325
1739209892.0776198;-45.120503652039325
1739209892.0776277;-38.13080360867914
1739209892.0776355;-38.13080360867914
1739209892.0776432;-35.57807855764607
1739209892.077651;-45.120503652039325
1739209892.0776587;-38.13080360867914
1739209892.0776665;-35.57807855764607
1739209892.0776742;-33.981070128970906
1739209892.077682;-28.58837851428586
1739209892.0776896;-38.13080360867914
1739209892.0776975;-33.981070128970906
1739209892.0777051;-45.120503652039325
1739209892.077713;-45.120503652039325
1739209892.0777206;-38.13080360867914
1739209892.0777285;-32.816014438256545
1739209892.0777364;-38.13080360867914
1739209892.077744;-33.981070128970956
1739209892.0777519;-38.13080360867914
1739209892.0777595;-35.57807855764607
1739209892.0777674;-38.13080360867914
1739209892.077775;-45.120503652039325
1739209892.0777829;-38.13080360867914
1739209892.0777905;-35.57807855764607
1739209892.0777984;-35.57807855764607
1739209892.077806;-31.141103565318915
1739209892.0778139;-45.120503652039325
1739209892.0778215;-35.57807855764607
1739209892.0778294;-38.13080360867914
1739209892.077837;-38.13080360867914
1739209892.0778449;-45.120503652039325
1739209892.0778527;-45.120503652039325
1739209892.0778604;-38.13080360867914
1739209892.0778682;-38.13080360867914
1739209892.0778759;-38.13080360867914
1739209892.0778837;-45.120503652039325
1739209892.0778913;-38.13080360867914
1739209892.0778992;-38.13080360867914
1739209892.0779068;-45.120503652039325
1739209892.0779147;-35.57807855764607
1739209892.0779223;-45.120503652039325
1739209892.0779302;-33.981070128970956
1739209892.0779378;-45.120503652039325
1739209892.0779457;-45.120503652039325
1739209892.0779536;-45.120503652039325
1739209892.0779612;-45.120503652039325
1739209892.077969;-35.57807855764607
1739209892.0779767;-38.13080360867914
1739209892.0779846;-38.13080360867914
1739209892.0779922;-28.21854285175415
1739209892.078;-35.57807855764607
1739209892.0780077;-32.816014438256545
1739209892.0780156;-33.981070128970906
1739209892.0780232;-33.981070128970906
1739209892.078031;-45.120503652039325
1739209892.0780387;-45.120503652039325
1739209892.0780466;-45.120503652039325
1739209892.0780544;-45.120503652039325
1739209892.078062;-45.120503652039325
1739209892.07807;-38.13080360867914
1739209892.0780776;-45.120503652039325
1739209892.0780854;-35.57807855764607
1739209892.078093;-45.120503652039325
1739209892.078101;-45.120503652039325
1739209892.0781085;-38.13080360867914
1739209892.0781164;-45.120503652039325
1739209892.078124;-45.120503652039325
1739209892.078132;-38.13080360867914
1739209892.0781395;-45.120503652039325
1739209892.0781474;-45.120503652039325
1739209892.078155;-32.816014438256545
1739209892.078163;-38.13080360867914
1739209892.0781708;-45.120503652039325
1739209892.0781784;-38.13080360867914
1739209892.0781863;-45.120503652039325
1739209892.078194;-45.120503652039325
1739209892.0782018;-38.13080360867914
1739209892.0782094;-45.120503652039325
1739209892.0782173;-45.120503652039325
1739209892.078225;-38.13080360867914
1739209892.0782328;-45.120503652039325
1739209892.0782404;-45.120503652039325
1739209892.0782483;-45.120503652039325
1739209892.078256;-45.120503652039325
1739209892.0782638;-38.13080360867914
1739209892.0782716;-35.57807855764607
1739209892.0782793;-38.13080360867914
1739209892.0782871;-35.57807855764607
1739209892.0782948;-38.13080360867914
1739209892.0783026;-38.13080360867914
1739209892.0783103;-35.57807855764607
1739209892.078318;-35.57807855764607
1739209892.0783257;-33.981070128970906
1739209892.0783336;-45.120503652039325
1739209892.0783412;-45.120503652039325
1739209892.078349;-38.13080360867914
1739209892.0783567;-38.13080360867914
1739209892.0783646;-38.13080360867914
1739209892.0783722;-33.981070128970906
1739209892.07838;-31.141103565318915
1739209892.078388;-26.487275050834715
1739209892.0783956;-33.981070128970906
1739209892.0784035;-23.273589343863314
1739209892.078411;-19.69224938244749
1739209892.078419;-28.992665084841942
1739209892.0784266;-45.120503652039325
1739209892.0784345;-28.992665084841942
1739209892.078442;-45.120503652039325
1739209892.07845;-45.120503652039325
1739209892.0784576;-45.120503652039325
1739209892.0784655;-33.981070128970906
1739209892.078473;-45.120503652039325
1739209892.078481;-24.74623867263306
1739209892.0784888;-23.50682362968953
1739209892.0784965;-28.992665084841942
1739209892.0785043;-26.487275050834715
1739209892.078512;-35.57807855764607
1739209892.0785198;-45.120503652039325
1739209892.0785275;-33.981070128970906
1739209892.0785353;-38.13080360867914
1739209892.078543;-45.120503652039325
1739209892.0785508;-45.120503652039325
1739209892.0785584;-45.120503652039325
1739209892.0785663;-38.13080360867914
1739209892.078574;-38.13080360867914
1739209892.0785818;-28.588378514285886
1739209892.0785894;-24.589719217205094
1739209892.0785973;-26.035653463252824
1739209892.0786052;-25.077289914212862
1739209892.0786128;-35.57807855764607
1739209892.0786207;-31.141103565318915
1739209892.0786283;-45.120503652039325
1739209892.0786362;-38.13080360867914
1739209892.0786438;-45.120503652039325
1739209892.0786517;-38.13080360867914
1739209892.0786593;-45.120503652039325
1739209892.0786672;-28.58837851428586
1739209892.0786748;-27.877744956031417
1739209892.0786827;-33.981070128970956
1739209892.0786903;-27.87774495603143
1739209892.0786982;-22.841636605902558
1739209892.078706;-31.141103565318893
1739209892.0787137;-32.816014438256545
1739209892.0787215;-38.13080360867914
1739209892.0787292;-38.13080360867914
1739209892.078737;-35.57807855764607
1739209892.0787446;-28.58837851428586
1739209892.0787525;-38.13080360867914
1739209892.0787601;-33.981070128970906
1739209892.078768;-24.292649948874775
1739209892.0787756;-28.58837851428586
1739209892.0787835;-38.13080360867914
1739209892.0787911;-45.120503652039325
1739209892.078799;-32.816014438256545
1739209892.0788069;-31.141103565318893
1739209892.0788145;-38.13080360867914
1739209892.0788224;-38.13080360867914
1739209892.07883;-45.120503652039325
1739209892.0788379;-45.120503652039325
1739209892.0788455;-38.13080360867914
1739209892.0788534;-38.13080360867914
1739209892.078861;-32.81601443825658
1739209892.0788689;-25.252786309376837
1739209892.0788765;-26.991370085610722
1739209892.0788844;-22.002965041481744
1739209892.078892;-25.826314394896357
1739209892.0788999;-31.141103565318915
1739209892.0789075;-38.13080360867914
1739209892.0789154;-45.120503652039325
1739209892.0789232;-31.141103565318915
1739209892.0789309;-35.57807855764607
1739209892.0789387;-33.981070128970956
1739209892.0789464;-35.57807855764607
1739209892.0789542;-29.438486411369347
1739209892.0789618;-25.826314394896357
1739209892.0789697;-30.49652367304973
1739209892.0789773;-27.877744956031414
1739209892.0789852;-27.267205301931607
1739209892.0789928;-28.992665084841942
1739209892.0790007;-45.120503652039325
1739209892.0790083;-45.120503652039325
1739209892.0790162;-31.141103565318915
1739209892.079024;-45.120503652039325
1739209892.0790317;-33.981070128970906
1739209892.0790396;-33.981070128970906
1739209892.0790472;-45.120503652039325
1739209892.079055;-23.75329798047523
1739209892.0790627;-26.035653463252796
1739209892.0790706;-31.141103565318915
1739209892.0790782;-29.438486411369375
1739209892.079086;-33.981070128970956
1739209892.0790937;-38.13080360867914
1739209892.0791016;-33.981070128970906
1739209892.0791092;-38.13080360867914
1739209892.079117;-38.13080360867914
1739209892.0791247;-45.120503652039325
1739209892.0791326;-38.13080360867914
