CAN Message; 0x1b8:03000dfb0815a83a
1739209634.0386746;-38.13080360867914
1739209634.038681;-38.13080360867914
1739209634.0386875;-45.120503652039325
1739209634.038694;-33.981070128970906
1739209634.0387006;-38.13080360867914
1739209634.038707;-45.120503652039325
1739209634.0387135;-38.13080360867914
1739209634.03872;-38.13080360867914
1739209634.0387263;-45.120503652039325
1739209634.038733;-38.13080360867914
1739209634.0387394;-45.120503652039325
1739209634.0387459;-45.120503652039325
1739209634.0387523;-45.120503652039325
1739209634.0387588;-45.120503652039325
1739209634.0387652;-45.120503652039325
1739209634.0387719;-45.120503652039325
1739209634.0387783;-45.120503652039325
1739209634.0387847;-38.13080360867914
1739209634.0387912;-35.57807855764607
1739209634.0387976;-45.120503652039325
1739209634.0388043;-38.13080360867914
1739209634.0388107;-35.57807855764607
1739209634.0388172;-35.57807855764607
1739209634.0388236;-28.992665084841942
1739209634.03883;-35.57807855764607
1739209634.0388367;-45.120503652039325
1739209634.0388432;-38.13080360867914
1739209634.0388496;-45.120503652039325
1739209634.038856;-45.120503652039325
1739209634.0388625;-38.13080360867914
1739209634.0388691;-38.13080360867914
1739209634.0388756;-32.81601443825658
1739209634.038882;-45.120503652039325
1739209634.0388885;-35.57807855764607
1739209634.038895;-31.141103565318915
1739209634.0389016;-38.13080360867914
1739209634.038908;-38.13080360867914
1739209634.0389144;-38.13080360867914
1739209634.0389209;-38.13080360867914
1739209634.0389273;-35.57807855764607
1739209634.038934;-38.13080360867914
1739209634.0389404;-38.13080360867914
1739209634.0389469;-38.13080360867914
1739209634.0389533;-38.13080360867914
1739209634.0389597;-45.120503652039325
1739209634.0389664;-38.13080360867914
1739209634.0389729;-35.57807855764607
1739209634.0389793;-31.141103565318915
1739209634.0389857;-45.120503652039325
1739209634.0389922;-45.120503652039325
1739209634.0389988;-33.981070128970906
1739209634.0390053;-38.13080360867914
1739209634.0390117;-45.120503652039325
1739209634.0390182;-45.120503652039325
1739209634.0390246;-38.13080360867914
1739209634.0390313;-33.981070128970956
1739209634.0390377;-45.120503652039325
1739209634.0390441;-35.57807855764607
1739209634.0390506;-32.816014438256545
1739209634.039057;-45.120503652039325
1739209634.0390637;-38.13080360867914
1739209634.0390701;-38.13080360867914
1739209634.0390766;-38.13080360867914
1739209634.039083;-45.120503652039325
1739209634.0390894;-45.120503652039325
1739209634.039096;-45.120503652039325
1739209634.0391026;-38.13080360867914
1739209634.039109;-38.13080360867914
1739209634.0391154;-38.13080360867914
1739209634.0391219;-32.816014438256545
1739209634.0391283;-32.816014438256545
1739209634.039135;-32.816014438256545
1739209634.0391414;-45.120503652039325
1739209634.0391479;-38.13080360867914
1739209634.0391543;-38.13080360867914
1739209634.0391607;-38.13080360867914
1739209634.0391674;-45.120503652039325
1739209634.0391738;-38.13080360867914
1739209634.0391803;-45.120503652039325
1739209634.0391867;-45.120503652039325
1739209634.0391932;-45.120503652039325
1739209634.0391998;-33.981070128970906
1739209634.0392063;-38.13080360867914
1739209634.0392127;-45.120503652039325
1739209634.0392191;-38.13080360867914
1739209634.0392256;-38.13080360867914
1739209634.0392323;-38.13080360867914
1739209634.0392387;-38.13080360867914
1739209634.0392451;-45.120503652039325
1739209634.0392516;-38.13080360867914
1739209634.039258;-35.57807855764607
1739209634.0392647;-45.120503652039325
1739209634.039271;-45.120503652039325
1739209634.0392776;-38.13080360867914
1739209634.039284;-45.120503652039325
1739209634.0392904;-45.120503652039325
1739209634.039297;-45.120503652039325
1739209634.0393035;-45.120503652039325
1739209634.03931;-45.120503652039325
1739209634.0393164;-35.57807855764607
1739209634.0393229;-38.13080360867914
1739209634.0393295;-45.120503652039325
1739209634.039336;-45.120503652039325
1739209634.0393424;-38.13080360867914
1739209634.0393488;-33.981070128970906
1739209634.0393553;-45.120503652039325
1739209634.039362;-45.120503652039325
1739209634.0393684;-45.120503652039325
1739209634.0393748;-31.141103565318915
1739209634.0393813;-45.120503652039325
1739209634.0393877;-45.120503652039325
1739209634.0393944;-45.120503652039325
1739209634.0394008;-45.120503652039325
1739209634.0394073;-38.13080360867914
1739209634.0394137;-38.13080360867914
1739209634.0394201;-38.13080360867914
1739209634.0394268;-45.120503652039325
1739209634.0394332;-38.13080360867914
1739209634.0394397;-45.120503652039325
1739209634.039446;-38.13080360867914
1739209634.0394526;-45.120503652039325
1739209634.0394592;-45.120503652039325
1739209634.0394657;-45.120503652039325
1739209634.039472;-35.57807855764607
1739209634.0394785;-35.57807855764607
1739209634.039485;-45.120503652039325
1739209634.0394914;-38.13080360867914
1739209634.039498;-38.13080360867914
1739209634.0395045;-28.992665084841942
1739209634.039511;-38.13080360867914
1739209634.0395174;-38.13080360867914
1739209634.0395238;-38.13080360867914
1739209634.0395305;-38.13080360867914
1739209634.039537;-45.120503652039325
1739209634.0395434;-45.120503652039325
1739209634.0395498;-45.120503652039325
1739209634.0395563;-35.57807855764607
1739209634.039563;-45.120503652039325
1739209634.0395694;-45.120503652039325
1739209634.0395758;-33.981070128970906
1739209634.0395823;-45.120503652039325
1739209634.0395887;-45.120503652039325
1739209634.0395954;-38.13080360867914
1739209634.0396018;-45.120503652039325
1739209634.0396082;-38.13080360867914
1739209634.0396147;-38.13080360867914
1739209634.039621;-45.120503652039325
1739209634.0396278;-45.120503652039325
1739209634.0396342;-45.120503652039325
1739209634.0396407;-45.120503652039325
1739209634.039647;-38.13080360867914
1739209634.0396535;-38.13080360867914
1739209634.0396602;-33.981070128970906
1739209634.0396667;-45.120503652039325
1739209634.039673;-38.13080360867914
1739209634.0396795;-45.120503652039325
1739209634.039686;-45.120503652039325
1739209634.0396926;-38.13080360867914
1739209634.039699;-38.13080360867914
1739209634.0397055;-33.981070128970906
1739209634.039712;-32.816014438256545
1739209634.0397184;-38.13080360867914
1739209634.039725;-45.120503652039325
1739209634.0397315;-38.13080360867914
1739209634.039738;-38.13080360867914
1739209634.0397444;-38.13080360867914
1739209634.0397508;-38.13080360867914
1739209634.0397575;-33.981070128970906
1739209634.039764;-28.992665084841942
1739209634.0397704;-38.13080360867914
1739209634.0397768;-38.13080360867914
1739209634.0397832;-45.120503652039325
1739209634.03979;-35.57807855764607
1739209634.0397964;-38.13080360867914
1739209634.0398028;-45.120503652039325
1739209634.0398092;-38.13080360867914
1739209634.0398157;-33.981070128970906
1739209634.039822;-38.13080360867914
1739209634.0398288;-45.120503652039325
1739209634.0398352;-45.120503652039325
1739209634.0398417;-33.981070128970906
1739209634.039848;-45.120503652039325
1739209634.0398545;-45.120503652039325
1739209634.0398612;-35.57807855764607
1739209634.0398676;-35.57807855764607
1739209634.039874;-45.120503652039325
1739209634.0398805;-45.120503652039325
1739209634.039887;-35.57807855764607
1739209634.0398936;-35.57807855764607
1739209634.0399;-45.120503652039325
1739209634.0399065;-35.57807855764607
1739209634.039913;-38.13080360867914
1739209634.0399194;-31.141103565318915
1739209634.039926;-38.13080360867914
1739209634.0399325;-38.13080360867914
1739209634.039939;-38.13080360867914
1739209634.0399454;-38.13080360867914
1739209634.0399518;-32.816014438256545
1739209634.0399585;-38.13080360867914
1739209634.039965;-45.120503652039325
1739209634.0399714;-45.120503652039325
1739209634.0399778;-45.120503652039325
1739209634.0399842;-38.13080360867914
1739209634.039991;-35.57807855764607
1739209634.0399973;-38.13080360867914
1739209634.0400038;-45.120503652039325
1739209634.0400102;-45.120503652039325
1739209634.0400167;-38.13080360867914
1739209634.0400233;-45.120503652039325
1739209634.0400298;-45.120503652039325
1739209634.0400362;-45.120503652039325
1739209634.0400426;-38.13080360867914
1739209634.040049;-35.57807855764607
1739209634.0400558;-38.13080360867914
1739209634.0400622;-45.120503652039325
1739209634.0400686;-35.57807855764607
1739209634.040075;-35.57807855764607
1739209634.0400815;-32.816014438256545
1739209634.0400882;-35.57807855764607
1739209634.0400946;-38.13080360867914
1739209634.040101;-45.120503652039325
1739209634.0401075;-38.13080360867914
1739209634.040114;-45.120503652039325
1739209634.0401206;-38.13080360867914
1739209634.040127;-45.120503652039325
1739209634.0401335;-45.120503652039325
1739209634.04014;-45.120503652039325
1739209634.0401464;-35.57807855764607
1739209634.040153;-45.120503652039325
1739209634.0401595;-45.120503652039325
1739209634.040166;-45.120503652039325
1739209634.0401723;-45.120503652039325
1739209634.0401788;-45.120503652039325
1739209634.0401852;-45.120503652039325
1739209634.040192;-45.120503652039325
1739209634.0401983;-45.120503652039325
1739209634.0402048;-45.120503652039325
1739209634.0402112;-38.13080360867914
1739209634.0402176;-38.13080360867914
1739209634.0402243;-45.120503652039325
1739209634.0402308;-45.120503652039325
1739209634.0402372;-28.58837851428586
1739209634.0402436;-35.57807855764607
1739209634.04025;-45.120503652039325
1739209634.0402567;-45.120503652039325
1739209634.0402632;-38.13080360867914
1739209634.0402696;-35.57807855764607
1739209634.040276;-45.120503652039325
1739209634.0402825;-38.13080360867914
1739209634.0402892;-38.13080360867914
1739209634.0402956;-38.13080360867914
1739209634.040302;-45.120503652039325
1739209634.0403085;-38.13080360867914
1739209634.040315;-38.13080360867914
1739209634.0403216;-45.120503652039325
1739209634.040328;-45.120503652039325
1739209634.0403345;-45.120503652039325
1739209634.040341;-28.21854285175415
1739209634.0403473;-29.438486411369333
1739209634.040354;-45.120503652039325
1739209634.0403605;-38.13080360867914
1739209634.040367;-38.13080360867914
1739209634.0403733;-35.57807855764607
1739209634.0403798;-45.120503652039325
1739209634.0403864;-38.13080360867914
1739209634.0403929;-45.120503652039325
1739209634.0403993;-45.120503652039325
1739209634.0404058;-45.120503652039325
1739209634.0404122;-38.13080360867914
1739209634.0404189;-45.120503652039325
1739209634.0404253;-45.120503652039325
1739209634.0404317;-45.120503652039325
1739209634.0404382;-38.13080360867914
1739209634.0404446;-45.120503652039325
1739209634.0404513;-45.120503652039325
1739209634.0404577;-45.120503652039325
1739209634.0404642;-38.13080360867914
1739209634.0404706;-38.13080360867914
1739209634.040477;-33.981070128970906
1739209634.0404837;-45.120503652039325
1739209634.0404902;-45.120503652039325
1739209634.0404966;-28.21854285175415
1739209634.040503;-27.8777449560314
1739209634.0405095;-45.120503652039325
1739209634.040516;-45.120503652039325
1739209634.0405226;-35.57807855764607
1739209634.040529;-32.816014438256545
1739209634.0405354;-45.120503652039325
1739209634.040542;-38.13080360867914
1739209634.0405483;-45.120503652039325
1739209634.040555;-45.120503652039325
1739209634.0405614;-38.13080360867914
1739209634.0405679;-45.120503652039325
1739209634.0405743;-45.120503652039325
1739209634.0405807;-38.13080360867914
1739209634.0405874;-45.120503652039325
1739209634.0405939;-45.120503652039325
1739209634.0406003;-35.57807855764607
1739209634.0406067;-38.13080360867914
1739209634.0406132;-45.120503652039325
1739209634.0406199;-38.13080360867914
1739209634.0406263;-45.120503652039325
1739209634.0406327;-45.120503652039325
1739209634.0406392;-32.816014438256545
1739209634.0406456;-38.13080360867914
1739209634.0406523;-35.57807855764607
1739209634.0406587;-32.816014438256545
1739209634.0406651;-45.120503652039325
1739209634.0406716;-45.120503652039325
1739209634.040678;-35.57807855764607
1739209634.0406847;-33.981070128970906
1739209634.0406911;-45.120503652039325
1739209634.0406976;-33.981070128970906
1739209634.040704;-45.120503652039325
1739209634.0407104;-45.120503652039325
1739209634.0407171;-33.981070128970906
1739209634.0407236;-38.13080360867914
1739209634.04073;-38.13080360867914
1739209634.0407364;-45.120503652039325
1739209634.0407429;-38.13080360867914
1739209634.0407495;-38.13080360867914
1739209634.040756;-45.120503652039325
1739209634.0407624;-45.120503652039325
1739209634.0407689;-45.120503652039325
1739209634.0407753;-45.120503652039325
1739209634.040782;-45.120503652039325
1739209634.0407884;-45.120503652039325
1739209634.0407948;-45.120503652039325
1739209634.0408013;-45.120503652039325
1739209634.0408077;-45.120503652039325
1739209634.0408144;-38.13080360867914
1739209634.0408208;-38.13080360867914
1739209634.0408273;-38.13080360867914
1739209634.0408337;-38.13080360867914
1739209634.0408401;-32.816014438256545
1739209634.0408468;-38.13080360867914
1739209634.0408533;-38.13080360867914
1739209634.0408597;-38.13080360867914
1739209634.0408661;-33.981070128970906
1739209634.0408726;-33.981070128970906
1739209634.040879;-38.13080360867914
1739209634.0408857;-45.120503652039325
1739209634.0408921;-45.120503652039325
1739209634.0408986;-38.13080360867914
1739209634.040905;-38.13080360867914
1739209634.0409114;-45.120503652039325
1739209634.040918;-38.13080360867914
1739209634.0409245;-33.981070128970906
1739209634.040931;-38.13080360867914
1739209634.0409374;-45.120503652039325
1739209634.0409439;-38.13080360867914
1739209634.0409505;-31.141103565318915
1739209634.040957;-33.981070128970906
1739209634.0409634;-45.120503652039325
1739209634.0409698;-45.120503652039325
1739209634.0409763;-38.13080360867914
1739209634.040983;-38.13080360867914
1739209634.0409894;-45.120503652039325
1739209634.0409958;-33.981070128970906
1739209634.0410023;-38.13080360867914
1739209634.0410087;-38.13080360867914
1739209634.0410154;-45.120503652039325
1739209634.0410218;-45.120503652039325
1739209634.0410283;-38.13080360867914
1739209634.0410347;-38.13080360867914
1739209634.0410411;-45.120503652039325
1739209634.0410478;-38.13080360867914
1739209634.0410542;-38.13080360867914
1739209634.0410607;-45.120503652039325
1739209634.0410671;-38.13080360867914
1739209634.0410736;-33.981070128970906
1739209634.0410802;-31.141103565318915
1739209634.0410867;-38.13080360867914
1739209634.041093;-45.120503652039325
1739209634.0410995;-45.120503652039325
1739209634.041106;-45.120503652039325
1739209634.0411127;-38.13080360867914
1739209634.041119;-33.981070128970906
1739209634.0411255;-38.13080360867914
1739209634.041132;-35.57807855764607
1739209634.0411384;-38.13080360867914
1739209634.041145;-45.120503652039325
1739209634.0411515;-38.13080360867914
1739209634.041158;-38.13080360867914
1739209634.0411644;-38.13080360867914
1739209634.0411708;-45.120503652039325
1739209634.0411775;-38.13080360867914
1739209634.041184;-38.13080360867914
1739209634.0411904;-45.120503652039325
1739209634.0411968;-45.120503652039325
1739209634.0412033;-38.13080360867914
1739209634.0412097;-45.120503652039325
1739209634.0412164;-45.120503652039325
1739209634.0412228;-45.120503652039325
1739209634.0412292;-45.120503652039325
1739209634.0412357;-38.13080360867914
1739209634.0412421;-38.13080360867914
1739209634.0412488;-38.13080360867914
1739209634.0412552;-35.57807855764607
1739209634.0412617;-45.120503652039325
1739209634.041268;-45.120503652039325
1739209634.0412745;-33.981070128970906
1739209634.0412812;-38.13080360867914
1739209634.0412877;-30.49652367304976
1739209634.041294;-45.120503652039325
1739209634.0413005;-35.57807855764607
1739209634.041307;-38.13080360867914
1739209634.0413136;-45.120503652039325
1739209634.04132;-45.120503652039325
1739209634.0413265;-45.120503652039325
1739209634.041333;-38.13080360867914
1739209634.0413394;-31.141103565318915
1739209634.041346;-38.13080360867914
1739209634.0413525;-38.13080360867914
1739209634.041359;-38.13080360867914
1739209634.0413654;-45.120503652039325
1739209634.0413718;-45.120503652039325
1739209634.0413785;-35.57807855764607
1739209634.041385;-35.57807855764607
1739209634.0413914;-38.13080360867914
1739209634.0413978;-45.120503652039325
1739209634.0414042;-38.13080360867914
1739209634.041411;-35.57807855764607
1739209634.0414174;-38.13080360867914
1739209634.0414238;-45.120503652039325
1739209634.0414302;-35.57807855764607
1739209634.0414367;-35.57807855764607
1739209634.0414433;-45.120503652039325
1739209634.0414498;-45.120503652039325
1739209634.0414562;-38.13080360867914
1739209634.0414627;-45.120503652039325
1739209634.041469;-38.13080360867914
1739209634.0414758;-35.57807855764607
1739209634.0414822;-45.120503652039325
1739209634.0414886;-38.13080360867914
1739209634.041495;-35.57807855764607
1739209634.0415015;-38.13080360867914
1739209634.0415082;-38.13080360867914
1739209634.0415146;-35.57807855764607
1739209634.041521;-38.13080360867914
1739209634.0415275;-45.120503652039325
1739209634.041534;-38.13080360867914
1739209634.0415406;-38.13080360867914
1739209634.041547;-45.120503652039325
1739209634.0415535;-45.120503652039325
1739209634.04156;-35.57807855764607
1739209634.0415664;-38.13080360867914
1739209634.0415728;-38.13080360867914
1739209634.0415795;-45.120503652039325
1739209634.041586;-38.13080360867914
1739209634.0415924;-33.981070128970906
1739209634.0415988;-38.13080360867914
1739209634.0416052;-38.13080360867914
1739209634.041612;-38.13080360867914
1739209634.0416183;-38.13080360867914
1739209634.0416248;-45.120503652039325
1739209634.0416312;-38.13080360867914
1739209634.0416377;-35.57807855764607
1739209634.0416443;-35.57807855764607
1739209634.0416508;-33.981070128970906
1739209634.0416572;-45.120503652039325
1739209634.0416636;-35.57807855764607
1739209634.04167;-35.57807855764607
1739209634.0416768;-45.120503652039325
1739209634.0416832;-45.120503652039325
1739209634.0416896;-38.13080360867914
1739209634.041696;-38.13080360867914
1739209634.0417025;-45.120503652039325
1739209634.0417092;-45.120503652039325
1739209634.0417156;-38.13080360867914
1739209634.041722;-45.120503652039325
1739209634.0417285;-35.57807855764607
1739209634.041735;-38.13080360867914
1739209634.0417416;-38.13080360867914
1739209634.041748;-33.981070128970906
1739209634.0417545;-38.13080360867914
1739209634.041761;-38.13080360867914
1739209634.0417674;-33.981070128970906
1739209634.041774;-38.13080360867914
1739209634.0417805;-45.120503652039325
1739209634.041787;-45.120503652039325
1739209634.0417933;-38.13080360867914
1739209634.0417998;-33.981070128970906
1739209634.0418065;-45.120503652039325
1739209634.041813;-33.981070128970956
1739209634.0418193;-38.13080360867914
1739209634.0418258;-38.13080360867914
1739209634.0418322;-45.120503652039325
1739209634.041839;-45.120503652039325
1739209634.0418453;-38.13080360867914
1739209634.0418518;-45.120503652039325
1739209634.0418582;-33.981070128970906
1739209634.0418646;-28.992665084841942
1739209634.0418713;-35.57807855764607
1739209634.0418777;-35.57807855764607
1739209634.0418842;-38.13080360867914
1739209634.0418906;-35.57807855764607
1739209634.041897;-32.816014438256545
1739209634.0419037;-38.13080360867914
1739209634.0419102;-45.120503652039325
1739209634.0419166;-38.13080360867914
1739209634.041923;-38.13080360867914
1739209634.0419295;-45.120503652039325
1739209634.041936;-45.120503652039325
1739209634.0419426;-45.120503652039325
1739209634.041949;-38.13080360867914
1739209634.0419555;-38.13080360867914
1739209634.041962;-45.120503652039325
1739209634.0419683;-45.120503652039325
1739209634.041975;-38.13080360867914
1739209634.0419815;-32.816014438256545
1739209634.041988;-45.120503652039325
1739209634.0419943;-45.120503652039325
1739209634.0420008;-45.120503652039325
1739209634.0420074;-38.13080360867914
1739209634.042014;-45.120503652039325
1739209634.0420203;-27.267205301931607
1739209634.0420268;-38.13080360867914
1739209634.0420332;-38.13080360867914
1739209634.0420399;-45.120503652039325
1739209634.0420463;-35.57807855764607
1739209634.044533;-38.13080360867914
1739209634.0445364;-45.120503652039325
1739209634.0445397;-45.120503652039325
1739209634.044543;-35.57807855764607
1739209634.0445466;-38.13080360867914
1739209634.04455;-45.120503652039325
1739209634.0445533;-45.120503652039325
1739209634.0445566;-38.13080360867914
1739209634.04456;-31.141103565318915
1739209634.0445633;-38.13080360867914
1739209634.0445666;-38.13080360867914
1739209634.04457;-38.13080360867914
1739209634.0445735;-38.13080360867914
1739209634.044577;-38.13080360867914
1739209634.0445802;-38.13080360867914
1739209634.0445836;-38.13080360867914
1739209634.044587;-38.13080360867914
1739209634.0445902;-38.13080360867914
1739209634.0445936;-35.57807855764607
1739209634.044597;-45.120503652039325
1739209634.0446005;-38.13080360867914
1739209634.0446038;-38.13080360867914
1739209634.0446072;-33.981070128970906
1739209634.0446105;-45.120503652039325
1739209634.0446138;-45.120503652039325
1739209634.0446172;-45.120503652039325
1739209634.0446205;-45.120503652039325
1739209634.0446239;-38.13080360867914
1739209634.0446274;-35.57807855764607
1739209634.0446308;-38.13080360867914
1739209634.044634;-45.120503652039325
1739209634.0446374;-38.13080360867914
1739209634.0446408;-31.141103565318915
1739209634.044644;-38.13080360867914
1739209634.0446475;-38.13080360867914
1739209634.0446508;-45.120503652039325
1739209634.0446541;-38.13080360867914
1739209634.0446577;-35.57807855764607
1739209634.044661;-38.13080360867914
1739209634.0446644;-38.13080360867914
1739209634.0446677;-30.49652367304973
1739209634.044671;-33.981070128970906
1739209634.0446744;-33.981070128970906
1739209634.0446777;-45.120503652039325
1739209634.044681;-38.13080360867914
1739209634.0446846;-38.13080360867914
1739209634.044688;-38.13080360867914
1739209634.0446913;-35.57807855764607
1739209634.0446947;-31.141103565318915
1739209634.044698;-38.13080360867914
1739209634.0447013;-35.57807855764607
1739209634.0447047;-45.120503652039325
1739209634.044708;-45.120503652039325
1739209634.0447116;-38.13080360867914
1739209634.044715;-45.120503652039325
1739209634.0447183;-45.120503652039325
1739209634.0447216;-38.13080360867914
1739209634.044725;-38.13080360867914
1739209634.0447283;-45.120503652039325
1739209634.0447316;-45.120503652039325
1739209634.044735;-45.120503652039325
1739209634.0447385;-38.13080360867914
1739209634.0447419;-38.13080360867914
1739209634.0447452;-45.120503652039325
1739209634.0447485;-45.120503652039325
1739209634.044752;-38.13080360867914
1739209634.0447552;-45.120503652039325
1739209634.0447586;-35.57807855764607
1739209634.044762;-35.57807855764607
1739209634.0447652;-38.13080360867914
1739209634.0447688;-45.120503652039325
1739209634.0447721;-33.981070128970906
1739209634.0447755;-38.13080360867914
1739209634.0447788;-35.57807855764607
1739209634.0447822;-45.120503652039325
1739209634.0447855;-38.13080360867914
1739209634.0447888;-38.13080360867914
1739209634.0447922;-38.13080360867914
1739209634.0447958;-38.13080360867914
1739209634.044799;-38.13080360867914
1739209634.0448024;-31.141103565318915
1739209634.0448058;-28.992665084841942
1739209634.044809;-45.120503652039325
1739209634.0448124;-38.13080360867914
1739209634.0448158;-35.57807855764607
1739209634.044819;-45.120503652039325
1739209634.0448227;-45.120503652039325
1739209634.044826;-38.13080360867914
1739209634.0448294;-38.13080360867914
1739209634.0448327;-32.81601443825658
1739209634.044836;-38.13080360867914
1739209634.0448394;-38.13080360867914
1739209634.0448427;-38.13080360867914
1739209634.044846;-45.120503652039325
1739209634.0448496;-38.13080360867914
1739209634.044853;-38.13080360867914
1739209634.0448563;-35.57807855764607
1739209634.0448596;-33.981070128970906
1739209634.044863;-45.120503652039325
1739209634.0448663;-38.13080360867914
1739209634.0448697;-38.13080360867914
1739209634.044873;-45.120503652039325
1739209634.0448763;-38.13080360867914
1739209634.04488;-38.13080360867914
1739209634.0448833;-45.120503652039325
1739209634.0448866;-45.120503652039325
1739209634.04489;-45.120503652039325
1739209634.0448933;-38.13080360867914
1739209634.0448966;-45.120503652039325
1739209634.0449;-45.120503652039325
1739209634.0449033;-45.120503652039325
1739209634.0449069;-38.13080360867914
1739209634.0449102;-38.13080360867914
1739209634.0449135;-45.120503652039325
1739209634.0449169;-45.120503652039325
1739209634.0449202;-45.120503652039325
1739209634.0449235;-45.120503652039325
1739209634.044927;-45.120503652039325
1739209634.0449302;-45.120503652039325
1739209634.0449338;-38.13080360867914
1739209634.0449371;-35.57807855764607
1739209634.0449405;-32.816014438256545
1739209634.0449438;-38.13080360867914
1739209634.0449471;-35.57807855764607
1739209634.0449505;-32.816014438256545
1739209634.0449538;-38.13080360867914
1739209634.0449572;-45.120503652039325
1739209634.0449605;-38.13080360867914
1739209634.044964;-45.120503652039325
1739209634.0449674;-45.120503652039325
1739209634.0449708;-35.57807855764607
1739209634.044974;-38.13080360867914
1739209634.0449774;-45.120503652039325
1739209634.0449808;-38.13080360867914
1739209634.044984;-38.13080360867914
1739209634.0449874;-45.120503652039325
1739209634.044991;-38.13080360867914
1739209634.0449944;-45.120503652039325
1739209634.0449977;-38.13080360867914
1739209634.045001;-38.13080360867914
1739209634.0450044;-38.13080360867914
1739209634.0450077;-45.120503652039325
1739209634.045011;-38.13080360867914
1739209634.0450144;-38.13080360867914
