CAN Message; 0x1bb:0000d6526b6a80c6
1739209810.5431664;-33.981070128970906
1739209810.5431724;-38.13080360867914
1739209810.5431786;-45.120503652039325
1739209810.5431845;-38.13080360867914
1739209810.5431905;-45.120503652039325
1739209810.5431967;-45.120503652039325
1739209810.5432026;-45.120503652039325
1739209810.5432086;-38.13080360867914
1739209810.5432148;-33.981070128970906
1739209810.5432208;-38.13080360867914
1739209810.5432267;-45.120503652039325
1739209810.543233;-38.13080360867914
1739209810.5432389;-38.13080360867914
1739209810.5432448;-45.120503652039325
1739209810.543251;-45.120503652039325
1739209810.543257;-45.120503652039325
1739209810.543263;-45.120503652039325
1739209810.5432692;-32.816014438256545
1739209810.543275;-33.981070128970906
1739209810.5432813;-45.120503652039325
1739209810.5432873;-38.13080360867914
1739209810.5432932;-35.57807855764607
1739209810.5432994;-38.13080360867914
1739209810.5433054;-45.120503652039325
1739209810.5433114;-38.13080360867914
1739209810.5433176;-38.13080360867914
1739209810.5433235;-45.120503652039325
1739209810.5433295;-45.120503652039325
1739209810.5433357;-38.13080360867914
1739209810.5433416;-45.120503652039325
1739209810.5433476;-33.981070128970906
1739209810.5433538;-45.120503652039325
1739209810.5433598;-45.120503652039325
1739209810.5433657;-35.57807855764607
1739209810.543372;-38.13080360867914
1739209810.5433779;-38.13080360867914
1739209810.5433838;-45.120503652039325
1739209810.54339;-32.816014438256545
1739209810.543396;-38.13080360867914
1739209810.543402;-45.120503652039325
1739209810.5434082;-38.13080360867914
1739209810.543414;-33.981070128970906
1739209810.54342;-38.13080360867914
1739209810.5434263;-38.13080360867914
1739209810.5434322;-45.120503652039325
1739209810.5434382;-35.57807855764607
1739209810.5434444;-38.13080360867914
1739209810.5434504;-45.120503652039325
1739209810.5434563;-45.120503652039325
1739209810.5434625;-45.120503652039325
1739209810.5434685;-45.120503652039325
1739209810.5434744;-45.120503652039325
1739209810.5434806;-38.13080360867914
1739209810.5434866;-38.13080360867914
1739209810.5434926;-45.120503652039325
1739209810.5434988;-45.120503652039325
1739209810.5435047;-45.120503652039325
1739209810.543511;-32.816014438256545
1739209810.5435169;-35.57807855764607
1739209810.5435228;-38.13080360867914
1739209810.543529;-38.13080360867914
1739209810.543535;-38.13080360867914
1739209810.543541;-38.13080360867914
1739209810.5435472;-38.13080360867914
1739209810.543553;-45.120503652039325
1739209810.543559;-45.120503652039325
1739209810.5435653;-38.13080360867914
1739209810.5435712;-45.120503652039325
1739209810.5435772;-33.981070128970906
1739209810.5435834;-45.120503652039325
1739209810.5435894;-45.120503652039325
1739209810.5435953;-35.57807855764607
1739209810.5436015;-38.13080360867914
1739209810.5436075;-45.120503652039325
1739209810.5436134;-45.120503652039325
1739209810.5436196;-38.13080360867914
1739209810.5436256;-33.981070128970906
1739209810.5436316;-38.13080360867914
1739209810.5436378;-45.120503652039325
1739209810.5436437;-32.816014438256545
1739209810.5436497;-38.13080360867914
1739209810.5436559;-31.141103565318893
1739209810.5436618;-33.981070128970906
1739209810.5436678;-33.981070128970906
1739209810.543674;-45.120503652039325
1739209810.54368;-45.120503652039325
1739209810.543686;-38.13080360867914
1739209810.543692;-38.13080360867914
1739209810.543698;-33.981070128970906
1739209810.543704;-33.981070128970956
1739209810.5437102;-45.120503652039325
1739209810.5437162;-35.57807855764607
1739209810.5437222;-45.120503652039325
1739209810.5437284;-45.120503652039325
1739209810.5437343;-45.120503652039325
1739209810.5437403;-45.120503652039325
1739209810.5437465;-38.13080360867914
1739209810.5437524;-35.57807855764607
1739209810.5437586;-33.981070128970906
1739209810.5437646;-45.120503652039325
1739209810.5437706;-38.13080360867914
1739209810.5437768;-32.816014438256545
1739209810.5437827;-38.13080360867914
1739209810.5437887;-45.120503652039325
1739209810.5437949;-38.13080360867914
1739209810.5438008;-35.57807855764607
1739209810.5438068;-38.13080360867914
1739209810.543813;-45.120503652039325
1739209810.543819;-45.120503652039325
1739209810.543825;-35.57807855764607
1739209810.543831;-32.816014438256545
1739209810.543837;-45.120503652039325
1739209810.543843;-38.13080360867914
1739209810.5438492;-38.13080360867914
1739209810.5438552;-38.13080360867914
1739209810.5438612;-38.13080360867914
1739209810.5438673;-38.13080360867914
1739209810.5438733;-38.13080360867914
1739209810.5438793;-33.981070128970906
1739209810.5438855;-33.981070128970906
1739209810.5438914;-33.981070128970906
1739209810.5438974;-27.8777449560314
1739209810.5439036;-28.58837851428586
1739209810.5439095;-45.120503652039325
1739209810.5439155;-33.981070128970906
1739209810.5439217;-38.13080360867914
1739209810.5439277;-38.13080360867914
1739209810.5439336;-45.120503652039325
1739209810.5439398;-45.120503652039325
1739209810.5439458;-45.120503652039325
1739209810.5439517;-45.120503652039325
1739209810.543958;-45.120503652039325
1739209810.543964;-45.120503652039325
1739209810.5439699;-45.120503652039325
1739209810.543976;-45.120503652039325
1739209810.543982;-45.120503652039325
1739209810.5439882;-38.13080360867914
1739209810.5439942;-38.13080360867914
1739209810.5440001;-45.120503652039325
1739209810.5440063;-38.13080360867914
1739209810.5440123;-38.13080360867914
1739209810.5440183;-45.120503652039325
1739209810.5440245;-45.120503652039325
1739209810.5440304;-45.120503652039325
1739209810.5440364;-45.120503652039325
1739209810.5440426;-45.120503652039325
1739209810.5440485;-45.120503652039325
1739209810.5440545;-38.13080360867914
1739209810.5440607;-33.981070128970906
1739209810.5440667;-38.13080360867914
1739209810.5440726;-33.981070128970906
1739209810.5440788;-45.120503652039325
1739209810.5440848;-38.13080360867914
1739209810.5440907;-45.120503652039325
1739209810.544097;-45.120503652039325
1739209810.544103;-38.13080360867914
1739209810.5441089;-33.981070128970906
1739209810.544115;-45.120503652039325
1739209810.544121;-45.120503652039325
1739209810.544127;-35.57807855764607
1739209810.5441332;-38.13080360867914
1739209810.5441391;-38.13080360867914
1739209810.544145;-35.57807855764607
1739209810.5441513;-38.13080360867914
1739209810.5441573;-38.13080360867914
1739209810.5441632;-45.120503652039325
1739209810.5441694;-38.13080360867914
1739209810.5441754;-45.120503652039325
1739209810.5441813;-45.120503652039325
1739209810.5441875;-38.13080360867914
1739209810.5441935;-38.13080360867914
1739209810.5441995;-38.13080360867914
1739209810.5442057;-38.13080360867914
1739209810.5442116;-38.13080360867914
1739209810.5442176;-33.981070128970906
1739209810.5442238;-45.120503652039325
1739209810.5442297;-45.120503652039325
1739209810.544236;-33.981070128970906
1739209810.544242;-33.981070128970906
1739209810.5442479;-38.13080360867914
1739209810.544254;-38.13080360867914
1739209810.54426;-32.816014438256545
1739209810.544266;-38.13080360867914
1739209810.5442722;-45.120503652039325
1739209810.5442781;-38.13080360867914
1739209810.544284;-38.13080360867914
1739209810.5442903;-45.120503652039325
1739209810.5442963;-45.120503652039325
1739209810.5443022;-45.120503652039325
1739209810.5443084;-45.120503652039325
1739209810.5443144;-33.981070128970906
1739209810.5443203;-38.13080360867914
1739209810.5443265;-38.13080360867914
1739209810.5443325;-38.13080360867914
1739209810.5443385;-38.13080360867914
1739209810.5443447;-33.981070128970906
1739209810.5443506;-45.120503652039325
1739209810.5443566;-45.120503652039325
1739209810.5443628;-38.13080360867914
1739209810.5443687;-38.13080360867914
1739209810.5443747;-38.13080360867914
1739209810.544381;-35.57807855764607
1739209810.5443869;-38.13080360867914
1739209810.5443928;-45.120503652039325
1739209810.544399;-38.13080360867914
1739209810.544405;-38.13080360867914
1739209810.544411;-45.120503652039325
1739209810.5444171;-45.120503652039325
1739209810.544423;-38.13080360867914
1739209810.544429;-38.13080360867914
1739209810.5444353;-33.981070128970906
1739209810.5444412;-28.992665084841942
1739209810.5444472;-38.13080360867914
1739209810.5444534;-45.120503652039325
1739209810.5444593;-38.13080360867914
1739209810.5444655;-38.13080360867914
1739209810.5444715;-38.13080360867914
1739209810.5444775;-38.13080360867914
1739209810.5444837;-45.120503652039325
1739209810.5444896;-45.120503652039325
1739209810.5444956;-45.120503652039325
1739209810.5445018;-45.120503652039325
1739209810.5445077;-38.13080360867914
1739209810.5445137;-35.57807855764607
1739209810.54452;-38.13080360867914
1739209810.5445259;-45.120503652039325
1739209810.5445318;-38.13080360867914
1739209810.544538;-31.141103565318943
1739209810.544544;-38.13080360867914
1739209810.54455;-38.13080360867914
1739209810.5445561;-38.13080360867914
1739209810.544562;-38.13080360867914
1739209810.544568;-38.13080360867914
1739209810.5445743;-45.120503652039325
1739209810.5445802;-38.13080360867914
1739209810.5445862;-28.992665084841942
1739209810.5445924;-45.120503652039325
1739209810.5445983;-38.13080360867914
1739209810.5446043;-38.13080360867914
1739209810.5446105;-35.57807855764607
1739209810.5446165;-35.57807855764607
1739209810.5446224;-38.13080360867914
1739209810.5446286;-38.13080360867914
1739209810.5446346;-38.13080360867914
1739209810.5446405;-45.120503652039325
1739209810.5446467;-45.120503652039325
1739209810.5446527;-38.13080360867914
1739209810.5446587;-38.13080360867914
1739209810.5446649;-45.120503652039325
1739209810.5446708;-38.13080360867914
1739209810.5446768;-38.13080360867914
1739209810.544683;-45.120503652039325
1739209810.544689;-38.13080360867914
1739209810.5446951;-38.13080360867914
1739209810.544701;-38.13080360867914
1739209810.544707;-35.57807855764607
1739209810.5447133;-38.13080360867914
1739209810.5447192;-45.120503652039325
1739209810.5447252;-38.13080360867914
1739209810.5447314;-38.13080360867914
1739209810.5447373;-33.981070128970906
1739209810.5447433;-33.981070128970906
1739209810.5447495;-33.981070128970906
1739209810.5447555;-38.13080360867914
1739209810.5447614;-45.120503652039325
1739209810.5447676;-38.13080360867914
1739209810.5447736;-38.13080360867914
1739209810.5447795;-45.120503652039325
1739209810.5447857;-38.13080360867914
1739209810.5447917;-35.57807855764607
1739209810.5447977;-38.13080360867914
1739209810.5448039;-35.57807855764607
1739209810.5448098;-38.13080360867914
1739209810.5448158;-38.13080360867914
1739209810.544822;-45.120503652039325
1739209810.544828;-35.57807855764607
1739209810.544834;-31.141103565318915
1739209810.54484;-38.13080360867914
1739209810.544846;-35.57807855764607
1739209810.544852;-35.57807855764607
1739209810.5448582;-31.141103565318915
1739209810.5448642;-45.120503652039325
1739209810.5448701;-38.13080360867914
1739209810.5448763;-38.13080360867914
1739209810.5448823;-45.120503652039325
1739209810.5448883;-45.120503652039325
1739209810.5448945;-45.120503652039325
1739209810.5449004;-38.13080360867914
1739209810.5449064;-45.120503652039325
1739209810.5449126;-33.981070128970906
1739209810.5449185;-45.120503652039325
1739209810.5449245;-38.13080360867914
1739209810.5449307;-35.57807855764607
1739209810.5449367;-45.120503652039325
1739209810.5449429;-38.13080360867914
1739209810.5449488;-33.981070128970906
1739209810.5449548;-38.13080360867914
1739209810.544961;-45.120503652039325
1739209810.544967;-45.120503652039325
1739209810.544973;-38.13080360867914
1739209810.544979;-30.49652367304973
1739209810.544985;-35.57807855764607
1739209810.544991;-35.57807855764607
1739209810.5449972;-38.13080360867914
1739209810.5450032;-45.120503652039325
1739209810.5450091;-45.120503652039325
1739209810.5450153;-45.120503652039325
1739209810.5450213;-45.120503652039325
1739209810.5450273;-31.141103565318943
1739209810.5450335;-38.13080360867914
1739209810.5450394;-38.13080360867914
1739209810.5450454;-38.13080360867914
1739209810.5450516;-38.13080360867914
1739209810.5450575;-38.13080360867914
1739209810.5450635;-45.120503652039325
1739209810.5450697;-45.120503652039325
1739209810.5450757;-38.13080360867914
1739209810.5450816;-38.13080360867914
1739209810.5450878;-38.13080360867914
1739209810.5450938;-35.57807855764607
1739209810.5450997;-38.13080360867914
1739209810.545106;-38.13080360867914
1739209810.545112;-45.120503652039325
1739209810.5451179;-38.13080360867914
1739209810.545124;-28.992665084841942
1739209810.54513;-45.120503652039325
1739209810.545136;-45.120503652039325
1739209810.5451422;-38.13080360867914
1739209810.5451481;-32.816014438256545
1739209810.545154;-32.816014438256545
1739209810.5451603;-33.981070128970906
1739209810.5451663;-38.13080360867914
1739209810.5451725;-38.13080360867914
1739209810.5451784;-45.120503652039325
1739209810.5451844;-38.13080360867914
1739209810.5451906;-45.120503652039325
1739209810.5451965;-45.120503652039325
1739209810.5452025;-33.981070128970906
1739209810.5452087;-32.816014438256545
1739209810.5452147;-38.13080360867914
1739209810.5452206;-38.13080360867914
1739209810.5452268;-45.120503652039325
1739209810.5452328;-45.120503652039325
1739209810.5452387;-45.120503652039325
1739209810.545245;-45.120503652039325
1739209810.545251;-45.120503652039325
1739209810.5452569;-45.120503652039325
1739209810.545263;-38.13080360867914
1739209810.545269;-33.981070128970906
1739209810.545275;-38.13080360867914
1739209810.5452812;-38.13080360867914
1739209810.5452871;-38.13080360867914
1739209810.545293;-32.816014438256545
1739209810.5452993;-38.13080360867914
1739209810.5453053;-45.120503652039325
1739209810.5453112;-38.13080360867914
1739209810.5453174;-45.120503652039325
1739209810.5453234;-45.120503652039325
1739209810.5453293;-38.13080360867914
1739209810.5453355;-35.57807855764607
1739209810.5453415;-38.13080360867914
1739209810.5453475;-38.13080360867914
1739209810.5453537;-38.13080360867914
1739209810.5453596;-45.120503652039325
1739209810.5453656;-38.13080360867914
1739209810.5453718;-45.120503652039325
1739209810.5453777;-33.981070128970906
1739209810.5453837;-45.120503652039325
1739209810.54539;-38.13080360867914
1739209810.5453959;-33.981070128970906
1739209810.5454018;-45.120503652039325
1739209810.545408;-45.120503652039325
1739209810.545414;-38.13080360867914
1739209810.5454202;-38.13080360867914
1739209810.5454261;-45.120503652039325
1739209810.545432;-45.120503652039325
1739209810.5454383;-45.120503652039325
1739209810.5454443;-32.816014438256545
1739209810.5454502;-45.120503652039325
1739209810.5454564;-38.13080360867914
1739209810.5454624;-45.120503652039325
1739209810.5454683;-38.13080360867914
1739209810.5454745;-35.57807855764607
1739209810.5454805;-45.120503652039325
1739209810.5454865;-38.13080360867914
1739209810.5454926;-45.120503652039325
1739209810.5454986;-45.120503652039325
1739209810.5455046;-45.120503652039325
1739209810.5455108;-38.13080360867914
1739209810.5455167;-32.816014438256545
1739209810.5455227;-38.13080360867914
1739209810.545529;-45.120503652039325
1739209810.5455348;-38.13080360867914
1739209810.5455408;-38.13080360867914
1739209810.545547;-38.13080360867914
1739209810.545553;-38.13080360867914
1739209810.545559;-45.120503652039325
1739209810.5455651;-45.120503652039325
1739209810.545571;-38.13080360867914
1739209810.545577;-38.13080360867914
1739209810.5455832;-45.120503652039325
1739209810.5455892;-33.981070128970906
1739209810.5455952;-38.13080360867914
1739209810.5456014;-38.13080360867914
1739209810.5456073;-33.981070128970906
1739209810.5456133;-33.981070128970956
1739209810.5456195;-45.120503652039325
1739209810.5456254;-45.120503652039325
1739209810.5456314;-35.57807855764607
1739209810.5456376;-45.120503652039325
1739209810.5456436;-35.57807855764607
1739209810.5456498;-38.13080360867914
1739209810.5456557;-38.13080360867914
1739209810.5456617;-27.267205301931607
1739209810.545668;-38.13080360867914
1739209810.5456738;-38.13080360867914
1739209810.5456798;-33.981070128970906
1739209810.545686;-45.120503652039325
1739209810.545692;-45.120503652039325
1739209810.545698;-38.13080360867914
1739209810.5457041;-38.13080360867914
1739209810.54571;-31.141103565318943
1739209810.545716;-38.13080360867914
1739209810.5457222;-33.981070128970906
1739209810.5457282;-38.13080360867914
1739209810.5457342;-38.13080360867914
1739209810.5457404;-45.120503652039325
1739209810.5457463;-38.13080360867914
1739209810.5457523;-38.13080360867914
1739209810.5457585;-35.57807855764607
1739209810.5457644;-45.120503652039325
1739209810.5457704;-38.13080360867914
1739209810.5457766;-38.13080360867914
1739209810.5457826;-38.13080360867914
1739209810.5457885;-45.120503652039325
1739209810.5457947;-45.120503652039325
1739209810.5458007;-45.120503652039325
1739209810.5458066;-32.816014438256545
1739209810.5458128;-38.13080360867914
1739209810.5458188;-35.57807855764607
1739209810.5458248;-35.57807855764607
1739209810.545831;-32.816014438256545
1739209810.545837;-38.13080360867914
1739209810.545843;-38.13080360867914
1739209810.545849;-38.13080360867914
1739209810.545855;-33.981070128970956
1739209810.545861;-45.120503652039325
1739209810.5458672;-38.13080360867914
1739209810.5458732;-38.13080360867914
1739209810.5458791;-38.13080360867914
1739209810.5458853;-35.57807855764607
1739209810.5458913;-38.13080360867914
1739209810.5458975;-45.120503652039325
1739209810.5459034;-28.21854285175415
1739209810.5459094;-35.57807855764607
1739209810.5459156;-45.120503652039325
1739209810.5459216;-38.13080360867914
1739209810.5459275;-38.13080360867914
1739209810.5459337;-45.120503652039325
1739209810.5459397;-45.120503652039325
1739209810.5459456;-38.13080360867914
1739209810.5459518;-45.120503652039325
1739209810.5459578;-45.120503652039325
1739209810.5459638;-45.120503652039325
1739209810.54597;-45.120503652039325
1739209810.545976;-35.57807855764607
1739209810.545982;-38.13080360867914
1739209810.545988;-45.120503652039325
1739209810.545994;-38.13080360867914
1739209810.546;-38.13080360867914
1739209810.5460062;-38.13080360867914
1739209810.5460122;-45.120503652039325
1739209810.5460181;-45.120503652039325
1739209810.5460243;-45.120503652039325
1739209810.5460303;-45.120503652039325
1739209810.5460362;-38.13080360867914
1739209810.5460424;-45.120503652039325
1739209810.5460484;-35.57807855764607
1739209810.5460544;-32.816014438256545
1739209810.5460606;-35.57807855764607
1739209810.5460665;-35.57807855764607
1739209810.5460725;-35.57807855764607
1739209810.5460787;-38.13080360867914
1739209810.5460846;-38.13080360867914
1739209810.5460906;-35.57807855764607
1739209810.5460968;-45.120503652039325
1739209810.5461028;-45.120503652039325
1739209810.5461087;-38.13080360867914
1739209810.546115;-33.981070128970906
1739209810.546121;-38.13080360867914
1739209810.546127;-38.13080360867914
1739209810.546133;-35.57807855764607
1739209810.546139;-38.13080360867914
1739209810.5461452;-45.120503652039325
1739209810.5461512;-45.120503652039325
1739209810.5461571;-45.120503652039325
1739209810.5461633;-45.120503652039325
1739209810.5461693;-45.120503652039325
1739209810.5461752;-45.120503652039325
1739209810.5461814;-33.981070128970906
1739209810.5461874;-38.13080360867914
1739209810.5461934;-38.13080360867914
1739209810.5461996;-38.13080360867914
1739209810.5462055;-45.120503652039325
1739209810.5462115;-45.120503652039325
1739209810.5462177;-32.816014438256545
1739209810.5462236;-35.57807855764607
1739209810.5462296;-45.120503652039325
1739209810.5462358;-45.120503652039325
1739209810.5462418;-32.816014438256545
1739209810.5462477;-28.992665084841942
1739209810.546254;-38.13080360867914
1739209810.5462599;-38.13080360867914
1739209810.5462658;-38.13080360867914
1739209810.546272;-45.120503652039325
1739209810.546278;-45.120503652039325
1739209810.546284;-38.13080360867914
1739209810.5462902;-32.816014438256545
1739209810.5462961;-35.57807855764607
1739209810.546302;-45.120503652039325
1739209810.5463083;-38.13080360867914
1739209810.5463142;-38.13080360867914
1739209810.5463202;-38.13080360867914
1739209810.5463264;-45.120503652039325
1739209810.5463324;-45.120503652039325
1739209810.5463383;-45.120503652039325
1739209810.5463445;-38.13080360867914
1739209810.5463505;-45.120503652039325
1739209810.5463564;-38.13080360867914
1739209810.5463626;-45.120503652039325
1739209810.5463686;-33.981070128970906
1739209810.5463748;-38.13080360867914
1739209810.5463808;-38.13080360867914
1739209810.5463867;-38.13080360867914
1739209810.546393;-33.981070128970906
1739209810.5463989;-38.13080360867914
1739209810.5464048;-45.120503652039325
1739209810.546411;-38.13080360867914
1739209810.546417;-45.120503652039325
1739209810.546423;-38.13080360867914
1739209810.5464292;-33.981070128970906
1739209810.546435;-45.120503652039325
1739209810.546441;-31.141103565318915
1739209810.5464473;-33.981070128970906
1739209810.5464532;-45.120503652039325
1739209810.5464592;-38.13080360867914
1739209810.5464654;-38.13080360867914
1739209810.5464714;-35.57807855764607
1739209810.5464773;-38.13080360867914
1739209810.5464835;-38.13080360867914
1739209810.5464895;-30.49652367304973
1739209810.5464954;-33.981070128970906
1739209810.5465016;-33.981070128970906
1739209810.5465076;-45.120503652039325
1739209810.5465136;-45.120503652039325
1739209810.5465198;-38.13080360867914
1739209810.5465257;-35.57807855764607
1739209810.5465317;-45.120503652039325
1739209810.5465379;-33.981070128970906
1739209810.5465438;-31.141103565318915
1739209810.5465498;-38.13080360867914
1739209810.546556;-38.13080360867914
1739209810.546562;-33.981070128970906
1739209810.546568;-38.13080360867914
1739209810.546574;-45.120503652039325
1739209810.54658;-45.120503652039325
1739209810.546586;-45.120503652039325
1739209810.5465922;-45.120503652039325
1739209810.5465982;-33.981070128970906
1739209810.5466044;-45.120503652039325
1739209810.5466104;-45.120503652039325
1739209810.5466163;-38.13080360867914
1739209810.5466225;-45.120503652039325
1739209810.5466285;-45.120503652039325
1739209810.5466344;-45.120503652039325
1739209810.5466406;-38.13080360867914
1739209810.5466466;-38.13080360867914
1739209810.5466526;-45.120503652039325
1739209810.5466588;-45.120503652039325
1739209810.5466647;-35.57807855764607
1739209810.5466707;-38.13080360867914
1739209810.5466769;-38.13080360867914
1739209810.5466828;-33.981070128970906
1739209810.5466888;-27.267205301931607
1739209810.546695;-38.13080360867914
1739209810.546701;-45.120503652039325
1739209810.546707;-38.13080360867914
1739209810.546713;-38.13080360867914
1739209810.546719;-45.120503652039325
1739209810.546725;-32.816014438256545
1739209810.5467312;-31.141103565318915
1739209810.5467372;-45.120503652039325
1739209810.5467432;-33.981070128970906
1739209810.5467494;-33.981070128970906
1739209810.5467553;-45.120503652039325
1739209810.5467613;-38.13080360867914
1739209810.5467675;-45.120503652039325
1739209810.5467734;-38.13080360867914
1739209810.5467794;-38.13080360867914
1739209810.5467856;-45.120503652039325
1739209810.5467916;-45.120503652039325
1739209810.5467975;-38.13080360867914
1739209810.5468037;-38.13080360867914
1739209810.5468097;-35.57807855764607
1739209810.5468156;-35.57807855764607
1739209810.5468218;-45.120503652039325
1739209810.5468278;-33.981070128970906
1739209810.5468338;-38.13080360867914
1739209810.54684;-45.120503652039325
1739209810.546846;-38.13080360867914
1739209810.546852;-35.57807855764607
1739209810.546858;-38.13080360867914
1739209810.546864;-45.120503652039325
1739209810.5468702;-45.120503652039325
1739209810.5468762;-45.120503652039325
1739209810.5468822;-38.13080360867914
1739209810.5468884;-38.13080360867914
1739209810.5468943;-38.13080360867914
1739209810.5469003;-45.120503652039325
1739209810.5469065;-32.816014438256545
1739209810.5469124;-35.57807855764607
1739209810.5469184;-45.120503652039325
1739209810.5469246;-38.13080360867914
1739209810.5469306;-38.13080360867914
1739209810.5469365;-38.13080360867914
1739209810.5469427;-38.13080360867914
1739209810.5469487;-45.120503652039325
1739209810.5469546;-38.13080360867914
1739209810.5469608;-33.981070128970906
1739209810.5469668;-45.120503652039325
1739209810.5469728;-38.13080360867914
1739209810.546979;-45.120503652039325
1739209810.546985;-38.13080360867914
1739209810.5469909;-45.120503652039325
1739209810.546997;-45.120503652039325
1739209810.547003;-33.981070128970906
1739209810.547009;-45.120503652039325
1739209810.5470152;-45.120503652039325
1739209810.5470212;-38.13080360867914
1739209810.547027;-32.816014438256545
1739209810.5470333;-30.49652367304973
1739209810.5470393;-45.120503652039325
1739209810.5470452;-45.120503652039325
1739209810.5470514;-45.120503652039325
1739209810.5470574;-38.13080360867914
1739209810.5470634;-45.120503652039325
1739209810.5470695;-45.120503652039325
1739209810.5470755;-45.120503652039325
1739209810.5470817;-45.120503652039325
1739209810.5470877;-38.13080360867914
1739209810.5470936;-38.13080360867914
1739209810.5470998;-33.981070128970906
1739209810.5471058;-38.13080360867914
1739209810.5471117;-45.120503652039325
1739209810.547118;-45.120503652039325
1739209810.547124;-45.120503652039325
1739209810.5471299;-31.141103565318915
1739209810.547136;-45.120503652039325
1739209810.547142;-45.120503652039325
1739209810.547148;-38.13080360867914
1739209810.5471542;-33.981070128970906
1739209810.5471601;-38.13080360867914
1739209810.547166;-45.120503652039325
1739209810.5471723;-38.13080360867914
1739209810.5471783;-35.57807855764607
1739209810.5471842;-38.13080360867914
1739209810.5471904;-45.120503652039325
1739209810.5471964;-45.120503652039325
1739209810.5472023;-38.13080360867914
1739209810.5472085;-38.13080360867914
1739209810.5472145;-38.13080360867914
1739209810.5472205;-45.120503652039325
1739209810.5472267;-32.81601443825658
1739209810.5472326;-33.981070128970906
1739209810.5472386;-45.120503652039325
1739209810.5472448;-45.120503652039325
1739209810.5472507;-45.120503652039325
1739209810.5472567;-38.13080360867914
1739209810.547263;-33.981070128970906
1739209810.5472689;-33.981070128970906
1739209810.5472748;-27.267205301931607
1739209810.547281;-32.816014438256545
1739209810.547287;-38.13080360867914
1739209810.547293;-38.13080360867914
1739209810.5472991;-35.57807855764607
1739209810.547305;-38.13080360867914
1739209810.5473113;-33.981070128970906
1739209810.5473173;-45.120503652039325
1739209810.5473232;-45.120503652039325
1739209810.5473294;-45.120503652039325
1739209810.5473354;-38.13080360867914
1739209810.5473413;-32.816014438256545
1739209810.5473475;-38.13080360867914
1739209810.5473535;-45.120503652039325
1739209810.5473595;-45.120503652039325
1739209810.5473657;-38.13080360867914
1739209810.5473716;-38.13080360867914
1739209810.5473776;-38.13080360867914
1739209810.5473838;-45.120503652039325
1739209810.5473897;-38.13080360867914
1739209810.5473957;-45.120503652039325
1739209810.547402;-45.120503652039325
1739209810.5474079;-38.13080360867914
