CAN Message; 0x1d3:000086866cefd4dc
1739209688.841839;-45.120503652039325
1739209688.8418484;-45.120503652039325
1739209688.8418574;-38.13080360867914
1739209688.8418667;-38.13080360867914
1739209688.8418758;-38.13080360867914
1739209688.841885;-38.13080360867914
1739209688.8418944;-45.120503652039325
1739209688.8419034;-45.120503652039325
1739209688.8419127;-45.120503652039325
1739209688.8419218;-45.120503652039325
1739209688.841931;-38.13080360867914
1739209688.8419402;-35.57807855764607
1739209688.8419495;-45.120503652039325
1739209688.8419588;-45.120503652039325
1739209688.8419678;-33.981070128970906
1739209688.8419771;-38.13080360867914
1739209688.8419862;-45.120503652039325
1739209688.8419955;-45.120503652039325
1739209688.8420045;-45.120503652039325
1739209688.8420138;-45.120503652039325
1739209688.8420231;-45.120503652039325
1739209688.8420322;-38.13080360867914
1739209688.8420415;-45.120503652039325
1739209688.8420506;-38.13080360867914
1739209688.8420599;-38.13080360867914
1739209688.842069;-38.13080360867914
1739209688.8420782;-33.981070128970906
1739209688.8420875;-38.13080360867914
1739209688.8420966;-45.120503652039325
1739209688.8421059;-35.57807855764607
1739209688.842115;-35.57807855764607
1739209688.8421242;-38.13080360867914
1739209688.8421333;-45.120503652039325
1739209688.8421426;-38.13080360867914
1739209688.8421519;-38.13080360867914
1739209688.842161;-45.120503652039325
1739209688.8421702;-45.120503652039325
1739209688.8421793;-38.13080360867914
1739209688.8421886;-45.120503652039325
1739209688.8421977;-45.120503652039325
1739209688.842207;-38.13080360867914
1739209688.8422163;-38.13080360867914
1739209688.8422253;-33.981070128970906
1739209688.8422346;-38.13080360867914
1739209688.8422437;-45.120503652039325
1739209688.842253;-35.57807855764607
1739209688.842262;-35.57807855764607
1739209688.8422713;-45.120503652039325
1739209688.8422806;-45.120503652039325
1739209688.8422897;-45.120503652039325
1739209688.842299;-45.120503652039325
1739209688.842308;-38.13080360867914
1739209688.8423173;-38.13080360867914
1739209688.8423264;-38.13080360867914
1739209688.8423357;-38.13080360867914
1739209688.842345;-38.13080360867914
1739209688.842354;-45.120503652039325
1739209688.8423634;-35.57807855764607
1739209688.8423724;-45.120503652039325
1739209688.8423817;-45.120503652039325
1739209688.8423908;-38.13080360867914
1739209688.8424;-38.13080360867914
1739209688.8424094;-33.981070128970906
1739209688.8424184;-45.120503652039325
1739209688.8424277;-45.120503652039325
1739209688.8424368;-38.13080360867914
1739209688.842446;-38.13080360867914
1739209688.8424551;-35.57807855764607
1739209688.8424644;-35.57807855764607
1739209688.8424737;-32.816014438256545
1739209688.8424828;-31.141103565318915
1739209688.842492;-38.13080360867914
1739209688.8425012;-38.13080360867914
1739209688.8425105;-35.57807855764607
1739209688.8425195;-38.13080360867914
1739209688.8425288;-45.120503652039325
1739209688.842538;-45.120503652039325
1739209688.8425472;-38.13080360867914
1739209688.8425565;-33.981070128970906
1739209688.8425655;-38.13080360867914
1739209688.8425748;-38.13080360867914
1739209688.842584;-33.981070128970906
1739209688.8425932;-38.13080360867914
1739209688.8426025;-38.13080360867914
1739209688.8426116;-45.120503652039325
1739209688.8426208;-35.57807855764607
1739209688.84263;-35.57807855764607
1739209688.8426392;-38.13080360867914
1739209688.8426483;-45.120503652039325
1739209688.8426576;-38.13080360867914
1739209688.8426669;-38.13080360867914
1739209688.842676;-30.49652367304973
1739209688.8426852;-38.13080360867914
1739209688.8426943;-38.13080360867914
1739209688.8427036;-38.13080360867914
1739209688.8427126;-38.13080360867914
1739209688.842722;-38.13080360867914
1739209688.8427312;-45.120503652039325
1739209688.8427403;-45.120503652039325
1739209688.8427496;-31.141103565318943
1739209688.8427587;-45.120503652039325
1739209688.842768;-45.120503652039325
1739209688.842777;-45.120503652039325
1739209688.8427863;-45.120503652039325
1739209688.8427956;-38.13080360867914
1739209688.8428047;-45.120503652039325
1739209688.842814;-45.120503652039325
1739209688.842823;-29.438486411369333
1739209688.8428323;-35.57807855764607
1739209688.8428414;-45.120503652039325
1739209688.8428507;-45.120503652039325
1739209688.84286;-32.816014438256545
1739209688.842869;-38.13080360867914
1739209688.8428783;-45.120503652039325
1739209688.8428874;-35.57807855764607
1739209688.8428967;-45.120503652039325
1739209688.8429058;-45.120503652039325
1739209688.842915;-38.13080360867914
1739209688.8429244;-45.120503652039325
1739209688.8429334;-45.120503652039325
1739209688.8429427;-45.120503652039325
1739209688.8429518;-45.120503652039325
1739209688.842961;-45.120503652039325
1739209688.8429701;-38.13080360867914
1739209688.8429794;-45.120503652039325
1739209688.8429887;-38.13080360867914
1739209688.8429978;-38.13080360867914
1739209688.843007;-45.120503652039325
1739209688.8430161;-45.120503652039325
1739209688.8430254;-38.13080360867914
1739209688.8430345;-45.120503652039325
1739209688.8430438;-35.57807855764607
1739209688.843053;-35.57807855764607
1739209688.8430622;-38.13080360867914
1739209688.8430715;-45.120503652039325
1739209688.8430805;-35.57807855764607
1739209688.8430898;-35.57807855764607
1739209688.8430989;-45.120503652039325
1739209688.8431082;-38.13080360867914
1739209688.8431175;-45.120503652039325
1739209688.8431265;-45.120503652039325
1739209688.8431358;-38.13080360867914
1739209688.843145;-45.120503652039325
1739209688.8431542;-45.120503652039325
1739209688.8431633;-45.120503652039325
1739209688.8431726;-38.13080360867914
1739209688.8431818;-45.120503652039325
1739209688.843191;-32.816014438256545
1739209688.8432002;-30.49652367304973
1739209688.8432093;-45.120503652039325
1739209688.8432186;-38.13080360867914
1739209688.8432276;-38.13080360867914
1739209688.843237;-38.13080360867914
1739209688.8432462;-45.120503652039325
1739209688.8432553;-38.13080360867914
1739209688.8432646;-45.120503652039325
1739209688.8432736;-45.120503652039325
1739209688.843283;-45.120503652039325
1739209688.843292;-45.120503652039325
1739209688.8433013;-45.120503652039325
1739209688.8433106;-38.13080360867914
1739209688.8433197;-38.13080360867914
1739209688.843329;-35.57807855764607
1739209688.843338;-33.981070128970906
1739209688.8433473;-33.981070128970906
1739209688.8433564;-32.816014438256545
1739209688.8433657;-38.13080360867914
1739209688.843375;-38.13080360867914
1739209688.843384;-45.120503652039325
1739209688.8433933;-38.13080360867914
1739209688.8434024;-38.13080360867914
1739209688.8434117;-45.120503652039325
1739209688.8434207;-35.57807855764607
1739209688.84343;-38.13080360867914
1739209688.8434393;-38.13080360867914
1739209688.8434484;-45.120503652039325
1739209688.8434577;-45.120503652039325
1739209688.8434668;-45.120503652039325
1739209688.843476;-38.13080360867914
1739209688.843485;-38.13080360867914
1739209688.8434944;-45.120503652039325
1739209688.8435037;-38.13080360867914
1739209688.8435128;-45.120503652039325
1739209688.843522;-45.120503652039325
1739209688.8435311;-38.13080360867914
1739209688.8435404;-38.13080360867914
1739209688.8435495;-38.13080360867914
1739209688.8435588;-45.120503652039325
1739209688.843568;-31.141103565318915
1739209688.8435771;-45.120503652039325
1739209688.8435864;-45.120503652039325
1739209688.8435955;-38.13080360867914
1739209688.8436048;-38.13080360867914
1739209688.8436139;-38.13080360867914
1739209688.8436232;-45.120503652039325
1739209688.8436325;-38.13080360867914
1739209688.8436415;-45.120503652039325
1739209688.8436508;-45.120503652039325
1739209688.8436599;-38.13080360867914
1739209688.8436692;-45.120503652039325
1739209688.8436782;-45.120503652039325
1739209688.8436875;-45.120503652039325
1739209688.8436968;-45.120503652039325
1739209688.843706;-38.13080360867914
1739209688.8437152;-31.141103565318915
1739209688.8437243;-35.57807855764607
1739209688.8437335;-45.120503652039325
1739209688.8437426;-38.13080360867914
1739209688.843752;-35.57807855764607
1739209688.8437612;-38.13080360867914
1739209688.8437703;-33.981070128970906
1739209688.8437796;-38.13080360867914
1739209688.8437886;-45.120503652039325
1739209688.843798;-45.120503652039325
1739209688.843807;-33.981070128970906
1739209688.8438163;-45.120503652039325
1739209688.8438256;-45.120503652039325
1739209688.8438346;-38.13080360867914
1739209688.843844;-45.120503652039325
1739209688.843853;-45.120503652039325
1739209688.8438623;-38.13080360867914
1739209688.8438714;-38.13080360867914
1739209688.8438807;-35.57807855764607
1739209688.84389;-35.57807855764607
1739209688.843899;-38.13080360867914
1739209688.8439083;-38.13080360867914
1739209688.8439174;-45.120503652039325
1739209688.8439267;-45.120503652039325
1739209688.8439357;-45.120503652039325
1739209688.843945;-33.981070128970906
1739209688.8439543;-45.120503652039325
1739209688.8439634;-45.120503652039325
1739209688.8439727;-45.120503652039325
1739209688.8439817;-45.120503652039325
1739209688.843991;-45.120503652039325
1739209688.844;-45.120503652039325
1739209688.8440094;-45.120503652039325
1739209688.8440187;-45.120503652039325
1739209688.8440278;-38.13080360867914
1739209688.844037;-38.13080360867914
1739209688.844046;-38.13080360867914
1739209688.8440554;-38.13080360867914
1739209688.8440645;-38.13080360867914
1739209688.8440738;-45.120503652039325
1739209688.844083;-45.120503652039325
1739209688.8440921;-38.13080360867914
1739209688.8441014;-45.120503652039325
1739209688.8441105;-45.120503652039325
1739209688.8441198;-45.120503652039325
1739209688.8441288;-35.57807855764607
1739209688.8441381;-35.57807855764607
1739209688.8441474;-45.120503652039325
1739209688.8441565;-45.120503652039325
1739209688.8441658;-45.120503652039325
1739209688.8441749;-38.13080360867914
1739209688.8441842;-45.120503652039325
1739209688.8441932;-38.13080360867914
1739209688.8442025;-45.120503652039325
1739209688.8442118;-38.13080360867914
1739209688.8442209;-38.13080360867914
1739209688.8442302;-45.120503652039325
1739209688.8442392;-31.141103565318915
1739209688.8442485;-38.13080360867914
1739209688.8442576;-33.981070128970906
1739209688.844267;-45.120503652039325
1739209688.8442762;-31.141103565318893
1739209688.8442852;-38.13080360867914
1739209688.8442945;-45.120503652039325
1739209688.8443036;-35.57807855764607
1739209688.844313;-45.120503652039325
1739209688.844322;-45.120503652039325
1739209688.8443313;-45.120503652039325
1739209688.8443406;-45.120503652039325
1739209688.8443496;-45.120503652039325
1739209688.844359;-45.120503652039325
1739209688.844368;-38.13080360867914
1739209688.8443773;-45.120503652039325
1739209688.8443863;-35.57807855764607
1739209688.8443956;-38.13080360867914
1739209688.844405;-45.120503652039325
1739209688.844414;-45.120503652039325
1739209688.8444233;-33.981070128970906
1739209688.8444324;-45.120503652039325
1739209688.8444417;-45.120503652039325
1739209688.8444507;-45.120503652039325
1739209688.84446;-45.120503652039325
1739209688.8444693;-45.120503652039325
1739209688.8444784;-45.120503652039325
1739209688.8444877;-38.13080360867914
1739209688.8444967;-45.120503652039325
1739209688.844506;-45.120503652039325
1739209688.844515;-45.120503652039325
1739209688.8445244;-45.120503652039325
1739209688.8445337;-45.120503652039325
1739209688.8445427;-45.120503652039325
1739209688.844552;-38.13080360867914
1739209688.844561;-38.13080360867914
1739209688.8445704;-38.13080360867914
1739209688.8445795;-45.120503652039325
1739209688.8445888;-35.57807855764607
1739209688.844598;-45.120503652039325
1739209688.844607;-31.141103565318893
1739209688.8446164;-31.141103565318893
1739209688.8446255;-38.13080360867914
1739209688.8446348;-38.13080360867914
1739209688.8446438;-38.13080360867914
1739209688.8446531;-38.13080360867914
1739209688.8446624;-45.120503652039325
1739209688.8446715;-38.13080360867914
1739209688.8446808;-38.13080360867914
1739209688.8446898;-38.13080360867914
1739209688.8446991;-45.120503652039325
1739209688.8447082;-45.120503652039325
1739209688.8447175;-45.120503652039325
1739209688.8447268;-45.120503652039325
1739209688.8447359;-38.13080360867914
1739209688.8447452;-45.120503652039325
1739209688.8447542;-31.141103565318893
1739209688.8447635;-29.438486411369333
1739209688.8447726;-45.120503652039325
1739209688.8447819;-45.120503652039325
1739209688.8447912;-35.57807855764607
1739209688.8448002;-35.57807855764607
1739209688.8448095;-45.120503652039325
1739209688.8448186;-38.13080360867914
1739209688.844828;-45.120503652039325
1739209688.844837;-45.120503652039325
1739209688.8448462;-45.120503652039325
1739209688.8448555;-45.120503652039325
1739209688.8448646;-45.120503652039325
1739209688.844874;-45.120503652039325
1739209688.844883;-45.120503652039325
1739209688.8448923;-45.120503652039325
1739209688.8449013;-45.120503652039325
1739209688.8449106;-38.13080360867914
1739209688.84492;-38.13080360867914
1739209688.844929;-45.120503652039325
1739209688.8449383;-35.57807855764607
1739209688.8449473;-45.120503652039325
1739209688.8449566;-45.120503652039325
1739209688.8449657;-45.120503652039325
1739209688.844975;-35.57807855764607
1739209688.8449843;-30.49652367304973
1739209688.8449934;-45.120503652039325
1739209688.8450027;-45.120503652039325
1739209688.8450117;-33.981070128970906
1739209688.845021;-33.981070128970906
1739209688.84503;-45.120503652039325
1739209688.8450394;-38.13080360867914
1739209688.8450487;-45.120503652039325
1739209688.8450577;-45.120503652039325
1739209688.845067;-45.120503652039325
1739209688.845076;-45.120503652039325
1739209688.8450854;-45.120503652039325
1739209688.8450944;-45.120503652039325
1739209688.8451037;-33.981070128970906
1739209688.845113;-45.120503652039325
1739209688.845122;-38.13080360867914
1739209688.8451314;-26.991370085610722
1739209688.8451405;-38.13080360867914
1739209688.8451498;-38.13080360867914
1739209688.8451588;-32.816014438256545
1739209688.845168;-32.816014438256545
1739209688.8451774;-33.981070128970906
1739209688.8451865;-38.13080360867914
1739209688.8451958;-45.120503652039325
1739209688.8452048;-33.981070128970956
1739209688.8452141;-45.120503652039325
1739209688.8452232;-45.120503652039325
1739209688.8452325;-38.13080360867914
1739209688.8452418;-45.120503652039325
1739209688.8452508;-45.120503652039325
1739209688.8452601;-45.120503652039325
1739209688.8452692;-32.816014438256545
1739209688.8452785;-27.267205301931607
1739209688.8452876;-38.13080360867914
1739209688.8452969;-38.13080360867914
1739209688.8453062;-38.13080360867914
1739209688.8453152;-33.981070128970906
1739209688.8453245;-45.120503652039325
1739209688.8453336;-45.120503652039325
1739209688.8453429;-38.13080360867914
1739209688.845352;-45.120503652039325
1739209688.8453612;-45.120503652039325
1739209688.8453705;-45.120503652039325
1739209688.8453796;-38.13080360867914
1739209688.845389;-38.13080360867914
1739209688.845398;-45.120503652039325
1739209688.8454072;-45.120503652039325
1739209688.8454163;-38.13080360867914
1739209688.8454256;-38.13080360867914
1739209688.845435;-45.120503652039325
1739209688.845444;-45.120503652039325
1739209688.8454533;-32.816014438256545
1739209688.8454623;-38.13080360867914
1739209688.8454716;-38.13080360867914
1739209688.8454807;-38.13080360867914
1739209688.84549;-33.981070128970906
1739209688.8454993;-31.141103565318915
1739209688.8455083;-38.13080360867914
1739209688.8455176;-38.13080360867914
1739209688.8455267;-38.13080360867914
1739209688.845536;-38.13080360867914
1739209688.845545;-38.13080360867914
1739209688.8455544;-45.120503652039325
1739209688.8455637;-33.981070128970906
1739209688.8455727;-38.13080360867914
1739209688.845582;-45.120503652039325
1739209688.845591;-45.120503652039325
1739209688.8456004;-38.13080360867914
1739209688.8456094;-38.13080360867914
1739209688.8456187;-38.13080360867914
1739209688.845628;-45.120503652039325
1739209688.845637;-35.57807855764607
1739209688.8456464;-38.13080360867914
1739209688.8456554;-38.13080360867914
1739209688.8456647;-45.120503652039325
1739209688.8456738;-45.120503652039325
1739209688.845683;-38.13080360867914
1739209688.8456924;-38.13080360867914
1739209688.8457015;-38.13080360867914
1739209688.8457108;-38.13080360867914
1739209688.8457198;-38.13080360867914
1739209688.845729;-38.13080360867914
1739209688.8457382;-45.120503652039325
1739209688.8457475;-38.13080360867914
1739209688.8457568;-33.981070128970906
1739209688.8457658;-38.13080360867914
1739209688.8457751;-45.120503652039325
1739209688.8457842;-38.13080360867914
1739209688.8457935;-45.120503652039325
1739209688.8458025;-38.13080360867914
1739209688.8458118;-45.120503652039325
1739209688.845821;-45.120503652039325
1739209688.8458302;-38.13080360867914
1739209688.8458395;-38.13080360867914
1739209688.8458486;-38.13080360867914
1739209688.8458579;-38.13080360867914
1739209688.845867;-35.57807855764607
1739209688.8458762;-38.13080360867914
1739209688.8458853;-38.13080360867914
1739209688.8458946;-38.13080360867914
1739209688.8459039;-35.57807855764607
1739209688.845913;-38.13080360867914
1739209688.8459222;-38.13080360867914
1739209688.8459313;-38.13080360867914
1739209688.8459406;-38.13080360867914
1739209688.8459496;-33.981070128970906
1739209688.845959;-45.120503652039325
1739209688.8459682;-45.120503652039325
1739209688.8459773;-38.13080360867914
1739209688.8459866;-38.13080360867914
1739209688.8459957;-45.120503652039325
1739209688.846005;-45.120503652039325
1739209688.846014;-45.120503652039325
1739209688.8460233;-45.120503652039325
1739209688.8460326;-45.120503652039325
1739209688.8460417;-45.120503652039325
1739209688.846051;-38.13080360867914
1739209688.84606;-38.13080360867914
1739209688.8460693;-35.57807855764607
1739209688.8460784;-38.13080360867914
1739209688.8460877;-38.13080360867914
1739209688.846097;-26.991370085610722
1739209688.846106;-38.13080360867914
1739209688.8461154;-45.120503652039325
1739209688.8461244;-45.120503652039325
1739209688.8461337;-32.816014438256545
1739209688.8461428;-32.816014438256545
1739209688.846152;-45.120503652039325
1739209688.8461614;-45.120503652039325
1739209688.8461704;-38.13080360867914
1739209688.8461797;-38.13080360867914
1739209688.8461888;-38.13080360867914
1739209688.846198;-45.120503652039325
1739209688.8462071;-45.120503652039325
1739209688.8462164;-45.120503652039325
1739209688.8462257;-45.120503652039325
1739209688.8462348;-45.120503652039325
1739209688.846244;-27.8777449560314
1739209688.8462532;-32.816014438256545
1739209688.8462625;-45.120503652039325
1739209688.8462715;-38.13080360867914
1739209688.8462808;-32.816014438256545
1739209688.84629;-38.13080360867914
1739209688.8462992;-45.120503652039325
1739209688.8463085;-38.13080360867914
1739209688.8463175;-45.120503652039325
1739209688.8463268;-45.120503652039325
1739209688.846336;-38.13080360867914
1739209688.8463452;-45.120503652039325
1739209688.8463545;-45.120503652039325
1739209688.8463635;-38.13080360867914
1739209688.8463728;-45.120503652039325
1739209688.846382;-38.13080360867914
1739209688.8463912;-38.13080360867914
1739209688.8464003;-38.13080360867914
1739209688.8464096;-38.13080360867914
1739209688.8464189;-38.13080360867914
1739209688.846428;-38.13080360867914
1739209688.8464372;-45.120503652039325
1739209688.8464463;-45.120503652039325
1739209688.8464556;-45.120503652039325
1739209688.8464646;-29.438486411369333
1739209688.846474;-31.141103565318893
1739209688.8464832;-45.120503652039325
1739209688.8464923;-38.13080360867914
1739209688.8465016;-32.816014438256545
1739209688.8465106;-35.57807855764607
1739209688.84652;-45.120503652039325
1739209688.846529;-38.13080360867914
1739209688.8465383;-45.120503652039325
1739209688.8465476;-45.120503652039325
1739209688.8465567;-45.120503652039325
1739209688.846566;-45.120503652039325
1739209688.846575;-45.120503652039325
1739209688.8465843;-45.120503652039325
1739209688.8465934;-45.120503652039325
1739209688.8466027;-45.120503652039325
1739209688.846612;-30.49652367304973
1739209688.846621;-30.49652367304973
1739209688.8466303;-35.57807855764607
1739209688.8466394;-35.57807855764607
1739209688.8466487;-45.120503652039325
1739209688.8466578;-45.120503652039325
1739209688.846667;-45.120503652039325
1739209688.8466763;-45.120503652039325
1739209688.8466854;-35.57807855764607
1739209688.8466947;-38.13080360867914
1739209688.8467038;-45.120503652039325
1739209688.846713;-45.120503652039325
1739209688.8467221;-38.13080360867914
1739209688.8467314;-38.13080360867914
1739209688.8467407;-45.120503652039325
1739209688.8467498;-38.13080360867914
1739209688.846759;-38.13080360867914
1739209688.8467681;-45.120503652039325
1739209688.8467774;-35.57807855764607
1739209688.8467865;-38.13080360867914
1739209688.8467958;-45.120503652039325
1739209688.846805;-38.13080360867914
1739209688.8468142;-35.57807855764607
1739209688.8468235;-45.120503652039325
1739209688.8468325;-38.13080360867914
1739209688.8468418;-35.57807855764607
1739209688.8468509;-45.120503652039325
1739209688.8468602;-45.120503652039325
1739209688.8468695;-45.120503652039325
1739209688.8468785;-38.13080360867914
1739209688.8468878;-38.13080360867914
1739209688.846897;-33.981070128970906
1739209688.8469062;-45.120503652039325
1739209688.8469152;-38.13080360867914
1739209688.8469245;-38.13080360867914
1739209688.8469338;-38.13080360867914
1739209688.846943;-38.13080360867914
1739209688.8469522;-45.120503652039325
1739209688.8469613;-33.981070128970906
1739209688.8469706;-33.981070128970906
1739209688.8469796;-38.13080360867914
1739209688.846989;-38.13080360867914
1739209688.8469982;-38.13080360867914
1739209688.8470073;-45.120503652039325
1739209688.8470166;-45.120503652039325
1739209688.8470256;-45.120503652039325
1739209688.847035;-45.120503652039325
1739209688.847044;-38.13080360867914
1739209688.8470533;-45.120503652039325
1739209688.8470626;-33.981070128970956
1739209688.8470716;-35.57807855764607
1739209688.847081;-38.13080360867914
1739209688.84709;-45.120503652039325
1739209688.8470993;-45.120503652039325
1739209688.8471084;-38.13080360867914
1739209688.8471177;-45.120503652039325
1739209688.847127;-45.120503652039325
1739209688.847136;-45.120503652039325
1739209688.8471453;-45.120503652039325
1739209688.8471544;-38.13080360867914
1739209688.8471637;-45.120503652039325
1739209688.8471727;-45.120503652039325
1739209688.847182;-38.13080360867914
1739209688.8471913;-35.57807855764607
1739209688.8472004;-38.13080360867914
1739209688.8472097;-33.981070128970906
1739209688.8472188;-31.141103565318915
1739209688.847228;-45.120503652039325
1739209688.847237;-38.13080360867914
1739209688.8472464;-45.120503652039325
1739209688.8472557;-38.13080360867914
1739209688.8472648;-38.13080360867914
1739209688.847274;-45.120503652039325
1739209688.8472831;-45.120503652039325
1739209688.8472924;-33.981070128970906
1739209688.8473015;-33.981070128970906
1739209688.8473108;-38.13080360867914
1739209688.84732;-45.120503652039325
1739209688.8473291;-38.13080360867914
1739209688.8473384;-38.13080360867914
1739209688.8473475;-45.120503652039325
1739209688.8473568;-38.13080360867914
1739209688.8473659;-33.981070128970906
1739209688.8473752;-45.120503652039325
1739209688.8473845;-45.120503652039325
1739209688.8473935;-45.120503652039325
1739209688.8474028;-38.13080360867914
1739209688.8474119;-45.120503652039325
1739209688.8474212;-45.120503652039325
1739209688.8474302;-45.120503652039325
1739209688.8474395;-38.13080360867914
1739209688.8474488;-38.13080360867914
1739209688.847458;-45.120503652039325
1739209688.8474672;-38.13080360867914
1739209688.8474762;-38.13080360867914
1739209688.8474855;-38.13080360867914
1739209688.8474946;-35.57807855764607
1739209688.847504;-38.13080360867914
1739209688.8475132;-38.13080360867914
1739209688.8475223;-35.57807855764607
1739209688.8475316;-45.120503652039325
1739209688.8475406;-38.13080360867914
1739209688.84755;-33.981070128970906
1739209688.847559;-38.13080360867914
1739209688.8475683;-38.13080360867914
1739209688.8475776;-45.120503652039325
1739209688.8475866;-38.13080360867914
1739209688.847596;-45.120503652039325
1739209688.847605;-45.120503652039325
1739209688.8476143;-45.120503652039325
1739209688.8476233;-38.13080360867914
1739209688.8476326;-45.120503652039325
1739209688.847642;-38.13080360867914
1739209688.847651;-38.13080360867914
1739209688.8476603;-45.120503652039325
1739209688.8476694;-38.13080360867914
1739209688.8476787;-45.120503652039325
1739209688.8476877;-45.120503652039325
1739209688.847697;-45.120503652039325
1739209688.8477063;-38.13080360867914
1739209688.8477154;-38.13080360867914
1739209688.8477247;-38.13080360867914
1739209688.8477337;-30.49652367304973
1739209688.847743;-38.13080360867914
1739209688.847752;-33.981070128970906
1739209688.8477614;-35.57807855764607
1739209688.8477707;-45.120503652039325
1739209688.8477798;-45.120503652039325
1739209688.847789;-33.981070128970906
1739209688.847798;-33.981070128970906
1739209688.8478074;-28.992665084841967
1739209688.8478165;-45.120503652039325
1739209688.8478258;-33.981070128970906
1739209688.847835;-38.13080360867914
1739209688.8478441;-45.120503652039325
1739209688.8478534;-38.13080360867914
1739209688.8478625;-35.57807855764607
1739209688.8478718;-38.13080360867914
1739209688.8478808;-28.58837851428586
1739209688.8478901;-38.13080360867914
1739209688.8478994;-38.13080360867914
1739209688.8479085;-38.13080360867914
1739209688.8479178;-38.13080360867914
1739209688.8479269;-38.13080360867914
1739209688.8479362;-38.13080360867914
1739209688.8479452;-45.120503652039325
1739209688.8479545;-35.57807855764607
1739209688.8479638;-38.13080360867914
1739209688.8479729;-35.57807855764607
1739209688.8479822;-28.992665084841942
1739209688.8479912;-38.13080360867914
1739209688.8480005;-38.13080360867914
1739209688.8480096;-38.13080360867914
1739209688.848019;-45.120503652039325
1739209688.8480282;-45.120503652039325
1739209688.8480372;-45.120503652039325
1739209688.8480465;-32.816014438256545
1739209688.8480556;-38.13080360867914
1739209688.848065;-45.120503652039325
1739209688.848074;-45.120503652039325
1739209688.8480833;-38.13080360867914
1739209688.8480926;-45.120503652039325
1739209688.8481016;-28.21854285175415
1739209688.848111;-29.438486411369333
1739209688.84812;-45.120503652039325
1739209688.8481293;-38.13080360867914
1739209688.8481383;-35.57807855764607
1739209688.8481476;-38.13080360867914
1739209688.848157;-45.120503652039325
1739209688.848166;-45.120503652039325
1739209688.8481753;-45.120503652039325
1739209688.8481843;-45.120503652039325
1739209688.8481936;-38.13080360867914
1739209688.8482027;-45.120503652039325
1739209688.848212;-45.120503652039325
1739209688.8482213;-33.981070128970906
1739209688.8482304;-45.120503652039325
1739209688.8482397;-45.120503652039325
1739209688.8482487;-29.438486411369333
1739209688.848258;-29.438486411369333
1739209688.848267;-45.120503652039325
1739209688.8482764;-45.120503652039325
1739209688.8482857;-33.981070128970906
1739209688.8482947;-38.13080360867914
1739209688.848304;-45.120503652039325
1739209688.848313;-45.120503652039325
1739209688.8483224;-38.13080360867914
1739209688.8483315;-45.120503652039325
