CAN Message; 0x98:00007cdccd7c5654
Timestamp;Amplitude
1739209817.7782757;-33.981070128970906
1739209817.7782836;-38.13080360867914
1739209817.7782912;-38.13080360867914
1739209817.778299;-33.981070128970906
1739209817.7783067;-35.57807855764607
1739209817.7783144;-38.13080360867914
1739209817.7783222;-45.120503652039325
1739209817.7783298;-35.57807855764607
1739209817.7783375;-38.13080360867914
1739209817.7783453;-45.120503652039325
1739209817.778353;-45.120503652039325
1739209817.7783608;-32.81601443825658
1739209817.7783685;-38.13080360867914
1739209817.778376;-38.13080360867914
1739209817.778384;-45.120503652039325
1739209817.7783916;-45.120503652039325
1739209817.7783995;-45.120503652039325
1739209817.778407;-33.981070128970906
1739209817.7784147;-45.120503652039325
1739209817.7784226;-27.267205301931607
1739209817.7784302;-33.981070128970906
1739209817.7784379;-45.120503652039325
1739209817.7784457;-38.13080360867914
1739209817.7784534;-35.57807855764607
1739209817.7784612;-38.13080360867914
1739209817.7784688;-38.13080360867914
1739209817.7784765;-38.13080360867914
1739209817.7784843;-32.816014438256545
1739209817.778492;-33.981070128970906
1739209817.7784996;-32.816014438256545
1739209817.7785075;-45.120503652039325
1739209817.778515;-45.120503652039325
1739209817.778523;-45.120503652039325
1739209817.7785306;-45.120503652039325
1739209817.7785382;-45.120503652039325
1739209817.778546;-31.141103565318915
1739209817.7785537;-33.981070128970906
1739209817.7785616;-45.120503652039325
1739209817.7785692;-35.57807855764607
1739209817.7785769;-32.816014438256545
1739209817.7785847;-45.120503652039325
1739209817.7785923;-45.120503652039325
1739209817.7786;-35.57807855764607
1739209817.7786078;-38.13080360867914
1739209817.7786155;-38.13080360867914
1739209817.7786233;-38.13080360867914
1739209817.778631;-45.120503652039325
1739209817.7786386;-38.13080360867914
1739209817.7786465;-38.13080360867914
1739209817.778654;-38.13080360867914
1739209817.778662;-38.13080360867914
1739209817.7786696;-31.141103565318915
1739209817.7786772;-38.13080360867914
1739209817.778685;-45.120503652039325
1739209817.7786927;-33.981070128970906
1739209817.7787004;-35.57807855764607
1739209817.7787082;-38.13080360867914
1739209817.7787158;-38.13080360867914
1739209817.7787237;-38.13080360867914
1739209817.7787313;-45.120503652039325
1739209817.778739;-38.13080360867914
1739209817.7787468;-45.120503652039325
1739209817.7787545;-45.120503652039325
1739209817.7787623;-38.13080360867914
1739209817.77877;-38.13080360867914
1739209817.7787776;-45.120503652039325
1739209817.7787855;-45.120503652039325
1739209817.778793;-45.120503652039325
1739209817.7788007;-45.120503652039325
1739209817.7788086;-45.120503652039325
1739209817.7788162;-45.120503652039325
1739209817.778824;-38.13080360867914
1739209817.7788317;-45.120503652039325
1739209817.7788393;-45.120503652039325
1739209817.7788472;-38.13080360867914
1739209817.7788548;-38.13080360867914
1739209817.7788625;-38.13080360867914
1739209817.7788703;-38.13080360867914
1739209817.778878;-45.120503652039325
1739209817.7788858;-38.13080360867914
1739209817.7788935;-35.57807855764607
1739209817.778901;-38.13080360867914
1739209817.778909;-45.120503652039325
1739209817.7789166;-38.13080360867914
1739209817.7789245;-38.13080360867914
1739209817.778932;-45.120503652039325
1739209817.7789397;-45.120503652039325
1739209817.7789476;-38.13080360867914
1739209817.7789552;-45.120503652039325
1739209817.7789629;-38.13080360867914
1739209817.7789707;-45.120503652039325
1739209817.7789783;-45.120503652039325
1739209817.7789862;-38.13080360867914
1739209817.7789938;-45.120503652039325
1739209817.7790015;-45.120503652039325
1739209817.7790093;-45.120503652039325
1739209817.779017;-38.13080360867914
1739209817.7790248;-38.13080360867914
1739209817.7790325;-33.981070128970906
1739209817.77904;-45.120503652039325
1739209817.779048;-38.13080360867914
1739209817.7790556;-45.120503652039325
1739209817.7790632;-38.13080360867914
1739209817.779071;-32.816014438256545
1739209817.7790787;-38.13080360867914
1739209817.7790866;-35.57807855764607
1739209817.7790942;-38.13080360867914
1739209817.7791018;-38.13080360867914
1739209817.7791097;-45.120503652039325
1739209817.7791173;-45.120503652039325
1739209817.779125;-35.57807855764607
1739209817.7791328;-38.13080360867914
1739209817.7791405;-38.13080360867914
1739209817.7791483;-45.120503652039325
1739209817.779156;-38.13080360867914
1739209817.7791636;-45.120503652039325
1739209817.7791715;-33.981070128970906
1739209817.779179;-32.816014438256545
1739209817.779187;-45.120503652039325
1739209817.7791946;-38.13080360867914
1739209817.7792022;-33.981070128970906
1739209817.77921;-32.816014438256545
1739209817.7792177;-45.120503652039325
1739209817.7792253;-45.120503652039325
1739209817.7792332;-45.120503652039325
1739209817.7792408;-45.120503652039325
1739209817.7792487;-45.120503652039325
1739209817.7792563;-45.120503652039325
1739209817.779264;-38.13080360867914
1739209817.7792718;-38.13080360867914
1739209817.7792795;-38.13080360867914
1739209817.7792873;-45.120503652039325
1739209817.779295;-32.816014438256545
1739209817.7793026;-31.141103565318893
1739209817.7793105;-45.120503652039325
1739209817.779318;-45.120503652039325
1739209817.7793257;-35.57807855764607
1739209817.7793336;-32.816014438256545
1739209817.7793412;-45.120503652039325
1739209817.779349;-45.120503652039325
1739209817.7793567;-45.120503652039325
1739209817.7793643;-45.120503652039325
1739209817.7793722;-38.13080360867914
1739209817.7793798;-38.13080360867914
1739209817.7793877;-45.120503652039325
1739209817.7793953;-45.120503652039325
1739209817.779403;-33.981070128970906
1739209817.7794108;-45.120503652039325
1739209817.7794185;-45.120503652039325
1739209817.779426;-45.120503652039325
1739209817.779434;-45.120503652039325
1739209817.7794416;-45.120503652039325
1739209817.7794495;-38.13080360867914
1739209817.779457;-35.57807855764607
1739209817.7794647;-38.13080360867914
1739209817.7794726;-35.57807855764607
1739209817.7794802;-38.13080360867914
1739209817.7794878;-31.141103565318893
1739209817.7794957;-45.120503652039325
1739209817.7795033;-38.13080360867914
1739209817.7795112;-45.120503652039325
1739209817.7795188;-45.120503652039325
1739209817.7795265;-33.981070128970906
1739209817.7795343;-33.981070128970906
1739209817.779542;-45.120503652039325
1739209817.7795498;-33.981070128970956
1739209817.7795575;-45.120503652039325
1739209817.779565;-33.981070128970906
1739209817.779573;-38.13080360867914
1739209817.7795806;-45.120503652039325
1739209817.7795882;-35.57807855764607
1739209817.779596;-38.13080360867914
1739209817.7796037;-38.13080360867914
1739209817.7796116;-27.8777449560314
1739209817.7796192;-45.120503652039325
1739209817.7796268;-45.120503652039325
1739209817.7796347;-38.13080360867914
1739209817.7796423;-38.13080360867914
1739209817.7796502;-38.13080360867914
1739209817.7796578;-35.57807855764607
1739209817.7796655;-38.13080360867914
1739209817.7796733;-33.981070128970956
1739209817.779681;-38.13080360867914
1739209817.7796886;-35.57807855764607
1739209817.7796965;-38.13080360867914
1739209817.779704;-38.13080360867914
1739209817.779712;-45.120503652039325
1739209817.7797196;-38.13080360867914
1739209817.7797272;-38.13080360867914
1739209817.779735;-31.141103565318915
1739209817.7797427;-38.13080360867914
1739209817.7797503;-45.120503652039325
1739209817.7797582;-38.13080360867914
1739209817.7797658;-35.57807855764607
1739209817.7797737;-45.120503652039325
1739209817.7797813;-45.120503652039325
1739209817.779789;-38.13080360867914
1739209817.7797968;-38.13080360867914
1739209817.7798045;-45.120503652039325
1739209817.7798123;-45.120503652039325
1739209817.77982;-38.13080360867914
1739209817.7798276;-33.981070128970906
1739209817.7798355;-35.57807855764607
1739209817.779843;-35.57807855764607
1739209817.7798507;-45.120503652039325
1739209817.7798586;-45.120503652039325
1739209817.7798662;-45.120503652039325
1739209817.779874;-38.13080360867914
1739209817.7798817;-38.13080360867914
1739209817.7798893;-45.120503652039325
1739209817.7798972;-45.120503652039325
1739209817.7799048;-45.120503652039325
1739209817.7799127;-45.120503652039325
1739209817.7799203;-33.981070128970906
1739209817.779928;-35.57807855764607
1739209817.7799358;-38.13080360867914
1739209817.7799435;-35.57807855764607
1739209817.779951;-35.57807855764607
1739209817.779959;-45.120503652039325
1739209817.7799666;-45.120503652039325
1739209817.7799745;-38.13080360867914
1739209817.779982;-35.57807855764607
1739209817.7799897;-38.13080360867914
1739209817.7799976;-45.120503652039325
1739209817.7800052;-45.120503652039325
1739209817.780013;-45.120503652039325
1739209817.7800207;-33.981070128970906
1739209817.7800283;-45.120503652039325
1739209817.7800362;-45.120503652039325
1739209817.7800438;-28.992665084841942
1739209817.7800515;-31.141103565318915
1739209817.7800593;-38.13080360867914
1739209817.780067;-45.120503652039325
1739209817.7800748;-45.120503652039325
1739209817.7800825;-33.981070128970906
1739209817.78009;-38.13080360867914
1739209817.780098;-45.120503652039325
1739209817.7801056;-45.120503652039325
1739209817.7801132;-45.120503652039325
1739209817.780121;-38.13080360867914
1739209817.7801287;-38.13080360867914
1739209817.7801366;-45.120503652039325
1739209817.7801442;-45.120503652039325
1739209817.7801518;-45.120503652039325
1739209817.7801597;-38.13080360867914
1739209817.7801673;-38.13080360867914
1739209817.7801752;-45.120503652039325
1739209817.7801828;-45.120503652039325
1739209817.7801905;-38.13080360867914
1739209817.7801983;-45.120503652039325
1739209817.780206;-45.120503652039325
1739209817.7802136;-45.120503652039325
1739209817.7802215;-38.13080360867914
1739209817.780229;-38.13080360867914
1739209817.780237;-33.981070128970906
1739209817.7802446;-38.13080360867914
1739209817.7802522;-38.13080360867914
1739209817.78026;-38.13080360867914
1739209817.7802677;-31.141103565318893
1739209817.7802756;-38.13080360867914
1739209817.7802832;-45.120503652039325
1739209817.7802908;-38.13080360867914
1739209817.7802987;-33.981070128970906
1739209817.7803063;-45.120503652039325
1739209817.780314;-38.13080360867914
1739209817.7803218;-35.57807855764607
1739209817.7803295;-45.120503652039325
1739209817.7803373;-45.120503652039325
1739209817.780345;-45.120503652039325
1739209817.7803526;-38.13080360867914
1739209817.7803605;-32.816014438256545
1739209817.780368;-35.57807855764607
1739209817.780376;-38.13080360867914
1739209817.7803836;-45.120503652039325
1739209817.7803912;-30.49652367304973
1739209817.780399;-31.141103565318893
1739209817.7804067;-38.13080360867914
1739209817.7804143;-38.13080360867914
1739209817.7804222;-38.13080360867914
1739209817.7804298;-35.57807855764607
1739209817.7804377;-38.13080360867914
1739209817.7804453;-38.13080360867914
1739209817.780453;-38.13080360867914
1739209817.7804608;-38.13080360867914
1739209817.7804685;-38.13080360867914
1739209817.780476;-45.120503652039325
1739209817.780484;-38.13080360867914
1739209817.7804916;-38.13080360867914
1739209817.7804995;-38.13080360867914
1739209817.780507;-45.120503652039325
1739209817.7805147;-31.141103565318915
1739209817.7805226;-32.816014438256545
