CAN Message; 0x1d3:00000f73197507c0
1739209859.5851672;-45.120503652039325
1739209859.5851786;-45.120503652039325
1739209859.5851898;-38.13080360867914
1739209859.585201;-38.13080360867914
1739209859.5852122;-38.13080360867914
1739209859.5852234;-45.120503652039325
1739209859.5852346;-38.13080360867914
1739209859.5852458;-38.13080360867914
1739209859.585257;-38.13080360867914
1739209859.5852683;-38.13080360867914
1739209859.5852795;-38.13080360867914
1739209859.5852907;-38.13080360867914
1739209859.585302;-38.13080360867914
1739209859.5853133;-38.13080360867914
1739209859.5853245;-45.120503652039325
1739209859.5853357;-38.13080360867914
1739209859.585347;-38.13080360867914
1739209859.5853581;-45.120503652039325
1739209859.5853693;-38.13080360867914
1739209859.5853806;-35.57807855764607
1739209859.5853918;-45.120503652039325
1739209859.585403;-45.120503652039325
1739209859.5854142;-38.13080360867914
1739209859.5854254;-38.13080360867914
1739209859.5854368;-35.57807855764607
1739209859.585448;-38.13080360867914
1739209859.5854592;-38.13080360867914
1739209859.5854704;-33.981070128970906
1739209859.5854816;-33.981070128970906
1739209859.5854928;-38.13080360867914
1739209859.585504;-38.13080360867914
1739209859.5855153;-38.13080360867914
1739209859.5855265;-38.13080360867914
1739209859.5855377;-45.120503652039325
1739209859.5855489;-45.120503652039325
1739209859.5855603;-33.981070128970906
1739209859.5855715;-31.141103565318915
1739209859.5855827;-38.13080360867914
1739209859.585594;-45.120503652039325
1739209859.5856051;-38.13080360867914
1739209859.5856164;-38.13080360867914
1739209859.5856276;-45.120503652039325
1739209859.5856388;-33.981070128970906
1739209859.58565;-31.141103565318915
1739209859.5856612;-30.49652367304973
1739209859.5856724;-45.120503652039325
1739209859.5856836;-35.57807855764607
1739209859.585695;-38.13080360867914
1739209859.5857062;-38.13080360867914
1739209859.5857174;-38.13080360867914
1739209859.5857286;-45.120503652039325
1739209859.5857399;-38.13080360867914
1739209859.585751;-31.141103565318915
1739209859.5857623;-35.57807855764607
1739209859.5857735;-45.120503652039325
1739209859.5857847;-38.13080360867914
1739209859.5857959;-38.13080360867914
1739209859.585807;-45.120503652039325
1739209859.5858185;-38.13080360867914
1739209859.5858297;-45.120503652039325
1739209859.585841;-38.13080360867914
1739209859.5858521;-38.13080360867914
1739209859.5858634;-38.13080360867914
1739209859.5858746;-38.13080360867914
1739209859.5858858;-45.120503652039325
1739209859.585897;-45.120503652039325
1739209859.5859082;-38.13080360867914
1739209859.5859194;-38.13080360867914
1739209859.5859306;-38.13080360867914
1739209859.5859418;-31.141103565318915
1739209859.5859532;-35.57807855764607
1739209859.5859644;-38.13080360867914
1739209859.5859756;-38.13080360867914
1739209859.5859869;-35.57807855764607
1739209859.585998;-45.120503652039325
1739209859.5860093;-38.13080360867914
1739209859.5860205;-28.992665084841942
1739209859.5860317;-38.13080360867914
1739209859.586043;-45.120503652039325
1739209859.586054;-45.120503652039325
1739209859.5860653;-33.981070128970906
1739209859.5860767;-45.120503652039325
1739209859.586088;-45.120503652039325
1739209859.5860991;-45.120503652039325
1739209859.5861104;-33.981070128970956
1739209859.5861216;-38.13080360867914
1739209859.5861328;-45.120503652039325
1739209859.586144;-45.120503652039325
1739209859.5861552;-38.13080360867914
1739209859.5861664;-38.13080360867914
1739209859.5861776;-45.120503652039325
1739209859.5861888;-45.120503652039325
1739209859.5862;-30.49652367304973
1739209859.5862114;-38.13080360867914
1739209859.5862226;-45.120503652039325
1739209859.5862339;-35.57807855764607
1739209859.586245;-45.120503652039325
1739209859.5862563;-45.120503652039325
1739209859.5862675;-38.13080360867914
1739209859.5862787;-38.13080360867914
1739209859.58629;-45.120503652039325
1739209859.586301;-45.120503652039325
1739209859.5863123;-38.13080360867914
1739209859.5863235;-38.13080360867914
1739209859.586335;-38.13080360867914
1739209859.5863461;-38.13080360867914
1739209859.5863574;-38.13080360867914
1739209859.5863686;-38.13080360867914
1739209859.5863798;-45.120503652039325
1739209859.586391;-38.13080360867914
1739209859.5864022;-35.57807855764607
1739209859.5864134;-38.13080360867914
1739209859.5864246;-45.120503652039325
1739209859.5864358;-38.13080360867914
1739209859.586447;-45.120503652039325
1739209859.5864582;-45.120503652039325
1739209859.5864697;-30.49652367304973
1739209859.5864809;-35.57807855764607
1739209859.586492;-45.120503652039325
1739209859.5865033;-45.120503652039325
1739209859.5865145;-32.816014438256545
1739209859.5865257;-45.120503652039325
1739209859.586537;-45.120503652039325
1739209859.586548;-38.13080360867914
1739209859.5865593;-45.120503652039325
1739209859.5865705;-45.120503652039325
1739209859.5865817;-38.13080360867914
1739209859.5865932;-35.57807855764607
1739209859.5866044;-45.120503652039325
1739209859.5866156;-38.13080360867914
1739209859.5866268;-32.816014438256545
1739209859.586638;-38.13080360867914
1739209859.5866492;-45.120503652039325
1739209859.5866604;-38.13080360867914
1739209859.5866716;-33.981070128970906
1739209859.5866828;-38.13080360867914
1739209859.586694;-38.13080360867914
1739209859.5867052;-45.120503652039325
1739209859.5867164;-38.13080360867914
1739209859.5867279;-45.120503652039325
1739209859.586739;-45.120503652039325
1739209859.5867503;-45.120503652039325
1739209859.5867615;-45.120503652039325
1739209859.5867727;-45.120503652039325
1739209859.586784;-32.816014438256545
1739209859.586795;-32.816014438256545
1739209859.5868063;-45.120503652039325
1739209859.5868175;-45.120503652039325
1739209859.5868287;-38.13080360867914
1739209859.58684;-35.57807855764607
1739209859.5868514;-45.120503652039325
1739209859.5868626;-45.120503652039325
1739209859.5868738;-45.120503652039325
1739209859.586885;-38.13080360867914
1739209859.5868962;-45.120503652039325
1739209859.5869074;-45.120503652039325
1739209859.5869186;-38.13080360867914
1739209859.5869298;-38.13080360867914
1739209859.586941;-45.120503652039325
1739209859.5869522;-38.13080360867914
1739209859.5869634;-38.13080360867914
1739209859.5869746;-45.120503652039325
1739209859.586986;-45.120503652039325
1739209859.5869973;-38.13080360867914
1739209859.5870085;-45.120503652039325
1739209859.5870197;-33.981070128970906
1739209859.587031;-38.13080360867914
1739209859.587042;-45.120503652039325
1739209859.5870533;-45.120503652039325
1739209859.5870645;-45.120503652039325
1739209859.5870757;-38.13080360867914
1739209859.587087;-35.57807855764607
1739209859.5870981;-45.120503652039325
1739209859.5871096;-45.120503652039325
1739209859.5871208;-38.13080360867914
1739209859.587132;-45.120503652039325
1739209859.5871432;-45.120503652039325
1739209859.5871544;-35.57807855764607
1739209859.5871656;-38.13080360867914
1739209859.5871768;-45.120503652039325
1739209859.587188;-45.120503652039325
1739209859.5871992;-33.981070128970906
1739209859.5872104;-38.13080360867914
1739209859.5872216;-45.120503652039325
1739209859.5872328;-38.13080360867914
1739209859.5872443;-38.13080360867914
1739209859.5872555;-45.120503652039325
1739209859.5872667;-45.120503652039325
1739209859.587278;-38.13080360867914
1739209859.587289;-45.120503652039325
1739209859.5873003;-38.13080360867914
1739209859.5873115;-45.120503652039325
1739209859.5873227;-45.120503652039325
1739209859.587334;-38.13080360867914
1739209859.5873451;-38.13080360867914
1739209859.5873563;-45.120503652039325
1739209859.5873675;-45.120503652039325
1739209859.587379;-38.13080360867914
1739209859.5873902;-33.981070128970906
1739209859.5874014;-38.13080360867914
1739209859.5874126;-45.120503652039325
1739209859.5874238;-45.120503652039325
1739209859.587435;-38.13080360867914
1739209859.5874462;-45.120503652039325
1739209859.5874574;-45.120503652039325
1739209859.5874686;-33.981070128970906
1739209859.5874798;-33.981070128970906
1739209859.587491;-38.13080360867914
1739209859.5875025;-45.120503652039325
1739209859.5875137;-45.120503652039325
1739209859.587525;-45.120503652039325
1739209859.587536;-45.120503652039325
1739209859.5875473;-38.13080360867914
1739209859.5875585;-33.981070128970906
1739209859.5875697;-31.141103565318915
1739209859.587581;-33.981070128970906
1739209859.5875921;-45.120503652039325
1739209859.5876033;-45.120503652039325
1739209859.5876145;-33.981070128970906
1739209859.5876257;-33.981070128970906
1739209859.5876372;-45.120503652039325
1739209859.5876484;-38.13080360867914
1739209859.5876596;-31.141103565318915
1739209859.5876708;-45.120503652039325
1739209859.587682;-45.120503652039325
1739209859.5876932;-45.120503652039325
1739209859.5877044;-35.57807855764607
1739209859.5877156;-35.57807855764607
1739209859.5877268;-45.120503652039325
1739209859.587738;-38.13080360867914
1739209859.5877492;-28.992665084841942
1739209859.5877607;-45.120503652039325
1739209859.587772;-38.13080360867914
1739209859.587783;-38.13080360867914
1739209859.5877943;-45.120503652039325
1739209859.5878055;-45.120503652039325
1739209859.5878167;-38.13080360867914
1739209859.587828;-38.13080360867914
1739209859.5878391;-38.13080360867914
1739209859.5878503;-45.120503652039325
1739209859.5878615;-45.120503652039325
1739209859.5878727;-45.120503652039325
1739209859.587884;-38.13080360867914
1739209859.5878954;-32.816014438256545
1739209859.5879066;-45.120503652039325
1739209859.5879178;-38.13080360867914
1739209859.587929;-38.13080360867914
1739209859.5879402;-45.120503652039325
1739209859.5879514;-45.120503652039325
1739209859.5879626;-45.120503652039325
1739209859.5879738;-45.120503652039325
1739209859.587985;-45.120503652039325
1739209859.5879962;-38.13080360867914
1739209859.5880075;-35.57807855764607
1739209859.588019;-33.981070128970906
1739209859.58803;-45.120503652039325
1739209859.5880413;-45.120503652039325
1739209859.5880525;-45.120503652039325
1739209859.5880637;-45.120503652039325
1739209859.588075;-45.120503652039325
1739209859.5880861;-45.120503652039325
1739209859.5880973;-45.120503652039325
1739209859.5881085;-45.120503652039325
1739209859.5881197;-45.120503652039325
1739209859.588131;-45.120503652039325
1739209859.5881422;-45.120503652039325
1739209859.5881536;-38.13080360867914
1739209859.5881648;-35.57807855764607
1739209859.588176;-33.981070128970906
1739209859.5881872;-45.120503652039325
1739209859.5881984;-27.267205301931607
1739209859.5882096;-33.981070128970906
1739209859.5882208;-45.120503652039325
1739209859.588232;-45.120503652039325
1739209859.5882432;-33.981070128970906
1739209859.5882545;-45.120503652039325
1739209859.5882657;-45.120503652039325
1739209859.588277;-38.13080360867914
1739209859.5882883;-33.981070128970956
1739209859.5882995;-45.120503652039325
1739209859.5883107;-33.981070128970906
1739209859.588322;-45.120503652039325
1739209859.5883331;-38.13080360867914
1739209859.5883443;-45.120503652039325
1739209859.5883555;-38.13080360867914
1739209859.5883667;-35.57807855764607
1739209859.588378;-38.13080360867914
1739209859.5883892;-38.13080360867914
1739209859.5884004;-45.120503652039325
1739209859.5884118;-38.13080360867914
1739209859.588423;-45.120503652039325
1739209859.5884342;-45.120503652039325
1739209859.5884454;-45.120503652039325
1739209859.5884566;-45.120503652039325
1739209859.5884678;-32.816014438256545
1739209859.588479;-35.57807855764607
1739209859.5884902;-45.120503652039325
1739209859.5885015;-38.13080360867914
1739209859.5885127;-33.981070128970906
1739209859.5885239;-38.13080360867914
1739209859.5885353;-45.120503652039325
1739209859.5885465;-45.120503652039325
1739209859.5885577;-45.120503652039325
1739209859.588569;-33.981070128970906
1739209859.5885801;-38.13080360867914
1739209859.5885913;-45.120503652039325
1739209859.5886025;-45.120503652039325
1739209859.5886137;-32.816014438256545
1739209859.588625;-45.120503652039325
1739209859.5886362;-38.13080360867914
1739209859.5886474;-35.57807855764607
1739209859.5886586;-38.13080360867914
1739209859.58867;-45.120503652039325
1739209859.5886812;-35.57807855764607
1739209859.5886924;-38.13080360867914
1739209859.5887036;-45.120503652039325
1739209859.5887148;-45.120503652039325
1739209859.588726;-45.120503652039325
1739209859.5887372;-38.13080360867914
1739209859.5887485;-38.13080360867914
1739209859.5887597;-45.120503652039325
1739209859.5887709;-45.120503652039325
1739209859.588782;-38.13080360867914
1739209859.5887935;-45.120503652039325
1739209859.5888047;-38.13080360867914
1739209859.588816;-35.57807855764607
1739209859.5888271;-45.120503652039325
1739209859.5888383;-31.141103565318915
1739209859.5888495;-45.120503652039325
1739209859.5888608;-45.120503652039325
1739209859.588872;-45.120503652039325
1739209859.5888832;-33.981070128970906
1739209859.5888944;-38.13080360867914
1739209859.5889056;-45.120503652039325
1739209859.5889168;-38.13080360867914
1739209859.5889282;-45.120503652039325
1739209859.5889394;-45.120503652039325
1739209859.5889506;-45.120503652039325
1739209859.5889618;-38.13080360867914
1739209859.588973;-45.120503652039325
1739209859.5889843;-45.120503652039325
1739209859.5889955;-45.120503652039325
1739209859.5890067;-45.120503652039325
1739209859.5890179;-45.120503652039325
1739209859.589029;-35.57807855764607
1739209859.5890403;-38.13080360867914
1739209859.5890517;-35.57807855764607
1739209859.589063;-35.57807855764607
1739209859.5890741;-35.57807855764607
1739209859.5890853;-35.57807855764607
1739209859.5890965;-38.13080360867914
1739209859.5891078;-31.141103565318915
1739209859.589119;-35.57807855764607
1739209859.5891302;-38.13080360867914
1739209859.5891414;-45.120503652039325
1739209859.5891526;-45.120503652039325
1739209859.5891638;-38.13080360867914
1739209859.589175;-45.120503652039325
1739209859.5891864;-33.981070128970906
1739209859.5891976;-38.13080360867914
1739209859.5892088;-45.120503652039325
1739209859.58922;-45.120503652039325
1739209859.5892313;-35.57807855764607
1739209859.5892425;-38.13080360867914
1739209859.5892537;-45.120503652039325
1739209859.5892649;-45.120503652039325
1739209859.589276;-38.13080360867914
1739209859.5892873;-28.992665084841942
1739209859.5892985;-38.13080360867914
1739209859.58931;-45.120503652039325
1739209859.5893211;-45.120503652039325
1739209859.5893323;-45.120503652039325
1739209859.5893435;-35.57807855764607
1739209859.5893548;-38.13080360867914
1739209859.589366;-45.120503652039325
1739209859.5893772;-32.81601443825658
1739209859.5893884;-33.981070128970906
1739209859.5893996;-35.57807855764607
1739209859.5894108;-38.13080360867914
1739209859.589422;-45.120503652039325
1739209859.5894332;-45.120503652039325
1739209859.5894446;-38.13080360867914
1739209859.5894558;-45.120503652039325
1739209859.589467;-38.13080360867914
1739209859.5894783;-38.13080360867914
1739209859.5894895;-38.13080360867914
1739209859.5895007;-38.13080360867914
1739209859.5895119;-35.57807855764607
1739209859.589523;-45.120503652039325
1739209859.5895343;-45.120503652039325
1739209859.5895455;-45.120503652039325
1739209859.5895567;-33.981070128970906
1739209859.5895681;-38.13080360867914
1739209859.5895793;-45.120503652039325
1739209859.5895905;-38.13080360867914
1739209859.5896018;-38.13080360867914
1739209859.589613;-45.120503652039325
1739209859.5896242;-45.120503652039325
1739209859.5896354;-38.13080360867914
1739209859.5896466;-32.816014438256545
1739209859.5896578;-31.141103565318915
1739209859.589669;-38.13080360867914
1739209859.5896802;-45.120503652039325
1739209859.5896914;-38.13080360867914
1739209859.5897028;-38.13080360867914
1739209859.589714;-45.120503652039325
1739209859.5897253;-45.120503652039325
1739209859.5897365;-31.141103565318915
1739209859.5897477;-33.981070128970906
1739209859.5897589;-45.120503652039325
1739209859.58977;-38.13080360867914
1739209859.5897813;-45.120503652039325
1739209859.5897925;-38.13080360867914
1739209859.5898037;-45.120503652039325
1739209859.589815;-35.57807855764607
1739209859.5898263;-33.981070128970906
1739209859.5898376;-33.981070128970906
1739209859.5898488;-45.120503652039325
1739209859.58986;-38.13080360867914
1739209859.5898712;-35.57807855764607
1739209859.5898824;-45.120503652039325
1739209859.5898936;-38.13080360867914
1739209859.5899048;-45.120503652039325
1739209859.589916;-38.13080360867914
1739209859.5899272;-33.981070128970906
1739209859.5899384;-38.13080360867914
1739209859.5899496;-38.13080360867914
1739209859.589961;-38.13080360867914
1739209859.5899723;-35.57807855764607
1739209859.5899835;-38.13080360867914
1739209859.5899947;-45.120503652039325
1739209859.5900059;-38.13080360867914
1739209859.590017;-31.141103565318915
1739209859.5900283;-33.981070128970906
1739209859.5900395;-38.13080360867914
1739209859.5900507;-45.120503652039325
1739209859.590062;-45.120503652039325
1739209859.590073;-45.120503652039325
1739209859.5900846;-45.120503652039325
1739209859.5900958;-38.13080360867914
1739209859.590107;-45.120503652039325
1739209859.5901182;-45.120503652039325
1739209859.5901294;-45.120503652039325
1739209859.5901406;-38.13080360867914
1739209859.5901518;-38.13080360867914
1739209859.590163;-38.13080360867914
1739209859.5901742;-38.13080360867914
1739209859.5901854;-45.120503652039325
1739209859.5901966;-45.120503652039325
1739209859.5902078;-45.120503652039325
1739209859.5902193;-45.120503652039325
1739209859.5902305;-45.120503652039325
1739209859.5902417;-33.981070128970906
1739209859.5902529;-32.816014438256545
1739209859.590264;-45.120503652039325
1739209859.5902753;-38.13080360867914
1739209859.5902865;-33.981070128970906
1739209859.5902977;-38.13080360867914
1739209859.590309;-45.120503652039325
1739209859.59032;-45.120503652039325
1739209859.5903313;-38.13080360867914
1739209859.5903428;-45.120503652039325
1739209859.590354;-38.13080360867914
1739209859.5903652;-45.120503652039325
1739209859.5903764;-38.13080360867914
1739209859.5903876;-38.13080360867914
1739209859.5903988;-35.57807855764607
1739209859.59041;-29.438486411369333
1739209859.5904212;-38.13080360867914
