CAN Message; 0x77:4003fb87256d7a2e
1739209815.4529436;-38.13080360867914
1739209815.45295;-45.120503652039325
1739209815.4529564;-45.120503652039325
1739209815.4529629;-35.57807855764607
1739209815.4529693;-38.13080360867914
1739209815.4529757;-45.120503652039325
1739209815.4529822;-45.120503652039325
1739209815.4529886;-38.13080360867914
1739209815.452995;-45.120503652039325
1739209815.4530015;-38.13080360867914
1739209815.4530077;-26.487275050834715
1739209815.4530141;-35.57807855764607
1739209815.4530206;-45.120503652039325
1739209815.453027;-38.13080360867914
1739209815.4530334;-38.13080360867914
1739209815.45304;-38.13080360867914
1739209815.4530463;-45.120503652039325
1739209815.4530528;-33.981070128970906
1739209815.4530592;-38.13080360867914
1739209815.4530656;-45.120503652039325
1739209815.453072;-33.981070128970906
1739209815.4530785;-38.13080360867914
1739209815.453085;-45.120503652039325
1739209815.4530911;-45.120503652039325
1739209815.4530976;-45.120503652039325
1739209815.453104;-45.120503652039325
1739209815.4531105;-30.49652367304973
1739209815.453117;-35.57807855764607
1739209815.4531233;-38.13080360867914
1739209815.4531298;-45.120503652039325
1739209815.4531362;-45.120503652039325
1739209815.4531426;-38.13080360867914
1739209815.453149;-31.141103565318915
1739209815.4531555;-38.13080360867914
1739209815.453162;-45.120503652039325
1739209815.4531682;-33.981070128970906
1739209815.4531746;-38.13080360867914
1739209815.453181;-45.120503652039325
1739209815.4531875;-38.13080360867914
1739209815.453194;-45.120503652039325
1739209815.4532003;-38.13080360867914
1739209815.4532068;-38.13080360867914
1739209815.4532132;-38.13080360867914
1739209815.4532197;-45.120503652039325
1739209815.453226;-35.57807855764607
1739209815.4532325;-38.13080360867914
1739209815.453239;-45.120503652039325
1739209815.4532452;-38.13080360867914
1739209815.4532516;-32.816014438256545
1739209815.453258;-45.120503652039325
1739209815.4532645;-32.816014438256545
1739209815.453271;-30.49652367304973
1739209815.4532773;-45.120503652039325
1739209815.4532838;-45.120503652039325
1739209815.4532902;-45.120503652039325
1739209815.4532967;-45.120503652039325
1739209815.453303;-45.120503652039325
1739209815.4533095;-45.120503652039325
1739209815.453316;-38.13080360867914
1739209815.4533222;-38.13080360867914
1739209815.4533286;-45.120503652039325
1739209815.453335;-45.120503652039325
1739209815.4533415;-38.13080360867914
1739209815.453348;-45.120503652039325
1739209815.4533544;-45.120503652039325
1739209815.4533608;-35.57807855764607
1739209815.4533672;-45.120503652039325
1739209815.4533737;-45.120503652039325
1739209815.45338;-45.120503652039325
1739209815.4533865;-38.13080360867914
1739209815.453393;-38.13080360867914
1739209815.4533992;-33.981070128970906
1739209815.4534056;-45.120503652039325
1739209815.453412;-45.120503652039325
1739209815.4534185;-38.13080360867914
1739209815.453425;-38.13080360867914
1739209815.4534314;-45.120503652039325
1739209815.4534378;-38.13080360867914
1739209815.4534442;-38.13080360867914
1739209815.4534507;-45.120503652039325
1739209815.453457;-38.13080360867914
1739209815.4534636;-45.120503652039325
1739209815.45347;-45.120503652039325
1739209815.4534762;-38.13080360867914
1739209815.4534826;-38.13080360867914
1739209815.453489;-38.13080360867914
1739209815.4534955;-38.13080360867914
1739209815.453502;-33.981070128970906
1739209815.4535084;-33.981070128970906
1739209815.4535148;-45.120503652039325
1739209815.4535213;-45.120503652039325
1739209815.4535277;-38.13080360867914
1739209815.4535341;-45.120503652039325
1739209815.4535406;-45.120503652039325
1739209815.453547;-38.13080360867914
1739209815.4535534;-45.120503652039325
1739209815.4535596;-35.57807855764607
1739209815.453566;-35.57807855764607
1739209815.4535725;-45.120503652039325
1739209815.453579;-33.981070128970906
1739209815.4535854;-33.981070128970906
1739209815.4535918;-38.13080360867914
1739209815.4535983;-45.120503652039325
1739209815.4536047;-38.13080360867914
1739209815.4536111;-35.57807855764607
1739209815.4536176;-38.13080360867914
1739209815.453624;-45.120503652039325
1739209815.4536304;-45.120503652039325
1739209815.4536366;-45.120503652039325
1739209815.453643;-38.13080360867914
1739209815.4536495;-45.120503652039325
1739209815.453656;-45.120503652039325
1739209815.4536624;-45.120503652039325
1739209815.4536688;-45.120503652039325
1739209815.4536753;-45.120503652039325
1739209815.4536817;-38.13080360867914
1739209815.4536881;-38.13080360867914
1739209815.4536946;-45.120503652039325
1739209815.453701;-38.13080360867914
1739209815.4537075;-38.13080360867914
1739209815.4537137;-38.13080360867914
1739209815.45372;-45.120503652039325
1739209815.4537265;-38.13080360867914
1739209815.453733;-38.13080360867914
1739209815.4537394;-38.13080360867914
1739209815.4537458;-45.120503652039325
1739209815.4537523;-45.120503652039325
1739209815.4537587;-31.141103565318915
1739209815.4537652;-38.13080360867914
1739209815.4537716;-38.13080360867914
1739209815.453778;-38.13080360867914
1739209815.4537845;-33.981070128970906
1739209815.4537907;-38.13080360867914
1739209815.453797;-38.13080360867914
1739209815.4538035;-38.13080360867914
1739209815.45381;-38.13080360867914
1739209815.4538164;-45.120503652039325
1739209815.4538229;-38.13080360867914
1739209815.4538293;-38.13080360867914
1739209815.4538357;-31.141103565318915
1739209815.4538422;-33.981070128970906
1739209815.4538486;-38.13080360867914
1739209815.453855;-30.49652367304973
1739209815.4538615;-35.57807855764607
1739209815.4538677;-33.981070128970906
1739209815.453874;-45.120503652039325
1739209815.4538805;-33.981070128970906
1739209815.453887;-33.981070128970906
1739209815.4538934;-38.13080360867914
1739209815.4538999;-45.120503652039325
1739209815.4539063;-45.120503652039325
1739209815.4539127;-45.120503652039325
1739209815.4539192;-38.13080360867914
1739209815.4539256;-38.13080360867914
1739209815.453932;-45.120503652039325
1739209815.4539385;-38.13080360867914
1739209815.453945;-33.981070128970906
1739209815.4539511;-38.13080360867914
1739209815.4539576;-45.120503652039325
1739209815.453964;-38.13080360867914
1739209815.4539704;-38.13080360867914
1739209815.4539769;-33.981070128970906
1739209815.4539833;-45.120503652039325
1739209815.4539897;-38.13080360867914
1739209815.4539962;-31.141103565318915
1739209815.4540026;-38.13080360867914
1739209815.454009;-45.120503652039325
1739209815.4540155;-38.13080360867914
1739209815.454022;-33.981070128970906
1739209815.4540281;-38.13080360867914
1739209815.4540346;-45.120503652039325
1739209815.454041;-45.120503652039325
1739209815.4540474;-35.57807855764607
1739209815.4540539;-35.57807855764607
1739209815.4540603;-45.120503652039325
1739209815.4540668;-45.120503652039325
1739209815.4540732;-35.57807855764607
1739209815.4540796;-38.13080360867914
1739209815.454086;-35.57807855764607
1739209815.4540925;-38.13080360867914
1739209815.454099;-32.816014438256545
1739209815.4541051;-38.13080360867914
1739209815.4541116;-45.120503652039325
1739209815.454118;-45.120503652039325
1739209815.4541245;-45.120503652039325
1739209815.454131;-45.120503652039325
1739209815.4541373;-45.120503652039325
1739209815.4541438;-33.981070128970906
1739209815.4541502;-33.981070128970906
1739209815.4541566;-45.120503652039325
1739209815.454163;-38.13080360867914
1739209815.4541695;-33.981070128970906
1739209815.454176;-45.120503652039325
1739209815.4541821;-45.120503652039325
1739209815.4541886;-45.120503652039325
1739209815.454195;-45.120503652039325
1739209815.4542015;-45.120503652039325
1739209815.454208;-45.120503652039325
1739209815.4542143;-35.57807855764607
1739209815.4542208;-38.13080360867914
1739209815.4542272;-45.120503652039325
1739209815.4542336;-35.57807855764607
1739209815.45424;-45.120503652039325
1739209815.4542465;-38.13080360867914
1739209815.454253;-38.13080360867914
1739209815.4542592;-38.13080360867914
1739209815.4542656;-38.13080360867914
1739209815.454272;-45.120503652039325
1739209815.4542785;-45.120503652039325
1739209815.454285;-45.120503652039325
1739209815.4542913;-32.816014438256545
1739209815.4542978;-32.816014438256545
1739209815.4543042;-45.120503652039325
1739209815.4543107;-38.13080360867914
1739209815.454317;-35.57807855764607
1739209815.4543235;-38.13080360867914
1739209815.45433;-33.981070128970906
1739209815.4543364;-38.13080360867914
1739209815.4543426;-38.13080360867914
1739209815.454349;-45.120503652039325
1739209815.4543555;-45.120503652039325
1739209815.454362;-38.13080360867914
1739209815.4543684;-38.13080360867914
1739209815.4543748;-45.120503652039325
1739209815.4543812;-45.120503652039325
1739209815.4543877;-38.13080360867914
1739209815.454394;-45.120503652039325
1739209815.4544005;-38.13080360867914
1739209815.454407;-38.13080360867914
1739209815.4544134;-45.120503652039325
1739209815.4544196;-45.120503652039325
1739209815.454426;-38.13080360867914
1739209815.4544325;-35.57807855764607
1739209815.454439;-38.13080360867914
1739209815.4544454;-45.120503652039325
1739209815.4544518;-38.13080360867914
1739209815.4544582;-35.57807855764607
1739209815.4544647;-30.49652367304973
1739209815.454471;-45.120503652039325
1739209815.4544775;-38.13080360867914
1739209815.454484;-38.13080360867914
1739209815.4544904;-31.141103565318915
1739209815.4544966;-45.120503652039325
1739209815.454503;-45.120503652039325
1739209815.4545095;-45.120503652039325
1739209815.454516;-45.120503652039325
1739209815.4545224;-45.120503652039325
1739209815.4545288;-45.120503652039325
1739209815.4545352;-45.120503652039325
1739209815.4545417;-45.120503652039325
1739209815.4545481;-38.13080360867914
1739209815.4545546;-45.120503652039325
1739209815.454561;-45.120503652039325
1739209815.4545674;-38.13080360867914
1739209815.4545736;-38.13080360867914
1739209815.45458;-45.120503652039325
1739209815.4545865;-38.13080360867914
1739209815.454593;-35.57807855764607
1739209815.4545994;-38.13080360867914
1739209815.4546058;-38.13080360867914
1739209815.4546123;-38.13080360867914
1739209815.4546187;-35.57807855764607
1739209815.4546251;-38.13080360867914
1739209815.4546316;-38.13080360867914
1739209815.454638;-45.120503652039325
1739209815.4546444;-38.13080360867914
1739209815.4546506;-38.13080360867914
1739209815.454657;-38.13080360867914
1739209815.4546635;-45.120503652039325
1739209815.45467;-35.57807855764607
1739209815.4546764;-45.120503652039325
1739209815.4546828;-45.120503652039325
1739209815.4546893;-38.13080360867914
1739209815.4546957;-35.57807855764607
1739209815.4547021;-38.13080360867914
1739209815.4547086;-45.120503652039325
1739209815.454715;-45.120503652039325
1739209815.4547215;-31.141103565318915
1739209815.4547276;-32.816014438256545
1739209815.454734;-33.981070128970906
1739209815.4547405;-45.120503652039325
1739209815.454747;-38.13080360867914
1739209815.4547534;-38.13080360867914
1739209815.4547598;-45.120503652039325
1739209815.4547663;-45.120503652039325
1739209815.4547727;-31.14110356531892
1739209815.4547791;-38.13080360867914
1739209815.4547856;-45.120503652039325
1739209815.454792;-45.120503652039325
1739209815.4547985;-38.13080360867914
1739209815.454805;-45.120503652039325
1739209815.454811;-45.120503652039325
1739209815.4548175;-35.57807855764607
1739209815.454824;-28.992665084841942
1739209815.4548304;-38.13080360867914
1739209815.4548368;-38.13080360867914
1739209815.4548433;-38.13080360867914
1739209815.4548497;-33.981070128970906
1739209815.4548562;-45.120503652039325
1739209815.4548626;-38.13080360867914
1739209815.454869;-38.13080360867914
1739209815.4548755;-45.120503652039325
1739209815.454882;-45.120503652039325
1739209815.454888;-38.13080360867914
1739209815.4548945;-45.120503652039325
1739209815.454901;-38.13080360867914
1739209815.4549074;-45.120503652039325
1739209815.4549139;-38.13080360867914
1739209815.4549203;-38.13080360867914
1739209815.4549267;-30.49652367304973
1739209815.4549332;-33.981070128970906
1739209815.4549396;-45.120503652039325
1739209815.454946;-38.13080360867914
1739209815.4549525;-35.57807855764607
1739209815.454959;-45.120503652039325
1739209815.454965;-45.120503652039325
1739209815.4549716;-33.981070128970906
1739209815.454978;-28.58837851428586
1739209815.4549844;-33.981070128970906
1739209815.4549909;-38.13080360867914
1739209815.4549973;-38.13080360867914
1739209815.4550037;-45.120503652039325
1739209815.4550102;-35.57807855764607
1739209815.4550166;-38.13080360867914
1739209815.455023;-38.13080360867914
1739209815.4550295;-33.981070128970906
1739209815.455036;-33.981070128970906
1739209815.4550421;-45.120503652039325
1739209815.4550486;-38.13080360867914
1739209815.455055;-45.120503652039325
1739209815.4550614;-45.120503652039325
1739209815.4550679;-45.120503652039325
1739209815.4550743;-38.13080360867914
1739209815.4550807;-38.13080360867914
1739209815.4550872;-45.120503652039325
1739209815.4550936;-45.120503652039325
1739209815.4551;-45.120503652039325
1739209815.4551065;-38.13080360867914
1739209815.455113;-38.13080360867914
1739209815.4551191;-45.120503652039325
1739209815.4551256;-45.120503652039325
1739209815.455132;-45.120503652039325
1739209815.4551384;-35.57807855764607
1739209815.455145;-38.13080360867914
1739209815.4551513;-45.120503652039325
1739209815.4551578;-45.120503652039325
1739209815.4551642;-35.57807855764607
1739209815.4551706;-45.120503652039325
1739209815.455177;-45.120503652039325
1739209815.4551835;-38.13080360867914
1739209815.45519;-33.981070128970906
1739209815.4551964;-38.13080360867914
1739209815.4552026;-45.120503652039325
1739209815.455209;-38.13080360867914
1739209815.4552155;-45.120503652039325
1739209815.455222;-45.120503652039325
1739209815.4552283;-38.13080360867914
1739209815.4552348;-45.120503652039325
1739209815.4552412;-33.981070128970906
1739209815.4552476;-32.816014438256545
1739209815.455254;-45.120503652039325
1739209815.4552605;-45.120503652039325
1739209815.455267;-35.57807855764607
1739209815.4552734;-38.13080360867914
1739209815.4552796;-45.120503652039325
1739209815.455286;-38.13080360867914
1739209815.4552925;-38.13080360867914
1739209815.455299;-45.120503652039325
1739209815.4553053;-45.120503652039325
1739209815.4553118;-38.13080360867914
1739209815.4553182;-38.13080360867914
1739209815.4553246;-38.13080360867914
1739209815.455331;-38.13080360867914
1739209815.4553375;-38.13080360867914
1739209815.455344;-45.120503652039325
1739209815.4553504;-45.120503652039325
1739209815.4553566;-35.57807855764607
1739209815.455363;-35.57807855764607
1739209815.4553695;-38.13080360867914
1739209815.455376;-38.13080360867914
1739209815.4553823;-38.13080360867914
1739209815.4553888;-38.13080360867914
1739209815.4553952;-35.57807855764607
1739209815.4554017;-38.13080360867914
1739209815.455408;-38.13080360867914
1739209815.4554145;-45.120503652039325
1739209815.455421;-45.120503652039325
1739209815.4554274;-35.57807855764607
1739209815.4554336;-38.13080360867914
1739209815.45544;-38.13080360867914
1739209815.4554465;-45.120503652039325
1739209815.455453;-38.13080360867914
1739209815.4554594;-32.816014438256545
1739209815.4554658;-38.13080360867914
1739209815.4554722;-45.120503652039325
1739209815.4554787;-45.120503652039325
1739209815.455485;-32.816014438256545
1739209815.4554915;-38.13080360867914
1739209815.455498;-32.816014438256545
1739209815.4555044;-32.816014438256545
1739209815.4555106;-45.120503652039325
1739209815.455517;-38.13080360867914
1739209815.4555235;-38.13080360867914
1739209815.45553;-32.816014438256545
1739209815.4555364;-45.120503652039325
1739209815.4555428;-45.120503652039325
1739209815.4555492;-45.120503652039325
1739209815.4555557;-45.120503652039325
1739209815.455562;-45.120503652039325
1739209815.4555686;-45.120503652039325
1739209815.455575;-45.120503652039325
1739209815.4555814;-45.120503652039325
1739209815.4555879;-45.120503652039325
1739209815.455594;-45.120503652039325
1739209815.4556005;-38.13080360867914
1739209815.455607;-38.13080360867914
1739209815.4556134;-45.120503652039325
1739209815.4556198;-45.120503652039325
1739209815.4556262;-32.816014438256545
1739209815.4556327;-33.981070128970906
1739209815.4556391;-45.120503652039325
1739209815.4556456;-38.13080360867914
1739209815.455652;-29.438486411369333
1739209815.4556584;-28.58837851428586
1739209815.4556649;-45.120503652039325
1739209815.455671;-38.13080360867914
1739209815.4556775;-35.57807855764607
1739209815.455684;-38.13080360867914
1739209815.4556904;-38.13080360867914
1739209815.4556968;-38.13080360867914
1739209815.4557033;-45.120503652039325
1739209815.4557097;-45.120503652039325
1739209815.4557161;-45.120503652039325
1739209815.4557226;-45.120503652039325
1739209815.455729;-45.120503652039325
1739209815.4557354;-45.120503652039325
1739209815.455742;-35.57807855764607
1739209815.455748;-45.120503652039325
1739209815.4557545;-38.13080360867914
1739209815.455761;-35.57807855764607
1739209815.4557674;-38.13080360867914
1739209815.4557738;-45.120503652039325
1739209815.4557803;-45.120503652039325
1739209815.4557867;-45.120503652039325
1739209815.4557931;-45.120503652039325
1739209815.4557996;-45.120503652039325
1739209815.455806;-38.13080360867914
1739209815.4558125;-35.57807855764607
1739209815.455819;-38.13080360867914
1739209815.455825;-45.120503652039325
1739209815.4558315;-45.120503652039325
1739209815.455838;-45.120503652039325
1739209815.4558444;-38.13080360867914
1739209815.4558508;-38.13080360867914
1739209815.4558573;-45.120503652039325
1739209815.4558637;-32.81601443825658
1739209815.4558702;-45.120503652039325
1739209815.4558766;-38.13080360867914
1739209815.455883;-33.981070128970906
1739209815.4558895;-45.120503652039325
1739209815.455896;-38.13080360867914
1739209815.455902;-35.57807855764607
1739209815.4559085;-45.120503652039325
1739209815.455915;-31.141103565318915
1739209815.4559214;-35.57807855764607
1739209815.4559278;-38.13080360867914
1739209815.4559343;-45.120503652039325
1739209815.4559407;-38.13080360867914
1739209815.4559472;-38.13080360867914
1739209815.4559536;-45.120503652039325
1739209815.45596;-45.120503652039325
1739209815.4559665;-38.13080360867914
1739209815.455973;-38.13080360867914
1739209815.4559793;-45.120503652039325
1739209815.4559855;-38.13080360867914
1739209815.455992;-38.13080360867914
1739209815.4559984;-38.13080360867914
1739209815.4560049;-38.13080360867914
1739209815.4560113;-38.13080360867914
1739209815.4560177;-45.120503652039325
1739209815.4560242;-38.13080360867914
1739209815.4560306;-38.13080360867914
1739209815.456037;-45.120503652039325
1739209815.4560435;-45.120503652039325
1739209815.45605;-45.120503652039325
1739209815.4560564;-38.13080360867914
1739209815.4560626;-38.13080360867914
1739209815.456069;-33.981070128970906
1739209815.4560754;-45.120503652039325
1739209815.4560819;-38.13080360867914
1739209815.4560883;-35.57807855764607
1739209815.4560947;-32.816014438256545
1739209815.4561012;-38.13080360867914
1739209815.4561076;-45.120503652039325
1739209815.456114;-38.13080360867914
1739209815.4561205;-38.13080360867914
1739209815.456127;-45.120503652039325
1739209815.4561334;-38.13080360867914
1739209815.4561396;-33.981070128970906
1739209815.456146;-38.13080360867914
1739209815.4561524;-45.120503652039325
1739209815.4561589;-38.13080360867914
1739209815.4561653;-45.120503652039325
1739209815.4561718;-35.57807855764607
1739209815.4561782;-45.120503652039325
1739209815.4561846;-45.120503652039325
1739209815.456191;-38.13080360867914
1739209815.4561975;-35.57807855764607
1739209815.456204;-38.13080360867914
1739209815.4562104;-45.120503652039325
1739209815.4562166;-45.120503652039325
1739209815.456223;-45.120503652039325
1739209815.4562294;-38.13080360867914
1739209815.456236;-38.13080360867914
1739209815.4562423;-32.816014438256545
1739209815.4562488;-28.992665084841942
1739209815.4562552;-27.87774495603143
1739209815.4562616;-26.991370085610754
1739209815.456268;-28.992665084841942
1739209815.4562745;-31.141103565318915
1739209815.456281;-38.13080360867914
1739209815.4562874;-38.13080360867914
1739209815.4562936;-45.120503652039325
1739209815.4563;-31.141103565318915
1739209815.4563065;-33.981070128970906
1739209815.456313;-29.438486411369333
1739209815.4563193;-38.13080360867914
1739209815.4563258;-31.141103565318915
1739209815.4563322;-20.511525224473814
1739209815.4563386;-25.252786309376837
1739209815.456345;-45.120503652039325
1739209815.4563515;-38.13080360867914
1739209815.456358;-25.62660358559016
1739209815.4563644;-45.120503652039325
1739209815.4563708;-45.120503652039325
1739209815.456377;-35.57807855764607
1739209815.4563835;-45.120503652039325
1739209815.45639;-45.120503652039325
1739209815.4563963;-45.120503652039325
1739209815.4564028;-45.120503652039325
1739209815.4564092;-25.25278630937684
1739209815.4564157;-22.002965041481744
1739209815.456422;-27.267205301931607
1739209815.4564285;-30.49652367304973
1739209815.456435;-25.826314394896357
1739209815.4564414;-38.13080360867914
1739209815.4564478;-33.981070128970956
1739209815.456454;-32.816014438256545
1739209815.4564605;-38.13080360867914
1739209815.456467;-45.120503652039325
1739209815.4564734;-45.120503652039325
1739209815.4564798;-35.57807855764607
1739209815.4564862;-35.57807855764607
1739209815.4564927;-23.50682362968953
1739209815.456499;-24.746238672633048
1739209815.4565055;-32.816014438256545
1739209815.456512;-45.120503652039325
1739209815.4565184;-45.120503652039325
1739209815.4565248;-33.981070128970906
1739209815.456531;-33.981070128970906
1739209815.4565375;-38.13080360867914
1739209815.456544;-45.120503652039325
1739209815.4565504;-32.816014438256545
1739209815.4565568;-38.13080360867914
1739209815.4565632;-33.981070128970906
1739209815.4565697;-26.991370085610722
1739209815.456576;-25.826314394896357
1739209815.4565825;-28.58837851428586
1739209815.456589;-31.141103565318915
1739209815.4565954;-33.981070128970956
1739209815.4566019;-30.49652367304973
1739209815.456608;-32.816014438256545
1739209815.4566145;-38.13080360867914
1739209815.456621;-35.57807855764607
1739209815.4566274;-31.141103565318915
1739209815.4566338;-38.13080360867914
1739209815.4566402;-33.981070128970906
1739209815.4566467;-22.175841390423358
1739209815.456653;-23.50682362968953
1739209815.4566596;-35.57807855764607
1739209815.456666;-35.57807855764607
1739209815.4566724;-45.120503652039325
1739209815.4566789;-28.58837851428586
1739209815.456685;-27.8777449560314
1739209815.4566915;-32.81601443825658
1739209815.456698;-45.120503652039325
1739209815.4567044;-33.981070128970906
1739209815.4567108;-45.120503652039325
1739209815.4567173;-45.120503652039325
1739209815.4567237;-25.826314394896354
1739209815.4567301;-20.4518274484982
1739209815.4567366;-31.141103565318915
1739209815.456743;-38.13080360867914
1739209815.4567494;-31.141103565318915
1739209815.4567559;-33.981070128970906
1739209815.456762;-31.141103565318915
1739209815.4567685;-38.13080360867914
1739209815.456775;-45.120503652039325
1739209815.4567814;-45.120503652039325
1739209815.4567878;-32.81601443825658
1739209815.4567943;-38.13080360867914
1739209815.4568007;-28.992665084841942
1739209815.4568071;-21.228842808393964
1739209815.4568136;-26.487275050834715
1739209815.45682;-38.13080360867914
1739209815.4568264;-30.49652367304973
1739209815.456833;-31.141103565318915
1739209815.4568393;-28.992665084841942
1739209815.4568455;-28.992665084841942
1739209815.456852;-45.120503652039325
1739209815.4568584;-45.120503652039325
1739209815.4568648;-45.120503652039325
1739209815.4568713;-45.120503652039325
1739209815.4568777;-38.13080360867914
1739209815.4568841;-23.16150712794696
1739209815.4568906;-22.841636605902558
1739209815.456897;-24.438645034577675
1739209815.4569035;-28.58837851428586
1739209815.45691;-32.816014438256545
1739209815.4569163;-35.57807855764607
1739209815.4569225;-45.120503652039325
1739209815.456929;-38.13080360867914
1739209815.4569354;-45.120503652039325
1739209815.4569418;-45.120503652039325
1739209815.4569483;-45.120503652039325
1739209815.4569547;-45.120503652039325
1739209815.4569612;-45.120503652039325
1739209815.4569676;-38.13080360867914
1739209815.456974;-45.120503652039325
1739209815.4569805;-38.13080360867914
1739209815.456987;-35.57807855764607
1739209815.4569933;-38.13080360867914
1739209815.4569995;-45.120503652039325
1739209815.457006;-45.120503652039325
1739209815.4570124;-45.120503652039325
1739209815.4570189;-45.120503652039325
1739209815.4570253;-45.120503652039325
1739209815.4570317;-38.13080360867914
1739209815.4570382;-38.13080360867914
1739209815.4570446;-38.13080360867914
1739209815.457051;-45.120503652039325
1739209815.4570575;-33.981070128970906
1739209815.457064;-45.120503652039325
1739209815.4570704;-38.13080360867914
1739209815.4570765;-38.13080360867914
1739209815.457083;-33.981070128970906
1739209815.4570894;-33.981070128970906
1739209815.4570959;-45.120503652039325
1739209815.4571023;-45.120503652039325
1739209815.4571087;-33.981070128970906
1739209815.4571152;-38.13080360867914
1739209815.4571216;-38.13080360867914
1739209815.457128;-35.57807855764607
1739209815.4571345;-31.141103565318915
1739209815.457141;-38.13080360867914
1739209815.4571474;-38.13080360867914
1739209815.4571536;-35.57807855764607
1739209815.45716;-38.13080360867914
1739209815.4571664;-45.120503652039325
1739209815.4571729;-45.120503652039325
1739209815.4571793;-38.13080360867914
1739209815.4571857;-45.120503652039325
1739209815.4571922;-45.120503652039325
1739209815.4571986;-38.13080360867914
1739209815.457205;-38.13080360867914
1739209815.4572115;-38.13080360867914
1739209815.457218;-38.13080360867914
1739209815.4572244;-45.120503652039325
1739209815.4572308;-32.816014438256545
1739209815.457237;-31.141103565318915
1739209815.4572434;-45.120503652039325
1739209815.4572499;-45.120503652039325
1739209815.4572563;-38.13080360867914
1739209815.4572628;-28.992665084841942
1739209815.4572692;-32.81601443825658
1739209815.4572756;-38.13080360867914
1739209815.457282;-45.120503652039325
1739209815.4572885;-45.120503652039325
1739209815.457295;-38.13080360867914
1739209815.4573014;-38.13080360867914
1739209815.4573078;-35.57807855764607
1739209815.457314;-31.141103565318915
